Paris,パリ
Musée Bonnat-Helleu,ボナ美術館
Musée Zadkine,ザッキン美術館
Coalition mondiale contre la peine de mort,死刑廃止世界連盟
Grand Prix de Plouay 2012,GP西フランス・プルエー2012
Six Jours de Grenoble,グルノーブル6日間レース
The Evian Championship,エビアン選手権
Académie culinaire de France,フランス料理アカデミー
Palais des Beaux-Arts de Lille,リール宮殿美術館
Le Rire,Le・Rire
Bataille de Gondelour (1758),カッダロールの海戦・(1758年)
Bataille de Négapatam (1758),ナーガパッティナムの海戦・(1758年)
Putsch des généraux,将軍達の反乱
Grand gel de 1683-1684 en Europe,1683年から1684年の大寒波
Eugen Systems,Eugen・Systems
Tavini huiraatira,タビニ・フイラアティラ・ノ・テ・アオ・マオイ
Trophée de France 2009,2009年エリック・ボンパール杯
Gare de Mantes-la-Jolie,マント＝ラ＝ジョリー駅
École supérieure des arts et techniques de la mode,エスモードジャポン
Aldebaran (robotique),アルデバランロボティクス
Élections européennes de 1999 en France,1999年欧州議会議員選挙・(フランス)
Nuit blanche (manifestation culturelle),白夜祭
Madiran (AOC),マディランAOC
Parc-aux-cerfs (Versailles),鹿の園
Lycée en France,リセ
Valois (région),ヴァロワ
Catastrophe du mont Sainte-Odile,エールアンテール148便墜落事故
Concours Long-Thibaud-Crespin,ロン＝ティボー国際コンクール
Prix Suzanne-Bianchetti,シュザンヌ・ビアンケッティ賞
Gare d'Aix-en-Provence,エクス＝アン＝プロヴァンス駅
Gare de Krimmeri-Meinau,クリンメリ＝メノー駅
L'Étoile (AOC),AOCレトワール
Langlade (Saint-Pierre-et-Miquelon),ラングラード島
Accords de Matignon (1936),マティニョン協定・(1936年)
Alice's Curious Labyrinth,アリスの不思議なラビリンス
All Along,オールアロング
Albigeois (pays),アルビジョワ
Argonaute (S636),アルゴノート・(S636)
Gare de Versailles-Château-Rive-Gauche,ヴェルサイユ＝シャトー駅
Orbitron,アストロ・オービター
1re session du Comité du patrimoine mondial,第1回世界遺産委員会
Musée des Égouts (Paris),パリ下水道博物館
Aqueduc de Coutances,クタンス水路橋
Elf (constructeur de motos),エルフ・(オートバイ)
Gare de Bondy,ボンディ駅
Aquarium des lagons,ニューカレドニア・ラグーン水族館
Lac des Minimes,ミニム湖
Maison de l'Histoire de France,フランス史会館
Blaye-côtes-de-bordeaux,ブライAOC
Arawak,アラワク語
Gare de Hœnheim-Tram,オーナイム＝トラム駅
École nationale supérieure des sciences de l'information et des bibliothèques,国立高等情報科学図書館学校
Ruisseau de Gravelle,グラヴェル川
Éditions du Seuil,スイユ出版社
Château de Brest,ブレスト城
Gitzo,ジッツオ
SEMT Pielstick,SEMT・ピルスティク
Crash du Tupolev Tu-144 à Goussainville,1973年パリ航空ショーTu-144墜落事故
Affaire de la tour de Nesle,ネールの塔事件
Agence Havas,アヴァス通信社
Service de santé des armées,衛生部・(フランス軍)
Norev,ノレブ
Bell %26 Ross,ベル%26ロス
Auxey-duresses (AOC),オーセイ＝デュレスAOC
Langues australes,オーストラル語
Paris La Défense Arena,パリ・ラ・デファンス・アレナ
Amundi,アムンディ
Bataille de Pondichéry,ポンディシェリーの海戦
France aux Jeux olympiques d'été de 1980,1980年モスクワオリンピックのフランス選手団
165e méridien est,東経165度線
Worldline,ワールドライン・(フランスの企業)
Air Bleu,エールブルー
Autorité de régulation des activités ferroviaires,鉄道・道路事業調整委員会
Ambassade du Japon en France,在フランス日本国大使館
Bataillon de marins-pompiers de Marseille,マルセイユ消防大隊
Amorino,アモリーノ・(アイスクリームチェーン店)
Musée Ingres-Bourdelle,アングル美術館
Arrondissements des Hautes-Pyrénées,オート＝ピレネー県の郡
Asobo Studio,Asobo・Studio
BAC Films,BACフィルムズ
Bago (cheval),バゴ・(競走馬)
Festival de Cannes 2013,第66回カンヌ国際映画祭
Bourgogne côte saint-jacques,ブルゴーニュ・コート・サン・ジャック
Beaune (AOC),ボーヌAOC
Baie de Chingoudy,チングディ湾
Baie de Bourgneuf,ブルニューフ湾
Bourgogne hautes-côtes-de-nuits,ブルゴーニュ・オート・コート・ド・ニュイ
Bourgogne hautes-côtes-de-beaune,ブルゴーニュ・オート・コート・ド・ボーヌ
Bandol (AOC),バンドールワイン
Ballet du Capitole,トゥールーズ・キャピトル・バレエ
Ryder Cup 2018,第42回ライダーカップ
Breguet G.111,ブレゲー・G.11E
Bibliothèque publique d'information,公共情報図書館
Berthe Morisot au bouquet de violettes,すみれの花束をつけたベルト・モリゾ
Boulevard des Batignolles (Paris),バティニョール大通り
Base aérienne 117 Paris,パリ空軍基地
Base aérienne 112 Reims-Champagne,ランス＝シャンパーニュ空軍基地
Brigade de recherche et d'intervention (France),捜査介入部・(フランス国家警察)
Biodiversité de la Nouvelle-Calédonie,ニューカレドニアの生物多様性
Base aérienne 105 Évreux-Fauville,エヴルー＝フォヴィル空軍基地
Base aérienne 106 Bordeaux-Mérignac,ボルドー＝メリニャック空軍基地
Base aérienne 103 Cambrai-Épinoy,カンブレー＝エピノワ空軍基地
Base aérienne 110 Creil,クレイユ空軍基地
Passages couverts de Paris,パリのパサージュ・クーヴェル
Carrousel des parcs Disney,ディズニーパークのカルーセルの一覧
Carrousel du Louvre,カルーゼル・デュ・ルーヴル
Cercle Proudhon,セルクル・プルードン
Brevet de technicien supérieur,上級技術者免状
Bibliothèque du film,映画文献資料図書館
BioMérieux,ビオメリュー
Opération Serval,セルヴァル作戦
France aux Jeux olympiques de 1920,1920年アントワープオリンピックのフランス選手団
Brocéliande,ブロセリアンド
Brulhois (AOC),コート・デュ・ブリュロワ
Centre national de la photographie,フランス国立写真センター
Centre national de ressources textuelles et lexicales,フランス国立文章及び辞典リソースセンター
Centre spatial de Cannes - Mandelieu,カンヌ・マンドリュー宇宙センター
Base d'aéronautique navale de Lann-Bihoué,ラン＝ビウエ海軍航空基地
Base d'aéronautique navale de Nîmes-Garons,ニーム＝ギャロン海軍航空基地
Base aérienne 921 Taverny,タヴェルニー空軍基地
Base d'aéronautique navale d'Hyères Le Palyvestre,ディエール・ル・パリヴェストル海軍航空基地
Chambre de commerce et d'industrie française au Japon,在日フランス商工会議所
Centre CEA de Grenoble,グルノーブル原子力研究センター
Blagny (AOC),ブラニィ
Orchestre Colonne,コンセール・コロンヌ
Paris-Nice 2013,パリ〜ニース2013
Certificat d'aptitude professionnelle,職業適性証
Orchestre symphonique de Paris,パリ交響楽団
Chambolle-musigny,シャンボール＝ミュジニーAOC
Tour d'Espagne 2013,ブエルタ・ア・エスパーニャ2013
Bassin d'Apollon,アポロンの泉水
Championnats du monde de gymnastique artistique 1926,1926年世界体操競技選手権
Bordeaux-côtes-de-francs,ボルドー・コート・ド・フラン
Cabasse (entreprise),カバッセ
Bataille du Mas Deu,マス・デウの戦い
Bataille de Mulhouse (1674),ミュルーズの戦い・(1674年)
Frenchelon,フレンシュロン
Boulevard Beaumarchais,ボーマルシェ大通り
Castillet,カスティエ門
Musée de Montmartre,モンマルトル美術館
Bataille de Saint-Cast,サン＝カスの戦い
Bataille de Pontvallain,ポンヴァランの戦い
Château Vauclair,ヴォクレール城
Cameca,CAMECA
Château Mont-Pérat,シャトー・モン・ペラ
Centre-ville reconstruit du Havre,オーギュスト・ペレによって再建された都市ル・アーヴル
Centre de stockage de Morvilliers,モルヴィリエ保管センター
Championnat de France de football (USFSA),USFSAフランスサッカー選手権
Championnats du monde de judo toutes catégories 2008,2008年世界柔道選手権大会
Championnats du monde de gymnastique artistique 1913,1913年世界体操競技選手権
Château d'Hérouville,エルヴィル城
Championship (rugby à XIII),RFLチャンピオンシップ
Chaumont Volley-Ball 52,ショーモンVB
Chapelle Foujita,フジタ礼拝堂
Château de Xaintrailles,ザントライユ城
Château de La Clayette,ラ・クレイェット城
Château du Bois de Sanzay,シャトー＝デュ＝ボア＝ド＝サンゼ
Chemillé-Melay,シュミエ＝ムレ
Chef d'État-Major des armées (France),フランス統合参謀総長
Centre international de hautes études agronomiques méditerranéennes,国際地中海農学高等研究所
Chronopost,クロノポスト
Chronologie de la France,フランスの歴史年表
Clinique de La Borde,ラ・ボルド病院
Clarins,クラランス
"Comité d'information et de liaison pour l'archéologie, l'étude et la mise en valeur du patrimoine industriel",CILAC
Chemins de Compostelle en France,フランスのサンティアゴ・デ・コンポステーラの巡礼路
École nationale supérieure de chimie de Paris,パリ国立高等化学学校
Chibi Japan Expo,Chibi・Japan・Expo
Commandement des forces terrestres,陸軍作戦司令部・(フランス陸軍)
Cinéma du réel,シネマ・ドゥ・リール
CinéMagique,シネマジック・(アトラクション)
Club des plus belles baies du monde,世界で最も美しい湾クラブ
Trophée de France 2011,2011年エリック・ボンパール杯
Cocotte (prostituée),ココット・(娼婦)
Commission de la carte géologique du monde,世界地質図委員会
Juridiction de Saint-Émilion,サン＝テミリオン地域
Circuit de Lédenon,レドゥノン・サーキット
Comité de vigilance des intellectuels antifascistes,反ファシズム知識人監視委員会
Commission nationale du débat public,国家公開討論委員会
Circuit de Croix-en-Ternois,クロワ＝アン＝テルノワ・サーキット
Commission de régulation de l'énergie,エネルギー規制委員会
Coteaux-du-vendômois,コトー・デュ・ヴァンドモワ
Mont Faron,モン・ファロン
Collision aérienne de Nantes,1973年ナント空中衝突事故
Problème du Shandong,山東問題
Collège Stanislas (Paris),コレージュ・スタニスラス・(パリ)
Coupe de Polynésie française de football,タヒチカップ
Corps expéditionnaire français en Extrême-Orient,フランス極東遠征軍団
La Méridionale,ラ・メリディオナル
Cuisine savoyarde,サヴォワ料理
Cuisine réunionnaise,レユニオン料理
Crème chiboust,シブースト
Crédit agricole Corporate and Investment Bank,クレディ・アグリコル・コーポレート・アンド・インベストメント・バンク
Confrérie des chevaliers du taste-fromage de France,鑑評騎士
Orchestre national du Capitole de Toulouse,トゥールーズ・キャピトル国立管弦楽団
Daum (cristallerie),ドーム兄弟
Cuisine auvergnate,オーヴェルニュ料理
Côte française de Terre-Neuve,コート・フランセーズ・ド・テール＝ヌーヴ
Côtes-de-toul,ロレーヌワイン
Bataille de Montaigu (21 septembre 1793),第二次モンテギューの戦い
Constitution française du 4 novembre 1848,1848年憲法
Conservatoire à rayonnement régional de Paris,パリ地方音楽院
Sénatus-consulte organique du 16 thermidor an X,共和暦10年憲法
"Conservatoire de musique, danse et art dramatique en France",地域圏立音楽院
Conservatoire à rayonnement régional de Boulogne-Billancourt,ブローニュ＝ビヤンクール地方音楽院
Contrex,コントレックス
Études de musique en France,フランスの音楽専門教育
Île Saint-Pierre (Saint-Pierre-et-Miquelon),サン＝ピエール島
Dancing Brave,ダンシングブレーヴ
Dalloyau,ダロワイヨ
Décret en France,デクレ
Critérium de Saint-Cloud,クリテリウムドサンクルー
Crise du 6 février 1934,1934年2月6日の危機
Collision aérienne de Quiberon,プロテウス航空706便空中衝突事故
Cravache d'or,フランスリーディングジョッキー
Gare de Noisy-le-Roi,ノワジー＝ル＝ロワ駅
Critérium international (course hippique),クリテリウム・アンテルナシオナル・(競馬のレース)
Critérium du Dauphiné 2013,クリテリウム・デュ・ドフィネ2013
Doki-Doki,Doki-Doki
Discoveryland,ディスカバリーランド
Disney Hotel Santa Fe,ディズニー・ホテル・サンタ・フェ
Directeur de recherche au CNRS,フランス国立科学研究センター研究部長
Festival de musique de Strasbourg,ストラスブール音楽祭
Diagonales de France,ディアゴナール
Dictionnaires Le Robert,ロベール辞書
Entrevue d'Hendaye,アンダイエ会談
Dylan Thomas (cheval),ディラントーマス
Escadrille 50S,第50S飛行中隊
Droit d'auteur en France,著作権法・(フランス)
"Direction générale de la Concurrence, de la Consommation et de la Répression des fraudes",競争・消費・詐欺防止総局
Siège de Pondichéry (1760-1761),ポンディシェリー包囲戦・(1760年)
Olympique de Marseille - Paris Saint-Germain en football,ル・クラスィク
Forêt d'Orléans,オルレアンの森
Forêt d'Iraty,イラティの森
Erato (label),エラート
Direction générale de l'Armement,装備総局
Action civile en France,附帯私訴
Fêtes de Bayonne,バイヨンヌ祭
Festival international de musique de Besançon Franche-Comté,ブザンソン国際音楽祭
Fédération française de volley,フランスバレーボール連盟
Forêt de Gastines,ガティーヌの森
Forêt de Fougères,フージェールの森
France aux Jeux olympiques d'été de 1992,1992年バルセロナオリンピックのフランス選手団
Edenred,エデンレッド
Vikidia,Vikidia
Forum d'Arles,フォルム・(アルル)
Gandi (entreprise),Gandi
Festival La Rochelle Cinéma,ラ・ロシェル国際映画祭
Foca (photographie),フォカ
Fantillusion,ディズニー・ファンティリュージョン!
Naufrage du Droits de l'Homme,1797年1月13日の海戦
Notre-Dame de Pellevoisin,ペルボワサンの聖母
Noirs de France,アフリカ系フランス人
Famille du Vergier de La Rochejaquelein,ラ・ロシュジャクラン
Famille de Laborde de Monpezat,ラボルド・ド・モンプザ家
Enceinte de Thiers,ティエールの城壁
Voyages extraordinaires,驚異の旅
Fondation d'entreprise Louis-Vuitton,フォンダシオン・ルイ・ヴィトン
Gare d'Amiens,アミアン駅
Flottille 17F,第17F海軍航空隊
Flottille 32F,第32F海軍航空隊
Entente sportive Basket de Villeneuve-d'Ascq - Lille Métropole,ESB・ヴィルヌーヴ＝ダスク
Fauchon Paris,フォション
Gare de Saint-Germain-en-Laye-Grande-Ceinture,サン＝ジェルマン＝アン＝レー・グランド・サンチュール駅
Forces armées en Guyane,フランス領ギアナ駐屯フランス軍
Forces aériennes stratégiques,戦略空軍・(フランス軍)
Forces armées en Polynésie française,フランス領ポリネシア駐屯フランス軍
Fondation Danielle-Mitterrand - France Libertés,フランス自由＝ダニエル・ミッテラン財団
France Japon Eco,フランス・ジャポン・エコー
France aux Jeux olympiques d'été de 1984,1984年ロサンゼルスオリンピックのフランス選手団
France aux Jeux olympiques d'été de 1988,1988年ソウルオリンピックのフランス選手団
Micral,Micral
Énergie éolienne en France,フランスの風力発電
Football Club de Chambly Oise,FCシャンブリー
Le Télégramme,ル・テレグラム
Mouvement ouvrier social-national breton,ブルトン国家社会主義労働者運動
Pari mutuel urbain,フランス場外馬券発売公社
Musée des Beaux-Arts de Rouen,ルーアン美術館
Force océanique stratégique,戦略海洋部隊・(フランス海軍)
Forces armées en Nouvelle-Calédonie,ニューカレドニア駐屯フランス軍
Gare de Saint-Pierre-des-Corps,サン・ピエール・デ・コール駅
Montpellier Hérault Sport Club (féminines),モンペリエHSC・(女子)
Mouvement des entreprises de France,フランス企業運動
Français de La Réunion,レユニオン・フランス語
Jardin d'acclimatation (Paris),アクリマタシオン庭園
Gare de Rouen-Rive-Droite,ルーアン＝リヴ＝ドロワ駅
Fort de Châtillon,シャティヨン要塞
Mutineries de 1917,フランス軍反乱
Grand Steeple-Chase de Paris,パリ大障害
Fédération des travailleurs socialistes de France,フランス社会主義労働者連盟
"Fédération française de judo, jujitsu, kendo et disciplines associées",フランス柔道柔術剣道及び関連武道連盟
Lois constitutionnelles de 1875,1875年の憲法的法律
Gare de Vendôme - Villiers-sur-Loir TGV,ヴァンドーム＝ヴィリエ＝シュル＝ロワール＝TGV駅
Hôtel Mezzara,オテル・メザラ
Grand prix de littérature de l'Académie française,アカデミー・フランセーズ文学大賞
Gare du Havre,ル・アーヴル駅
Grand Prix de Paris (course de plat),パリ大賞典
Grand Prix de Saint-Cloud,サンクルー大賞
Grand Prix de Chantilly,シャンティイ大賞
Grand Prix de Deauville,ドーヴィル大賞典
Grand prix de la francophonie,フランス語圏大賞
Grand cru de Bourgogne,ブルゴーニュのグランクリュの一覧
Fédération française de baseball et softball,フランス野球ソフトボール連盟
Grands dignitaires de l'Empire français,フランス帝国顕官
Liste des lignes à grande vitesse en France,LGV
Grande médaille de l'Académie des sciences,グランドメダル・(フランス科学アカデミー)
Gare de Laval,ラヴァル駅
Grande Mosquée de Strasbourg,ストラスブールの大モスク
Hippodrome de Saint-Cloud,サンクルー競馬場
Hippodrome de Chantilly,シャンティイ競馬場
Hippodrome d'Auteuil,オートゥイユ競馬場
Hippodrome de Maisons-Laffitte,メゾンラフィット競馬場
Hippodrome de Deauville-La Touques,ドーヴィル競馬場
Helissio,エリシオ
Météorite d'Orgueil,オルゲイユ隕石
Heiva i Tahiti,ヘイバ・イ・タヒチ
Église Saint-Michel d'Aiguilhe,サン・ミシェル・デギュイユ礼拝堂
Musée des Beaux-Arts de Rennes,レンヌ美術館
Maison européenne de la photographie,ヨーロッパ写真美術館
Gendarmerie départementale,県憲兵隊
Gendarmerie maritime,海上憲兵隊・(フランス国家憲兵隊)
Gare routière internationale de Paris-Gallieni,パリ＝ガリエニ国際バスターミナル
Institut des hautes études économiques et commerciales,インセック経済商業高等学院
Hôtel de Guénégaud,ゲネゴー館
Jardin des plantes de Montpellier,モンペリエ植物園
Hippodrome de Vincennes,ヴァンセンヌ競馬場
Gare de Nanterre-La Folie,ナンテール＝ラ・フォリー駅
Pays de Bretagne,ブルターニュの地方
Hippodrome Henri-Milliard,アンリ・ミラール競馬場
Hôtel du Haubergier,オテル・デュ・オーベルジェ
Roseraie de Bagatelle,バガテル・バラ園
Passage des Panoramas,パサージュ・デ・パノラマ
Sport en France,フランスのスポーツ
Gare de Nissan,ニッサン駅
Musée de Picardie,ピカルディー美術館
Nouvelles Frontières,ヌーベル・フロンティエール
Groupe Carrefour,カルフール
HAL (archive ouverte),HAL・(公開アーカイブ)
Godier Genoud,ゴディエ・ジュヌー
Parti national breton,ブルトン国家党
Institut d'études politiques de Rennes,レンヌ政治学院
Institut d'urbanisme de Paris,パリ都市研究所
Institut d'astrophysique de Paris,パリ天体物理学研究所
Institut d'études politiques de Grenoble,グルノーブル政治学院
Institut d'études politiques de Strasbourg,ストラスブール政治学院
Grand appartement du roi,王の大広間
Hurricane Run,ハリケーンラン
Prix Vautrin-Lud,ヴォートラン・ルッド国際地理学賞
Traducteurs sans frontières,国境なき翻訳者団
Route européenne 711,E711号線
Institut national d'horticulture et de paysage,INHP
Institut des hautes études de défense nationale,国防高等研究所
Lorraine 12 Eb,ロレーヌ・12E
Institut national de la propriété industrielle,産業財産庁
Goyard,ゴヤール
Inter-LGBT,Inter-LGBT
Laboratoire d'informatique pour la mécanique et les sciences de l'ingénieur,LIMSI
JEP (entreprise),JEP
Liste des joueurs de l'Olympique lyonnais,オリンピック・リヨンの選手一覧
Klépierre,クレピエール
Institut régional d'administration,地方行政学院
Institut du droit de la paix et du développement,平和発展法研究所
Institut de la maison de Bourbon,ブルボン家協会
Institut de l'information scientifique et technique,科学技術情報研究所
Karaté à La Réunion,レユニオンの空手事情
Le Pont Mirabeau,ミラボー橋・(詩)
Invasion de la Guadeloupe (1759),グアドループ島侵攻・(1759年)
Invasion de la Martinique (1759),マルティニーク島侵攻・(1759年)
L'Assiette au beurre,ラシエット・オ・ブール
Japan Expo Sud,Japan・Expo・Sud
Japan Expo Awards,ジャパンエキスポアワード
Judo en France,フランスにおける柔道
L'Écran français,レクラン・フランセ
Escadron volant,遊撃騎兵隊
Internationaux de France de tennis 2013,2013年全仏オープン
Irancy (AOC),イランシーAOC
Investiture du président de la République française,権限移譲式
Ligne de Paris-Bastille à Marles-en-Brie,パリ＝バスティーユ・マルル＝アン＝ブリ線
Ligne de Paris-Saint-Lazare au Havre,パリ＝サン＝ラザール・-・ル・アーブル線
Leduc (avion),ルデュック・(航空機)
LICRA contre Yahoo!,Yahoo!オークション事件
Ligne de Sceaux,ソー線
IÉSEG School of Management,IESEG経営大学院
L'Inspiration du poète,詩人の霊感
Les Armateurs,レ・ザルマトゥール
Les Films du carrosse,レ・フィルム・デュ・キャロッス
Lapitxuri,ラピチュリ川
Ligne de la grande ceinture de Paris,グランド・サンチュール
La Fronde (journal),ラ・フロンド
Les Jeunes Écologistes,環境保護主義的若者同盟
Pétitions en France concernant la majorité sexuelle,性的同意年齢法に反対するフランスの請願
La Cigale,ラ・シガール
Parti socialiste de France (guesdiste),フランス国社会党
Pyramide inversée du Louvre,ルーヴル・逆ピラミッド
Route européenne 420,E420号線
Larbre Compétition,ラルブル・コンペティション
La Désirade (commune),ラ・デジラード・(コミューン)
Les Trois Grâces (Cranach),三美神・(クラナッハ)
Levasseur PL 4,PL・4・(航空機)
Le Divan du Monde,ル・ディヴァン・デュ・モンド
École d'ingénieurs en France,フランスの技師学校
Loi d'orientation des transports intérieurs,国内交通基本法
Loi Veil,ヴェイユ法
Liste des plus grands stades de France,フランスのサッカー競技場一覧
Musée de l'École de Nancy,ナンシー派美術館
Musée des Beaux-Arts d'Angers,アンジェ美術館
Tonkam,トンカム
Établissement public à caractère administratif en France,行政的公施設法人
Marche pour la vie (Paris),パリ・いのちの行進
Maranges,マランジュ
Loi pour la sécurité intérieure,サルコジ法
Aérodrome de Manihi,マニヒ空港
Maison de l'UNESCO,世界遺産センター
Match de football France – Bulgarie (1993),パリの悲劇
Matelote (cuisine),マトロット
Ligne de Cernay à Sewen,セルネー-セウエン線
Ministère de la Fonction publique,国家改革・地方分権・公務員省
Vol Varig 820,ヴァリグ・ブラジル航空820便墜落事故
Ministère des Outre-mer,海外県・海外領土省
Ministère de la Santé (France),連帯・保健省
Ministère de l'Agriculture (France),農業・食料・漁業・農村省
Louis XIII (cognac),ルイ13世・(コニャック)
Épidémie dansante de 1518,1518年の踊り病
Lycée Konan,フランス甲南学園トゥレーヌ
Lycée Lalande,リセ・ラランド
Tournoi de Paris (judo),グランドスラム・パリ
Mauboussin,モーブッサン
Munhoa,ムンオア山
Mission militaire française au Japon (1884-1889),フランス軍事顧問団・(1884-1889)
TERGV,TER-GV
Mission militaire française au Japon (1872-1880),フランス軍事顧問団・(1872-1880)
Mission militaire française au Japon (1867-1868),フランス軍事顧問団・(1867-1868)
Mission militaire française au Japon (1918-1919),フランス航空教育団
Millet (équipementier sportif),ミレー・(ブランド)
Mikros Image,ミクロス・イマージュ
Musée d'Art et d'Histoire Baron-Gérard,ジェラール男爵美術館
Maître d'art,メートル・ダール
Législation sur le tabac en France,フランスの喫煙
Musée Courbet,クールベ美術館
Museon Arlaten - musée de Provence,アルラタン博物館
Lycée de la Défense,リセ・ド・ラ・デファンス
Musée Eugène-Boudin de Honfleur,ウジェーヌ・ブーダン美術館
Mont Baïgura,バイグラ山・(フランス)
Moulis (AOC),ムーリ＝ザン＝メドックAOC
Musée Thomas-Henry,トマ＝アンリ美術館
Maisons industrialisées à Meudon,ムードンの工業化住宅
Musée Lambinet,ランビネ美術館
MPM 76,MPM-76
Mac Guff,マック・ガフ
Métropole Nice Côte d'Azur,メトロポール・ニース・コート・ダジュール
Monthélie,モンテリAOC
Montjeu,モンジュー
Oreca 03,オレカ・03
Méridien de référence de l'IERS,IERS基準子午線
Musée d'Art moderne André-Malraux,マルロー美術館
Mont Ursuya,ウルチュア山
Musée d'Art moderne de Troyes,トロワ近代美術館
Morey-saint-denis (AOC),モレ＝サン＝ドニAOC
Nantes Métropole,ナント・メトロポール
Musée de Pont-Aven,ポン・タヴェン美術館
Musée des Beaux-Arts de Quimper,カンペール美術館
Musée des Beaux-Arts d'Orléans,オルレアン美術館
Musée des Beaux-Arts de Reims,ランス美術館
Musée des Impressionnismes Giverny,ジヴェルニー印象派美術館
Galerie des Carrosses,馬車ギャラリー
Notable,名士
Marae de Taputapuātea,タプタプアテアのマラエ
Nolife (chaîne de télévision),Nolife
Musée départemental Maurice-Denis,モーリス・ドニ美術館
Musée du papier peint de Rixheim,壁紙博物館
Nuits-saint-georges (AOC),ニュイ＝サン＝ジョルジュAOC
Musée national Fernand-Léger,フェルナン・レジェ美術館
Manufacture d'armes de Saint-Étienne,サン＝テティエンヌ造兵廠
OVNI (journal),OVNI
Oak Racing,オーク・レーシング
Parti socialiste révolutionnaire (France),革命的社会党・(フランス)
Parti de l'Ordre,秩序党
Parti du plaisir,快楽党
Parc Balbi,バルビ公園
Orchestre symphonique de Mulhouse,ミュルーズ交響楽団
Palme Dog,パルム・ドッグ賞
Office parlementaire d'évaluation des choix scientifiques et technologiques,議会科学技術選択評価局
Palais omnisports Marseille Grand Est,パレ・オムニスポール・マルセイユ・グランデスト
Palais idéal,シュヴァルの理想宮
Philharmonie de Paris,フィラルモニ・ド・パリ
Pic du Gar,ガル山
Principauté de l'île d'Elbe,エルバ公国
Picard Surgelés,ピカール・(冷凍食品専門店)
Parfums Caron,キャロン・(香水)
Pavillon de Breteuil,パヴィヨン・ド・ブルトゥイユ
Paris-Roubaix 2013,パリ〜ルーベ2013
Potez 36,ポテ・36
Pequignet,ペキニエ
Pinocchio's Daring Journey,ピノキオの冒険旅行
Potager du Roi,王の菜園
Patrimoine Le Corbusier de Firminy-Vert,フィルミニのル・コルビュジエ遺産
Paul (entreprise),ポール・(ベーカリー)
Point chaud de La Réunion,レユニオン・ホットスポット
Paris Saint-Germain Rugby League,パリ・サンジェルマン・ラグビーリーグ
"Paris université club (baseball, softball et cricket)",パリ大学野球部
Paris Saint-Germain Football Club (féminines),パリ・サンジェルマンFC・(女子)
Peintre Célèbre,パントレセレブル
Premier peintre du Roi,ブルボン朝の王室筆頭画家
Prix d'Ispahan,イスパーン賞
Pouilly-loché,プイィ・ロシェ
Poule d'Essai des Pouliches,プール・デッセ・デ・プーリッシュ
Poule d'Essai des Poulains,プール・デッセ・デ・プーラン
Pouilly-vinzelles,プイィ・ヴァンゼル
Prix Saint-Alary,サンタラリ賞
Prix Rothschild,ロートシルト賞
Prix Vermeille,ヴェルメイユ賞
Prix Royal Oak,ロワイヤルオーク賞
Prix du Cadran,カドラン賞
Prix du Moulin de Longchamp,ムーラン・ド・ロンシャン賞
Pont Saint-Michel (Toulouse),サン＝ミシェル橋・(トゥールーズ)
Rainbow Quest,レインボウクエスト
Raid sur Cherbourg,シェルブール襲撃
Rail Link,レイルリンク
Raid sur Saint-Malo (1758),サン・マロ襲撃・(1758年)
Raid sur Rochefort,ロシュフォール襲撃
Place Diana,ダイアナスクエア
Prix de l'Abbaye de Longchamp,アベイ・ド・ロンシャン賞
Prix de la Salamandre,サラマンドル賞
Prix de la Forêt,フォレ賞
Prix de Diane,ディアヌ賞
Prix de l'Opéra,オペラ賞
Prix de Royallieu,ロワイヤリュー賞
Projet de pont ou de tunnel Jersey-France,チャンネル諸島トンネル
Programme spatial français,フランスの宇宙開発
Petite Écurie,小厩舎
Premier méridien,本初子午線
Proteus Airlines,プロテウス航空
Prolongement de la ligne E du RER d'Île-de-France à l'ouest,RER・E線のパリ西部への延伸
Place des Cocotiers,ココティエ広場
Prix Morny,モルニ賞
Prix Maurice de Gheest,モーリス・ド・ゲスト賞
Prix Marcel Boussac,マルセルブサック賞
Prix Lupin,リュパン賞
Relations entre la France et l'Ouzbékistan,フランスとウズベキスタンの関係
Prix Jean-Luc Lagardère,ジャン・リュック・ラガルデール賞
Prix La Haye Jousselin,ラエ・ジュスラン賞
Prix Jean Prat,ジャンプラ賞
Prix Jacques Le Marois,ジャック・ル・マロワ賞
Prise de Belle-Île-en-Mer,ベル＝イル占領
Prix Chaudenay,ショードネイ賞
Puy du Fou,ピュイ・デュ・フー
Prix Ganay,ガネー賞
Prix Foy,フォワ賞
Prix Dollar,ドラール賞
Prix FIPRESCI du Festival de Cannes,カンヌ国際映画祭・FIPRESCI賞
Revue encyclopédique,ルビュー・アンシクロペディーク
Rhodia (papeterie),ロディア・(文房具)
Relations entre la France et le Japon,日仏関係
Prix Niel,ニエル賞
Prix Poncelet,ポンスレ賞
Prix René-Clair,ルネ・クレール賞
Prix Renaud du Vivier,ルノー・デュ・ヴィヴィエ賞
Rue Crémieux,クレミュー通り
Seuil de Naurouze,スイユ・ド・ノールーズ
Robot-Coupe,ロボクープ
Rouen Baseball 76,ルーアン・ハスキーズ'76
Rue Nicolas-Appert,ニコラ・アペール通り
Régiment d'infanterie chars de marine,海兵歩兵戦車連隊・(フランス軍)
École des nouveaux métiers de la communication,エファップ
SML Marigaux,マリゴ・(楽器メーカー)
Rue de Saint-Pétersbourg,サン＝ペテルスブール通り
