George Washington,조지 워싱턴
Kurtwood Smith,커트우드 스미스
Harpo Marx,하포 마스
Lloyd Banks,로이드 뱅크스
DJ AM,애덤 골드스타인
Rainn Wilson,레인 윌슨
Jimmy Hoffa,지미 호파
Lou Ambers,루 앰버스
Brad Norton,브래드 노턴
Wes Montgomery,웨스 몽고메리
Alexandros Onassis,알렉산드로스 오나시스
Wayne Shorter,웨인 쇼터
Peter Eisenman,피터 아이젠먼
Joe Santos,조 산토스
Oliver Sipple,올리버 시플
Rex Tillerson,렉스 틸러슨
Christy Turlington,크리스티 털링턴
Edna Ferber,에드나 페르버
Johnny Ramone,조니 라몬
John Taylor,존 테일러
Richard Burr,리처드 버
Tadd Fujikawa,태드 후지카와
Bobby Lashley,보비 래슐리
Viscera,비세라
A. J. Langer,A. J. 랭거
Joe Schmidt,조 슈밋
Richard Winters,리처드 윈터스
Williamina Fleming,윌리어미나 플레밍
Justin Long,저스틴 롱
John Elkann,존 엘칸
Carol Gilligan,캐럴 길리건
Sam Brownback,샘 브라운백
Lola Glaudini,롤라 글로디니
Karyn Parsons,카린 파슨스
Nina Myers,니나 마이어스
Tito Larriva,티토 라리바
Daniel Kan,다니얼 칸
Gerald Wallace,제럴드 월리스
Chauncey Billups,촌시 빌럽스
Tito Puente,티토 푸엔테
Jelly Roll Morton,젤리 롤 모턴
Nina Li,니나 리
Mack Sennett,맥 세네트
Adam Hann-Byrd,애덤 핸버드
Kenneth McMillan,케네스 맥밀란
David Spade,데이비드 스페이드
Michael Nunn,마이클 넌
Scott Fujita,스콧 후지타
Nick Cravat,닉 그라뱃
Ronald Shannon Jackson,로널드 섀넌 잭슨
Tom Hamilton,톰 해밀턴
Michael Imperioli,마이클 임피리올리
Method Man,메소드 맨
Lawrence Summers,로런스 서머스
William Hoyt,웰스 호이트
Sonny Rollins,소니 롤린스
Doug Liman,더그 라이먼
Britt Woodman,브릿 우드먼
Lily Rabe,릴리 레이브
Greg Bear,그레그 베어
Charles M. Schulz,찰스 먼로 슐츠
John Zorn,존 존
Mickey Baker,미키 베이커
Jeff Baker,제프 베이커
Jim Kolbe,짐 콜비
Charles Fefferman,찰스 페퍼먼
Sondra Locke,손드라 로크
George Kennedy,조지 케네디
Jeff Hanneman,제프 한네만
Chamillionaire,차밀리어네어
Heather Tom,헤더 톰
Elon Musk,일론 머스크
Djimon Hounsou,자이먼 운수
Sung Kang,성 강
Stephen Colletti,스티븐 콜레티
Patrick McGoohan,패트릭 맥구언
Jonathan Brandis,조너선 브랜디스
William R. King,윌리엄 R. 킹
Barry Sonnenfeld,배리 소넌펠드
Adam Gregory,애덤 그레고리
Christopher McDonald,크리스토퍼 맥도널드
Randall Duk Kim,랜들 덕 킴
Thomas Hicks,토머스 J. 힉스
Stanley "Tookie" Williamp,스탠리 윌리엄스
John Armstrong,존 암스트롱
Michael E. Brown,마이클 E. 브라운
Arthur Frank Burns,아서 F. 번스
Robert Hoffman,로버트 호프먼
Jim Ross,짐 로스
Randy Jackson,랜디 잭슨
Adam G. Sevani,애덤 G. 세바니
James Denton,제임스 덴턴
Edward Drinker Cope,에드워드 드링커 코프
Vitaly Scherbo,비탈리 셰르보
Richard Lewis,리차드 루이스
Thomas Riley Marshall,토머스 R. 마셜
John Nance Garner,존 낸스 가너
Evan Lysacek,에번 라이서첵
Heath Slater,히스 슬레이터
Adam Hall,애덤 홀
James Patrick Stuart,제임스 패트릭 스튜어트
Sam Waterston,샘 워터스턴
Adam Hauser,애덤 하우저
Kid Cudi,키드 커디
Adam Greenberg,애덤 그린버그
Tom Kenny,톰 케니
Aaron Sorkin,에런 소킨
Perez Hilton,페레스 힐턴
Raul Julia,라울 훌리아
William Yorzyk,윌리엄 요직
Curtis Callan,커티스 캘런
Cody Rhodes,코디 로즈
Arielle Dombasle,아리엘 동바슬
Victoriano Huerta,빅토리아노 우에르타
Tom Ford,톰 포드
Roland Glenn,롤런드 글렌
Renée Adorée,르네 아도레
Emperor Norton,노턴 1세
Adam Jones,애덤 존스
Matthew Modine,매슈 모딘
Lon Chaney Jr.,론 채니 주니어
Danny Aiello,대니 아이엘로
William Mapother,윌리엄 메이포서
Otto Binder,오토 빈더
Arne Duncan,안 덩컨
Brad Garrett,브래드 개릿
Frank Drake,프랭크 드레이크
Jeff Porcaro,제프 포카로
Kimberly Kane,킴벌리 케인
M. Stanley Whittingham,스탠리 휘팅엄
Jesse Metcalfe,제시 멧캐프
Colin Hanks,콜린 행크스
Bryan Anderson,브라이언 앤더슨
Ross Martin,로스 마틴
Barbara Billingsley,바바라 빌링슬리
Marvin Johnson,마빈 존슨
Mel Blanc,멜 블랭크
Goran Višnjić,고란 비슈니치
Abe Vigoda,아베 비고다
Daniel Dae Kim,대니얼 대 킴
Carolee Schneemann,캐럴리 슈네이먼
Paul Volcker,폴 볼커
Ad-Rock,킹 애드락
Lynda Day George,린다 데이 데이조지
Lloyd Bridges,로이드 브리지스
Tom Berenger,톰 베렌저
La Fouine,라 푸인
Dan Brouthers,댄 브루서스
Samuel Wilson,새뮤얼 윌슨
Ali Hillis,앨리 힐리스
Andy Hurley,앤디 헐리
Adam Irigoyen,애덤 이리고이언
Tom Sizemore,톰 시즈모어
Peter MacNicol,피터 맥니콜
Randall Munroe,랜들 먼로
Eric Stoltz,에릭 스톨츠
Ed Begley,에드 베글리
Nelson Goodman,넬슨 굿맨
Harlan Coben,할런 코벤
Simon Helberg,사이먼 헬버그
Heber Doust Curtis,히버 다우스트 커티스
Crista Flanagan,크리스타 플래너건
Levi P. Morton,리바이 P. 모턴
Adam Harrington,애덤 해링턴
Walter Percy Chrysler Sr.,월터 크라이슬러
Ryan Seacrest,라이언 시크레스트
Abe Burrows,에이브 버로스
Jermaine Jackson,저메인 잭슨
Julian Casablancas,줄리언 카사블랑카스
Buddy Rich,버디 리치
Percy Grainger,퍼시 그레인저
Shelton Benjamin,셸턴 벤저민
Tamara Tunie,타마라 투니
Ashley Argota,애슐리 아고타
Abe Lyman,에이브 라이먼
Adam Nelson,애덤 넬슨
Don Schollander,돈 숄랜더
David M. Brown,데이비드 맥도웰 브라운
Van Williams,밴 윌리엄스
Luke Perry,루크 페리
Irving Baxter,어빙 백스터
William Forsythe,윌리엄 포사이스
Adam Lamberg,애덤 램버그
Floyd Mayweather,플로이드 메이웨더 주니어
Nathan Adrian,네이선 에이드리언
George McGovern,조지 맥거번
Tommy Lee,토미 리
Adam McMullen,애덤 맥뮬런
Walter Hill,월터 힐
Sharon Clark,샤론 클라크
Paula Jai Parker,폴라 자이 파커
Thomas Nagel,토마스 네이글
Adam LaVorgna,애덤 래보나
Luke Benward,루크 벤워드
Eddie Lewis,에디 루이스
Ricardo Chavira,리카르도 안토니오 챠비라
Adam Morrison,애덤 모리슨
Jacob M. Dickinson,제이컵 M. 디킨슨
Cameron Crowe,캐머런 크로
Roger Corman,로저 코먼
Dennis Haysbert,데니스 헤이스버트
Adam Kubert,애덤 큐버트
James P. Kem,제임스 P. 켐
William Russo,윌리엄 루소
Estée Lauder,에스티 로더
Colby O'Donis,콜비 오도니스
Eddie Cahill,에디 케이힐
Alessandro Nivola,알레산드로 니볼라
Elisha Gray,일라이셔 그레이
Larry the Cable Guy,래리 더 케이블 가이
Walter Pidgeon,월터 피전
Vannevar Bush,버니바 부시
Paul Rozin,폴 로진
Adam Rayner,애덤 레이너
Van Heflin,밴 헤플린
Jose Pablo Cantillo,호세 파블로 칸틸로
Gary Locke,게리 로크
Jerry Trainor,제리 트레이너
Eddie Cantor,에디 캔터
Randy Newman,랜디 뉴먼
Tony Yayo,토니 야요
Al Klink,앨 클링크
Bart Freundlich,바트 프로인들릭
Anna Anderson,애나 앤더슨
Al capone,존 존스
Judge Reinhold,저지 라인홀드
Margaret Sanger,마거릿 생어
Maggie Lawson,매기 로슨
Marisa Berenson,머리사 베런슨
Bryan Danielson,대니얼 브라이언
Adam Putnam,애덤 퍼트넘
Dalton Trumbo,돌턴 트럼보
Merce Cunningham,머스 커닝햄
Mary Martin,메리 마틴
Brandon Routh,브랜던 라우스
Mario Lanza,매리오 랜저
Eric Bischoff,에릭 비쇼프
Marissa Ribisi,마리사 리비시
Raymond E. Feist,레이먼드 E. 파이스트
Eric Dane,에릭 데인
Noah Gray-Cabey,노아 그레이 케이비
Dr. Luke,닥터 루크
Robert Kanigher,로버트 캐니거
James Cromwell,제임스 크롬웰
Dean Edwards,딘 에드워즈
Eric F. Wieschaus,에릭 F. 위샤우스
Lewis Milestone,루이스 마일스톤
Ricky Ullman,리키 울먼
Earl Young,얼 영
Adam Przeworski,아담 쉐보르스키
Ashley Tappin,애슐리 태핀
Clyde L. Garrett,클라이드 L. 개릿
Madeleine Peyroux,매들린 페이루
Benjamin Lee Whorf,벤자민 리 워프
Sky Lopez,스카이 로페즈
James Ellroy,제임스 엘로이
Howard H. Aiken,하워드 에이컨
Othniel Charles Marsh,오스니얼 찰스 마시
Matt Cameron,맷 캐머런
J. Paul Getty,진 폴 게티
Bram Cohen,브램 코언
Mark Cuban,마크 큐번
Adam Pally,애덤 팰리
Ry Cooder,라이 쿠더
Yonatan Netanyahu,요나탄 네타냐후
Steve Lukather,스티브 루카서
Fred Ward,프레드 워드
Don Newcombe,돈 뉴컴
Adam Smith,애덤 스미스
Adam Smith,애덤 스미스
Jack Klugman,잭 클러그먼
Irving Penn,어빙 펜
Yvonne De Carlo,이본 디 카를로
Anna Deavere Smith,안나 디버리 스미스
Adam Rodríguez,애덤 로드리게스
Chase Budinger,체이스 버딩거
Stephen Hillenburg,스티븐 힐렌버그
Marcus Taylor,마커스 테일러
Jessica Collins,제시카 콜린스
Tia Carrere,티아 카레레
Angelique Pettyjohn,안젤리크 페티존
Adam Ross,애덤 로스
Adam Storke,애덤 스토크
Adam Wylie,애덤 와일리
Eddie Kaye Thomas,에디 케이 토머스
Wes Studi,웨스 스투디
Henry Rollins,헨리 롤링스
Harold Ramis,해럴드 레이미스
Jonah Jones,조나 존스
Joseph Lawton Collins,조셉 로턴 콜린스
Trevor Lissauer,트레버 리사우어
Billy Hart,빌리 하트
Beau Jack,보 잭
Yvonne Zima,이본느 지마
Jean Negulesco,진 네글레스코
Aaron A. Sargent,에런 A. 사전트
AZ,에이지 (래퍼)
Richard Crenna,리처드 크레나
Alice Cooper,앨리스 쿠퍼
Robert Ryan,로버트 라이언
Charles Coburn,찰스 코번
Milton Babbitt,밀턴 배빗
Michael P. Anderson,마이클 P. 앤더슨
Kevin Roche,케빈 로치
Chingy,칭기
John Gotti,존 고티
Ralph Ellison,랠프 엘리슨
Andy Kaufman,앤디 카우프만
Murphy Anderson,머피 앤더슨
A Martinez,에이 마르티네즈
Tony Randall,토니 랜들
Ken Mattingly,켄 매팅리
Chuck Howley,척 하울리
John Schneider,존 슈나이더
Aaron Brooks,에런 브룩스
"Aaron Burr, Sr.",애런 버 1세
David Price,데이비드 프라이스
Eddie Eagan,에디 이건
Adam West,애덤 웨스트
Alfred Bester,앨프리드 베스터
Eric Lloyd,에릭 로이드
Common,코먼
Aviva Baumann,애비바 보먼
Aaron Goldberg,에런 골드버그
Gangsta Boo,갱스타 부
Max Steiner,맥스 스타이너
Adam Rippon,애덤 리펀
Jamie Elman,제이미 엘먼
Patrick Wilson,패트릭 윌슨
Aaron Carter,에런 카터
Shannon Leto,섀넌 레토
Robert Earl Keen,로버트 얼 킨
Home Run Baker,홈런 베이커
Jeff McInnis,제프 매키니스
Paul Desmond,폴 데즈먼드
James Lightbody,짐 라이트바디
Jim Davis,짐 데이비스
Elliott Carter,엘리엇 카터
McCoy Tyner,매코이 타이너
Ronald Wayne,로널드 웨인
Brett Jackson,브렛 잭슨
Gale Harold,게일 해럴드
Talib Kweli,탈립 콸리
Adam Shankman,애덤 섕크먼
Edmund Randolph,에드먼드 랜돌프
Aaron Dodd,에런 도드
Renny Harlin,레니 할린
Claude Rains,클로드 레인스
Michael Finley,마이클 핀리
Trevor Fehrman,트레버 퍼먼
William Sloane Coffin,윌리엄 슬론 코핀
Kenny Werner,케니 워너
Elston Howard,엘스턴 하워드
Mark Blount,마크 블런트
Vikki Carr,비키 카
Michael Dukakis,마이클 두카키스
Bubba Smith,버바 스미스
Leo McCarey,리오 매케리
Aaron Huey,에론 휴이
Bob Dole,밥 돌
Liz Vassey,리즈 베이시
Mako,마코 이와마쓰
The-Dream,더 드림
Ryan Tedder,라이언 테더
Sam Kinison,샘 키니슨
Nassim Nicholas Taleb,나심 니컬러스 탈레브
Adam Zolotin,애덤 졸로틴
Steve Guttenberg,스티브 구튼버그
Peter Elias,피터 엘리어스
Michael C. Williams,마이클 C. 윌리엄스
Aaron Peirsol,에런 피어솔
Shawn Hernandez,숀 허난데즈
Aaron Lewis,에런 루이스
Al Franken,앨 프랭큰
Aaron Hernandez,애런 헤르난데즈
Aaron Neville,에런 네빌
Ruth Chatterton,루스 채터턴
James Deen,제임스 딘
Edward Baker Lincoln,에디 링컨
Aaron Seltzer,아론 셀처
George Gervin,조지 거빈
Aaron Paul,에런 폴
David Mumford,데이비드 멈퍼드
Jay Mehler,제이 멜러
Mary Anderson,메리 앤더슨
Mo Williams,모 윌리엄스
Beast,비스트
Rebecca Pidgeon,리베카 피전
Liza Lapira,리자 라피라
Mike Norris,마이크 노리스
Olga Baclanova,올가 바클라노바
Tom Bosley,톰 보즐리
Tim Daly,팀 데일리
Rush Limbaugh,러시 림보
Joe McCarthy,조 매카시
Charlie Haas,찰리 하스
Bernard Malamud,버나드 맬러머드
Jerry Fodor,제리 포더
Jeffrey Sachs,제프리 삭스
Melissa Sagemiller,멀리사 세이지밀러
Alex Jones,앨릭스 존스
Tim "Ripper" Owens,팀 오웬스
Walter Bedell Smith,월터 베델 스미스
William Thurston,윌리엄 서스턴
Tony Todd,토니 토드
Jerry Stackhouse,제리 스택하우스
Kevin Pollak,케빈 폴락
Jerry Ordway,제리 오드웨이
Robert C. Merton,로버트 C. 머튼
Arthur M. Wolfe,아서 M. 울프
Stephanie Brown,스테퍼니 브라운
Martin Milner,마틴 밀너
Perry Como,페리 코모
Fareed Zakaria,파리드 자카리아
Mark Lanegan,마크 라네건
Charlotte Perkins Gilman,샬럿 퍼킨스 길먼
Barry Goldwater,배리 골드워터
Sheldon Adelson,셸던 애덜슨
Mitch Daniels,미치 대니얼스
Oneohtrix Point Never,원오트릭스 포인트 네버
John Cassaday,존 캐서데이
Morris Swadesh,모리스 스와데시
The Ultimate Warrior,얼티미트 워리어
Mel Ferrer,멜 페러
Michael Freedman,마이클 프리드먼
Louis Chevrolet,루이 셰브럴레이
Tate Donovan,테이트 도너번
Aaron Schroeder,에런 슈로더
Arthur Kennedy,아서 케네디
Ted Meredith,테드 메러디스
R. L. Stine,R. L. 스타인
Vincent Schiavelli,빈센트 스키아벨리
Carl Reiner,칼 라이너
Lauren Hutton,로렌 허튼
Gordon Bunshaft,고든 번샤프트
Thomas S. Monson,토머스 S. 몬슨
Stephon Marbury,스테폰 마베리
Sanford B. Dole,샌포드 돌
Wallace Carothers,월러스 캐러더스
Aaron Norris,애런 노리스
Aaron Yoo,에런 유
Enrico Bombieri,엔리코 봄비에리
Chris Engler,크리스 엥글러
Aaron Stanford,에런 스탠퍼드
Kate Pierson,케이트 피어슨
McKaley Miller,매케일리 밀러
Cathy Carr,캐시 카
Bob Saget,밥 세이겟
Ricky Nelson,리키 넬슨
Kyle Rayner,카일 레이너
Johnny Winter,조니 윈터
Robert D. Putnam,로버트 퍼트넘
Laz Alonso,라즈 알론소
Aaron Miller,에런 밀러
Brooke Adams,브룩 애덤스
Aaron Schneider,에런 슈나이더
David S. Goyer,데이비드 S. 고이어
Diane Farr,다이앤 파
Luther Burbank,루서 버뱅크
Barry Manilow,배리 매닐로
Charlie Haden,찰리 헤이든
Joe Lynn Turner,조 린 터너
Douglas Hofstadtesr,더글러스 호프스태터
Josh Smith,조시 스미스
J. Barkley Rosser,존 버클리 로서
Rob Reiner,롭 라이너
Efim Zelmanov,예핌 젤마노프
Gary Johnson,게리 존슨
Ted Nugent,테드 뉴전트
Bill Joy,빌 조이
Julius Hemphill,줄리어스 헴필
Jello Biafra,젤로 비아프라
Karl Guthe Jansky,칼 구스 잰스키
John Tate,존 테이트
Aaron Zigman,에런 지그먼
Aaron Rodgers,에런 로저스
Aaron Russo,아론 루소
Emil Leon Post,에밀 포스트
Bob Stephenson,밥 스티븐슨
Malcolm Glazer,맬컴 글레이저
Brett Ratner,브렛 래트너
William C. McCool,윌리엄 맥콜
Aaron Staton,에런 스테이턴
Ray Blanchard,레이 블랜차드
Shing-Tung Yau,야우싱퉁
Dick Powell,딕 파월
Peter Benchley,피터 벤칠리
T. J. Lang,T. J. 랭
Curtis T. McMullen,커티스 맥멀린
Aaron T. Beck,에런 벡
Aarti Mann,아르티 만
Tim Kring,팀 크링
Marlon Jackson,말런 잭슨
Doc Rivers,닥 리버스
Robert T. Bakker,로버트 T. 바커
Xavier Cugat,자비에르 쿠가트
Stephen Dorff,스티븐 도프
Miklós Rózsa,미클로스 로자
J Dilla,제이 딜라
Marvin Harris,마빈 해리스
Edwin Howard Armstrong,에드윈 하워드 암스트롱
Johnny Weir,조니 위어
Aasif Mandvi,아시프 맨드비
Shareef Abdur-Rahim,샤리프 압두르라힘
Lee Ranaldo,리 레날도
Wayne Allwine,웨인 얼윈
Aaron Swartz,에런 스워츠
Leon Russell,리언 러셀
Jimmy Fallon,지미 팰런
Michael Ninn,마이클 닌
Roberta Peters,로버타 피터스
Ricky Schroder,릭 슈로더
Tex Avery,텍스 에이버리
Ian Crocker,이언 크로커
Myer Prinstein,마이어 프린스타인
Martin Cooper,마틴 쿠퍼
B.G. Knocc Out,비지 낙 아웃
Lou Diamond Phillips,루 다이아몬드 필립스
Leonard Frey,레너드 프레이
Stephen Cole Kleene,스티븐 클레이니
Óscar de la Renta,오스카르 데라렌타
Soleil Moon Frye,솔레일 문 프라이
Andrea Parker,앤드리아 파커
Taylor Cole,테일러 콜
Julien Green,쥘리앵 그린
Eugene V. Debs,유진 데브스
Jason Scott Lee,제이슨 스콧 리
E. L. Doctorow,E. L. 닥터로
Dimitri Mitropoulos,디미트리 미트로풀로스
Sidney Prescott,시드니 프레스콧
Sufjan Stevens,수프얀 스티븐스
Osceola,오세올라
Nathan Sivin,네이선 시빈
Dennis Johnson,데니스 존슨
Nick Stahl,닉 스탈
Thomas Merton,토머스 머튼
Nicky Hayden,니키 헤이든
Bradley Whitford,브래들리 휫퍼드
Sol Hoʻopiʻi,솔 후피
Stephen Curry,스테판 커리
Barbara Hambly,바버라 햄블리
Richard Borcherds,리처드 보처즈
Warren G,워런 G
Oliver Wendell Holmes,올리버 웬들 홈스
Jack Dorsey,잭 도시
Gaylord Simpson,조지 게일로드 심슨
Ace Frehley,에이스 프렐리
Marty Howe,마티 하우
Robin Cook,로빈 쿡
Richard Jordan Gatling,리처드 조던 개틀링
Michael Beasley,마이클 비즐리
Jake LaMotta,제이크 러모타
Tory Belleci,토리 벨레치
Sarah Lassez,사라 라세즈
Henry Clay,헨리 클레이 시니어
Lena Dunham,리나 더넘
Dave Navarro,데이브 나바로
Michael Pitt,마이클 피트
Pat McCormick,팻 매코믹
Matt Moore,맷 무어
George Thorogood,조지 서러굿
Louis B. Mayer,루이스 B. 메이어
Russell Means,러셀 민스
Ray Kroc,레이 크로크
Seymour Papert,시모어 페퍼트
Nolan Bushnell,놀런 부슈널
Richard Garriott,리처드 개리엇
Bob Gunton,밥 건턴
Edmund Muskie,에드먼드 머스키
Booker T. Washington,부커 T. 워싱턴
Yvon Chouinard,이본 시나드
Hillary Scott,힐러리 스콧
Sugar Ray Leonard,슈거 레이 레너드
Patrick Kane,패트릭 케인
Eric Kripke,에릭 크립키
Doug Mahnke,더그 맹키
Geoff Zanelli,제프 저넬리
Debra Monk,데브라 몽크
Carl Albert,칼 앨버트
Ian Ziering,이언 지링
Josh Hartnett,조시 하트넷
Jeffrey Donovan,제프리 도너번
Negative Man,네거티브맨
Jeannot Szwarc,자노 슈와르크
Isaiah Thomas,아이제이아 토머스
Michael P. Kube-McDowell,마이클 P. 큐브-맥도웰
Mike Gravel,마이크 그러벨
Macdonald Carey,맥도널드 케리
Leland Sklar,릴런드 스클라
MF DOOM,MF DOOM
David Michelinie,데이비드 미컬라이니
W. C. Fields,W. C. 필즈
Treat Williams,트리트 윌리엄스
Randy Couture,랜디 커투어
James Levine,제임스 러바인
Pat Riley,팻 라일리
Omar Benson Miller,오마 벤슨 밀러
David Crane,데이비드 크레인
Ron Rifkin,론 리프킨
Len Wiseman,렌 와이즈먼
Vladimir Kozlov,블라디미르 코즐로프
Jamie Noble,제이미 노블
Mickey Spillane,미키 스필레인
Paul Castellano,폴 카스텔라노
Ronald Dworkin,로널드 드워킨
Pitirim Sorokin,피티림 소로킨
Jerome Williams,제롬 윌리엄스
Bella Davidovich,벨라 다비도비치
William T. G. Morton,윌리엄 T. G. 모턴
Anita Stewart,아니타 스튜어트
Wilfrid Voynich,빌프리트 보이니치
Elmore Leonard,엘모어 레너드
Joe Johnston,조 존스턴
Richard Wright,리처드 라이트
Shaun White,숀 화이트
Oscar Hammerstein II,오스카 해머스타인 2세
Myles Kennedy,마일즈 케네디
Bill McCutcheon,빌 맥커천
Chris Noth,크리스 노스
Ayla Kell,아일라 켈
Bradley Pierce,브래들리 피어스
Tim Hardaway,팀 하더웨이
Benjamin H. Brewster,벤저민 H. 브루스터
Brian Grazer,브라이언 그레이저
Carl Bernstein,칼 번스틴
Soh Jaipil,서재필
Thomas Newman,토머스 뉴먼
John Cheever,존 치버
Tito Jackson,티토 잭슨
Frank Klepacki,프랭크 클리팩키
Christopher Guest,크리스토퍼 게스트
Ben Selvin,벤 셀빈
Jeremy Shada,제러미 셰이다
Eric Bogosian,에릭 보고전
Seymour Martin Lipset,세이무어 마틴 립셋
James Agee,제임스 에이지
Gregory Helms,그레고리 헬름스
Jensen Huang,젠슨 황
David Berkowitz,데이비드 버코위츠
Artie Shaw,아티 쇼
George Chakiris,조지 샤키리스
Ryan White,라이언 화이트
Raekwon,랙원
Abbie Cobb,애비 코브
Greg Grunberg,그레그 그런버그
Edward Furlong,에드워드 펄롱
Jerome Robbins,제롬 로빈스
Danny McBride,대니 맥브라이드
Ub Iwerks,어브 아이웍스
Carl Macek,칼 마섹
Richard Avedon,리처드 애버던
Byard Lancaster,바이어드 랜캐스터
Jeff Farrell,제프 패럴
César Pelli,시저 펠리
Will Wright,윌 라이트
James Franco,제임스 프랭코
George Clinton,조지 클린턴
Ol' Dirty Bastard,올 더티 바스타드
Gutzon Borglum,거츤 보글럼
Ahmet Ertegün,아흐메트 에르테군
Abby Mann,애비 맨
Jeff Jarrett,제프 제럿
Abigail Greene Aldrich,애비 올드리치 록펠러
Jeremy Lin,제러미 린
Beau Bridges,보 브리지스
Jeffrey Tambor,제프리 탬버
Abbie Hoffman,애비 호프만
Richard Bellis,리처드 벨리스
James Gandolfini,제임스 갠돌피니
Ed Gein,에드 게인
Bradley Steven Perry,브래들리 스티븐 페리
John Roberts,존 로버츠
Leo Gordon,리오 고든
Stan Winston,스탠 윈스턴
Francis Collins,프랜시스 콜린스
G. Stanley Hall,그랜빌 스탠리 홀
Audie Murphy,오디 머피
John Sculley,존 스컬리
George Bernard Dantzig,조지 단치그
Gary Burton,게리 버튼
Isadore Singer,이자도어 싱어
Richard Widmark,리차드 위드마크
Oscar Isaac,오스카 아이작
Gorō Shimura,시무라 고로
Reggie Fils-Aimé,레지 피서메이
Angelo Badalamenti,안젤로 바달라멘티
Brandon Flowers,브랜던 플라워스
Ritchie Valens,리치 밸런스
Alec John Such,알렉 존 서치
Izzy Stradlin,이지 스트라들린
Francis Scott Key,프랜시스 스콧 키
Benny Carter,베니 카터
Dennis Farina,데니스 패리나
Kasey Keller,케이시 켈러
Abba P. Lerner,아바 P. 러너
Addison Gardiner,애디슨 가디너
Clay Walker,클레이 워커
Shorty Baker,쇼티 베이커
Marvin Hamlisch,마빈 햄리시
Robert Whittaker,로버트 휘태커
Marshall Rogers,마셜 로저스
Larry Kaplan,래리 캐플런
John Spencer,존 스펜서
J. P. Manoux,J. P. 마누
Michael Scofield,마이클 스코필드
Freddie Prinze Jr.,프레디 프린즈 주니어
Jordan Knight,조던 나이트
Randy Jackson,랜디 잭슨
David Margulies,데이비드 마걸리스
Michael Trevino,마이클 트레비노
Gabriel Macht,게이브리얼 막트
Sarah Hamilton,세라 해밀턴
Gray Davis,그레이 데이비스
Laurence Luckinbill,로런스 러킨빌
Charles Ives,찰스 아이브스
Jack Ketchum,잭 케첨
Artie Bucco,아티 부코
David Byrne,데이비드 번
Ken Wilber,켄 윌버
Timothy Olyphant,티머시 올리펀트
Stephen Foster,스티븐 포스터
Tom Skerritt,톰 스커릿
Deke Slayton,데크 슬레이튼
Arden Myrin,아덴 마이린
Abby Dalton,애비 돌턴
Hikaru Nakamura,히카루 나카무라
Blackie Lawless,블래키 롤리스
Vincent D'Onofrio,빈센트 도노프리오
Thomas E. Dewey,토머스 E. 듀이
Abhijit Banerjee,아브히지트 바네르지
Anderson Silva,안데르송 시우바
Taj Mahal,타지 마할
Levon Helm,레번 헬름
Bruce Dern,브루스 던
Armin Shimerman,아민 시머먼
Husband E. Kimmel,허스밴드 킴멜
A. C. Gibbs,애디슨 크랜덜 깁스
Preston Reed,Preston Reed
Tony Gilroy,토니 길로이
Derek Jeter,데릭 지터
George Crumb,조지 헨리 크럼
Howard Dean,하워드 딘
Don Johnson,돈 존슨
Eugene Mirman,유진 머먼
Trey Songz,트레이 송즈
Edward Thorndike,에드워드 손다이크
Blake Griffin,블레이크 그리핀
John Laurinaitis,존 로리네이티스
Cody Cameron,코디 캐머런
Clint Black,클린트 블랙
Rex Stout,렉스 스타우트
John Wall,존 월
Jack Irons,잭 아이언스
Christopher McQuarrie,크리스토퍼 매쿼리
Gavin DeGraw,개빈 디그로
Layne Staley,레인 스테일리
Addison Timlin,애디슨 팀린
Terry Dodson,테리 도드슨
Ja Rule,자 룰
Frederick Chapman Robbins,프레더릭 채프먼 로빈스
Louis Ignarro,루이스 이그내로
Kerr Smith,커 스미스
Naum Gabo,나움 가보
Carl Weathers,칼 웨더스
Paul de Man,폴 드 만
Elgin Baylor,엘진 베일러
Elvin Jones,엘빈 존스
P. W. Singer,PW 싱어
Rob Marshall,롭 마셜
Serge Koussevitzky,세르게이 쿠세비츠키
Charles W. Morris,찰스 윌리엄 모리스
William Miller,윌리엄 밀러
Brendan Hansen,브렌던 핸슨
Brad Walker,브래드 워커
Peter Frampton,피터 프램프턴
Five for Fighting,파이브 포 파이팅
Stephen Donaldson,스티븐 도널드슨
Will Eisner,윌 아이스너
Gary Payton,게리 페이턴
James Kyson,제임스 기선 리
Drew Carey,드루 캐리
Tom Vilsack,톰 빌색
Jaume Collet-Serra,자우메 코예트세라
Robert Wisdom,로버트 위즈덤
Martin Brodeur,마르탱 브로되르
Gary Ridgway,게리 리지웨이
Murs,머스
Grant Imahara,그랜트 이마하라
Ice-T,아이스-티
Paul Greengard,폴 그린가드
Lew Wallace,루 월리스
Scott Feldman,스콧 펠드먼
Pat Smear,팻 스미어
Charlotte MacLeod,샬럿 매클라우드
David D. Friedman,데이비드 D. 프리드먼
Graham Nash,그레이엄 내시
Adina Howard,아디나 하워드
Addison Richards,아디슨 리처즈
Raymond Cattell,레이몬드 카텔
Billy Joe Shaver,빌리 조 셰이버
Robert J. Shiller,로버트 J. 실러
Rick Carlisle,릭 칼라일
Joe Pass,조 패스
Tom Arnold,톰 아널드
R. Lee Ermey,R. 리 어메이
Rodney King,로드니 킹
Chazz Palminteri,채즈 팰민테리
Rosanna DeSoto,로잔나 드소토
Francis Gary Powers,프랜시스 개리 파워스
Fat Joe,팻 조
