반기문,潘基文
한국원,韓国源・(政治家)
어약선,魚躍善
양진성,ヤン・ジンソン
여건욱,呂虔旭
연병호,延秉昊
이형기,李炯基
이형범,李炯範
이현호 (야구 선수),李顕鎬
이한림,李翰林
이해진,李海珍
이한창,李漢昌
이해익 (1905년),李海翼
이태섭 (1939년),李台燮
류승우,柳承佑
연제민,延濟民
이규완,李圭完・(官僚)
이호철 (소설가),李浩哲
이수지 (희극인),イ・スジ
장수연,チャン・スヨン・(アナウンサー)
이성복,李晟馥
이제하,李祭夏
황의조,黄義助
최영완 (야구 선수),崔榮浣
최영미 (시인),チェ・ヨンミ
최영철 (1935년),崔永喆
최수철,崔秀哲
최송현,チェ・ソンヒョン
최승호 (언론인),崔承浩
이승연 (1977년),イ・スンヨン・(アナウンサー)
이소영 (배구 선수),イ・ソヨン・(バレーボール)
이시영 (시인),李時英
이순원 (소설가),李舜源
이수인 (1941년),李寿仁
장창국,張昌国
장재중,張在仲
장지량 (1924년),張志良
장진성,張真晟
장시환,張施晥
장제원,張済元
장진홍,張鎭弘
장정일,蔣正一
차웅기,チャ・ウンギ
임창민,林昶暋
장광호,張光鎬
임채정,林采正
임찬규,任燦圭
임헌정,イム・ホンジョン
전형도,全炯道
전해리,ジョン・ハリ
전유수,田惟守
전숙경,ジョン・スクギョン
전정구,全綎九
전현무,全炫茂
전철환,全哲煥
탁명환,卓明煥
태의경,太義卿
트위스트 김,ツイスト・キム
하동균,ハ・ドンギュン
태완선,太完善
티애,イ・テウン
표영준,表永準
표현태,表鉉台
표무원,表武源
편용호,片鎔浩
태민영,テ・ミニョン
최일구,崔一九
최진희,チェ・ジニ
최주종,崔周鍾
이명기 (1987년),李明起
이만섭,李万燮
이대영 (1889년),李大永・(軍人)
이동환 (1916년),李東煥
이만교,李万教
이도선 (1932년),李道先
이명우 (야구인),李明佑
이묘묵,李卯黙
주기용,朱基瑢
주다하,チュ・ダハ
주영복,周永福
지승민,池承珉
이아롬,イ・アロム
김기만 (아나운서),キム・ギマン
이영희 (1931년),李寧煕
이영욱 (1980년),李永旭
이영근 (1924년),李永根・(政治家)
김민수 (1983년),キム・ミンス・(俳優)
김무성,金武星
김동연,金東兗
양동휘,梁東暉
양명문,楊明文
양수경,ヤン・スギョン
양우조,楊宇朝
양주동 (1903년),梁柱東
양순직,楊淳稙
양정화 (성우),ヤン・ジョンファ
양일동,梁一東
양영은,梁映恩
안광수 (1925년),安光銖
안대희,安大熙
이호석 (1911년),李浩錫
이홍배 (언어학자),李鴻培
이효상,李孝祥
안도현,アン・ドヒョン
이석기,李石基
이성부,李盛夫
이성가,李成佳
이성근 (1938년),李聖根・(1938年生)
이석제,李錫済
하태경,河泰慶
한갑수 (1934년),韓甲洙
장춘근,張春根
정찬 (소설가),鄭賛
박용식,朴容植
하성란,河成蘭
임철우,林哲佑
홍성원,洪盛原
권나라 (배우),クォン・ナラ
이윤기 (소설가),李潤基
이나라,イ・ウヌ
이유애린,イ・ヘミン
이일규,李一珪
이의상,李宜相
한선수,ハン・ソンス
동현 (1989년),ドンヒョン
정몽규,鄭夢奎
오태훈,呉泰勳
한연수 (방송인),韓ヨンス・(放送人)
한신 (1922년),韓信・(韓国軍人)
전예용,全禮鎔
정의화,鄭義和
김재호 (야구 선수),金宰鎬
정인식,鄭仁植
정일영 (1926년),鄭一永
정미선,チョン・ミソン・(アナウンサー)
정몽필,鄭夢弼・(実業家)
허문회,許文會
정미경 (소설가),鄭美景
함효주,ハム・ヒョジュ
허문도,許文道
함준호 (군인),咸俊鎬
함명수,咸明洙
함종빈,咸鍾贇
허승민,許勝玟
최다빈,チェ・ダビン
박근영 (야구인),朴根永
정채기 (1962년),鄭菜基
허삼수,許三守
박세웅 (1995년),朴世雄
허수경 (시인),許秀卿
김성연 (유도 선수),金省然
하을춘,河乙春
황교안,黄教安
황산성,黄山城
황동규,黄東奎
황상무,黄相武
황목치승,荒木治丞
황미나,黄美那
정대철,鄭大哲
정다은 (아나운서),チョン・ダウン・(アナウンサー)
정래혁,丁來赫
전현희,全賢姫
정남국,鄭南国
오규원,呉圭原
오나라 (배우),オ・ナラ
염경엽,廉京燁
오상민,呉尚敏
염우량,廉友良
예춘호,芮春浩
오성환 (1906년),呉誠煥
이용길,李鏞吉
한예원,ユク・ヘスン
한정동,韓晶東
한예리,ハン・イェリ
한영복,韓永福
이종찬 (1916년),李鍾賛・(1916年生)
한영애,ハン・ヨンエ
한완상,韓完相
한영수 (정치인),韓英洙
이정협 (축구 선수),李庭協
임부택,林富沢
김혜순,金惠順
김원진 (유도 선수),金源鎮
허의도,許義道
정문흠,鄭文欽
정성태,鄭成太
김소영 (방송인),キム・ソヨン・(アナウンサー)
김상년,金尚年
김석기 (1954년),金碩基
정의윤,鄭義潤
정재원 (1942년 6월),鄭在原
정재호 (1930년),鄭在虎
홍진기,洪璡基
홍재성,洪在星
홍익표 (1967년),洪翼杓
이용문 (군인),李龍文
이용 (1923년),李龍
이웅평,李雄平
이완구,李完九
이용복,イ・ヨンボク
방시혁,パン・シヒョク
박충식 (1970년),朴衷湜
박춘식 (1921년),朴春植・(1921年生)
박준규 (1925년),朴浚圭
혜문 (1973년),慧門
현진영,ヒョン・ジニョン
현오봉,玄梧鳳
현길언,玄吉彦
허화평,許和平
현재윤,玄在潤
허영호 (정치인),許永鎬
장성환,張盛煥
유지철,劉智哲
육성재,ユク・ソンジェ
장웅 (아나운서),張雄・(アナウンサー)
장재호 (배우),チャン・ジェホ
송석하 (1915년),宋錫夏・(1915年生)
손인호 (야구인),孫仁鎬
신성원,申盛媛
송원영 (1928년),宋元英
신윤주,申潤珠
신기남,辛基南
장홍염,張洪琰
서이환,徐二煥
조규제,曺圭帝
손호준,ソン・ホジュン
박은우,パク・ウヌ
조국 (법학자),曹国
제정구,諸廷坵
정회열,鄭会烈
정희택,鄭喜沢
민도희,ミン・ドヒ
류정한,リュ・ジョンハン
민욱 (배우),ミン・ウク
명화섭,明華燮
김원효,キム・ウォンヒョ
노현정,盧賢貞
이경자 (소설가),李璟子
나광남,羅光男
노진환 (1928년),魯璡煥
김원해,キム・ウォネ
김은정 (1986년),キム・ウンジョン・(アイドル)
김영신 (야구 선수),金榮伸
김의성,キム・ウィソン
정은표,チョン・ウンピョ
정수성 (야구인),鄭守盛
정용준 (소설가),チョン・ヨンジュン
정우택 (1953년),鄭宇澤
정진규 (1939년),鄭鎭圭
김용택,金龍澤
유안진,柳岸津
김광림 (시인),金光林
김하기,金河杞
최준석 (야구인),崔俊蓆
하근찬,河瑾燦
김신용,金信龍
김희정 (1971년),金姫廷
박용근,朴龍根
박시창,朴始昌
박양우,朴良雨
박영록 (1922년),朴永禄
박세혁,朴世爀
박남춘,朴南春
박명재,朴明在
박병은,パク・ビョンウン
박봉우,朴鳳宇
류길재,柳吉在
맹형규,孟亨奎
류택현,柳澤鉉
노인환,盧仁煥
이재명,李在明・(政治家)
이재원 (1988년),李宰元
디오 (1993년),ディオ・(歌手)
김승수 (배우),キム・スンス
한수산,韓水山
최일남,崔一男
김지원 (아나운서),金智源
김종인,金鍾仁
김종익 (1918년),金鍾翊
육우당 (활동가),ユン・ヒョンソク
김종국 (1956년),金鍾国・(ジャーナリスト)
김종갑 (1922년),金鍾甲
김정일 (1949년),金炡一
고형렬,高炯烈
백희나,ペク・ヒナ
김인숙,金仁淑
김계원,金桂元
이가림,李嘉林
송승환,ソン・スンファン
문가영,ムン・ガヨン
정은임,チョン・ウニム
정세진,鄭世真
송호성,宋虎聲
조현우,趙賢祐
권경원,権敬源
정태진,丁泰鎮
정해영,鄭海永
안희재,安熙宰
안신애,アン・シネ
안호영,安豪栄
김지윤 (아나운서),金志允
양종철,ヤン・ジョンチョル
양석환,梁碩桓
심현직,沈鉉稷
신형원,シン・ヒョンウォン
정석모,鄭石謨
정은승,チョン・ウンスン
정용진,チョン・ヨンジン
정경배,鄭慶培
정운갑,鄭雲甲
신용하,慎鏞廈
정한숙,鄭漢淑
정지원 (1985년),チョン・ジウォン
정현종,鄭玄宗
김태년 (1965년),金太年
정진영 (1980년),チョン・ジニョン・(コメディアン)
김혜선 (기상 캐스터),金恵善・(気象キャスター)
김현승,金顕承
김홍성,キム・ホンソン・(アナウンサー)
김현미 (정치인),金賢美
김현숙 (1966년),金賢淑
황정민 (아나운서),黄廷珉
황우슬혜,ファンウ・スルヘ
황선미,黄善美
황정은,ファン・ジョンウン
이종률,李鍾律
황애덕,黄愛徳
황윤호 (1913년),黄潤鎬
이종식 (1932년),李鍾植・(政治家)
이찬열,李燦烈
이주열,李柱烈
이철희 (1923년),李哲熙
박재삼,朴在森
송수권,宋秀権
박영한,朴栄漢
송기숙,宋基淑
최지만,崔志萬
윤종훈,ユン・ジョンフン
임동현 (축구 선수),林東賢・(サッカー選手)
강민아,カン・ミナ
오태석 (극작가),呉泰錫
황인숙,黄仁淑
성찬경,成賛慶
이윤택,李潤澤
이태호 (축구 선수),李太浩
정준영,チョン・ジュニョン
진서연,チン・ソヨン
배그린,ペ・グリン
오탁번,呉鐸藩
조아영 (1991년),アヨン
윤소희,ユン・ソヒ
앤드류 최,アンドリュー・チェ
정욜,チョン・ヨル
황선혜,黄善恵
한희훈,韓熙訓
이현주 (아나운서),イ・ヒョンジュ・(アナウンサー)
이택돈,李宅敦
이화겸,イ・ファギョム
이해원 (1930년),李海元
박홍근 (정치인),朴洪根
임재철,林載哲
임세미,イム・セミ
임종석,任鍾晳
송소희,ソン・ソヒ
서하진,徐河辰
서청원,徐清源
신용목,慎鏞穆
차미연,チャ・ミヨン
엄익상,厳翼相
오정연,オ・ジョンヨン
조항리 (아나운서),チョ・ハンリ
손미나 (작가),ソン・ミナ
심보선,沈甫宣
오치성,呉致成
산들,サンドゥル
하일 (방송인),ロバート・ホリー
한테라,ハン・テラ
차선우,バロ
진영 (1991년),ジニョン
허태정,許泰鋌
황수경 (아나운서),黃修璟
공찬,ゴンチャン
김삼순,金三純
정인영 (방송인),チョン・イニョン
권여선,權汝宣
김아랑,金雅朗
조영길 (1940년),曹永吉
홍건희,洪建喜
오탁근,呉鐸根
김종태 (1949년),金鍾泰
이태희 (1911년),李太熙
재효,ジェヒョ
조세호,チョ・セホ
석광렬,ソク・グァンニョル
최미선 (양궁 선수),崔美善
강은탁,カン・ウンタク
홍순창,ホン・スンチャン
정인선,チョン・インソン
백종원,ペク・ジョンウォン
김현훈,金炫訓
배후민,裴厚民
정훈성,鄭薫聖
김범용 (축구 선수),金範容
봉두완,奉斗玩
변진갑,辺鎮甲
변우량,辺禹亮
정현 (테니스 선수),鄭現
문정희 (시인),文貞姫
서병수,徐秉洙
서경석 (군인),徐慶錫
서말구,徐末九
이승훈 (가수),イ・スンフン・(歌手)
유학성,兪学聖
이세호,李世鎬
서경덕 (1974년),ソ・ギョンドク
임충식 (1922년),任忠植
윤극영,尹克栄
하연수,ハ・ヨンス
지영서,池令瑞
주호영,朱豪英
추평호,秋坪鎬
김기철 (1917년),金基喆
김설현,ソリョン
설송웅,偰松雄
지율 (가수),ジユル
김덕열,金徳烈
윤석열,尹錫悦
박상순,朴賞淳
박성훈 (야구 선수),朴成勳
박진 (정치인),朴振
조성우 (음악가),趙成禹
정흥채,チョン・フンチェ
정진호 (1988년),鄭振浩
서영희 (1939년),徐英姫
백영훈,白永勲
박찬종,朴燦鍾
문정원 (배구 선수),ムン・ジョンウォン・(バレーボール)
RBW,RBW
송종익,宋鍾翊
백동훈,白同訓
신중목,慎重穆
설정식,薛貞植
임충빈 (군인),任忠彬
오창석,オ・チャンソク
임지현 (역사가),林志弦
페이커 (프로게이머),Faker
장문석 (야구인),張文碩
장민호 (가수),チャン・ミンホ
장예원 (아나운서),チャン・イェウォン
장철부,張哲夫
장동민,チャン・ドンミン
최정우 (배우),チェ・ジョンウ
이병기 (1947년),李丙琪
박성광,パク・ソングァン
슬기,カン・スルギ
남재준,南在俊
하영제,河栄帝
한기춘,韓基春
하대돈,河大敦
허성욱,ホ・ソンウク
한태연,韓泰淵
어윤희,魚允姫
박동균 (1919년),朴東均
김명동,金明東
엄태구,オム・テグ
최숙희,崔淑姫
최윤호 (정치인),崔允鎬
한승택,韓承澤
양병일 (1910년),梁炳日
정보명,鄭寶明
박수진,パク・スジン
이민진 (작가),ミン・ジン・リー
김주영 (1939년),金周栄・(小説家)
정일훈 (가수),イルフン
김광규 (시인),金光圭
김백일,金白一
박지연 (바둑 기사),朴志娟
박준승,朴準承
박준 (정치인),朴峻
이수복,李寿福
이상직,李相稷
이두용,イ・ドゥヨン
이대환,李大煥
이동욱 (야구인),李東昱
이금희 (방송인),イ・グムヒ
이상백 (1904년),李相佰
이명춘,李明春
진주형,チン・ジュヒョン
이영근 (1919년),李榮根
이영도 (시인),李永道
김하성,金河成
김철수 (축구인),金哲洙
이장욱,李章旭
최윤영 (방송인),チェ・ユニョン・(アナウンサー)
최정례,崔正禮
오상원,呉尚原
한창훈,韓昌勳
유일호,柳一鎬
김낙오,金洛五
오희주,呉熙珠・(野球)
배우희,ウヒ
위서현 (아나운서),魏瑞鉉
김복동 (1926년),金福童
치타 (가수),チーター・(韓国の歌手)
조일제 (1928년),趙一済
고성희,コ・ソンヒ
서강준,ソ・ガンジュン
박보검,パク・ボゴム
김채원 (소설가),金采原
김우진 (1897년),金祐鎮
정지소,チョン・ジソ
이병관,李炳瑾
김웅진,金雄鎮
이병하,李炳夏
최영철 (기자),チェ・ヨンチョル
최원호 (야구인),崔元豪
최원정,崔媛禎
박지연 (배우),パク・チヨン・(1988年生の女優)
오미보,呉美保
유림 (1894년),柳林・(大韓民国の人物)
윤곤강,尹崑崗
원석현,元石炫
김남훈 (1974년),キム・ナンプン
김달진,金達鎮
함덕주,咸徳柱
최태규,崔泰奎
박선호 (배우),パク・ソンホ・(俳優)
이강인,李康仁
이강 (1878년),李剛
이경숙 (1943년),李慶淑
윤태일 (1918년),尹泰日
이공현,李恭炫
김순흥,金淳興
백성호,白成豪
손춘익,孫春翼
신언준,申彦俊
이문원 (1906년),李文源
변종하,卞鍾夏
최태민,崔太敏
허정구,許鼎九
장혜진 (양궁 선수),張恵珍
구자욱,具滋昱
황낙주,黄珞周
김상덕 (1891년),金尚徳
김광섭 (1905년),金珖燮
정혜원,ジョン・ヒェウォン
이양희 (심리학자),李亮喜
김진섭 (1903년),金晋燮
박계범,朴桂範
홍소연,洪小然
홍병기,洪秉箕
송진백,宋鎮百
안용우,安庸佑
강수진 (남자 성우),カン・スジン
시은 (2001년),パク・シウン
박하나,パク・ハナ
이동훈 (바둑 기사),李東勲
허정은,ホ・ジョンウン
김영광 (1931년),金永光・(政治家)
김언수,キム・オンス
소선규,蘇宣奎
박팔봉,朴八峰
김승혜,キム・スンエ
강철민 (야구인),姜喆珉
강한나,カン・ハンナ・(女優)
강태무,姜太武
고재청,高在清
고흥문,高興門
강인권,姜仁權
고보결,コ・ボギョル
고원정,高元政
우효동,禹孝東
이희승,李熙昇
유은혜,兪銀惠
이각경,李珏卿
박병석,朴炳錫
강태오,カン・テオ
혜은이,ヘウニ
안성준 (바둑 기사),安成浚
김정미 (가수),キム・ジョンミ
백남식 (1901년),白南軾
이정석 (1917년),李丁錫
구인회 (기업인),具仁会
김동근 (1990년),キム・ドングン
마크 투안,マーク・(GOT7)
정세랑,チョン・セラン
박유철,朴維徹
오거돈,呉巨敦
윤상,ユンサン
백낙준,白楽濬
신민준,申旻埈
렌 (1995년),レン・(歌手)
홍상삼,洪相三
김진우 (가수),キム・ジヌ
오승아,オ・セミ
안종범,安鐘範
권인숙,権仁淑
원현식,元玄植
구자춘,具滋春
권일송,権逸松
채광석,蔡光錫
천명관,チョン・ミョングァン
변광호,辺光鎬
이성경,イ・ソンギョン
이승우 (축구 선수),李昇祐
이승진 (야구 선수),李昇眞
신혜선,シン・ヘソン・(女優)
신진서,申眞諝
구을회,具乙会
송민호,ソン・ミンホ
민기식,閔キ植
김유택 (정치인),金裕澤
이랑 (싱어송라이터),イ・ラン
정우람,鄭ウラム
김영덕 (야구인),金彦任重
이레 (배우),イ・レ
정이형,鄭伊衡
김영록,金瑛録
강경옥 (정치인),康慶玉
김현태 (1967년),金賢泰
유병언,兪炳彦
김영배 (1932년),金令培
서종철 (1924년),徐鐘喆
김대식 (1918년),金大植・(1918年生)
배재철,ベー・チェチョル
박청삼,朴清三
정세운 (가수),チョン・セウン
LE (가수),ELLY・(ラッパー)
이명재 (축구 선수),李明載
최규동,崔奎東
가득염,賈得焰
강영수 (1965년생 야구 선수),姜永寿
강승화,カン・スンファ
강기윤,姜起潤
가애란,カ・エラン
강서은,カン・ソウン
갈봉근,葛奉根
곽시양,クァク・シヤン
김병연 (축구 선수),金炳延
채수빈,チェ・スビン・(1994年生の女優)
정유정,チョン・ユジョン
이용희 (1931년),李龍熙
도봉섭,都逢渉
홍종학,洪鍾学
박성범 (정치인),朴成範
창조 (가수),チャンジョ
첸 (가수),チェン・(韓国の歌手)
최대철,チェ・デチョル
정의용,鄭義溶
조충현,チョ・チュンヒョン
조상호 (1926년),曺相鎬
조병규 (정치인),趙炳奎
정희섭,鄭煕燮
정휘동,鄭輝東
정희채,鄭熙彩
공성학,孔聖学
서건창,徐建昌
김임식,金任植
김경태 (1975년),金京泰
김광수 (1925년),金光洙・(1925年生の政治家)
구범모,具範謨
권영세 (1959년),権寧世
김대명,キム・デミョン
박계주,朴啓周
솔지,ホ・ソルジ
변상일,卞相壹
부좌현,夫佐炫
서예지,ソ・イェジ
이은하,李銀河
강진성,姜眞成
손지민,ソン・ジミン
이소정 (기자),李ソジョン・(記者)
이흥련,李興練
유두현,ユ・ドゥヒョン
정정훈 (촬영 감독),チョン・ジョンフン
방예담,バン・イェダム
성완종,成完鍾
서승재,徐承宰
감강찬,アレックス・カム・カンチャン
남궁진,南宮鎮
목요상,睦堯相
윤학준,尹学準
고미소 (수영 선수),コウ・ミソ
이기홍 (1986년),キー・ホン・リー
윤영승,尹英勝
지석훈,池碩訓
이창섭 (가수),イ・チャンソプ
이판열,李判烈
장경순 (1922년),張坰淳
김민혁 (1992년 2월),金敏爀
신동미,シン・ドンミ
송가연,ソン・ガヨン
이지현 (1992년),李志賢
고귀남,高貴男
이대은,李大恩
이원만,李源萬
임도화,チャンミ
이홍직 (1909년),李弘稙
하니 (1992년),ハニ
박건웅 (1906년),朴健雄
고기봉,高奇峯
김우창,金禹昌
박지은 (작가),パク・ジウン・(脚本家)
조성현 (수화 통역사),チョ・ソンヒョン・(手話通訳者)
김희호,金熙虎
신혜숙,申恵淑
한건수,韓建洙
지성호,池成浩
문창극,文昌克
맹승렬,孟承烈
송주훈,宋株熏
주권 (야구 선수),朱権・(野球)
허경만,許京万
이재원 (1992년),李在原
오유방,呉有邦
옥만호,玉満鎬
왕상은,王相殷
전석홍,全錫洪
엄정주,厳廷柱
이동휘 (배우),イ・ドンフィ
권동식,權東植
BOBBY (래퍼),BOBBY・(iKON)
윤지연 (1986년),ユン・ジヨン・(1986年生)
조영일,曹泳日
서효원 (탁구 선수),徐孝元
전지희,田志希
헌터리아,ハンターリア
임지연,イム・ジヨン
연상호,ヨン・サンホ
남인순,南仁順
채영철,蔡栄喆
천명기,千命基
엄영달,厳永達
천병규,千炳圭
조홍래,趙洪来
최치환,崔致煥
추석양,チュ・ソギャン
최용순,チェ・ヨンスン
최재구 (1929년),崔載九
최성석,崔成石
최순주,崔淳周
최정기,崔貞基
한의권,韓医権
문형태,文亨泰
김선재 (아나운서),金善渽
류승원,柳承源
권오태,権五台
남재한,南載漢
국창근,鞠瑲根
도진희,都晋熙
류승번,柳升蕃
뷔,V・(歌手)
신범식 (정치인),申範植
성훈 (2002년),パク・ソンフン・(歌手)
변준범,邊峻範
서갑호,徐甲虎
민유라,ミン・ユラ
최창식 (군인),崔昌植
옥득진,玉得眞
고형진,高亨進
양국진 (1916년),楊国鎮
김혜정 (1961년),キム・ヘジョン
이규형 (배우),イ・キュヒョン・(1983年生の俳優)
소유미,ソ・ユミ
김원준 (아이스하키 선수),キム・ウォンジュン・(アイスホッケー)
박연미,パク・ヨンミ
공승연,コン・スンヨン
이유미 (배우),イ・ユミ
이병헌 (영화 감독),イ・ビョンホン・(映画監督)
류재형,柳才馨
안재홍 (1986년),アン・ジェホン
한옥신,韓沃申
사공일,司空壱
이주일 (군인),李周一
한병채,韓柄寀
윤찬영,ユン・チャンヨン
이준 (기업인),李鐏
신혜정,ヘジョン
서동진,徐東辰
김대욱,金大旭
남궁석,南宮晳
현기순,玄己順
강기영,カン・ギヨン
홍병철,洪炳喆
신종훈 (축구 선수),申宗勲
황병우,黄昞禹
황의성,黄義成
신영숙,シン・ヨンスク
김병준 (육상 선수),金秉俊
류준열,リュ・ジュンヨル
전인지,田仁智
설인수,薛仁洙
박찬호 (1995년),朴燦灝
변정일 (1942년),辺精一
변종봉,卞鍾捧
김재현 (가수),キム・ジェヒョン・(ミュージシャン)
김선영 (교수),金善栄
장기용 (1992년),チャン・ギヨン
문별,ムンビョル
천용택,千容宅
박경호 (축구인),朴景浩
배종호 (축구인),裴宗鎬
금잔디 (가수),クム・ジャンディ
표승주,ピョ・スンジュ
하재훈 (야구 선수),河載勲
고예림,コ・イェリム
한현준 (1960년),韓顯濬
신도환,辛道煥
화사,ファサ
솔라 (가수),ソラ・(MAMAMOO)
김건희 (1995년),金健熙
방태현,ハン・スーファン
이승협,イ・スンヒョプ
정승현 (축구 선수),鄭昇炫
정가람,チョン・ガラム
목일신,睦一信
손준호 (축구 선수),孫準浩
유성연,柳盛淵
박용만 (정치인),朴容万
박동완,朴東完
김용호 (시인),金容浩・(詩人)
문명화 (배구 선수),ムン・ミョンファ
이해우,イ・ヘウ
이준식 (1900년),李俊植
김선영 (1976년),キム・ソニョン・(1976年生の女優)
안창림,安昌林
장석희,張錫熙
이형석 (1909년),李炯錫
고경태,髙慶汰
김선근,キム・ソングン・(アナウンサー)
이학균,李熙槿
최은영 (애니메이터),チェ・ウニョン
함병선,咸炳善
서은광,ソ・ウングァン
최두호,チェ・ドゥホ
김성주 (1990년),金成柱・(サッカー選手)
유재명,ユ・ジェミョン
김명훈 (바둑 기사),金明訓
박상범 (1943년),朴相範
안소현,アン・ソヒョン
허영지,ホ・ヨンジ
이은희 (유도 선수),李銀姫
김형남,金炯南
장률,張律
오유진 (바둑 기사),呉侑珍
윤명숙,尹明淑
장현수 (1993년),張鉉洙
예린,イェリン
최경록 (축구 선수),崔慶綠
신유진,シン・ユジン
고진영 (골프 선수),コ・ジンヨン
기리보이,GIRIBOY・(歌手)
김재홍 (1932년),金在弘
손지화,ソン・ジファ
윤수영 (아나운서),ユン・スヨン
권수현 (배우),クォン・スヒョン
신태환,申泰煥
윤성빈,尹誠彬
제이홉,J-HOPE
황희찬,黄喜燦
양준모,ヤン・ジュンモ
진창수,秦昌守
김민재 (1996년),キム・ミンジェ・(1996年生の俳優)
김수안 (2006년),キム・スアン
문선민,文宣民
이재성 (1992년),李在成
이대헌 (축구 선수),李大憲
김민석 (1990년생 배우),キム・ミンソク・(俳優)
하혜진,ハ・ヘジン
이주용 (축구 선수),李周勇
레오 (1990년),レオ・(VIXX)
스테파니 리,ステファニー・リー
류석춘,柳錫春
유빈 (1997년),ビニ
조승연 (기업인),趙顕娥
김민우 (1995년),金民宇
남주혁,ナム・ジュヒョク
유겸,ユギョム
모기윤,毛麒允
영재 (1996년),ヨンジェ・(GOT7)
KATIE,ケイティ・キム
지수 (배우),ジス・(俳優)
곽동한,郭同韓
정보경,鄭普涇
김동준 (축구 선수),金東俊・(サッカー選手)
유주 (1997년 10월),ユジュ
정화 (1995년),ジョンファ
승희,スンヒ
송주아,ソン・ジュア
김일환 (바둑 기사),金日煥
신비 (1998년),シンビ・(歌手)
박지수 (축구 선수),朴志洙
박권흠,朴権欽
박정수 (야구 선수),朴正洙・(野球)
문경찬,文京賛
박용우 (축구 선수),朴鎔宇
정지아 (작가),鄭智我
주세종,朱世鐘
조송화,チョ・ソンファ
이개호,李介昊
정경모,鄭敬謨
문동주 (축구 선수),文棟柱
이정근 (1990년),李禎根
김건수,金建秀
손승덕,孫承徳
지민 (가수),JIMIN
백명지,ペク・ミョンジ
경진호,キョン・ジノ
황인범,黄仁範
윤균상,ユン・ギュンサン
이설아 (기상 캐스터),李雪兒
정동성,鄭東星
정병학,鄭炳学
백동규,白棟圭
유명희 (과학자),柳明姫
구병모,ク・ビョンモ
조원태,趙源泰
안바울,アン・バウル
공민정,コン・ミンジョン
김명신 (야구 선수),金明信
길정화,キル・ジョンファ
김재영 (1988년생 배우),キム・ジェヨン
에스쿱스,エスクプス
승관 (가수),スングァン
민규,ミンギュ
우지 (가수),ウジ・(SEVENTEEN)
유준 (배우),ホン・ユジュン
해찬,ヘチャン
이양우 (1932년),李亮雨
휘인,フィイン
홍성택,洪成澤
RM (래퍼),RM・(ラッパー)
정해인,チョン・ヘイン
박소현 (1992년),パク・ソヒョン・(アナウンサー)
유흥수,柳興洙
이정은 (1970년),イ・ジョンウン・(女優)
이혜성,イ・ヘソン
달수빈,スビン
조이 (가수),ジョイ・(Red・Velvet)
웬디 (가수),ウェンディ・(Red・Velvet)
이재영 (배구 선수),イ・チェヨン・(バレーボール)
공명 (1994년),コンミョン
조정민 (가수),チョ・ジョンミン
김민태 (축구 선수),金眠泰
이세라,イ・セラ
DJ SODA,DJ・SODA
이다영 (1996년),イ・ダヨン
은하 (가수),ウナ・(歌手)
이진아 (가수),イ・ジナ
최현석,チェ・ヒョンソク
정윤회,鄭潤会
오세훈 (축구 선수),呉世勲・(サッカー選手)
유아 (가수),ユア
신인령,辛仁羚
양찬우,楊燦宇
예리 (가수),イェリ
안갑준,安甲濬
강성규,カン・ソンギュ
나태주 (시인),ナ・テジュ・(詩人)
김태리,キム・テリ
김성룡 (1926년),金成龍・(軍人)
강지우 (2008년),カン・ジウ
배성우,ペ・ソンウ・(俳優)
오영훈,呉怜勲
구창모 (야구 선수),具昌模
안국현,安国鉉
강유미 (축구 선수),康裕美
김한별 (아나운서),キム・ハンビョル
박소담,パク・ソダム
최민정,チェ・ミンジョン
박영재 (희극인),パク・ヨンジェ
조현식,チョ・ヒョンシク
이수현 (1999년),イ・スヒョン・(AKMU)
박하민,朴河旼
강아랑,カン・アラン
안효섭,アン・ヒョソプ
나인우,ナ・イヌ
윤국노,尹国老
조구함,チョ・グハム
유용근,劉溶根
윤식,尹埴
윤명운 (정치인),尹明運
윤재명,尹在明
유경현 (1939년),柳瓊賢
진기주,チン・ギジュ
김지효,キム・ジヒョ
김성실,キム・ソンシル
슈가 (래퍼),SUGA
유권,ユグォン
정동영 (배우),神永東吾
황지혜,木村智秋
최성재 (배우),橋元聖地
기현,キヒョン
안준수,安俊洙
추성건,秋性建
차준환,チャ・ジュンファン
권칠승,権七勝
오의식,オ・ウィシク
강채영,姜彩瑛
김창수 (1962년),金山昌秀
지현정 (피겨스케이팅 선수),池炫靜
정비원,鄭飛源
홍민구,洪敏球
박세준 (프로게이머),パク・セジュン
딘 (가수),DEAN・(歌手)
공지호,ジホ
김승재 (바둑 기사),金昇宰
정유라 (승마 선수),チョン・ユラ
이재성 (1987년),イ・ジェソン・(アナウンサー)
박숙현,朴淑鉉
김윤호 (군인),金潤鎬
김지은 (1988년),キム・ジウン・(女優)
서상린,徐相潾
심융택,沈瀜沢
김주묵,金周黙
위성곤,魏聖坤
장강명,チャン・ガンミョン
김진규 (1997년),金鎭圭
백수린,ペク・スリン
유영 (피겨스케이팅 선수),ユ・ヨン
한창주,韓昌柱
정지석,チョン・ジソク
박성수 (축구 선수),朴成洙・(サッカー選手)
이선영 (1982년),イ・ソニョン
박찬용,朴璨鎔
정진호 (축구 선수),鄭震浩
최규백,崔圭伯
김웅빈,金熊斌
