梅澤貴史,우메자와 타카시
津田琢磨,쓰다 다쿠마
高祖和弘,고소 가즈히로
木村孝洋,기무라 다카히로
中島俊一,나카지마 슌이치
小倉進平,오구라 신페이
斯波義統,시바 요시무네
大井次三郎,오이 지사부로
堺正章,사카이 마사아키
高橋周大,다카하시 슈타
高橋良太,다카하시 료타
小松原学,코마쓰바라 마나부
桜むつ子,사쿠라 무츠코
堀井美晴,호리이 요시하루
根岸季衣,네기시 토시에
峰岸透,미네기시 도루
椎原拓也,시이하라 다쿠야
奈須伸也,나스 신야
塩川岳人,시오카와 다케토
朝加真由美,아사카 마유미
石丸謙二郎,이시마루 켄지로
紗羅マリー,사라 마리
大口兼悟,오오쿠치 켄고
栄井健太郎,사카이 켄타로
八柄堅一,야가라 켄이치
財津俊一郎,자이쓰 슈니치로
関口まい,세키구치 마이
西田健,니시다 켄
所ジョージ,토코로 조지
馬場徹,바바 도루
原田紘介,하라다 코스케
松浦敦史,마쓰우라 아쓰시
関本恒一,세키모토 코이치
海野十三,운노 주자
中村友亮,나카무라 유스케
富司純子,후지 스미코
鶴田真由,츠루타 마유
笹野高史,사사노 타카시
熊林親吾,구마바야시 신고
若林学,와카바야시 마나부
大木武,오키 다케시
宝生舞,호쇼 마이
福井誠,후쿠이 마코토
沼倉愛美,누마쿠라 마나미
久野暲,구노 스스무
小沼丹,오누마 단
依田光正,요다 미쓰마사
松田考功,마쓰다 요시노리
川口晃,카와구치 아키라
小山健二,고야마 겐지
大和田真史,오와다 마사시
松田正俊,마쓰다 마사토시
渡辺匠,와타나베 다쿠미
マヤ・ヘイゼン,마야 헤이센
TAO,오카모토 타오
竹田玄洋,다케다 겐요
上村春樹,우에무라 하루키
萩原麻由子,하기와라 마유코
新谷真弓,신타니 마유미
喜山康平,기야마 고헤이
柳澤隼,야나기사와 쥰
川井健太,가와이 겐타
谷池洋平,다니이케 요헤이
ノグチピント・エリキソン,노구치핀토 에릭손
金澤崇文,가나자와 다카후미
向島満,무코지마 미쓰루
宮川悟,미야가와 사토시
本多重次,혼다 시게쓰구
加藤寿一,가토 토시카즈
大石鉄也,오이시 데쓰야
竹中穣,타케나카 미노루
磯崎敬太,이소자키 게이타
後藤圭太,고토 게이타
越野忠則,고시노 다다노리
貴闘力忠茂,다카토리키 다다시게
樋口靖洋,히구치 야스히로
宮原裕司,미야하라 유지
高橋貞洋,다카하시 사다히로
山田祥史,야마다 요시후미
小野信義,오노 신기
浦田尚希,우라타 나오키
上山政夫,우에야마 마사오
辻真先,쓰지 마사키
天羽良輔,아모 료스케
鈴木政一,스즈키 마사카즈
石田祐樹,이시다 유키
中村幸聖,나카무라 고세이
西本竜洋,니시모토 타쓰히로
加賀見健介,카가미 켄스케
渡瀬恒彦,와타세 쓰네히코
稲垣潤一,이나가키 준이치
秋元雅博,아키모토 마사히로
筒井紀章,쓰쓰이 노리아키
山口哲治,야마구치 테쓰하루
萩原美樹子,하기와라 미키코
村松潤,무라마쓰 쥰
ならはしみき,나라하시 미키
大塚和征,오쓰카 가즈유키
中野圭一郎,나카노 케이이치로
奥原崇,오쿠하라 타카시
岡あゆみ,오카 아유미
片平なぎさ,카타히라 나기사
神楽坂恵,카구라자카 메구미
渡辺宙明,와타나베 주메이
土居通芳,도이 미치요시
小林康剛,고바야시 야스타카
上田栄治,우에다 에이지
杉山哲,스기야마 데쓰
園田勇,소노다 이사무
二宮和弘,니노야마 가즈히로
本多成重,혼다 나리시게
稲葉正成,이나바 마사나리
梅田ミト,우메타 미토
河本にわ,가와모토 니와
金子有希,카네코 유키
町井久之,정건영
壤晴彦,하루히 히코 조
茂森あゆみ,시게모리 아유미
渡辺はま子,와타나베 하마코
石川欽一郎,이시카와 긴이치로
後藤純二,고토 쥰지
大谷武大,오타니 타케히로
大久保貴広,오쿠보 타카히로
杉山琢也,스기야마 다쿠야
中島礼司,나카지마 레이지
福重良一,후쿠시게 료이치
鈴木武一,스즈키 다케카즈
木谷公亮,기타니 고스케
三村恭代,미무라 타카요
小西岳,고니시 가쿠
井原康秀,이하라 야스히데
濱岡和久,하마오카 가즈히사
太田雅之,오타 마사유키
大迫明伸,오사코 아키노부
垣内友二,카키우치 유지
北出尚大,키타데 나오히로
今吉めぐみ,이마요시 메구미
早野宏史,하야노 히로시
小野剛,오노 다케시
髙原寿康,다카하라 도시야스
AK-69,AK-69
筧利夫,가케이 도시오
大谷喜久蔵,오타니 기쿠조
大畑晃一,오하타 코이치
稲妻雷五郎,이나즈마 라이고로
原信生,하라 노부키
北野宏明,기타노 히로아키
中里宏司,나카자토 고지
大久保誠,오쿠보 마코토
吉本淳,요시모토 아쓰시
大江勇詞,오에 유지
西洋祐,니시 요스케
下司隆士,시모시 류지
斎藤克幸,사이토 카쓰유키
中村学,나카무라 마나부
蒲原達也,가모하라 다쓰야
桜井鐘吾,사쿠라이 쇼고
羽畑公貴,하바타 고키
浮氣哲郎,우키 데쓰로
萩原達郎,하기하라 다쓰로
清水康也,시미즈 고야
田中康平,다나카 고헤이
森重達也,모리시게 타쓰야
水戸光子,미토 미츠코
河合崇泰,카와이 타카야스
伊藤卓弥,이토 타쿠야
式田高義,시키다 타카요시
古賀正人,코가 마사토
生津将司,이키쓰 쇼지
岡本竜之介,오카모토 류노스케
広上淳一,히로카미 준이치
水崎靖,미즈사키 야스시
中村洋仁,나카무라 히로히토
久保田陽,쿠보타 아키라
金子豊,가네코 유타카
目黒真希,메구로 마키
河村優,카와무라 유
中河昌彦,나카가와 마사히코
大倉智,오쿠라 사토시
西川周吾,니시카와 슈고
植村修一,우에무라 슈이치
大石玲,오이시 료
鈴木保,스즈키 다모쓰
勝俣進,가쓰마타 스스무
石井肇,이시이 하지메
内林広高,우치바야시 히로타카
猿田浩得,사루타 히로노리
新條宏喜,신죠 히로키
山形恭平,야마가타 쿄헤이
田村雄三,다무라 유조
川崎元気,가와사키 모토키
鴨川奨,가모가와 쇼
佐藤正美,사토 마사미
須田興輔,스다 고스케
林陵平,하야시 료헤이
大島僚太,오시마 료타
櫛引実,쿠시비키 미노루
小原昇,고하라 노보루
若井研治,와카이 켄지
境川浪右衛門,사카이가와 나미에몬
源純夏,미나모토 스미카
阿武松緑之助,오노마쓰 미도리노스케
吉川ひなの,요시카와 히나노
戸田菜穂,토다 나호
南果歩,미나미 카호
小林賢太郎,코바야시 켄타로
武谷三男,타케타니 미츠오
川井郁子,가와이 이쿠코
千葉泰伸,치바 야스노부
横山聡,요코야마 사토시
高嵜理貴,다카사키 리키
嘉悦秀明,카에쓰 히데아키
村田教生,무라타 노리오
朝海ひかる,아사미 히카루
若林直美,와카바야시 나오미
吉田明博,요시다 아키히로
井幡博康,이바타 히로야스
長峯宏範,나가미네 히로노리
柳原可奈子,야나기하라 카나코
成山裕治,나리야마 유지
塚本明正,쓰카모토 아키마사
加藤豪宏,카토 타케히로
奥山卓廊,오쿠야마 다쿠로
卜部太郎,우라베 타로
中井昇吾,나카이 쇼고
橋垣戸光一,하시가이토 고이치
平林輝良寛,히라바야시 기요히로
川井光一,가와이 고이치
黒板勝美,구로이타 가쓰미
クノ真季子,쿠노 마키코
山本精一,야마모토 세이치
佐戸井けん太,사토이 켄타
西脇良平,니시와키 료헤이
養父雄仁,야부 유지
田中賢治,다나카 겐지
山村博土,야마무라 히로토
川勝博康,카와카쓰 히로야스
橋口勝,하시구치 마사루
松本美和,마츠모토 미와
上田みゆき,우에다 미유키
ドクター・ライト,닥터 라이트 (키미요 호시)
大石尚哉,오이시 타카야
鳴尾直軌,나루오 나오키
北出勉,기타데 쓰토무
田井中律,타이나카 리츠
安達亮,아다치 료
井上公平,이노우에 코헤이
北原健二,키타하라 켄지
佐藤大典,사토 다이텐
時崎悠,도키사키 유
尾上勇也,오노에 유야
岡部幸雄,오카베 유키오
まりか,하세 마리카
阪東妻三郎,반도 쓰마사부로
高部聖,타카베 아키라
川上麻衣子,가와카미 마이코
澤登翠,사와토 미도리
池上季実子,이케가미 키미코
豊田泰広,토요다 야스히로
矢野マイケル,야노 마이클
平本大介,히라모토 타이스케
高林佑樹,다카바야시 유키
江添建次郎,에조에 겐지로
青葉幸洋,아오바 유키히로
真田信繁,사나다 노부시게
影山由高,카게야마 요시타카
田島宏晃,타지마 히로아키
松原浩樹,마쓰바라 히로키
吉田智尚,요시다 도모히사
上村祐司,카미무라 유지
吉見一星,요시미 잇세이
渡部学,와타나베 마나부
佃賢典,쓰쿠다 켄스케
兼本正光,카네모토 마사미쓰
桜井孝司,사쿠라이 타카시
佐藤真一,사토 신이치
秦賢二,하다 겐지
土方久元,히지카타 히사모토
服部妙子,핫토리 다에코
高田万由子,타카타 마유코
小夜福子,사요 후쿠코
小野隆儀,오노 타카요시
吉田賢太郎,요시다 켄타로
小石龍臣,고이시 다쓰오미
木暮実千代,코구레 미치요
新珠三千代,아라타마 미치요
清水武士,시미즈 타케시
阿部伸行,아베 노부유키
石原まき子,키타하라 미에
横内正,요코우치 타다시
島田歌穂,시마다 가호
根岸誠一,네기시 세이이치
清水優,시미즈 유타카
真下佐登史,마시모 사토시
塚野真樹,쓰카노 마사키
雛形あきこ,히나가타 아키코
二代目 中村吉右衛門,나카무라 키치에몬
和田雄三,와다 유조
岡本勇輝,오카모토 유키
川元正英,카와모토 마사히데
岸田メル,키시다 메루
前田和也,마에다 가즈야
久保田学,구보타 마나부
森惠佑,모리 게이스케
榎本加奈子,에노모토 카나코
大槻紘士,오쓰키 히로시
佐々木仁,사사키 히토시
照井篤,데루이 아쓰시
島田周輔,시마다 슈스케
佐藤佐吉,사토 사키치
miyake,miyake
宮下秀洋,미야시타 히데히로
籾谷真弘,모미타니 마사히로
嵜本晋輔,사키모토 신스케
小林稔,코바야시 미노루
池田昌広,이케다 마사히로
村瀬和隆,무라세 가즈타카
岡本隆吾,오카모토 류고
齋藤将基,사이토 마사키
林晃平,하야시 고헤이
金子剛,가네코 쓰요시
柏木真介,가시와기 신스케
三田寛子,미타 히로코
源兼昌,미나모토노 가네마사
迫井深也,사코이 신야
吉川京輔,요시카와 쿄스케
鈴木克美,스즈키 카쓰미
横山博敏,요코야마 히로토시
三島通陽,미시마 미치하루
北野翔,기타노 쇼
福留亮,후쿠도메 료
水筑優文,미즈키 마사후미
関隆倫,세키 다카미치
浜村美智子,하마무라 미치코
千葉すず,치바 스즈
Syu,슈
岩舘侑哉,이와다테 유야
鈴木祐輔,스즈키 유스케
鈴木淳,스즈키 쥰
松原みき,마츠바라 미키
とり・みき,토리 미키
矢住夏菜,카나 야즈미
吉成浩司,요시나리 코지
川本良二,가와모토 료지
石澤典明,이시자와 노리아키
園田直,소노다 스나오
平徳子,다이라노 도쿠시
本城未沙子,혼조 미사코
仲田建二,나카다 겐지
田草川貴,타쿠사가와 타카시
大嶽真人,오타케 마사토
吉田匡良,요시다 마사요시
田村直弘,다무라 나오히로
吉田達磨,요시다 타쓰마
影山貴志,카게야마 타카시
河口真一,카와구치 신이치
庄司孝,쇼지 타카시
秋田政輝,아키타 마사테루
松井慶四郎,마쓰이 게이시로
鈴木勝大,스즈키 가쓰히로
立石飛鳥,다테이시 아스카
瀬川誠,세가와 마코토
雁屋哲,가리야 데쓰
寿美花代,스미 하나요
千葉貴仁,치바 다카히토
木村誠,기무라 마코토
竹村栄哉,다케무라 요시야
和田潤,와다 쥰
柳澤宏太,야나기사와 고타
石田雅人,이시다 마사토
後藤哲夫,테츠오 고토
パク・ソヒ,박소희
夜神総一郎,야가미 소이치로
富田祐弘,도미타 스케히로
遠藤達哉,엔도 타츠야
杉本哲太,스기모토 텟타
杉本倫治,스기모토 미치하루
鈴木敬之,스즈키 타카유키
内藤剛志,나이토 타카시
宮史郎,미야 시로
さとうやすえ,사토 야스에
戸田忠寛,도다 다다토
久世広周,구제 히로치카
毛利秀就,모리 히데나리
山口女子高専生殺害事件,후지무라 모토키
盛厚王,히가시쿠니 모리히로
森島中良,모리시마 주료
平聡,타이라 사토시
遠藤孝弘,엔도 타카히로
安武亨,야스타케 토루
原沙知絵,하라 사치에
真行寺君枝,신교지 기미에
黒澤元治,구로사와 모토하루
石原恒和,이시하라 쓰네카즈
狩野美雪,가노 미유키
水野忠之,미즈노 다다유키
佐野史郎,사노 시로
柿本倫明,가키모토 미치아키
古川隆志,후루카와 다카시
羽山拓巳,하야마 다쿠미
南廣,미나미 히로시
金井勇太,카나이 유타
藍井エイル,아오이 에일
大島やすいち,오시마 야스이치
鈴木健太,스즈키 겐타
横山拓也,요코야마 다쿠야
中田洋介,나카타 요스케
友近聡朗,도모치카 도시로
森一紘,모리 카즈히로
金本圭太,카네모토 케이타
貫地谷しほり,간지야 시호리
湊かなえ,미나토 가나에
橋本卓,하시모토 스구루
大西貴,오니시 타카시
戸田賢良,도다 다카요시
中郷俊彦,나카고 도시히코
黒木香,쿠로키 카오루
菅貫太郎,스가 간타로
後藤裕司,고토 유지
朝比奈伸,아사히나 신
片渕浩一郎,카타후치 코이치로
家入レオ,이에이리 레오
升毅,마스 타케시
中牟田倉之助,나카무타 구라노스케
百瀬義行,모모세 요시유키
池田浩美,이케다 히로미
阿部嵩,아베 슈
永里亜紗乃,나가사토 아사노
千野俊樹,치노 도시키
大部由美,오베 유미
村田和哉,무라타 가즈야
木村龍朗,기무라 다쓰로
松永一慶,마쓰나가 카즈요시
岡本あずさ,오카모토 아즈사
大沢あかね,오오사와 아카네
山東昭子,산토 아키코
鍋島直正,나베시마 나오마사
永井尚庸,나가이 나오쓰네
永井直敬,나가이 나오히로
森長直,모리 나가나오
長田幹彦,나가타 미키히코
伊東俊,이토 슌
荒野拓馬,아라노 다쿠마
前貴之,마에 다카유키
森康二,모리 야스지
重田征紀,시게타 유키노리
竹元義幸,타케모토 요시유키
矢畑智裕,야하타 도시히로
太田恵介,오타 게이스케
大久保剛志,오쿠보 고시
柴小屋雄一,시바코야 유이치
穂積隆信,호즈미 타카노부
富田靖子,토미타 야스코
山岡ゆり,야마오카 유리
中野祐輔,나카노 유스케
富山豊,도야마 유타카
徳川宗勝,도쿠가와 무네카쓰
見田宗介,미타 무네스케
脇坂安宅,와키사카 야스오리
富沢ひとし,토미자와 히토시
大内義弘,오우치 요시히로
浅尾美和,아사오 미와
Fayray,페이레이
小鷹ナヲ,코다카 나오
山路和弘,야마지 카즈히로
住田貴彦,스미다 다카히코
有光亮太,아리미쓰 료타
屋良朝助,야라 조스케
相澤仁美,아이자와 히토미
上原美佐 (1983年生),우에하라 미사
今井メロ,이마이 메로
樹里咲穂,주리 사키호
花總まり,하나후사 마리
とよた真帆,토요타 마호
三ツ木清隆,미쓰기 기요타카
毒蝮三太夫,도쿠마무시 산다유
高橋健二,다카하시 겐지
笹原義巳,사사하라 요시미
土井利里,도이 도시사토
大原崇,오하라 다카시
琴吹紬,코토부키 츠무기
八木沼純子,야기누마 준코
末吉隼也,스에요시 도시야
藤田敏八,후지타 도시야 (감독)
永井龍,나가이 료
實藤友紀,사네토 유키
内藤清枚,나이토 기요카즈
中村不折,나카무라 후세츠
熊谷直実,구마가이 나오자네
小出楢重,고이데 나라시게
増田成幸,마스다 나류유키
西村喜廣,니시무라 요시히로
坂野義光,반노 요시미쓰
横光克彦,요코미쓰 가쓰히코
八千草薫,야치구사 카오루
忽那汐里,쿠츠나 시오리
平沢唯,히라사와 유이
芹那,세리나
黒谷友香,구로타니 토모카
二木てるみ,니키 테루미
大鷹明良,오오타카 아키라
春木みさよ,하루키 미사요
小林徹,코바야시 토루
中村祐輝,나카무라 유키
山路嘉人,야마지 요시히토
島岡健太,시마오카 켄타
PUSHIM,박부심
京本大我,교모토 다이가
宅間守,다쿠마 마모루
入来智,이리키 사토시
山道高平,야마미치 고헤이
齋藤竜,사이토 류
森田真吾,모리타 신고
松原忠明,마쓰바라 타다아키
田辺和彦,타나베 카즈히코
萬代宏樹,반다이 히로키
渡邉晋,와타나베 스스무
中尾幸太郎,나카오 코타로
森見登美彦,모리미 도미히코
鈴木健太郎,스즈키 겐타로
大谷昌司,오타니 마사시
數馬正浩,가즈마 마사히로
吉澤佑哉,요시자와 유야
三好拓児,미요시 다쿠지
松田勉,마쓰다 쓰토무
大谷翔平,오타니 쇼헤이
塩谷司,시오타니 쓰카사
渡邉将基,와타나베 마사키
ZEUS (プロレスラー),오바야시 겐쇼
趙 達裕,자오다위
石橋杏奈,이시바시 안나
権東勇介,곤도 유스케
坂本武久,사카모토 타케히사
大山直大,오야마 나오히로
古島清人,후루시마 키요토
要田勇一,요다 유이치
中村祥朗,나카무라 요시로
安藤智安,안도 도모야스
田沼武能,다누마 다케요시
磯山和司,이소야마 가즈시
石橋直希,이시바시 나오키
吉岡聡,요시오카 사토시
千代の山雅信,지요노야마 마사노부
中嶋聡彦,나카지마 도시히코
男女ノ川登三,미나노가와 도조
石橋凌,이시바시 료
澤田博行,사와다 히로유키
曽野綾子,소노 아야코
吉岡徳仁,요시오카 도쿠진
入山法子,이리야마 노리코
二条康道,니조 야스미치
西川瑞希,니시카와 미즈키
井上日召,이노우에 닛쇼
久保裕也,구보 유야
萩原健一,하기와라 켄이치
近藤公園,콘도 코엔
西城秀樹,사이조 히데키
財前恵一,자이젠 케이이치
蓮見知弘,하스미 토모히로
上村崇士,우에무라 다카시
大林宣彦,오바야시 노부히코
風間信彦,가자마 노부히코
あきやまるな,아키야마 루나
天野真,아마노 신
横田真人,요코타 마사토
奥平忠政,오쿠다이라 타다마사
野原弘司,노하라 히로시
溝口紀子,미조구치 노리코
帰山教正,가에리야마 노리마사
鶴岡聡,츠루오카 사토시
多田野曜平,다다노 요헤이
北内耕成,키타우치 코세이
中村伸,나카무라 신
高橋範夫,다카하시 노리오
大谷圭志,오타니 게이시
鈴木孝明,스즈키 다카아키
秋葉竜児,아키바 류지
辻横由佳,쓰지요코 유카
白洲次郎,시라스 지로
築山殿,쓰키야마도노
石川大徳,이시카와 히로노리
鳩山安子,하토야마 야스코
石橋正二郎,이시바시 쇼지로
古田新太,후루타 아라타
北大路欣也,키타오지 킨야
猫ひろし,네코 히로시
吉川幸次郎,요시카와 코지로
笠原宗太,카사하라 소타
谷奥優作,다니오쿠 유사쿠
大場啓,오바 아키라
横関浩一,요코제키 코이치
小林高道,코바야시 타카미치
金口望,카나구치 노조무
竹谷睦,타케야 마코토
中田和宏,나카타 가즈히로
加瀬康之,카세 야스유키
太田渉,오타 와타루
小島徹,오지마 토루
鈴木浩介,스즈키 코스케
藤東知夏,후지토 치카
床井健一,도코이 겐이치
和田春樹,와다 하루키
今堀恒雄,이마호리 츠네오
加賀昭三,가가 쇼조
荒川ちか,아라카와 치카
有川梨絵,아리카와 리에
安倍源基,아베 겐키
島田テル,테루 시마다
佐藤市郎,사토 이치로
麻生和子,아소 가즈코
石川研,이시카와 켄
久場政朋,구바 마사토모
松浦宏治,마쓰우라 고지
藤田直之,후지타 나오유키
三栗崇,미쓰쿠리 다카시
小笠原長行,오가사와라 나가미치
吉森信,마코토 요시모리
川島得愛,카와시마 토쿠요시
舛岡富士雄,마스오카 후지오
レインボー・ミカ,레인보우 미카
石原大助,이시하라 다이스케
鏑木豪,가부라키 고
鹿賀丈史,카가 타케시
竹村拓,다케무라 히로시
稲葉実,이나바 미노루
梶原善,카지와라 젠
菅井きん,스가이 긴
内田稔,우치다 미노루
小林悟,코바야시 사토루
寶示戸進哉,호시도 신야
内田哲兵,우치다 텟페이
吉崎雄亮,요시자키 유스케
武田直隆,타케다 나오타카
加納昌弘,카노 마사히로
金子誠,가네코 마코토
中尾剛,나카오 쓰요시
小池良平,코이케 료헤이
宮下真洋,미야시타 마사히로
越智隼人,오치 하야토
望月慎之,모치즈키 치카유키
鈴木隼人,스즈키 하야토
平時子,다이라노 도키코
佐々木誠二,사사키 세이지
小松由佳,코마츠 유카
池頼広,이케 요시히로
松平頼聰,마쓰다이라 요리토시
白石文子,시라시이 아야코
北川謙二,기타가와 겐지
西徳二郎,니시 도쿠지로
平岡定太郎,히라오카 사다타로
松平恒雄,마쓰다이라 쓰네오
河野広中,고노 히로나카
伊吹吾郎,이부키 고로
柏原理子,가시와바라 미치코
安倍寛,아베 간
新田恵海,닛타 에미
平泉成,히라이즈미 세이
加藤精三,가토 세이조
小林正寛,마사히로 코바야시
栗塚旭,구리주카 아사히
綾辻行人,아야쓰지 유키토
lecca,lecca
辻あゆみ,츠지 아유미
亀姫 (徳川家康長女),도쿠가와 가메히메
高橋和枝,다카하시 가즈에 
武田奈也,다케다 나나
中澤友秀,나카자와 토모히데
倉田英之,쿠라타 히데유키
金子昇,가네코 노보루
藤原喜明,후지와라 요시아키
江口貴勅,에구치 다카히토
鈴木梅太郎,스즈키 우메타로
松田英樹,마쓰다 히데키
野見山秀樹,노미야마 히데키
中森大介,나카모리 다이스케
石井竜也,이시이 다쓰야
鳩山秀夫,하토야마 히데오
瀬長亀次郎,세나가 카메지로
木村哲昌,키무라 테쓰마사
藤原務,후지하라 쓰토무
三島通庸,미시마 미치쓰네
夏居瑠奈,나츠이 루나
古川ロッパ,후루카와 로파
石原崇兆,이시하라 다카요시
長峯達也,나가미네 타츠야
屋良朝苗,야라 쵸뵤
川村丈夫,가와무라 다케오
大月薫,오쓰키 가오루
宮川冨美子,미야가와 후미코
司修,쓰카사 오사무
千葉卓三郎,치바 타쿠사부로
山本耕史,야마모토 고지
滝脇信敏,다키와키 노부토시
伊奈忠次,이나 다다쓰구
野津田岳人,노쓰다 가쿠토
KAORI.,KAORI
今井遥,이마이 하루카
入江利和,이리에 도시카즈
柳生宗冬,야규 무네후유
池畑慎之介,이케하타 신노스케
未唯mie,미이mie
原田勝弘,하라다 카츠히로
媞子内親王,데이시 내친왕
miray,미레이
鏑木享,카부라기 토루
小池知己,코이케 토시키
徳田球一,도쿠다 규이치
ats-,사토 아쓰시
小谷里歩,고타니 리호
樋口智恵子,히구치 치에코
広庭輝,히로니와 히카루
松裏英明,마쓰우라 히데아키
神田文之,칸다 후미유키
小林祐希,코바야시 유키
橘田いずみ,킷타 이즈미
紫吹淳,시부키 준
大田実,오타 미노루
太田莉菜,오타 리나
織田勝長,오다 카쓰나가
林寛子,하야시 히로코
高橋幸治,타카하시 코지
相島一之,아이지마 카즈유키
小泉親彦,고이즈미 지카히코
伏見知何子,후시미 지사코
今沢哲男,이마사와 테츠오
小関裕太,코세키 유타
水沢奈子,미즈사와 나코
碓井将大,우스이 마사히로
かたせ梨乃,카타세 리노
二葉あき子,후타바 아키코
高田純次,타카다 준지
梅宮アンナ,우메미야 안나
佐古正人,사코 마사토
織田秀孝,오다 히데타카
加古隆,가코 다카시
千葉雄大,치바 유다이
阿比留李帆,아비루 리호
高木惣吉,타카기 소키치
阿部正次,아베 마사쓰구
阿部忠秋,아베 다다아키
前塚あつし,마에즈카 아쓰시
ちあきなおみ,치아키 나오미
中川健藏,나카가와 겐조
伊藤梅子,이토 우메코
久宝留理子,구보 루리코
藤原基衡,후지와라노 모토히라
赤﨑千夏,아카사키 치나츠
藤田田,후지타 덴
高梁碧,타카하시 아오
大達茂雄,오다치 시게오
広田レオナ,히로타 레오나
田中浩康,다나카 히로야스
福原遥,후쿠하라 하루카
遠野あすか,토노 아스카
パパイヤ鈴木,파파이야 스즈키
山崎樹範,야마자키 시게노리
佐藤千夜子,사토 치야코
芝原チヤコ,시바하라 치야코
立野千代里,다테노 지요리
船原長生,후루하라 조세이
本郷功次郎,혼고 코지로
入来祐作,이리키 유사쿠
安芸乃島勝巳,아키노시마 가쓰미
野田圭一,노다 케이이치
織田信時,오다 노부토키
池田駿介,이케다 슌스케
山縣伊三郎,야마가타 이사부로
山田満知子,야마다 마치코
炭谷銀仁朗,스미타니 긴지로
中村伸郎,나카무라 노부오
阿井莉沙,아이 리사
田中栄三,다나카 에이조
木村山守,기무라야마 마모루
木下紗華,키노시타 사야카
エリアナ・パヴロワ,기리시마 에리코
桜場コハル,사쿠라바 코하루
Aimer,Aimer
平愛梨,다이라 아이리
バーンズ勇気,번즈 유키
手塚ちはる,테즈카 치하루
福田昭夫,후쿠다 아키오
松苗あけみ,마쓰나에 아케미
髙田三郎,다카타 사부로
澤田亜紀,사와다 아키
小磯良平,고이소 료헤이
今野敏,곤노 빈
平坂読,히라사카 요미
るろお,루로오
日日日,아키라
川島大地,가와시마 다이치
今井大悟,이마이 다이고
徳永愛,토쿠나가 아이
会田雄次,아이다 유지
早船愛子,하야후네 아이코
島尻安伊子,시마지리 아이코
七森美江,나나모리 미에
根岸明美,네기시 아케미
野田朱美,노다 아케미
須藤理彩,스도 리사
匡,나가세 다스쿠
岡田可愛,오카다 가와이
小菅真美,코스게 마미
岩坪理江,이와츠보 리에
桑江咲菜,쿠와에 사키나
渡辺秀央,와타나베 히데오
永井大,나가이 마사루
福井未菜,후쿠이 미나
市川洋介,이치카와 요스케
神崎大輔,칸자키 다이스케
菊池大介,기쿠치 다이스케
梅井大輝,우메이 다이키
小泉和裕,고이즈미 가즈히로
榎田大樹,에노키다 다이키
尾泉大樹,오이즈미 다이키
下山吉光,시모야마 요시미츠
森福允彦,모리후쿠 마사히코
橋本愛,하시모토 아이
白亜右月,하쿠아 우게츠
吉田大八,요시다 다이하치
石井光次郎,이시이 미쓰지로
和田義盛,와다 요시모리
木原均,기하라 히토시
大田洋子,오타 요코
外岡えりか,도노오카 에리카
キローラン木鈴,기로란 콜린
山本喧一,야마모토 겐이치
渡邉泰憲,와타나베 야스노리
滑川康男,강남
土居明夫,도이 아키오
乾大知,이누이 다이치
北村昭博,키타무라 아키히로
佐藤晃大,사토 아키히로
長島昭久,나가시마 아키히사
川野直輝,카와노 나오키
渡辺梓,와타나베 아즈사
山川浩,야마카와 히로시
安田靫彦,야스다 유키히코
黒沢あすか,쿠로사와 아스카
青木富夫,아오키 토미오
大矢明彦,오야 아키히코
竹重安希彦,다케시게 아키히코
柴木丈瑠,시바키 다케루
橋本淳,하시모토 아츠시
成嶋竜,나루시마 류
佐藤隆治,사토 류지
赤座直保,아카자 나오야스
速水御舟,하야미 교슈
HIMA,HIMA
石川真,이시카와 신
比志島義輝,히시지마 요시테루
中井広恵,나카이 히로에
松岡康暢,마쓰오카 야스노부
渡部恭久,야스히사 와타나베
村田安司,무라타 야스지
遠藤康子,엔도 야스코
ダイシ・ダンス,다이시 댄스
山際大志郎,야마기와 다이시로
羽黒山政司,하구로야마 마사지
安念山治,안넨야마 오사무
飯島肇,이이지마 하지메
山田大治,야마다 다이지
諸星大二郎,모로호시 다이지로
太寿山忠明,다이주야마 다다아키
隆大介,장명남
渡大生,와타리 다이키
木下優樹菜,기노시타 유키나
伴淳三郎,반 준자부로
朝日大輔,아사히 다이스케
早川大輔,하야카와 다이스케
有馬頼寧,아리마 요리야스
浦彩恵子,우라 사에코
前尾繁三郎,마에오 시게사부로
鳴瀬シュウヘイ,나루세 슈헤이
菅田俊,스가타 슌
西村明宏,니시무라 아키히로
野田明弘,노다 아키히로
佐野信義,사노 노부요시
山地元治,야마지 모토하루
安東明雄,안도 아키오
千疋美徳,센비키 요시노리
三原直樹,미하라 나오키
美尾敦,미오 아쓰시
須藤安紀子,스도 아키코
中井大介,나카이 다이스케
樹森大介,기모리 다이스케
村川大介,무라카와 다이스케
田中六助,다나카 로쿠스케
桑原隆,구와하라 다카시
弦巻健人,쓰루마키 겐토
常澤聡,도키자와 사토시
楠瀬章仁,구스노세 아키히토
北村明子,기타무라 아키코
塗師亮,누리시 료
水原大樹,미즈하라 히로키
小林寛,고바야시 히로시
黒田東彦,구로다 하루히코
森陽一,모리 요이치
渡洋史,와타리 히로시
野島昭生,노지마 아키오
野沢太三,노자와 다이조
細川大輔,호소카와 다이스케
伊藤大介,이토 다이스케
石津大介,이시즈 다이스케
小林眞紀,코바야시 마키
上杉隆,우에스기 다카시
嶽本野ばら,다케모토 노바라
千葉善紀,치바 요시노리
