George Washington,乔治·华盛顿
Horace Newton Allen,霍勒斯·艾伦
Karin Slaughter,卡琳·斯勞特
Paddy Driscoll,帕蒂·德里斯科尔
J. Presper Eckert,約翰·皮斯普·埃克特
Jack Black,傑克·布萊克
Bruce Cumings,布魯斯·卡明斯
Alexander Vershbow,亚历山大·弗什博
Justin Kirk,賈斯汀·柯克
Jaroslav Pelikan,雅罗斯拉夫·帕利坎
Scott Adams,斯科特·亚当斯
María Rosa Lida de Malkiel,玛丽亚·罗莎·莉达·德·马尔基尔
John L. Kelley,约翰·L·凯利
Hannah Ocuish,漢娜·阿庫希
Nancy Kwan,關南施
Harold Arlen,哈罗德·阿伦
Kirk Hammett,柯克·哈米特
Michael Vick,迈克尔·维克
Piers Sellers,皮尔斯·塞勒斯
Tyler Hamilton,泰勒·汉密尔顿
"Larry Johnson (basketball, born 1969)",拉里·约翰逊·(1969年)
James Steinberg,詹姆斯·斯坦伯格
Larry Silverstein,拉里·希尔弗斯坦
Bob Sapp,鲍伯·萨普
Regis Philbin,雷吉斯·菲爾賓
Mary Ball Washington,瑪麗·鮑爾·華盛頓
"Kevin Martin (basketball, born 1983)",凱文·馬丁·(籃球運動員)
Frank Bunker Gilbreth,弗蘭克·邦克·吉爾布雷斯
Robert Carradine,羅伯特·卡拉定
Dan Osman,丹·奥斯曼
Billy Sheehan,比利·席恩
Emanuel Ax,伊曼纽尔·艾克斯
Vance D. Brand,文斯·布兰德
Melinda French Gates,梅琳达·盖茨
Amy Chua,蔡美儿
Frances Marion,弗朗西丝·马里恩
Don Oberdorfer,唐·奥伯道夫
David Duchovny,大衛·杜考夫尼
Mike Johanns,迈克·约翰斯
Don Bluth,唐·布鲁斯
Kathy Castor,凱西·卡斯特
Wale (rapper),威爾·(饒舌歌手)
Sheila Echols,希拉·埃科尔斯
James Rosenquist,詹姆斯·羅森奎斯特
Edwin Stanton,埃德温·斯坦顿
Frank Murkowski,法蘭克·穆考斯基
Matt Czuchry,马特·朱克瑞
Daniella Monet,丹妮埃拉·莫内特
Kathryn D. Sullivan,凯瑟琳·苏利文
Lynn Westmoreland,林恩·威斯特摩蘭
Chick Webb,奇克·韋伯
Fisher Stevens,費舍·斯蒂文斯
Leisha Hailey,蕾莎·海利
David Ausubel,大卫·奥苏伯尔
Mike Turner,麥克·特納
Neil Shubin,尼尔·舒宾
Tyler Clary,泰勒·克萊里
Nancy Kassebaum,南希·卡斯鲍姆
Courtney Hunt,考特尼·亨特
Lemony Snicket,雷蒙尼·史尼奇
Macklemore,麥可莫
Brian Higgins,布萊恩·希金斯
Kenneth Anger,肯尼思·安格
Raphael Lemkin,拉斐爾·萊姆金
Jerry Nadler,傑里·納德勒
Amy Grant,艾米·格兰特
Ann Kiyomura,安·清村
Virginia Foxx,維吉尼亞·福克斯
Faith Hill,菲丝·希尔
William H. Prescott,威廉·普雷斯科特
Rube Goldberg,魯布·戈德堡
Kevin Hodges (baseball),凱文·哈吉斯
Peter Falk,彼得·福克
Andrew Keegan,安德魯·基根
Michiko Kakutani,角谷美智子
Jill Trenary,吉尔·特雷纳里
Margot Adler,玛戈特·阿德勒
Andrew Kevin Walker,安德鲁·凯文·沃克
Andrew H. Knoll,安德鲁·H·诺尔
Cornelius Ryan,考李留斯·雷恩
John Greenleaf Whittier,約翰·格林里夫·惠蒂埃
Virginia Apgar,維珍尼亞·阿普伽
Sara Evans,莎拉·埃文斯
Jared Leto,杰瑞德·莱托
Serj Tankian,塞尔日·坦基扬
Wentworth Miller,溫特沃思·米勒
Ethan Hawke,伊森·霍克
Theodore Dreiser,西奥多·德莱赛
Walton Walker,沃爾頓·沃克
André Aciman,安德列·艾席蒙
Tom Rooney (Florida politician),湯姆·魯尼
Stephen Root,斯蒂芬·魯特
Justin Henry,賈斯汀·亨利
O. J. Mayo,O·J·梅奥
Alvin Baldus,阿爾文·巴爾杜斯
Alvin Ailey,艾文·艾利
James Marsden,詹姆斯·馬斯登
Ed Begley Jr.,小埃德·貝格里
Winston Groom,温斯顿·葛鲁姆
Hal Connolly,哈尔·康诺利
David Swinson Maynard,戴维·斯温森·梅纳德
Donna Karan,唐娜·卡兰
C. Thomas Howell,C·托马斯·豪威尔
Graham Patrick Martin,格雷厄姆·帕特里克·马丁
Cass Gilbert,卡斯·吉尔伯特
Bai Ling,白靈·(演員)
Roman Vishniac,羅門·維許尼亞克
Krystal Jung,鄭秀晶
Lara Flynn Boyle,勞拉·弗林·博伊爾
Dustin Nippert,达斯汀·尼珀特
Mark Kiefer,馬克·基弗
Conan O'Brien,柯南·奥布莱恩
Brian Ching,程拜仁
Michio Kaku,加來道雄
Mitch Talbot,米奇·塔爾博特
Christine Chubbuck,克莉絲汀·查伯克
Jonathan Larson,強納生·拉森
Mika Brzezinski,米卡·布熱津斯基
Joe Morello,喬·莫雷略
Jim Croce,吉姆·克羅斯
Arthur St. Clair,阿瑟·聖克萊
DeMarcus Cousins,德马库斯·考辛斯
Bill Finger,比尔·芬格
Oliver P. Smith,奧利弗·普林斯·史密斯
Neil Patrick Harris,尼爾·柏德烈·夏里斯
Gary Rath,蓋瑞·拉斯
Gillian Anderson,吉蓮·安德森
Benjamin Tucker,班傑明·塔克
Charles Manson,查尔斯·曼森
Richard Pipes,理查德·派普斯
Alvin York,艾文·約克
Gwendoline Yeo,杨时贤
Irene Rosenfeld,艾琳·羅森費爾德
Alvin Harrison,阿尔文·哈里森
Alvin Hansen,阿爾文·漢森
Don LaFontaine,唐·拉方丹
David Rees Snell,大衛·里斯·斯內爾
Alvin Robertson,阿爾文·羅伯遜
Paul Guilfoyle,保罗·加法叶
Alvin M. Weinberg,阿尔文·温伯格
Keith Haring,凱斯·哈林
Anand Jon,安納·瓊·亞歷山大
Teddy Wilson,泰迪·威爾森
Mundell Lowe,芒德尔·罗威
Norman L. Bowen,诺曼·L·鲍温
Elizabeth Hawley,伊莉莎白·霍利
Daniel Kirkwood,丹尼爾·柯克伍德
Faith Prince,费丝·普林斯
Lillie Leatherwood,莉莉·莱瑟伍德
Robert L. Johnson,羅拔·路易·莊臣
Kevin Reynolds (director),凯文·雷诺兹·(导演)
John Perkins (author),約翰·柏金斯
Bud Houser,巴德·豪泽
John A. Wickham Jr.,小约翰·A·威克姆
Luke Walton,卢克·沃顿
Glenne Headly,格伦妮·海德利
Colm Feore,科魯姆·費奧瑞
Raymond Leo Burke,雷蒙·良·柏克
Gil Hodges,吉爾·霍吉斯
Klete Keller,克莱特·凯勒
Stuart Kauffman,斯图亚特·考夫曼
Renee Ellmers,勒妮·埃爾姆斯
Donn F. Eisele,唐·埃斯利
John W. Snow,約翰·威廉·史諾
Josephine McKim,约瑟芬·麦金
James Smith Bush,占士·史密斯·布殊
Theo Ratliff,西奥·拉特利夫
Steve Christoff,史蒂夫·克里斯托夫
Colin Ferguson,科林·弗格森
Kenneth Rexroth,肯尼斯·雷克斯雷斯
Fred Willard,佛莱德·威拉特
Kevin Nealon,凱文·尼龍
Marsha Blackburn,玛莎·布莱克本
Larry Drake,赖瑞·卓克
William Jacoby (actor),比利·簡恩
Daniel Gilbert (psychologist),丹尼尔·T·吉尔伯特
Kane Hodder,肯恩·哈德
Antoine Fuqua,安东尼·福奎阿
Patrick Fugit,派翠克·福吉特
Marion Zimmer Bradley,玛丽昂·齐默·布拉德利
Susanne Blakeslee,苏珊·布莱克史利
Robert Morris (artist),罗伯特·莫里斯
Clarence Gamble (tennis),克拉伦斯·甘布尔
Paul Ilyinsky,保罗·季米特里耶维奇·罗曼诺夫斯基-伊林斯基
Jhumpa Lahiri,鍾芭·拉希莉
Michael Chapman (cinematographer),迈克尔·查普曼
Chris Bootcheck,克里斯·布卻克
Henry Thomas,亨利·托馬斯
Young John Allen,林樂知
Alexander Shulgin,亚历山大·舒尔金
Clarence Darrow,克拉倫斯·丹諾
Ted Strickland,泰德·史垂克蘭德
Lin Shaye,琳·雪伊
Jeremy Sisto,傑瑞米·西斯托
Elizabeth Cady Stanton,伊麗莎白·凱迪·斯坦頓
Annie Edson Taylor,安妮·埃德森·泰勒
Lee Alvin DuBridge,李·阿尔文·杜布里奇
Ailee,李艺真
Jane Roberts,珍·羅伯茲
Tyler Lumsden,泰勒·拉姆斯登
Emmett Till,爱默特·提尔
Anatole Katok,安纳托利·卡托克
Andrew Rein,安德鲁·赖因
William Goldman,威廉·戈德曼
Grandmaster Flash,閃耀大師
Payne Stewart,佩恩·史都華
Glenn Eller,格伦·埃勒
Walton Goggins,華頓·哥金斯
William Kennedy Dickson,威廉·肯尼迪·迪克森
Seth Greisinger,西斯·格瑞辛格
Martha Graham,瑪莎·葛蘭姆
Robert Sink,羅拔·辛克
Anne-Marie Slaughter,安妮-玛丽·斯劳特
Christina Chang,張韻明
Nathan Hale,内森·黑尔
Joy Davidman,海伦·乔依·戴维德曼
Hazel R. O'Leary,黑泽尔·奥利里
Andrew Sarris,安德鲁·萨里斯
Andrew Rock,安德鲁·罗克
Bernard Williams (sprinter),伯纳德·威廉斯·(1978年)
Owen Garriott,欧文·加里欧特
Stephen W. Bosworth,斯蒂芬·博斯沃思
Fethullah Gülen,法图拉·居连
Margaret Landon,瑪格麗特·蘭登
Arthur L. Horwich,阿瑟·霍里奇
Kerson Huang,黃克孫
Barbara Cubin,芭芭拉·庫班
Roger Spottiswoode,羅傑·史波提斯伍德
Leinier Domínguez,莱涅尔·多明格斯
Donald Fagen,唐納·費根
Andy Harris (politician),安迪·哈里斯
John Phillips (musician),約翰·菲利普斯
Henry Luce,亨利·鲁斯
Steny Hoyer,斯坦利·霍耶
Kenneth Chenault,肯尼斯·錢納特
Steve Chabot,史蒂夫·夏波
Dirk Brouwer,德克·布劳威尔
Diedrich Bader,狄爾里奇·巴德
Richard Kind,理查·坎德
Jessie R. Fauset,杰西·雷德蒙·福塞特
Tom Harkin,湯姆·哈金
Constance Cummings,康斯坦丝·卡明斯
Theodore Roosevelt Jr.,西奧多·羅斯福三世
Beezie Madden,比齐·马登
Esther Rolle,埃丝特·罗尔
Henry Lee III,亨利·李三世
Marjorie Merriweather Post,馬喬莉·梅里韋瑟·波斯特
Sam Graves,山姆·格拉維斯
Doc Watson,多克·沃森
Frankie Valli,弗兰基·瓦利
American McGee,亚美利坚·麦基
Ursula Burns,烏蘇拉·伯恩斯
Michael Landes,邁克·蘭德斯
Steve Buyer,史提夫·拜耳
Fan Chung,金芳蓉
Kevin Michael Richardson,凯文·迈克尔·理查森
Jay Garner,傑伊·加納
Jackson Vroman,杰克逊·弗罗曼
Brian Joo,朱玟奎
Elaine Fuchs,伊莱恩·富克斯
Charles Carroll of Carrollton,查尔斯·卡罗尔
William F. Dean,威廉·弗里希·迪安
John R. Hodge,约翰·R·霍奇
Harry Harrison (writer),哈里·哈里森
Alfonso Gomez-Rejon,艾方索·戈梅茲-雷瓊
Andrew Taylor Still,安德魯·泰勒·斯提耳
Marvin Williams,马文·威廉姆斯
Guy Kawasaki,盖伊·川崎
Stuart Hameroff,史都華·哈默洛夫
Chris Zylka,克里斯·澤爾卡
Andrew Shue,安德魯·舒
Duane Causwell,杜恩·考斯威尔
Andrew Strominger,安德鲁·施特罗明格
Shelby Cannon,谢尔比·坎农
Kristi Noem,克里斯蒂·诺姆
Marco Beltrami,馬可·貝爾特拉米
Mike Quigley,麥克·奎格利
Thomas Horsfield,托马斯·霍斯菲尔德
Albert Fish,亞伯特·費雪
James Wolk,詹姆士·沃克
Pig-Pen,乒乓·(花生漫畫)
Gretchen Rush,格蕾琴·拉什
Paula Lynn Cao Hok,宝拉·琳·考·霍克
Rodney Stuckey,罗德尼·斯塔基
Henry Ford II,亨利·福特二世
Nicholas Pileggi,尼古拉斯·派勒吉
Aly Wagner,阿莉·瓦格纳
Eytan Fox,伊藤·福克斯
Helen Quinn,海倫·奎恩
Erik Paulsen,埃瑞克·保爾森
Lou Thesz,路·塞茲
Anna Sten,安娜·斯坦
Anthony Gatto,安東尼·加托
Son Ho-young,孫昊永
Kevin Smith,凯文·史密斯
Jay Kim,金昌準
Amber Liu (singer),劉逸雲
Catherine Hardy Lavender,凯瑟琳·哈迪
Eric Stonestreet,艾力克·斯通斯特里特
Chien-Shiung Wu,吴健雄
Barbara Jones (sprinter),芭芭拉·琼斯
Mary Carew,玛丽·卡鲁
James Van Fleet,詹姆斯·范佛里特
Haley Joel Osment,哈利·喬·奧斯蒙
George Hill (basketball),乔治·希尔·(篮球运动员)
George Jones,乔治·琼斯
Tim Tebow,提姆·提伯
Ruslan Medzhitov,鲁斯兰·麦哲托夫
Nazí Paikidze,娜芝·派基泽
Ezra Miller,埃兹拉·米勒
Ralph Metcalfe,拉尔夫·梅特卡夫
Dusa McDuff,杜薩·麥克多夫
Corey Maggette,科里·马盖蒂
Tyler Hansbrough,泰勒·汉斯布鲁
Kevin Dillon,凱文·迪倫
Judah P. Benjamin,犹大·本杰明
Betty Lennox,贝蒂·伦诺克斯
Marilyn Miller,玛丽莲·米勒
Maya Deren,玛雅·黛伦
Alyson Dudek,艾莉森·杜德克
Edward MacDowell,爱德华·麦克道威尔
Lisa Randall,麗莎·藍道爾
Constance Reid,康斯坦丝·瑞德
Richard Sennett,理查·桑內特
Beulah Bondi,比拉·邦迪
Teresa Brewer,特雷莎·布鲁尔
Nathan Lane,納坦·朗
Don McNeill (tennis),唐·麦克尼尔
Coral Browne,卡罗尔·布朗
Jeff Baxter,傑夫·巴克斯特
Herman Cain,赫尔曼·凯恩
Alexander Gretchaninov,亚历山大·格列恰尼诺夫
Andrew Valmon,安德鲁·瓦尔蒙
Ander Crenshaw,安德·克倫肖
Arthur Rosenkampff,阿瑟·罗森坎普夫
Eugene Wright,尤金·賴特
Willis Augustus Lee,威利斯·李
John Corigliano,约翰·科里利亚诺
Safra Catz,凱芝
Tobe Hooper,陶比·胡柏
Chyna,柴娜
Mike Stamm,迈克·施塔姆
Ted Sorensen,泰德·索伦森
Jeannette Walls,珍娜·沃爾斯
Edward Joseph Kelly,愛德華·約瑟夫·凱利
Alyssa Naeher,阿莉莎·内赫尔
Nechama Tec,尼查马·泰克
Frank Costello,法蘭克·卡斯特羅
Diana Vreeland,黛安娜·佛里蘭
Harry Hopkins,哈里·霍普金斯
Rosemary Clooney,萝丝玛丽·克鲁尼
Aristid Lindenmayer,阿里斯蒂德·林登麦伊尔
Dennis Hwang,黃正穆
Sentry (Robert Reynolds),哨兵·(漫画)
Henry Morgenthau Jr.,小亨利·摩根索
Nona Gaye,諾娜·蓋伊
Steve Zahn,史提夫·扎恩
Kate DiCamillo,凯特·迪卡米洛
Richard Thomas (actor),理查·托馬斯
Derek Parra,德里克·帕拉
Jay Mohr,傑·摩爾
Dan Lipinski,丹·李賓斯基
Bob Seagren,鲍勃·西格伦
Ali Krieger,阿莉·克里格
Mae Faggs,梅·法格斯
Frank Shorter,弗兰克·肖特
Ed Koch,郭德華·(美國)
David Dinkins,戴維·丁金斯
Caroline Zhang,張圓圓·(運動員)
George Dewey,乔治·杜威
Max Weinreich,馬克斯·魏因賴希
Thomas Calabro,托馬斯·卡拉布羅
Gwen Verdon,格温·弗登
Andray Blatche,安德雷·布拉切
Gracie Gold,格雷西·戈爾德
Jimmy Hart,吉米·哈特
Teddy Dunn,泰迪·鄧恩
Julie Ann Emery,茱莉·安·艾瑪莉
Edgar Leonard,埃德加·伦纳德
David Twohy,大衛·托伊
David Halberstam,大衛·哈伯斯坦
John Ensign,約翰·恩賽
Bob Orton Jr.,小巴布·歐頓
Daniel Henney,丹尼爾·海尼
Diane Ackerman,黛安·艾克曼
Sydney Leroux,悉妮·勒鲁
Ann E. Dunwoody,安·E·邓伍迪
Andre Drummond,安德烈·卓蒙德
Learned Hand,勒恩德·汉德
Yang Yong-eun,梁容银
James Rollins,詹姆士·羅林斯
James Avery,詹姆斯·艾弗里
Darren Lynn Bousman,戴倫·連恩·布斯曼
Cameron Mitchell (actor),卡梅倫·米歇爾·(演員)
Andre Ward,安德烈·沃德
Jay Miller (basketball),杰伊·米勒
Tom Coburn,湯姆·科博恩
Ramon Sessions,拉蒙·塞申斯
Paul Scully-Power,保罗·斯库里·巴瓦
C. Douglas Dillon,C·道格拉斯·狄龙
Diahnne Abbott,戴安娜·阿伯特
August Derleth,奥古斯特·德雷斯
Greg Antonacci,格雷格·安東納奇
Jermareo Davidson,杰玛里奥·戴维森
David R. Ellis,戴维·理查德·埃利斯
Fabian Johnson,法比安·莊臣
Andre Miller,安德烈·米勒
Andre Phillips,安德烈·菲利普斯
Leo Ryan,里奧·瑞恩
Richard Bassett (Delaware politician),理查德·巴塞特
Luis Yáñez,路易斯·亚涅斯
Gordon Tullock,戈登·圖洛克
Sue Price,蘇·普萊斯
Gabrielle Zevin,嘉布莉·麗文
Nancy Wilson (jazz singer),南希·威尔森
Robert Mulligan,罗伯特·马利根
Holcombe Ward,霍尔库姆·沃德
Paul Romer,保罗·罗默
Andy Walker (basketball),安祖·馬田·獲加
C. Gordon Fullerton,戈尔登·福勒顿
Roshown McLeod,罗肖恩·麦克劳德
Frank Irons,弗兰克·艾恩斯
Chuck Hayes,查克·海耶斯
Nick Hysong,尼克·海松
Mari Pehkonen,玛丽·佩赫科宁
Laura Wilkinson,劳拉·威尔金森
G. Arthur Cooper,G·亚瑟·库珀
Toby Kimball,托比·金博尔
Chris Richard (basketball),克里斯·理查德
Daniel Kleppner,丹尼尔·克莱普纳
Kerry Kennedy,凯莉·肯尼迪
Ray LaHood,雷·拉胡德
Andrea M. Ghez,安德烈娅·盖兹
Carl Robie,卡尔·罗比
Immanuel Wallerstein,伊曼纽尔·沃勒斯坦
Mark Hanna,马克·汉纳
Herman Frazier,赫尔曼·弗雷泽
Robin Thicke,罗宾·西克
Roberto Orci,罗伯托·奥利奇
Christine Korsgaard,克里斯汀·柯斯嘉德
Robert A. Taft,罗伯特·A·塔夫脱
George Nelson (astronaut),乔治·尼尔森
Robert F. Overmyer,罗伯特·欧沃米尔
Lee Calhoun,李·卡尔霍恩
George Voinovich,喬治·沃伊諾維奇
Mancur Olson,曼瑟尔·奥尔森
David Axelrod (political consultant),大衛·阿克塞爾羅
Dennis Dugan,丹尼斯·杜根
Frank Carlucci,弗蘭克·卡魯奇
Kenny Chesney,肯尼·切斯尼
Patricia Miranda,帕特里夏·米兰达
David Vitter,大衛·維特
Kaitlyn Dever,凯特琳·德弗
R. Nicholas Burns,尼古拉斯·伯恩斯
Benjamin Peirce,本杰明·皮尔斯·(数学家)
Fredric Wertham,弗雷德里克·魏特汉
Philip Francis Thomas,菲利普·弗朗西斯·托马斯
Craig Sheffer,克萊格·謝菲爾
Wes Ramsey,韋斯·拉姆齊
Emanuel Derman,伊曼纽尔·德曼
Linda Lavin,琳达·拉文
Mariette Hartley,玛丽埃特·哈特利
Paul Rand,保罗·兰德
Theodore Gill,西奥多·吉尔
Joel Osteen,約爾·歐斯汀
Jon Elster,约恩·埃尔斯特
Jerrie Mock,杰丽·莫克
Tom Everett Scott,湯姆·埃弗瑞特·斯科特
Albert Ghiorso,艾伯特·吉奥索
Edgar Lee Masters,埃德加·李·马斯特斯
Charles Horton Cooley,查爾斯·庫利
Greg Vaughan,格雷格·沃恩
Josh Henderson,喬許·亨德森
Jane Mouton,簡·斯里格利·莫頓
Andrzej Bartkowiak,安德瑞·巴寇亞克
Matthew Ridgway,马修·李奇威
Ronald Speirs,羅納德·史比爾
Christopher R. Hill,克里斯托弗·罗伯特·希尔
Garrett Weber-Gale,加勒特·韦伯-盖尔
Colson Whitehead,科爾森·懷特黑德
Richard Lerner,理查德·勒纳
Desmond Howard,戴斯蒙德·霍華德
David M. Raup,大卫·劳普
Kaffe Fassett,凱菲·法瑟特
Julia Butterfly Hill,茱莉亞·伯特弗萊·希爾
J. R. Celski,杰·亚·塞斯基
Henrietta Hill Swope,亨麗埃塔·希爾·斯沃普
Anthony Mackie,安东尼·麦凯
Harry R. Truman,哈里·R·杜鲁门
Terry McDermott (speed skater),特里·麦克德莫特
Young-Oak Kim,金永玉
Edward Almond,爱德华·阿尔蒙德
Nicole Jung,鄭龍珠
John Burgess (political scientist),约翰·伯格斯
Rick Baker,里克·贝克
William Atherton,威廉·阿瑟頓
Dean Conant Worcester,迪安·科南特·伍斯特
Susan Kohner,苏姗·科纳
Deadshot,死亡射手
John Lone,尊龍
Channing Frye,钱宁·弗莱
Eddie Adams (photographer),艾迪·亚当斯
Francis Xavier Ford,福尔德
Yoon Mi-rae,尹未來
James Stockdale,詹姆斯·史托戴爾
Sarah Connor (Terminator),莎拉·康納
Thirteen (House),蕾蜜·海德利
Lester Germer,雷斯特·革末
Robert L. Gibson,罗伯特·吉布森
Barney Kessel,巴尼·凯瑟尔
Paul Theroux,保羅·索魯
Rob Estes,羅伯·埃斯特斯
Victor Grinich,维克多·格里尼克
Warren Weaver,沃倫·韋弗
Alex Band,艾力克斯·班德
Anita Sarkeesian,阿妮塔·萨克伊西恩
Nick Collison,尼克·科里森
Joshua Gomez,約書亞·戈麥斯
Archie Dees,阿奇·迪斯
Invisible Woman,隱形女俠
Susan Glaspell,苏珊·格拉斯佩尔
Moon Tae-jong,文泰钟
Jennifer Tilly,珍妮佛·提莉
Sanjay Gupta,桑賈伊·古普塔
Rebecca Blank,丽贝卡·布兰克
Peter Cetera,彼得·塞特拉
Claire Lee Chennault,克萊爾·李·陳納德
Kay Granger,凱·格蘭傑
Tobias Wolff,托拜厄斯·沃尔夫
Andreas Albrecht (cosmologist),安德烈亚斯·阿尔布雷克特
Utami Kinard,梁碧媛
Juwan Howard,朱万·霍华德
Ty Lawson,泰·劳森
Margaret Varner Bloss,瑪格麗特·華納
George W. Romney,喬治·羅姆尼·(州長)
John Prine,约翰·普莱恩
George Henry Peters,喬治·亨利·彼得斯
Eric Cantor,埃瑞克·康特
Brewster H. Shaw,布鲁斯特·肖
Arlie Russell Hochschild,亞莉·霍奇查爾德
No Kum-sok,盧今錫
Richard Simmons,理查德·西蒙斯
Alan Ruck,阿蘭·拉克
Derrick Favors,德瑞克·費沃斯
Jimmy Butler,吉米·巴特勒
Sharon Creech,莎朗·克里奇
Sam Walton,山姆·沃尔顿
Andy Richter,安迪·里希特
Linton Johnson,林顿·约翰逊三世
Carly Chaikin,卡莉·查肯
Ching Wan Tang,邓青云
Joe Corona,喬·科羅納
Annette Peacock,安內特·皮考克
Joe Smith (basketball),乔·史密斯
Jamie Redman,杰米·雷德曼
Marion Nestle,玛丽昂·内斯特尔
Ma Dong-seok,馬東石
Larry Coryell,拉里·科耶爾
Tommy Flanagan,湯米·佛萊納根
Christopher Masterson,克里斯托弗·馬斯特森
Marlon Garnett,马龙·加内特
Cary Joji Fukunaga,凯瑞·福永
Michael Tilson Thomas,邁可·提爾森·湯瑪斯
Anna Goodale,安娜·古德尔
Harvey Weinstein,哈維·溫斯坦
Charlie White (figure skater),查理·懷特
Doug Sharp,道格·夏普
Raymond Smith Dugan,雷蒙德·史密斯·杜根
Bobby Reynolds,博比·雷諾茲
Doug Brochu,道·布羅許
Peter Schiff,彼得·希夫
Hans Zinsser,汉斯·津瑟
Kristen Connolly,克莉絲汀·康諾利
Laura Shigihara,劳拉·鴫原
MC Eiht,MC·Eiht
George Whitefield Chadwick,乔治·查德威克
Robert George Harrington,羅伯特·喬治·哈靈頓
Marcus Brown,马库斯·布朗
Maggie L. Walker,玛姬·L·沃克
John F. Tefft,约翰·F·特福特
Kelly Blatz,凱利·布拉茨
Logan Ondrusek,羅根·昂德魯塞克
Richard A. Muller,理查德·穆勒
Donald Petrie,唐納德·佩特瑞
Bruce Buck,布鲁斯·巴克
Brooks Robinson,布魯克斯·羅賓森
Bob Iger,羅伯特·艾格
Charles Grandison Finney,查爾斯·芬尼
Maxie Parks,马克西·帕克斯
Chad Trujillo,乍德·特魯希略
Albert George Wilson,艾伯特·喬治·威爾遜
David Dunbar Buick,大衛·邓巴·别克
Howard Cedar,霍华德·锡达
Stephen P. Hempstead,斯蒂芬·亨普斯特德
Trajan Langdon,特拉詹·兰登
Leonard Hofstadter,伦纳德·霍夫斯塔特
David Cain (character),戴维·凯恩·(漫画)
Steve Kagen,史提夫·卡根
Isabella Karle,伊莎贝拉·卡乐
William Baumol,威廉·鮑莫爾
Stephen Ross (economist),斯蒂芬·罗斯
Stephen Schwartz,斯蒂芬·施瓦茨
Beals Wright,比尔斯·赖特
Albert Gallatin,艾伯特·加勒廷
Tom Brown (tennis),汤姆·布朗
Bernard Hopkins,伯纳德·霍普金斯
Mark Dayton,马克·代顿
Flex Wheeler,弗萊克斯·惠勒
Halston Sage,豪斯顿·塞奇
Kevin Kim,凱文·金
William Bates (physician),威廉·贝茨
Nancy Cartwright (philosopher),南希·卡特萊特·(哲學家)
Ashrita Furman,阿什利塔·福曼
Jack Markell,傑克·馬凱爾
Spencer R. Weart,斯宾塞·R·沃特
George Mason,喬治·梅森
Clayton Kershaw,克萊頓·克蕭
Duke Aiona,杜克·艾欧纳
Icko Iben,艾科·伊本
Susan Lindquist,苏珊·林德奎斯特
Vincent Pastore,樊尚·帕斯托雷
Francis Preserved Leavenworth,法蘭斯·萊文沃思
Ira Sprague Bowen,艾拉·斯普拉格·鲍恩
Benjamin Apthorp Gould,本杰明·阿普索普·古尔德
Tom Watson (golfer),湯姆·沃森·(哥爾夫球手)
Louis Brandeis,路易斯·布蘭迪斯
Anthony Ervin,安東尼·歐文
Lukas Haas,盧卡斯·哈斯
Cole Hauser,科爾·豪瑟
Steve Beshear,史蒂夫·贝希尔
Mario Cuomo,马里奥·库默
Rollie Fingers,羅利·芬格斯
Jim Webb,吉姆·韋伯
Harry Glancy,哈里·格兰西
Frank Kratovil,弗蘭克·克蘭托維爾
John Spratt,約翰·斯普拉特
Matthew Settle,馬修·塞特爾
Tom McCarthy (director),湯瑪士·麥卡錫
Paul Millsap,保罗·米尔萨普
John Janisch,约翰·杰尼施
Patrick Rothfuss,派崔克·羅斯弗斯
Pete Visclosky,皮特·維斯克勞斯基
Udonis Haslem,乌杜尼斯·哈斯勒姆
Louie Gohmert,路易·戈莫特
Ted Poe,泰德·波伊
Charles Daniels (swimmer),查尔斯·丹尼尔斯
Paul K. Benedict,保羅·金恩·班奈狄克
Erkki Ruoslahti,埃尔基·罗斯拉赫蒂
Cornell Woolrich,康奈爾·伍里奇
Alonzo Babers,阿朗佐·巴伯斯
Martín López-Zubero,马丁·洛佩斯-苏韦罗
Wilmer Allison,威尔默·艾利森
Tim Blake Nelson,提姆·布雷克·尼爾森
Matt Joyce (baseball),馬特·喬伊斯
William R. Brownfield,威廉·R·布朗菲爾德
JJ Hickson,J·J·希克森
Sylvanus Morley,西尔韦纳斯·莫利
John Woodruff (athlete),约翰·伍德拉夫
Vincent Matthews (athlete),文斯·马修斯
Edward Livingston,爱德华·利文斯顿
Ray Charles,雷·查尔斯
Rick Berman,赖克·伯曼
Wally O'Connor,沃利·奥康纳
Aron Ralston,艾倫·洛斯頓
Andrei Shleifer,安德烈·施莱费尔
Angus King,安格斯·金
Kathy Bates,凱西·貝茲
Wendy Wyland,温迪·怀兰
Kevin Feige,凱文·費吉
George Andrew Reisner,喬治·安德魯·賴斯納
John Baldacci,約翰·巴爾達齊
Dave Grusin,戴夫·格鲁辛
Richard F. Gordon Jr.,理查德·戈尔登
Dean Winters,狄恩·溫特斯
Joel Asaph Allen,乔尔·阿萨夫·艾伦
Michael Rostovtzeff,米哈伊尔·罗斯托夫采夫
John Hencken,约翰·亨肯
Powers Boothe,鲍尔斯·布思
Ron Jeremy,罗恩·杰里米
Eddie Slovik,埃迪·斯洛維克
Derrick Brew,德里克·布鲁
Ted Chiang,姜峯楠
Eric Close,埃瑞克·克羅斯
Derrick Adkins,德里克·阿德金斯
Jonathan Levin (economist),乔纳森·莱文
Sherburne Wesley Burnham,舍本·卫斯里·伯纳姆
