九龍塘,가우룽통
中国崛起,중국의 시대
天宫二号,톈궁 2호
天津地铁9号线,톈진 지하철 9호선
海思半導體,하이실리콘
澳門特別行政區政府消防局,마카오 소방국
蛇口工业区,서커우
达旺寺,타왕 사원
孙吴县,쑨우현
红旗轿车,훙치 (브랜드)
210国道,국도 제210호선 (중국)
宁波中心,닝보 센터
灵川县,링촨현 (구이린시)
恩平市,언핑시
全州县,취안저우현
河南蒙古族自治县,허난 몽골족 자치현
鄂伦春自治旗,오로촌 자치기
苏州金龙,하이거 버스
兴安盟,싱안맹
香港甲組聯賽,홍콩 1부 리그
香港歷史博物館,홍콩 역사박물관
东经100度线,동경 100도
香港四季酒店,포 시즌스 호텔 홍콩
国务院国有资产监督管理委员会,국무원국유자산감독관리위원회
市政署大樓,민정총서대루
艾马克,아이막
康家语,캉자어
北京协和医学院,베이징 셰허 의학원
紅燒肉,훙사오러우
2013年中国大奖赛,2013년 중국 그랑프리
八达岭站,바다링역
寧波櫟社國際機場,닝보 리서 국제공항
雅鲁藏布江,얄룽창포강
澳門發展隊,MFA 디벨로프먼트
南澎列岛之战,난펑열도 전투
南澳岛之战,난아오 전투
黎阳之战,여양 전투
炮台里,배터리 길
延津之战,연진 전투
東興之戰,동흥 전투
狄道之战,적도 전투
济南战役,지난 전역
329国道,국도 제329호선 (중국)
中华人民共和国户籍制度,후커우 제도
小米集團,샤오미
西双版纳嘎洒国际机场,시솽반나 가사 공항
合和中心,호프웰 센터
歼-5,선양 J-5
呼和浩特白塔国际机场,후허하오터 바이타 국제공항
南宁吴圩国际机场,난닝 우수 국제공항
太子站,프린스 에드워드 역
陆海国际中心,충칭 인터내셔널 트레이드 앤드 코머스 센터
上水站·(香港),성서이역
中国中央电视台新闻频道,CCTV-13
第29届奥林匹克运动会组织委员会,베이징 올림픽 조직위원회
贵阳龙洞堡国际机场,구이양 룽둥바오 국제공항
111国道,국도 제111호선 (중국)
220国道,국도 제220호선 (중국)
325国道,국도 제325호선 (중국)
101国道,국도 제101호선 (중국)
104国道,국도 제104호선 (중국)
328国道,국도 제328호선 (중국)
观致汽车,쿠오로스
香港死刑制度,홍콩의 사형제
曹操攻徐州之战,조조의 서주 침공
澳門死刑制度,마카오의 사형제
八里桥站·(北京市),바리차오역
大连地铁,다롄 지하철
天津开发区导轨电车1号线,톈진 개발구 유도전차 1호선
成都地铁,청두 지하철
佛山地铁,포산 지하철
武汉地铁,우한 지하철
拉巴池,라그바호
昆明地铁,쿤밍 지하철
北桥站,베이차오역
衡山路站·(上海市),헝산루역
通河新村站,퉁허신춘역
金鐘,감중
汉中路站,한중루역
地安門,지안문
恩阳区,언양구
山頂纜車,피크 트램
中国空间站工程,톈궁 계획
北宫门站,베이궁먼역
腌菜,파오차이
新世界第一巴士,신세계제일버스
北京地铁西郊线,베이징 지하철 시자오선
萬宜水庫,하이 아일랜드 저수지
顺丰航空,SF 항공
中國哈薩克族,중국 카자흐족
中国柯尔克孜族,중국 키르기스족
北京市第四中学,베이징 제4중고등학교
北京市第五中学,베이징 제5중고등학교
南區足球會,서던 디스트릭트 FC
北京人民广播电台,베이징인민방송
北京地铁S1线,베이징 지하철 S1선
包頭站,바오터우역
源深体育中心,위안선 스포츠 센터 스타디움
北京现代汽车,베이징 현대자동차
延安西路站·(上海市),옌안시루역
赤峰路站,치펑루역
天朝,천조
济阳区,지양구 (지난시)
明報,명보
鑽石山站,다이아몬드 힐역
鄂爾多斯沙漠,오르도스 사막
奧林匹克體育中心-運動場,이스타지우 캄푸 데스포르티부
清西陵,청서릉
廣廈天都城,톈두청
林萃桥站,린추이차오역
科兴生物,시노백 바이오테크
中國自殺現象,중화인민공화국의 자살
中国电影集团,차이나 필름
南京图书馆,난징 도서관
中国环球电视网·(频道),CGTN (텔레비전 채널)
香港小型巴士,홍콩 미니버스
俄羅斯駐華大使館,주중국 러시아 대사관
中朝鸭绿江界河公路大桥,신압록강대교
图们国境大桥,도문국경대교
圖們江大橋,두만강대교
北苑路北站,베이위안루베이역
北新桥站,베이신차오역
長惠國際大橋,장혜국제대교
京台高速铁路,징타이 고속철도
动物园站·(北京市),동물원역 (베이징)
北京工人自治联合会,북경공인자치연합회
西小口站,시샤오커우역
永泰庄站,융타이좡역
灯市口站,덩스커우역
衛藏方言,중앙 티베트어
香港巴士,홍콩의 버스
亞洲運動會中國代表團,아시안 게임 중화인민공화국 선수단
訊號山,흑두산
佤語,와어
北京地铁昌平线,베이징 지하철 창핑선
长春大学,창춘 대학
倡棋杯,창기배
中南大学,중난 대학
育新站·(北京市),위신역
东风本田汽车,둥펑 혼다
东风柳州汽车,둥펑 류저우 자동차
南京朝天宫,조천궁
东夏,대진국 (여진)
华南师范大学,화남 사범대학
长椿街站,창춘제역
江西财经大学,장시재경대학
南昌大学,난창 대학
成都地铁2号线,청두 지하철 2호선
2012年啟豐二號船員登上釣魚島事件,홍콩 활동가 센카쿠 열도 상륙 사건
北京市郊铁路S2线,베이징 교외철도 S2선
元朗足球會,위안랑 FC
扶余语,부여어
中国中央电视台戏曲频道,CCTV-11
中国中央电视台少儿频道,CCTV-14
舟山群岛,저우산 군도
中国中央电视台音乐频道,CCTV-15
长龙航空,룽에어
东四十条站,둥쓰스탸오역
东四站,둥쓰역
东山区·(广州市),둥산구 (광저우시)
北京体育大学,베이징 체육대학
鹰联航空,유나이티드 이글 항공
幅巾,복건 (복식)
长沙学院,창사 학원
车公庄站,처궁좡역
寶路華足球隊,부로바 SA
京东集团,징동닷컴
中印边界问题,인도-중국 국경 분쟁
青岛海利丰足球俱乐部,칭다오 하이리펑
广州塔站·(地铁),광저우탑역
中国运载火箭技术研究院,중국발사체기술연구원
豆瓣,더우반
阿含·桐山杯中日冠军对抗赛,중일 아함동산배
中国工程物理研究院,중국공정물리연구원
2013年中国足球超级联赛,중국 슈퍼리그 2013
常州地铁,창저우 지하철
中日友好医院,중일 우호 의원
中国空间技术研究院,중국우주기술연구원
上環,성완
中央广播电视总台总部大楼,CMG 본사 빌딩
中国国际贸易促进委员会,중국국제무역촉진위원회
ChinaJoy,차이나조이
麻辣醬,마라 (맛)
延安大学,옌안 대학
油麻地,야우마데이
中国南方航空3943号班机空难,중국남방항공 3943편 추락 사고
中国天主教教区列表,중국의 로마 가톨릭 교구 목록
南小島,미나미코섬
赤尾嶼,다이쇼섬
梅集铁路,메이지 철로
中华老字号,중화노자호
美童公学,상하이 미국학교
愛丁堡廣場,에든버러 광장
飛瀨,도비세
2010年钓鱼岛问题相关示威活动,2010년 센카쿠 열도 항의 시위
黄尾屿,구바섬
沖北岩,오키노키타 암
北小島,기타코섬
邯郸学院,한단 대학
大陈岛,다천 군도
永安集團大廈,윙 온 하우스
2010年亞洲運動會划船比賽,2010년 아시안 게임 조정
2010年大连新港溢油事故,다롄 항 기름 유출 사고
大凌河,다링허
国家预防腐败局,국가예방부패국
豫菜,허난 요리
小凌河,샤오링허
2010年亞洲運動會高爾夫球比賽,2010년 아시안 게임 골프
中国国家青年足球队,중국 U-20 축구 국가대표팀
海港城,하버시티
动物园站·(重庆市),동물원역 (충칭)
京通快速路,징퉁 쾌속로
哈尔滨西站,하얼빈 서역
财经大学站,재경 대학역
菜市口站,차이스커우역
中国医科大学,중궈 의과대학
中国节能环保集团,중국 에너지 절약 투자 공사
屯馬綫,튄마선
台灣東正教,대만 정교회
228国道·(1981年),"국도 제228호선 (중국, 1981년)"
北京大学东门站,베이징 대학 동문역
五菱汽車,울링모터스
福建师范大学,푸젠 사범대학
DTMB,DTMB
2057年7月1日日食,2057년 7월 1일 일식
鎬京,호경 (도시)
邢台大地震,싱타이 지진
圣约翰大学·(上海),상하이 세인트 존스 대학
黑龙江广播电视台,헤이룽장 텔레비전
新疆菜,신장 요리
中国疾病预防控制中心,중국 질병예방통제센터
中国足球协会室内五人制足球甲级联赛,중국 풋살 리그
解放牌汽车,FAW 지에팡
中国—沙特阿拉伯关系,사우디아라비아-중국 관계
中韩自由贸易区,한중 자유 무역 협정
防火长城,만리방화벽
丸都城,위나암성
大慈恩寺,대자은사
北京爱情故事·(2012年电视剧),베이징 러브 스토리
福建炒飯,푸젠 차오판
欢乐干线,환락간선
中國南方航空3456號班機空難,중국남방항공 3456편 추락 사고
杭州师范大学,항저우 사범대학
那国,나 (춘추)
燕下都,하도 (연나라)
杭州奥体博览城,항저우 올림픽 스포츠 엑스포 센터
镇江经济技术开发区,전장 신구
建國忠靈廟,건국충영묘
塞北管理区,싸이베이 관리구
张家口经济技术开发区,장자커우시 첨단 기술 산업 개발구
察北管理区,차베이 관리구
涡扇-13,구이저우 WS-13
丹东站,단둥역
香港超級聯賽,홍콩 프리미어리그
武林传奇,레전드 파이팅 챔피언십
青岛国际啤酒节,칭다오 국제 맥주 축제
2010年亞洲運動會壘球比賽,2010년 아시안 게임 소프트볼
中国足球甲级A组联赛,중국 축구 갑급 A리그
全国围棋个人赛,전국위기개인전
粉嶺公立學校,펀링 공립 학교
北京地铁房山线,베이징 지하철 팡산선
荷李活道,할리우드 로드
河北工业大学,허베이 공업대학
河北广播电视台,허베이 텔레비전
香港公營醫療,홍콩의 보건
海康威视,Hikvision
长沙国际金融中心,창사 IFS 타워 T1
恒大集團,헝다그룹
和平门站·(北京市),허핑먼역
新疆天山雪豹足球俱乐部,신장 톈산 쉐바오
传祺,트럼치
贵州足球俱乐部,구이저우 FC
喀喇沁部,카라친부
青岛足球俱乐部,칭다오 FC
智利华人,중국계 칠레인
抵制日货,일본 상품 불매운동
中國足球聯賽系統,중화인민공화국의 축구 리그 시스템
铁门关市,톄먼관시
土耳其華人,튀르키예 화교
香港文化博物館,홍콩 문화박물관
香港醫學博物館,홍콩의학박물관
景峰足球會,징펑 FC
香港旅遊發展局,홍콩 관광진흥청
珠海高新技术产业开发区,주하이 국가 첨단 기술 산업 개발구
2007年世界夏季特殊奥林匹克运动会,2007년 하계 스페셜 올림픽
城巴,시티버스 (홍콩)
新濠天地,시티 오브 드림스
C!ty'super,C!ty'super
阜成门站,푸청먼역
黄海客车,황해버스
昂船洲,스톤커터스섬
福州船政局,복주선정국
图佳铁路,투자 철로
传媒大学站,촨메이 대학역
2030年6月1日日食,2030년 6월 1일 일식
2088年4月21日日食,2088년 4월 21일 일식
上海协和国际外籍人员子女学校,상하이 콩코디아 국제학교
台湾地区环线高速公路,타이완 순환 고속공로
回龍觀站,후이룽관역
回龙观东大街站,후이룽관둥다제역
呼家楼站,후자러우역
惠州奥林匹克体育场,후이저우 올림픽 스타디움
衡阳南岳机场,헝양 난웨 공항
第1屆亞洲電影大獎,제1회 아시안 필름 어워즈
步步高·(电子企业),BBK 일렉트로닉스
梳士巴利道,솔즈브리 로
第4屆亞洲電影大獎,제4회 아시안 필름 어워즈
永暑礁,피어리크로스 암초
香港上海大酒店,홍콩-상하이호텔 그룹
路氹金光大道,코타이 스트립
高碑店站·(北京市),가오베이뎬역 (베이징시)
朱辛庄站,주신좡역
长寿路站·(上海市),창서우루역 (상하이)
国家图书馆站,국가도서관역
西苑站·(北京市),시위안역
中关村站,중관춘역
珠海万山海洋开发试验区,주하이 완산 해양 개발 시험구
中国的气候变化,중국의 기후 변화
港鐵中期翻新列車,홍콩 지하철 메트로 캠멜 전동차 (교류)
沈阳地铁1号线,선양 지하철 1호선
重庆轨道交通6号线,충칭 궤도교통 6호선
黄埔体育场,황푸 스포츠 센터
北京地铁9号线,베이징 지하철 9호선
深圳地铁5号线,선전 지하철 5호선
黄土店站,황투뎬역
胡慶餘堂,호경여당
1881,전 수경총부
磁器口站·(北京市),츠치커우역 (베이징 지하철)
孔府,공부 (유적)
佛山沙堤機場,포산 사디 공항
江海关大楼,강해관
网络攻击,사이버 공격
申威,Sunway
深圳地铁9号线,선전 지하철 9호선
湖南农业大学,후난 농업대학
魏公村站,웨이궁춘역
圆明园站,위안밍위안역
深圳地铁7号线,선전 지하철 7호선
人民大学站,인민대학역
中华人民共和国国务院总理,중화인민공화국의 국무원 총리
中华全国世界语协会,중국 에스페란토 협회
香港1號幹線,홍콩 1호 간선
大连绿地中心,다롄 그린랜드 센터
816地下核工厂,816 프로젝트
亚洲公路42号线,아시안 하이웨이 42호선
亞洲公路5號線,아시안 하이웨이 5호선
第7届亚洲电影大奖,제7회 아시안 필름 어워즈
万达集团,완다 그룹
大连体育中心,다롄 스포츠 센터 스타디움
褡裢坡站,다롄포역
燕塘站,옌탕역
盛大网络,샨다
北京地铁亦庄线,베이징 지하철 이좡선
2019年国际篮联篮球世界杯,2019년 FIBA 농구 월드컵
佐丹奴,지오다노
中国人民解放军第六十六军,제66집단군
第2屆亞洲電影大獎,제2회 아시안 필름 어워즈
第6届亚洲电影大奖,제6회 아시안 필름 어워즈
大连航空,다롄 항공
湖南卫视,후난위성텔레비전
沙基慘案,사지 사건
西二旗站,시얼치역
中华人民共和国行政区划代码,중화인민공화국의 행정 구역 코드 번호
大屯路东站,다툰루둥역
阿拉山口市,아라산커우시
大望路站,다왕루역
大鐘寺站,다중쓰역
公主坟站,궁주펀역
公益西桥站,궁이시차오역
深圳地铁2号线,선전 지하철 2호선
玫瑰聖母堂·(澳門),성 도밍고 성당
华清池,화청지
长图铁路,창투 철로
霍營站,훠잉역
格库铁路,거쿠 철로
深圳地铁11号线,선전 지하철 11호선
新疆国际大巴扎,신장 국제 대바자르
大賽車博物館,그랑프리 박물관
世界大观,세계대관
沧浪亭,창랑정
西南棋王赛,서남왕배
上海轨道交通16号线,상하이 지하철 16호선
立水橋站,리수이차오역
望京西站,왕징시역
知春路站,즈춘루역
天通苑站,톈퉁위안역
柳芳站,류팡역
五道口站,우다오커우역
天安门东站,톈안먼 동역
广安门,광안문
马家堡站,마자푸역
角门西站,자오먼 서역
新街口站·(北京市),신제커우역 (베이징)
平安里站,핑안리역
灵境胡同站,링징후퉁역
陶然亭站,타오란팅역
武汉轨道交通1号线,우한 지하철 1호선
深大站,선전 대학 역
龙泽站,룽쩌역
兰州牛肉面,란저우 라몐
南京地铁1号线,난징 지하철 1호선
奥体中心站·(北京市),올림픽스포츠센터역 (베이징)
洛阳东都商厦火灾,뤄양 크리스마스 화재
光棍节,광군제
大泉塔塔尔族乡,다취안 타타르족 향
阿含·桐山杯,아함동산배 (중국)
武汉轨道交通2号线,우한 지하철 2호선
牡丹江站,무단장역
北京地铁大兴线,베이징 지하철 다싱선
行知路站,싱즈루역
安市城,안시성
中国反日情绪,중국의 반일 정서
古城站·(北京市),구청역
馬哥孛羅酒店,마르코 폴로 호텔스 그룹
管庄站,관좡역 (베이징 지하철 바퉁선)
沙城站,사청역
上海野生动物园,상하이 야생동물원
理光杯,이광배
三河之战,삼하 전투
雍和宫站,융허궁역
宣武门站,쉬안우먼역
上地站,상디역
北苑站·(北京市),베이위안역
小肥羊,샤오훼이양
积水潭站,지수이탄역
朝阳门站·(北京市),차오양먼역
葡萄酒博物館,포도주 박물관 (마카오)
北京日本人学校,북경일본인학교
亞洲運動會中國澳門代表團,아시안 게임 마카오 선수단
龙头山古墓群,룽터우산 고분군
安德里北街站,안데리베이제역
安定门站,안딩먼역
亚马逊中国,아마존 차이나
安徽卫视,안후이 위성 텔레비전
安河桥北站,안허차오 북역
安华桥站,안화차오역
安徽九方足球俱乐部,안후이 지우팡 FC
光熙門站,광시먼역
辽宁大学,랴오닝 대학
惠新西街南口站,후이신시제난커우역
怡和大廈,자딘 하우스
沈阳站,선양역
中国共产党中央委员会对外联络部,중국공산당 중앙위원회 대외연락부
海底捞,하이디라오
江阴体育中心,장인 스타디움
胶州北站,자오저우 북역
南通大学,난퉁 대학
迎尚酒店,하드 록 호텔 마카오
中國反韓情緒,중국의 반한 정서
澳門特別行政區政府總部,마카오 특별행정구 정부청사
军事博物馆站,군사박물관역
和平里北街站,허핑리베이제역
鼓楼大街站,구러우다제역
双桥站·(北京地铁),솽차오역
中联重科,중롄중커
惠新西街北口站,후이신시제베이커우역
立水桥南站,리수이차오난역
天坛东门站,톈탄둥먼역
泰达站,타이다역
金威啤酒,진웨이 맥주
松浦大桥·(上海),송푸 대교
瑪利曼中學,메리마운트 중학교
渤海贞孝公主墓,정효공주묘
中国美术馆站,중국미술관역
中澳关系,오스트레일리아-중국 관계
中华人民共和国工业,중화인민공화국의 산업
江苏省广播电视总台,장쑤 방송 본부
甘肃省广播电视总台,간쑤인민방송
白兔記,백토기
海淀黄庄站,하이뎬황좡역
罗斯洛克国际金融中心,로즈 록 인터내셔널 파이낸스 센터
成都地铁1号线,청두 지하철 1호선
重庆轨道交通3号线,충칭 궤도교통 3호선
中國人民解放軍駐澳門部隊,중국인민해방군 주마카오부대
吉林广播电视台,지린 텔레비전
潼关,퉁관
浮圖,승탑
中国毛泽东主义共产党,중국 마오주의 공산당
富西铁路,푸씨 철로
芍藥居站,사오야오쥐역
万寿路站·(北京市),완서우루역
刘家窑站,류자야오역
和平西桥站,허핑시차오역
漢語圈,중국어권
青年路站·(北京市),칭녠루역
民工,농민공
天際100,스카이100
张迁碑,장천비
奇虎360,치후 360
大長和,대장화
中国残疾人艺术团,중국장애인예술단
伊利沙伯醫院,퀸 엘리자베스 병원 (홍콩)
华南农业大学,화난 농업대학
海怡半島站,호이이분도우역
堅尼地城站,케네디타운역
奇華餅家,기화병가
九龍公園游泳池,주룽 공원 수영장
嘉諾撒聖瑪利書院,홍콩 세인트 메리 캐노션 여학교
粤语,웨어 (언어)
中国围棋棋王争霸赛,위부방개배
K11·(香港),K11 (홍콩)
沈吉铁路,선지 철로
2022年亞洲運動會,2022년 아시안 게임
沧州雄狮足球俱乐部,창저우 슝스
索伦镇,쒀룬 진
上海松糕,쑹가오
沈丹铁路,선단 철로
砵甸乍山,포팅어산
美麗華廣場,미라마 쇼핑센터
奴兒干都指揮使司,누르간도지휘사사
香港6號幹線,홍콩 6호 간선
香港9號幹線,홍콩 9호 간선
康巴什区,캉바스구
吉林人民广播电台,지린인민방송
南浦站·(上海市),난푸역 (상하이)
南海郡·(中国),남해군 (중국)
十万大山,십만대산
澳門士砵亭體育會,스포르팅 클루브 드 마카오
蒙古牛肉,몽골리언 비프
北京大学第三医院,베이징 대학 제3의원
中华人民共和国相关条目列表,중화인민공화국 개요
SM控股,SM 프라임 홀딩스
SOHO中國,SOHO 차이나
北京聖保羅美國學校,북경 세인트폴 미국학교
中国铁路客车,중국 철도 객차
二道白河镇,얼다오바이허 진
上海国际会议中心,상하이 국제회의센터
中国农业科学院,중국농업과학원
丁村遗址,딩춘 문화
五岳,오악 (중국)
上海南站·(1908年–1937年),상하이 남역 (1908년)
七星景区,칠성공원
企業天地一號,리버뷰 플라자
国家国防科技工业局,국가국방과기공업국
赤柱軍人墳場,스탠리 군사묘지
香港4號幹線,홍콩 4호 간선
香港10號幹線,홍콩 10호 간선
香港2號幹線,홍콩 2호 간선
香港3號幹線,홍콩 3호 간선
九龍公眾碼頭,가우룽 공중 부두
海洋公園站,해양공원역
奥林匹克公园站·(北京市),올림픽공원역 (베이징)
澳門國父紀念館,손문기념관
顺丰速运,SF Express
澳門賓菲加體育會,SL 벤피카 드 마카오
申龙客车,선롱버스
中山紀念公園,중산기념공원
官也街,쿠냐 거리
酹粉,라이판
襕衫,앵삼
珀麗灣客運,파크아일랜드 교통
上海交通大学医学院,상하이 자오퉁 대학 의학원
終審法院大樓,종심법원대루
利東站,레이둥역
黃埔站·(香港),웡보역
北京协和医院,베이징 셰허 의원
农讲所站,농민 운동 강습소 역
北京大学医学部,베이징대학의학부
美利炮台,머리 포대
亚洲沃德兰游乐园,원더랜드 (베이징시)
芝罘区,즈푸구
樂視控股,LeEco
南京人民大会堂,난징인민대회당
北京地铁16号线,베이징 지하철 16호선
上海轨道交通14号线,상하이 지하철 14호선
北京地铁11号线,베이징 지하철 11호선
上海轨道交通15号线,상하이 지하철 15호선
北京地铁14号线,베이징 지하철 14호선
广州地铁14号线,광저우 지하철 14호선
天津地铁2号线,톈진 지하철 2호선
南京艺术学院,난징 예술 대학
螺蛳粉,뤄쓰펀
武汉长江大桥,우한장강대교
田子坊,톈쯔팡
公營住宅,공영 주택
上海女子排球队,상하이 여자배구단
雍城,옹성 (지명)
沈大铁路,선다 철로
白灼虾,박척하
华谊兄弟,화이브라더스
青田石,청전석
置地廣塲,랜드마크 (홍콩)
中国国家地质公园,중국국가급지질공원
榮華·(香港飲食集團),윙와
虎丘,후치우
长春大房身机场,창춘 다팡선 국제공항
北京地铁19号线,베이징 지하철 19호선
广州地铁9号线,광저우 지하철 9호선
留园,유원 (정원)
The·ONE,The ONE
武汉轨道交通4号线,우한 지하철 4호선
北京地铁7号线,베이징 지하철 7호선
上海轨道交通17号线,상하이 지하철 17호선
北京地铁6号线,베이징 지하철 6호선
北京地铁3号线,베이징 지하철 3호선
广州地铁6号线,광저우 지하철 6호선
广州地铁7号线,광저우 지하철 7호선
天生三桥,천생삼교
秦朝官制,삼공구경
湘军南京屠城,천경공방전
翡翠明珠廣場,펄시티 맨션
药明康德,야오밍캉더
工人日报,공인일보
黃大仙·(香港地方),웡다이신
黃竹坑站,웡죽항역
上海戏剧学院,상하이 연극 대학
冬菜,둥차이
天津广播电视台,톈진 방송국
狮子林,사자림
海兰江,하이란강
沙家浜,사가병
西明寺·(西安),서명사
石硤尾,섹깁메이
襄渝铁路,샹위 철로
烟台蓬莱国际机场,옌타이 펑라이 국제공항
荃灣新市鎮,췬완 신시진
石榴庄站,스류좡역
什刹海站,스차하이역
西塱站,시랑역
龍運巴士,롱윈 버스
黑龙江人民广播电台,흑룡강인민방송
北京地铁燕房线,베이징 지하철 옌팡선
上海粗炒,상하이 볶음면
星海音乐学院,싱하이 음악 대학
葡汁,포르투갈 소스
澳門最高摩天大樓列表,마카오의 마천루 목록
黑龙江朝鲜语广播,흑룡강조선어방송국
何文田站,호만틴역
香港華仁書院,홍콩 화런 천주교 학교
寶血女子中學,홍콩 바오셰 여자중학교
長壽山,장수산
民眾建澳聯盟,민중건오연맹
沪江大学,후장 대학
粵華中學,마카우 웨화 천주교중고등학교
扬州大学,양저우 대학
燕州城,백암성
联合国安全理事会常任理事国,유엔 안전 보장 이사회 상임이사국
南陽郡,남양군 (중국)
万山群岛战役,완산 군도 전역
窩打老道,워털루 로드 (홍콩)
音悦Tai,인웨타이
浙江电视台,저장 텔레비전
两孩政策,두 자녀 정책
友和道通航空,유니탑 에어
米线,미셴
港青基信書院,콩칭기신칼리지
霍尔果斯市,훠얼궈쓰시
西環,사이완
进贤县,진셴현
澳門培正中學,마카오배정중학
蒲黄榆站,푸황위역
赤山法華院,적산법화원
鸿胪井,홍려정비
高平郡·(西晉),고평군
鄱阳郡,파양군
鄒北記體育會,차오 팍 케이
澳門乙組足球聯賽,세군다 디비장 드 마카오
高凉郡·(东汉),고량군
云南陆军讲武堂,윈난 육군강무학교
韩国驻武汉总领事馆,주우한 대한민국 총영사관
濮阳郡,복양군
略阳郡,약양군
漢中郡,한중군
MegaBox,MegaBox
大非川之战,대비천 전투
白云鄂博矿区,바이윈얼보 광구
裕彤体育场,유통 국제 스포츠 센터
红寺堡区,훙쓰부구
成都地铁3号线,청두 지하철 3호선
前锋区,첸펑구
若爾蓋濕地,약이개 습지
徐家汇藏书楼,쉬자후이창수루
凤上铁路,펑상 철로
新大嶼山巴士,신란터우 버스
津山铁路,진산 철로
新城郡·(曹魏),신성군 (행정 구역)
龙庆峡水库,용경협
蒙古語族群,몽골족
内蒙古东四盟市,동사맹
七莘路站,치신루역
宣城郡,선성군 (서진)
密云郡,밀운군
承乾宮,승건궁
上虎牙岛,기타코섬 (구바섬 부근)
2022年冬季残疾人奥林匹克运动会,2022년 동계 패럴림픽
1955年12月14日日食,1955년 12월 14일 일식
赤背北岛,기타코섬 (다이쇼섬 부근)
東六宮,동6궁
中共十八大后的反腐败,반부패 운동
船政學堂,선정학당
竟陵郡,경릉군
亚洲公路14号线,아시안 하이웨이 14호선
K3/4次列车,K3/4 열차
楼烦郡·(隋朝),누번군
北京地铁SFM05型电动车组,베이징 지하철 SFM05형 전동차
晋熙郡·(义熙),진희군 (안후이성)
伊犁地区,이리 지구
HOT·TOYS,Hot Toys
西六宮,서6궁
汲郡,급군
K19/20次列车,보스토크호 (열차)
东明朝鲜族乡,둥밍 조선족 향
三源浦朝鲜族镇,싼위안푸 조선족 진
三家子满族乡,싼자쯔 만족 향
中国中央电视台国防军事频道,CCTV-7
中国中央电视台中视购物频道,CCTV-中视购物频道
下露河朝鲜族乡,샤루허 조선족 향
东华理工大学,둥화 이공대학
上海人民公园,런민 공원 (상하이시)
中华人民共和国行政区划代码·(1区),중화인민공화국의 행정 구역 코드 번호 (1구역)
中华人民共和国行政区划代码·(2区),중화인민공화국의 행정 구역 코드 번호 (2구역)
中华人民共和国行政区划代码·(3区),중화인민공화국의 행정 구역 코드 번호 (3구역)
中华人民共和国行政区划代码·(5区),중화인민공화국의 행정 구역 코드 번호 (5구역)
中华人民共和国行政区划代码·(6区),중화인민공화국의 행정 구역 코드 번호 (6구역)
乌有之乡,유토피아 (출판사)
乌林朝鲜族乡,우린 조선족 향
中国围棋甲级联赛,갑조리그
中华人民共和国行政区划代码·(4区),중화인민공화국의 행정 구역 코드 번호 (4구역)
九一三事件,9·13 사건
龍星戰·(中國),용성전 (중국)
中国菜,중국 요리
中日围棋擂台赛,중일 슈퍼 대항전
五四广场站,5·4 광장역
中国教育史,중국 교육의 역사
中國夢,중국몽
中国足球甲级B组联赛,중국 축구 갑급 B리그
中国航天科工集团,중국항천과공집단
京张铁路,경장철도
会子,회자 (화폐)
人民会堂站·(青岛市),인민회당역 (칭다오)
主星朝鲜族乡,주싱 조선족 향
公安部消防局,공안부 소방국
兴卫村站,싱웨이춘역
兴和朝鲜族乡,싱허 조선족 향
兰州轨道交通,란저우 궤도교통
六顶山古墓群,육정산고분군
分司厅小学,베이징 펀쓰팅 소학교
兴庆宫,흥경궁
北京高校学生自治联合会,북경고교학생자치연합회
前門大街,첸먼 대가
南京地铁3号线,난징 지하철 3호선
凉水朝鲜族乡,량쉐이 조선족 향
南皮之战,남피 전투
南锣鼓巷站,난뤄구샹역
儲秀宮,저수궁
僑冠大廈,키콴 맨션
北洋大学,베이양 대학
南大仙林校区站,난징대학시엔린캠퍼스역
千張,포두부
卧龙朝鲜族乡,워룽 조선족 향
厦门地铁,샤먼 궤도교통
十堰站,스옌역
南方大厦,난팡 빌딩
南日镇,난르섬
南宁轨道交通,난닝 궤도교통
哈达湾站,하다완역
北京小马奔腾影视文化传媒,샤오마뻔텅
图们站,투먼역
图们北站,투먼 북역
北京市第二中学,베이징 제2중고등학교
城山子山城,성산자산성
叶集区,예지구
吉兴朝鲜族满族乡,지싱 조선족 만족 향
中华人民共和国国家新闻出版广电总局,국가신문출판광전총국
台灣戲劇,대만 연극
国家奥林匹克体育中心,베이징 올림픽 스포츠 센터
土城子满族朝鲜族乡,투청쯔 만족 조선족 향
吴郡,오군
四梅铁路,쓰메이 철로
唐蕃会盟碑,당번회맹비
吉林站,지린역
城鸡铁路,청지 철로
天坑地缝,천항지봉경구
坊州,방주 (중국)
雙河市,솽허시
周水子站,저우수이쯔역
天水郡,천수군
大泉源满族朝鲜族乡,다촨위안 만족 조선족 향
南京地铁S1号线,난징 지하철 S1호선
奉聖州,봉성주
大连广播电视台,다롄 텔레비전
安成郡,안성군 (오)
安德魯餅店,로드 스토스 베이커리
天津科学技术馆,톈진 과학기술관
天津周大福金融中心,톈진 CTF 파이낸스 센터
太原街站,타이위안제역
太原郡,태원군
宁波大学站,닝보 대학역
宁波广播电视集团,닝보 텔레비전
天主教鳴遠中學,홍콩 천주교 밍위안 중고등학교
宋站,쑹역
川藏铁路,촨짱 철로
宁波轨道交通5号线,닝보 지하철 5호선
宁波轨道交通3号线,닝보 지하철 3호선
