George Washington,乔治·华盛顿
Kaitlin Olson,凱特琳·奧爾森
Alben W. Barkley,阿尔本·W·巴克利
Neal Stephenson,尼尔·斯蒂芬森
Alvin Kraenzlein,阿尔文·克伦茨莱因
Jerry Hall,瑞莉·霍爾
Shane West,桑·韋斯
Saskia Sassen,薩斯基雅·薩森
Kelly Curtis,凯利·柯蒂斯
Johanna Lindsey,乔安娜·林赛
Karen Moe,卡伦·莫
Kristen Schaal,克莉絲汀·夏爾
Maicel Malone-Wallace,迈塞尔·马隆-华莱士
Nia Long,妮雅·隆
Lola Falana,罗拉·法拉娜
John Carradine,約翰·卡拉丁
James Marsters,詹姆斯·馬斯特斯
Stanley Schachter,史丹利·斯坎特
David McCallum,戴维·麦卡勒姆
Carl Van Vechten,卡爾·凡·韋奇滕
Bonnie Hunt,邦尼·亨特
Sandy Dennis,桑迪·丹尼斯
Ellen Hansell,艾倫·漢塞爾
Soraya,索拉雅
Gordon R. Sullivan,戈登·R·薩利文
Shirley Chisholm,雪莉·奇瑟姆
Henry D. Washburn,亨瑞·D·沃什伯恩
Diana López,戴安娜·洛佩斯
Misha Segal,米沙·西格尔
Marie Laveau,瑪莉·拉馮
Natalie Zea,娜塔莉·齐尔
Robert K. Merton,罗伯特·金·莫顿
Christine Woods,克里斯汀·伍茲
Patty Fendick,派蒂·芬迪克
Dickinson W. Richards,迪金森·伍德拉夫·理查兹
Joe Dassin,喬·達辛
Elizabeth Magie,莉茲·瑪姬
Danielle Harris,丹妮尔·哈丽丝
David Starr Jordan,大衛·斯塔爾·佐敦
Sasha Barrese,萨莎·巴瑞斯
C. Wright Mills,赖特·米尔斯
Shahrnush Parsipur,沙努什·帕西普尔
Elizabeth Catlett,伊丽莎白·卡特莱特
Daniel Inouye,丹尼爾·井上
Thom Mayne,汤姆·梅恩
Bruce Sterling,布鲁斯·斯特林
Emily Cross,埃米莉·克罗斯
Estelle Harris,愛絲黛兒·哈里斯
Gordon Cooper,戈尔登·库勃
Phillip Sharp,菲利普·夏普
Lesley Gore,莱斯利·戈尔
Helen Prejean,海伦·培贞
Evelyn "Champagne" King,伊芙琳·金
Ram Dass,拉姆·達斯
Stephen Lang,斯蒂芬·朗
Monet Mazur,莫奈特·玛佐
Ginny Duenkel,金妮·丁克尔
Katharine Houghton,凯瑟琳·休斯顿
Claudia Kolb,克劳迪娅·科尔布
Clarissa Chun,陳美玲
Leah Ayres,利亞·艾爾斯
John Kinsella,约翰·金塞拉
Dotsie Bausch,多茜·鲍施
Sarah Hammer,莎拉·哈默尔
Kathy Kinney,凯西·金妮
Cassandra Wilson,卡桑德拉·威爾遜
Caroline Thompson,卡羅琳·湯普森
Bob Lemon,鮑伯·雷蒙
Jennifer O'Dell,珍妮佛·奧戴爾
Scott Murphy,斯科特·墨菲
James Whitmore,詹姆斯·惠特摩
Debra Paget,黛布拉·佩吉特
John Franklin Enders,约翰·富兰克林·恩德斯
Anne Revere,安妮·里維爾
Audrina Patridge,奥德琳娜·帕特里奇
Louis Comfort Tiffany,蒂凡尼
Susan Sullivan,蘇珊·沙利文
Janet Jagan,珍妮特·罗森堡·贾根
Robin Wright,罗宾·怀特
Kathrine Narducci,凱薩琳·納杜奇
Stefanie Scott,斯戴芬妮‧斯考特
Shirley Jackson,雪莉·傑克森
Elizabeth Kostova,伊麗莎白·柯斯托娃
Eileen Heckart,艾蓮·赫格
Jordan Farmar,乔丹·法玛尔
Rihanna Galliquio,安柏·蘿絲
Octavia E. Butler,奥克塔维娅·E·巴特勒
Chrisette Michele,克莉瑟·米歇爾
Benjamin Graham,本杰明·格雷厄姆
William Augustus Wellman,威廉·惠曼
Richard Jenkins,理查德·詹金斯
Betty Smith,貝蒂·史密斯
Susan E. Morse,蘇珊·E·摩士
Kristin Cashore,克莉絲汀·卡修
Peter Bergen,彼得·伯根
William Lawvere,威廉·洛維爾
Ma Rainey,瑪·雷尼
Elizabeth Dole,伊麗莎白·杜爾
Robert Ballard,羅伯·巴拉德
Jerry Garcia,若莉·嘉西亞
Nadia Ali,納迪亞·阿里
Tommy Thayer,托米·賽耶
Jonathan Togo,強納森·坦戈
DaMarcus Beasley,迪馬克思·比斯利
Tuesday Weld,塔斯黛·韋德
Stark Sands,斯塔克·桑德斯
Kay Bailey Hutchison,凱·貝莉·哈奇森
Alice Sebold,艾莉絲·希柏德
Harry Yount,哈瑞·杨特
Danny Schayes,丹尼·謝伊斯
Ronald Jensen,羅納德·延森
Albert Wohlstetter,阿尔伯特·沃尔斯泰特
P. C. Cast,菲莉絲．卡司特
Francesca Le,弗朗塞斯卡·勒
Richard S. Hamilton,理查德·哈密顿
Carleton S. Coon,卡爾頓·庫恩
Charles Rocket,查尔斯·罗基特
Julie Garwood,朱莉·嘉伍德
Gary Wright,加里·赖特
Rory Kennedy,羅伊·甘迺迪
Blossom Rock,布洛瑟姆·罗克
Delphine LaLaurie,黛爾菲·拉勞里
Conrad Hilton,康拉德·希尔顿
John Sherman Cooper,约翰·谢尔曼·库珀
Natasha Hastings,娜塔莎·黑斯廷斯
Jean Stafford,珍·斯塔福
Nivea,妮维雅
Alfred Stieglitz,阿爾佛雷德·斯蒂格利茲
Soulja Boy,醬爆弟弟
Jake Hager,傑克·史威格
Jeff Lindsay,傑夫·林賽
Frederic M. Sackett,弗雷德里克·薩克特
John Krasinski,約翰·卡拉辛斯基
Doris Duke,多丽丝·杜克
Maryon Pittman Allen,瑪麗恩·皮特曼·艾倫
Bob Kane,鲍勃·凯恩
Jeff "Swampy" Marsh,傑夫‧馬許
George Buck Flower,佐治·巴克·佛洛爾
Eddie Albert,埃迪·艾伯特
Chris Hardwick,克里斯·哈德維克
Robert Patrick,罗伯特·帕特里克
Thomas Midgley,托马斯·米基利
John Adelbert Parkhurst,约翰·阿德尔伯特·帕克赫斯特
Brian Wilson,布赖恩·威尔逊
Chris Isaak,克里斯·艾塞克
Rory Block,羅妮·布洛克
Joey Heatherton,乔伊·希瑟顿
Beth Nielsen Chapman,貝絲·尼爾森·查普曼
Tina Yothers,蒂娜·約瑟斯
Neal Morse,尼爾·莫爾斯
Mary McLeod Bethune,玛丽玻
Angel Martino,安杰尔·马蒂诺
Nancy Kerrigan,南茜·克里根
Jordan Leopold,乔丹·利奥波德
Stacy Dragila,斯泰茜·德拉吉拉
Doyle Brunson,多伊尔·布朗森
Obie Trice,奧比·特賴斯
June Havoc,朱恩·夏霍
Stephanie Seymour,史蒂芬妮·西摩
Bridget Regan,布里吉特·瑞根
Olivia Culpo,奥利维亚·卡波
Pamela Melroy,帕梅拉·梅尔罗伊
Charles Evans Hughes,查尔斯·埃文斯·休斯
Jon Hamm,喬·漢姆
John Gill,約翰·吉爾
Billy Burke,比利·伯克
David Foster Wallace,大卫·福斯特·华莱士
James Lafferty,詹姆斯·拉夫爾提
Joyce Johnson,乔伊斯·约翰逊
Linda Sánchez,琳达·桑切斯
Steven Zaillian,史蒂芬·澤里安
Marc Jacobs,馬克·雅各布斯
Moon Zappa,穆恩·尤妮·扎帕
Leonhard Seppala,昂哈德·瑟帕拉
Mildred Natwick,梅麗·妮域
Redman,烈文
Joseph Kosuth,约瑟夫·科苏斯
Reginald Arvizu,雷金納德·亞維佐
Bob Fosse,鲍勃·福斯
Archie Hahn,阿奇·哈恩
Red Buttons,列·畢頓
Taryn Power,塔琳·鮑華
Crystle Lightning,克莱斯托·赖特宁
Diahann Carroll,黛漢恩·卡羅爾
Bill Lear,威廉·鮑威爾·李爾
Richard Matheson,李察·麥森
Leonard Freed,伦纳德·弗里德
Enoch L. Johnson,艾諾克·L·強森
Charmane Star,沙爾曼·史塔爾
Fritz Leiber,弗裡茲·雷伯
Michael Connelly,迈克尔·康奈利
Sky Ferreira,史蓋·芙蕾拉
Portia Doubleday,波蒂亞·黛伯德
Elaine Edwards,伊萊恩·愛德華茲
Kyla Pratt,凯拉·帕特
Bertram Goodhue,伯特伦·古德西
Harry Magdoff,哈里·马格多夫
Catfish Hunter,凱特費許·杭特
Johnny Copeland,強尼·科普蘭
Sarah Hughes,萨拉·休斯
John G. Thompson,約翰·格里格斯·湯普森
Kevin Young,凱文·揚
Monique Gabrielle,莫妮卡·蓋布瑞
John DiMaggio,约翰·迪马乔
Joseph Wood Krutch,约瑟夫·伍德·克魯奇
Anna Eshoo,安娜·埃斯
Harold F. Kress,哈羅德·柯瑞斯
Harold Masursky,哈羅德·馬瑟斯基
Card Walker,卡德·沃克
Roxanne Shanté,罗克珊·尚特
Hal Draper,哈爾·卓普
Jerome Kern,傑羅姆·克恩
Phyllis A. Whitney,菲利斯·A·惠特尼
DeLisha Milton-Jones,德丽莎·米尔顿-琼斯
Hallie Eisenberg,海莉·凯特·爱森伯格
Bessie Love,贝茜·洛芙
Marcia Brown,瑪西亞·布朗
Jane Holzer,簡·霍爾澤
John Silva Meehan,约翰·席尔瓦·米汉
Kieran Culkin,基蘭·克金
Matthew Shepard,马修·谢巴德
China Shavers,齐纳·萨维尔斯
Ernestine Anderson,厄妮絲汀·安德森
Lynn Woolsey,林恩·伍爾西
Sander Gilman,桑德·吉尔曼
Paul Smolensky,保羅·斯莫林斯基
Wilhelmina von Bremen,威廉明娜·冯·布雷门
Tionne Watkins,缇盎·瓦特金斯
Dixie Carter,迪克西·卡特
Nancy Hollister,南希·霍利斯特
Morgan Pressel,摩根·普蕾索
Antonio Moreno,安東尼奧·莫雷諾
Mitchel Musso,米契爾·穆索
Dean Rusk,迪安·腊斯克
Genesis Rodriguez,潔芮西絲·羅里葛茲
Santigold,桑迪戈德
Al Green,阿尔·格林
Lance Blanks,兰斯·布兰克斯
Chris von Saltza,克丽丝·冯·萨尔察
William F. Sharpe,威廉·福塞斯·夏普
Darla Hood,達拉·胡德
Truth Hurts,Truth Hurts
Savannah,萨凡纳
Margarita Levieva,玛格丽塔·莱维瓦
Armen Alchian,艾智仁
Kirsten Price,克絲汀·普萊斯
Lynn Cohen,林恩·科恩
Erika Alexander,愛莉卡·亞歷山大
Robert Palmer,羅伯特·帕默爾
George Clayton Johnson,乔治·克莱顿·约翰逊
Joan Wallach Scott,琼·瓦拉赫·斯科特
Edward B. Lewis,愛德華·路易斯
Inara George,依娜拉·喬治
Amanda Palmer,阿曼达·帕尔默
Krista Allen,克丽丝塔·艾伦
Jim Yong Kim,金墉
Brittney Skye,布蘭妮·斯凱
Ken Jacobs,肯·雅各布
Henry Wilson,亨利·威尔逊
Angel McCoughtry,安杰尔·麦考特里
Susan Anton,蘇珊·安東
Farley Granger,法利·格兰杰
Joe Sewell,喬·休威爾
Sophie B. Hawkins,蘇菲·B·霍金斯
Sandra Taylor,珊德拉·泰勒
Golden Brooks,高頓·布魯克斯
Theodore Sturgeon,席奧多爾·史鐸金
Christian Herter,克里斯蒂安·赫脱
Jordan Larson,乔丹·拉森
Brett Butler,布萊特‧巴特
Annette Funicello,安妮特·富尼切洛
Sara Rue,莎拉·露
Angus T. Jones,安格斯·琼斯
Gary Coleman,加里科尔曼
Ivy Queen,艾薇·昆
Mamie Smith,麥米·史密斯
Ray Harryhausen,雷·哈利豪森
Mamo Clark,馬莫·克拉克
Michel Legrand,米歇尔·勒格朗
Kathryn Crosby,凯瑟琳·格兰特
Hunter Lovins,亨特·罗文斯
Phil Mickelson,菲爾·米克森
Erich Wolfgang Korngold,埃里希·科恩戈尔德
Jennifer O'Neill,珍妮花·奧妮露
Natasha Gregson Wagner,娜塔莎·葛瑞森·華格那
Anne Bauchens,安妮·鮑切恩斯
James Van Der Beek,詹姆士·范·德·比克
Lou Ferrigno,卢·弗里基诺
Brian Austin Green,布萊恩·奧斯汀·格林
Tatyana Ali,塔季扬娜·阿里
Janet Evanovich,雅內·埃万諾維奇
Albina Osipowich,阿尔比娜·奥西波维奇
Jonah Hill,喬納·希爾
Jason Lezak,贾森·莱扎克
Liviu Librescu,利維烏·利布雷斯庫
Charles Robert Leslie,查爾斯·羅伯特·萊斯利
Tom Brady,汤姆·布雷迪
Katherine Stinson,凯瑟琳·斯廷森
Anita Barone,安妮塔·巴罗内
Richelle Mead,蕾夏爾·米德
Robert Riskin,羅伯特·里斯金
Carmen McRae,卡門·麥克雷
Ole Anderson,奧萊·安德森
Cassidy Freeman,卡西迪·弗里曼
Nicole Davis,戴维斯
Rajon Rondo,拉简·朗多
Jackie Coogan,杰基·库根
A. J. McLean,A·J·迈克林
Héctor Elizondo,赫克托·埃里仲杜
George B. Field,喬治·菲爾德
Vicki Lawrence,薇琪·勞倫斯
George Shultz,乔治·普拉特·舒尔茨
Dorothy Provine,多萝茜·普罗文妮
Allison DuBois,艾莉森·迪布瓦
Mike Todd,麥克·托德
Kristen Pfaff,克丽丝滕·普法夫
Leven Rambin,利文·蘭賓
Lynn Bari,林恩·巴里
Mike Wallace,迈克·华莱士
Lizzie Borden,丽兹·波顿
Howard Keel,霍华德·基尔
Kate Millett,凱特‧米列
Ellen G. White,懷愛倫
Ted Drury,特德·德鲁里
DJ Babu,DJ巴布
Carole Bayer Sager,卡羅爾·塞格
Kathryn Stockett,凱瑟琳·史托基特
Gaby Hoffmann,蓋比·霍夫曼
Timothy Dwight IV,蒂莫西·德懷特四世
Judd Apatow,賈德․阿帕托
Phil Brown,菲爾·布朗
Thomas Harris,湯瑪斯·哈里斯
Joe Perry,喬·佩里
M. Stanley Livingston,史坦利·李文斯敦
Paul Siple,保罗·斯普勒
Evander Holyfield,依凡德·何利菲德
Swizz Beatz,騙子·貝茨
Jeane Kirkpatrick,珍妮·柯派翠克
Sara Haden,薩拉·海登
Rodney Mullen,罗德尼·马伦
Kim Gordon,金·戈登
Queen Noor of Jordan,努爾王后
Emory Leon Chaffee,埃默里·利昂·查菲
Stephen C. Apostolof,史蒂芬·C·阿波斯托洛夫
Delta Burke,德尔塔·博克
Becky Sauerbrunn,贝基·索尔布鲁恩
Martha Hudson,玛莎·赫德森
Stephen Covey,史蒂芬·柯维
David K. E. Bruce,戴维·布鲁斯
Matt Winston,马特·温斯顿
Julie Taymor,朱丽·泰莫
Nadine Velazquez,娜丁·维拉兹盖兹
Dikembe Mutombo,迪肯贝·穆托姆博
Karen Young,凱倫·楊
Violet Blue,维奥莱特·布卢
Polly Draper,波利·德雷珀
Brandon Roy,布兰顿·罗伊
Baron Davis,貝倫·戴維斯
Priscilla Ahn,普莉西拉·安
Frances Bay,法蘭西絲·貝
Randi Zuckerberg,蘭迪·祖克柏
Erica Ellyson,艾莉卡·艾莉森
Cindy McCain,辛迪·麦凯恩
Edith McGuire,伊迪絲·麥奎爾
Sada Jacobson,萨达·雅各布森
Greg Oden,格雷格·奥登
Michael Redd,迈克尔·里德
Charles Taze Russell,查尔斯·泰兹·罗素
Alexis Herman,阿莉克希絲·賀爾曼
Betty Davis,贝蒂·戴维斯
Sue Bird,休·伯德
Anne Mulcahy,安妮·麦卡伊
Julia Loktev,茱莉亞·羅克鐵夫
Meredith Salenger,梅雷迪斯·萨拉格尔
Matthew Gray Gubler,馬修·葛雷·古博勒
Gigi Rice,吉吉·赖斯
Nicholas Ray,尼古拉斯·雷
Dizzy Reed,迪齊·里德
Barbara Mandrell,巴尔巴拉·曼德雷尔
Mike Horner,米克·霍納
Jane Morgan,简·摩根
Brenda Vaccaro,布蘭達·瓦卡羅
Susan Meiselas,S. 梅塞拉斯
Mel Purcell,梅尔·珀塞尔
Lynn-Holly Johnson,蓮荷麗·瓊蓀
Frances Fox Piven,弗朗西斯·福克斯·派文
Becky Hammon,貝姬·哈蒙
Evangeline Booth,卜婉懿
Clint Hill,克林特·希尔
Emily Bergl,艾米莉·博格尔
Anita Bryant,安妮塔·布萊恩
Willard Scott,威拉德·斯科特
Michael Chabon,迈克尔·沙邦
Grigory Margulis,格列戈里·馬爾古利斯
Shannon Walker,香农·沃克
Meriwether Lewis,梅里韦瑟·刘易斯
Benjamin West,本杰明·委斯特
Heather Mitts,希瑟·米茨
Julie Powell,朱莉·鲍威尔
Donna Shalala,唐娜·夏萊拉
Michelle Bauer,蜜雪兒·鮑爾
Lucille Bliss,露西兒·布里斯
Skeeter Davis,史琪特·戴维丝
Steven R. McQueen,史提芬·麥昆
Lewis H. Morgan,路易斯·亨利·摩尔根
Margaret Livingston,瑪格麗特·利文斯頓
Richard Hamilton,李察·咸美頓
Joe Flanigan,喬·弗拉尼甘
Ronald Evans,罗纳德·埃万斯
Jermaine O'Neal,杰梅因·奥尼尔
Alan Silvestri,亚伦·史维斯查
Clara Blandick,克拉拉·布兰迪克
Donnie Wahlberg,唐尼·沃尔伯格
Earl Boykins,厄尔·博伊金斯
Mary Kendall Browne,瑪麗·布朗
George Bass,乔治·巴斯
Kate Spade,凯特·丝蓓
Gerald McRaney,傑拉德·麥雷尼
Norman Shumway,諾曼·沙姆韋
Henry Charles Lea,亨利·查爾斯·李
Ann Veneman,安·维尼曼
Drew Sidora,黛魯·西德拉
Megan McArthur,美瑾·麥克亞瑟
Carly Patterson,卡莱·帕特森
Phil Crane,菲爾·克蘭
Iris Yamashita,山下爱丽斯
Art Spiegelman,阿爾玆·施皮格爾曼
Joan Tower,瓊・陶爾
Ann Strother,安·史杜達
David K. Wyatt,戴维·K·怀亚特
Arthur P. Schmidt,阿瑟·施密特
Milton Latham,米尔顿·莱瑟姆
Lyudmila Alexeyeva,柳德米拉·阿列克謝耶娃
Dwight H. Green,德怀特·H·格林
Maria Taylor,玛丽亚·泰勒
Karen Sillas,凱倫·西拉
Larry Romano,賴瑞·羅曼諾
Adam Arkin,亞當·阿金
Ace Hood,艾斯・胡德
David Greenglass,戴维·格林格拉斯
Norman Schwarzkopf,老诺曼·施瓦茨科夫
Thomas John Curry,多默·若望·柯瑞
Leon Douglas,里昂·道格拉斯
Dorothy Bernard,朵洛西·貝爾納
Luther Green,卢瑟·格林
Earl Averill,厄爾·艾佛瑞爾
Peter Strauss,彼得·斯特劳斯
Denis Johnson,丹尼斯·強森
Lionel Hampton,萊諾·漢普頓
Tommy Dorsey,湯米·多西
Juliette Atkinson,朱丽叶·阿特金森
Madeleine Bordallo,马德琳·博尔达洛
Gerhard Lenski,格哈德·倫斯基
Columbus Delano,哥伦布·德拉诺
Sidney Bechet,西德尼·白塞
Florencia Lozano,弗洛伦西亚·洛萨诺
Peter Jacobson,彼得·雅各布森
Marcia Strassman,玛西亚·斯特拉斯曼
Christie Golden,克莉絲蒂·戈爾登
Stacy Haiduk,斯黛西·海达克
Megyn Kelly,梅根·凱利
Achmed Abdullah,阿基米德·阿卜杜拉
David Roberts,大卫·罗伯茨
Ken Salazar,肯·薩拉查
Rip Torn,雷普·汤恩
Karlie Kloss,卡莉·克劳斯
Sunny von Bülow,莎妮·冯·比洛
Brian Dennehy,布萊恩·丹內利
William Bernbach,威廉·伯恩巴克
Alexander Payne,亚历山大·佩恩
Jean Craighead George,珍・喬琪
Michael Rapaport,邁克·拉帕波特
Harl McDonald,哈爾·麥克唐納
Candy Reynolds,坎蒂·雷諾茲
Mathilde Bonnefoy,瑪希德·波妮佛
Betsy Nagelsen,貝西·內格爾森
Adelaide Hall,阿德莱德·霍尔
Marshall Carter,馬歇爾·卡特
Shareeka Epps,莎莉卡·艾普斯
Pamelia Kurstin,彭美娜·卻斯汀
Sam Phillips,山姆·菲利浦斯
Tsering Wangmo Dhompa,卓巴·茨仁旺姆
William Baldwin,威廉·鮑德溫
Vidal Sassoon,維達·沙宣
Robert Torricelli,羅伯特·托里切利
Bill Studeman,威廉·奥利弗·斯图德曼
Gladys Heldman,格拉迪絲·赫爾德曼
Butch Cassidy,布屈·卡西迪
Vanilla Ice,香草冰
Jeezy,杰伊·詹金斯
Penny Pritzker,潘妮·普利茨克
Genie Francis,吉妮·弗朗西斯
Sam Jones,山姆·琼斯
Penny Fuller,彭妮·富勒
George Reeves,喬治·李維
Nathan Fillion,内森·菲利安
Leland Stanford MacPhail Jr.,李·麥克菲爾
Mickey Cochrane,米奇·寇克蘭
Jack Dempsey,杰克·登普西
George Wythe Randolph,喬治·倫道夫
Tom Hooker,汤姆·胡克
Tommy Bolin,湯米·波林
Sonny Liston,索尼·里斯頓
Ron McGovney,榮恩·麥克福尼
Allan Nairn,艾伦·奈恩
Diane Delano,黛安·迪拉諾
Cathy McMorris Rodgers,凯西·麦克莫里斯·罗杰斯
Lynn Ahrens,林恩·阿伦斯
William James Sidis,威廉·詹姆斯·席德斯
Gene Autry,金·奧崔
Jeff Gordon,傑夫·哥登
Kevin Sorbo,凱文·索柏
Matt Dallas,馬特·達拉斯
Jerry Cantrell,傑瑞·坎特羅
Jeffrey Dean Morgan,杰弗里·迪恩·摩根
Myra Melford,迈拉·梅尔福德
Jeff Conaway,杰夫·科纳韦
John Francis Daley,約翰·戴利
Jovan Belcher,約萬·貝爾徹
George Davis,喬治·戴維斯
Murray Perahia,穆雷·佩拉西亚
apl.de.ap,Apl.de.ap
Billy Crudup,比利·庫達普
Sterling Knight,史特林·奈特
Frankie Laine,弗兰基·莱恩
Joseph P. Kennedy Sr.,老约瑟夫·P·肯尼迪
Vonda Shepard,馮達·謝潑德
Cody Linley,科迪·林莉
Neil Peart,尼爾·佩爾特
Alice von Hildebrand,愛麗絲·馮·希爾德布蘭德
Enos Slaughter,史勞特
William H. Riker,威廉·H·瑞克尔
Barry Seal,巴瑞·塞爾
Oscar De La Hoya,奧斯卡·德·拉·霍亞
J. E. B. Stuart,詹姆斯·尤厄尔·布朗·斯图尔特
Sequoyah,塞闊雅
Rube Waddell,魯貝·瓦德爾
Marj Dusay,瑪姬·杜賽
Lucinda Jenney,露辛達.傑尼
Rasheeda,拉希达
Dudley W. Morton,达德利·沃克·莫顿
"William Waldorf Astor, 1st Viscount Astor",威廉·沃尔多夫·阿斯特
Charles McBurney,查尔斯·麦克伯尼
Thomas Campbell,湯瑪斯·坎伯
Lil Jon,利尔·乔恩
Jeffrey Wright,傑佛瑞·萊特
Adam Brody,亞當·布羅迪
Sam Shepard,山姆·谢泼德
Rivers Cuomo,瑞弗斯·柯摩
David Arquette,大衛·阿奎特
James Connolly,詹姆士·康诺利
Mark Pellegrino,马克·佩雷格里诺
Hugh McDonald,休·麥當勞
Andy Milonakis,安迪·米羅內基斯
Richard Pryor,理查德· 普賴爾
Tara Subkoff,塔拉·蘇博科夫
Mezz Mezzrow,梅兹·梅兹洛
Chief Ouray,烏雷
Forrest Sherman,福雷斯特 P.謝爾曼
Timothy J. Keating,蒂莫西·J·基廷
Gilby Clarke,吉尔比·克拉克
Earle Wheeler,厄尔·惠勒
Dorothy Thompson,多萝西·汤普森
Christopher Stevens,克里斯多夫·史蒂文斯
Ross Perot,罗斯·佩罗
Jason Schwartzman,傑森·薛茲曼
Arpad Elo,阿爾帕德·埃洛
Michael Chiklis,麥可·奇力克斯
Neil Diamond,尼爾·戴蒙
Eric Mabius,埃里克·马比乌斯
Anne Seymour,安妮·西摩
Joseph Kittinger,约瑟夫·基廷格
Douglas Tompkins,道格拉斯·湯普金斯
Pat Boone,帕特布恩
Markie Post,玛基·珀斯特
Burgess Meredith,布吉斯·梅迪斯
Paul Dano,保羅·達諾
Harry Connick Jr.,小亨利·康尼克
John Kennedy Toole,約翰·甘迺迪·涂爾
Sam Raimi,山姆·雷米
Sharrod Ford,沙罗德·福特
Leo Burnett,李奥贝纳广告
Will "Dub" Jones,「Dub」威爾·瓊斯
John Oates,約翰·奧茲
Don S. Davis,唐·戴維斯
Warren Christopher,沃伦·克里斯托弗
Kay Lenz,凯·伦兹
Matthew Morrison,馬修·莫里森
Daniel Smith,丹尼爾·史密斯
Paul Tibbets,小保羅·沃菲爾德·蒂貝茨
Oliver Platt,奥利弗·普莱特
Chris Klein,克里斯·克莱因
Tommy Dreamer,湯米·卓門
Nguyễn Văn Thiệu,阮文紹
Glen Moore,葛倫·摩爾
Wallace Roney,华莱士·罗尼
Giorgi Latsabidze,格奥尔基·拉察比泽
John Fogerty,約翰·弗格蒂
George Lakoff,喬治·萊考夫
Nick Massi,尼克·麥西
Andrei Kirilenko,安德烈·基里连科
Harry Gold,哈利·戈尔德
Craig Johnson,克雷格·约翰逊
Gary Roughead,加里·拉夫黑德
Kelis,凱莉絲
Robert Picardo,罗伯特·皮卡多
Carlos Bernard,卡洛斯·伯纳德
William Randolph Hearst,威廉·赫斯特
Jerry Lewis,傑利·路易斯
Dave Sardy,大衛·撒瑞地
Neville Goddard,利維·蘭斯洛·戈達
Peter Stormare,彼得·斯特曼
Susan Ruttan,苏珊·拉坦
James Cartwright,詹姆斯·E.卡特赖特
Lou Boudreau,盧·布德羅
Walter Alston,華特·艾爾史東
Bill Doggett,比爾·多格特
Martin Landau,马丁·兰道
Clifford D. Simak,克里佛特·西麥
Remy Ma,蕾咪‧瑪
Susan Tedeschi,蘇珊·塔德琪
Mary Philips,瑪莉·飛利浦
David Caruso,大衛·卡羅素
Tama Janowitz,塔玛·贾诺威茨
Jerry Voorhis,杰里·沃里斯
Andrew Stevenson,安德魯·史蒂文森
Hoyt Wilhelm,霍伊特·威爾罕
Michael Weiss,邁克爾·魏斯
Dean Cain,迪恩·凱恩
Alejandro Daniel Wolff,亚利桑德罗·丹尼尔·沃尔夫
George Wallace,乔治·华莱士
Johnny Knoxville,约翰尼·诺克斯维尔
Aaron Spelling,艾倫·斯班林
John Searle,约翰·罗杰斯·希尔勒
Tony Hawk,東尼·霍克
Alice Hamilton,艾丽斯·汉密尔顿
Patricia Owens,帕特裏夏·歐文斯
Bebe Buell,碧比·布林
Patrick Warburton,派屈克·華博頓
Increase Sumner,克里斯·萨姆纳
Edward P. Carville,爱德华·P·卡维尔
Radley Metzger,拉德利·梅茨格
Eddie Murray,艾迪·墨瑞
Joel Schumacher,乔·舒马赫
Richie Sambora,瑞奇·山伯拉
Paul Revere,保羅·列維爾
Corbin Allred,柯宾·艾瑞特
Casper Van Dien,加斯柏·雲甸
James Randi,詹姆斯·兰迪
Corin Nemec,科林·內美克
Cornelius Vanderbilt,康内留斯·范德比尔特
James Burton,詹姆士·伯頓
Ingrid Daubechies,英格丽·多贝西
Aki Aleong,阿基·阿莱格
John Leguizamo,約翰·李古查摩
John Hinckley,约翰·欣克利
Henry Winkler,亨利·温克勒
Brian Littrell,布萊恩·萊特爾
Joseph Stefano,約瑟夫·史蒂法諾
Jean Baptiste Charbonneau,讓·巴蒂斯特·夏博诺
Shawn Crahan,沙恩·克拉汗
Jerry Falwell,傑瑞·法威爾
Leon Ames,利昂·埃姆斯
Travie McCoy,崔維·麥考伊
Lester R. Ford,萊斯特·R·福特
Albert Ellis,阿尔伯特·艾利斯
Bill Crow,比爾·克勞
Brooks Atkinson,爱金生
Ben Moody,本·穆迪
Eric Singer,艾瑞克·辛格
Duane Allman,杜安·奧爾曼
Ivan Meštrović,伊万·梅斯特罗维奇
Corey Taylor,科瑞·泰勒
L-Gan,亨利·甘特
William G. Morgan,韦廉姆·G·摩根
Mr. T,T先生
David Lee Roth,大衛·李·羅斯
King Camp Gillette,金·坎普·吉列
Ahman Green,阿赫曼·格林
Eugene Ormandy,尤金·奥曼迪
Alfred P. Sloan,艾尔弗雷德·P·斯隆
Anthony Anderson,安东尼·安德森
Edward Steichen,愛德華·史泰欽
Donald Leslie,唐納德·萊斯利
Samuel Seabury,塞缪尔·西伯里
Mike Grgich,邁克·格吉奇
John Boles,約翰·博爾斯
Rob Morrow,羅伯·莫羅
Paul Winfield,保罗·温菲尔德
Wade Williams,韦德·威廉姆斯
G. William Domhoff,喬治·威廉·多姆霍夫
Joseph Silk,约瑟夫·西尔克
Hal Scardino,哈爾·斯卡迪諾
Holmes Osborne,赫爾姆斯·奧斯伯恩
Paul Rodriguez,保罗·罗德里奇斯
James Duesenberry,詹姆斯·杜森貝瑞
Harry Hooper,哈瑞·胡伯
George David Birkhoff,乔治·戴维·伯克霍夫
Jamaica Kincaid,牙買加·金凱德
