GND-Kennung,GND ID
Ruf Automobile,RUF
Soltau,졸타우
Regierungsbezirk Rheinhessen-Pfalz,라인헤센팔츠현
Oberschönau,오버쇠나우
U-Bahnhof Weberwiese,베버비제역
U-Bahnhof Elsterwerdaer Platz,엘스터베르다어 플라츠역
U-Bahnhof Biesdorf-Süd,비스도르프쥐트역
Sachsenbrunn,작센브룬
Emscher,엠셔강
Göllheim,괼하임
Leinefelde-Worbis,라이네펠데보르비스
Handball-Weltmeisterschaft der Frauen 2017,2017년 세계 여자 핸드볼 선수권 대회
Reichsbank,독일 제국은행
Melitta,밀리타
Schmitten im Taunus,슈미텐
U-Bahnhof Afrikanische Straße,아프리카니셰 슈트라세역
U-Bahnhof Reinickendorfer Straße,라이니켄도르퍼 슈트라세역
S-Bahnhof Treptower Park,베를린 트레프토어 파르크역
U-Bahnhof Friedrich-Wilhelm-Platz,프리드리히빌헬름플라츠역
U-Bahnhof Alt-Tempelhof,알트템펠호프역
U-Bahnhof Kaiserin-Augusta-Straße,카이저린아우구스타슈트라세역
Seeheim-Jugenheim,제하임유겐하임
Kabinett Kohl III,제3차 콜 내각
Kabinett Brandt II,제2차 브란트 내각
Mitteleuropäisches Tiefland,북유럽 평원
Kabinett Kohl II,제2차 콜 내각
Kabinett Kohl I,제1차 콜 내각
Deutsche Freisinnige Partei,독일 자유당
Meißner,마이스너
Kabinett Adenauer IV,제4차 아데나워 내각
Kabinett Brandt I,제1차 브란트 내각
Kabinett Schmidt I,제1차 슈미트 내각
Kabinett Kohl IV,제4차 콜 내각
Kabinett Kohl V,제5차 콜 내각
Kabinett Adenauer II,제2차 아데나워 내각
Kabinett Erhard II,제2차 에르하르트 내각
Kabinett Adenauer III,제3차 아데나워 내각
Kabinett Adenauer V,제5차 아데나워 내각
Kabinett Erhard I,제1차 에르하르트 내각
Führerhauptquartier,총통본부
Usingen,위징겐
Wintershall,빈터스할
Bahnhof Jungfernheide,베를린 융페른하이데역
Duisburg Hauptbahnhof,뒤스부르크 중앙역
Bad Kötzting,바트쾨츠팅
Nauen,나우엔
Bahnhof Berlin-Wannsee,베를린 반제역
InterCityExperimental,인터시티익스테멘털
Islam in Deutschland,독일의 이슬람교
Ostrach,오스트라흐
Bischofsheim,비쇼프스하임
Oberkrämer,오베르크라머
Bad Salzdetfurth,바트잘츠데트푸르트
Mainz-Kastel,마인츠카스텔
Montabaur,몬타바우어
Deutsch-französische Beziehungen,독일-프랑스 관계
Freie Arbeiter-Union Deutschlands,독일자유노동자동맹
Hennigsdorf,헤니히스도르프
Kabinett Merkel II,제2차 메르켈 내각
Westdeutsche Allgemeine Zeitung,베스트도이체 알게마이네 차이퉁
Rugby-Bundesliga,럭비-분데스리가
Sächsische Staatskapelle Dresden,드레스덴 국립 관현악단
Landtagswahl in Nordrhein-Westfalen 2012,2012년 노르트라인베스트팔렌주 주의회 선거
Hamburg Airways,함부르크 항공
Eichwalde,아이히발데
Chinesisch-deutsche Beziehungen,독일-중화인민공화국 관계
JAKO,야코
Bersteland,베르스텔란트
Lübben,뤼벤
Rot-grüne Koalition,적록 연정
19. Panzer-Division,제19기갑사단
Oettinger Brauerei,외팅어
Niederaula,니더라울라
12. Panzer-Division,제12기갑사단
Bundesstraße 211,연방도 제211호선
Seelow,젤로
Bundesminister des Auswärtigen,독일의 외무장관
U-Bahnhof Frankfurter Tor,프랑크푸르터 토어역
Rauschenberg,라우셴베르크
SoundCloud,사운드클라우드
Wirecard,와이어카드
Wriezen,브리첸
U-Bahnhof Uhlandstraße,울란트슈트라세역
Bonner SC,보너 SC
Öffentlicher Bau,공공사업
Bahnhof Berlin-Lichtenberg,베를린 리히텐베르크역
Berliner Außenring,베를린 외곽순환선
Deutsche Mathematiker-Vereinigung,독일 수학회
Bravo,브라보
Hochschule für Fernsehen und Film München,뮌헨 영화학교
Göttinger Achtzehn,괴팅겐 18인
U-Bahnhof Spittelmarkt,슈피텔마르크트역
Hattersheim am Main,하테르스하임암마인
Bundesliga 2000/01,푸스발-분데스리가 2000-01
Bruchköbel,브루흐쾨벨
RAF Germany,주독일 영국 왕립공군
Obertshausen,오베르츠하우젠
RTL Zwei,RTL II
Eschborn,에슈보른
Rüdesheim am Rhein,뤼데스하임암라인
Bundesstraße 533,연방도 제533호선
Europastraße E42,유럽 고속도로 42호선
Carl von Ossietzky Universität Oldenburg,올덴부르크 대학교
U-Bahnhof Görlitzer Bahnhof,괴를리츠역
FC Bayern München,FC 바이에른 뮌헨
Nord-Süd-Tunnel,베를린 남북 S반선
Panke,팡케강
Bundesliga 1992/93,푸스발-분데스리가 1992-93
S1,라인-마인 S반 1호선
Escada SE,에스카다
Hünfeld,휜펠트
U-Bahnhof Schlesisches Tor,슐레지셰스 토어역
Neuzelle,노이젤래
SC Viktoria Griesheim,SC 빅토리아 06 그리스하임
Bahnhof Neukölln,베를린 노이쾰른역
Fechtweltmeisterschaften 2005,2005년 세계 펜싱 선수권 대회
Alter Botanischer Garten,괴팅겐 게오르크 아우구스트 대학교 식물원
U-Bahnhof Rathaus Neukölln,라트하우스 노이쾰른역
Frauen-Bundesliga,프라우엔-분데스리가
Großenkneten,그로셍크네텐
Nürnberger Himmelsspektakel von 1561,1561년 뉘른베르크 상공 천문소동
Boll KG,볼 KG 프로덕션스
Symphonieorchester des Bayerischen Rundfunks,바이에른 방송 교향악단
Heilbad Heiligenstadt,하일바트 하일리겐슈타트
Niedersächsische Staats- und Universitätsbibliothek Göttingen,괴팅겐 니더작센 주립 겸 대학도서관
Anuga,독일 쾰른 국제 식품 박람회
Polizeiliche Schutzaufgaben Ausland der Bundespolizei,위기지역보호임무부대
Museum für Fotografie,사진박물관
Trinationale S-Bahn Basel,바젤 S-반
Schlacht bei Lutter,루터 전투
Polch,폴흐
S-Bahn Nürnberg,뉘른베르크 S반
Außenpolitik der Bundesrepublik Deutschland,독일의 대외 관계
Fußballtrainer des Jahres,독일 올해의 축구 감독
Bundesliga 1990/91,푸스발-분데스리가 1990-91
Römisch-katholische Kirche in Deutschland,독일의 로마 가톨릭교회
U-Bahnhof Wilmersdorfer Straße,빌머스도르퍼 슈트라세역
U-Bahnhof Strausberger Platz,슈트라우스베르거 플라츠역
U-Bahnhof Konstanzer Straße,콘스탄처 슈트라세역
U-Bahnhof Halemweg,할렘베크역
U-Bahnhof Nollendorfplatz,놀렌도르프플라츠역
U-Bahnhof Altstadt Spandau,알트슈타트 슈판다우역
Bahnhof Schönhauser Allee,베를린 쇤하우저 알레역
Bahnhof Berlin-Tempelhof,베를린 템펠호프역
Rubens und Isabella Brant in der Geißblattlaube,인동덩굴 그늘에서 루벤스와 이사벨라 브란트
Kunsthaus Tacheles,타헬레스
U-Bahnhof Vinetastraße,피네타슈트라세역
U-Bahnhof Turmstraße,투름슈트라세역
U-Bahnhof Eberswalder Straße,에베르스발더 슈트라세역
U-Bahnhof Mierendorffplatz,미렌도르프플라츠역
U-Bahnhof Blissestraße,블리세슈트라세역
U-Bahnhof Podbielskiallee,포드비엘스키알레역
U-Bahnhof Freie Universität (Thielplatz),자유대학교역
U-Bahnhof Breitenbachplatz,브라이텐바흐플라츠역
U-Bahnhof Pankstraße,팡크슈트라세역
Bernhard-Nocht-Institut für Tropenmedizin,베른하르트 노흐트 열대의학 연구소
Universität Augsburg,아우크스부르크 대학교
Internationale Filmfestspiele Berlin 1952,제2회 베를린 국제 영화제
Internationale Filmfestspiele Berlin 1951,제1회 베를린 국제 영화제
U-Bahnhof Kleistpark,클라이스트파르크역
U-Bahnhof Eisenacher Straße,아이제나허 슈트라세역
U-Bahnhof Lipschitzallee,립시츠알레역
Deutsche Baseballnationalmannschaft,독일 야구 국가대표팀
U-Bahnhof Französische Straße,프란최지셰 슈트라세역
U-Bahnhof Oranienburger Tor,오라니엔부르거 토어역
U-Bahnhof Rohrdamm,로어담역
U-Bahnhof Haselhorst,하젤호르스트역
U-Bahnhof Rathaus Schöneberg,라트하우스 쇠네베르크역
U-Bahnhof Adenauerplatz,아데나워플라츠역
U-Bahnhof Paulsternstraße,파울슈테른슈트라세역
U-Bahnhof Tierpark,티어파르크역
Worldcon,월드콘
Erbach,에르바흐
U-Bahnhof Hellersdorf,헬러스도르프역
U-Bahnhof Hohenzollernplatz,호엔촐레른플라츠역
Führerhauptquartier Adlerhorst,수리둥지
SV Babelsberg 03,SV 바벨스베르크 03
U-Bahnhof Güntzelstraße,귄첼슈트라세역
S-Bahnhof Nikolassee,베를린 니콜라스제역
U-Bahnhof Grenzallee,그렌츠알레역
Rohde & Schwarz,로데 슈바르즈
nuklearer Holocaust,핵무기 대학살
U-Bahnhof Wutzkyallee,부츠키알레역
U-Bahnhof Britz-Süd,브리츠쥐트역
U-Bahnhof Parchimer Allee,파르히머 알레역
Bambi,밤비상
InterRegio,인터레기오
Münchner Sicherheitskonferenz,뮌헨 안전 보장 회의
Europastraße E422,유럽 고속도로 422호선
Feldjäger,야전엽병
U-Bahnhof Zwickauer Damm,츠비카우어 담역
S-Bahnhof Tiergarten,베를린 티어가르텐역
Sachsenross,작센로스
Internationale Filmfestspiele Berlin 2009,제59회 베를린 국제 영화제
Europastraße E451,유럽 고속도로 451호선
Lamy,라미
U-Bahnhof Berliner Straße,베를리너 슈트라세역
U-Bahnhof Ullsteinstraße,울슈타인슈트라세역
Bundesstraße 450,연방도 제450호선
Weingarten,바인가르텐
Bremen Hauptbahnhof,브레멘 중앙역
Forst (Lausitz),포르스트
Braun,브라운
Jesteburg,예스테부르크
Beeskow,베스코프
Tölzer Knabenchor,퇼처 소년 합창단
U-Bahnhof Johannisthaler Chaussee,요하니스탈러 쇼세역
U-Bahnhof Walther-Schreiber-Platz,발터슈라이버플라츠역
Bahnhof Berlin-Wedding,베를린 베딩역
U-Bahnhof Jakob-Kaiser-Platz,야콥카이저플라츠역
TUI,TUI (기업)
Internationale Filmfestspiele Berlin 2011,제61회 베를린 국제 영화제
Waldi,왈디
Regierungsbezirk Trier,트리어현
Liste der Hochhäuser in Deutschland,독일의 마천루 목록
Weißer Tiger,흰호랑이
VfB Marburg,VfB 마르부르크
Internationaler Seegerichtshof,국제해양법법원
Weilburg,바일부르크
DKW,DKW
Eisschnelllauf-Einzelstreckenweltmeisterschaften 2011,2011년 세계 종목별 스피드스케이팅 선수권 대회
Stadtallendorf,슈타탈렌도르프
SV Sandhausen,SV 잔트하우젠
Tennis Borussia Berlin,테니스 보루시아 베를린
Schweriner Schloss,슈베린성
Berliner Waldbühne,발트뷔네
Otterberg,오테베르크
Schlacht bei Roßbach,로스바흐 전투
Bauhaus-Universität Weimar,바이마르 바우하우스 대학교
Internationale Filmfestspiele Berlin 2010,제60회 베를린 국제 영화제
Bundesbeauftragter für die Stasi-Unterlagen,연방슈타지기록물처
Luckenwalde,루켄발데
Lich,리히
U-Bahnhof Theodor-Heuss-Platz,테오도어호이스플라츠역
Heidelberg Materials,하이델베르크시멘트
Fürst-Pückler-Eis,나폴리 아이스크림
Bundesstraße 520,연방도 제520호선
U-Bahnhof Märkisches Museum,메르키셰스 무제움역
U-Bahnhof Sophie-Charlotte-Platz,조피샤를로테플라츠역
U-Bahnhof Klosterstraße,클로스터슈트라세역
U-Bahnhof Mehringdamm,메링담역
Flughafen Niederrhein,베체공항
U-Bahnhof Mohrenstraße,모렌슈트라세역
U-Bahnhof Mendelssohn-Bartholdy-Park,멘델스존바르톨디파르크역
Gastarbeiter,독일의 이주노동자
Der Raub der Töchter des Leukippos,레우키포스 딸들의 납치
Spreuerhofstraße,슈프로이어호프 거리
U-Bahnhof Hallesches Tor,할레셰스 토어역
U-Bahnhof Ernst-Reuter-Platz,에른스트로이터플라츠역
Kreditanstalt für Wiederaufbau,KfW
Bahnhof Berlin Westkreuz,베를린 베스트크로이츠역
Hohner,호너
Augsburg Airways,아우크스부르크 항공
Ludendorff-Brücke,루덴도르프 교
Justizvollzugsanstalt Landsberg,란츠베르크 교도소
Bahnhof Berlin Gesundbrunnen,베를린 게준트브루넨역
U-Bahnhof Rosa-Luxemburg-Platz,로자룩셈부르크플라츠역
U-Bahnhof Hermannplatz,헤르만플라츠역
Schlacht bei Freiberg,프라이베르크 전투
Europastraße E233,유럽 고속도로 233호선
Hannover-Messe,하노버 산업 박람회
Rosa-Luxemburg-Platz,로자 룩셈부르크 광장
Regierungsbezirk Koblenz,코블렌츠현
U-Bahnhof Gleisdreieck,글라이스드라이에크역
Sony Center,소니 센터
Ministerialrat,사무차관
Kinzig,킨치히강
Kabinett Kiesinger,키징거 내각
Moskauer Vertrag,모스크바 조약
Universität Duisburg-Essen,뒤스부르크-에센 대학교
Schlacht von Arras,아라스 전차전
Nadrensee,나드렌제
Revierderby,레비어 더비
Voigtländer,보이그랜더
Technische Universität Kaiserslautern,카이저슬라우테른 공과대학교
Leibniz Universität Hannover,라이프니츠 하노버 대학교
MediaMarktSaturn Retail Group,MediaMarktSaturn Retail Group
Warsteiner Brauerei,바르슈타이너
Kärcher,카처
Kleindeutsche Lösung,소독일주의
Kabinett Adenauer I,제1차 아데나워 내각
Krauss-Maffei Wegmann,크라우스-마페이 베그만
Robert Koch-Institut,로베르트 코흐 연구소
Nationalpolitische Erziehungsanstalt,나폴라
Leibniz-Gemeinschaft,라이프니츠 과학협회
Oberschütze,상급사격병
U-Bahnhof Rudow,루도역
Bahnhof Berlin-Ostkreuz,베를린 오스트크로이츠역
U-Bahnhof Stadtmitte,슈타트미테역
Grundig AG,그룬딕
Jamaika-Koalition,자메이카 연정
Flughafen Saarbrücken,자르브뤼켄 공항
Helmholtz-Gemeinschaft Deutscher Forschungszentren,헬름홀츠 협회
Bundestagswahl 2002,2002년 독일 총선거
Lufthansa-Airport-Express,루프트한자 공항급행
U-Bahn Nürnberg,뉘른베르크 지하철
C. Bechstein Pianofortefabrik,C. 벡스타인
Nierstein,니르슈타인
Staatliches Hofbräuhaus in München,호프브로이하우스
Hamburg International,함부르크 국제항공
Zisterzienserkloster Eberbach,수도원 Eberbach
U-Bahnhof Oskar-Helene-Heim,오스카어헬레네하임역
Stadtbahn Düsseldorf,뒤셀도르프 슈타트반
Bahnhof Schönefeld (bei Berlin),쇠네펠트역
Schlosskirche Wittenberg,슐로스키르헤
Speicherstadt,슈파이허슈타트
Schlacht bei Wimpfen,빔펜 전투
Jägermeister,예거마이스터
U-Bahnhof Weinmeisterstraße,바인마이스터슈트라세역
Europäisches Raumflugkontrollzentrum,유럽우주운용센터
Huis von Nassau-Weilburg,나사우바일부르크가
Hotel Adlon,호텔 아들론
Senckenberg Naturmuseum,젠켄베르크 자연사박물관
Simplicissimus,심플리치시무스
U-Bahnhof Richard-Wagner-Platz,리하르트바그너플라츠역
U-Bahnhof Osloer Straße,오슬로어 슈트라세역
Boden,보덴
XING,XING
Homosexualität in Deutschland,독일의 LGBT 인권
Schwimmweltmeisterschaften 1978,1978년 세계 수영 선수권 대회
Bundesliga 1997/98,푸스발-분데스리가 1997-98
Kieler Bucht,킬만
Eintracht-Stadion,아인트라흐트슈타디온
Dreikönigenschrein,동방 박사 유물함
Kunstakademie Düsseldorf,쿤스트아카데미 뒤셀도르프
Bahnhof Berlin Zoologischer Garten,베를린 동물원역
Reichspräsidentenwahl 1932,1932년 독일 대통령 선거
Bitburger Brauerei,비트부르거
Nationalpark Schleswig-Holsteinisches Wattenmeer,슐레스비히홀슈타인 바텐메어 국립공원
Deutsche Forschungsgemeinschaft,독일 연구협회
Qimonda,키몬다
Lanxess,랑세스
LexisNexis,렉시스
DELAG,독일 비행선운수 주식회사
Max-Planck-Institut für evolutionäre Anthropologie,막스 플랑크 진화 인류학 연구소
World Games 2005,2005년 월드 게임
Bahnhof Berlin-Alexanderplatz,베를린 알렉산더플라츠역
Frieden von Hubertusburg,후베르투스부르크 조약
Mannheim Hauptbahnhof,만하임 중앙역
Breitscheidplatz,브라이트샤이트플라츠
Flughafen Karlsruhe/Baden-Baden,바덴 공항
Ariola,아리올라
Kabinett Schröder I,제1차 슈뢰더 내각
Hackescher Markt,하케셔막트
Obergermanisch-Raetischer Limes,리메스 게르마니쿠스
Europastraße E41,유럽 고속도로 41호선
Europastraße E43,유럽 고속도로 43호선
Nationaltheater München,뮌헨 국립극장
Blomberg-Fritsch-Krise,블롬베르크-프리치 위기
Palmengarten Frankfurt,팔멘가르텐
U-Bahnhof Heinrich-Heine-Straße,하인리히하이네슈트라세역
U-Bahnhof Zitadelle,치타델레역
U-Bahnhof Rosenthaler Platz,로젠탈러 플라츠역
Sozialistische Reichspartei,사회주의 제국당
Kaiser-Wilhelm-Gesellschaft,빌헬름 카이저 협회
Berlin Ostbahnhof,베를린 동역
Potsdam Hauptbahnhof,포츠담 중앙역
Eintracht Trier,SV 아인트라흐트 트리어 05
Muspilli,무스필리
U-Bahnhof Kurfürstendamm,쿠르퓌르스텐담역
Birkenstock,비르켄슈토크
Bundesliga 1985/86,푸스발-분데스리가 1985-86
Baltische Landeswehr,발트 향토방위군
St.-Paulus-Dom,뮌스터 대성당
U-Bahnhof Fehrbelliner Platz,페어벨리너 플라츠역
U-Bahnhof Siemensdamm,지멘스담역
U-Bahnhof Voltastraße,볼타슈트라세역
Europastraße E54,유럽 고속도로 54호선
U-Bahnhof Krumme Lanke,크루메 랑케역
Bahnhöfe Berlin Warschauer Straße,베를린 바르샤우어 슈트라세역
Sportpark Ronhof,트롤리 아레나
Kulturlandschaft Dresdner Elbtal,드레스덴 엘베 계곡
Hermannsdenkmal,"헤르만 기념상, 독일"
Sicherheitspolizei,보안경찰
Berliner Sternwarte,베를린 천문대
Erdinger Weißbräu,에르딩거
Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,독일개발협력부
James-Simon-Galerie,제임스 사이먼 미술관
TUI Airlines,TUI 항공 매니지먼트
Deichmann SE,하인리히 다이히만 슈헤
Abitur,아비투어
Berliner Luftschlacht,베를린 항공 전투
Unionsparteien,우니온
Deutscher Filmpreis,독일 영화상
Nielebock,니엘레보크
Liste der bayerischen Ministerpräsidenten,바이에른의 총리
Bundesliga 1969/70,푸스발-분데스리가 1969-70
Flughafen Bremen,브레멘 공항
deutsche Kriegsverbrechen,독일의 전쟁 범죄
Breitenbach,브라이텐바흐
Rollei,롤라이
Europastraße E31,유럽 고속도로 31호선
Bundestagswahl 1976,1976년 서독 총선거
Bundestagswahl 1965,1965년 서독 총선거
Bundestagswahl 1961,1961년 서독 총선거
Bundestagswahl 1969,1969년 서독 총선거
Lausitzring,유로스피드웨이 라우지츠
Schwules Museum*,슈불레스 박물관
BMW Welt,BMW 벨트
Thomanerchor,성 토마스 합창단
Bundestagswahl 1957,1957년 서독 총선거
Bundestagswahl 1953,1953년 서독 총선거
UEFA-Champions-League-Finale 2012,2012 UEFA 챔피언스리그 결승전
Fils,필스강
Völkerschlachtdenkmal,전승기념비
Dresdner Philharmonie,드레스덴 필하모니 관현악단
Bebelplatz,베벨 광장
XL Airways Germany,XL 에어웨이즈 독일
LZ 127,LZ 127 그라프 체펠린
Boehringer Ingelheim,베링거인겔하임
Rheinstadion,라인슈타디온
Miniatur Wunderland,미니어처 분더란트
VOX,VOX
Kinzig,킨치히강
Feiertage in Deutschland,독일의 공휴일
Schauinsland-Reisen-Arena,MSV 아레나
Germania,게르마니아
Wittenbergplatz,비텐베르크플라츠
Eder,에더강
VfB Lübeck,VfB 뤼베크
Steinberg Media Technologies,스테인버그
SWR Sinfonieorchester Baden-Baden und Freiburg,바덴바덴과 프라이부르크 남서독일 방송 교향악단
Südwestrundfunk,남서독일방송
Bundesarchiv,독일 연방 기록보관소
Stolberg,슈톨베르크
Borussia Fulda,보루시아 풀다
Staatliche Museen zu Berlin,베를린 박물관
Leichtathletik-Europameisterschaften 1986,1986년 유럽 육상 선수권 대회
Bundesliga 1988/89,푸스발-분데스리가 1988-89
Kaufhaus des Westens,카우프하우스 데스 베스텐스
U-Bahnhof Bismarckstraße,비스마르크슈트라세역
Bundesliga 1993/94,푸스발-분데스리가 1993-94
Parkstadion,파르크슈타디온
Focus Magazin,포쿠스
Bundesliga 1987/88,푸스발-분데스리가 1987-88
Nationalsozialistischer Deutscher Studentenbund,국가사회주의 독일 학생동맹
NRW.INVEST,NRW.INVEST
Howaldtswerke-Deutsche Werft,HDW
VfR Mannheim,VfR 만하임
Konstantinbasilika,아울라 팔라티나
Residenz München,레지덴츠 궁전
Spiegel-Affäre,슈피겔 사건
Bahnhof Hamburg-Altona,함부르크-알토나역
Hochrheinbahn,하이라인 철도
Mainzer Dom,마인츠 대성당
Godesberger Programm,고데스베르크 강령
Bundesliga 1995/96,푸스발-분데스리가 1995-96
Stapelburg,슈타펠부르크
Bundesstraße 15n,연방도 제15n호선
Fußball-Weltmeisterschaft 2006/Gruppe H,2006년 FIFA 월드컵 H조
Bundesliga 1983/84,푸스발-분데스리가 1983-84
U-Bahnhof Augsburger Straße,아우크스부르거 슈트라세역
U-Bahnhof Spichernstraße,슈피헤른슈트라세역
Bundesliga 1963/64,푸스발-분데스리가 1963-64
Internationale Kurzfilmtage Oberhausen,오버하우젠 영화제
Steyerberg,슈타이어베르크
U-Bahnhof Schönleinstraße,쇤라인슈트라세역
U-Bahnhof Blaschkoallee,블라슈코알레역
Europastraße E50,유럽 고속도로 50호선
Bundesliga 1991/92,푸스발-분데스리가 1991-92
Bundesgerichtshof,독일 연방대법원
Universität des Saarlandes,자를란트 대학교
deutsch-polnischer Grenzvertrag,독일-폴란드 국경 조약
Bundesstraße 311,연방도 제311호선
Landespolizei,지방경찰 (독일)
Europastraße E49,유럽 고속도로 49호선
Realschule,레알슐레
KidsCo,키즈코
Bundesstraße 519,연방도 제519호선
Technische Universität Braunschweig,브라운슈바이크 공과대학교
Expo 2000,2000년 세계 박람회
Bundesstraße 241,연방도 제241호선
Minox,미녹스
ING (Bank),ING DiBa
Bahnhof Berlin-Zehlendorf,베를린 첼렌도르프역
Eurofighter Jagdflugzeug GmbH,유로파이터 유한회사
Berliner Morgenpost,베를리너 모르겐포스트
GfK,GfK
Europastraße E53,유럽 고속도로 53호선
Europastraße E37,유럽 고속도로 37호선
Bundesstraße 499,연방도 제499호선
Flughafen Leipzig/Halle,라이프치히 할레 공항
Deutsches Historisches Museum,독일 역사박물관
Gumpert Sportwagenmanufaktur,굼페르트
SSV Ulm 1846,SSV 울름 1846
Olympische Sommerspiele 1972/Judo,1972년 하계 올림픽 유도
Olympische Sommerspiele 1972/Wasserspringen,1972년 하계 올림픽 다이빙
Olympische Sommerspiele 1972/Kanu,1972년 하계 올림픽 카누
Bundesstraße 410,연방도 제410호선
deutscher Film,독일의 영화
U-Bahnhof Leinestraße,라이네슈트라세역
U-Bahnhof Bayerischer Platz,바이에리셔 플라츠역
U-Bahnhof Dahlem-Dorf,달렘도르프역
U-Bahnhof Gneisenaustraße,그나이제나우슈트라세역
Walldorf,발도르프
Europastraße E533,유럽 고속도로 533호선
Dr. Oetker GmbH,독토어 외트커
Religionen in Deutschland,독일의 종교
Europaturm,유로파투름
Schlacht bei Torgau,토르가우 전투
Waldorf,발도르프
Glashütter Uhrenbetrieb,글라스휘테 오리기날
Deutsche Hockeynationalmannschaft der Herren,독일 필드하키 국가대표팀
Schlacht von Hoyerswerda,호이어스베르다 전투
Astronomische Gesellschaft,독일 천문학회
Gumpert Apollo,굼페르트 아폴로
Bombardier Transportation,봄바디어 트랜스포테이숀
Europastraße E29,유럽 고속도로 29호선
Deutsche-Bank-Hochhaus,도이체 방크 호흐하우스
Erfurter Dom,에르푸르트 대성당
Sozialistische Arbeiterpartei Deutschlands,독일 사회주의노동자당
FIFI Wild Cup,FIFI 와일드 컵
Reichstagswahl März 1933,1933년 3월 독일 총선거
Bundestagswahl 1987,1987년 서독 총선거
Bundestagswahl 1972,서독 연방하원 1972년 선거
Researchgate,리서치게이트
U-Bahnhof Bernauer Straße,베르나우어 슈트라세역
Bahnhof Berlin Hackescher Markt,베를린 하케셔 마르크트역
Wormser Dom,보름스 대성당
Weltkongress der Uiguren,세계 위구르 회의
Bundestagswahl 1994,1994년 독일 총선거
Bundestagswahl 1983,1983년 서독 총선거
EDEKA,에데카
Europastraße E314,유럽 고속도로 314호선
Fußball-Europameisterschaft der Frauen 2001,UEFA 여자 유로 2001
U-Bahnhof Prinzenstraße,프린첸슈트라세역
Europastraße E56,유럽 고속도로 56호선
Bundesverwaltungsgericht,독일 연방행정법원
Europastraße E331,유럽 고속도로 331호선
Berenberg Bank,베렌베르크 은행
RB Leipzig,RB 라이프치히
Schloss Babelsberg,바벨스베르크궁
Heide Park Resort,하이데 파르크
Eurex,Eurex
Der Angriff,데어 앙그리프
Wandervogel,반더포겔
Bahnhof Berlin Friedrichstraße,베를린 프리드리히슈트라세역
Bundesstraße 535,연방도 제535호선
RIAS,미국 점령지역 방송국
Deutschlandradio,도이칠란트라디오
Wahl des deutschen Bundespräsidenten 2012,2012년 독일 연방대통령 선거
Elberfeld,엘버펠트
Universität Bayreuth,바이로이트 대학교
Universität Osnabrück,오스나브뤼크 대학교
Autostadt,아우토슈타트
Bahnhof Berlin-Charlottenburg,베를린 샤를로텐부르크역
U-Bahnhof Kurfürstenstraße,쿠르퓌르스텐슈트라세역
Lustgarten,루스트 정원
Wella,웰라
Tierpark Berlin,티어파크 베를린
Konzerthaus Berlin,콘체르트하우스 베를린
Taktisches Luftwaffengeschwader 51 „Immelmann“,제51전술공군비행단 이멜만
Jusos,사민당의 젊은 사회주의자들
Breisgau,브라이스가우
Bahnhof Pankow,베를린 팡코역
Landwehrkanal,란트베어 운하
Staedtler,스테들러
Europastraße E52,유럽 고속도로 52호선
Liste deutscher Auslandsvertretungen,독일의 재외공관 목록
Kempinski,켐핀스키
BMW-Museum,BMW 박물관
ECHO,에코상
Europastraße E47,유럽 고속도로 47호선
Bundesstraße 455,연방도 제455호선
Bundesliga 1965/66,푸스발-분데스리가 1965-66
Bundesliga 1971/72,푸스발-분데스리가 1971-72
Bundesliga 1976/77,푸스발-분데스리가 1976-77
Bundesliga 1964/65,푸스발-분데스리가 1964-65
Hannover Hauptbahnhof,하노버 중앙역
BVMI,독일 음반 산업 협회
Mödlareuth,뫼들라로이트
Diary of Dreams,다이어리 오브 드림스
ISTAF Berlin,ISTAF 육상 대회
Deutsches Theater Berlin,도이체 극장
GSI Helmholtzzentrum für Schwerionenforschung,GSI 헬름홀츠 중이온 연구소
VfR Aalen,VfR 알렌
Bundesliga 1973/74,푸스발-분데스리가 1973-74
EUMETSAT,EUMETSAT
TuRU Düsseldorf,TuRU 뒤셀도르프
SV Elversberg,SV 엘페르스베르크
Europastraße E51,유럽 고속도로 51호선
Bahnhof Berlin Potsdamer Platz,베를린 포츠다머 플라츠역
Bundesliga 1977/78,푸스발-분데스리가 1977-78
Bundesliga 1975/76,푸스발-분데스리가 1975-76
Gravity Recovery And Climate Experiment,GRACE
Bundesliga 1981/82,푸스발-분데스리가 1981-82
Bundesliga 1968/69,푸스발-분데스리가 1968-69
Bertelsmann Music Group,베르텔스만 뮤직 그룹
Bayerischer Verdienstorden,바이에른 공로장
Cronenberg,크로넨베르크
Bundesstraße 291,연방도 제291호선
U-Bahnhof Wittenbergplatz,비텐베르크플라츠역
SG Sonnenhof Großaspach,SG 소넨호프 그로샤스파흐
Kabinett Schröder II,제2차 슈뢰더 내각
Bundesliga 1980/81,푸스발-분데스리가 1980-81
Bundesliga 1978/79,푸스발-분데스리가 1978-79
Bundestagswahl 1980,1980년 서독 총선거
Bundestagswahl 1998,1998년 독일 총선거
Bundestagswahl 1990,1990년 독일 총선거
Schwerbelastungskörper,슈베르벨라스퉁스쾨르퍼
U-Bahnhof Möckernbrücke,뫼케른브뤼케역
Universität Passau,파사우 대학교
Bahnhof Berlin-Spandau,베를린 슈판다우역
Heereswaffenamt,육군무기청
Oberbefehlshaber West,서부최고지휘관
