동해시,東海市·(韓國)
국립제주박물관,国立济州博物馆
한국천문연구원,韩国天文研究院
계명대학교,啟明大學
통합진보당,统合进步党
동두천중앙역,东豆川中央站
대한민국 특허청,特许厅·(韩国)
동두천역,东豆川站
덕정역,德亭站
지행역,紙杏站
녹양역,綠楊站
하이원 서울가요대상,首爾歌謠大賞
OBS경인TV,OBS京仁TV
광역철도,广域电铁
중앙로역 (대구),中央路站·(大邱)
올림픽대로,奧林匹克大路
온천장역,溫泉場站
대한민국 국민권익위원회,國民權益委員會
유성온천,儒城溫泉
건국훈장,建國勳章
감포읍,甘浦邑
신윤복필 풍속도 화첩,蕙園風俗圖
남대문로,南大門路
마곡사,麻谷寺
마산역,马山站·(庆尚南道)
국제법률경영대학원대학교,国际法律经营大学院大学
민족사관고등학교,民族史觀高等學校
김포대교,金浦大橋
아산 무궁화 축구단,牙山木槿花足球俱乐部
마산종합운동장 야구장,馬山綜合運動場棒球場
범일역 (한국철도공사),凡一站·(韩国铁道公社)
대한장애인체육회,大韩障碍人体育会
목포대교,木浦大桥
김화역,金化站
주월한국군사령부,駐越韓國軍司令部
단군기원,檀君紀元
주한 우크라이나 대사관,烏克蘭駐韓國大使館
양화진외국인선교사묘원,杨花津外国人墓园
예맥어,濊貊語
울산화력발전소,蔚山火力发电所
양화대교,楊花大橋
계방산 (강원),桂芳山·(江原特別自治道)
대구 FC,大邱足球俱樂部
경북선,慶北線
아시아리그 아이스하키,亚洲冰球联赛
엔씨소프트,恩希软件
LG디스플레이,LG顯示
원주공항,原州機場
제천조차장역,堤川操车场
구학역,九鹤站
봉양역,凤阳站·(忠清北道)
연교역,莲交信号场
한국민주당,韩国民主党
창교역,仓交信号场
제천역,堤川站
치악역,雉岳站
블랙이글스,黑鷹飛行表演隊
고명역,高明站
숭의야구장,仁川公設運動場棒球場
계명대역,启明大站
주한 일본 대사관,日本駐韓國大使館
경원선,京元線
용인한국외국어대학교 부설고등학교,龍仁韓國外國語大學附設高等學校
북위 38도,北纬38度线
사하역,沙下站
용주사,龍珠寺
전국교직원노동조합,全國教職員勞動組合
용두산공원,龙头山公园
민주공화당 (대한민국),民主共和党·(韩国)
경전선,慶全線
충북선,忠北線
서대문독립공원,西大門獨立公園
녹동역 (광주),鹿洞站·(光州)
한동대학교,韓東大學
안동역,安东站·(庆尚北道)
가비엔제이,Gavy·NJ
안강읍,安康邑
백양사,白羊寺
12·12 군사 반란,雙十二政變
세종대로,世宗大路
전남일보,全南日報
환벽당,環碧堂
한반도,朝鲜半岛
승정원일기,承政院日記
한일 해저 터널,日韩海底隧道
전북 현대 모터스,全北現代汽車足球俱樂部
한미 관계,韩国—美国关系
서면역,西面站
지리산,智異山
대한민국 배구 국가대표팀,韓國國家男子排球隊
대한민국의 금융기관 목록,韩国银行列表
경기대학교,京畿大學
한국대중음악상,韓國大眾音樂獎
운중동,雲中洞
운문사,雲門寺·(南韓)
남산 케이블카,南山纜車
HD현대중공업,现代重工
김해국제공항,金海國際機場
대한민국 공군,韓國空軍
국립목포해양대학교,木浦海洋大學
10월 유신,十月维新
대흥사,大興寺·(海南郡)
신공덕역,新孔德站
B.A.P,B.A.P
한국인터넷진흥원,韓國互聯網振興院
KBS청주방송총국,KBS清州放送總局
전북대학교,全北大學
KBS춘천방송총국,KBS春川放送總局
강릉 하키 센터,江陵冰球中心
울산방송,蔚山廣播
울산문수야구장,蔚山文殊棒球場
한강대교,漢江大橋
용비어천가,龍飛御天歌
가양대교,加陽大橋
한국전자통신연구원,韩国电子通信研究院
수도권제2순환고속도로,首都圈二環高速公路
2008년 대한민국 미국산 쇠고기 수입 협상 논란,韓美牛肉談判
위덕대학교,威德大學
LG 옵티머스 원,LG·Optimus·One
중부내륙고속도로지선,中部內陸高速公路支線
지평리 전투,砥平里之戰
한탄강역,汉滩江站
면 (행정 구역),面·(行政區劃)
양양국제공항,襄陽國際機場
리 (행정 구역),里·(朝鮮半島行政區劃)
덕계역,德溪站
진보신당,進步新黨
백범김구기념관,白凡金九纪念馆
대전 도시철도,大田都市鐵道
죽전역 (대구),竹田站·(大邱)
부산대역,釜山大學站
KBS 연기대상,KBS演技大獎
신천역 (대구),新川站·(大邱)
용문동 (서울),龙门洞
보산역,保山站·(京畿道)
대한민국의 사적,韓國史蹟
한진그룹,韓進集團
우정사업본부,韩国邮政
에이핑크,Apink
탑골공원,塔谷公園
광덕산 (강원/경기),广德山
동두천·포천-의정부 전투,議政府戰役
청라언덕역,青蘿坡站
서울특별시경찰청,首爾地方警察廳
안심역,安心站
2004년 대한민국 행정수도 이전 계획,韩国迁都计划
GS25,GS25
무안광주고속도로,務安光州高速公路
수성구청역,寿城区厅站
대한민국 법제처,韩国法制处
동촌역,东村站
대학로 (서울),大學路·(首爾)
대한민국 예비군,韓國預備軍
1999년 동계 아시안 게임,1999年亞洲冬季運動會
양주역,楊州站
을지로,乙支路
안산선,安山線
경희궁,慶熙宮
국사편찬위원회,國史編纂委員會
식목일 (대한민국),植木日
동구릉,東九陵
태릉국가대표선수촌,泰陵國家代表選手村
동작대교,銅雀大橋
서광주역,西光州站
삼성카드,三星信用卡
삼성의료원,三星醫療院
한국생명공학연구원,韩国生命工学研究院
평택파주고속도로,益山平澤高速公路
운천역 (파주),雲泉站·(京畿道)
원광대학교,圆光大学
부산 미국문화원 방화 사건,釜山美国文化院放火事件
국도 제1호선,國道1號·(韓國)
CJ그룹,CJ集团
KNN,KNN股份有限公司
청산역,青山站·(京畿道)
한국체육대학교,韓國體育大學
중부내륙선,中部內陸線
청주국제공항,清州國際機場
울주 대곡리 반구대 암각화,盘龟台岩刻画
태백선,太白線
포항역,浦项站
대전관저고등학교,大田关雎高等学校
중화TV,中華TV
당리역,堂里站
경주 서악서원,西岳書院
천주교정의구현전국사제단,天主教正义具现全国司祭团
한서대학교,韓瑞大學
이양역,梨阳站
남광주역,南光州站
순천역 (전라남도),顺天站·(全罗南道)
담티역,丹替站
광주방송,光州广播
숙정문,肅靖門
한국도심공항,韓國都心空港
비동역,肥洞站
부산항,釜山港
대한민국 농림축산식품부,農林畜產食品部
마포대교,麻浦大橋
광진교,广津桥
대한민국 병무청,兵务厅
대한민국 감사원,监查院
더페이스샵,菲詩小舖
KBS 제1FM,KBS第1FM
서천공주고속도로,舒川公州高速公路
대한민국 공정거래위원회,韩国公正交易委员会
대한민국 제11대 대통령 선거,1980年大韓民國總統選舉
무궁화대훈장,无穷花大勋章
대원대학교,大元大学
숭례문 방화 사건,崇禮門縱火事件
중소기업은행,中小企業銀行
인천교통공사,仁川交通公社
대한민국 친일반민족행위진상규명위원회,親日反民族行為真相糾明委員會
마전역 (양주),麻田号志站
중앙일보,中央日報·(韓國)
돌아오지 않는 다리,不归桥
돈의문,敦義門
게임물관리위원회,游戏物管理委员会
반월당역,半月堂站
남양주시민축구단,南楊州市聯足球會
KBS 제3라디오,KBS第3广播
대한민국 국세청,韩国国税厅
88만 원 세대,88萬圓世代
반암산,盘岩山
문화일보,文化日報
용계역,龙溪站·(大邱)
KBS 제2FM,KBS第2FM
남해대교,南海大桥
김제역,金堤站
가톨릭관동대학교 체육관,天主教關東大學體育館
DRX (e스포츠),DRX
KBS 키즈,KBS·Kids
KBS 3TV,KBS第3频道
MBC 대학가요제,MBC大学歌谣节
KBS 드라마,KBS·Drama
KBS 라이프,KBS·N·Life
GYM 엔터테인먼트,G.Y.M娛樂
KBS 스토리,KBS·Story
FNC 엔터테인먼트,FNC娛樂
대한민국의 영화 흥행 기록,南韓最高電影票房收入列表
경주 김유신묘,金庾信墓
7·4 남북 공동 성명,南北共同声明
3S 정책,3S政策
KMP 홀딩스,Korea·Music·Power控股公司
3·1절,三一节
유엔사령부 군사정전위원회,聯合國軍事停戰委員會
언론통폐합,言论统废合
울릉공항,鬱陵機場
서삼릉,西三陵
광주광역시장,光州廣域市長
광장시장,广藏市场
제중원,濟眾院
MBC TV,MBC·TV
법주사,法住寺·(韓國)
광화문,光化門
단양팔경,丹陽八景
광주과학기술원,光州科学技术院
순천완주고속도로,順天完州高速公路
해군 특수전전단,韓國海軍特戰戰團
한산도,闲山岛
포항스틸야드,浦項鋼園球場
일산대교,一山大桥
국도 제46호선,國道46號·(韓國)
골든 디스크 어워즈,金唱片獎
신안산선,新安山線
대한민국 방송통신위원회,廣播通信委員會
민주노동당 (대한민국),民主勞動黨
월정사 (평창군),月精寺·(江原特別自治道)
서강대교,西江大桥·(韩国)
대한민국 교육부,韩国教育部
이철희 장영자 어음 사기 사건,张玲子事件
통근열차 (대한민국),通勤列車·(韓國)
대한민국의 아카데미 국제영화상 출품작,韓國電影提名奧斯卡最佳國際影片獎競賽列表
이명박 정부,李明博政府
태강릉,泰康陵
고군산군도,古群山群島
태안반도,泰安半島
제주 김녕굴과 만장굴,霹雷摩芝窟
문산차량사업소,文山车辆基地
진도대교,珍岛大桥
척화비,斥和碑
제부도,济扶岛
청계천로,清溪川路
경인방송,京仁放送
장릉 (조선 단종),朝鮮莊陵
기장읍,机张邑
법정동,法定洞
홍유릉,洪裕陵
승탑,浮圖
마산종합운동장,馬山綜合運動場
국군의 날,韓國國軍日
광주선,光州線
괘방산,挂膀山
괴동선,槐東線
광양항선,光阳港线
고척스카이돔,高尺天空巨蛋
광양제철선,光陽製鐵線
관음도,觀音島
대한민국 안전행정부,安全行政部
대한민국의 지역주의,韓國地域對立
전북일보,全北日报
대한민국 외교부,韓國外交部
칠장,漆工
GI (음악 그룹),Global·Icon
한국음악콘텐츠협회,韓國音樂內容協會
자유의 다리,自由之橋
FEBC FM,韩国首都圈远东广播
대광리역,大光里站
신망리역,新望里站
연천역,漣川站
방화대교,傍花大橋
전곡역,全谷站
대통합민주신당,大統合民主新黨
한반도 대운하,韩半岛大运河
2010년 서울 G20 정상회의,2010年二十国集团首尔峰会
창원종합운동장,昌原綜合運動場
미래희망연대,未來希望連帶
엑스포과학공원,EXPO科学公园
백상예술대상,百想藝術大獎
광주송정역,光州松汀站
문양역,汶阳站
KBS 2TV,KBS第2频道
대한민국 제8대 대통령 선거,1972年大韓民國總統選舉
대한민국 국가안전보장회의,韓國國家安全保障會議
대한민국 제9대 대통령 선거,1978年大韓民國總統選舉
설날 (한국),朝鲜新年
정독도서관,正讀圖書館
KBS 제1라디오,KBS第1广播
강동대교,江东大桥·(韩国)
팔당대교,八堂大橋
국민방위군 사건,國民防衛軍事件
천주교 서울대교구,天主教首爾總教區
용강동 (경주시),龍江洞·(慶州市)
렛츠런파크 서울,首尔赛马公园
대한민국의 대통령 배우자,韓國第一夫人
대학수학능력시험,大學修學能力試驗
CGN (대한민국의 방송사),基督教全球电视网
EBS 1TV,EBS第1频道
비에이치엔터테인먼트,BH娛樂
CU (편의점),CU·(超商)
OGN 엔투스,OGN·Entus
에이팀,A·team
전주역,全州站·(韩国)
대한민국 금융위원회,韩国金融委员会
동구청역,东区厅站
부전선,釜田線
반야월역,半夜月站
잠실대교,蠶室大橋
상동역 (밀양),上东站
남해,南海·(韩国)
천황산 (경남/울산),天皇山
대한민국 친일반민족행위자재산조사위원회,親日反民族行為者財產調查委員會
석모도,席毛島
서울 국제 만화 애니메이션 페스티벌,首爾國際動漫節
덕성여자대학교,德成女子大學
서오릉,西五陵
경기도지사,京畿道知事
동대문야구장,東大門棒球場
관동팔경,關東八景
과천선,果川線
새만금 방조제,新万金海堤
대한민국의 세계유산,韩国世界遗产列表
서울여자대학교,首爾女子大學
한국관광공사,韓國觀光公社
도라전망대,都羅展望台
명동,明洞
큐브 엔터테인먼트,Cube娛樂
남산 (서울),南山·(首爾)
대구 10·1 사건,大邱10月事件
천호대교,千户大桥
삼성 타워팰리스,三星大樓宮殿
강남순환로,江南繞城高速
가좌 나들목,佳佐交叉路
울산공항,蔚山機場
여수공항,麗水機場·(韓國)
인천 도시철도 2호선,仁川都市铁道2号线
포항경주공항,浦項機場
서울양양고속도로,首爾襄陽高速公路
고양종합운동장,高陽體育園區
대한민국 여자 배구 국가대표팀,韩国国家女子排球队
원효대교,元曉大橋
구룡 다연장로켓,K-136多管火箭炮
구룡산 (서울),九龍山·(首爾)
해병대 민항기 오인 사격 사건,韓國士兵誤向客機開火事件
잠실철교,蠶室鐵橋
대한민국의 인구순 성씨 목록,韓國姓氏人口排名
두음 법칙,頭音法則
한국철도공사 8100호대 전기 기관차,韩国铁道8100型电力机车
장로회신학대학교,长老会神学大学校
대한민국의 축구단 목록,韓國足球俱樂部列表
정관읍,鼎冠邑
장안읍,长安邑
한국철도공사 368000호대 전동차,韩国铁道公社368000系电力动车组
2015년 하계 유니버시아드,2015年夏季世界大學運動會
코리아컵,韓國足協盃
강원 FC,江原足球俱樂部
오산 전투,烏山戰役
대전 하나 시티즌,大田韓亞市民足球俱樂部
새만금포항고속도로,新萬金浦項高速公路
조선일보,朝鮮日報
평화자동차,平和自動車
SM 엔터테인먼트,SM娛樂
괴산 원풍리 마애이불병좌상,槐山院豐里磨崖二佛並坐像
매일방송,每日放送·(韩国)
구례 화엄사 각황전 앞 석등,求禮華嚴寺覺皇殿前石燈
서울 구 러시아 공사관,俄罗斯驻大韩帝国公使馆
강릉 신복사지 석조보살좌상,江陵神福寺址石造菩薩坐像
순천향대학교,順天鄉大學
원덕역,元德站
포스코,浦项钢铁
하나은행,韩亚银行
KBO 한국시리즈,韓國大賽
인천대교,仁川大桥
T1 (e스포츠),T1·(電競隊伍)
스톤뮤직 엔터테인먼트,Stone·Music·Entertainment
수원종합운동장,水原綜合運動場
성동역,城东站·(首尔)
국립현대미술관,國立現代美術館
울산과학기술원,蔚山科學技術院
다도해해상국립공원,多島海海上國立公園
무안국제공항,务安国际机场
현충일,顯忠日
한국교원대학교,韓國教員大學
교대역 (대구),教大站·(大邱)
만촌역,晚村站
부전역 (한국철도공사),釜田站·(韩国铁道公社)
용산역 (대구),龙山站·(大邱)
상인역,上仁站
교외선,郊外线
대한민국 국회도서관,韩国国会图书馆
경대병원역,慶大醫院站
매포역,梅浦站
강매역,江梅站
서산영덕고속도로,唐津盈德高速公路
3·20 전산 대란,2013年南韓網路攻擊
솔트엔터테인먼트,S.A.L.T.娛樂
YTN 사이언스,YTN·Science
대한민국 국토교통부,國土交通部
JPT,JPT日本語能力試驗
황성동 (경주시),隍城洞
중부동 (경주시),中部洞·(慶州市)
월성동 (경주시),月城洞·(慶州市)
산내면 (경주시),山內面·(慶州市)
거제도,巨济岛
선도동,仙桃洞
대한민국 중고등학교 기초한자 목록,漢文教育用基礎漢字
백령도,白翎岛
두산그룹,斗山集团
미사대교,渼沙大橋
KT,KT·(公司)
임신서기석,壬申誓記石
영천상주고속도로,尚州永川高速公路
국도 제2호선,國道2號·(韓國)
국도 제4호선,國道4號·(韓國)
대한항공 8702편 활주로 이탈 사고,大韓航空8702號班機事故
시흥군,始興郡·(京畿道)
경부 활주로,京釜跑道
가로림만,加露林灣
함양울산고속도로,咸陽蔚山高速公路
국도 제17호선,國道17號·(韓國)
국도 제32호선,國道32號·(韓國)
국도 제7호선,國道7號·(韓國)
광주원주고속도로,廣州原州高速公路
세종포천고속도로,世宗抱川高速公路
국도 제3호선,國道3號·(韓國)
국도 제5호선,國道5號·(韓國)
대한민국의 철도 회사 목록,大韓民國鐵路公司列表
오악 (한국),五岳·(朝鲜半岛)
평택시흥고속도로,平澤始興高速公路
가사군도,加沙群島
대한민국-멕시코 관계,韩国—墨西哥关系
계양 나들목,桂阳交叉路
계산성당,桂山主教座堂
남동인더스파크역,南洞產業園地站
남한산,南漢山
남부화물기지선,南部貨物基地線
CBS (대한민국의 방송사),基督教放送
근정전,勤政殿
대구 상인동 가스 폭발 사고,大邱上仁洞氣爆事故
남포선,藍浦線
남산1호터널,南山1号隧道
남포동 (부산),南浦洞
강원특별자치도지사,江原特別自治道知事
대한민국 국가정보원,國家情報院
울릉군,鬱陵郡
개천절,开天节
서울 몽촌토성,夢村土城
대한민국 여자 핸드볼 국가대표팀,韓國國家女子手球隊
국도 제22호선,国道22号·(韩国)
국도 제36호선,国道36号·(韩国)
국도 제15호선,国道15号·(韩国)
국도 제19호선,国道19号·(韩国)
국도 제20호선,国道20号·(韩国)
국도 제35호선,国道35号·(韩国)
국도 제39호선,国道39号·(韩国)
국도 제34호선,国道34号·(韩国)
국도 제48호선,国道48号·(韩国)
국도 제13호선,国道13号·(韩国)
국도 제31호선,国道31号·(韩国)
국도 제56호선,国道56号·(韩国)
국도 제58호선,国道58号·(韩国)
애니플러스,Aniplus
국가무형문화재 보유자,國家無形文化財保有者
대청도,大青岛
진에어,真航空
도산공원,島山公園
월성원자력발전소,月城核電廠
가은선,加恩线
MBC 연기대상,MBC演技大獎
강경선,江景線
SBS 연기대상,SBS演技大獎
가파도,加波岛
차령산맥,車嶺山脈
롯데웰푸드,樂天健康食品
MBC 스포츠플러스,MBC·Sports%2B
예천 개심사지 오층석탑,醴泉開心寺址五層石塔
국립5·18민주묘지,国立5·18民主墓地
국립중앙과학관 자기부상열차,国立中央科学馆磁悬浮列车
국립과학수사연구원,國立科學搜查研究院
국도 제82호선,国道82号·(韩国)
국무회의,韩国国务会议
경인 아라뱃길,京仁運河
강변북로,江邊北路
월미바다열차,月尾海洋列車
여의도순복음교회,汝矣島純福音教會
대한민국의 항공사 목록,韩国航空公司列表
삼풍백화점 붕괴 사고,三豐百貨店倒塌事故
코엑스,國際會議暨展示中心
보덕동,普德洞
한일기본조약,日韩基本条约
한중일 정상회의,中日韩领导人会议
판교역 (성남),板橋站·(京畿道)
한국전력공사,韓國電力公社
고리원자력발전소,古里核电厂
NC 다이노스,NC恐龍
HMM (기업),現代商船
국도 제29호선,国道29号·(韩国)
둔촌오륜역,遁村五輪站
반민족행위처벌법,反民族行為處罰法
민주헌법쟁취국민운동본부,民主宪法争取国民运动本部
코리아타임스,韓國時報
부산신항선,釜山新港線
부산근대역사관,釜山近代历史馆
부민관,京城府民館
안양 정관장 레드부스터스,安養正官庄赤紅火箭
북전주선,北全州線
북평선,北坪线
BBS불교방송,BBS佛教放送
진도 (섬),珍岛
남북정상회담,朝韩首脑会晤
네이버,NAVER
천북면 (경주시),川北面·(慶州市)
현곡면,見谷面
선진통일당,先进统一党
성건동,城乾洞
광주공항,光州機場
키이스트,KeyEast
2017년 월드 베이스볼 클래식,2017年世界棒球經典賽
문무대왕면,文武大王面
멜론 뮤직 어워드,甜瓜音樂獎
동아일보,東亞日報
WK리그,WK聯賽
유니버설 스튜디오 코리아,韓國環球影城
Hit Your Heart,Hit·Your·Heart
부산아쿠아리움,釜山水族馆
대한민국의 관광,韩国旅游
SK올림픽핸드볼경기장,SK奧林匹克手球館
한겨레,韓民族日報
대한민국의 아이돌 그룹 목록,韓國流行音樂團體列表
대한민국의 국보,韩国国宝
문화 류씨,文化柳氏
동해선,東海線
덕산선,德山線
미전선,美田線
묵호항선,墨湖港线
로드 FC,路德FC
마산항제1부두선,馬山港第1埠頭線
티오피미디어,TOP媒體
경주 보문사지 석조,慶州普門寺址石槽
경상북도지사,慶尚北道知事
제1야전군,韓國第一野戰軍
경상남도지사,慶尚南道知事
제3야전군,韓國第三野戰軍
금동연가7년명여래입상,金銅延嘉七年銘如來立像
금강역,琴江站
그리메상,画梅奖
강남대로,江南大路·(首爾)
서해 5도,西海五岛
포항야구장,浦項棒球場
헌인릉,獻仁陵
대한민국-파키스탄 관계,巴基斯坦—韓國關係
곡부 공씨,曲阜孔氏·(高麗派)
수원 공군기지,水原空軍基地
수원문산고속도로,平澤坡州高速公路
동천동 (경주시),東川洞·(慶州市)
한국프로농구,韓國籃球聯賽
경기 방언,首尔方言
캐리비안 베이,加勒比海灣
광안대교,广安大桥
불국동,佛國洞
용평리조트,龍平度假村
곤여만국전도,坤輿萬國全圖
한국은행,韩国银行
KBS 한민족방송,KBS韓民族廣播
삼국사기,三国史记
서면 (경주시),西面·(慶州市)
구로차량사업소,九老车辆基地
세명대학교,世明大学
김제 금산사 당간지주,金山寺幢竿支柱
김선영,金善英
김제 금산사 혜덕왕사탑비,金山寺慧德王師塔碑
김제 금산사 노주,金堤金山寺露柱
김제 금산사 석련대,金山寺石蓮臺
양산화물선,梁山貨物線
오송선,五松線
신광양항선,新光阳港线
옥구선,沃溝線
온산선,温山线
미래에셋금융그룹,未来资产集团
망우선,忘憂線
우암선,牛岩線
인현동 화재 참사,1999年韩国卡拉OK厅大火
익산 미륵사지,彌勒寺·(益山市)
문경선,聞慶線
누리로,Nuriro号
진해선,鎮海線
목동운동장,木洞运动场
대한항공 015편 착륙 사고,大韓航空015號班機空難
대한민국의 반국가단체,反國家團體
대한민국 통계청,統計廳
대한민국 방위사업청,防衛事業廳
대한민국 철도청,韩国铁道厅
대한민국의 철도 노선 목록,韓國鐵路線列表
보국훈장,保國勳章·(韓國)
서북청년회,西北青年會
서울전차,首爾有軌電車
평창올림픽스타디움,平昌奧林匹克體育場
선더볼트 작전,漢江南岸防禦戰
새정치국민회의,新政治國民會議
고석정,孤石亭
고시원,考試院·(旅館)
국립민속박물관,国立民俗博物馆
올림픽공원 (서울),奧林匹克公園·(首爾)
국민연금공단,國民年金公團
TV조선,TV朝鮮
북방 정책,北方政策
내가네트워크,Nega·Network
노컷뉴스,No·Cut·News
신한국당,新韩国党
장성화물선,長城貨物線
장항화물선,長項貨物線
원효로동,元曉路洞
한국어족,朝鲜语系
울산항선,蔚山港线
장생포선,長生浦線
명성교회,明声教会
파랑초,丁岩礁
LG화학,LG化学
부산외국어대학교,釜山外国语大学
국립중앙과학관,國立中央科學館
덕적도,德积岛
명동성당,明洞主教座堂
순천만,顺天湾
대한민국-중화민국 관계,中華民國—韓國關係
구청장,区长
행신동,幸信洞
정부서울청사,政府首尔厅舍
횡성 전투,横城战役
성균관,成均館
올림픽체조경기장,首尔奥林匹克体操竞技场
대한국민항공,大韓國民航空
신한은행,新韓銀行
두산 베어스,斗山熊
국민대학교,國民大學
대한민국 해병대,韓國海軍陸戰隊
대구교통공사,大邱交通公社
낙산,駱山
김포 도시철도,金浦都市鐵道
전세권,傳貰
김포 FC,金浦足球會
천리안 (위성),千里眼·(衛星)
아리랑 2호,阿里郎2号
조선총독부 청사와 관사,朝鮮總督府廳舍與官舍
2018년 동계 패럴림픽,2018年冬季帕拉林匹克運動會
자유의 마을,台城洞
함백선,咸白線
"민주당 (대한민국, 1995년)",民主黨·(大韓民國1995年)
현대 유니콘스,現代獨角獸
풍납토성,风纳土城
대한민국-카자흐스탄 관계,哈薩克斯坦—韓國關係
통일민주당,統一民主黨
태백역,太白站·(韓國)
특별자치도,特別自治道
남해고속도로제2지선,南海高速公路第二支线
남해고속도로제1지선,南海高速公路第一支线
네오플,Neople
서운 분기점,瑞雲分岐點
삼척선,三陟线
수도방위사령부,陸軍首都防衛司令部
성동고등학교,城東高等學校
녹색당 (대한민국),綠色黨
현대문학상,现代文学奖
남원 실상사 백장암 삼층석탑,南原實相寺百丈庵三層石塔
남원 만복사지 당간지주,南原萬福寺幢竿支柱
공주 공산성,公山城
정읍 무성서원,武城書院
강진 무위사 극락보전,康津無為寺極樂寶殿
참의원 (대한민국),參議院·(大韓民國)
서빙고동,西冰庫洞
SNL 코리아,SNL·Korea
제2중부고속도로,第二中部高速公路
세종연구소,世宗研究所
리움미술관,三星美術館·Leeum
소청도,小青岛·(韩国)
남이섬,南怡島
제2연평해전,第二次延坪海战
대한민국 제17대 국회의원 선거,2004年大韓民國國會選舉
정의당 (대한민국),綠色正義黨
한성백제역,漢城百濟站
IHQ,IHQ
보신각,普信閣
서울대입구역,首爾大學站
문경 양민 학살 사건,聞慶平民屠殺事件
서울교육대학교,首爾教育大學
2011년 7월 한국 중부 집중호우,2011年7月韓國暴雨
영남 지방,岭南地方
YTN,YTN
단원고등학교,檀园高等学校
한국농수산식품유통공사,韓國農水產食品流通公社
여천선,丽川线
대한적십자사,大韩赤十字社
비변사등록,備邊司謄錄
대한민국의 선전,韩国政治宣传
2018평창동계올림픽대회및동계패럴림픽대회조직위원회,2018年冬季奧林匹克運動會與帕拉林匹克運動會組織委員會
신림역,新林站·(首尔)
제주대학교,济州大学
경북대학교,慶北大學
문래역,文来站
원흥역,元興站
노량해협,露梁海峽
노무현 정부,盧武鉉政府
명지전문대학,明知專科大學
목원대학교,牧園大學
뉴시스,纽西斯
서산 용현리 마애여래삼존상,瑞山摩崖三尊佛像
SBS Biz,SBS·Biz
SNT다이내믹스,SNT重工业
사랑의교회,爱的教会
에어인천,仁川航空
효창동,孝昌洞
화성종합경기타운,華城體育場
혜화문,惠化门
홍성 지진,洪城地震
서울특별시 소방재난본부,首爾特別市消防災難本部
호남대학교,湖南大學·(韓國)
중부대학교,中部大學·(韓國)
제주해협,濟州海峽
정교회 성 니콜라스 대성당,正教会圣尼古拉斯圣堂
진돗개 경보,珍島犬警報
마창대교,马昌大桥
리그 오브 레전드 챔피언스 코리아,英雄联盟韩国冠军联赛
마리아의 구원방주,羅州聖母
중부내륙고속도로,中部內陸高速公路
대한민국의 공항,韓國機場列表
인천국제공항철도,仁川國際機場鐵道
6·15 남북 공동선언,南北共同宣言
인천 도시철도 1호선,仁川都市鐵道1號線
범어사,梵鱼寺
선암사,仙巖寺
효창공원앞역,孝昌公園站
신대방역,新大方站
2010년 아시안 게임 대한민국 선수단,2010年亚洲运动会韩国代表团
동국대학교,東國大學
동묘앞역,東廟站
청구역,青丘站
경상국립대학교,庆尚国立大学
대한민국의 외교부 장관,韓國外交部長
서울의대 부속병원 학살 사건,漢城國立大學附屬醫院屠殺事件
세빛섬,三光岛
서천화력선,舒川火力線
대한민국의 기획재정부 장관,韓國企劃財政部長
삼성글로벌리서치,三星经济研究所
삼성혈,三姓穴
산본동,山本洞
삼전역,三田站·(首尔)
삼성플라자,三星廣場
함양 남계서원,灆溪書院
대아고속해운,大亞高速海運
봉화산 (남산면),烽火山·(江原道)
남원 실상사 철조여래좌상,南原實相寺鐵造如來坐像
아시아인스티튜트,亚洲研究所
학도의용군,学徒义勇军
2002년 아시안 게임 대한민국 선수단,2002年亞洲運動會韓國代表團
2014년 동계 올림픽 대한민국 선수단,2014年冬季奧林匹克運動會韓國代表團
반촌,泮村
박근혜 정부,朴槿惠政府
천마산역,天摩山站
평화의 소녀상,慰安妇少女铜像
대구제일교회,大邱第一教会
멜론 (온라인 음악 서비스),Melon
상원사 동종,上院寺銅鐘
새문안교회,新门内教会
서울도서관,首爾圖書館
서울 석촌동 고분군,石村洞古墳群
서울 문묘 은행나무,首尔文庙的银杏树
답동성당,沓洞主教座堂
대구경북과학기술원,大邱庆北科学技术院
안산 (서울),鞍山·(首爾)
대한민국 국무조정실,国务调整室
대한민국 대통령비서실,總統秘書室
공군작전사령부,韓国空军作戰司令部
대불선,大佛線
대한민국의 역대 정당,韓國政黨
대한민국의 대통령비서실장,总统秘书室长
대한민국-튀르키예 관계,韓國—土耳其關係
대한민국의 국방부 장관,韓國國防部長
대한민국의 경찰청장,韓國警察廳長
쌍용동,雙龍洞·(韓國)
논산 돈암서원,遯巖書院
서울구치소,首尔看守所
서울 드라마 어워즈,首尔国际电视节
함경남도 (대한민국),咸镜南道·(韩国)
송도 더샵 퍼스트월드,松島第一世界
송도 센트럴파크,松島中央公園
대한민국 여성부,韩国女性部
부여 송국리 유적,松菊里遗址
을지로동,乙支路洞
경주 불국사 사리탑,慶州佛國寺舍利塔
대구광역시장,大邱廣域市長
양주군,楊州郡
위도 (부안군),蝟島
부산-김해경전철 (기업),釜山—金海轻电铁·(企业)
부강화물역,芙江货物站
대한민국의 종합편성채널,綜合編成頻道
대한민국헌정회,大韓民國憲政會
대한불교미륵종,大韓佛教彌勒宗
대한민국의 통일부 장관,統一部長
부산신항역,釜山新港站
윌 엔터테인먼트,Will娛樂
부산항여객터미널,釜山港國際客運碼頭
달성 도동서원,道東書院·(達城郡)
