당진시,唐津市 (忠清南道)
천안제일고등학교,天安第一高等学校
천안종합버스터미널,天安総合バスターミナル
천천고등학교,泉川高等学校
천현동,泉峴洞
천호대로,千戸大路
천황산 (합천),天皇山
한국교통대학교 의왕도서관,韓国交通大学校義王図書館
철마면,鉄馬面
한국닌텐도,韓国任天堂
한국도서관협회,韓国図書館協会
한국도예고등학교,韓国陶芸高等学校
한국동물분류학회,韓国動物分類学会
한국문화재단,韓国文化財団
한국문화재재단,韓国文化財財団
인천금융고등학교,仁川金融高等学校
한국민속대백과사전,韓国民俗大百科事典
한국민속학회,韓国民俗学会
한국민족종교협의회,韓国民族宗教協議会
사천선진리성,泗川倭城
사천만,泗川湾
산격중학교,山格中学校
산곡동,山谷洞
산내면,山内面 (密陽市)
산내면,山内面
산방산,山房山
산본고등학교,山本高等学校
산북면,山北面
순천고등학교,順天高等学校
순천여자고등학교,順天女子高等学校
순천청암고등학교,順天靑巖高等學校
순흥면,順興面
숭릉,崇陵
숭문고등학교,崇文高等学校
숭실고등학교,崇実高等学校
숭의여자대학교,崇義女子大学校
숭의전,漣川崇義殿址
스마일게이트,スマイルゲート
오창고등학교,梧倉高等学校
오천면,鰲川面
오현중학교,五賢中学校
옥구읍,沃溝邑
옥도면,沃島面
옥련동,玉蓮洞
옥산면,玉山面
옥산면,玉山面
옥산면,玉山面
사법연수원,司法硏修院
사북읍,舎北邑
사상고등학교,沙上高等学校
사상로,沙上路
사승봉도,砂昇鳳島
사우동,沙隅洞
사육신공원,死六臣公園
북한자료센터,北朝鮮資料センター
분당대진고등학교,盆唐大眞高校
분당내곡도시고속화도로,盆唐內谷都市高速化道路
분당수서도시고속화도로,盆唐水西都市高速化道路
분당중학교,盆唐中学校
분성산,盆城山
불곡고등학교,仏谷高等学校
불광천,仏光川
불모산,仏母山
신명고등학교,信明高等学校
신목고등학교,シンモク（新木）高等学校
신사동 가로수길,カロスキル
신사동,新士洞
신사우동,新司牛洞
신산중학교,新山中学校
신서면,新西面
신수교통,ソウル運輸
신성건설,新星建設
신성고등학교,新星高等学校
신성동,新城洞
신세계동대구복합환승센터,東大邱複合乗換センター
신세계백화점 센텀시티,新世界百貨店 センタムシティ店
신세계건설,新世界建設
장안고등학교,長安高等学校
장안제일고등학교,長安第一高等学校
장암동,長岩洞
장암면,場岩面
장제로,長堤路
장천동,長泉洞
장충단로,奨忠壇路
장충고등학교,将忠高等学校
장항동,獐項洞
장항읍,長項邑
장훈고등학교,長薫高等学校
장흥면,長興面
청량산 (인천),清涼山
청량산 (광주),清涼山
청명고등학교,清明高等学校
청명문화재단,清明文化財団
청명산,清明山
청산면,青山面
청암대학교,青巌大学校
삼남읍,三南面
삼도동,三徒洞
삼도봉 (민주지산),三道峰
삼동면,三同面 (蔚州郡)
삼례읍,参礼邑
삼산동,三山洞
삼산면,三山面
삼산면,三山面
창평면,昌平面
채널CGV,チャンネルCGV
ENA,ENA
천내중학교,川内中学校 (大邱広域市)
천도교 중앙대교당,天道教中央大教堂
천등산 (전라북도),天燈山
천리안 (서비스),千里眼
천방지축마골피,天方地丑馬骨皮
천안고등학교,天安高等学校
송원대학교,松源大学校
송원여자상업고등학교,松源女子商業高等学校
송월동,松月洞
송정동,松亭洞
송정동,松亭洞
송정천 (해운대),松亭川
송정천 (철마),松亭川
송죽동,松竹洞
송탄시외버스터미널,松炭市外バスターミナル
송파공업고등학교,松坡人工機能高等学校
송파대로,松坡大路
용운동,龍雲洞
용인고등학교 (경기),龍仁高等学校
용인동부경찰서,龍仁東部警察署
용지동,龍池洞
중앙여자고등학교,中央女子高等学校
중원대학교,中源大学校
중학동,中学洞
증도면,曽島面
증산역 (양산),甑山駅
증심사,證心寺
지구레코드,地球レコード
지금동,芝錦洞
지도읍,智島邑
창덕궁 인정전,昌徳宮 仁政殿
창덕여자고등학교,昌徳女子高等学校
창릉천,昌陵川
창빈 안씨 묘역,昌嬪安氏の墓
창선면,昌善面
창원 성산 패총,昌原城山貝塚
창원경일여자고등학교,昌原慶一女子高等学校
창원기계공업고등학교,昌原機械工業高等学校
창원문성고등학교,昌原文星高等學校
창원여자고등학교,昌原女子高等学校
제기동 해풍부원군 윤택영 재실,海豊府院君尹沢栄斎室
제너시스BBQ,BBQ Chicken
제물포고등학교,済物浦高等学校
제이와이드컴퍼니,"J,WIDEカンパニー"
제주 4.3사건 진상규명 및 희생자 명예회복위원회,4・3委員会
제주 해저 터널,済州海底トンネル
제주과학고등학교,済州科学高等学校
제주도서관,済州図書館
제주산업정보대학,済州産業情報大学
철원 노동당사,鉄原労働党舎
철원고등학교,鉄原高等学校
철원읍,鉄原邑
첨단방사선연구소,尖端放射線硏究所
청계동,清渓洞
청담고등학교 (서울),清潭高等学校
청도읍,清道邑
조도면,鳥島面
조령산,鳥嶺山
조선대학교 부속고등학교,朝鮮大学校附属高等学校
조선민족청년단,朝鮮民族青年団
조안면,鳥安面
조약도,助薬島
조운동,朝雲洞
조천읍,朝天邑
수원과학대학교,水原科学大学
수원농생명과학고등학교,水原農生命科学高等学校
수원소방서,水原消防署
수원시의 시내버스,水原市の市内バス
한봄고등학교,ハンボム高等学校
수원지방법원,水原地方法院
수원중부경찰서,水原中部警察署
수원지방검찰청,水原地方検察庁
수인산업도로,水仁路
수주고등학교,樹州高等学校
수택동,水沢洞
수현사,水鉉祠
숙지고등학교,熟知高等学校
산수동,山水洞
산양읍,山陽邑
산외면,山外面
산호동,山湖洞
살레시오여자고등학교,サルレシオ女子高等学校
한국방송통신전파진흥원,韓国放送通信電波振興院
한국불교법화종,韓国仏教法華宗
한국사진작가협회,韓国写真作家協会
한국사회여론연구소,韓国社会世論研究所
한국사회학회,韓国社会学会
한국공학대학교,韓国工学大学校
한국산업기술기획평가원,韓国産業技術評価管理院
한국산업단지공단,韓国産業団地公団
한국산업안전보건공단,韓国産業安全保健公団
한국삼육중학교,韓国三育中学校
한국상업은행 축구단,韓国商業銀行蹴球団
한국서부발전,韓国西部発電
한국석유관리원,韓国石油管理院
한국소방산업기술원,韓国消防産業技術院
한국수산자원공단,韓国水産資源管理公団
칠성고등학교,七星高等学校
칠장산,七長山
칠천도,七川島
칠현산 (경기),七賢山
칼봉산,カル峰山
코레일관광개발,KORAIL観光開発
코리아 드라마 어워즈,コリアドラマアワード
코스피 200 주가지수 선물,KOSPI200株価指数先物
쿠팡,クーパン
뚝섬,トゥクソム
라디오21,ラジオ21
안산 OK금융그룹 읏맨,安山OK金融グループ・ウッメン
레알 (신조어),レアル
진라면,ジンラーメン
진량읍,珍良邑
진량고등학교,珍良高等学校
진북면,鎮北面
진산면,珍山面
진서면,津西面
한국원자력안전기술원,韓国原子力安全技術院
한국은행 부산본부,韓国銀行釜山本部
한국음반산업협회,韓国レコード産業協会
한국자산관리공사,韓国資産管理公社
한국잡월드,韓国ジョブワールド
한국장애인개발원,韓国障碍人開発院
한국장애인고용공단,韓国障害者雇用公団
한국정보올림피아드,韓国情報オリンピアード
한국정책금융공사,韓国政策金融公社
조국통일범민족연합,祖国統一汎民族連合
우암산,牛岩山
우암 상가 아파트 붕괴,ウアム商店街アパート崩壊事故
우이천,牛耳川
운염도,雲廉島
운봉읍,雲峰邑
운서동,雲西洞
용천동굴,龍泉洞窟
용천산 (경상남도),龍天山
용현동,龍峴洞
우각동역,牛角洞駅
우도,隅島
우면산,牛眠山
우신고등학교 (서울),宇信高等学校
코리아와이드진안,コリアワイド鎮安
진안동,陳雁洞
지방도 제1089호선,地方道第1089号線
지리산 쌍계사 지진,智異山雙磎寺地震
대한민국의 지방공기업,大韓民国の地方公社
지방도 제1080호선,地方道第1080号線
지방도 제1084호선,地方道第1084号線
중동면,中東面
중랑구립정보도서관,中浪区立情報図書館
중리동,中里洞
중문동,中文洞
중봉대로,重峯大路
중부고속,中部高速
중부지방국세청,中部地方国税庁
중소기업중앙회,中小企業中央会
중앙고등학교,中央高等学校
국가공무원인재개발원,国家公務員人材開発院
중앙대로 (대구),中央大路
중앙대로 (부산),中央大路 (釜山広域市)
주읍산,主邑山
주천면,酒泉面
주한 알제리 대사관,在韓アルジェリア大使館
죽교동,竹橋洞
죽변면,竹辺面
죽산면,竹山面 (安城市)
죽서루,三陟竹西楼
죽전동,竹田洞
중경고등학교,中京高等学校 (ソウル特別市)
군포로,軍浦路
넥슨 코리아,NEXON Korea
응암 순환,鷹岩ループ
해피페이스 엔터테인먼트,ハッピー・フェイス・エンタテインメント
알뜨르 비행장,アルトゥル飛行場
인천고잔중학교,仁川古棧中学校
인천논현중학교,仁川論峴中学校
통계개발원,統計開発院
부산시민공원,釜山市民公園
변산반도,辺山半島国立公園
동대산,東大山
김해공군기지,金海空軍基地
한국시리즈 최우수 선수,韓国シリーズMVP
초콜릿 박물관,チョコレート博物館
추가령 구조곡,楸哥嶺地溝帯
추봉도,秋蜂島
추부면,秋富面
추자군도,楸子群島
추자면,楸子面
춘양면,春陽面
춘천고등학교,春川高等学校
춘천여자고등학교,春川女子高等学校
춘천지방검찰청,春川地方検察庁
전라남도청,全羅南道庁
전라남도지사,全羅南道知事
전략물자관리원,戦略物資管理院
전북대학교병원,全北大学校病院
전의면,全義面
전의중학교,全義中学校
제주외국어고등학교,済州外国語高等学校
제주지방검찰청,済州地方検察庁
제주특별자치도경찰청,済州特別自治道地方警察庁
제주특별자치도자치경찰단,済州特別自治道自治警察団
전의초등학교,全義初等学校
전조선 제정당사회단체 대표자 연석회의,全朝鮮諸政党社会団体代表者連席会議
전주공업고등학교,全州工業高等学校
전주근영여자고등학교,全州グニョン女子高校
전주근영중학교,全州槿暎中学校
전주생명과학고등학교,全州生命科学高等学校
전주여자고등학교,全州女子高等学校
전주지방검찰청,全州地方検察庁
전파시험인증센터,電波試験認証センター
점암면,占岩面
정곡면,正谷面
정곡초등학교,正谷初等学校
원주여자고등학교,原州女子高等学校
원주지방국토관리청,原州地方国土管理庁
원천동,遠川洞
월곶면,月串面
월드잡,ワールドジョブプラス
월드컵대교,ワールドカップ大橋
월롱면,月籠面
월미산,月尾山
월아산,月牙山
전남생명과학고등학교,全南生命科学高等学校
전남선,全南線
전남여자고등학교,全南女子高等学校
전남지방노동위원회,全南地方労働委員会
전남체육고등학교,全南体育高等学校
전동면,全東面
청주여자고등학교,清州女子高等学校
청천동,清川洞
청파로,青坡路
청평고등학교,清平高等学校
청평댐,清平ダム
청평호,清平湖
청하,清河 (酒)
청학공업고등학교,青鶴工業高等学校
초량동,草梁洞
초록뱀미디어,チョロッペム・メディア
초산동,楚山洞
초지동,草芝洞
한국신문윤리위원회,韓国新聞倫理委員会
한국애니메이션고등학교,韓国アニメーション高等学校
한국어문회,韓国語文会
한국에너지기술평가원,韓国エネルギー技術評価院
한국여성과학기술단체총연합회,韓国女性科学技術団体総連合会
한국여성단체연합,韓国女性団体連合
한국여성정책연구원,韓國女性政策硏究院
한국영상대학교,韓国映像大学校
한국영화박물관,韓国映画博物館
한국영화학회,韓国映画学会
한국예술고등학교,韓国芸術高等学校
KAC 한국예술원,KAC韓国芸術院
펀드코드,韓国預託決済院
한국외식과학고등학교,韓国外食科学高等学校
제주특별자치도한라도서관,済州特別自治道漢拏図書館
제주특별자치도지사,済州特別自治道知事
제주특별자치도청,済州特別自治道政府
제주항,済州港
제주항공우주박물관,済州航空宇宙博物館
제천국제음악영화제,堤川国際音楽映画祭
제천제일고등학교,堤川第一高等学校
서울퀴어문화축제,ソウル・クィア・カルチャー・フェスティバル
큐넷,Qネット
키움증권,キウム証券
킹콩엔터테인먼트,キングコング by STARSHIP
탐라대학교,耽羅大学校
탐진강,耽津江
탕정면,湯井面
태광고등학교,泰光高等学校
태릉고등학교,泰陵高等学校
태성고등학교,泰成高等学校
청원구,清原区
진영읍,進永邑
진원면,珍原面
서원구,西原区
진잠동,鎮岑洞
진전면,鎮田面
진주고등학교,晋州高等学校
진주남강유등축제,晋州南江流灯祭り
진주성,晋州城
웅치면,熊峙面
원곡동,元谷洞
원광디지털대학교,円光デジタル大学校
원대동,院垈洞
원동면,遠東面
원동면,院洞面
원삼면,遠三面
원성동,院城洞
원인재,源仁斎
원종고등학교,遠宗高等学校
원종동,遠宗洞
원주고속버스터미널,原州高速バスターミナル
원주시외버스터미널,原州市外バスターミナル
한림연예예술고등학교,翰林演芸芸術高等学校
한림읍,翰林邑
한민족공동체통일방안,韓民族共同体統一方案
한반도면,韓半島面
한반도평화교섭본부,韓半島平和交渉本部
한복문화학회,韓服文化学会
한산면,韓山面
조촌동,助村洞
운현초등학교,雲峴初等学校
운호고등학교,雲湖高等学校
울릉고등학교,鬱陵高等学校
울릉읍,鬱陵邑
울산공업센터 건립 기념탑,ウルサン工業センター建立記念塔
울산공업고등학교,蔚山工業高等学校
울산광역시 소방항공구조대,蔚山広域市消防航空救助隊
울산광역시의 마을버스 노선 목록,蔚山広域市の村バス路線の一覧
울산광역시의 문화재자료,蔚山広域市文化財資料
울산광역시의 시내버스,蔚山広域市の市内バス
울산광역시의 시내버스 노선 목록,蔚山広域市の市内バス路線の一覧
울산동부소방서,東部消防署
울산마이스터고등학교,蔚山情報通信高等学校
울산애니원고등학교,蔚山アニウォン高等学校
지방도 제1114호선,地方道1114号線
지방도 제1115호선,地方道1115号線
지방도 제1112호선,地方道1112号線
지방도 제1116호선,地方道1116号線
지방도 제1118호선,地方道1118号線
지방도 제1139호선,地方道1139号線
지방도 제301호선,地方道301号線
세종여자고등학교,鳥致院女子高等学校
조치원읍,鳥致院邑
조항산,鳥項山
조항산 (포항),鳥項山
종자산 (강원도),種子山
종천면,鍾川面
종촌동,宗村洞
종현산,鍾県山
주간경향,週刊京郷
주간동아,週刊東亜
한서고등학교,漢西高等学校
한성백제박물관,漢城百済博物館
한성운수 (서울),漢星運輸
한솔고등학교 (경기),ハンスル高等学校
한솔동,ハンソル洞
한솔케미칼,ハンソルケミカル
한양고속,漢陽高速
한양대학교 사범대학 부속고등학교,漢陽大学校師範大学附属高等学校
한양대학교 사범대학 부속중학교,漢陽大学校師範大学附属女子中学校
한양대학교 의료원,漢陽大学校医療院
한영신학대학교,ソウル韓栄大学校
한영중학교,漢榮中学校
한일학생회의,韓日学生会議
한양공업고등학교,漢陽工業高等学校
한영고등학교 (전남),漢永高等学校
한영고등학교 (서울),漢栄高等学校
칠곡경대병원역,漆谷慶大病院駅
학정역,鶴亭駅
팔거역,八莒駅
칠곡운암역,漆谷雲岩駅
구암역 (대구),鳩岩駅
태전역,太田駅 (大邱広域市)
매천역,梅川駅
동천역,東川駅
매천시장역,梅川市場駅
팔달역,八達駅
공단역,工団駅
만평역,万坪駅
팔달시장역,八達市場駅
원대역,院垈駅
북구청역,北区庁駅
달성공원역,達城公園駅
남산역,南山駅 (大邱広域市)
건들바위역,コンドゥルバウィ駅
청원 나들목,南清州インターチェンジ
청주 KB 스타즈,清州KBスターズ
청주고등학교,清州高等学校
청주대성고등학교,清州大成高等学校
청주신흥고등학교,淸州新興高等学校
울산여자고등학교,蔚山女子高校
울산지방검찰청,蔚山地方検察庁
울산항,蔚山港
울진소방서,蔚珍消防署
울진읍,蔚珍邑
웅동동,熊東洞
웅진식품,ウンジン食品
창원 진해 안골왜성,安骨浦倭城
웅천읍,熊川邑
웅천동,熊川洞
한국폴리텍대학 섬유패션캠퍼스,韓国ポリテク大学・嶺南融合記述キャンパス
한국표준질병사인분류,韓国標準疾病死因分類
한국프로골프협회,大韓民国プロゴルフ協会
한국프로야구선수협회,韓国プロ野球選手協会
한국표준협회,韓国標準協会
한국항공우주학회,韓国航空宇宙学会
한국해양과학기술원,韓国海洋科学技術院
한국해양학회,韓国海洋学会
KAI 소형 무장헬기,KAI LCH/LAH
한국화재보험협회,韓国火災保険協会
한국화학연구원,韓国化学技術研究所
한국화학올림피아드,韓国化学オリンピック
한국환경공단,韓国環境公団
한국환경산업기술원,韓国環境産業技術院
한남대로,漢南大路
한남중미용정보고등학교,ハンナム中美容情報高校
대봉교역,大鳳橋駅
수성시장역,寿城市場駅
수성구민운동장역,寿城区民運動場駅
어린이세상역,子供会館駅
황금역,黄金駅 (大邱広域市)
수성못역,寿城池駅
지산역,池山駅
범물역,凡勿駅
용지역,龍池駅
위례신도시,慰禮新都市
중동신도시,中洞新都市
대한민국의 계획도시,大韓民国の計画都市
서원,書院
출입국외국인정책본부,出入国外国人政策本部
충남고등학교,忠南高等學校
충남고속,忠南高速
충남기계공업고등학교,忠南機械工業高等学校
충남대학교병원,忠南大学校病院
충남중학교,忠南中学校
충무동,忠武洞
충북보건과학대학교,忠北保健科学大学校
충북여자고등학교,忠北女子高等学校
충암고등학교,沖岩高等学校
충장동,忠壮洞
중앙노동위원회,中央労働委員会
중앙대학교사범대학부속고등학교,中央大学師範大学付属高校
중앙동,中央洞
중앙동,中央洞
중앙동,中央洞
중앙동,中央洞
부여정보고등학교,扶餘情報高校
서천여자정보고등학교,舒川女子情報高等学校
대구삼성라이온즈파크,大邱サムスン・ライオンズ・パーク
창원야구장,昌原NCパーク
법제사법위원회,法制司法委員会
대한민국 국회 정보위원회,情報委員会
대한민국 국회 농림축산식품해양수산위원회,農林畜産食品海洋水産委員会
대한민국 국회 국방위원회,国防委員会
대한민국의 국회의원,国会議員
한천면,寒泉面
한탄강 대교천 현무암 협곡,漢灘江大橋川玄武岩峡谷
함박산 (경기),函朴山
함현고등학교,威絃高等学校
충청남도청,忠清南道庁
충청지방통계청,忠清地方統計庁
충화면,忠化面
친선고속,親善高速
친일반민족행위 704인 명단,親日反民族行為705人名簿
칠금금릉동,漆琴金陵洞
티빙,ティビン
파계사,把渓寺
파로호,破虜湖
파리크라상,パリクロワッサン
파주고등학교,坡州高等学校
파주소방서,坡州消防署
서울 고종 어극 40년 칭경기념비,高宗即位40年称慶紀念碑
김제여자고등학교,金堤女子高等学校
제7기동군단,第7機動軍団 (韓国陸軍)
김천여자고등학교,金泉女子高等学校
김해가야고등학교,金海伽倻高等学校
경기도광주하남교육지원청,京畿道光州河南教育支援庁
중앙승가대학교,中央僧伽大学校
보정고등학교,寶亭高等学校
부명고등학교,富明高等学校
부천고등학교,富川高等学校
부천공업고등학교,富川工業高等学校
분당경영고등학교,盆唐経営高等学校
성일정보고등학교,城一情報高等学校
세경고등학교,世景高等学校
수원여자고등학교,水原女子高等学校
수원칠보고등학교,水原七宝高等学校
신갈고등학교,新葛高等学校
신길고등학교,新吉高等学校
신흥고등학교,信興高等学校
안산동산고등학교,安山東山高等学校
대한민국 국회사무처,国会事務処
대한민국 국회 사무총장,大韓民国国会事務総長
대한민국 국회예산정책처,国会予算政策処
정보통신산업진흥원,情報通信産業振興院
포항여자고등학교,浦項女子高等学校
대명 상무,デミョンサンム
남도해양열차,南道海洋列車
경복비즈니스고등학교,慶福ビジネス高等学校
삼풍백화점,三豊百貨店
와인시네마트레인,ワインシネマトレイン
서울구로경찰서,ソウル九老警察署
광주광역시 도시철도공사,光州広域市都市鉄道公社
경기평택항만공사,京畿平沢港湾公社
우진산전,宇進産電
일직터널 KTX 열차 탈선 사고,日直トンネルKTX列車脱線事故
호남고속,湖南高速
호남지방통계청,湖南地方統計庁
호수돈여자중학교,ホルストン女子中学校
호암로,虎巖路
호저면,好楮面
호평동,好坪洞
홈&쇼핑,ホームアンドショッピング
홍도 (통영시),鴻島 (統営市)
해신동,海新洞
해안동,解顔洞 (大邱広域市)
해안면,亥安面
해양위성센터,海洋衛星センター
해양환경공단,海洋環境公団
해외건설협회,海外建設協会
해운대공업고등학교,海雲台工業高等学校
해운대온천,海雲台温泉
해협산,海峡山
행구동,杏邱洞
풍도 (섬),豊島
풍덕동,豊徳洞
풍산 심씨 문정공파 묘역,豊山沈氏文靖公派墓域
풍산고등학교 (경기),豊山高等学校
풍생고등학교,豊生高等学校
풍세면,豊歳面
풍양면,豊陽面
프리챌,フリーチャル
대한민국학술원,大韓民国学術院
신안군 염전 섬노예 사건,韓国塩田奴隷労働事件
정지용 문학상,鄭芝溶文学賞
넥스트엔터테인먼트월드,ネクスト・エンターテインメント・ワールド
공공기관의 정보공개에 관한 법률,公共機関の情報公開に関する法律
천안 성거산 위례성,天安聖居山慰礼城
경기도군포의왕교육지원청,京畿道軍浦義王教育支援庁
경기도부천교육지원청,京畿道富川教育支援庁
경기도시흥교육지원청,京畿道始興教育支援庁
경기도안산교육지원청,京畿道安山教育支援庁
세검정,洗剣亭址
함월산,含月山
화장산,花蔵山
북철송장역,北鉄送場駅
남철송장역,南鉄送場駅
장생포고래박물관,長生浦鯨博物館
중원비행장,中原空軍基地
대한예수교장로회,大韓イエス教長老会
현충사,顕忠祠
남암산,南巌山
강남중학교,江南中学校
해안분지,亥安盆地
아르떼 수성랜드,アルテ寿城ランド
통도사 하이패스 나들목,通度寺ハイパスインターチェンジ
NH농협은행,農協銀行
국풍81,国風81
신당제5동,新堂5洞
동화동,東化洞
청구동,青丘洞
대관령터널,大関嶺トンネル
대전광역시의 문화재자료,大田広域市文化財資料
경상남도의 문화재자료,慶尚南道文化財資料
고창중학교,高敞中学校
덕소중학교,徳沼中学校
매탄중학교,梅灘中学校
도로교통법,道路交通法 (大韓民国)
민사집행법,民事執行法 (大韓民国)
영종역,永宗駅
울산박물관,ウルサン博物館
대한민국의 구,大韓民国の自治区
에이판 스타 어워즈,APANスターアワーズ
사회 복무 요원,社会服務要員
대한민국-파라과이 관계,パラグアイと大韓民国の関係
호매실고등학교,好梅実高等学校
효원고등학교,孝園高等学校
신풍초등학교,新豊初等学校
김세연,金世淵
정종섭,鄭宗燮
건원릉,健元陵
평택시외버스터미널,平沢市外バスターミナル
평해읍,平海邑
포곡읍,蒲谷邑
포두면,浦頭面
포스코퓨처엠,ポスコフューチャーエム
포승읍,浦升邑
포천경찰서,抱川警察署
포천소방서,抱川消防署
부산역 KTX 열차 충돌 사고,釜山駅KTX列車衝突事故
온양한올고등학교,温陽ハノル高等学校
대구역 열차 충돌 사고,大邱駅列車衝突事故
송곡여자고등학교,松谷女子高等学校
연세대학교 축구부,全延禧
화성동탄우체국,華城郵便局
민주당,民主党
Tower Infinity,タワー・インフィニティ
2012년 구미 가스 누출 사고,亀尾フッ化水素酸漏出事故
월인천강지곡,月印千江之曲
부산광역시의료원,釜山医療院
고란사,皐蘭寺
한국주택금융공사,韓国住宅金融公社
한국중부발전,韓国中部発電
한국지구과학회,韓国地球科学会
한국지방행정연구원,韓国地方行政研究院
한국직업방송,韓国職業放送
한국직업능력연구원,韓国職業能力研究院
한국철도기술연구원,韓国鉄道技術研究院
한국청년단체협의회,韓国青年団体協議会
한국청소년연맹,韓国青少年連盟
한국청소년활동진흥원,韓国青少年活動進興院
한국토지주택공사,韓国土地住宅公社
한국특허정보원,韓国特許情報院
한국폴리텍I대학,韓国ポリテクⅠ大学
한국폴리텍V대학,韓国ポリテクⅤ大学
한국폴리텍대학 항공캠퍼스,韓国ポリテク大学・航空キャンパス
한국폴리텍VII대학 동부산캠퍼스,南国ポリテクⅦ大学・東釜山キャンパス
부산국제금융센터,釜山国際金融センター
유엔기념공원,UN記念公園
국민당,国民党
식품위생법,食品衛生法
대한민국 외무부,外務部
솔안터널,ソラントンネル
미스틱스토리,ミスティックストーリー
하나원,北韓離脱住民定着支援事務所
울산 현대미포조선 돌고래 FC,蔚山現代尾浦造船
추풍령 나들목,秋風嶺インターチェンジ
SR,SR
신흥중학교,信興中学校
예봉중학교,イェボン中学校
풍생중학교,豊生中学校
한수중학교,漢水中学校
가좌고등학교,佳佐高等学校
일산국제컨벤션고등학교,一山国際コンベンション高等学校
경기국제통상고등학교,京畿国際通商高等学校
경기예술고등학교,京畿藝術高等学校
파주읍,坡州邑
파평면,坡平面
판교면,板橋面
판부면,板富面
팔공산 나들목,八公山インターチェンジ
팔달문 동종,八達門銅鐘
팔당댐,八堂ダム
팔당호,八堂湖
팔룡동,八龍洞
팔미도,八尾島
팔음산,八音山
경주 남고루,南古塁
경주 명활성,明活城
경주읍성,慶州邑城
고성 송학동 고분군,固城松鶴洞古墳群
곤지암,昆池岩
달성고등학교,達城高等学校
대건고등학교,大建高等学校
경상북도의회,慶尚北道議会
약현성당,薬峴聖堂
대구공업고등학교,大邱工業高校
필운대,弼雲台
필암서원,筆岩書院
하나증권,ハナ金融投資
하남경찰서,河南警察署
하남고등학교,河南高等学校
하남시청시외버스정류장,河南市外バス停留場
하남경영고등학교,河南経営高等学校
하단동,下端洞
하동읍,河東邑
조종면,朝宗面
하북면,下北面
하빈면,河浜面
하서면,下西面
경제인문사회연구회,経済人文社会研究会
경주 나들목,慶州インターチェンジ
경파역,慶坡駅
대구여자고등학교,大邱女子高等学校
대구중학교,大邱中学校
서울대길초등학교,ソウル大吉初等学校
현동,顕洞
현북면,県北面
현절사,顕節祠
협성대학교,協成大学校
형도,衡島
혜광고등학교,恵光高等学校
혜성여자고등학교,恵聖女子高等学校
대전과학기술대학교,大田科学技術大学校
혜화여자고등학교 (부산),恵花女子高等学校
호구포로,虎口浦路
호국군,護国軍
호국로,護国路
통도사 나들목,通度寺インターチェンジ
통영 케이블카,統営ケーブルカー
통영고등학교,統営高等学校
통영대전고속도로,統営大田高速道路
통영여자고등학교,統営女子高等学校
통영적십자병원,統営赤十字病院
통영해저터널,統営海底トンネル
통일대교,統一大橋
통일로,統一路
통일시대민족문화재단,統一時代民族文化財団
통진읍,通津邑
퇴계동,退渓洞
태안읍,泰安邑
태안여객,泰安旅客
망포동,網浦洞
태조산,太祖山
태종로 (경주시),太宗路
태종무열왕릉비,太宗武烈王陵碑
태평동,太平洞
태평로 (대구),太平路 (大邱広域市)
태화상운,泰和商運
토끼섬 (인천),兎島
2014년 동계 패럴림픽 대한민국 선수단,2014年ソチパラリンピックの韓国選手団
헌법재판소법,憲法裁判所法
서문시장역,西門市場駅
노동당,労働党
매니지먼트 숲,マネジメントSOOP
대한민국-필리핀 관계,比韓関係
창원소방서,昌原消防署
예비고사,大学入学予備考査
부산도시공사,釜山都市公社
제주평화연구원,済州平和研究院
대한민국 새만금개발청,セマングム開発庁
광양항,光陽港
대한민국 원자력안전위원회,大韓民国原子力安全委員会
MBC 드라미아,MBCドラミア
인천공항터미널,仁川国際空港の市外バス
화성 FC,華城FC
현대고등학교 (서울),現代高等学校
안양예술고등학교,安養芸術高等学校
양명고등학교,養明高等学校
양주백석고등학교,楊州白石高等学校
영북고등학교,永北高等学校
영생고등학교,永生高等学校
영신여자고등학교 (경기),永新女子高等学校
원곡고등학교,元谷高等学校
의왕고등학교,義王高等学校
의정부공업고등학교,議政府工業高等学校
이천고등학교,利川高等学校
인덕원고등학교,仁徳院高等学校
지평고등학교,砥平高等学校
진접고등학교,ジンジョプ高等学校
태원고등학교,泰園高等学校
태장고등학교,台章高等学校
약수동,薬水洞
다산동,茶山洞
오세암,五歲庵
KBS 월드,KBSワールドTV
대한민국의 국무총리,国務総理
가원중학교,可園中学校
가정고등학교,佳停高等学校
홍산면,鴻山面
홍성읍,洪城邑
홍익대학교 국제디자인전문대학원,弘益大学校国際デザイン専門大学院
홍익회,弘益会
홍익항공,弘益航空
홍천읍,洪川邑
화계사,華渓寺
화곡고등학교,禾谷高等学校
화곡보건경영고등학교,禾谷保険経営高等学校
화양면,華陽面
화원고등학교 (대구),花園高等学校 (大邱広域市)
화원읍,花園邑
화원중학교 (대구),花園中学校
화정면,華井面
화진포,花津浦
화촌면,化村面
화학산,華鶴山
화홍고등학교,華虹高等学校
환경의 날,環境の日
환일고등학교,桓一高等学校
황간 나들목,黄澗インターチェンジ
황룡강,黄龍江
황룡면,黄龍面
한국건강관리협회,韓国健康管理協会
한국건설관리공사,韓国建設管理公社
한국건설기술연구원,韓国建設技術研究院
한국건설기술인협회,韓国建設技術協会
한국고용정보원,韓国雇用情報院
한국고전번역원,韓国古典翻訳院
한국과학기술기획평가원,韓國科學技術企劃評價院
