Dortmund,多特蒙德
SV Schalding-Heining,沙尔丁-海宁体育俱乐部
Railjet,锐捷列车
Ailertchen,艾莱尔特兴
Heubach,霍伊巴赫
Alte Kongresshalle (München),旧大会堂
Aidhausen,艾德豪森
Uckermark,乌克马克
Friedrich-Naumann-Stiftung für die Freiheit,腓特烈·瑙曼基金會
Altendiez,阿尔滕迪茨
Farnstädt,法尔恩斯特
Schlacht bei Großbeeren,葛羅比忍戰役
Cremlingen,克雷姆林根
Petersberg,彼得斯贝格
Gersprenz,蓋施普倫茨河
Oerlenbach,奥埃尔伦巴赫
Kaufering,考费林格
Osnabrücker Land,奥斯纳布吕克地区
Erlensee,埃伦塞
Aitrach,艾特拉赫河 (伊勒河)
Aitrach,艾特拉
Freie Wähler,自由选民协会
Schwäbisch,施瓦本语
Bahnstrecke Mainz Hbf–Frankfurt (Main) Hbf,美因河铁路
Erzamt,大职位
HUS-Epidemie 2011,2011年O104:H4型大腸桿菌疫情
Europastraße E40,欧洲E40公路
Gigaset Communications,集怡嘉
1. FC Frankfurt,奥德河畔法兰克福足球俱乐部
Alte Sollner Kirche St. Johann Baptist,老索恩圣若翰洗者教堂
Achtelsbach,阿特尔斯巴赫
Achterdieksee,阿赫特迪克湖
Achtersee,阿赫特湖
VfB Helmbrechts,黑尔姆布雷希茨体育俱乐部
T-Mobile,T-Mobile
Rabenau,拉贝瑙
Unterroth,翁特罗特
Transrapid 08,TR-08
Techelsdorf,特歇尔斯多尔夫
Liebenscheid,利本沙伊德
Fußball-Weltmeisterschaft 2006/Gruppe G,2006年世界盃足球賽決賽週 - G組
Air Hamburg,汉堡航空
Lena-Arena,萊娜體育場
Ainring,阿因林格
Nationalsozialer Verein,民族－社會聯合會
Laudert,劳德尔特
Otterfing,奥特尔芬格
Aindlinger Baggersee,艾恩德靈巴格湖
Achterwehr,阿特尔韦尔
Heuthen,霍伊滕
Pfalz,普法爾茨地區
Igeler Säule,伊格勒柱
Ailsbach,艾爾斯巴赫河 (皮特拉赫河支流)
Frankenstadion Heilbronn,海尔布隆弗兰肯体育场
VfR Heilbronn,海尔布隆草地竞赛俱乐部
Lietzow,利措
Achtrup,阿特鲁普
ADAC,全德汽车俱乐部
Feuerbach,福伊尔巴赫
Sebamed,施巴科研中心
Aiterhofen,艾特罗芬
Aisch,艾施河 (雷格尼茨河支流)
Fußball-Regionalliga Bayern,巴伐利亚足球地区联赛
Weibern,魏伯恩
Stadion der Freundschaft,友谊体育场
Achstetten,阿斯特滕
Aitrang,艾特朗
Bahnhof Hamburg-Eidelstedt,汉堡-埃德尔斯特德车站
Akademie der Bildenden Künste Nürnberg,纽伦堡美术学院
Akademie der Bildenden Künste München,慕尼黑美術學院
Aixtron,爱思强
Akademie Auswärtiger Dienst,德国外交学院
Morlautern,莫尔劳滕
Botschafter der Vereinigten Staaten in Deutschland,美國駐德大使
Alte Universität,大學教堂
Alte Waage,老天平所 (莱比锡)
Alte Weser (Dreye),阿爾特悉湖
Aken (Elbe),阿肯
Akademie für Tonkunst,公立达姆施塔特音乐艺术学院
Acht (Eifel),阿赫特
Waldthurn,瓦尔图尔恩
Fritz-Walter-Medaille,弗里茨·瓦尔特大奖
Rabbinerseminar zu Berlin,希爾德斯海默拉比神學院
Akzisehaus (Osnabrück),阿克齐斯之家
St. Viktor,聖維克多教堂
Alte Nikolaikirche,老尼可拉教堂
Alte Oper,法蘭克福舊歌劇院
AEG 12X,AEG12X型电力机车
StudiVZ,StudiVZ
AGSV Bremen,AGSV不来梅
SVA Bad Hersfeld,SVA巴特黑斯费尔德
Rechtsextremismus in Deutschland,德国政治极右翼
Flugplatz Wiesbaden-Erbenheim,卢修斯·克莱营
Hochschule Heilbronn,海尔布隆大学
Hamburger Terrorzelle,漢堡組織
Flugplatz Augsburg,奧格斯堡機場
St. Salvator,救世主堂 (慕尼黑)
Estergebirge,埃斯特爾山脈
Fußball-Weltmeisterschaft 1974/Qualifikation,1974年世界盃外圍賽
Altenahr,阿尔特纳尔
Nationaltheater Mannheim,曼海姆国家剧院
Jahrsdorf,亚尔斯多尔夫
Sixtinische Madonna,西斯廷聖母
Alte Synagoge,老犹太会堂
Alte Synagoge,旧犹太教堂
Acta Eruditorum,學術紀事
Osterode am Harz,哈茨山麓奥斯特罗德
Fortuna Sachsenross Hannover,福尔图娜萨克森之马
"Akkreditierungs-, Certifizierungs- und Qualitätssicherungs-Institut",認證和質量保證協會
Augustinereremitenkloster Erfurt,圣奥古斯特修道院
Wega,貴翔
Kettler,克特勒
Adelholzener Alpenquellen,爱德豪森纳
Akademie gemeinnütziger Wissenschaften,埃尔福特科学院
Akademienprogramm,学院计划
Gemeinsamer Senat der obersten Gerichtshöfe des Bundes,德國聯邦最高法院大法庭
Bahnhof München-Neuperlach Süd,慕尼黑-諾伊佩爾拉赫南站
Garnisonkirche St. Martin,圣马丁驻军教堂
Mülheim,米尔海姆
Altenberg,阿尔滕贝格
Adelmannsfelden,阿德尔曼斯费尔登
Fußball-Weltmeisterschaft 2006/Gruppe C,2006年世界盃足球賽決賽週 - C組
Fußball-Weltmeisterschaft 2006/Gruppe E,2006年世界盃足球賽決賽週 - E組
Fußball-Weltmeisterschaft 2006/Gruppe F,2006年世界盃足球賽決賽週 - F組
Ehemalige Hauptkirche St. Nikolai,圣尼古拉教堂
Flugplatz Bremgarten,布雷姆加滕军用机场
Sankt Margarethen,圣马尔加雷滕
BMW Park,鲁迪·塞德尔迈耶体育馆
Polizei Berlin,柏林城邦警察
Hessische Polizei,黑森邦警察
German Open,德國羽毛球公開賽
Nationalsozialistische Volkswohlfahrt,国家社会主义人民福利
Altenau,阿尔特瑙
Alteglofsheim,阿尔特格洛夫斯海姆
Niedersächsische Akademie der Wissenschaften zu Göttingen,哥廷根科学院
Alexanderplatz-Demonstration,亞歷山大廣場示威
Porsche-Museum,保時捷博物館
Burtscheid,布特沙伊德
Erdbeben von Roermond 1992,1992年魯爾蒙德地震
AEG-Turbinenfabrik,AEG渦輪機工廠
Akademie der Künste Berlin,柏林艺术学院
Akademie der Wissenschaften und der Literatur Mainz,美因茨科学与文学院
Tiergarten,蒂尔加滕
Adelsheim,阿德尔斯海姆
Bad Emstal,巴德埃姆斯塔尔
Altenbeuthen,阿尔滕博伊滕
Fußball-Weltmeisterschaft 2006/Gruppe D,2006年世界盃足球賽決賽週 - D組
Sagter Ems,薩格特埃姆斯河
Altenberga,阿尔滕贝尔加
Altenbergtunnel,阿尔滕贝格隧道
Altenbruch,阿尔滕布鲁赫
Altenbuch,阿尔滕布
Nationalparks in Deutschland,德国国家公园列表
AG Weser,威悉股份公司
AIDA Cruises,爱达邮轮
Altenbamberg,阿尔滕班贝尔格
Megesheim,梅格斯海姆
Adelschlag,阿德尔施拉格
Adelsdorf,阿德尔斯多夫
Leibi,萊比河
Habichtswälder Bergland,哈比希茨瓦尔德
Adelebsen,阿德莱布森
Altenau (Oker),阿爾特瑙河
Altenbach,阿尔滕巴赫
Altenbach,阿爾滕巴赫河 (美因河支流)
Adelsried,阿德尔斯里德
Sparrenburg,斯帕伦贝格城堡
Festung Marienberg,玛利恩堡
Hellbach,黑爾巴赫河 (埃姆舍爾河支流)
VfB Friedrichshafen,腓特烈港足球俱乐部
Aktiengesellschaft,股份有限公司
Martinstor,马丁门
Gymnasium zum Grauen Kloster,格勞·恩克洛斯特福音體育學校
Ramme,拉默河
TV Rottenburg,罗藤堡电视
Adelheidsdorf,阿德尔海茨多尔夫
Lassan,拉桑
Upgant-Schott,乌普甘特-绍特
Tannhausen,坦豪森
St. Martin,圣玛尔定圣殿 (安贝格)
Theater am Potsdamer Platz,波茨坦广场歌剧院
Lechbruck am See,滨湖莱希布鲁克
Hardegsen,哈尔德格森
Wasserthaleben,瓦塞尔塔莱本
Adendorf,阿登多尔夫
Iggensbach,伊根斯巴赫
Niederrhein,下萊茵地區
Marktplatz in Karlsruhe,集市广场
Bruchweiler,布鲁魏莱尔
Drahnsdorf,德拉恩斯多尔夫
Antrifttal,安特里夫塔尔
Korff,科爾夫家族
NATO-Flugplatz Geilenkirchen,蓋倫基興北約空軍基地
Adenstedt,阿登斯特
Adenbüttel,阿登比特尔
Adenbach,阿登巴赫
Rathaus Bochum,波鸿市政厅
Heilsbronn,海尔斯布龙
SC Waldgirmes,瓦尔德吉尔梅斯体育俱乐部
Stadtsteinach,施塔茨泰纳
Hochstadt,霍斯塔特
Bad Bergzabern,巴德贝尔格察贝尔恩
Konstanzer Münster,康斯坦茨大教堂
Operation Gold,黄金行动
Niedernhausen,下恩豪森
Altusried,阿尔图斯里德
Oberschwaben,上士瓦本區
Altstädtische Hauptwache,舊城主崗哨 (德勒斯登)
Grafschaft Schaumburg,绍姆堡伯国
VSG Altglienicke,老格里尼克体育俱乐部
Pettstadt,佩茨塔特
Marnerdeich,马尔内尔代希
Hansaviertel,柏林-汉萨费尔特
Bad Freienwalde,巴德夫赖恩瓦尔德
Altstrimmig,阿尔茨特里米希
Adler-Skistadion,阿德勒滑雪場
Regierungsbezirk Weser-Ems,威悉-埃姆斯行政区
Fleißenbach,弗萊森巴赫河
Botanischer Garten Freiburg,弗赖堡植物园
Wieste,維斯特河
Altenfeld,阿尔滕费尔德
Adler Mannheim,曼海姆鹰冰球队
Pader,帕德河
Altstadtmarkt (Braunschweig),老城市场
Altstadtrathaus (Braunschweig),旧市政厅
Altstadtring,托马斯·威默环路
Magdeburger Börde,马格德堡平原
Admannshagen-Bargeshagen,阿德曼斯哈根-巴尔格斯哈根
Lesum,萊蘇姆河
Bahnhof Frankfurt (Oder),奥得河畔法兰克福车站
Eulgem,奥伊尔格姆
St. Peter und Paul,聖彼得與保羅教堂
Hohenlockstedt,霍亨洛克斯特
Altendorf,阿尔滕多尔夫
Altenglan,阿尔滕格兰
Borstel,博斯特尔
Tour de France 2006,2006年環法自由車賽
Liste der Hochschulen in Deutschland,德国大学列表
Heuneburg,休訥堡
Preußische Akademie der Wissenschaften,普鲁士科学院
Nordwestdeutscher Rundfunk,北西德廣播
Ostdeutscher Rundfunk Brandenburg,勃兰登堡东德国广播电台
Archäologisches Museum Colombischlössle,科伦比小城堡考古学博物馆
Bundesverband der Deutschen Industrie,德国工业联合会
Liste deutscher U-Boote,德意志帝国海军潜艇列表
Bad Friedrichshall Hauptbahnhof,巴特腓特烈斯哈尔-亚格斯特费尔德车站
Richard-Wagner-Festspielhaus,拜罗伊特节日剧院
Entartete Kunst (Ausstellung),堕落艺术展
Beratzhausen,贝拉茨豪森
Bogenhausen (Stadtbezirk),博根豪森
Altengottern,阿尔滕戈特尔恩
Gusenburg,古森堡
Motor Presse Stuttgart,斯圖加特汽車出版社
Leuchsenbach,洛伊希森巴赫河
Schwebefähre Osten–Hemmoor,奧斯滕運渡橋
Lichtenberg,柏林/東部
Ollendorf,奥伦多夫
Bessenbach,贝森巴赫
Adolfosee,阿多爾福湖
Tempelhof,滕珀爾霍夫
Schlacht bei Großgörschen,呂岑會戰
Präsident des Bundesrates,德國聯邦參議院議長
Frielendorf,弗里伦多尔夫
Admiralspalast,海军上将宫
Süderhackstedt,叙德拉克斯特
Langballig,朗巴利希
Britz,布里茨
Denkte,登克特
Salzmannschule Schnepfenthal,萨尔茨曼外国语学校
Altwarp,阿尔特瓦尔普
Altweidelbach,旧魏德尔巴赫
Interregio-Express,区际快车
Übereisenbach,于贝赖森巴赫
Altenhausen,阿尔滕豪森
Altwarmbüchener See,阿爾特瓦爾姆比興湖
Deutsches Derby,德國打吡大賽
Schenkenberg,申肯贝尔格
U-Bahnhof Friedrichsfelde,腓特烈斯費爾德站
Sozialversicherung,各個社會安全基金
Lehnstedt,莱恩斯特
Taschen,TASCHEN出版
Abrocksbach,阿布羅克斯巴赫河
Brahmspreis,勃拉姆斯奖
Longkamp,隆坎普
Knittelsheim,克尼特尔斯海姆
Altwigshagen,阿尔特维格斯哈根
Ilsede,伊尔塞德
Stadion,施塔迪翁
Vordorf,福尔多尔夫
Falkenfels,法尔肯费尔斯
Ahrensfelde,阿伦斯费尔德
Untersberg,溫特斯貝格山
Absberg,阿布斯贝尔格
Starzach,施塔尔察
Kleine Örtze,小厄爾策河
Alstom Transport Deutschland,林克-霍夫曼-布希
Molzhain,莫尔茨海恩
Überherrn,于贝雷尔恩
Neubrunn,新布伦
Überlingen,于贝尔林根
Altenkrempe,阿尔滕克伦佩
Altenkunstadt,阿尔滕昆斯塔特
Himmelfahrt Mariä mit Heiligen,圣母蒙召升天
Neue Residenz,新宫殿
Groß Pankow,大潘科
Littfe,利特費河
Museum für Asiatische Kunst,亞洲藝術博物館
Altenholz,阿尔滕霍尔茨
Breunigweiler,布罗伊尼格魏莱尔
Rodenkirchen,羅登基興
Innenstadt,内城区
Este,埃斯特河
Allgemeines Ehrenzeichen,黑森榮譽獎章
SC Opel Rüsselsheim,欧宝吕塞尔斯海姆
Bergpark Wilhelmshöhe,威海姆蘇赫山地公園
Süddeutscher Rundfunk,南德广播公司
Amerdingen,阿梅尔丁根
Die sieben Freuden Mariens,諸聖嬰孩慶日
Internationale Vegetarier-Union,国际素食联盟
Stamsried,施塔姆斯里德
Bickenbach,比肯巴赫
Bergische Universität Wuppertal,伍珀塔尔大学
Verkehrsverbund Rhein-Ruhr,萊茵-魯爾運輸協會
Hochschule für Musik Karlsruhe,卡尔斯鲁厄音乐大学
New Yorker Lions,纽约人狮
Bayerischer Filmpreis,巴伐利亚电影奖
Altenmedingen,阿尔滕梅丁根
Waldnaab,瓦爾德納布河
VDO Automotive,西门子威迪欧
MTV Ingolstadt,MTV因戈尔施塔特
Dümmersee,迪默湖
Fliegerhorst Neubiberg,新比贝格空军基地
Heidenau,海德瑙 (下薩克森)
Spornitz,施波尔尼茨
Meddewade,梅德瓦德
Sierksrade,西尔克斯拉德
Altenmoor,阿尔滕莫尔
Hochscheid,霍沙伊德
Wallgraben-Theater,瓦尔格拉本剧院
Prüfcenter Wegberg-Wildenrath,韦格贝格-韦登拉特试验中心
Ohlstadt,奥尔斯塔特
VDE Verband der Elektrotechnik Elektronik Informationstechnik,德國電氣電子及信息技術協會
Niederrhein,下萊茵
Bälau,贝劳
St. Sebald,圣塞巴都堂
Stadion am Bieberer Berg,比贝雷·博格球场
Standenbühl,施坦登比赫尔
Flurstedt,弗卢尔斯特
Kampen,坎彭山
Nagel,纳格尔
Landkreis Parchim,帕尔希姆县
Arabische Christen,阿拉伯基督徒
Emerkingen,埃梅尔金根
Altenpleen,阿尔滕普伦
Übersee-Museum,不萊梅海外博物館
Altenstadt,阿尔滕斯塔特
Else,埃爾瑟河
Benediktinerkloster Tegernsee,特根湖修道院
Universität Koblenz-Landau,朗道大學
Badische Staatsbrauerei Rothaus,红屋啤酒厂
Region Mittlerer Oberrhein,上莱茵河中部地区
Lobberich,洛貝里希
Junkers G 31,容克斯G 31
Mümling,米姆靈河
Technische Universität Clausthal,克劳斯塔尔工业大学
Große Kreisstadt,大县城
Deutscher Meister,德国篮球冠军
Clemenskirche,克莱门教堂
Überlinger See,于伯靈湖
Alt Bennebek,旧贝内贝克
Uerdingen,乌丁根
Frankfurt-Gallus,Gallus區
Alveslohe,阿尔费斯洛黑
Hamburg-Marathon,汉堡马拉松
Burg Vischering,維舍林城堡
Enspel,恩斯佩尔
Benediktinerabtei Laach,瑪麗亞拉赫修道院
Zisterzienserkloster Marienstatt,马林施塔特修道院
Alveser See,阿瓦沃斯湖
Abstatt,阿布斯塔特
Neuhaus am Rennweg,伦韦格地区诺伊豪斯
Schmidthachenbach,施米塔亨巴赫
Alt-Godesberg,老戈德斯贝格
Rettert,雷特尔特
Norderheistedt,诺尔德赖斯特
Udestedt,乌德斯特
Historisches Lexikon Bayerns,巴伐利亚历史词典
International Arctic Science Committee,國際北極科學委員會
Hörsel,赫瑟爾河
Altenthann,阿尔滕坦
Rheinischer Merkur,莱茵信使报
Hengsteysee,亨施泰湖
Hardtberg (Stadtbezirk),哈特贝格
Alt-Mölln,阿尔特默尔恩
Burgenstraße,城堡之路
Ceska-Mordserie,國家社會主義地下謀殺案
Scharsee,沙爾湖 (普倫縣)
Schlöben,施勒本
Bundesliga 2003/04,2003年至2004年德国足球甲级联赛
Wetter,韋特河
Burg Stahleck,斯塔萊克城堡
Park Sanssouci,無憂宮公園
Frankfurt-Altstadt,法兰克福老城
Schleswig-Holsteinischer Landtag,石勒苏益格-荷尔斯泰因州議會
Doberlug-Kirchhain,多贝尔卢格-基尔夏因
"Benediktinerabtei St. Salvator, Prüm",普吕姆修道院
Abtei St. Hildegard,艾賓根修道院
Benediktinerabtei Weingarten,溫加滕修道院
Überwasserkirche,水上教堂
Neuhausen ob Eck,诺伊豪森奥布埃克
Katzbachbahn,卡茨巴赫铁路
Sportfreunde Katernberg,卡滕堡体育之友
Frankfurt-Nordend,法蘭克福北區
Regio-S-Bahn Bremen/Niedersachsen,不萊梅城市快鐵
Thüringisch,圖林根方言
Frankfurt-Eschersheim,埃舍爾斯海姆
Selenter See,塞倫特湖
Benediktinerabtei Brauweiler,布勞韋勒修道院
Üchtelhausen,于希特尔豪森
Vorwerk,福维克
Abtswind,阿布茨温德
Altenstadt,阿尔滕施塔特 (施瓦本)
Altenstadt,阿尔滕施塔特 (上巴伐利亚)
Eberfing,埃贝尔芬格
Hambühren,汉比赫伦
Alt-Moabit,老莫阿比特街
Abtsdorfer See,阿布茨多夫湖
Abtsbessingen,阿布茨贝辛根
Hypothekenbank Frankfurt,欧洲抵押银行
Alweg,阿韋格
DG Flugzeugbau,DG飞机制造公司
Jugendbewegung,德國青年運動
Altenmünster,阿尔滕明斯特尔
Armsheim,阿尔姆斯海姆
Abtweiler,阿布特魏莱尔
Frankfurt am Main Flughafen Fernbahnhof,法兰克福机场长途车站
Alt Bukow,旧布科
Alt Duvenstedt,阿尔特杜芬斯特
Alt Madlitz,马德利茨
Hoppenrade,霍彭拉德
Alter Dorfsee,舊多夫湖
Alt Sührkow,旧叙赫尔科
Abtsteinach,阿布茨泰纳
Alt Tucheband,旧图赫班德
Generalbundesanwalt beim Bundesgerichtshof,公共检察长
Deutsches Krebsforschungszentrum,德国癌症研究中心
Schloss Ehrenburg,爱伦堡宫
Schloss Rosenau,罗西瑙城堡
Gallileo,伽利略大厦
Flughafen München-Riem,慕尼黑-里姆机场
Altdorf,甘斯爾貝格
Alt Zauche-Wußwerk,阿尔特曹黑-武斯韦尔克
Alzenau,阿尔策瑙
Bliesgau,布里斯高
Althengstett,阿尔滕斯特
Ostasieninstitut der Hochschule Ludwigshafen,东亚学院
Norma,Norma超市
Schwarzwaldbahn,黑森林铁路
Bundeskartellamt,德国联邦卡尔特局
Augustusbrücke,奧古斯都大橋
Waldbach,瓦爾德巴赫河 (北萊茵-威斯特法倫州)
Alt Meteln,阿尔特梅特尔恩
Gischow,吉绍
Alt Krenzlin,阿尔特克伦茨林
Altdorf bei Nürnberg,阿尔多尔夫拜尼尔恩贝尔格
Kaltennordheim,卡尔特诺尔德海姆
Altdorf (Pfalz),阿尔特多夫
Niemetal,尼梅塔尔
Ückeritz,于克里茨
Üdersdorf,于德尔斯多尔夫
Alt Tellin,阿尔特林
Alt Zachun,旧察洪
Ühlingen-Birkendorf,于赫林根-比尔肯多尔夫
Ürzig,于尔齐希
Fallersleben,法勒斯莱本
Dobbin-Linstow,多宾-林斯托
Regierungsbezirk Hannover,汉诺威行政区
Leineschloss,萊納宮
Trettachspitze,特雷塔赫峰
Alter Hauptbahnhof (Heilbronn),海尔布隆旧火车总站
Alter Hauptbahnhof,杜塞尔多夫旧火车总站
Alter Kran,老吊车
Fulda Gap,富爾達缺口
Deutsches Schauspielhaus,德意志剧院
Florianturm,弗洛里安塔
2. Bundesliga 2003/04,2003年至2004年德國足球乙級聯賽
Schmorda,施莫尔达
Neukirch,诺伊基尔希
Abtsgmünd,阿布茨格明德
Alzey,阿尔蔡
Alz,阿爾茨河
Senat der Freien Hansestadt Bremen,不来梅参议院
Reiss-Engelhorn-Museen,赖斯·恩格尔霍恩博物馆群
Alaholfinger,阿哈洛芬斯
Moosach,莫薩赫河
U-Bahnhof Messestadt West,展览中心西站
Schellenbeck,謝倫貝克河
Ortenau,奧特瑙
Alter Wochowsee,舊沃肖湖
Alterkülz,阿尔特尔屈尔茨
Kirchensittenbach,基尔兴西滕巴赫
Mangfall,芒法爾河
Alter Nordfriedhof,旧北部公墓
Alter Ostbahnhof Berlin,旧柏林东站
U-Bahnhof Moosfeld,莫斯费尔德站
U-Bahnhof Karl-Preis-Platz,卡尔·布莱斯广场站
Bahnhof Konstanz,康斯坦茨车站
Boppard Hauptbahnhof,博帕德火车总站
U-Bahnhof Untersbergstraße,下山大街站
U-Bahnhof Messestadt Ost,展览中心东站
U-Bahnhof Giselastraße,吉瑟拉大街站
Turn-Weltmeisterschaften 2007,2007年世界競技體操錦標賽
Alter Markt,比勒费尔德旧市场
Alter Markt,老集市廣場 (波茨坦)
Alter Südfriedhof,旧南部公墓
Alter Tivoli,老蒂沃利体育场
Gräfenhainichen,格雷芬海尼兴
Alte Handelsbörse,老交易所 (莱比锡)
Alte Heide,老荒原 (慕尼黑)
Alter St.-Matthäus-Kirchhof Berlin,柏林聖馬太教堂墓地
Sächsische Akademie der Wissenschaften,萨克森科學與人文學院
Deutscher Handballbund,德国手球协会
Müggelberge,米格尔山
Schönau,舍瑙
Liederbach am Taunus,利德尔巴阿姆陶努斯
Wahl des deutschen Bundespräsidenten 1999,1999年德國總統選舉
Alte Brücke,法蘭克福老橋
Alte Brücke,老桥 (海德堡)
Alte Bundesländer,德国旧联邦州
Wanne-Eickel Hauptbahnhof,万讷-埃克尔火车总站
FC Kilia Kiel,基拉基爾
2. Bundesliga 1997/98,1997年至1998年德國足球乙級聯賽
2. Bundesliga 1999/2000,1999年至2000年德國足球乙級聯賽
Eisbären Bremerhaven,不来梅哈芬北极熊
Amöneburg,阿默内堡
Hürtgenwald,許特根森林
Bahnhof Montabaur,蒙塔鲍尔车站
Spvgg. 03 Neu-Isenburg,新伊森堡03
Designpreis der Bundesrepublik Deutschland,德国设计奖
Plech,普莱希
Altdöberner See,阿爾特德伯恩湖
Altdöbern,阿尔德贝尔恩
Altes Brauhaus zu Fallersleben,老啤酒厂
Altes Gymnasium Oldenburg,奧爾登堡老高校
Bahnhof Berlin Greifswalder Straße,柏林格赖夫斯瓦尔德大街车站
U-Bahnhof Stiglmaierplatz,斯蒂格迈尔广场站
U-Bahnhof Bonner Platz,波恩广场站
Haynrode,海恩罗德
Königlich Württembergische Staats-Eisenbahnen,皇家符腾堡国家铁路
Am Großen Bruch,阿姆格罗森布鲁
Sonneborn,松訥博恩河
Jümme,于默河 (萊達河支流)
Altes Palais,舊宮 (柏林)
Altes Rathaus,老市政厅 (班贝格)
Avira,Avira
Bahnhof Esslingen,埃斯林根(內卡)車站
Bahnhof Angermünde,安格尔明德车站
U-Bahnhof Fröttmaning,弗吕马宁站
U-Bahnhof Josephsburg,约瑟夫堡站
U-Bahnhof Kreillerstraße,克莱勒大街站
Wittlich Hauptbahnhof,维特利希火车总站
U-Bahnhof Josephsplatz,约瑟夫广场站
U-Bahnhof Hohenzollernplatz,霍恩索伦广场站
U-Bahnhof Maillingerstraße,梅林大街站
U-Bahnhof Königsplatz,国王广场站
Altersbach,阿尔特尔斯巴赫
U-Bahnhof Petuelring,佩图埃尔环路站
Alterssicherung der Landwirte,農林漁牧
U-Bahnhof Silberhornstraße,银角大街站
Berschweiler bei Kirn,基尔恩附近贝尔施魏莱尔
Nienhagen,宁哈根
Alte Emscher,舊埃姆舍河
Altes Rathaus,慕尼黑旧市政厅
Achern,阿赫恩
Bad Herrenalb,巴德黑雷纳尔布
Altes Rathaus (Düsseldorf),杜塞尔多夫老市政厅
Altes Rathaus (Göttingen),舊市政廳
Altes Rathaus,舊市政廳
Altes Rathaus,莱比锡老市政厅
Eimsbütteler TV,埃姆斯比特勒体操俱乐部
Rheinbrücke Emmerich,埃默里希莱茵河大桥
Spreadshirt,Spreadshirt
Koblenz Hauptbahnhof,科布倫茨火車總站
August Förster,奥古斯特·福斯特
Siebel Flugzeugwerke,西伯爾飛機製造廠
U-Bahnhof Implerstraße,因普勒广场站
U-Bahnhof Machtlfinger Straße,马赫特芬大街站
Metropolregion Stuttgart,斯圖加特都會區
Landesbank Baden-Württemberg,巴登-符腾堡州银行
Witten Hauptbahnhof,维滕火车总站
Wetterspitzen,韋特峰 (韋特施泰因山脈)
Amerikanisches Generalkonsulat in Düsseldorf,美國駐杜塞道夫總領事館
Am Mellensee,阿姆梅伦塞
Hecklingen,黑克林根
Am Ohmberg,阿姆奥恩贝尔格
S-Bahnhof Bellevue,柏林贝勒维宫车站
Borsfleth,博尔斯夫莱特
Septimius-Severus-Tondo,塞維蘭·東多肖像
Bahnhof Berlin-Lichterfelde Ost,柏林-利希特费尔德东站
Kastorf,卡斯托尔夫
Altes Rathaus,威斯巴登舊市政廳
Bahnhof Friedberg (Hess),弗里德贝格车站
Alte Hessel,舊黑瑟爾河
Alte Isarkaserne,旧伊萨尔兵营
Bahnhof Berlin Südkreuz,柏林南十字车站
U-Bahnhof Brudermühlstraße,缪尔兄弟大街站
U-Bahnhof Basler Straße,巴塞尔大街站
U-Bahnhof Aidenbachstraße,艾登巴赫街站
U-Bahnhof Thalkirchen,塔尔基兴站
U-Bahnhof Forstenrieder Allee,福斯滕里德大道站
Oberleitungsbus Solingen,索林根無軌電車
Bahnhof Bietigheim-Bissingen,比蒂格海姆-比辛根车站
Bahnhof Böblingen,伯布林根車站
Bahnhof Offenburg,奥芬堡车站
Dietmar-Hopp-Stadion,迪特马尔·霍普体育场
German Institute for Global and Area Studies,德意志寰宇暨地區研究所
Physikalisch-Technische Bundesanstalt,帝國技術物理研究所
Biblis,比布利斯
Württembergische Metallwarenfabrik,WMF集团
Am Salzhaff,阿姆萨尔茨哈夫
Ullstein Verlag,貓頭鷹出版社 (德國)
Rövershagen,勒费尔斯哈根
Nußbach,努斯巴赫
Leuterod,洛伊特罗德
U-Bahnhof Bülowstraße,比洛大街站
DB Fernverkehr,德铁长途运输
Kurd-Laßwitz-Preis,庫爾德·拉斯維茨最佳外國小說獎
Mayday,Mayday音乐节
Fischbach bei Dahn,达恩附近菲施巴赫
Wintrich,温特里希
Amtsgericht Königs Wusterhausen,柯尼希斯武斯特豪森地方法院
Rinnthal,林塔尔
Kempten (Allgäu) Hauptbahnhof,肯普滕中央车站
Konzell,孔策尔
Ruhrstadion,鲁尔球场
Parkstein,帕尔克斯泰因
Technik Museum Sinsheim,辛斯海姆汽车与技术博物馆
Max-Planck-Institut für Sonnensystemforschung,馬克斯·普朗克太陽系研究所
Hotel Nassauer Hof,納紹爾霍夫酒店
Mehringplatz,梅林廣場
KBC Duisburg,KBC杜伊斯堡
Rheinhausen (Stadtbezirk),莱茵豪森
Amerikanisches Generalkonsulat (Bremen),美国驻不来梅领事代理处
Amerikanisches Generalkonsulat in Frankfurt,美國駐法蘭克福總領事館
Amerikanisches Generalkonsulat in München,美國駐慕尼黑總領事館
Raketenflugplatz Berlin,泰格尔火箭发射场
Staatsballett Berlin,柏林國家芭蕾舞團
Jakobikirche,圣雅各教堂
Beke,貝克河 (瓦爾諾河支流)
Hoppegarten,霍佩加尔滕
Tötungsanstalt Hadamar,哈达玛尔安乐死中心
Herrenhausen-Stöcken,海恩豪森
Liste der deutschen Fußballnationalspieler,德國國家足球隊員列表
VfB Bottrop,博特罗普体育俱乐部
Bundespräsidialamt,德國聯邦總統府
Studentenstadt Freimann,弗莱曼大学城
Bucerius Law School,漢堡法學院
SV Stahl Thale,塔勒钢铁
Altheim,阿特海姆 (慕尼黑)
Althegnenberg,阿尔特格嫩贝格
Henau,黑瑙
Grob G 120,G 120教練機
Piesport,皮斯波尔特
