Douglas Adams,ダグラス・アダムズ
Ilona Kabos,イローナ・カボス
Don Sharp,ドン・シャープ
Alex Gardner,A-L-X
Pat Roach,パット・ローチ
Colin Bell,コリン・ベル
Charles Tannock,チャールズ・タナック
Eddie Jobson,エディ・ジョブソン
Alex Brundle,アレックス・ブランドル
Rupert Wainwright,ルパート・ウェインライト
Simon Russell Beale,サイモン・ラッセル・ビール
Charlie Higson,チャーリー・ヒグソン
Lancelot Holland,ランスロット・ホランド
Henry St. John Thackeray,ヘンリー・セント・ジョン・サッカレー
Phil Davis,フィル・デイヴィス (俳優)
Thomas Dunhill,トマス・ダンヒル
Mischa Spoliansky,ミシャ・スポリアンスキー
Silvanus P. Thompson,シルバナス・トンプソン
Kieran Agard,キーラン・アガード
Brandon Lewis,ブランドン・ルイス
Betsy Braddock,サイロック
Patrick Godfrey,パトリック・ゴッドフリー
Gerald Holtom,ジェラード・ホルトム
Colette Brettel,コレット・ブレッテル
Steve McMahon,スティーヴ・マクマホン
Frederick Corder,フレデリック・コーダー
Norman Lamb,ノーマン・ラム
Samuel Wesley,サミュエル・ウェスレー (詩人)
Harry Pearce,ハリー・ピアース
Mad Professor,マッド・プロフェッサー
Roy Wood,ロイ・ウッド
Dave Mason,デイヴ・メイソン
Stuart McCall,ステュアート・マッコール
Simon Grayson,サイモン・グレイソン
Ian Liddell-Grainger,イアン・リデル＝グレンジャー
Elfie Donnelly,エルフィ・ドネリー
Henry Edward Armstrong,ヘンリー・エドワード・アームストロング
Chris Leslie,クリス・レスリー
Colin Clarke,コリン・クラーク
Colin Falconer,コリン・ファルコナー
Edward Bond,エドワード・ボンド
Cecil Reddie,セシル・レディ
Steve McQueen,スティーヴ・マックイーン
David Cotterill,デイビッド・コッテリル
Dow Travers,ドウ・トラヴァース
Tom Blomqvist,トム・ブロンクビスト
Colin Mawby,コリン・マウビー
Colin McFarlane,コリン・マクファーレン
Ronald Harwood,ロナルド・ハーウッド
Barry Cooper,バリー・クーパー
Daniel Jones,ダニエル・ジョーンズ
Joe Simpson,ジョー・シンプソン
Tim Sherwood,ティム・シャーウッド
Tadeusz Rybczynski,タデウス・リプチンスキー
John Callen,ジョン・カレン
Ray Shulman,レイ・シャルマン
George Reader,ジョージ・リーダー
Edward Leigh,エドワード・リー
Dennis Robertson,デニス・ロバートソン
Nick Yelloly,ニック・イェロリー
Isidore de Lara,イシドール・ド・ララ
Peter J. Carroll,ピーター・J・キャロル
Kingsley Charles Dunham,キングスレー・チャールズ・ダナム
Neil Adams,ニール・アダムス
Walter Leigh,ウォルター・リー
Geoff Crammond,ジェフ・クラモンド
Paul Kossoff,ポール・コゾフ
Edgar Bainton,エドガー・ベイントン
Leo G. Carroll,レオ・G・キャロル
David Wise,デビッド・ワイズ
Robert S. Baker,ロバート・ベーカー
David Seidler,デヴィッド・サイドラー
Guy Green,ガイ・グリーン
Colin Gordon,コリン・ゴードン
Jeremy Lefroy,ジェレミー・レフロイ
Phillip Lee,フィリップ・リー
Eleanor Laing,エレノア・レング
Tom Helmore,トム・ヘルモア
Jimmy Hastings,ジミー・ヘイスティングス
William Nicholson,ウィリアム・ニコルソン
Kwasi Kwarteng,クワシ・クワーテング
David Almond,デイヴィッド・アーモンド
A. J. P. Taylor,A・J・P・テイラー
John Parrott,ジョン・パロット
Keith Relf,キース・レルフ
Clive Allen,クライヴ・アレン
Kris Marshall,クリス・マーシャル
Conn Iggulden,コン・イガルデン
Peter Giles,ピーター・ジャイルズ
Sarah McCorquodale,セーラ・マッコーコデール
Nigel Hitchin,ニジェール・ヒッチン
Martin Walsh,マーティン・ウォルシュ
Jon Harris,ジョン・ハリス
Colin Rowe,コーリン・ロウ
Neil Innes,ニール・イネス
Alan A'Court,アラン・アコート
Guy Burgess,ガイ・バージェス
Col Needham,コル・ニーダム
Tony Anholt,トニー・アンホルト
Max Newman,マックス・ニューマン
Christopher Clarke,クリストファー・クラーク
Max Graham,マックス・グラハム
Dean Stoneman,ディーン・ストーンマン
Robin Scott,ロビン・スコット
Bernard Fox,バーナード・フォックス
Chris Larkin,クリス・ラーキン
Marcus Jones,マーカス・ジョーンズ
Evan Parker,エヴァン・パーカー
David Chipperfield,デイヴィッド・チッパーフィールド
Paul Morley,ポール・モーリー
Collingwood Ingram,コリングウッド・イングラム
Harry Ferguson,ハリー・ファーガソン
Vini Reilly,ヴィニ・ライリー
Aston Webb,アストン・ウェッ
Howie B,ハウイー・B
Andrea Leadsom,アンドレア・レッドサム
Rusko,ラスコ
Greg Knight,グレッグ・ナイト
Simon Kirby,サイモン・カービー
Léon Goossens,レオン・グーセンス
Sam Ferris,サミュエル・フェリス
Roger Manvell,ロジャー・マンベル
John Wolcot,ジョン・ウォルコット
George Fenton,ジョージ・フェントン
Edward Gordon Craig,エドワード・ゴードン・クレイグ
David Dumville,デヴィット・ダンヴィル
John Mortimer,ジョン・モーティマー
Hugh N. Kennedy,ヒュー・ケネディ
Michael Bisping,マイケル・ビスピン
George Rodger,ジョージ・ロジャー
Mark Lazarowicz,マーク・ラザロヴィッツ
Ian Lavery,イアン・レイブリー
Pauline Latham,ポーリン・ラッタム
Julian Rhind-Tutt,ジュリアン・リンド＝タット
Gary Anderson,ゲイリー・アンダーソン
Jonathan Freedland,ジョナサン・フリードランド
Frederick Marshman Bailey,フレデリック・マーシュマン・ベイリー
Colin Graham,コリン・グレアム
Colin Friels,コリン・フリールズ
Donald M. Ashton,ドン・アシュトン
Pete Thomas,ピート・トーマス
Bernard Spilsbury,バーナード・スピルスベリー
Ronald Syme,ロナルド・セイム
Harry Alan Towers,ハリー・アラン・タワーズ
Robert Newton,ロバート・ニュートン
Ronald Knox,ロナルド・ノックス
Dennis Brain,デニス・ブレイン
John W. Duarte,ジョン・W・ドワーティ
Lawrie Sanchez,ローリー・サンチェス
Chris Bonington,クリス・ボニントン
Russell Page,ラッセル・ペイジ
John Reid,ジョン・リード
Danny Cohen,ダニー・コーエン
M. J. Bassett,マイケル・J・バセット
Michael Victor Berry,マイケル・ベリー
Oliver Norwood,オリヴァー・ノーウッド
Quentin Crisp,クエンティン・クリスプ
Kevan Jones,ケバン・ジョーンズ
Helen Jones,ヘレン・ジョーンズ
Henry Cornelius,ヘンリー・コーネリアス
Robbie Earle,ロビー・アール
John Lennox,ジョン・レノックス
Darren Barr,ダレン・バー
Durward Knowles,ダーウォード・ノウルズ
"Colwyn Philipps, 3rd Viscount St Davids",コルウィン・フィリップス
"Colin Tennant, 3rd Baron Glenconner",コリン・テナント
Peter R. Hunt,ピーター・R・ハント
Christopher Priest,クリストファー・プリースト
Vic Buckingham,ヴィク・バッキンガム
Mick Karn,ミック・カーン
Stephen Dillane,スティーヴン・ディレイン
Neal Eardley,ニール・アードレイ
Joe Mattock,ジョー・マトック
Terry Hands,テリー・ハンズ
Eric Linklater,エリック・リンクレーター
Edward Turner,エドワード・ターナー
Ferdinand von Mueller,フェルディナント・フォン・ミュラー
Limahl,リマール
LTJ Bukem,LTJ ブケム
Gerald Kaufman,ジェラード・カフマン
Ronnie Corbett,ロニー・コーベット
Gary Gardner,ゲイリー・ガードナー
Alan Rusbridger,アラン・ラスブリッジャー
"Sir George Trevelyan, 4th Baronet",ジョージ・トレヴェリアン
Thomas Humphrey Marshall,トマス・ハンフリー・マーシャル
Patrick McGrath,パトリック・マグラア
Clive Woodward,クライブ・ウッドワード
Willie Young,ウィリー・ヤング
Roots Manuva,ルーツ・マヌバ
Colin Ward,コリン・ワード
Christopher Dean,クリストファー・ディーン
Kenneth Frampton,ケネス・フランプトン
Bonobo,ボノボ
Colin Thubron,コリン・サブロン
Rupert Croft-Cooke,レオ・ブルース
James Herbert,ジェームズ・ハーバート
Denys Coop,デニス・コープ
Colin Montgomerie,コリン・モンゴメリー
M. J. Cole,MJコール
Thomas Cruise,トーマス・クルーズ
Herbert Mundin,ハーバート・ムンディン
Francis King,フランシス・キング
Albert Oldman,アルバート・オールドマン
John Sharp,ジョン・シャープ
Robert William Buss,ロバート・ウィリアム・バス
Mick Audsley,ミック・オーズリー
Joe Ingles,ジョー・イングルス
Donald Cammell,ドナルド・キャメル
David Soskice,デヴィッド・ソスキス
Steve Peat,スティーブ・ピート
Malcolm Bradbury,マルカム・ブラッドベリ
Colin Watson,コリン・ワトスン
Edward Albert Sharpey-Schafer,エドワード・シェイファー
Lily Potter,リリー・ポッター
Matty James,マティ・ジェームズ
"Hugh Lowther, 5th Earl of Lonsdale",ヒュー・ラウザー
Jim Carter,ジム・カーター
Aubrey J. Kempner,オーベリィ・ケンプナー
John Hassall,ジョン・ハッサール
Gabriel Thomson,ガブリエル・トムソン
Slick Rick,スリック・リック
Jed Mercurio,ジェド・マーキュリオ
Aubrey Mather,オーブリー・メイザー
Audley Harrison,オードリー・ハリソン
JJ Feild,JJ・フィールド
Elliott Ward,エリオット・ウォード
Joe Royle,ジョー・ロイル
John Williams,ジョン・ウィリアムズ
Clare Hollingworth,クレア・ホリングワース
"Cyril Asquith, Baron Asquith of Bishopstone",シリル・アスキス (アスキス・オブ・ビショップストン男爵)
"Robert Methuen, 7th Baron Methuen",ロバート・メスエン
William Orpen,ウィリアム・オルペン
Alan Moorehead,アラン・ムーアヘッド
Paul Laverty,ポール・ラヴァーティ
Jonathan Davies,ジョナサン・デーヴィス
"David Julian Richards, Baron Richards of Herstmonceux",デイヴィッド・リチャーズ
Pino Palladino,ピノ・パラディーノ
Cat Deeley,キャット・ディーリー
William Robertson,ウィリアム・ロバートスン
Ben Cross,ベン・クロス
Jamie Dornan,ジェイミー・ドーナン
Laurie Lee,ローリー・リー
Steve Beresford,スティーブ・ベレスフォード
Steve Ferrone,スティーヴ・フェローン
Ronnie Lane,ロニー・レーン
James Vowles,ジェームズ・ボウルズ
Peter Ellenshaw,ピーター・エレンショウ
David Barron,デヴィッド・バロン
Mary Forbes,メアリ・フォーブス
"Robert Strutt, 4th Baron Rayleigh",ロバート・ストラット (第4代レイリー男爵)
Kenneth Bulmer,ケネス・バルマー
Frankie Miller,フランキー・ミラー
Craig Jones,クレイグ・ジョーンズ
Brian Froud,ブライアン・フラウド
John Miles,ジョン・マイルズ
Conyers Kirby,コニャーズ・キルビー
"Frederick Curzon, 7th Earl Howe",フレデリック・カーゾン
Arthur Brooke,アーサー・ブルック
Arthur Brown,アーサー・ブラウン
David O'Hara,デヴィッド・オハラ
Alex Maskey,アレックス・マスキー
Leigh Francis,リー・フランシス
John Rimmer,ジョン・リマー
Arthur Anthony Macdonell,アーサー・アンソニー・マクダネル
Arthur Apfel,アーサー・アフェル
Jamie Stevenson,ジェイミー・スティーブンソン
Almroth Wright,アルムロート・ライト
Niall Mackenzie,ニール・マッケンジー
Don Lawrence,ドン・ローレンス
Alan Gilzean,アラン・ギルツェーン
Gordon Hessler,ゴードン・ハッセル
Philip Jones,フィリップ・ジョーンズ
Pops Mensah-Bonsu,ポップス・メンサー・ボンス
"Elizabeth de Vere, Countess of Derby",エリザベス・ド・ヴィアー (ダービー伯爵夫人)
"George Gordon, 9th Marquess of Huntly",ジョージ・ゴードン
Christopher B. Stringer,クリス・ストリンガー
Luke McCormick,ルーク・マコーミック
Darren Potter,ダレン・ポッター
Jack Peñate,ジャック・ペニャーテ
Twink,ジョン・エイルダー
Peter Collinson,ピーター・コリンソン
John Ponsonby,ジョン・ポンソンビー (英陸軍将校)
John Chapple,ジョン・チャップル (イギリス陸軍)
Frederick Charles Frank,チャールズ・フランク
Ciarán McMenamin,キアラン・マクメナミン
Arthur Streeton,アーサー・ストリートン
Arthur Findlay,アーサー・フィンドレー
Lewis Allen,ルイス・アレン (映画監督)
Guy Fletcher,ガイ・フレッチャー
Ron Greenwood,ロン・グリーンウッド
Arthur Chandler,アーサー・チャンドラー
Arthur Crabtree,アーサー・クラブトゥリー
Walter Donaldson,ウォルター・ドナルドソン
Peter Honess,ピーター・ホーネス
Raymond Unwin,レイモンド・アンウィン
John Radcliffe,ジョン・ラドクリフ (イギリスの医師)
Allan Bell,アラン・ベル
Trevor Cherry,トレヴァー・チェリー
Johnny Harris,ジョニー・ハリス
Willy Russell,ウィリー・ラッセル
Peter Jones,ピーター・ジョーンズ (俳優)
Anthony D. Smith,アントニー・D・スミス
Arthur George Perkin,アーサー・ジョージ・パーキン
Robert Byron,ロバート・バイロン
William Pynchon,ウィリアム・ピンチョン
Mark Walters,マーク・ウォルターズ
Harry Secombe,ハリー・シーコム
Frank Harris,フランク・ハリス
Chris Thomas,クリス・トーマス
John Giblin,ジョン・ギブリン
Francis Jacobs,フランシス・ジェイコブス
Antonio Pappano,アントニオ・パッパーノ
Walter Henry Rothwell,ウォルター・ヘンリー・ロスウェル
Arthur E. Popham,アーサー・E・ポファム
Haydn Tanner,ハイドン・ターナー
Dave Swarbrick,デイヴ・スウォーブリック
David Rocastle,デイヴィッド・ロカッスル
Des Walker,デス・ウォーカー
Alister MacKenzie,アリスター・マッケンジー
Stephen Hopkins,スティーヴン・ホプキンズ
Rohan Ricketts,ローワン・リケッツ
Duke McKenzie,デューク・マッケンジー
"Charles Cathcart, 7th Earl Cathcart",チャールズ・カスカート
Vincent Nichols,ヴィンセント・ニコルズ
Charlotte Anne Moberly,シャーロット・アン・モーバリー
Norman Brookes,ノーマン・ブルックス
Tony Franklin,トニー・フランクリン
Arthur Henry Hardinge,アーサー・ヘンリー・ハーディング
Thomas Gann,トマス・ガン
Francis Danby,フランシス・ダンビー
Frank Launder,フランク・ラウンダー
"James Graham, 1st Marquess of Montrose",ジェイムズ・グラハム
Simon Amstell,サイモン・アムステル
Shakin' Stevens,シェイキン・スティーヴンス
Francis Frith,フランシス・フリス
William Massey,ウィリアム・マッセー
David Wotherspoon,デイヴィッド・ウォザースプーン
"John Finch, 1st Baron Finch",ジョン・フィンチ
"Thomas Ashton, 3rd Baron Ashton of Hyde",トマス・アシュトン
John Surman,ジョン・サーマン
Lionel Greenstreet,ライオネル・グリーンストリート
Richard Hewson,リチャード・ヒューソン
Bob Anderson,ボブ・アンダーソン
Algy Ward,アルジー・ワード
Wayne Hussey,ウェイン・ハッセイ
Lewis Bernstein Namier,ルイス・バーンスタイン・ネイミア
G. M. B. Dobson,ゴードン・ドブソン
Louis Theroux,ルイス・セロー
Stephen Campbell Moore,スティーヴン・キャンベル・ムーア
Peter Westmacott,ピーター・ウェストマコット
James Dillon,ジェイムズ・ディロン
Tim Birkin,ヘンリー"ティム"バーキン
Arthur Grant,アーサー・グラント
Steve Howey,スティーヴ・ハウィー
Simon Critchley,サイモン・クリッチリー
Ewart Oakeshott,エーワルト・オークショット
Arthur Gould-Porter,アーサー・グールド＝ポーター
Curt Smith,カート・スミス
Tom McGuinness,トム・マッギネス
Angus McBean,アンガス・マクビーン
Alex Parker,アレックス・パーカー
Derek J. de Solla Price,デレク・J・デ・ソーラ・プライス
"David Hope, Baron Hope of Craighead",デイヴィッド・ホープ
Patrick Magee,パトリック・マギー
George Francomb,ジョージ・フランコム
Compton Mackenzie,コンプトン・マッケンジー
Edgar Syers,エドガー・サイアーズ
C. Lloyd Morgan,ロイド・モーガン
Grace Williams,グレース・ウィリアムズ
May Sinclair,メイ・シンクレア
Toby Regbo,トビー・レグボ
Jim McCarty,ジム・マッカーティ
Jason Hughes,ジェイソン・ヒューズ (俳優)
G. N. Watson,ジョージ・ネヴィル・ワトソン
John McConnell Black,ジョン・マコーネル・ブラック
Alan Warner,アラン・ウォーナー
Thomas Bodley,トーマス・ボドリー
Chandra Wickramasinghe,チャンドラ・ウィクラマシンハ
Society for the Diffusion of Useful Knowledge,有用知識普及協会
Duncan Grant,ダンカン・グラント
Lucy Pinder,ルーシー・ピンダー
Michael Park,マイケル・パーク
Gerald Davies,ジェラルド・デイヴィス
Frankie Howerd,フランキー・ハワード
Gordon Cowans,ゴードン・コーワンズ
Dave Pegg,デイヴ・ペッグ
Nat Gonella,ナット・ゴネラ
Neil Ardley,ニール・アーダレイ
Al Bowlly,アル・ボウリー
Stephen Gill,スティーヴン・ギル
"Arthur Lawley, 6th Baron Wenlock",アーサー・ロウリー (第6代ウェンロック男爵)
David Bedford,デーヴィッド・ベッドフォード
Graham Higman,グラハム・ヒルマン
Albert Austin,アルバート・オースチン
Courtney Jones,コートニー・ジョーンズ
Paul Rhys,ポール・リス
Craig Thomas,クレイグ・トーマス
Roy Babbington,ロイ・バビントン
Martin Lamble,マーティン・ランブル
"Edward Guinness, 4th Earl of Iveagh",エドワード・ギネス (第4代アイヴァー伯爵)
Marc Warren,マーク・ウォーレン
Young MC,ヤングMC
Peter Laslett,ピーター・ラスレット
Correlli Barnett,コレリ・バーネット
Robin Trower,ロビン・トロワー
Courtney Pine,コートニー・パイン
Alex James,アレックス・ジェームス
Mike Figgis,マイク・フィギス
Nadim Sawalha,ナディム・サワラ
John Dawes,ジョン・ドーズ
Richard Stapley,リチャード・ワイラー
James Hope Grant,ジェームス・ホープ・グラント
Leslie Phillips,レスリー・フィリップス
Steven Smith,スティーヴン・スミス (サッカー選手)
Deryck Guyler,デリク・ガイラー
Eric Griffiths,エリック・グリフィス
Arthur Lapworth,アーサー・ラップワース
Jim Diamond,ジム・ダイアモンド
Eddie Clarke,エディ・クラーク
Charles Forbes,チャールズ・フォーブス (イギリス海軍軍人)
Kelly Groucutt,ケリー・グロウカット
Conleth Hill,コンリース・ヒル
Martin Hannett,マーティン・ハネット
Sean Bobbitt,ショーン・ボビット
"Montagu Norman, 1st Baron Norman",モンタギュー・ノーマン
Jet Harris,ジェット・ハリス
Arthur Ibbetson,アーサー・イベットソン
Robert Morrison MacIver,マッキンバー
Donald Bailey,ドナルド・ベイリー
Nigel Worthington,ナイジェル・ワージントン
Peter White,ピーター・ホワイト
Cornelius Cardew,コーネリアス・カーデュー
Cyriak,スィリアック・ハリス
Ian MacNaughton,イアン・マクノートン
Arthur Rowledge,A.J.ロウリッジ
Craig Reedie,クレイグ・リーディー
Israel Regardie,イスラエル・リガルディー
Geoffrey Foot,ジェフリー・フット
Richard McCreery,リチャード・マクレアリー
Ryan Bevington,ライアン・ベビントン
Albert Scanlon,アルバート・スカンロン
Julian Barbour,ジュリアン・バーバー
Victor Canning,ヴィクター・カニング
Paul Ingle,ポール・イングル
Walter de la Mare,ウォルター・デ・ラ・メア
Ron Mathewson,ロン・マシューソン
Mica Levi,ミカチュー
Tom Kibble,トマス・キブル
Alfred Deller,アルフレッド・デラー
Grace Coddington,グレイス・コディントン
William de Lamberton,ウィリアム・ド・ランバートン
Nick Evans,ニック・エヴァンス (トロンボーン奏者)
Doug Ellis,ダグ・エリス
Thomas Little Heath,トーマス・リトル・ヒース
Guy Bolton,ガイ・ボルトン
Andrew Driver,アンドリュー・ドライバー
Douglas Lowe,ダグラス・ロウ
John Wheatley,ジョン・ウィートリー
Arthur Lindsay Sadler,A・L・サドラー
Bertram Home Ramsay,バートラム・ラムゼイ
Gary Langan,ゲイリー・ランガン
Arthur Peppercorn,アーサー・H・ペパコーン
Alex Callinicos,アレックス・カリニコス
Gervase de Peyer,ジェルヴァース・ドゥ・ペイエ
Matt Haig,マット・ヘイグ
Harry Ricardo,ハリー・リカルド
Jordan King,ジョーダン・キング
Declan Rudd,デクラン・ラッド
Duncan Mackay,ダンカン・マッケイ
Rick Warden,リック・ウォーデン
Tommy Wright,トミー・ライト
Alexander Cadogan,アレクサンダー・カドガン
Tony Curran,トニー・カラン
J. B. Gunn,ジョン・B・ガン
Robert Woodhouse,ロバート・ウッドハウス
Arthur Peacocke,アーサー・ピーコック
Craig Russell,クレイグ・ラッセル
Arthur Melbourne-Cooper,アーサー・メルボルン・クーパー
Major Ritchie,ジョシア・リッチー
Austin Bradford Hill,オースティン・ブラッドフォード・ヒル
Shane Taylor,シェーン・テイラー
Peter Butterworth,ピーター・バターワース
Matt Cardle,マット・カードル
Robert Bridges,ロバート・ブリッジズ
Craig MacLean,クレイグ・マクリーン
Craig Mitchell,クレイグ・ミッチェル
Craig Pickering,クレイグ・ピカリング
James Corden,ジェームズ・コーデン
Donald Swann,ドナルド・スワン
John Clare,ジョン・クレア
Edmund Dell,エドマンド・デル
Muff Winwood,マフ・ウィンウッド
David Oakes,デヴィッド・オークス
Bunny Austin,ヘンリー・オースチン
Gwilym Ellis Lane Owen,グウィリム・エリス・レーン・オーエン
Stuart Craig,スチュアート・クレイグ
Simon Patterson,サイモン・パターソン (ミュージシャン)
Patrick Altham Kelly,パトリック・アルサム・ケリー
Frank Harper,フランク・ハーバー
Terry-Thomas,テリー=トーマス
W. Ross Ashby,ウィリアム・ロス・アシュビー
Trevor Bruttenholm,トレヴァー・ブルッテンホルム
William Sancroft,ウィリアム・サンクロフト
George Albert Smith,ジョージ・アルバート・スミス
Hugh Hopper,ヒュー・ホッパー
Arthur Loveridge,アーサー・ラヴァリッジ
Arthur Mannering Tyndall,アーサー・マナリング・ティンダル
Max Pirkis,マックス・パーキス
Johnnie Johnson,ジョニー・ジョンソン
Craig Harrison,クレイグ・ハリソン
Matt Monro,マット・モンロー
Burn Gorman,バーン・ゴーマン
Sidney Jones,シドニー・ジョーンズ
Kevin Campbell,ケヴィン・キャンベル
Michael Evans,マイケル・エヴァンズ
Simon Ward,サイモン・ウォード
Ronald Fraser,ロナルド・フレーザー
Ashley Madekwe,アシュリー・マデクウェ
Nick Moran,ニック・モラン
Jamie Draven,ジェイミー・ドラヴェン
Christian Cooke,クリスチャン・クック
Shaleum Logan,シェイ・ローガン
Khalid Abdalla,ハリド・アブダラ
Shaun Edwards,ショーン・エドワーズ
Mark Foster,マーク・フォスター
Kenny MacAskill,ケニー・マカスキル
Peter Hall,ピーター・ホール
Guy Butler,ガイ・バトラー
Roland Penrose,ローランド・ペンローズ
Frederick Ashton,フレデリック・アシュトン
Mike Ratledge,マイク・ラトリッジ
Ross Kemp,ロス・ケンプ
Oliver Sykes,オリヴァー・サイクス
George Kerr,ジョージ・カー
Enzo Maccarinelli,エンゾ・マカリネリ
Richard Frewen Martin,リチャード・フルーエン・マーティン
Rob Howley,ロブ・ハウリー
Semyon Frank,セミョーン・フランク
Hugh MacDiarmid,ヒュー・マクダーミッド
David Farrar,デビッド・ファラー
Gavin Kerr,ギャビン・カー
Augustus Edward Hough Love,オーガストゥス・ラヴ
Malcolm Guthrie,マルコム・ガスリー
Mick Hucknall,ミック・ハックネル
Sydney Chapman,シドニー・チャップマン
Arthur Rostron,アーサー・ロストロン
Louis Essen,ルイ・エッセン
Iain Pears,イアン・ペアズ
George P. L. Walker,ジョージ・P・L・ウォーカー
Liam Cooper,リアム・クーパー
Edward Granville Browne,エドワード・グランヴィル・ブラウン
Ian Botham,イアン・ボサム
Richard O'Brien,リチャード・オブライエン
Rob Elliot,ロブ・エリオット
Matthew Bourne,マシュー・ボーン
Johanna Konta,ジョアンナ・コンタ
Arthur S. Maxwell,アーサー・S・マックスウェル
Rafi Gavron,ラフィ・ガブロン
John Lennard-Jones,ジョン・レナード＝ジョーンズ
Ralph McTell,ラルフ・マクテル
Stuart Tosh,スチュアート・トッシュ
"Arthur Somers-Cocks, 6th Baron Somers",サマーズ男爵
Jimmy Davis,ジミー・デイヴィス
Kirk Degiorgio,カーク・ディジョージオ
William Gott,ウィリアム・ゴット
Arthur Roche,アーサー・ロッシュ
Roy Ward Baker,ロイ・ウォード・ベイカー
Joshua Pim,ジョシュア・ピム
"Arthur Stanley, 5th Baron Stanley of Alderley",アーサー・スタンレー (第5代シェフィールド男爵)
Roy Urquhart,ロイ・アーカート
Philippa York,ロバート・ミラー (自転車選手)
Don Letts,ドン・レッツ
Jeremy Hunt,ジェレミー・ハント
George Charles Beresford,ジョージ・チャールズ・ベレスフォード
George Pavlou,ジョージ・パヴロウ
Helen Morgan,ヘレン・エリザベス・モーガン
Sona Jobarteh,ソナ・ジョバルテ
Charles Rosher,チャールズ・ロッシャー
Steven Lewis,スティーヴン・ルイス
Crispian Steele-Perkins,クリスピアン・スティール＝パーキンス
Crispin Bonham-Carter,クリスピン・ボナム＝カーター
Lynsey Sharp,リンゼイ・シャープ
Paul Parker,ポール・パーカー
Nightmares on Wax,ナイトメアズ・オン・ワックス
Richard Barrett,リチャード・バーレット
Arthur Schuster,アーサー・シュスター
Robert Paynter,ロバート・ペインター
Marc Wilson,マーク・ウィルソン
Michael I of România,ミハイ1世
George Friend,ジョージ・フレンド
Pete Shelley,ピート・シェリー
Ian Charleson,イアン・チャールソン
Mitch Harris,ミッチ・ハリス
Paul Kennedy,ポール・ケネディ
John Coats,ジョン・コーツ (神智学者)
Martin Atkinson,マーティン・アトキンソン
Kenny Everett,ケニー・エヴェレット
Les Tremayne,レス・トレメイン
John Frederick Dewey,ジョン・フレデリック・デューイ
Alan Lancaster,アラン・ランカスター
Alan Wakeman,アラン・ウェイクマン
Roy Evans,ロイ・エヴァンス
David Gladwell,デヴィッド・グラッドウェル
James Hamilton-Paterson,ジェームズ・ハミルトン＝パターソン
Michael Aris,マイケル・アリス
David Lowe,デビッド・ロウ
Eddy Offord,エディ・オフォード
Barry John,バリー・ジョン
George Blake,ジョージ・ブレイク
Charles Cecil,チャールズ・セシル
Wally Hammond,ウォーリー・ハモンド
Don Snow,ドン・スノー
Florrie,フローリー
Leroy Lita,リロイ・リタ
Peter Vaughan,ピーター・ヴォーガン
Michael Duff,マイケル・ダフ
Robert Del Naja,ロバート・デル・ナジャ
Louis de Bernières,ルイ・ド・ベルニエール
Montague Summers,モンタギュー・サマーズ
Garry Bushell,ガリー・ブッシェル
Arthur Treacher,アーサー・トリーチャー
Peter Howson,ピーター・ホーソン
Dick Clement,ディック・クレメント
Crispian Mills,クリスピアン・ミルズ
Colin Lloyd,コリン・ロイド
Francis Richards,フランシス・リチャーズ
Arthur Symons,アーサー・シモンズ
Edward Lucas,エドワード・ルーカス (記者)
James Thomson,ジェームズ・トムソン
Steve Cotterill,スティーヴ・コッテリル
Arthur Whitten Brown,アーサー・ウィッテン・ブラウン
Evan Harris,エヴァン・ハリス
Ian McCulloch,イアン・マカロック
April Ashley,エイプリル・アシュレー
Edward Frederic Benson,E・F・ベンスン
John Howard Davies,ジョン・ハワード・デイヴィス
Liam Kelly,リアム・ケリー (1990年生のサッカー選手)
Gerald Moore,ジェラルド・ムーア
Arthur Wimperis,アーサー・ウィンペリス
Arthur Wing Pinero,アーサー・ウィング・ピネロ
Ryan France,ライアン・フランス
Tommy Hampson,トーマス・ハンプソン
Chris Riddell,クリス・リデル
Billy McKinlay,ビリー・マッキンリー
Terence Davies,テレンス・デイヴィス
Colin Clark,コリン・クラーク
Nigel McGuinness,ナイジェル・マッギネス
Ronald Ferguson,ロナルド・ファガーソン
John Robert Morrison,ジョン・モリソン
Dale Tempest,デール・テンペスト
Marcus Sedgwick,マーカス・セジウィック
Susan Howson,スーザン・ハウソン
Lionel Dunsterville,ライオネル・ダンスターヴィル
Howard McFarlane,ハワード・マクファーレン
Joseph of Exeter,エクセターのヨセフ
Richard Eric Holttum,ホルタム
Martin Compston,マーティン・コムストン
Martin Crewes,マーティン・クルーズ
Clive Swift,クライヴ・スウィフト
Jim Redman,ジム・レッドマン
Danny Dyer,ダニー・ダイア
Tim Harford,ティム・ハーフォード
Albert Ingham,アルバート・イングハム
Peter Hilton,ピーター・ヒルトン
John Leech,ジョン・リーチ
Sara Dallin,サラ・ダリン
Roy Dotrice,ロイ・ドートリス
Luke Donald,ルーク・ドナルド
Richard Taylor,リチャード・テイラー
S. J. Watson,S・J・ワトソン
Timothy Williamson,ティモシー・ウィリアムソン
Matthew Lund,ランド
Christopher Zeeman,クリストファー・ゼーマン
Sam Houser,サム・ハウザー
Mark Mazower,マーク・マゾワー
Edward Carpenter,エドワード・カーペンター
Mark Davis,マーク・デイビス
Lewis Collins,ルイス・コリンズ
Tony Meehan,トニー・ミーハン
Bruce Robinson,ブルース・ロビンソン
