George Washington,조지 워싱턴
Jesse Metcalfe,제시 멧커프
Jermaine Jackson,저메인 잭슨
Lloyd Bridges,로이드 브리지스
Per Enflo,페르 엔플로
Lawrence Summers,로런스 서머스
William Mapother,윌리엄 메이포서
Lon Chaney Jr.,론 채니 주니어
Matthew Modine,매슈 모딘
Eric Stoltz,에릭 스톨츠
Cameron Crowe,카메론 크로우
Winfield Scott,윈필드 스콧
Roger Corman,로저 코먼
Abe Burrows,에이브 버로스
Colin Hanks,콜린 행크스
Tom Ford,톰 포드
Goran Višnjić,고란 비슈니치
Luke Perry,루크 페리
Lucky McKee,럭키 맥키
Stephen Stills,스티븐 스틸스
Clifford Brown,클리퍼드 브라운
Craig Venter,크레이그 벤터
Dimebag Darrell,다임백 대럴
Vince Neil,빈스 닐
Antonio Pettigrew,안토니오 페티그루
Lee de Forest,리 디포리스트
Davy Crockett,데비 크로켓
Wallace Shawn,월리스 숀
Amiri Baraka,아미리 바라카
Jackie Cooper,재키 쿠퍼
David Cross,데이비드 크로스
Serge Lang,서지 랭
Faran Tahir,파란 타히르
Roger Sherman,로저 셔먼
Mitchell Feigenbaum,미첼 파이겐바움
Vincent Gallo,빈센트 갤로
Gary Crosby (actor),게리 크로스비
Robert Sternberg,로버트 스턴버그
Cliff Gorman,클리프 고먼
Jon Bernthal,존 번솔
Ed Begley,에드 베글리
Buddy Rich,버디 리치
Peter Coyote,피터 코요테
Nikki Sixx,니키 식스
Jim Reeves,짐 리브스
Irving Baxter,어빙 백스터
Floyd Mayweather Jr.,플로이드 메이웨더 주니어
Abe Vigoda,아베 비고다
Thalmus Rasulala,달머스 라수라라
Solomon Lefschetz,솔로몬 렙셰츠
Ry Cooder,라이 쿠더
Percy Grainger,퍼시 그레인저
Robert J. Sawyer,로버트 J. 소이어
Earl Hines,얼 하인즈
Andreas Katsulas,안드레아스 카츨라스
Lee Morgan,리 모건
Delroy Lindo,델로이 린도
Arthur Blake (distance runner),아서 블레이크
Nuno Bettencourt,누노 베텐코트
James Marshall (actor),제임스 마셜 (배우)
Tyrese Gibson,타이리스 깁슨
Sean Lennon,숀 레논
Robert Kiyosaki,로버트 기요사키
Jesse Ventura,제시 벤투라
Jerry West,제리 웨스트
Earl Warren,얼 워런
Alison Krauss,앨리슨 크라우스
Chen Guangcheng,천광청
Timothy Geithner,티머시 가이트너
Joel David Moore,조엘 무어
Ralph Rose,랠프 로즈
Randy Newman,랜디 뉴먼
George Pullman,조지 풀먼
Glenn Close,글렌 클로스
Bernie Casey,베니 케이시
Andy Pettitte,앤디 페티트
Steve Lukather,스티브 루카서
James Ellroy,제임스 엘로이
Elisha Gray,일라이셔 그레이
Yonatan Netanyahu,요나탄 네타냐후
Jackson Browne,잭슨 브라운
Jamie Bamber,제이미 뱀버
Gary Dourdan,게리 도던
Hunter Parrish,헌터 패리시
Freddy Rodriguez (actor),프레디 로드리게스
Steve Cardenas,스티브 카데나스
Conrad Janis,콘래드 제니스
Irvin D. Yalom,어빈 얄롬
Will Arnett,윌 아넷
Noah Ringer,노아 링거
Stephen L. Adler,스티븐 루이스 애들러
K. C. Nicolaou,키리아코스 코스타 니콜라우
Henry Rollins,헨리 롤린스
Mark Cuban,마크 큐번
Bram Cohen,브램 코언
Robert Stack,로버트 스택
Harry Morgan,해리 모건
Jamie Kennedy,제이미 케네디
Richard Petty,리처드 페티
Donald Byrd,도널드 버드
Jack Bender,잭 벤더
Brian McLaren,브라이언 맥라렌
John Singleton,존 싱글턴
Adrian Belew,아드리안 벨류
Phill Lewis,필 루이스
Mario Lopez,마리오 로페스
David Hodges,데이비드 호지스
Shawn Pyfrom,숀 파이프롬
James Worthy,제임스 워디
Lee Pace,리 페이스
Bruce Davison,브루스 데이비슨
Todd Phillips,토드 필립스
Dexter Jackson (bodybuilder),덱스터 잭슨
Eddie Cibrian,에디 시브리언
Alvin Plantinga,앨빈 플랜팅가
Sean Faris,숀 패리스
Jonathan Nolan,조너선 놀런
Chuck Hagel,척 헤이글
Jerry Butler,제리 버틀러
John Peter Altgeld,존 피터 알트겔드
Monta Ellis,몬테이 엘리스
John Terry (actor),존 테리 (배우)
Samoa Joe,사모아 조
Mike McCready,마이크 매크리디
Cary-Hiroyuki Tagawa,케리히로유키 다가와
Milton Babbitt,밀턴 배빗
Michael P. Anderson,마이클 P. 앤더슨
Richard Schiff,리처드 시프
Frank Knight,프랭크 나이트
J. Paul Getty,진 폴 게티
Irving Penn,어빙 펜
Matt Cameron,맷 캐머런
Carmine Giovinazzo,카마인 지오비나조
Vincent Irizarry,빈센트 아이리자리
Henry George,헨리 조지
Chingy,칭기
Talib Kweli,탈립 콸리
Elliott Carter,엘리엇 카터
Mako (actor),마코 이와마쓰
Eddie Eagan,에디 이건
Martin Brest,마틴 브레스트
Bobby Vinton,보비 빈턴
Stephen Sommers,스티븐 소머스
Dermot Mulroney,더멋 멀로니
Sherrod Brown,셰러드 브라운
Casimir Pulaski,카지미에시 푸와스키
Carter Jenkins,카터 젱킨스
Peter Tolan,피터 톨런
Walker Evans,워커 에번스
Bill Walsh (producer),빌 월시
Kitty Carlisle,키티 카리슬
Željko Ivanek,젤코 이바네크
Leslie White,레슬리 A. 화이트
Richard Ramirez,리처드 라미레스
Gregory Jarvis,그레고리 자비스
Jennifer Freeman,제니퍼 프리먼
Keith Carradine,키스 캐러딘
Joan Shawlee,조안 쇼리
Bubba Smith,버바 스미스
Jim Lightbody,짐 라이트바디
Kris Humphries,크리스 험프리스
Vito Acconci,비토 아콘치
Jack Starrett,잭 스타렛
Diamond Dallas Page,다이아몬드 댈러스 페이지
Ron Silver,론 실버
Patricia Belcher,퍼트리샤 벨처
Frances Oldham Kelsey,프랜시스 올덤 켈시
Mary Crosby,메리 크로스비
Michael Finley,마이클 핀리
Saïd Taghmaoui,사이드 타그마우이
Kathy Ellis,캐시 엘리스
Ryan Sheckler,라이언 셰클러
McCoy Tyner,매코이 타이너
Steve Guttenberg,스티브 구튼버그
Richard Crenna,리처드 크레나
Renny Harlin,레니 할린
Edmund Randolph,에드먼드 랜돌프
Adrian Lamo,아드리안 라모
Ruben Studdard,루벤 스터다드
DJ Lethal,DJ 리설
Stephen Hillenburg,스티븐 힐런버그
Claude Rains,클로드 레인스
Pam Dawber,팜 도버
Eric Shinseki,에릭 신세키
Scott Weiland,스콧 와일랜드
Sam Jaeger,샘 재거
John Howard Dellinger,존 하워드 델린저
Leland Stanford,릴런드 스탠퍼드
Donald Pettit,도널드 페팃
Claudio Reyna,클라우디오 레이나
Paul Heyman,폴 헤이먼
Joey Mercury,애덤 버치
Eddie Fisher,에디 피셔
Chris Sarandon,크리스 서랜던
John Tukey,존 튜키
John Otto (drummer),존 오토
Reb Brown,렙 브라운
Bruce Cabot,브루스 가보
Raymond Bailey,레이몬드 베일리
Candice Daly,캔디스 댈리
Richard Ruccolo,리차드 루꼴로
Mariano Rivera,마리아노 리베라
Marc Blucas,마크 블루커스
Ted Levine,테드 러바인
Peter Krause,피터 크라우스
Joanne Linville,조앤 린빌
Damon Wayans,데이먼 웨이언스
Madge Evans,마지 에반스
Sylvia Fowles,실비아 파울스
Jane Randolph,제인 랜돌프
Sebastian Bach,서배스천 바크
Jim Davis (cartoonist),짐 데이비스 (만화가)
Bob Dole,밥 돌
Rush Limbaugh,러시 림보
Lee Norris,리 노리스
Kelley O'Hara,켈리 모린 오하라
Michael Dukakis,마이클 두카키스
Al Franken,앨 프랭큰
Brett Ratner,브렛 래트너
Malcolm Glazer,맬컴 글레이저
Richard Garriott,리처드 개리엇
Karl Guthe Jansky,칼 구스 잰스키
Léon Brillouin,레옹 브릴루앵
Paul Schrader,폴 슈레이더
Robert Richardson (cinematographer),로버트 리처드슨 (촬영 감독)
John D. Rockefeller Jr.,존 D. 록펠러 주니어
Charlie Haden,찰리 헤이든
Joe Lynn Turner,조 린 터너
Fred Stone,프레드 스톤
Albert Tyler (athlete),앨버트 타일러
Zig Ziglar,지그 지글러
Sheldon Adelson,셸던 애덜슨
Jeffrey Sachs,제프리 삭스
Jerry Fodor,제리 포더
Brian Dietzen,브라이언 디츤
Ethan Embry,이선 엠브리
Mississippi John Hurt,미시시피 존 허트
Barry Goldwater,배리 골드워터
Alex Jones,앨릭스 존스
Josh Smith,조시 스미스
Douglas Hofstadter,더글러스 호프스태터
Stephon Marbury,스테폰 마버리
Betty White,베티 화이트
Adrian Peterson,에이드리언 피터슨
David Hyde Pierce,데이비드 하이드 피어스
Nicole Ari Parker,니콜 애리 파커
Josh Cooke,조시 쿡
Sufjan Stevens,수프얀 스티븐스
Warren G,워렌 G
George Gaylord Simpson,조지 게일로드 심슨
Nicky Hayden,니키 헤이든
James Iha,제임스 이하
Brit Morgan,브릿 모건
Jill Whelan,질 웰렌
Daria Halprin,다리아 핼프린
Mark Sandrich,마크 샌드리치
William Bainbridge,윌리엄 베인브리지
Omar Doom,오마 둠
Michael Angelo Batio,마이클 안젤로 바티오
Herbert Croly,허버트 크롤리
Danny Masterson,대니 마스터슨
Victor Varconi,빅터 바르코니
Richard T. Jones,리처드 T. 존스
Brad Davis (actor),브래드 데이비스 (배우)
Bizarre (rapper),비자르
Miklós Rózsa,로저 미클로시
Marlon Jackson,말런 잭슨
Martin Cooper (inventor),마틴 쿠퍼
Leon Russell,리언 러셀
William Smithers,윌리엄 스미더스
Kelly Slater,켈리 슬레이터
Adrian R'Mante,에이드리언 르맨티
Ralph Bellamy,랠프 벨러미
Bob Seger,밥 시거
Tim Powers,팀 파워스
Carroll Nye,캐롤 나이에
Fritz Reiner,프리츠 라이너
Frederick Law Olmsted,프레더릭 로 옴스테드
Frankie Carle,프랭키 칼
Thomas Gomez,토머스 고메즈
James Bowie,제임스 부이
Jack Warden,잭 워든
Oliver Wendell Holmes Sr.,올리버 웬들 홈스
Richard Wright (author),리처드 라이트 (작가)
M. King Hubbert,킹 허버트
Jim Thompson (writer),짐 톰프슨 (작가)
Joyce Hyser,조이스 하이저
William Levada,윌리엄 러베이다
Edmund Muskie,에드먼드 머스키
Booker T. Washington,부커 T. 워싱턴
Todd Rundgren,토드 룬드그렌
TobyMac,토비맥
Bill Berry,빌 베리
Mike Mills,마이크 밀스
Gregor Piatigorsky,그레고르 피아티고르스키
Russell Means,러셀 민스
Dimitri Mitropoulos,디미트리 미트로풀로스
Kim Darby,킴 다비
Caspar Weinberger,캐스퍼 와인버거
Ronald Dworkin,로널드 드워킨
Pitirim Sorokin,피티림 소로킨
Lee Hazlewood,리 헤이즐우드
Anthuan Maybank,앤투언 메이뱅크
David Lewis (philosopher),데이비드 루이스 (철학자)
Bellamy Young,벨러미 영
Rakim,라킴
Roy E. Disney,로이 E. 디즈니
Pink Anderson,핑크 앤더슨
Phillip Rhee,필립 리 (배우)
Charles J. Guiteau,찰스 기토
Mike Conley Sr.,마이크 콘리
Charles W. Misner,찰스 W. 미스너
Dave Franco,데이브 프랭코
James Mangold,제임스 맨골드
Darryl F. Zanuck,대릴 F. 재넉
David Paymer,데이비드 페이머
John Ratzenberger,존 래천버거
Patton Oswalt,패튼 오즈월트
Erroll Garner,에롤 가너
Tammy Lauren,태미 로런
McG,맥지
Michelle Phan,미셸 판
Michelle Burke,미셸 버크
Nathan Milstein,나단 밀슈타인
Scott Foley,스콧 폴리
Ellen Langer,엘렌 랭거
John Slattery,존 슬래터리
Leonard Jimmie Savage,레너드 새비지
Adrian Tomine,에이드리언 토미네
Sam Anderson,샘 앤더슨
William T. G. Morton,윌리엄 T. G. 모턴
Louis B. Mayer,루이 B. 메이어
Lou Diamond Phillips,루 다이아몬드 필립스
Oscar Hammerstein II,오스카 해머스타인 2세
Tex Avery,텍스 에이버리
Morgan Woodward,모건 우드워드
Armie Hammer,아미 해머
Dan Fogler,댄 포글러
Ace Frehley,에이스 프레일리
Ray Kroc,레이 크로크
Henry Clay,헨리 클레이 시니어
Bengt Strömgren,벵트 스트룀그렌
Lola Albright,롤라 올브라이트
Belinda Bauer (actress),벨린다 바우어
Timothy Zahn,티머시 잰
Stanley A. McChrystal,스탠리 매크리스털
John Logan (writer),존 로건 (작가)
Nicole Fugere,니콜 퍼게르
Penguin (character),펭귄 (DC 코믹스)
Donald Cook (actor),도널드 쿡
Ruby Jerins,루비 제린스
Paula Vogel,폴라 보글
Holly Robinson Peete,홀리 로빈슨 피트
Brian Grazer,브라이언 그레이저
Thomas Newman,토머스 뉴먼
Richard Widmark,리처드 위드마크
Tom Skerritt,톰 스커릿
Ryan White,라이언 화이트
Raekwon,랙원
Sam Simon,샘 사이먼
Horatio Gates,호레이쇼 게이츠
Ron Gilbert,론 길버트
Arthur Danto,아서 단토
Vincent D'Onofrio,빈센트 도노프리오
Artie Shaw,아티 쇼
Thomas E. Dewey,토머스 E. 듀이
Tracy Nelson (actress),트레이시 넬슨
Robert Grant Aitken,로버트 그랜트 에이트켄
Michael Kirkman,마이클 커크먼
Camilla Belle,커밀라 벨
Victor Young,빅터 영
Caitlyn Jenner,케이틀린 제너
James Wilson (Founding Father),제임스 윌슨 (1742년)
Leopold Godowsky,레오폴드 고도프스키
Philip Jaisohn,서재필
Carl Bernstein,칼 번스틴
Pat Robertson,팻 로버트슨
Jeff Davis (Arkansas politician),제프 데이비스 (아칸소 정치인)
John Roberts (actor),존 로버츠 (배우)
Trey Songz,트레이 송즈
Jeffrey Tambor,제프리 탬버
Eugene Mirman,유진 머먼
Adolph Caesar,아돌프 캐서
Eric Jungmann,에릭 정맨
Laura Carmine,라우라 카르미네
Scott Travis,스콧 트라비스
John Hoeven,존 호븐
Judd Hirsch,저드 허슈
Bret Michaels,브렛 마이클스
George Eads,조지 이즈
Cody Cameron,코디 캐머런
Nestor Serrano,네스터 세라노
Carl Weathers,칼 웨더스
Adrian Zmed,에이드리언 즈메드
Charlie Crist,찰리 크리스트
Carter Burwell,카터 버웰
Wild Bill Elliott,빌 엘리어트
Donny Osmond,도니 오즈먼드
Andy Devine,앤디 더바인
Nathan Myhrvold,네이선 미어볼드
Dennis Weaver,데니스 위버
Horace Silver,호러스 실버
Tai Tsun Wu,우다쥔
Billy Warlock,빌리 워락
Peter Ostrum,피터 오스트럼
Mozhan Marnò,모잔 마르노
Chad Hedrick,채드 헤드릭
Lila Lee,릴라 리
Inger Stevens,잉거 스티븐스
Lainie Kazan,레이니 카잔
Greg Morris,그레그 모리스
Meredith Vieira,메러디스 비에이라
Mae Questel,매 퀘스텔
Vida Blue,바이다 블루
Esther Duflo,에스테르 뒤플로
Anna Q. Nilsson,안나 Q. 닐슨
Jerry Sloan,제리 슬론
Dorothy Jordan (American actress),도로시 조던 (배우)
Crystal Gayle,크리스털 게일
Bobby Womack,바비 워맥
Erik Kratz,에릭 크라츠
David Seymour (photographer),데이비드 시모어
Donald Wuerl,도널드 윌리엄 우얼
Richard E. Kim,김은국 (소설가)
Barney Martin,바니 마틴
Michael Gaston,마이클 개스턴
Jack Nance,잭 낸스
Jason Behr,제이슨 베어
Corey Feldman,코리 펠드먼
Jerry Apodaca,제리 아포다카
Jenna Boyd,제나 보이드
Benjamin Harrison V,벤저민 해리슨 5세
Toney Anaya,토니 아나야
David Cargo,데이비드 F. 카고
Bob Zmuda,밥 즈무다
Tex Winter,텍스 윈터
Dennis Rader,데니스 레이더
David Faustino,데이비드 포스티노
Grant Imahara,그랜트 이마하라
Abhijit Banerjee,아브히지트 바네르지
David Gallagher,데이비드 갤러거
Adolph Ochs,아돌프 옥스
Gabriel Macht,게이브리얼 막트
Izzy Stradlin,이지 스트래들린
Francis Scott Key,프랜시스 스콧 키
Martin Seligman,마틴 셀리그먼
Edward W. Morley,에드워드 몰리
Tim Bagley,팀 배글리
Poison Ivy (character),포이즌 아이비 (DC 코믹스)
Flavor Flav,플레이버 플래브
Elizabeth Ashley,엘리자베스 애슐리
Phyllis Schlafly,필리스 슐래플리
Allan Pinkerton,앨런 핑커톤
Dana Andrews,다나 앤드류스
Joe Pass,조 패스
Rami Malek,라미 말렉
Kyle Korver,카일 코버
John Dickson Carr,존 딕슨 카
Gordon Parks,고던 파크스
Emily DiDonato,에밀리 디도나토
Mike Judge,마이크 저지
Mimi Kennedy,미미 케네디
Kim Greist,킴 그리스트
Henry Cowell,헨리 카웰
Big Kuntry King,빅 컨트리 킹
Ron Carter,론 카터
Shemar Moore,셰마 무어
Thomas Gibson,토머스 깁슨
Robert Wisdom,로버트 위즈덤
Jerry Weintraub,제리 와인트라우브
Charlie Day,찰리 데이
Adolphus Greely,아돌푸스 그릴리
Avery Brooks,에이버리 브룩스
Mitch Richmond,미치 리치먼드
Taissa Farmiga,타이사 파미가
Ferde Grofé,퍼디 그로페
Adoniram Judson,애도니럼 저드슨
Billy Sunday,빌리 선데이
Nathanael Greene,너새니얼 그린
George Atzerodt,조지 애체롯
Lewis Powell (conspirator),루이스 파월
Gary Anthony Williams,게리 앤서니 윌리엄스
Neil Flynn,닐 플린
Tinashe,티나셰
Lauren Lane,로렌 레인
Shoshannah Stern,쇼섀나 스턴
Staci Keanan,스테이시 키넌
Elizabeth Warren,엘리자베스 워런
Kiersten Warren,키어스틴 워런
Oleta Adams,올레타 애덤스
Nathan Bedford Forrest,네이선 베드퍼드 포러스트
Adoni Maropis,아도니 마로피스
Stephen Tobolowsky,스티븐 토볼로스키
Richard Kiel,리처드 킬
Nikki SooHoo,니키 수후
Brenda Marshall,브렌다 마셜
John Daly (golfer),존 데일리 (골프 선수)
Neal Schon,닐 숀
Abigail Spencer,애비게일 스펜서
Abigail Johnson,애비게일 존슨
Lillian Disney,릴리언 디즈니
Hayden White,헤이든 화이트
Beth Howland,베스 하울랜드
Clement Greenberg,클레멘트 그린버그
Fan Noli,판 놀리
Lisa Ann Walter,리사 앤 월터
Jennifer Rubin (actress),제니퍼 루빈
Rod Evans,로드 에번스
Mike Mangini,마이크 맨지니
Madge Bellamy,마지 벨라미
Nicholas Brendon,니컬러스 브렌던
Lourdes Benedicto,로디스 베네딕토
Ralph Craig,랠프 크레이그
Billy Bletcher,빌리 블레처
Jimmy Shea,지미 셰이
Roy Sullivan,로이 설리번
Cam'ron,캄론
Edward Everett,에드워드 에버렛
Terry Goodkind,테리 굿카인드
Johnny Torrio,조니 토리오
Charles Shyer,찰스 샤이어
Candi Milo,캔디 밀로
Kevin Gage (actor),케빈 게이지
The Big Bopper,빅 바퍼
Frederic Edwin Church,프레더릭 에드윈 처치
Felix Pappalardi,펠릭스 파팔라디
Race Imboden,레이스 임보든
Anton Fig,안톤 피그
Randy Barnes,랜디 반스
Rick Barry,릭 베리
Mary Scheer,메리 쉬어
Van Cliburn,반 클라이번
Alexis Denisof,알렉시스 데니소프
Allan Kaprow,앨런 캐프로
Jimmie Rodgers,지미 로저스 (컨트리 가수)
Stephen P. Synnott,스티븐 P. 시넛
Roy Eldridge,로이 엘드리지
Wings Hauser,윙스 하우저
Walter Koenig,월터 케이니그
Booster Gold,부스터 골드
Steve Blank,스티븐 게리 블랭크
Sam Phillips,샘 필립스
Roger Smith (executive),로저 스미스 (임원)
William Clay Ford Jr.,윌리엄 클레이 포드 주니어
Aaron Tveit,에런 트베이트
Artemas Ward,알테마즈 워드
Jimmy Doolittle,제임스 해럴드 둘리틀
Warren Green,워런 그린
Robert Newman (actor),로버트 뉴먼
Carl Johnson (Grand Theft Auto),칼 존슨 (그랜드 테프트 오토)
Kim Chan,킴 챈
Eliphalet Remington,엘리벨렛 레밍턴
Pierre Monteux,피에르 몽퇴
Suzanne Ciani,수잔 치아니
Mary Boland,메리 볼랜드
Fraser Stoddart,프레이저 스토더트
Mark Collie,마크 콜리
Lon McCallister,론 맥칼리스터
Lance Reddick,랜스 레딕
Robert Cummings,로버트 커밍스
Sam Jones III,샘 존스 3세
Tommy Aldridge,토미 알드리지
George Strait,조지 스트레이트
Gardner McKay,가드너 맥케이
Eddie Johnson (American soccer),에디 존슨
Christine Estabrook,크리스틴 에스터브룩
David Harbour,데이비드 하버
Aaron Ruell,아론 러엘
Alma Bennett,엘머 베넷
Jesse L. Brown,제시 L. 브라운
Jon Heder,존 히더
Clarence Brown,클래런스 브라운
Alison Bechdel,앨리슨 벡델
Jake Lloyd,제이크 로이드
Rhea Durham,레아 더럼
Steve Albini,스티브 알비니
Marilyn Mazur,마릴린 마주르
Scott Snyder,스콧 스나이더
John Basilone,존 바실론
Leroy Anderson,리로이 앤더슨
Ernest J. King,어니스트 킹
Drew Tyler Bell,드루 타일러 벨
Chris Elliott,크리스 엘리엇
Phil Hartman,필 하트먼
Alan Ladd Jr.,앨런 래드 주니어
Skyler Shaye,스카일러 셰이
Maria Schneider (musician),마리아 슈나이더 (작곡가)
Timothy Pickering,티머시 피커링
Katharine Graham,캐서린 그레이엄
Abner Doubleday,애브너 더블데이
Aron Eisenberg,아론 아이젠버그
Papa Charlie Jackson,파파 찰리 잭슨
Ray Dennis Steckler,레이 데니스 스텍클러
Sean Murray (actor),숀 머리
Jason Voorhees,제이슨 부히스
Robert Montgomery (actor),로버트 몽고메리
Wallace Beery,월리스 비어리
Alexander Godunov,알렉산드르 고두노프
John Garfield,존 가필드
Alfred Newman,앨프리드 뉴먼
Katie Smith,케이티 스미스
Andy Dick,앤디 딕
Maurice Edu,모리스 에두
Jeff Ament,제프 아멘트
Stone Gossard,스톤 고사드
Robert Forster,로버트 포스터
Roy Rogers,로이 로저스
Karina Pasian,카리나 파샨
Tommy Ramone,토미 라몬
Ricou Browning,리코우 브로닝
Martha Raye,마사 레이
Robert B. Wilson,로버트 B. 윌슨
Robert Crumb,로버트 크럼
Dennis Franz,데니스 프랜즈
Hume Cronyn,흄 크로닌
Michael J. Fox,마이클 J. 폭스
Jeffrey Jones,제프리 존스 (배우)
Niall Ferguson,니얼 퍼거슨
Richard Jefferson,리처드 제퍼슨
Benny Hinn,베니 힌
Stephen Collins,스티븐 콜린스
Tamina Snuka,타미나 스누카
Mike Honda,마이크 혼다
Lindsey Buckingham,린지 버킹엄
Olivia Brown,올리비아 브라운
Jude Deveraux,주드 데보르
Helen Traubel,헬렌 트라우벨
Raven Goodwin,레이븐 굿윈
Eagle-Eye Cherry,이글아이 체리
Jessica Bowman,제시카 보먼
Fabiano Caruana,파비아노 카루아나
Adrienne Wilkinson,에이드리언 윌킨슨
John W. McCormack,존 W. 맥코맥
Mario Castelnuovo-Tedesco,마리오 카스텔누오보-테데스코
Shawn Levy,숀 레비
Keenen Ivory Wayans,키넨 아이보리 웨이언스
Sterling Hayden,스털링 헤이든
Paul Neumann (swimmer),파울 노이만
Gregory Hines,그레고리 하인스
Fred Phelps,프레드 펠프스
Alan Guth,앨런 구스
Kip Thorne,킵 손
Peter Lax,럭스 페테르
Marcia Mitzman Gaven,마샤 미츠먼 게븐
William F. Buckley Jr.,윌리엄 F. 버클리 주니어
Travis Tomko,트래비스 톰코
Dixie Carter (wrestling),딕시 카터 (프로레슬링 선수)
Lightnin' Hopkins,라이트닝 홉킨스
Mae Clarke,메이 클라크
Susan Ward,수전 워드
Jerry O'Connell,제리 오코널
Dallas Keuchel,댈러스 카이클
A. A. Albert,에이브러햄 에이드리언 앨버트
Andor Földes,푈데시 언도르
Norman Geschwind,노먼 게슈윈드
Luke Greenfield,루크 그린필드
Peetie Wheatstraw,피티 휘트스트로
Jimmy Reed,지미 리드
Megan Boone,메건 분
Elizabeth Marshall Thomas,엘리자베스 마셜 토머스
Bobby Kimball,보비 킴볼
George DiCenzo,조지 디센조
Ahmet Zappa,아멧 자파
Ahney Her,어니 허
Joseph Mascolo,조시프 마스콜로
Mark Coleman,마크 콜먼
B.J. Penn,BJ 펜
Thomas J. Hudner Jr.,토마스 J. 허드너 주니어
Courtney Lee,코트니 리
Tim Buckley,팀 버클리
Thomas J. Watson,토머스 J. 왓슨
Sammy Hagar,새미 헤이거
Nan Martin,낸 마틴
Richard E. Bellman,리처드 E. 벨먼
Raoul Bott,라울 보트
Saunders Mac Lane,손더스 매클레인
Ai (singer),AI (가수)
Mitch Albom,미치 앨봄
John Kiffmeyer,존 키프마이어
James O. McKinsey,제임스 오스카 맥킨지
Danger Mouse (musician),데인저 마우스 (음악가)
Aidan Quinn,에이든 퀸
A. W. Tozer,A. W. 토저
Louis Prima,루이스 프리마
Kadeem Hardison,카딤 하디슨
Ghostface Killah,고스트페이스 킬라
Marcus Miller,마커스 밀러
Del Shannon,델 섀넌
Grace Hightower,그레이스 하이타워
Rya Kihlstedt,리아 킬스테트
Courtney Jines,코트니 자인스
Robert Beltran,로버트 벨트런
Eric Dolphy,에릭 돌피
Milt Jackson,밀트 잭슨
Susan May Pratt,수전 메이 프랫
Big Sean,빅 숀
Yogi Berra,요기 베라
Lee Greenwood,리 그린우드
RedOne,레드원
Tommy Bond,토미 본드
Basil Ruysdael,배질 라이즈데일
Peabo Bryson,피보 브라이슨
Ricky Steamboat,리키 스팀보트
John Muir,존 뮤어
Robert Conquest,로버트 콘퀘스트
Ahmad Jamal,아마드 자말
Charles Cotesworth Pinckney,찰스 코츠워스 핑크니
Betty Parsons,베티 파슨스
James Ingram,제임스 잉그램
Kim Director,킴 디렉터
Mideon,미디언
David Ho,데이비드 호
Donald "Duck" Dunn,도널드 덕 던
Lincoln Ellsworth,링컨 엘스워스
Antonio Sabàto Jr.,안토니오 사바토 주니어
Shavo Odadjian,샤보 오다지안
Ahmed Best,아메드 베스트
Amy Locane,에이미 로케인
Mary Costa,메리 코스타
Ethan Phillips,이선 필립스
Rei Hance,헤더 도나휴
Katherine MacGregor,캐서린 맥그레거
David Benoit (musician),데이빗 베누아
Aileen Pringle,에일린 프링글
Raymond Loewy,레이먼드 로위
Winfield Scott Hancock,윈필드 스콧 핸콕
Ben Folds,벤 폴즈
Juice Newton,쥬스 뉴턴
Lauren Mayhew,로런 C. 메이휴
Tayla Parx,테일러 파크스
Robert Todd Lincoln,로버트 토드 링컨
Austin Nichols,오스틴 니컬스
Judy Chicago,주디 시카고
Winter Williams,애슐리 C. 윌리엄스
Irwin Gage,어윈 게이지
Kyle Massey,카일 매시
Dick Sargent,딕 사젠트
Kid Ory,키드 오리
Anita Louise,어니타 루이즈
Joan Bennett Kennedy,조앤 베넷 케네디
Grote Reber,그로트 레버
Little Walter,리틀 월터
Skip James,스킵 제임스
Dave Matthews,데이브 매슈스
Daniel Stern (actor),대니얼 스턴
Rachael Flatt,레이철 플랫
Ajay Naidu,아제이 나이두
Akim Tamiroff,아킴 타미로프
Akihiro Kanamori,가나모리 아키히로
Marie Matiko,마리 마티코
Herbert Jamison,허버트 제미슨
Mary Kay Adams,메리 케이 애덤스
George W. Norris,조지 W. 노리스
Allen Coulter,앨런 콜터
John Naber,존 네이버
George Raft,조지 래프트
Jenny Lewis,제니 루이스
Kenny Loggins,케니 로긴스
Rachele Brooke Smith,레이철 브룩 스미스
Tony Stewart,토니 스튜어트
Rick Warren,릭 워렌
Jerry Siegel,제리 시걸
Asher Monroe,애셔 먼로
Jerry Orbach,제리 오바크
Elisa Donovan,엘리사 도노반
Sydne Rome,시드니 롬
Barbara Rush,바버라 러시
Catherine Scorsese,캐서린 스콜세즈
Maria Riva,마리아 리바
Nancy Lee Grahn,낸시 리 그란
Johns Hopkins,존스 홉킨스
Jean Louisa Kelly,진 루이자 켈리
Ashley Williams (actress),애슐리 윌리엄스 (배우)
Al Sharpton,앨 샤프턴
Akiane,아키아나 크라마리크
Karri Turner,캐리 터너
Keely Smith,킬리 스미스
Keri Lynn Pratt,케리 린 프랫
Timothy Carey,티머시 케리
Neil Postman,닐 포스트먼
Bonnie Bartlett,보니 바틀릿
Buddy Bolden,버디 볼든
Harrison Dillard,해리슨 딜러드
Tania Gunadi,타니아 구나디
Billy Mills,빌리 밀스
Henry H. Arnold,헨리 아놀드
Guy Stockwell,가이 스톡웰
Harvey Cushing,하비 쿠싱
