日本,일본
宇検村,우켄촌
日本エアコミューター,일본 에어 커뮤터
ファミリーマート・(企業),훼미리마트
富山空港,도야마 공항
武蔵野線,무사시노선
池田屋事件,이케다야 사건
那珂川市,나카가와시
つるぎ町,쓰루기정
東みよし町,히가시미요시정
一戸町,이치노헤정
松茂町,마쓰시게정
榛名山,하루나산
海遊館,가이유칸
グラスホッパー・マニファクチュア,그래스호퍼 매뉴팩처
ハウステンボス,하우스텐보스
オーバーフロー・(ブランド),0verflow
日本聖公会,일본 성공회
梅田地区の鉄道駅,우메다 지구의 철도역
NHKワールド・JAPAN,NHK 월드 재팬
大町町,오마치정
岩手町,이와테정
藤里町,후지사토정
川崎町・(福岡県),가와사키정 (후쿠오카현)
大月町,오쓰키정
近鉄大阪線,긴테쓰 오사카선
てるてる坊主,데루테루보즈
和田岬線,와다미사키선
日豊本線,닛포 본선
さいたまスーパーアリーナ,사이타마 슈퍼 아레나
東アジア共同体,동아시아 공동체
はまかぜ・(列車),하마카제 (열차)
海芝浦駅,우미시바우라역
鞍手郡,구라테군
嘉祥,가쇼 (848년)
天長,덴초
文化・(元号),분카
天平勝宝,덴표쇼호
延暦,엔랴쿠
摺鉢山・(東京都),스리바치산
任天堂スペースワールド,닌텐도 스페이스 월드
天平感宝,덴표칸포
大同・(日本),다이도 (일본)
神亀,진키
天平神護,덴표진고
延喜,엔기
馬路村,우마지촌
太政官,태정관
佐那河内村,사나고치촌
藍住町,아이즈미정
仁淀川町,니요도가와정
芸西村,게이세이촌
伊予郡,이요군
伊方町,이카타정
喜多郡,기타군 (에히메현)
平内町,히라나이정
上浮穴郡,가미우케나군
南部町・(青森県),난부정 (아오모리현)
東急東横線,도큐 도요코선
国会議事堂前駅,곳카이기지도마에역
東急池上線,도큐 이케가미선
諏方国,스와국
サンリオピューロランド,산리오 퓨로랜드
神戸大学,고베 대학
Osaka・Metro御堂筋線,오사카 메트로 미도스지선
陸中国,리쿠추국
ローム,로옴
マイクロンメモリジャパン,엘피다 메모리
寛永,간에이
天文・(元号),덴분
横浜国立大学,요코하마 국립 대학
石城国,이와키국 (나라 시대)
明暦,메이레키
釧路郡,구시로군
野付郡,노쓰케군
苫前郡,도마마에군
利尻郡,리시리군
目梨郡,메나시군
天塩郡,데시오군
標津郡,시베쓰군
厚岸郡,앗케시군
川上郡,가와카미군
礼文郡,레분군
大涌谷,오와쿠다니
手稲区,데이네구
新丸の内ビルディング,신마루노우치 빌딩
新宿センタービル,신주쿠 센터 빌딩
増毛郡,마시케군
厚別区,아쓰베쓰구
野球殿堂博物館・(日本),야구 전당 박물관
箱根・彫刻の森美術館,조각의 숲 미술관
六戸町,로쿠노헤정
高原町,다카하루정
小竹町,고타케정
基山町,기야마정
東串良町,히가시쿠시라정
河東郡,가토군 (홋카이도)
豊平区,도요히라구
色丹郡,시코탄군
白糠郡,시라누카군
足寄郡,아쇼로군
中川郡・(十勝国),나카가와군 (도카치국)
留萌郡,루모이군
上川郡・(十勝国),가미카와군 (도카치국)
枝幸郡,에사시군
安房国,아와국 (도카이도)
長岡京,나가오카쿄
壱岐国,이키국
大曲駅・(秋田県),오마가리역 (아키타현)
SUGOCA,SUGOCA
周防国,스오국
蒲原駅,간바라역
村山駅・(山形県),무라야마역 (야마가타현)
1998年長野パラリンピック,1998년 동계 패럴림픽
富山駅,도야마역
菅直人内閣,간 내각
紀伊半島,기이반도
八重瀬町,야에세정
雄武町,오무정
喜界町,기카이정
与論町,요론정
東区・(福岡市),히가시구 (후쿠오카시)
備前国,비젠국
三増峠の戦い,미마세 고개 전투
日本DNAデータバンク,DDBJ
ポリフォニー・デジタル,폴리포니 디지털
下総国,시모사국
阪神本線,한신 본선
清田区,기요타구
なまはげ,나마하게
北区・(札幌市),기타구 (삿포로시)
東区・(札幌市),히가시구 (삿포로시)
南区・(札幌市),미나미구 (삿포로시)
QRIO,QRIO
保土ケ谷区,호도가야구
足柄下郡,아시가라시모군
嘉吉,가키쓰
応永,오에이
正長,쇼초
安元,안겐
嘉保,가호 (연호)
永享,에이쿄
須美寿島,스미스섬 (일본)
カトリック関口教会,가톨릭 세키구치 교회
山陽本線,산요 본선
青山・(東京都港区),아오야마 (도쿄도 미나토구)
大豊町,오토요정
伊平屋村,이헤야촌
享禄,교로쿠
西宇和郡,니시우와군
いの町,이노정 (고치현)
小笠原国立公園,오가사와라 국립공원
越智郡,오치군 (에히메현)
筑紫国,쓰쿠시국
大川村,오카와촌
都営地下鉄三田線,도에이 지하철 미타선
都営地下鉄新宿線,도에이 지하철 신주쿠선
東北楽天ゴールデンイーグルス,도호쿠 라쿠텐 골든이글스
ユニバーサル・スタジオ・ジャパン,유니버설 스튜디오 재팬
岐阜大学,기후 대학
松前町・(北海道),마쓰마에정
1964年東京オリンピックの日本選手団,1964년 하계 올림픽 일본 선수단
国土交通省,일본 국토교통성
1986年アジア冬季競技大会,1986년 동계 아시안 게임
新木場駅,신키바역
東京メトロ半蔵門線,도쿄 메트로 한조몬선
日之影町,히노카게정
高鍋町,다카나베정
諏訪湖,스와호
Peach・Aviation,피치 항공
西米良村,니시메라촌
広川町・(福岡県),히로카와정
エアアジア・ジャパン,에어아시아 재팬
日本の選挙,일본의 선거
南海道,난카이도
有楽町,유라쿠초
山陽道,산요도
永承,에이쇼 (헤이안 시대)
伊江村,이에촌
長元,조겐 (1028년)
長暦,조랴쿠 (1037년)
長禄,조로쿠
寛徳,간토쿠
文明・(日本),분메이
長久,조큐 (1040년)
大永,다이에이 (연호)
承保,조호 (1074년)
天喜,덴기
永正,에이쇼 (센고쿠 시대)
文正,분쇼
文安,분안
天仁,덴닌
康平,고헤이 (연호)
延久,엔큐
のぞみ・(列車),노조미 (열차)
小笠原支庁,오가사와라 지청
上毛町,고게정
永長,에이초
明応,메이오
元永,겐에이 (헤이안 시대)
PEACH-PIT,PEACH-PIT
丹後国,단고국
セントラル・リーグ,센트럴 리그
2005年日本国際博覧会,2005년 세계 박람회
因幡国,이나바국
Multi・Video・System,네오지오 (시스템)
文部科学省,일본 문부과학성
オホーツク総合振興局,오호츠크 종합진흥국
阪急神戸本線,한큐 고베 본선
但馬国,다지마국
相模国,사가미국
ニンテンドーWi-Fiコネクション,닌텐도 Wi-Fi 커넥션
志摩国,시마국
相模大野駅,사가미오노역
角川書店,가도카와 쇼텐
天王寺動物園,덴노지 동물원
只見線,다다미선
TYPE-MOON,TYPE-MOON
菅直人内閣・(第1次改造),간 내각 (제1차 개조)
トムス・エンタテインメント,TMS 엔터테인먼트
正徳・(日本),쇼토쿠 (연호)
日本電信電話,일본전신전화
寛治,간지 (연호)
万延,만엔
久安,규안
永万,에이만
新富町,신토미정
利尻礼文サロベツ国立公園,리시리레분사로베쓰 국립공원
新上五島町,신카미고토정
五ヶ瀬町,고카세정
寛仁,간닌
暦仁,랴쿠닌
志免町,시메정
みやこ町,미야코정
支笏洞爺国立公園,시코쓰토야 국립공원
苅田町,간다정
西原町,니시하라정
吉野ヶ里町,요시노가리정
玄海町,겐카이정
永暦,에이랴쿠
承徳,조토쿠 (1097년)
康和,고와 (1099년)
永保,에이호
保元,호겐
嘉承,가쇼 (1106년)
仁平,닌페이
長寛,조칸
延応,엔오
保延,호엔
元応,겐오 (연호)
安永・(元号),안에이
応保,오호 (연호)
建久,겐큐 (12세기)
天永,덴에이
平治,헤이지 (연호)
日本丸・(初代),닛폰마루 (1930년)
小田急箱根鉄道線,하코네 등산 철도 철도선
汐留シティセンター,시오도메 시티센터
MOONSTONE,MOONSTONE (기업)
蘂取郡,시베토로군
阿波座駅,아와자역
仙石線,센세키선
対馬空港,쓰시마 공항
イノキ・ゲノム・フェデレーション,이노키 게놈 패더레이션
朝潮橋駅,아사시오바시역
日比谷,히비야
天明,덴메이
延元,엔겐
建永,겐에이 (가마쿠라 시대)
永治,에이지 (연호)
万寿,만주 (연호)
文暦,분랴쿠
貞応,조오 (가마쿠라 시대)
横浜DeNAベイスターズ,요코하마 DeNA 베이스타스
鳥羽・伏見の戦い,도바·후시미 전투
建武・(日本),겐무
長良川,나가라강
七夕・(日本),다나바타
本町駅,혼마치역
HERO'S,HERO'S
北緯36度線,북위 36도
北緯39度線,북위 39도
六地蔵駅,로쿠지조역
北緯34度線,북위 34도
上越線,조에쓰선
承安・(日本),조안 (연호)
文中,분추
貞永,조에이
寛喜,간기
久寿,규주
天養,덴요
寛元,간겐
長和,조와 (1012년)
熊本藩,구마모토번
建保,겐포
康元,고겐
元暦,겐랴쿠 (12세기)
建暦,겐랴쿠 (13세기)
正元・(日本),쇼겐
中川村,나카가와촌
仁治,닌지
帯広畜産大学,오비히로 축산대학
北緯32度線,북위 32도
東名高速道路,도메이 고속도로
山陰本線,산인 본선
あずさ・(列車),아즈사 (열차)
山形駅,야마가타역
西区・(札幌市),니시구 (삿포로시)
イプシロンロケット,엡실론 (로켓)
浜松国際ピアノコンクール,하마마쓰 국제 피아노 콩쿠르
承元,조겐 (가마쿠라 시대)
梅田,우메다
長承,조쇼
元久,겐큐 (13세기)
東北町,도호쿠정
宝暦,호레키
建長,겐초
成田離婚,나리타 이혼
第1次安倍内閣・(改造),제1차 아베 신조 내각 (개조)
木祖村,기소촌
飛鳥浄御原宮,아스카노키요미하라노미야
虫プロダクション,무시 프로덕션
後楽園,고라쿠엔
首都圏新都市鉄道つくばエクスプレス,수도권 신도시 철도 쓰쿠바 익스프레스
日本の空港,일본의 공항 목록
日比谷公園,히비야 공원
宮崎空港,미야자키 공항
ポートアイランド,포트아일랜드
ガスト・(ゲームブランド),거스트
中区・(名古屋市),나카구 (나고야시)
瑞穂区,미즈호구
宇宙科学研究所,우주과학연구소
千種区,지쿠사구
エキスポランド,엑스포랜드
第1次安倍内閣,제1차 아베 신조 내각
ファミリーレストラン,패밀리 레스토랑
SUPER・GT,SUPER GT
弁天橋駅,벤텐바시역
日米修好通商条約,미일 수호 통상 조약
バンダイナムコエンターテインメント,반다이 남코 엔터테인먼트
西武ドーム,세이부 돔
鶴見線,쓰루미선
治承,지쇼
寛政,간세이
嘉禄,가로쿠
康治,고지 (헤이안 시대)
元仁,겐닌 (1224년)
日本レコード協会,일본레코드협회
天福・(日本),덴푸쿠
文治,분지 (연호)
保安・(元号),호안 (연호)
政令指定都市,정령지정도시
建仁,겐닌 (1201년)
第63回NHK紅白歌合戦,제63회 NHK 홍백가합전
東淀川駅,히가시요도가와역
佐和山城,사와 산성
東京音楽大学,도쿄 음악대학
国民の祝日,일본의 공휴일
第5回衆議院議員総選挙,제5회 일본 중의원 의원 총선거
承久,조큐 (1219년)
農林水産省,일본 농림수산성
元弘,겐코 (1331년)
摩周湖,마슈호
根岸線,네기시선
風土記,풍토기
江戸川,에도강
島尻郡,시마지리군
アイコム,아이콤
江北町,고호쿠정 (사가현)
白石町,시로이시정
太良町,다라정
東海村JCO臨界事故,도카이촌 JCO 임계사고
恐山,오소레산
中京圏,주쿄권
東京都交通局,도쿄도 교통국
近未来政治研究会,근미래정치연구회
北区・(大阪市),기타구 (오사카시)
国分寺,고쿠분지
広島平和記念公園,히로시마 평화기념공원
福崎町,후쿠사키정
北大東村,기타다이토촌
東日本大震災,동일본 대진재
南新宿駅,미나미신주쿠역
100円ショップ,100엔 숍
新水俣駅,신미나마타역
石勝線,세키쇼선
大阪教育大学,오사카 교육대학
金沢駅,가나자와역
シンエイ動画,신에이 동화
新白河駅,신시라카와역
七戸十和田駅,시치노헤토와다역
新富士駅・(静岡県),신후지역 (시즈오카현)
北九州高速鉄道,기타큐슈 고속철도
三原駅,미하라역
東広島駅,히가시히로시마역
古川駅,후루카와역
白石蔵王駅,시로이시자오역
北上駅,기타카미역
野田内閣,노다 내각
新尾道駅,신오노미치역
五街道,고카이도
田原町駅・(東京都),다와라마치역 (도쿄도)
JR京都線,JR 교토선
My・Little・Lover,My Little Lover
十和田湖,도와다호
佐賀大学,사가 대학
川越線,가와고에선
琉球大学,류큐 대학
伏見城,후시미성
公家,공가
東京メトロ日比谷線,도쿄 메트로 히비야선
ルネサスエレクトロニクス,르네사스 일렉트로닉스
北区・(名古屋市),기타구 (나고야시)
日野町・(滋賀県),히노정 (시가현)
様似町,사마니정
横浜マリンタワー,요코하마 마린타워
港区・(名古屋市),미나토구 (나고야시)
西区・(名古屋市),니시구 (나고야시)
FeliCa,FeliCa
貞観地震,조간 지진
三ツ沢公園球技場,NHK 스프링 미쓰자와 구기장
マジックバス,매직 버스 (스튜디오)
糸田町,이토다정
龍郷町,다쓰고정
標茶町,시베차정
黒部ダム,구로베 댐
南大隅町,미나미오스미정
北秋田郡,기타아키타군
相模線,사가미선
天童駅,덴도역
フクダ電子アリーナ,후쿠다 전자 아레나
黒船,흑선
大石田駅,오이시다역
高畠駅,다카하타역
かみのやま温泉駅,가미노야마온센역
角館駅,가쿠노다테역
赤湯駅,아카유역
米沢駅,요네자와역
TOTO・(企業),TOTO (기업)
御嶽山,온타케산
語呂合わせ,고로아와세
筑波山,쓰쿠바산
岩村城,이와무라성
五稜郭,고료카쿠
藤原京,후지와라쿄
支笏湖,시코쓰호
東海道,도카이도
新山口駅,신야마구치역
厚狭駅,아사역
新大牟田駅,신오무타역
くりこま高原駅,구리코마코겐역
東三国駅,히가시미쿠니역
新鳥栖駅,신토스역
いわて沼宮内駅,이와테누마쿠나이역
水沢江刺駅,미즈사와에사시역
出水駅,이즈미역 (가고시마현)
筑後船小屋駅,지쿠고후나고야역
琉球民族,류큐 민족
インターネットチャンネル,인터넷 채널
御船町,미후네정
羅臼町,라우스정
新玉名駅,신타마나역
サンリオ,산리오
首都高速都心環状線,수도고속도로 도심 환상선
コスモスクエア駅,코스모스퀘어역
毎日新聞,마이니치 신문
西中島南方駅,니시나카지마미나미가타역
徳山駅,도쿠야마역
川内駅・(鹿児島県),센다이역 (가고시마현)
関水金属,관수금속
清和政策研究会,세이와 정책연구회
日本新党,일본신당
多摩動物公園,다마 동물공원
聟島,무코지마섬
徳川氏,도쿠가와씨
六ヶ所再処理工場,롯카쇼 핵재처리장
モビリティリゾートもてぎ,트윈 링 모테기
新宿二丁目,신주쿠 2정목
青ヶ島村,아오가시마촌
錦帯橋,긴타이교
関門橋,간몬교
広島電鉄,히로시마 전철
山形大学,야마가타 대학
春日山城,가스가산성
京浜東北線,게이힌 도호쿠선
横浜アリーナ,요코하마 아레나
丸の内,마루노우치
大島空港,오시마 공항
小諸城,고모로성
五畿七道,오기칠도
永田町,나가타초
御蔵島,미쿠라섬
産経新聞,산케이 신문
豊後水道,분고 수도
経済産業省,일본 경제산업성
ゴールデンウィーク,골든위크
人間国宝,인간국보
十勝総合振興局,도카치 종합진흥국
はっぴいえんど,핫피 엔도
ばんえい競走,반에이 경주
近鉄難波線,긴테쓰 난바선
近鉄橿原線,긴테쓰 가시하라선
検見川浜駅,게미가와하마역
近鉄天理線,긴테쓰 덴리선
篠路駅,시노로역
近鉄田原本線,긴테쓰 다와라모토선
観月橋駅,간게쓰쿄역
エイティング,에이팅
香美市立やなせたかし記念館,가미 시립 야나세 다카시 기념관
ケイブ,케이브 (기업)
久ノ浜駅,히사노하마역
四ツ倉駅,요쓰쿠라역
広野駅・(福島県),히로노역 (후쿠시마현)
草野駅・(福島県),구사노역 (후쿠시마현)
末続駅,스에쓰기역
ナガシマスパーランド,나가시마 스파 랜드
横浜アンパンマンこどもミュージアム,요코하마 호빵맨 어린이 박물관 %26 쇼핑몰
高知県立美術館,고치현립 미술관
田端信号場駅,다바타신고조역
日本漫画家協会,일본만화가협회
川崎縦貫高速鉄道,가와사키 종관 고속철도
昭和新山,쇼와신산
上毛高原駅,조모코겐역
チンドン屋,진돈야
名鉄名古屋本線,메이테쓰 나고야 본선
日高振興局,히다카 진흥국
日本電子,일본전자
雫石駅,시즈쿠이시역
ガーラ・(企業),갈라 (기업)
ゴンゾ,곤조
中核市,중핵시
富士箱根伊豆国立公園,후지 하코네 이즈 국립공원
福岡空港,후쿠오카 공항
関西本線,간사이 본선
姶良カルデラ,아이라 칼데라
紋別郡,몬베쓰군
大空町,오조라정
熊本空港,구마모토 공항
本因坊,혼인보
信州大学,신슈 대학
静岡空港,시즈오카 공항
プロレスリング・ノア,프로레슬링 노아
茨城大学,이바라키 대학
甘木市,아마기시
宿場,슈쿠바
神武天皇即位紀元,진무 천황 즉위기원
士幌町,시호로정
浜頓別町,하마톤베쓰정
上士幌町,가미시호로정
新得町,신토쿠정
テクモ,테크모
北朝・(日本),북조 (일본)
築地,쓰키지
伊方発電所,이카타 발전소
大阪府咲洲庁舎,오사카부 사키시마청사
京都タワー,교토 타워
高取町,다카토리정
十津川村,도쓰카와촌
白浜町,시라하마정
栄町,사카에정
東白川村,히가시시라카와촌
鶴見区・(横浜市),쓰루미구 (요코하마시)
愛甲郡,아이코군
中郡,나카군 (가나가와현)
仁和寺,닌나지
多良間村,다라마촌
下都賀郡,시모쓰가군
長岡駅,나가오카역
安中榛名駅,안나카하루나역
浦佐駅,우라사역
本庄早稲田駅,혼조와세다역
SMAP,SMAP
日本エアシステム,재팬 에어 시스템
読売ジャイアンツ,요미우리 자이언츠
那覇空港,나하 공항
新潟空港,니가타 공항
京浜工業地帯,게이힌 공업지대
寺子屋,데라코야
伏見区,후시미구
九十九里町,구주쿠리정
多古町,다코정
真鶴町,마나즈루정
高座郡,고자군
松田町,마쓰다정
吉田町,요시다정
赤倉温泉駅,아카쿠라온센역
日本民主党,일본민주당
河合楽器製作所,카와이 악기 제작소
けん玉,켄다마
東京オペラシティ,도쿄 오페라 시티
広島県立総合体育館,히로시마 현립 종합 체육관
東京ディズニーシー,도쿄 디즈니씨
管領,간레이
京都御所,교토 어소
駅伝競走,역전경주
薙刀術,나기나타술
南郷町・(宮城県),난고정 (미야기현)
天龍寺,덴류지
第2次安倍内閣,제2차 아베 신조 내각
北相木村,기타아이키촌
開成町,가이세이정
大井町,오이정 (가나가와현)
ビクターエンタテインメント,JVC 켄우드 빅터 엔터테인먼트
足柄上郡,아시가라카미군
長生村,조세이촌
新ひだか町,신히다카정
東京国際アニメフェア,도쿄 국제 애니메이션 페어
ニコン,니콘
中頓別町,나카톤베쓰정
鏡餅,가가미모치
鳥取空港,돗토리 공항
第21回衆議院議員総選挙,제21회 일본 중의원 의원 총선거
東和町・(岩手県),도와정 (이와테현)
第18回衆議院議員総選挙,제18회 일본 중의원 의원 총선거
第16回衆議院議員総選挙,제16회 일본 중의원 의원 총선거
第24回衆議院議員総選挙,제24회 일본 중의원 의원 총선거
第26回衆議院議員総選挙,제26회 일본 중의원 의원 총선거
第3回参議院議員通常選挙,제3회 일본 참의원 의원 통상선거
副総理,일본의 부총리
マウスプロモーション,마우스 프로모션
インターコンチネンタルカップ・(サッカー)2003,2003년 인터콘티넨털컵
椥辻駅,나기쓰지역
自由民主党総裁選挙,일본 자유민주당 총재 선거
奉行,봉행 (일본사)
関白,관백
広島平和記念資料館,히로시마 평화기념자료관
天平,덴표
文応,분오
正治,쇼지 (연호)
国際協力銀行,일본국제협력은행
本別町,혼베쓰정
中札内村,나카사쓰나이촌
美深町,비후카정
芽室町,메무로정
幕別町,마쿠베쓰정
広尾町,히로오정
豊富町,도요토미정
更別村,사라베쓰촌
猿払村,사루후쓰촌
剣淵町,겐부치정
中川町,나카가와정 (홋카이도)
清水町・(北海道),시미즈정 (홋카이도)
日高郡・(北海道),히다카군 (홋카이도)
枝幸町,에사시정 (소야 관내)
日本相撲協会,일본 스모 협회
豊頃町,도요코로정
山越郡,야마코시군
音更町,오토후케정
ストームレーベルズ,제이 스톰
大分大学,오이타 대학
井の頭恩賜公園,이노카시라온시 공원
白馬ジャンプ競技場,하쿠바 점프 경기장
駿河湾,스루가만
沖縄プレート,오키나와판
マーベラス・(企業),마벨러스 (기업)
スパイク・(ゲーム会社),스파이크 (기업)
少年画報社,쇼넨가호샤
国道168号,국도 제168호선 (일본)
スタジオ雲雀,스튜디오 히바리
ノーマッド,노마드 (기업)
東経140度線,동경 140도
Ordet,Ordet
ニコンのレンズ製品一覧,니코르
賢プロダクション,켄 프로덕션
阪神高速道路,한신 고속도로
二条城前駅,니조조마에역
御陵駅,미사사기역
そごう,소고 (백화점)
冠位十二階,관위십이계
日本人論,일본인론
積丹半島,샤코탄반도
奄美空港,아마미 공항
福江空港,후쿠에 공항
長崎国旗事件,나가사키 국기 사건
Technics,테크닉스
石見空港,이와미 공항
モリソン号事件,모리슨호 사건
奥尻空港,오쿠시리 공항
中標津空港,나카시베쓰 공항
紋別空港,몬베쓰 공항
能登空港,노토 공항
バレーボール・ワールドグランドチャンピオンズカップ,FIVB 월드그랜드챔피언스컵
モノリスソフト,모놀리스 소프트
UDトラックス,UD트럭
フォスター電機,포스텍스
沖縄美ら海水族館,오키나와 추라우미 수족관
西武西武園線,세이부 세이부엔선
オレンジタウン駅,오렌지타운역
日本のナンバープレート,일본의 차량 번호판
スーパーフラット,슈퍼플랫
志度駅,시도역
水上駅,미나카미역
志摩赤崎駅,시마아카사키역
鵜方駅,우가타역
後閑駅,고칸역
上之郷駅,가미노고역
愛宕グリーンヒルズ,아타고 그린 힐스
五知駅,고치역 (미에현)
上牧駅・(群馬県),가미모쿠역
大学入試センター,대학 입시 센터
日本の城一覧,일본의 성 목록
沓掛駅,구쓰카케역
アークヒルズ,아크 힐스
森ビル,모리 빌딩
ラフォーレ原宿,라포레 하라주쿠
元麻布ヒルズ,모토아자부 힐스
日本航空協会,일본항공협회
六本木ヒルズ森タワー,롯폰기 힐스 모리 타워
大学共通第1次学力試験,대학 공통 제1차 학력 시험
大学入試センター試験,대학 입시 센터 시험
教育ママ,교육마마
野島断層,노지마 단층
広島本通商店街,히로시마 혼도리 상점가
本通ヒルズ,혼도리 힐스
小石川後楽園,고이시카와 고라쿠엔
南関東,미나미칸토
トワイライトゾーン・タワー・オブ・テラー,트와일라이트 존 타워 오브 테러
地方自治法,일본 지방자치법
拓北駅,다쿠호쿠역
インディーズゼロ,인디즈제로
太美駅,후토미역 (홋카이도)
あいの里公園駅,아이노사토코엔역
百合が原駅,유리가하라역
当別駅,도베쓰역
北海道医療大学駅,홋카이도이료다이가쿠역
あいの里教育大駅,아이노사토쿄이쿠다이역
千鳥ケ淵戦没者墓苑,지도리가후치 전몰자 묘원
漢委奴国王印,한위노국왕인
革命的共産主義者同盟全国委員会,혁명적공산주의자동맹 전국위원회
佐賀藩,사가번
メディアワークス,미디어웍스
竹下内閣,다케시타 내각
東久邇宮内閣,히가시쿠니노미야 내각
新党大地,신당 대지
グレッゾ,그레조
北緯27度線,북위 27도
北緯30度線,북위 30도
北緯35度線,북위 35도
淀橋区,요도바시구
黒川村・(山形県),구로카와촌 (야마가타현)
北緯45度線,북위 45도
長崎海軍伝習所,나가사키 해군 전습소
松尾駅・(三重県),마쓰오역 (미에현)
セガサミーホールディングス,세가 사미 홀딩스
2012年東京都知事選挙,2012년 도쿄도지사 선거
加茂駅・(三重県),가모역 (미에현)
明六社,메이로쿠샤
対馬振興局,쓰시마 진흥국
京橋区,교바시구
京橋・(東京都中央区),교바시 (도쿄도)
中津駅・(Osaka・Metro),나카쓰역 (오사카시 고속 전기궤도)
日本の医療,일본의 보건의료
野上町・(和歌山県),노카미정
天保の大飢饉,덴포 대기근
ブレインズ・ベース,브레인즈 베이스
立山,다테야마산
ジャンプフェスタ,점프 페스타
第17回衆議院議員総選挙,제17회 일본 중의원 의원 총선거
インターコンチネンタルカップ・(サッカー)1997,1997년 인터콘티넨털컵
エフエム岩手,FM 이와테
妙高村・(新潟県中頸城郡2005年),묘코촌 (니가타현 나카쿠비키군 2005년)
ろくろ首,로쿠로쿠비
琴平町,고토히라정
本栖湖,모토스호
霞が関,가스미가세키
ツアー・オブ・ジャパン,투어 오브 재팬
牡鹿半島,오시카반도
横浜ゴム,요코하마 고무
どーもくん,도모쿤
荏原郡,에바라군
H-Iロケット,H-I
礼文町,레분정
介錯,가이샤쿠
2002・FIFAワールドカップ・グループD,2002년 FIFA 월드컵 D조
富士フイルムビジネスイノベーション,후지 제록스
世界柔道選手権大会,세계 유도 선수권 대회
キーエンス,키엔스
1991・AFC女子選手権,1991년 AFC 여자 축구 선수권 대회
鬼界カルデラ,키카이 칼데라
三井不動産,미쓰이 부동산
東京ガス,도쿄 가스
滝井駅,다키이역
日本民主青年同盟,일본민주청년동맹
御殿山駅,고텐야마역
住友電気工業,스미토모 전기공업
立小路駅,다치코지역
樟葉駅,구즈하역
牧野駅,마키노역 (오사카부)
枚方市駅,히라카타시역
インターコンチネンタルカップ・(サッカー)1991,1991년 인터콘티넨털컵
2008年のJリーグ・ディビジョン1,J리그 디비전 1 2008
SynergySP,SynergySP
東京海上ホールディングス,도쿄 해상 홀딩스
横田飛行場,요코타 비행장
第2次大平内閣,제2차 오히라 내각
越前町,에치젠정
北海道中央バス,홋카이도 중앙버스
緊急地震速報,긴급지진속보
トキナー,토키나
ミレニアム・タワー・(大林組),밀레니엄 타워 (도쿄)
2002・FIFAワールドカップ・グループC,2002년 FIFA 월드컵 C조
2002・FIFAワールドカップ・グループA,2002년 FIFA 월드컵 A조
中島飛行機,나카지마비행기회사
青岸渡寺,세이간토지
2002・FIFAワールドカップ・決勝トーナメント,2002년 FIFA 월드컵 결선 토너먼트
帝京大学,데이쿄 대학
テクノソフト・(ゲーム会社),테크노소프트
佐織町,사오리정
野村ホールディングス,노무라 홀딩스
佐屋町,사야정
大鳴門橋,오나루토교
キッズステーション,키즈 스테이션
プレミアリーグ・(バレーボール),V.프리미어리그
龍野市,다쓰노시 (폐지)
スキップ・(ゲーム会社),스킵 (기업)
北緯42度線,북위 42도
オンキヨーホームエンターテイメント,온쿄
ソラ・(ゲーム会社),소라 (기업)
三陸,산리쿠
JALエクスプレス,JAL 익스프레스
フジドリームエアラインズ,후지드림 항공
家老,가로 (관직)
鹿児島中央駅,가고시마 중앙역
秋田駅,아키타역
立田村・(愛知県),다쓰타촌 (아이치현)
北緯41度線,북위 41도
フレンチ・キス・(アイドルユニット),프렌치 키스 (음악 그룹)
南木曽町,나기소정
新吉富村,신요시토미촌
警視庁,경시청
三河島事故,미카와시마 사고
大妃,대비 (칭호)
小坂町,고사카정
インターコンチネンタルカップ・(サッカー)1989,1989년 인터콘티넨털컵
中富町,나카토미정
吉原・(東京都),요시와라
デクセリアルズ,소니 케미컬
阪和自動車道,한와 자동차도
中百舌鳥駅,나카모즈역
常呂町,도코로정
稲毛海岸駅,이나게카이간역
インターコンチネンタルカップ・(サッカー)2001,2001년 인터콘티넨털컵
東野駅・(京都府),히가시노역 (교토부)
荘園・(日本),장원 (일본사)
三輪崎駅,미와사키역
セントラルパーク地下街,센트럴 파크 지하가
宇久井駅,우쿠이역
補陀洛山寺,후다라쿠산지
那智駅,나치역
姫路市立水族館,히메지 시립 수족관
紀伊天満駅,기이텐마역
紀伊佐野駅,기이사노역
紀伊勝浦駅,기이카쓰우라역
姫路セントラルパーク,히메지 센트럴 파크
万国津梁の鐘,만국진량의 종
南朝・(日本),남조 (일본)
辟邪絵,벽사회
箱根湯本駅,하코네유모토역
サイバーコネクトツー,사이버커넥트2
東大安田講堂事件,야스다 강당 사건
皇室典範,황실전범
昌泰,쇼타이 (연호)
テレビ大阪,TV 오사카
応和,오와
貞元・(日本),조겐 (976년)
正和,쇼와 (가마쿠라 시대)
大阪取引所,오사카 증권거래소
JALウェイズ,JAL 웨이즈
花巻空港,하나마키 공항
霧島山,기리시마산
北陸本線,호쿠리쿠 본선
淀橋町,요도바시정
山川町・(福岡県),야마카와정 (후쿠오카현)
新田原基地,뉴타바루 기지
厚木海軍飛行場,아쓰기 해군 비행장
京阪本線,게이한 본선
入間基地,이루마 기지
明治生命館,메이지 생명관
鮫洲駅,사메즈역
諏訪ノ森駅,스와노모리역
立会川駅,다치아이가와역
