Dortmund,多特蒙德
Böttcherstraße (Bremen),贝特夏街道
Kaiserliche Werft Danzig,但澤帝國造船廠
Ediger-Eller,埃迪格-埃勒
Giengen an der Brenz,布伦茨河畔京根
Tawern,塔韦恩
Everode,埃费罗德
Neusorg,诺伊索尔格
Markt Wald,马克特瓦尔德
Koberg,科贝格
Kröppelshagen-Fahrendorf,克勒珀尔斯哈根-法伦多夫
Poggensee,波根塞
Schöfweg,舍夫韦格
Schöllnach,舍尔纳赫
Gössenheim,格森海姆
Röhrnbach,勒恩巴赫
Oberkotzau,上科曹
Edewecht,埃德韦希特
Thedinghausen,泰丁豪森
Nörten-Hardenberg,讷尔滕-哈登贝格
Ringelai,林格莱
Grattersdorf,格拉特斯多夫
Mittelsinn,米特尔辛
Hafenlohr,哈芬洛尔
MTU Friedrichshafen,MTU腓特烈港有限公司
Voith-Arena,福伊特竞技场
Wallerstein,瓦勒施泰因
Jandelsbrunn,扬德尔斯布伦
Saldenburg,萨尔登堡
Hahnbach,哈恩巴赫
Bachhagel,巴赫哈格尔
U-Bahnhof Münchner Freiheit,慕尼黑自由广场站
Lohkirchen,洛基兴
Königsmoos,柯尼希斯莫斯
Train (Niederbayern),特赖恩
Wiefelstede,维弗尔施泰德
Theilheim,泰尔海姆
Estenfeld,埃斯滕费尔德
Nieby,尼比
Dreisbach (Bröl),德賴斯巴赫河·(布勒爾河支流)
Friesenried,弗里森里德
Kleinheubach,小霍伊巴赫
Riedenheim,里登海姆
TUIfly,德国途易航空
Tolk,托尔克
Wentorf (Amt Sandesneben),文托夫
Juliusburg,尤利乌斯堡
Tramm (Lauenburg),特拉姆·(石勒苏益格-荷尔斯泰因州)
Waffenstillstand von Ulm,烏爾姆停戰協定·(1647年)
Angel (Fluss),昂格爾河
Harsum,哈尔苏姆
Syrgenstein,叙根施泰因
Waldstetten (Ostalbkreis),瓦尔德施泰滕
Melsbach,梅尔斯巴赫
Oberneukirchen (Oberbayern),上诺伊基兴·(巴伐利亚)
Gars am Inn,因河畔加尔斯
Weißer Main,白美因河
Trogen (Oberfranken),特罗根·(德国)
Mauth,毛特
Wiershop,维尔斯霍普
Klinkrade,克林克拉德
Hornbek,霍恩贝克
Kühsen,屈森
Klein Zecher,小采谢
Wapelfeld,瓦珀尔费尔德
Ursberg,乌尔斯贝格
Schwarzenbach (Oberpfalz),施瓦岑巴赫
Lohberg (Bayern),洛贝格
Marktoffingen,马克特奥芬根
Marktleugast,马克特洛伊加斯特
Biessenhofen,比森霍芬
Magna PT,格特拉克傳動系統有限公司
Rainau,赖瑙
Daiting,代廷
Missen-Wilhams,米森-维尔哈姆斯
Lamerdingen,拉默丁根
Antdorf,安特多夫
Rhinow,里诺·(勃兰登堡州)
Hohenhorn,霍恩霍恩
Escheburg,埃舍堡
Kulpin,库尔平
U-Bahnhof St.-Quirin-Platz,圣奎林广场站
Kammlach,卡姆拉赫
Sankt Englmar,圣恩尔马尔
Despetal,代斯珀塔尔
Kittlitz,基特利茨
Eberholzen,埃伯霍尔岑
Bundestagswahl 2013,2013年德国联邦议院选举
U-Bahnhof Innsbrucker Ring,因斯布鲁克环路站
Irchenrieth,伊尔兴里特
Reimlingen,赖姆林根
Heimertingen,海默廷根
Wiesau,维绍
Trausnitz,特劳斯尼茨
Plankenfels,普兰肯费尔斯
Lupburg,卢普堡
Hettstadt,黑特施塔特
Wolmersdorf,沃尔默斯多夫
Ekenis,埃克尼斯
Ramhusen,拉姆胡森
Rechtenbach,雷希滕巴赫
Cuvilliés-Theater,居維利埃劇院
Oersberg,厄斯贝格
Gelting,盖尔廷
Neufeld (Dithmarschen),诺伊费尔德
Horgau,霍尔高
Meisburg,迈斯堡
Trunkelsberg,特伦克尔斯贝格
Innernzell,因嫩采尔
Pirk,皮尔克
Kammeltal,卡默尔塔尔
Apen,亞彭
Blaibach,布莱巴赫
Schwindegg,施温德格
Offenberg,奥芬贝格
Hepberg,黑普贝格
Neustadt am Main,美因河畔诺伊施塔特
Germaringen,盖马林根
Kunstsammlung Nordrhein-Westfalen,北莱茵-威斯特法伦艺术品收藏馆
Oesterwurth,厄斯特武特
Groß Köris,大克里斯
Pommerby,波默比
Sankt Wolfgang (Oberbayern),圣沃尔夫冈
Kirchhaslach,基希哈斯拉赫
Dirlewang,迪勒旺
Betheln,贝特尔恩
Westfeld (Sibbesse),韦斯特费尔德·(下萨克森州)
Harbarnsen,哈尔巴尔恩森
Bröckel,布勒克尔
Marienhagen (Duingen),马林哈根
Oldenborstel,奥尔登博斯特尔
Langlingen,朗林根
Windberg,温德贝格
Ebnath,埃布纳特
Eschbach (Wupper),埃斯希巴赫河
Woringen,沃林根
Fußball-Regionalliga West,德国足球西部地区联赛
Schlemmin (Vorpommern),施莱明
Artlenburg,阿特伦堡
Groß Grönau,大格勒瑙
Splietsdorf,施普利茨多夫
Wohltorf,沃尔托夫
Neudrossenfeld,新德罗森费尔德
Speichersdorf,施派歇尔斯多夫
Insingen,因辛根
Prebitz,普雷比茨
Painten,派恩滕
Braubach,布劳巴赫
Triefenstein,特里芬施泰因
Enercon,愛納康
Urspringen,乌尔施普林根
Mindelstetten,明德尔施泰滕
Fischen im Allgäu,菲申
Holzgünz,霍尔茨金茨
Tiddische,蒂迪舍
Lenggries,伦格里斯
Wonsees,翁塞斯
Fuchsmühl,富克斯米尔
Ottobeuren,奥托博伊伦
Mittelstenahe,米特尔斯特纳厄
Kleinrinderfeld,小林德费尔德
Neuhütten (Unterfranken),诺伊许滕
Kirchen (Sieg),锡格河畔基兴
Hausen bei Würzburg,维尔茨堡附近豪森
Schneeberg (Unterfranken),施内贝格·(巴伐利亚州)
Retzstadt,雷茨施塔特
Calau,卡劳
Windbergen,温德贝根
Raitenbuch,赖滕布赫
Presseck,普雷塞克
Steindorf (Schwaben),施泰因多夫
Osten (Oste),奥斯滕
Bad Bederkesa,巴特贝德凯萨
Lorup,洛鲁普
Obergriesbach,上格里斯巴赫
Mitteleschenbach,米特尔埃申巴赫
Ehingen am Ries,里斯地区埃英根
Lichterfeld-Schacksdorf,利希特费尔德-沙克斯多夫
Hütten (Schleswig),许滕
Gosheim,戈斯海姆
Warngau,瓦恩高
Grabfeld (Gemeinde),格拉布费尔德
Feldkirchen-Westerham,费尔德基兴-韦斯特哈姆
Belum,贝卢姆
Riedering,里德灵
Süderstapel,南施塔珀尔
Kramerhof,克拉默霍夫
Röderland,勒德兰
Klein Meckelsen,小梅克尔森
Todtmoos,托特莫斯
Wittmoldt,维特莫尔特
Gunzenhausen,贡岑豪森
Sulzbach-Rosenberg,苏尔茨巴赫-罗森贝格
Mainburg,美因堡
Eckental,埃肯塔尔
Neuenbrook,诺伊恩布罗克
Felm,费尔姆
Nienwohld,宁沃尔德
Krummendiek,克鲁门迪克
Hodorf,霍多夫·(石勒苏益格-荷尔斯泰因州)
Klamp,克兰普
Kaisborstel,凯斯博斯特尔
Wewelsfleth,韦沃尔斯弗莱特
Münchner Stadtderby,慕尼黑德比
Hebertshausen,黑伯茨豪森
Bülkau,比尔考
Bramstedt (Hagen im Bremischen),布拉姆施泰特
Flintsbach am Inn,因河畔弗林茨巴赫
Söchtenau,瑟希特瑙
Denkingen,登京根
Großkarolinenfeld,大卡罗利嫩费尔德
Prutting,普鲁廷
Heist,海斯特
Trappenkamp,特拉彭坎普
Friedrichsgraben,腓特烈斯格拉本
Wakendorf II,第二瓦肯多夫
Kattendorf,卡滕多夫
Willenscharen,维伦沙伦
Landscheide,兰沙伊德
Poyenberg,波延贝格
Lemförde,莱姆弗尔德
Ihrlerstein,伊勒施泰因
Langscheid (bei Mayen),朗沙伊德
Baierbrunn,拜尔布伦
Nordenham,诺登哈姆
Esens,埃森斯
Königsbrunn,柯尼希斯布伦
Wittmund,维特蒙德
Kleinkahl,小卡尔
Fitzbek,菲茨贝克
Flein,弗莱恩
Stephanskirchen,施特凡斯基兴
Oeschebüttel,厄舍比特尔
Holstenniendorf,霍尔斯滕宁多夫
Kollmoor,科尔莫尔
Heinsen,海恩森
Tutzing,图青
Gondershausen,贡德斯豪森
Landau an der Isar,伊萨尔河畔兰道
Berg am Laim,莱姆畔山
Aubing-Lochhausen-Langwied,奥宾-洛赫豪森-朗维德
Pullenreuth,普伦罗伊特
Rottleben,罗特莱本
Langenargen,朗根阿根
Benediktbeuern,贝内迪克特博依恩
Grafrath,格拉夫拉特
Hohenaltheim,霍恩阿尔特海姆
Wöhrden,沃尔登
Betzigau,贝齐高
Niederfüllbach,下菲尔巴赫
Schilda (Brandenburg),希尔达
Kluis,克卢伊斯
Damendorf,达门多夫
Gorden-Staupitz,戈尔登-施陶皮茨
AquaDom,水穹頂
Finneland,芬讷兰
Fußball-Regionalliga Nordost (2012),德国足球东北地区联赛
Bischweier,比施韦尔
Beverstedt,贝沃施泰特
Lintig,林蒂希
Eichendorf,艾兴多夫
Tarp,塔尔普
Kirchgasse (Wiesbaden),教会胡同
Wietmarschen,维特马尔申
Peissen (Holstein),派森
Schalkholz,沙尔克霍尔茨
Sinzig,辛齐希
Loxstedt,洛克斯施泰特
Heiligenberg (Bodenseekreis),海利根贝格·(巴登-符腾堡州)
Bad Pyrmont,巴特皮尔蒙特
Heiligenstedtenerkamp,海利根施泰特讷坎普
Schönau am Königssee,柯尼希湖畔舍瑙
Krummendeich,克鲁门代希
Fintel,芬特尔
Bubenreuth,布本罗伊特
Twistetal,特维斯特塔尔
Oettingen in Bayern,巴伐利亚州厄廷根
U 1 (Kriegsmarine),U-1号潜艇·(1935年)
Lüerdissen,吕尔迪森
Brevörde,布雷弗德
Neufra,诺伊夫拉
Kirchbrak,基希布拉克
Hingstheide,兴斯特海德
Bodenfelde,博登费尔德
Gehrden,盖尔登·(下萨克森)
Kisdorf,基斯多夫
Cadenberge,卡登贝格
Attenhofen,阿滕霍芬
Riedenburg,里登堡
Hollnseth,霍尔恩塞特
Bichl,比希尔
Neuhaus (Oste),诺伊豪斯
Kiefersfelden,基弗斯费尔登
Geversdorf,盖沃斯多夫
Oberammergau,上阿默高
Wustrow (Fischland),武斯特罗·(前波美拉尼亚-吕根县)
Westerngrund,韦斯滕格伦德
Waldaschaff,瓦尔达沙夫
Hohenpeißenberg,霍恩派森贝格
Lutheran,卢特兰
Ingelfingen,英格尔芬根
Huje,胡耶
Krempdorf,克伦普多夫
Wasbek,瓦斯贝克
Vaalermoor,法勒莫尔
Samerberg,萨默贝格
Spitzingsee,施皮青湖
Saaldorf-Surheim,萨尔多夫-苏尔海姆
Pritzwalk,普里茨瓦尔克
Elsfleth,埃尔斯弗莱特
Pappenheim,帕彭海姆
Mechtersen,梅希特森
Reichersbeuern,赖谢斯博伊恩
Münsing,明辛
Ursensollen,乌尔森索伦
Plattling,普拉特灵
Balzhausen,巴尔茨豪森
Laacher See,拉赫湖
Rimsting,里姆斯廷
Gundelfingen an der Donau,多瑙河畔贡德尔芬根
Willingen (Upland),维林根
Friedrichsholm,腓特烈斯霍尔姆
Warringholz,瓦灵霍尔茨
Aschheim,阿施海姆
Frammersbach,弗拉默斯巴赫
Brannenburg,布兰嫩堡
Beutelsbach (Niederbayern),博伊特尔斯巴赫
Geisenhausen,盖森豪森
Petershausen,彼得斯豪森
Hoher Göll,上格爾山
Farchant,法尔先特
Syke,锡克·(下萨克森州)
Burgsponheim,布格施蓬海姆
Leezdorf,莱茨多夫
Lisberg,利斯贝格
Butjadingen,布特亚丁根
Merkendorf (Mittelfranken),梅尔肯多夫·(巴伐利亚州)
Krombach (Unterfranken),克龙巴赫·(巴伐利亚州)
Kremperheide,克伦珀海德
Oelixdorf,厄利克斯多夫
Hermannsburg,黑尔曼斯堡
Probstzella,普罗布斯特采拉
Gangloffsömmern,冈格洛夫瑟门
Günstedt,金施泰特
Klein Offenseth-Sparrieshoop,小奥芬塞特-施帕里斯霍普
Düdenbüttel,迪登比特尔
Volkmarsen,福尔克马森
Mannstedt,曼施泰特
Guthmannshausen,古特曼斯豪森
Ellersleben,埃勒斯莱本
Fedderingen,费德林根
Kaiser-Wilhelm-Koog,凯撒-威廉-科格
Bördeland,伯尔德兰
Deutz AG,道依茨
Ranis,拉尼斯
Schlichting,施利希廷
Stoltenberg,施托尔滕贝格
Plötzkau,普勒茨考
Ostramondra,奥斯特拉蒙德拉
Beinerstadt,拜讷施塔特
Neuenkirchen (Dithmarschen),诺伊恩基兴·(石勒苏益格-荷尔斯泰因州)
Henschleben,亨施莱本
Großrudestedt,大鲁德施泰特
Eckstedt,埃克施泰特
Kannawurf,坎纳武夫
Alperstedt,阿尔珀施泰特
Bahrenborstel,巴伦博斯特尔
Perlesreut,佩勒斯罗伊特
Geslau,盖斯劳
Siezbüttel,锡茨比特尔
Gachenbach,加亨巴赫
Saal an der Donau,多瑙河畔萨尔
Apensen,阿彭森
Himmelpforten,希默尔普福滕
Hedwigenkoog,黑德维根科格
Norddeich (Dithmarschen),诺德代希
Elpersbüttel,埃尔珀斯比特尔
Wesselburenerkoog,韦瑟尔布勒讷科格
Epenwöhrden,埃彭沃尔登
Westerdeichstrich,西代希施特里希
Oberndorf am Lech,莱希河畔奥伯恩多夫
Theisseil,泰赛尔
Kirchendemenreuth,基兴代门罗伊特
Deisenhausen,代森豪森
Burgsinn,布格辛
Ingersleben,英格斯莱本
Heyersdorf,海尔斯多夫
Kößlarn,克斯拉恩
Parsberg,帕尔斯贝格
Nonnweiler,农韦勒
Edersleben,埃德斯莱本
Barleben,巴尔莱本
Bad Grönenbach,巴特格勒嫩巴赫
Mehlmeisel,梅尔迈瑟尔
Mönchsdeggingen,门希斯代京根
Barenburg,巴伦堡
Wartmannsroth,瓦特曼斯罗特
Weiherhammer,魏尔哈默
Gebsattel,盖布萨特尔
Ostereistedt,东艾施泰特
Gädheim,盖德海姆
Seelingstädt,塞灵施泰特
Steigra,施泰格拉
Ottenstein (Niedersachsen),奥滕施泰因
Rötgesbüttel,勒特格斯比特尔
Hainsfarth,海恩斯法尔特
Schaufling,绍夫灵
Deining,代宁
Hamersen,哈默森
Holzbunge,霍尔茨本格
Kaaks,卡克斯
Sontra,松特拉
Guderhandviertel,古德汉德菲特尔
Dinklage,丁克拉格
Schwabmünchen,施瓦布明兴
Neetzow,内措
Kalübbe,卡吕伯
Heiligenstedten,海利根施泰滕
Dingsleben,丁斯莱本
Neu Kosenow,新科瑟诺
Neuenburg am Rhein,莱茵河畔诺伊恩堡
Fürstenstein,菲尔斯滕施泰因
Straßberg (Zollernalbkreis),施特拉斯贝格
Biederbach,比德巴赫
Harsefeld,哈瑟费尔德
Buchbrunn,布赫布伦
Uettingen,于廷根
Töpen,特彭
Fleischwangen,弗莱施旺根
Bergatreute,贝加特罗伊特
Wolfegg,沃尔夫埃格
Weißdorf,魏斯多夫
Großenwörden,大沃尔登
Rohrenfels,罗伦费尔斯
Kirchenpingarten,基兴平加滕
Maroldsweisach,马罗尔茨韦萨赫
Offenau,奥弗瑙
Konradsreuth,孔拉茨罗伊特
Kirchlauter,基希劳特
Museum Koenig,亞歷山大·柯尼希博物館
Langfurth,朗富特
Leibertingen,莱伯廷根
Preisklasse,德國鐵路車站分級
Bietigheim,比蒂希海姆
Sigmaringendorf,锡格马林根多夫
Volkenschwand,福尔肯施万德
Hessischer Landtag,黑森州议会
Murr (Fluss),穆爾河·(巴登-符騰堡州)
Feldberg (Schwarzwald),费尔德贝格·(巴登-符腾堡州)
Ebenweiler,埃本韦勒
Grünkraut,格林克劳特
Ohlsbach,奥尔斯巴赫
Süderhastedt,南哈施泰特
Wörnitz (Gemeinde),沃尔尼茨
Trebgast,特雷布加斯特
United States European Command,美国欧洲司令部
Höchstadt an der Aisch,艾施河畔赫希施塔特
Gremsdorf,格雷姆斯多夫
Soeste,索斯特河
Fiefbergen,菲夫贝根
Oldenbüttel,奥尔登比特尔
Tetenhusen,泰滕胡森
Poing,波英
Lange Nacht der Museen,博物館之夜
Triftern,特里夫滕
Bühlertal,比勒塔尔
Lauter (Oberfranken),劳特
Egweil,埃格韦尔
Breuna,布罗伊纳
Wellheim,韦尔海姆
Großsteinhausen,大施泰因豪森
Kolbingen,科尔宾根
Lalling,拉灵
Weihenzell,魏恩采尔
Johannesberg (Bayern),约翰内斯贝格
Ebersbach-Musbach,埃伯斯巴赫-穆斯巴赫
Fronreute,弗龙罗伊特
Nordrach,诺德拉赫
Kröning,克勒宁
Hohberg,霍贝格
Hardisleben,哈尔迪斯莱本
Haßleben,哈斯莱本
Wundersleben,文德斯莱本
Hessisch Oldendorf,黑西施奥尔登多夫
Sasbachwalden,萨斯巴赫瓦尔登
Raumbach,劳姆巴赫
Ottenhöfen im Schwarzwald,黑林山区奥滕赫芬
Angelburg,安格尔堡
Bodnegg,博德内格
Bruchhausen-Vilsen,布鲁赫豪森-菲尔森
Pösing,珀辛
Hoßkirch,霍斯基希
Stetten am kalten Markt,卡尔特马克特地区施泰滕
Willstätt,维尔施泰特
Krogaspe,克罗格阿斯珀
Ottenbüttel,奥滕比特尔
Helmstorf,黑尔姆斯托夫
Oldenhütten,奥尔登许滕
Oberhain,奥伯海恩
Rippershausen,里珀斯豪森
Burgpreppach,布格普雷帕赫
Schenefeld (Kreis Pinneberg),谢讷费尔德
Voltlage,福尔特拉格
Wildenberg,维尔登贝格
Helvesiek,黑尔沃西克
Böhmfeld,伯姆费尔德
Sindelsdorf,辛德尔斯多夫
Willmering,维尔默灵
Obernheim,奥伯恩海姆
Gärtringen,盖特林根
Buttenwiesen,布滕维森
Güntersleben,金特斯莱本
Günzach,金察赫
Dammfleth,达姆弗莱特
Schutterwald,舒特瓦尔德
Guggenhausen,古根豪森
Unterwaldhausen,下瓦尔德豪森
Weisweil,魏斯韦尔
Weingarten (Baden),巴登地区魏恩加滕
Horgenzell,霍尔根采尔
Murg (Hochrhein),穆尔格
Renningen,伦宁根
Vaale,法勒·(石勒苏益格-荷尔斯泰因州)
Padenstedt,帕登施泰特
Klein Bennebek,小本讷贝克
Viernau,菲尔瑙
Kissenbrück,基森布吕克
Werningshausen,韦宁斯豪森
Reichenbach am Heuberg,霍伊山麓赖兴巴赫
Winden im Elztal,埃尔茨河谷温登
Holenberg,霍伦贝格
Lohe-Rickelshof,洛厄-里克尔斯霍夫
Tellingstedt,泰灵施泰特
Negenborn,内根博恩
Weitnau,魏特瑙
Pegestorf,佩格斯托夫
Kenzingen,肯青根
St. Märgen,圣梅尔根
Mötzingen,默青根
Kleinmölsen,小默尔森
Kleinbrembach,小布伦巴赫
Riethgen,里特根
Roklum,罗克卢姆
Mulsum (Wurster Nordseeküste),穆尔苏姆
Sprötau,施普勒陶
Markvippach,马克菲帕赫
Unterschönau (Steinbach-Hallenberg),下舍瑙
Göhrde,格尔德·(下萨克森)
Schwallungen,施瓦伦根
Eisendorf,艾森多夫
Maschinenbau Kiel,基尔机械制造厂
Enocean,EnOcean
Elztal (Odenwald),埃尔茨塔尔
Memmelsdorf,梅默尔斯多夫
Irsee,伊尔塞
Lösnich,勒斯尼希
Gerolfingen,盖罗尔芬根
Neuried (Baden),诺伊里德
Heroldstatt,黑罗尔德施塔特
Eußenheim,奥伊森海姆
Rauhenebrach,劳厄讷布拉赫
Fahrenbach,法伦巴赫
Wackersberg,瓦克斯贝格
Biberach (Baden),比伯拉赫
Hildrizhausen,希尔德里茨豪森
Lammershagen,拉默斯哈根
Honigsee,霍尼希塞
Jevenstedt,耶文施泰特
Oepfershausen,厄普弗斯豪森
Oberstadt,奥伯施塔特
Metzels,梅策尔斯
Dickel,迪克尔
Dinkelscherben,丁克尔谢本
Bütthard,比特哈德
Schollbrunn,绍尔布伦
Störnstein,施特恩施泰因
Grafling,格拉夫灵
Tuchenbach,图亨巴赫
Riedenberg,里登贝格
Höpfingen,赫普芬根
Oberhaid (Oberfranken),奥伯海德
Mahlstetten,马尔施泰滕
Viereth-Trunstadt,菲雷特-特伦施塔特
Königsheim,柯尼希斯海姆
Ritschenhausen,里辰豪森
Bermbach (Steinbach-Hallenberg),贝尔恩巴赫
Bechstedt,贝希施泰特
Herschdorf (Großbreitenbach),黑尔施多夫
Oberkatz,上卡茨
Utendorf,乌滕多夫
Benshausen,本斯豪森
Hofstetten (Baden),霍夫施泰滕·(巴登-符腾堡)
Hemmingen (Niedersachsen),黑明根
Litzendorf,利岑多夫
Dollern,多伦·(下萨克森)
Quernheim,奎恩海姆
Grünendeich,格吕嫩代希
Siegenburg,锡根堡
Gnarrenburg,格纳伦堡
Oederquart,厄德夸特
Spraitbach,施普赖特巴赫
Boms,博姆斯
Wattendorf,瓦滕多夫
Nordheim am Main,美因河畔诺德海姆
Chursdorf (Dittersdorf),休尔斯多夫
Erbenhausen,埃尔本豪森
Alesheim,阿勒斯海姆·(巴伐利亚)
Engelsberg,恩格尔斯贝格
Wonneberg,翁讷贝格
Dröbischau,德勒比绍
Oberweid,上魏德
Unterkatz,下卡茨
Rockhausen,罗克豪森
Kaltenwestheim,卡尔滕韦斯特海姆
Königseggwald,柯尼希斯埃格瓦尔德
Steinhausen an der Rottum,罗图姆河畔施泰因豪森
Hüttisheim,许蒂斯海姆
Hadenfeld,哈登费尔德
Wirsol,沃尔索
Grafengehaig,格拉芬格海希
Ködnitz,克德尼茨
Osthausen-Wülfershausen,奥斯特豪森-维尔弗斯豪森
Martinstein,马丁施泰因
Börrstadt,伯尔施塔特
Wettstetten,韦特施泰滕
Obersinn,上辛恩
Dobel,多伯尔
Emmerthal,埃默塔尔
Lehrensteinsfeld,莱伦施泰因斯费尔德
Bad Marienberg (Westerwald),巴特马林贝格
Hitzhofen,希茨霍芬
Hachenburg,哈亨堡
Stepfershausen,施泰普弗斯豪森
Reichmannsdorf (Saalfeld),赖希曼斯多夫
Lengfeld (Thüringen),伦费尔德
Bad Tennstedt,巴特滕施泰特
Ostheim vor der Rhön,伦山前奥斯特海姆
Döschnitz,德施尼茨
Reurieth,罗伊里特
Piesau,皮绍
Neugernsdorf,诺伊格尔恩斯多夫
Teuchern,托伊谢恩
Teichwitz,泰希维茨
Binswangen,宾斯旺根
Forstinning,福斯廷宁
Frittlingen,弗里特林根
Fischingen (Baden),菲兴根·(巴登-符腾堡)
Gaißach,盖萨赫
Schlehdorf,施萊多夫
Pennewitz,佩内维茨
Lancken-Granitz,兰肯-格拉尼茨
Kirschroth,基施罗特
Kesfeld,凯斯费尔德
Strande,施特兰德
Meddersheim,梅德斯海姆
Rodder,罗德·(莱茵兰-普法尔茨)
Neufraunhofen,新弗劳恩霍芬
Niederaichbach,下艾希巴赫
Weichs,魏克斯
Sagard,萨加尔德
Jettingen,耶廷根
Ummerstadt,乌默施塔特
Oberpframmern,上普夫拉默恩
Römhild,勒姆希尔德
Schaafheim,沙夫海姆
Nahetal-Waldau,纳黑塔尔-瓦尔道
Henfstädt,亨夫施泰特
Ergersheim (Mittelfranken),埃格斯海姆·(巴伐利亚)
Waltenhausen,瓦尔滕豪森
Landensberg,兰登斯贝格
Birkheim,比克海姆
Cursdorf,库尔斯多夫
Rehweiler,雷韦勒
Hungenroth,洪根罗特
Grafenwiesen,格拉芬维森
Pilsting,皮尔斯廷
Hünstetten,欣施泰滕
Weigenheim,魏根海姆
Unterwössen,下沃森
Weenzen,文岑
Barthe,巴爾特河
Neuenstein (Hohenlohe),諾恩施泰因·(巴登-符騰堡)
Friedrichsthal (Saar),腓特烈斯塔尔
Sülzfeld,叙尔茨费尔德
Schechingen,谢兴根
Springstille,施普林施蒂勒
Neuberend,新贝伦德
Silberstedt,锡尔伯施泰特
Dannewerk,丹讷韦克
Milz (Römhild),米尔茨
Bösleben-Wüllersleben,伯斯莱本-维勒斯莱本
Aschenhausen,阿申豪森
Dollerup,多勒鲁普
Dielkirchen,迪尔基兴
Loit,洛伊特
Saustrup,绍斯特鲁普
Hüffelsheim,许弗尔斯海姆
Dauwelshausen,道沃尔斯豪森
Dreifelden,德赖费尔登
Joachimsthal,约阿希姆斯塔尔
Osterfeld (Sachsen-Anhalt),奥斯特费尔德
Malterdingen,马尔特丁根
Sexau,塞克绍
Golmbach,戈尔姆巴赫
Böttingen,伯廷根
Sommerhausen,索默豪森
Neckarzimmern,内卡齐门
Nabburg,纳布堡
Renchen,伦兴
Niederalben,下阿尔本
Berndroth,贝恩德罗特
Hainau,海瑙
Matzenbach,马岑巴赫
Gerhardshofen,盖哈茨霍芬
Treffelstein,特雷弗尔施泰因
Geroda (Unterfranken),盖罗达
Georgensgmünd,格奥尔根斯格明德
Greding,格雷丁
Riedhausen,里德豪森
Kemberg,肯贝格
Lederhose (Thüringen),莱德霍瑟
Harth-Pöllnitz,哈尔特-珀尔尼茨
Mönckebergstraße,蒙克贝格街
Waltenhofen,瓦尔滕霍芬
Schwaara,施瓦拉
Schwanau,施瓦瑙
Meißenheim,迈森海姆
Steinach (Ortenaukreis),施泰纳赫·(巴登-符腾堡)
Leutenberg,洛伊滕贝格
Forchheim (Kaiserstuhl),福希海姆·(巴登-符腾堡)
Sollerup,索勒鲁普
Rabel,拉伯尔
Pruchten,普鲁赫滕
Hüsby,许斯比
Wees,韦斯
Geltorf,盖尔托夫
Bergenhusen,贝尔根胡森
Reckershausen,雷克斯豪森
Duchroth,杜罗特
Bollingstedt,博灵施泰特
Schloss Marienburg (Pattensen),马林堡城堡
Kalte Moldau,斯圖代納維塔瓦河
Dannenfels,丹嫩费尔斯
Bechenheim,贝兴海姆
Rathsweiler,拉茨韦勒
Relsberg,雷尔斯贝格
Genderkingen,根德京根
Ludwigschorgast,路德维希绍尔加斯特
Unterreichenbach,下赖兴巴赫
Neubeuern,新博伊恩
Wiggensbach,维根斯巴赫
Hohenleipisch,霍恩莱皮施
DFL-Ligapokal 2007,2007年德國聯賽盃
Kürnach,屈纳赫
Gröden (Brandenburg),格勒登
Tüttendorf,蒂滕多夫
Großthiemig,大蒂米希
Wohlde,沃尔德
Holzhausen an der Haide,海德山麓霍尔茨豪森
Niederhosenbach,下霍森巴赫
Waldkappel,瓦尔德卡珀尔
297. Infanterie-Division (Wehrmacht),第297步兵師·(德國國防軍)
Stößen,施特森
Schraplau,施拉普劳
Marklkofen,马克尔科芬
Gehren,盖伦·(图林根州)
Noer,讷尔·(石勒苏益格-荷尔斯泰因)
Treia,特赖亚
Röhrmoos,勒尔莫斯
Pastetten,帕施泰滕
Mamming,马明·(巴伐利亚)
Jübek,于贝克
Stolk,施托尔克
Geislingen (Zollernalbkreis),盖斯林根
Gundelfingen (Breisgau),贡德尔芬根
Bennhausen,本豪森
Heinzenbach,海恩岑巴赫
Busdorf,布斯多夫
Steinbergkirche,施泰因贝格基谢
Jachenau,亚赫瑙
2. Fußball-Bundesliga 2004/05,2004年至2005年德國足球乙級聯賽
Hauptkirche Sankt Petri,圣彼得教堂·(汉堡)
Wetzlarer Dom,韦茨拉尔大教堂
Postau,波斯陶
Niederviehbach,下菲巴赫
Wurmsham,武尔姆斯哈姆
Niederschlettenbach,下施莱滕巴赫
Welden,韦尔登
Schalkau,沙尔考
Weilheim in Oberbayern,上巴伐利亚地区魏尔海姆
Blaustein,布劳施泰因
ThyssenKrupp Marine Systems,蒂森克虜伯海洋系統
Finsing,芬辛
Sugenheim,苏根海姆
Laumersheim,劳默斯海姆
Modautal,莫道塔尔
Lathen,拉滕·(下萨克森州)
Biederitz,比德里茨
Sieverstedt,锡沃施泰特
Kludenbach,克卢登巴赫
Lingerhahn,林格汉
Rittersheim,里特斯海姆
Steinhöring,施泰因赫灵
Moosinning,莫辛宁
Karby,卡尔比
Kropp,克罗普
Brebel,布雷贝尔
Dörpling,德普灵
Gladenbach,格拉登巴赫
Ausacker,奥斯阿克
Birx,比尔克斯
Alkersleben,阿尔克斯莱本
Ankerbach (Rhein),安克巴赫河·(萊茵河支流)
Schnarup-Thumby,施纳鲁普-通比
Westensee (Gemeinde),韦斯滕塞
