日本,일본
電通,덴쓰
富山空港,도야마 공항
武蔵野線,무사시노선
株式会社ファミリーマート,훼미리마트
NHKワールド JAPAN,NHK 월드
サンリオ,산리오
黒船,흑선
角館駅,가쿠노다테역
米沢駅,요네자와역
天童駅,덴도역
高原町,다카하루정
筑波山,쓰쿠바산
御嶽山,온타케산
小田急箱根鉄道線,하코네 등산 철도 철도선
対馬空港,쓰시마 공항
MOONSTONE,MOONSTONE
イノキ・ゲノム・フェデレーション,이노키 게놈 패더레이션
蘂取郡,시베토로군
汐留シティセンター,시오도메 시티센터
仙石線,센세키선
いの町,이노정
上毛町,고게정
基山町,기야마정
新玉名駅,신타마나역
徳山駅,도쿠야마역
コスモスクエア駅,코스모스퀘어역
西中島南方駅,니시나카지마미나미가타역
首都高速都心環状線,수도고속도로 도심 환상선
毎日新聞,마이니치 신문
津別町,쓰베쓰정
羽幌町,하보로정
新十津川町,신토쓰카와정
仁淀川町,니요도가와정
1992年バルセロナオリンピックの日本選手団,1992년 하계 올림픽 일본 선수단
1984年ロサンゼルスオリンピックの日本選手団,1984년 하계 올림픽 일본 선수단
日本国政府,일본국 정부
東三国駅,히가시미쿠니역
新大牟田駅,신오무타역
新鳥栖駅,신토스역
新山口駅,신야마구치역
厚狭駅,아사역
水沢江刺駅,미즈사와에사시역
出水駅,이즈미역
川内駅,센다이역
南風原町,하에바루정
佐那河内村,사나고치촌
藍住町,아이즈미정
語呂合わせ,고로아와세
赤倉温泉駅,아카쿠라온센역
第2次安倍内閣,제2차 아베 신조 내각
薙刀術,치도술
南郷町,난고정
熱田区,아쓰타구
海の日,바다의 날
パイロットコーポレーション,파일럿 코퍼레이션
長岡駅,나가오카역
安中榛名駅,안나카하루나역
日本エアシステム,재팬 에어 시스템
本庄早稲田駅,혼조와세다역
浦佐駅,우라사역
東アジア競技大会,동아시아 경기 대회
近畿方言,긴키 방언
日本エアコミューター,일본 에어 커뮤터
池田屋事件,이케다야 사건
東区,히가시구
喜界島町,기카이정
与論町,요론정
八重瀬町,야에세정
近未来政治研究会,근미래정치연구회
木祖村,기소촌
飛鳥浄御原宮,아스카노키요미하라노미야
成田離婚,나리타 이혼
中核市,중핵시
名鉄名古屋本線,나고야 철도 나고야 본선
日本電子,일본전자
日高振興局,히다카 진흥국
雨竜町,우류정
東神楽町,히가시카구라정
月形町,쓰키가타정
日本貨物鉄道,일본화물철도
ジャパンタイムズ,재팬 타임스
東京学芸大学,도쿄 학예 대학
平戸城,히라도성
コブクロ,고부쿠로
赤湯駅,아카유역
大石田駅,오이시다역
高畠駅,다카하타역
かみのやま温泉駅,가미노야마온센역
フクダ電子アリーナ,후쿠다 전자 아레나
ゴールデンウィーク,골든위크
寛永,간에이
太政官,다이조칸
保土ケ谷区,호도가야구
永享,에이쿄
占冠村,시무캇푸촌
栗山町,구리야마정
沼田町,누마타정
人間国宝,인간국보
はっぴいえんど,해피엔드
ばんえい競走,반에이 경마
十勝総合振興局,도카치 종합진흥국
福岡空港,후쿠오카 공항
東京都江戸東京博物館,에도-도쿄 박물관
ゆりかもめ東京臨海新交通臨海線,유리카모메 도쿄 임해 신교통 임해선
新島,니지마섬
宮の森ジャンプ競技場,미야노모리 점프 경기장
厚生労働省,일본 후생노동성
中央線快速,주오 쾌속선
京王井の頭線,게이오 전철 이노카시라 선
総武本線,소부 본선
東京マラソン,도쿄 마라톤
榛名山,하루나산
日本聖公会,일본 성공회
ハウステンボス,하우스텐보스
海遊館,해유관
梅田駅,우메다역
雫石駅,시즈쿠이시역
ゴンゾ,곤조
富士箱根伊豆国立公園,후지 하코네 이즈 국립공원
ガーラ,갈라
伊予郡,이요군
鞍手郡,구라테군
大豊町,오토요정
筑紫国,쓰쿠시국
小笠原国立公園,오가사와라 국립공원
喜多郡,기타군
南部町,난부정
上浮穴郡,가미우케나군
平内町,히라나이정
ライブドア,라이브도어
草津町,구사쓰정
港北区,고호쿠구
全日本プロレス,전일본 프로레슬링
東串良町,히가시쿠시라정
六戸町,로쿠노헤정
小竹町,고타케정
雄武町,오무정
諏訪湖,스와호
日之影町,히노카게정
グラスホッパー・マニファクチュア,그래스호퍼 매뉴팩처
オーバーフロー,오버플로우
芳文社,호분샤
羽前国,우젠국
羽後国,우고국
日本人論,일본인론
そごう,소고
日本のプロレス,푸로레스
東急池上線,도쿄 급행 전철 이케가미 선
御堂筋線,오사카 시 교통국 지하철 미도스지 선
東急東横線,도쿄 급행 전철 도요코선
国会議事堂前駅,곳카이기지도마에역
神戸大学,고베 대학
新富町,신토미정
五ヶ瀬町,고카세정
新上五島町,신카미고토정
利尻礼文サロベツ国立公園,리시리레분사로베쓰 국립공원
嵐山町,란잔정
テクノスジャパン,테크노스 저팬
岬町,미사키정
1991年冬季ユニバーシアード,1991년 동계 유니버시아드
内閣情報調査室,내각정보조사실
上田原の戦い,우에다하라 전투
球磨川,구마강
百鬼夜行,백귀야행
日本の城一覧,일본의 성 목록
水上駅,미나카미역
アークヒルズ,아크 힐스
愛宕グリーンヒルズ,아타고 그린 힐스
後閑駅,고칸역
大学入試センター,대학 입시 센터
上牧駅,가미모쿠역
広島本通商店街,히로시마 혼도오리 상점가
元麻布ヒルズ,모토아자부 힐스
TOTO,TOTO
伊平屋村,이헤야촌
須美寿島,스미스섬
享禄,교로쿠
青山,아오야마
山陽本線,산요 본선
東川町,히가시카와정
上富良野町,가미후라노정
上砂川町,가미스나가와정
南富良野町,미나미후라노정
和寒町,왓사무정
多度津町,다도쓰정
ラフォーレ原宿,라포레 하라주쿠
日本航空協会,일본항공협회
大学共通第1次学力試験,대학 공통 제1차 학력 시험
教育ママ,교육마마
本通ヒルズ,혼도오리 힐스
森ビル,모리 빌딩
大学入試センター試験,대학 입시 센터 시험
六本木ヒルズ森タワー,롯폰기 힐스 모리 타워
野島断層,노지마 단층
ディースリー・パブリッシャー,D3 퍼블리셔
五戸町,고노헤정
六ヶ所村,롯카쇼촌
西米良村,니시메라촌
高鍋町,다카나베정
広川町,히로카와정
苅田町,간다정
志免町,시메정
吉野ヶ里町,요시노가리정
玄海町,겐카이정
冠位十二階,관위십이계
東経140度線,동경 140도
陸上自衛隊冬季戦技教育隊,동계전기교도대
富士見書房,후지미 쇼보
小清水町,고시미즈정
池田町,이케다정
鹿追町,시카오이정
正長,쇼초
応永,오에이
足柄下郡,아시가라시모군
嘉吉,가키쓰
嘉保,가호
安元,안겐
白石町,시로이시정
1968年メキシコシティーオリンピックの日本選手団,1968년 하계 올림픽 일본 선수단
アイコム,아이콤
福崎町,후쿠사키정
上毛高原駅,조모코겐역
昭和新山,쇼와신산
チンドン屋,친돈야
川崎縦貫高速鉄道,가와사키 종관 고속철도
SMAP,SMAP
仁平,닌페이
江北町,고호쿠정
太良町,다라정
島尻郡,시마지리군
正徳,쇼토쿠
久安,규안
万延,만엔
永万,에이만
寛治,간지
永保,에이호
奥羽山脈,오우산맥
清洲城,기요스성
東秩父村,히가시치치부촌
大樹町,다이키정
天文,덴분
横浜国立大学,요코하마 국립 대학
ローム,로옴
エルピーダメモリ,엘피다 메모리
明暦,메이레키
石城国,이와키국
日本貿易振興機構,일본무역진흥기구
東京ミッドタウン,도쿄 미드타운
日本の伝統芸能,일본 연극
八郎潟,하치로호
日本貨物航空,일본화물항공
芳賀郡,하가군
法師,호시료칸
富士急ハイランド,후지큐 하이랜드
陸前国,리쿠젠국
諏方国,스와국
陸中国,리쿠추국
大間町,오마정
佐井村,사이촌
国立西洋美術館,국립서양미술관
横田飛行場,요코타 비행장
東京国立近代美術館,도쿄 국립근대미술관
武生市,다케후시
昭和の日,쇼와의 날
憲法記念日,헌법기념일
東京国際展示場,도쿄 국제전시장
青二プロダクション,아오니 프로덕션
スポーツの日,체육의 날
湘南モノレール,쇼난 모노레일
東京国際フォーラム,도쿄 국제 포럼
安永,안에이
康和,고와
嘉承,가쇼
永暦,에이랴쿠
保元,호겐
承徳,조토쿠
長寛,조칸
インディーズゼロ,인디즈제로
百合が原駅,유리가하라역
あいの里公園駅,아이노사토코엔역
北海道医療大学駅,홋카이도이료다이가쿠역
太美駅,후토미역
あいの里教育大駅,아이노사토쿄이쿠다이역
当別駅,도베쓰역
拓北駅,다쿠호쿠역
近鉄難波線,긴키 닛폰 철도 난바 선
明六社,메이로쿠샤
相国寺,쇼코쿠지
小石川後楽園,고이시카와 고라쿠엔
国土庁,일본 국토청
ナムコ・テイルズスタジオ,남코 테일즈 스튜디오
東京カテドラル聖マリア大聖堂,도쿄 주교좌 성 마리아 대성당
長暦,조랴쿠
長禄,조로쿠
伊江村,이에촌
長久,조큐
野辺地町,노헤지정
田舎館村,이나카다테촌
今別町,이마베쓰정
広島平和記念公園,히로시마 평화기념공원
北大東村,기타다이토촌
北区,기타구
エイティング,에이팅
日本漫画家協会,일본 만화가 협회
横浜アンパンマンこどもミュージアム,요코하마 호빵맨 어린이 박물관
高知県立美術館,고치현립 미술관
広野駅,히로노역
草野駅,구사노역
久ノ浜駅,히사노하마역
末続駅,스에쓰기역
四ツ倉駅,요쓰쿠라역
ナガシマスパーランド,나가시마 스파 랜드
田端信号場駅,다바타신고조역
香美市立やなせたかし記念館,가미 시립 야나세 다카시 기념관
東和町,도와정
第21回衆議院議員総選挙,제21회 일본 중의원 의원 총선거
第26回衆議院議員総選挙,제26회 일본 중의원 의원 총선거
第16回衆議院議員総選挙,제16회 일본 중의원 의원 총선거
第24回衆議院議員総選挙,제24회 일본 중의원 의원 총선거
第18回衆議院議員総選挙,제18회 일본 중의원 의원 총선거
第3回参議院議員通常選挙,제3회 일본 참의원 의원 통상선거
副総理,일본의 부총리
国分寺,고쿠분지
ポートアイランド,포트아일랜드
ガスト,거스트
中区,나카구
建久,겐큐
延応,엔오
暦仁,랴쿠닌
寛仁,간닌
鳥羽・伏見の戦い,도바 후시미 전투
南関東,미나미칸토
トワイライトゾーン・タワー・オブ・テラー,트와일라이트 존 타워 오브 테러
国立新美術館,국립신미술관
2013 ワールド・ベースボール・クラシック,2013년 월드 베이스볼 클래식
北海道新幹線,홋카이도 신칸센
寛徳,간토쿠
文明,분메이
永承,에이쇼
長元,조겐
大永,다이에이
康平,고헤이
宇宙科学研究所,우주과학연구소
千種区,지쿠사구
瑞穂区,미즈호구
北区,기타구
西原町,니시하라정
支笏洞爺国立公園,시코쓰토야 국립공원
みやこ町,미야코정
横浜DeNAベイスターズ,요코하마 DeNA 베이스타스
長良川,나가라강
天明,덴메이
文暦,분랴쿠
建永,겐에이
福岡ドーム,후쿠오카 돔
広島広域公園陸上競技場,히로시마 광역공원 육상경기장
八尾空港,야오 공항
日立柏サッカー場,히타치 가시와 축구장
東平尾公園博多の森球技場,아랍 아메리카 대학교 경기장
万寿,만주
西区,니시구
港区,미나토구
横浜マリンタワー,요코하마 마린타워
日野町,히노정
佐呂間町,사로마정
EMIミュージック・ジャパン,EMI 뮤직 재팬
那智滝,나치 폭포
検見川浜駅,게미가와하마역
ケイブ,케이브
Ordet,Ordet
ニコンのレンズ製品一覧,니코르
巣鴨,스가모
賢プロダクション,켄 프로덕션
元永,겐에이
延久,엔큐
永長,에이초
小笠原支庁,오가사와라 지청
明応,메이오
南武線,난부선
スピッツ,스피츠
佐賀空港,사가 공항
FC町田ゼルビア,FC 마치다 젤비아
岐阜城,기후성
訓子府町,군넷푸정
東京海上ホールディングス,도쿄 해상 홀딩스
斜里町,샤리정
清里町,기요사토정
置戸町,오케토정
猿払村,사루후쓰촌
中川町,나카가와정
剣淵町,겐부치정
関西電力,간사이 전력
若松城,와카마쓰성
港区,미나토 구 (오사카 시)
対馬振興局,쓰시마 진흥국
インターコンチネンタルカップ1997,1997년 인터콘티넨털컵
第17回衆議院議員総選挙,제17회 일본 중의원 의원 총선거
のぞみ,노조미
永正,에이쇼
文安,분안
天喜,덴기
承保,조호
文正,분쇼
天仁,덴닌
野上町,노카미정
ドラゴンボールZ Sparking! METEOR,드래곤볼 Z 스파킹! 메테오
中津駅,나카쓰역
天養,덴요
文中,분추
寛元,간겐
承安,조안
寛喜,간키
久寿,규주
京橋区,교바시구
京橋,교바시
日本民主青年同盟,일본민주청년동맹
御殿山駅,고텐야마역
樟葉駅,구즈하역
牧野駅,마키노역
枚方市駅,히라카타시역
立小路駅,다치코지역
インターコンチネンタルカップ1991,1991년 인터콘티넨털컵
プロレスリング・ノア,프로레슬링 노아
静岡空港,시즈오카 공항
浜頓別町,하마톤베쓰정
上士幌町,가미시호로정
標茶町,시베차정
黒部ダム,구로베 댐
紋別郡,몬베쓰군
大空町,오조라정
奄美市,다쓰고정
南大隅町,미나미오스미정
相模線,사가미선
北秋田郡,기타아키타군
様似町,사마니정
琉球民族,류큐인
インターネットチャンネル,인터넷 채널
御陵駅,미사사기역
国道424号,국도 제424호선
二条城前駅,니조조마에역
阪神高速道路,한신 고속도로
地方自治法 (日本),일본 지방자치법
滝井駅,다키이역
篠路駅,시노로역
近鉄橿原線,긴키 닛폰 철도 가시하라 선
近鉄天理線,긴키 닛폰 철도 덴리 선
近鉄田原本線,긴키 닛폰 철도 다와라모토 선
観月橋駅,간게쓰쿄역
アサヒ飲料,아사히 음료
第67回国民体育大会,제67회 국민 체육 대회
サントリーフーズ,산토리 푸드
キリンビバレッジ,기린 음료
三井不動産,미쓰이 부동산
東京ガス,도쿄 가스
住友電気工業,스미토모 전기공업
上峰町,가미미네정
ソラシドエア,솔라시드 항공
シチズン時計,시티즌 홀딩스
羅臼町,라우스정
御船町,미후네정
糸田町,이토다정
建武,겐무
日本の七夕,다나바타
延元,엔겐
貞応,조오
永治,에이지
貞永,조에이
長和,조와
広尾町,히로오정
美深町,비후카정
中札内村,나카사쓰나이촌
甘木市,아마기시
信州大学,신슈 대학
茨城大学,이바라키 대학
神武天皇即位紀元,진무 천황 즉위기원
宿場,슈쿠바
根岸線,네기시선
風土記,풍토기
元弘,겐코
摩周湖,마슈호
治承,지쇼
承元,조겐
建暦,겐랴쿠
仁治,닌지
長承,조쇼
建長,겐초
元久,겐큐
梅田,우메다
八高線,하치코선
国民の生活が第一,국민 생활이 제일
徳間書店,도쿠마 쇼텐
承久の乱,조큐의 난
ジャンプフェスタ,점프 페스타
5pb.,5pb.
ブレインズ・ベース,브레인즈 베이스
天保,덴포
成田エクスプレス,나리타 익스프레스
横浜線,요코하마선
国立劇場,국립극장
常磐線,조반선
日本の行政区画,일본의 행정 구역
インターコンチネンタルカップ1989,1989년 인터콘티넨털컵
新得町,신토쿠정
士幌町,시호로정
芽室町,메무로정
川越線,가와고에선
五街道,고카이도
田原町駅,다와라마치역
My Little Lover,마이 리틀 러버
十和田湖,도와다호
小島プロダクション,코지마 프로덕션
天永,덴에이
元応,겐오
応保,오호
保延,호엔
平治,헤이지
常呂町,도코로정
阪和自動車道,한와 자동차도
デクセリアルズ,소니 케미컬
東野駅,히가시노역
Turbolinux,터보리눅스
中津藩,나카쓰번
大阪モノレール,오사카 모노레일
吉原,요시와라
中百舌鳥駅,나카모즈역
中富町,나카토미정
マルハン,마루한
日本の医療,일본의 보건의료
八丈島空港,하치조지마 공항
天保の大飢饉,덴포 대기근
荘園,일본의 장원제
宗谷トンネル,사할린-홋카이도 터널
エフエム岩手,FM 이와테
伊勢湾,이세만
稚内空港,왓카나이 공항
横浜フリューゲルス,요코하마 플뤼겔스
伊江島空港,이에지마 공항
バンダイナムコエンターテインメント,반다이 남코 엔터테인먼트
日米修好通商条約,미일 수호 통상 조약
西武ドーム,세이부 돔
寛政,간세이
嘉祥,가쇼
天平勝宝,덴표쇼호
延暦,엔랴쿠
天平神護,덴표진고
東京富士美術館,도쿄 후지 미술관
モノリスソフト,모놀리스 소프트
UDトラックス,UD트럭
椥辻駅,나기쓰지역
マウスプロモーション,마우스 프로모션
奉行,부교
自由民主党総裁選挙,일본 자유민주당 총재 선거
インターコンチネンタルカップ2003,2003년 인터콘티넨털컵
更別村,사라베쓰촌
豊頃町,도요코로정
枝幸町,에사시정
マーベラス,마벨러스
スタジオ雲雀,스튜디오 히바리
国道168号,국도 제168호선
東北町,도호쿠정
宝暦,호레키
文治,분지
嘉禄,가로쿠
中頓別町,나카톤베쓰정
ニコン,니콘
建保,겐포
芳野監,요시노 감
文化庁メディア芸術祭,문화청 미디어 예술제
バンプレスト,반프레스토
日本郵政,일본우정
埼京線,사이쿄선
中川村,나카가와촌
康元,고겐
正元,쇼겐
熊本藩,구마모토번
元暦,겐랴쿠
和銅,와도
文禄,분로쿠
神護景雲,진고케이운
養老,요로
弘仁,고닌
音更町,오토후케정
山越郡,야마코시군
日高郡,히다카군
新ひだか町,신히다카정
日本フットボールリーグ,일본 풋볼 리그
渡島半島,오시마반도
岩代国,이와시로국
2003年アジア冬季競技大会,2003년 동계 아시안 게임
日亜化学工業,니치아 화학공업
庄内空港,쇼나이 공항
俊徳道駅,슌토쿠미치역
ぼたもち,보타모치
学習院大学,가쿠슈인 대학
日本郵政公社,일본우정공사
安和,안나
江戸川,에도강
SynergySP,SynergySP
2008年のJリーグ ディビジョン1,J리그 디비전 1 2008
スキップ,스킵
キッズステーション,키즈 스테이션
プレミアリーグ,V.프리미어리그
永田町,나가타초
読売ジャイアンツ,요미우리 자이언츠
那覇空港,나하 공항
元仁,겐닌
天福,덴푸쿠
康治,고지
保安,호안
日本レコード協会,일본레코드협회
ユニバーサル・スタジオ・ジャパン,유니버설 스튜디오 재팬
岐阜大学,기후 대학
東京メトロ半蔵門線,도쿄 지하철 한조몬 선
新木場駅,신키바역
ユークス,유크스
五稜郭,고료카쿠
藤原京,후지와라쿄
錦帯橋,긴타이교
関門橋,간몬교
東京メトロ日比谷線,도쿄 지하철 히비야선
ルネサス エレクトロニクス,르네사스 테크놀로지
伏見城,후시미성
琉球大学,류큐 대학
公家,구게
支笏湖,시코쓰호
東海道,도카이도
岩村城,이와무라성
建仁,겐닌
東淀川駅,히가시요도가와역
東京音楽大学,도쿄 음악대학
佐和山城,사와 산성
佐賀大学,사가 대학
JR京都線,JR 교토선
日本語の方言,일본어의 방언
メディアワークス,미디어웍스
新党大地,신당 대지
スパイク,스파이크 (기업)
文化功労者,문화공로자
ノーマッド,노마드
少年画報社,소년화보사
豊富町,도요토미정
1964年東京オリンピックの日本選手団,1964년 하계 올림픽 일본 선수단
国土交通省,일본 국토교통성
1986年アジア冬季競技大会,1986년 동계 아시안 게임
幕別町,마쿠베쓰정
本別町,혼베쓰정
清水町,시미즈정
現代仮名遣い,현대 가나 표기법
愛国公党,애국공당
養老律令,요로 율령
横浜アリーナ,요코하마 아레나
鶴見線,쓰루미선
第5回衆議院議員総選挙,제5회 일본 중의원 의원 총선거
第63回NHK紅白歌合戦,제63회 NHK 홍백가합전
国民の祝日,일본의 공휴일
承久,조큐
スタジオ・ファンタジア,스튜디오 판타지아
ミスミグループ本社,미스미
河内永和駅,가와치에이와역
白浜町,시라하마정
竹田駅,다케다역
広島電鉄,히로시마 전철
青ヶ島村,아오가시마촌
山形大学,야마가타 대학
大島空港,오시마 공항
龍野市,다쓰노시
Suica,Suica
ヤマハスタジアム,야마하 스타디움
首都高速道路,수도고속도로
2001年東アジア競技大会,2001년 동아시아 경기 대회
福井大学,후쿠이 대학
多禰国,다네국
南海道,난카이도
Peach Aviation,피치 항공
エアアジア・ジャパン,에어아시아 재팬
有楽町,유라쿠초
山陽道,산요도
今出川駅,이마데가와역
烏丸御池駅,가라스마오이케역
松ヶ崎駅,마쓰가사키역
くいな橋駅,구이나바시역
北山駅,기타야마역
インターコンチネンタルカップ2001,2001년 인터콘티넨털컵
どーもくん,도모쿤
バレーボール・ワールドグランドチャンピオンズカップ,월드그랜드챔피언스컵
日米関係,미국-일본 관계
琴平町,고토히라정
礼文町,레분정
任天堂スペースワールド,닌텐도 스페이스 월드
竹下内閣,다케시타 내각
東久邇宮内閣,히가시쿠니노미야 내각
北緯27度線,북위 27도
北緯35度線,북위 35도
グレッゾ,그레초
大同,다이도
天平感宝,덴표칸포
神亀,진키
摺鉢山,스리바치산
加東郡,가토군
日本の捕鯨,일본의 고래잡이
禊,미소기
天平,덴표
文応,분오
正治,쇼지
関白,간파쿠
広島平和記念資料館,히로시마 평화기념자료관
恐山,오소레야마 산
東海村JCO臨界事故,도카이 촌 방사능 누출 사고
後楽園,고라쿠엔
つくばエクスプレス,수도권 신도시 철도 쓰쿠바 익스프레스
本栖湖,모토스호
ツアー・オブ・ジャパン,투어 오브 재팬
霞が関,가스미가세키
延喜,엔기
松前町,마쓰마에정
都営地下鉄新宿線,도쿄 도 교통국 지하철 신주쿠 선
都営地下鉄三田線,도쿄 도 교통국 지하철 미타 선
東北楽天ゴールデンイーグルス,도호쿠 라쿠텐 골든이글스
ナカミチ,나카미치
中之口村,나카노쿠치촌
豊後水道,분고 수도
御蔵島,미쿠라섬
産経新聞,산케이 신문
経済産業省,일본 경제산업성
仁寿,닌주
霊亀,레이키
天応,덴오
天長,덴초
文化,분카
縮景園,슛케이엔
菅第2次改造内閣,간 내각
双葉社,후타바샤
十条駅,주조역
鞍馬口駅,구라마구치역
五条駅,고조역
京阪本線,게이한 본선
山川町,야마카와정
淀橋町,요도바시정
駿河湾,스루가만
大分大学,오이타 대학
京都タワー,교토 타워
築地,쓰키지
トキナー,토키나
第2次大平内閣,제2차 오히라 내각
北海道中央バス,홋카이도 중앙버스
帝京大学,데이쿄 대학
長生村,조세이촌
高取町,다카토리정
白浜町,시라하마정
本因坊,혼인보
姶良カルデラ,아이라 칼데라
関西本線,간사이 본선
熊本空港,구마모토 공항
補陀洛山寺,후다라쿠산지
万国津梁の鐘,만국진량의 종
日本アドシステムズ,니혼 애드 시스템스
2007年のJリーグ ディビジョン1,J리그 디비전 1 2007
八咫鏡,야타의 거울
日本の選挙,일본의 선거
農林水産省,일본 농림수산성
東京都交通局,도쿄도 교통국
中京圏,주쿄권
稲毛海岸駅,이나게카이간역
姫路市立水族館,히메지 시립 수족관
セントラルパーク地下街,센트럴 파크 지하가
那智駅,나치역
三輪崎駅,미와사키역
紀伊佐野駅,기이사노역
紀伊天満駅,기이텐마역
宇久井駅,우쿠이역
紀伊勝浦駅,기이카쓰우라역
姫路セントラルパーク,히메지 센트럴 파크
丸の内,마루노우치
五畿七道,고키시치도
京浜東北線,게이힌 도호쿠선
春日山城,가스가산성
小諸城,고모로성
寺子屋,데라코야
新潟空港,니가타 공항
京浜工業地帯,게이힌 공업지대
伏見区,후시미구
大阪府咲洲庁舎,오사카부 사키시마청사
伊方発電所,이카타 발전소
北朝,북조
東京オペラシティ,도쿄 오페라 시티
広島県立総合体育館,히로시마 현립 종합 체육관
大井町,오이정
北相木村,기타아이키촌
JVCケンウッド・ビクターエンタテインメント,JVC 켄우드 빅터 엔터테인먼트
荏原郡,에바라군
H-Iロケット,안녕
越前町,에치젠정
緊急地震速報,긴급지진속보
黒川村,구로카와촌
北緯30度線,북위 30도
北緯45度線,북위 45도
淀橋区,요도바시구
下都賀郡,시모쓰가군
中郡,나카군
多良間村,다라마촌
仁和寺,닌나지
十津川村,도쓰카와촌
栄町,사카에정
東白川村,히가시시라카와촌
九十九里町,구주쿠리정
国際協力銀行,해외 경제 협력 기금
ジェイ・ストーム,제이 스톰
白馬ジャンプ競技場,하쿠바 점프 경기장
井の頭恩賜公園,이노카시라온시 공원
沖縄プレート,오키나와판
北九州空港,고쿠라 공항
但馬飛行場,다지마 비행장
ミカサ,미카사
虫プロダクション,무시 프로덕션
日本の空港,일본의 공항 목록
日比谷公園,히비야 공원
宮崎空港,미야자키 공항
亀有駅,가메아리역
金町駅,가나마치역
常磐快速線,조반 쾌속선
天王台駅,덴노다이역
紫式部文学賞,무라사키시키부 문학상
牟礼町,무레정
武蔵大学,무사시 대학
西武狭山線,세이부 철도 사야마 선
住友金属工業,스미토모 금속공업
武士,무사
大鳴門橋,오나루토교
佐屋町,사야정
佐織町,사오리정
野村ホールディングス,노무라 홀딩스
テクノソフト,테크노소프트
橋本駅,하시모토역
東京アニメアワード,도쿄 애니메이션 어워드
石狩振興局,이시카리 진흥국
福住駅,후쿠즈미역
新庄町,신조정
創価大学,소카 대학
箱根湯本駅,하코네유모토역
カイロソフト,카이로소프트
高座郡,고자군
真鶴町,마나즈루정
吉田町,요시다정
沖縄セルラー電話,오키나와 셀룰러 전화
清和政策研究会,세이와 정책연구회
八日市場市,요카이치바시
カネコ,카네코 (기업)
ジュピター,주피터
浅草橋,아사쿠사바시
田園調布,덴엔초후
堀越高等学校,호리코시 고등학교
関水金属,관수금속
長野パラリンピックでの国・地域別メダル受賞数一覧,1998년 동계 패럴림픽 메달 집계
東京農工大学,도쿄 농공대학
永平寺町,에이헤이지정
中川,나카가와 강
粛慎,미시하세
日本車,일본의 자동차 산업
石清水八幡宮駅,야와타시 역
新進党,신진당
皇位,일본의 황위
Technics,테크닉스
長崎国旗事件,나가사키 국기 사건
奄美空港,아마미 공항
モリソン号事件,모리슨 호 사건
福江空港,후쿠에 공항
石見空港,이와미 공항
弁天橋駅,벤텐바시역
ファミリーレストラン,패밀리 레스토랑
日本とジョージアの関係,일본-조지아 관계
三河島事故,미카와시마 사고
信楽高原鐵道列車衝突事故,시가라키 고원 철도 열차 충돌 사고
警視庁,경시청
立田村,다쓰타촌
北緯41度線,북위 41도
名古屋オーシャンズ,나고야 오션스
avex trax,에이벡스 트랙스
日本画,일본화
けん玉,켄다마
日本民主党,일본민주당
河合楽器製作所,카와이 악기 제작소
日本相撲協会,일본 스모 협회
クラップハンズ,클랩 핸즈
佐賀藩,사가번
立山,다테 산
大清水トンネル,다이시미즈 터널
宝永地震,호에이 지진
国道42号,국도 제42호선
福田赳夫改造内閣,후쿠다 다케오 내각
親子丼,오야코동
鶴田駅,쓰루타역
常陸太田駅,히타치오타역
学田駅,가쿠덴역
御岳堂駅,미타케도역
自衛隊前駅,지에이타이마에역
十勝岳,도카치다케
小田原征伐,오다와라 정벌전
SUPER GT,전일본 그랜드 투어링카 챔피언십
エキスポランド,엑스포랜드
第1次安倍内閣,제1차 아베 신조 내각
麒麟麦酒,기린 홀딩스
小坂町,고사카정
大妃,대비
新吉富村,신요시토미촌
南木曽町,나기소정
仙台スタジアム,센다이 스타디움
東横イン,토요코인
静岡市清水日本平運動公園球技場,시즈오카 시 시미즈 니혼다이라 운동 공원 구기장
1976年モントリオールオリンピックの日本選手団,1976년 하계 올림픽 일본 선수단
2012年のJリーグ ディビジョン1,J리그 디비전 1 2012
貞観地震,조간 지진
FeliCa,FeliCa
マジックバス,매직 버스
日本新党,일본신당
雄勝町,오가쓰정
沖縄電力,오키나와 전력
神島,가미시마섬
ラブデリック,러브데릭
駒沢オリンピック公園,고마자와 올림픽 공원
花巻空港,하나마키 공항
大阪取引所,오사카 증권거래소
日本映画データベース,일본 영화 데이터베이스
鳥取空港,돗토리 공항
駅伝競走,역전경주
京都御所,교토고쇼
東京ディズニーシー,도쿄 디즈니시
裸祭り,하다카마쓰리
殺生石,살생석
大坂開城,오사카 성의 가을
アークシステムワークス,아크 시스템 웍스
革命的共産主義者同盟全国委員会,혁명적공산주의자동맹 전국위원회
千鳥ケ淵戦没者墓苑,치도리가후치 전몰자 묘원
外国人墓地,일본의 외국인 공동 묘지
シネマジック,시네매직
鶴見区,쓰루미구
漢委奴国王印,한위노국왕인
松田町,마쓰다정
多古町,다코정
愛甲郡,아이코군
名古屋飛行場,나고야 비행장
財務省,일본 재무성
法政大学,호세이 대학
淀駅,요도역
東山駅,히가시야마역
鵜杉駅,우스기역
高千穂峡,다카치호 협곡
大堀駅,오호리역
最上駅,모가미역
品鶴線,힌카쿠선
フレンチ・キス,프렌치 키스
秋田駅,아키타역
家老,가로
1932年ロサンゼルスオリンピックの日本選手団,1932년 하계 올림픽 일본 선수단
鹿児島中央駅,가고시마 중앙역
アルファドリーム,알파드림
