반기문,潘基文
황기철,黄基鉄
황수경,黄修景
황영시,黄永時
이병하,李炳夏
정지소,チョン・ジソ
강문영,カン・ムニョン
이봉근,李奉根
손영기,孫永琦
이종훈,李宗勳
이주열,李柱烈
이주호,李周浩
이우민,イ・ジュンソク
이준희,イ・ジュンヒ
이중근,李重根
이중화,李重和
이지현,イ・ジヒョン
안진범,安進範
렌,レン
레이디 제인,レディー ジェーン
신민준,申旻埈
신민희,シン・ミニ
김용진,キム・ヨンジン
김용판,金用判
김용환 (1900년),金容煥
김우진,金祐鎮
이병관,李炳瑾
김웅진,金雄鎮
현숙,ヒョンスク
이병주,李炳注
김원기,キム・ウォンギ
정천석,鄭千錫
손웅정,ソン・ウンジョン
강빛,カン・ビッ
김유택,金裕澤
김윤경,金允経
강석,カン・ソク
강석필,カン・ソクピル
김윤남,金允楠
강은희,姜𤨒姫
강인기,カン・インギ
강진성,姜眞成
김을분,キム・ウルブン
강태오,カン・テオ
이동욱,李東昱
이영희 (1955년),李永熙
황혜성,黄慧性
김현석,キム・ヒョンソク
안용우,安庸佑
이다인,イ・ダイン
이다혜,李多慧
이대환,李大煥
이돈구,李敦求
이돈명,李敦明
곽방방,郭芳芳
곽백수,郭百洙
남명렬,ナム・ミョンリョル
남성우,ナム・ソンウ
목춘수,モク・チュンス
문관일,ムン・グァニル
박상훈,パク・サンフン
박영남,パク・ヨンナム
박은주,パク・ウンジュ
박정민,パク・チョンミン
박희은,パク・ヒウン
배주영,ペ・ジュヨン
이수복,李寿福
이수일,李秀一
이수형,イ・スヒョン
이수휴,李秀烋
이슬기,李スルギ
이승채,イ・スンチェ
이승현,李承絃
이승호,イ・スンホ
이시윤,李時潤
문영주,文煐周
김재호,金宰鎬
김지훈,キム・ジフン
김기천,キム・ギチョン
혜은이,ヘウニ
키썸,キソム
박보검,パク・ボゴム
서강준,ソ・ガンジュン
고성희,コ・ソンヒ
이초희,イ・チョヒ
박두식,パク・ドゥシク
신우철,シン・ウチョル
임충,林忠
김채원,金采原
박규민,朴奎旻
문정원,ムン・ジョンウォン
구인회,具仁会
구자춘,具滋春
구재서,具載書
우효동,禹孝東
구혜원,ク・ヘウォン
모강인,牟康仁
원종례,ウォン・ジョンネ
사문영,サ・ムニョン
소연,ソヨン
송두석,宋斗錫
신경택,シン・ギョンテク
심규혁,シム・ギュヒョク
안소이,アン・ソイ
이상민,李相ミン
이상백,李相佰
이상수,李相洙
이상주,李相周
이상직,李相稷
이석용,李奭鎔
이성곤,李城坤
이성보,李晟補
이성태,李成太
이세기,李世基
우현주,ウ・ヒョンジュ
유강진,柳江津
은정,ウンジョン
이경영,イ・ギョンヨン
이계윤,イ・ギェユン
이광수,イ・クァンス
이기연,イ・ギヨン
이나미,イ・ナミ
이도련,イ・ドリョン
김중우,キム・ジュンウ
홍성기,ホン・ソンギ
김지애,キム・ジエ
김지연,キム・ジヨン
김지훈,キム・ジフン
김진래,キム・ジルレ
백청강,白青剛
홍성훈,洪性焄
홍소연,洪小然
김진아,キム・ジナ
이두용,イ・ドゥヨン
이만의,李萬儀
이맹기,李孟基
이명규,李明奎
이명춘,李明春
이문세,イ・ムンセ
이복실,李馥実
이봉서,李鳳瑞
정혜선,チョン・ヘソン
이상호,李相浩
구본능,具本綾
김갑용,キム・カビョン
배상연,裵相淵
김나미,キム・ナミ
김인석,キム·インソク
하성란,河成蘭
이정협,李庭協
이종찬 (1916년),李鍾賛
임부택,林富澤
김민구,キム・ミング
김혜순,金惠順
김수진,キム・スジン
김수희,キム・スヒ
김양희,キム・ヤンヒ
김윤미,キム・ユンミ
김은아,キム・ウナ
김일,キム・イル
김정아,キム・ジョンア
김준,キム・ジュン
김지혜,キム・ジヘ
김진주,キム・ジンジュ
김태훈,キム・テフン
김한나,キム・ハンナ
김현우,キム・ヒョヌ
김호정,キム・ホジョン
이영현,イ・ヨンヒョン (歌手)
이영호,イ・ヨンホ
이용,李龍
이용길,李鏞吉
이용주,イ・ヨンジュ
이용호,李龍昊
이용훈,李容勳
이우익,李愚益
이우정,イ･ウジョン
강경호,康景豪
정재욱,チョン・ジェウク
김용석,キム・ヨンソク
정정숙,鄭貞淑
소향,ソヒャン
김용운,金容雲
강대성,カン・デソン
김두영,キム・ドゥヨン
배장흠,ペ・ジャンフム
배정자,裴貞子
김임식,金任植
송두환,宋斗煥
이석기,李錫基
이종서,李鍾瑞
이종식,李鍾植 (政治家)
조일제,趙一済
홍병선,洪秉璇
김준석,キム・ジュンソク
김남기,金南寄
홍석조,洪錫肇
김준구,キム・ジュング
김중기,キム・ジュンギ
백종열,パク・ジョンヨル
정병길,チョン・ビョンギル
서은아,ソ・ウナ
이재규,イ・ジェギュ
이재만,李在晩
이재웅,李在雄
이재원,李載沅
이재창,李在昌
이재학,李在鶴
이재현,李在賢
이정명,イ・ジョンミョン
이정인,イ・ジョンイン
이정현,李貞鉉
이종남,李鍾南
이종률,李鍾律
김철수,金哲洙
김철언,キム・チョルオン
이영근,李榮根
이영도,李永道
김태진,金太珍
이영민,李永敏
홍영기,洪英基
김진재,金鎮載
이재현,李在賢
한선수,ハン・ソンス
허명회 (기업인),許明会
강성욱,カン・ソンウク
강수진,カン・スジン
김정연,キム・ジョンヨン
김종호,金宗鎬
이소라,イ・ソラ
김정우,キム・ジョンウ
김정현,金庭賢
강현중,カン・ヒョンジュン
강동현,カン・ドンヒョン
손지환,孫智煥
강성모,姜聖模
김윤성,キム・ユンソン
강애심,カン・エシム
강세형,姜世馨
강양구,カン・ヤング
이상순,イ・サンスン
강영철,カン・ヨンチョル
정한헌,ジョン・ハンホン
배대웅,裵大雄
고도현,高道鉉
이상정,李相定
고윤,コ・ユン
구두회,具斗会
신혜선,シン・ヘソン
구본준,具本俊
구성훈,グ・ソンフン
심명섭,沈明燮
우용득,禹龍得
구을회,具乙会
홍종학,洪鍾学
홍종현,洪鍾賢
남보원,ナム・ボウォン
이용희,李龍熙
남포동,ナム・ポドン
도봉섭,都逢渉
고도희,コ・ドヒ
도인태,都仁泰
이미나,イ・ミナ
이미연,イ・ミヨン
이미형,イ・ミヒョン
이성미,イ・ソンミ
이슬(성우),イスル
이승준,イ・スンジュン
이연희,イ・ヨニ
이영란,イ・ヨンナン
이영주,イ・ヨンジュ
이우영,イ・ウヨン
이유리,イ・ユリ
이윤희,イ・ユニ
이은영,イ・ウニョン
이인석,イ・インソク
이원순,李元淳
이원욱,李元旭
이윤성,李允盛
이윤호,李允鎬
이인구,李寅九
이인실,李仁実
이인영,李仁栄
이일웅,イ・イルウン
이자영,イ・ジャヨン
이종구,イ・ジョング
이주원,イ・ジュウォン
이현,イ・ヒョン
이희탁,イ・ヒタク
임윤선,イム・ユンソン
임호기,イム・ホギ
장세준,チャン・セジュン
장주영,チャン・ジュヨン
서세옥,徐世鈺
장웅,張雄 (アナウンサー)
장윤희,チャン・ユンヒ
장재호,チャン・ジェホ
강시현,カン・シヒョン
구민,具珉
권창욱,クォン・チャンウク
김기흥,キム・ギフン
김도영,キム・ドヨン
김민규,キム・ミンギュ
김민정,キム・ミンジョン
김봉근,キム・ボングン
김새해,キム・セヘ
김순흥,金淳興
김세원,金世媛
김한준,キム・ハンジュン
이수지,イ・スジ
방예담,バン・イェダム
신이준,シン・イジュン
신진서,申眞諝
김하성,金河成
홍우준,洪禹俊
김진해,キム・ジンヘ
김혁,キム・ヒョク
강대진,カン・デジン
김현우,キム・ヒョヌ
디오 (1993년),ディオ
김재경,金在暻
김연주,金蓮珠
김영기,キム・ヨンギ
김재원,金載元
염동열,廉東烈
송명옥,宋明玉
김재현,金宰炫
공성학,孔聖学
김재현,金載賢
송민도,ソン・ミンド
정정훈,チョン・ジョンフン
문영남,ムン・ヨンナム
문용석,ムン・ヨンソク
서건창,徐建昌
서경원,徐敬元
안선미,安宣灖
유승안,柳承安
유승화,ユ・スンファ
장미화,チャン・ミファ
유영준,劉永俊
서범석,徐範錫
장석현,チャン・ソッキョン
김주수,金周秀
김태원,金兌源
김황식,金晃植
맹상훈,メン・サンフン
모철민,牟喆敏
문성훈,ムン・ソンフン
박병석,朴炳錫
박성효,朴城孝
홍은택,ホン・ウンテク
김형자,キム・ヒョンジャ
이용규,イ・ヨンギュ
이용마,李容馬
나광훈,ナ・グァンフン
나소열,羅沼烈
장성환,張盛煥
유재열,柳在烈
유재중,柳在仲
장순국,チャン・スングク
유주,ユジュ
유주현,柳周鉉
유지철,劉智哲
조언래,趙彦来
안판석,アン・パンソク
이규환,李奎煥
김동근,ギム·ドングン
김상민,金相珉
심서연,沈書妍
안민석,安敏錫
엄지인,厳知仁
김태영,キム・テヨン
박정학,パク・チョンハク
박지연,パク・チヨン
박하나,パク・ハナ
박한철,朴漢徹
김성용,金星鏞
조경자,曺敬子
이은미,イ・ウンミ
김태희,金泰熙
복현규,ボク・ヒョンギュ
이종수,イ・ジョンス
부좌현,夫佐炫
이은하,李銀河
김용준,金ヨン俊
이각경,李珏卿
이선근,李瑄根
이용득,李龍得
이종걸,李鍾杰
이형주,李亨胄
이희성,李熙星
이희승,李熙昇
문소리,文昭理
문여송,文如松
권인숙,権仁淑
권일송,権逸松
천명관,チョン・ミョングァン
권태훈,權泰勳
권혁수,権赫洙
안규백,安圭伯
문규민,文奎珉
임태희,イム・テヒ
임택근,任宅根
원현식,元玄植
임혁주,イム・ヒョクチュ
임화수,林和秀
채광석,蔡光錫
권덕규,権悳奎
권승렬,權承烈
위쌍숙,魏双淑
권영철,権寧哲
권오현,権五賢
권오현,クォン・オヒョン
장경근,張暻根
유두열,柳斗烈
유두현,ユ・ドゥヒョン
문성남,ムン・ソンナム
함수정,ハン・スジョン
홍범기,ホン・ボムギ
홍승옥,洪承玉
이소윤,イ・ソユン
이양희,李亮喜
김태윤,キム・テユン
차명진,車明進
홍명기,ホン・ミョンギ
김주연,金柱演
박이순,朴彛淳
송진백,宋鎮百
김주연,キム・ジュヨン
홍병기,洪秉箕
조현정,趙顕定
윤학준,尹学準
윤영승,尹英勝
임필성,イム・ピルソン
권혁순,権赫舜
이승현,李承炫
고미소,コウ・ミソ
한복현,ハン・ボクヒョン
주호성,チュ・ホソン
채민지,チェ・ミンジ
최승훈,チェ・スンフン
최응찬,チェ・ウンチャン
최지훈,チェ・ジフン
최하나,チェ・ハナ
하성용,ハ・ソンヨン
한미리,ハン・ミリ
서승재,徐承宰
김춘광,金春光
마스타 우,マスター・ウー
고행석,高幸錫
모상영,牟相栄
전계현,チョン・ゲヒョン
마크,マーク
방영주,方英柱
이윤석,李潤錫
이윤성,イ・ユンソン
범대순,范大錞
김붕준,金朋濬
변상일,卞相壹
김태흠,金泰欽
유해정,ユ・ヘジョン
육성재,ソンジェ (BTOB)
김정배,キム・ジョンベ
전태열,チョン・テヨル
정경애,チョン・ギョンエ
정미라,チョン・ミラ
정주원,チョン・ジュウォン
정현경,チョン・ヒョンギョン
정혜원,チョン・ヒェウォン
조경이,チョ・ギョンイ
조세령,チョ・セリョン
조연우,チョ・ヨヌ
장필준,張必峻
육홍균,陸洪均
윤경빈,尹慶彬
서윤아,ソ・ユナ
한나나,ハン・ナナ
서이환,徐二煥
장홍염,張洪琰
윤광선,尹光善
서재필,ソ・ジェピル
윤기섭,尹琦燮
김재현,金宰賢
김윤경,キム・ユンギョン
이선길,李鮮吉
강주희,カン・ジュヒ
강진,カン・ジン
이성엽,李性ヨプ
백남식,白南軾
이성욱,イ・ソンウク
송송이,ソン・ソンイ
고원훈,高元勲
김정미,キム・ジョンミ
강기윤,姜起潤
강남규,姜南奎
강다솜,カン・ダソム
강대형,姜大衡
강동석,姜東錫
강민국,姜玟局
강병규,姜秉圭
강봉균,康奉均
강서은,カン・ソウン
강석호,姜碩鎬
유병언,兪炳彦
고영남,コ・ヨンナム
김영배,キム・ヨンベ
김응천,金応天
서종철,徐鐘喆
이건영,李建栄
이상미,イ・サンミ
이상옥,李相玉
이소정,イ・ソジョン
강승화,カン・スンファ
강영수,姜永寿
강윤구,姜允求
강인권,姜仁權
강인숙,姜仁淑
서종표,徐鍾杓
기세춘,奇世春
민병주,閔丙珠
서태희,ソ・テヒ
윤병구,尹炳求
이원희,李元熙
공병우,公炳禹
박상우,パク・サンウ
박시은,パク・シウン
강영준,姜永準
고종석,高宗錫
곽상도,郭尚道
김경협,金炅俠
김관영,金寬永
김병조,金炳助
김상우,金相佑
이지혜,イ・ジヘ
이진숙,李眞淑
노창성,盧昌成
이수흥,李壽興
신용우,申庸雨
신중목,愼重穆
오국영,呉国泳
오탁근,呉鐸根
우동기,禹東琪
홍건희,洪建喜
윤원선,尹源善
이익흥,李益興
이인,李仁
이승규,イ・スンギュ
이준,李俊
김종태,金鍾泰
송영근,宋泳勤
김태동,金泰東
백동훈,白同訓
송영재,ソン・ヨンジェ
이수민,李受ミン
송인명,宋寅明
김칠복,金七福
모그,モグ
유영남,劉永男
유승목,ユ・スンモク
오연아,オ・ヨナ
김효진,キム・ヒョジン
오태호,オ・テホ
옥희,玉姬
이정민,イ・ジョンミン
이정석,李丁錫
김용근,金容根
김용석,金容錫
신영숙,シン・ヨンスク
정상훈,チョン・サンフン
진봉진,チン・ボンジン
허웅,許雄
이흥련,李興練
임효주,イム・ヒョジュ
조은주,趙恩珠
최차규,崔且圭
김승수,金承洙
조영진,チョ・ヨンジン
현성,ヒョンソン
이시아,イ・シア
서세원,ソ・セウォン
손덕기,ソン・オヒョク
심기섭,沈起燮
양승조,梁承晁
유은혜,兪銀惠
고귀남,高貴男
고기봉,高奇峯
고우림,コ・ウリム
고진부,高珍富
고형곤,高亨坤
공정식,孔正植
곽영달,郭泳達
곽정출,郭正出
구성은,具聖恩
구용상,具龍相
구용현,具龍鉉
구창림,具昌林
국종남,鞠鍾男
국창근,鞠チャン根
권성기,権聖基
권영자,権英子
권오태,権五台
김경동,金璟東
김광수,金光洙
김영배,金令培
김지영,キム・ジヨン
김해현,金海賢
도상우,ト・サンウ
박진우,パク・ジヌ
이세영,イ・セヨン
강규철,姜圭哲
김경태,金京泰
최정원,チェ・ジョンウォン
최홍석,チェ・ホンソク
추경석,秋敬錫
한명구,ハン・ミョング
현경병,玄鏡柄
가득염,賈得焰
가애란,賈愛蘭
갈봉근,葛奉根
낸시,ナンシー
백선일,白善一
이서연,イ・ソヨン
김영수,金栄秀
권오성 (군인),権五晟
권오승,権五乗
권은희,権恩嬉
권이혁,權彛赫
권인하,クォン・イナ
권재진,権在珍
권종락,権鍾洛
권재환,クォン・ヒョンジュン
Kwon Hui-dong,権熙東
금노상,クム・ノサン
길재호,吉在号
길태기,吉兌基
김경애,金慶愛
김경재,金璟載
이승만,李承万
이준석,イ・ジュンソク
최재원,チェ・ジェウォン
김세인,キム・セイン
선우진,鮮于珍
이현욱,イ・ヒョヌク
정세운,チョン・セウン
박성범,朴成範
박연수,パク・イプソン
신광순,申光淳
이재인,李在寅
김경남,キム・ギョンナム
이이화,李離和
이인,イ・イン
조금산,チョ・グムサン
신국,シン・グク
변광호,辺光鎬
변대윤,ピョン・デユン
서예지,ソ・イェジ
이응준,イ・ウンジュン
서진아,ソ・ジンア
성완종,成完鍾
강재구,姜在求
강창성,姜昌成
강철민,姜喆珉
강태무,姜太武
강한나,カン・ハンナ
강현욱,姜賢旭
강현종,カン・ヒョンジョン
경대수,慶大秀
김민교,キム・ミンギョ
김민상,キム・ミンサン
김민수,キム・ミンス
김민호,金敏浩
김병관,金炳琯
김병관,金秉寛
김병묵,金昞黙
김병철,キム・ビョンチョル
미케일라 디츠,ミカエラ・ディーツ
권진아,クォン・ジナ
이인희,李仁熙
이임용,李壬龍
이장경,イ・ジャンギョン
김형규,キム・ヒョンギュ
김현태,金賢泰 (アナウンサー)
조미령,チョ・ミリョン
변장호,ピョン・ジャンホ
김민경,金民卿
이모개,イ・モゲ
나연숙,ナ・ヨンスク
나한봉,ナ・ハンボン
민기식,閔耭植
백영규,白英奎
김동원,キム・ドンウォン
김동철,金東喆
동현,ドンヒョン
김명신,金明信
김명회,金明会
김무성,金武星
김문용,金汶鏞
LE,LE
황종수,黄鐘洙
임화영,イム・ファヨン
변세종,ピョン・セジョン
김영한,金英漢
김창환,キム・チャンファン
박건웅,朴健雄
선우정아,ソヌ・ジョンア
이도엽,イ・ドヨプ
최완정,チェ・ワンジョン
김나연,キム・ナヨン
김광민,キム・グァンミン
김광수,金光洙
김광수,金光洙
김광인,キム・グァンイン
김규현,金奎顕
김근석,金瑾錫
김근식,金根植
김금래,金錦来
김기만,キム・ギマン
김기표,金基杓
김다예,キム・ダイェ
김다현,キム・ダヒョン
이미림,イ・ミリム
신수원,シン・スウォン
이태희,李太熙
조영길,曺永吉
송종익,宋鍾翊
김종현,キム・ジョンヒョン
황성수,黄聖秀
황인식,黄寅植
황인철,黄寅哲
백옥담,ペク・オクタム
권영준,権永俊
곽현화,クァク・ヒョナ
구범모,具範謨
구자균,具滋均
구자엽,具滋曄
국민수,鞠敏秀
권도엽,権度ヨプ
권성동,権性東
권영세,権寧世
권영세,権寧世
정영주,チョン・ヨンジュ
권범택,クォン・ボムテク
김규화,金圭和
채소영,チェ・ソヨン
신현돈,申鉉惇
이태수,イ・テス
고보결,コ・ボギョル
고원정,高元政
고재청,高在清
고호경,コ・ホギョン
고흥문,高興門
공영일,孔英一
곽결호,郭決鎬
곽금주,郭錦珠
곽노현,郭魯炫
곽대훈,郭大勳
나애심,ナ・エシム
남궁진,ナム・グンジン
남재한,南載漢
노차태,魯且泰
노흥준,魯興俊
도종이,都鐘伊
도진희,都晋熙
류승번,柳升蕃
류승원,柳承源
류흥수,柳興洙
명국환,明国煥
목요상,睦堯相
문석호,文錫鎬
문형태,文亨泰
민병기,閔丙琪
민태구,閔泰求
박병선,朴炳善
강인형,カン・イニョン
김대호,キム・デホ
성낙만,ソン・ナクマン
손지민,ソン・ジミン
성기윤,ソン・ギユン
염동헌,ヨム・ドンホン
유여운,ユ・セヒョン
서유경,ユギョン
유나,ユナ
은가은,ウン・ガウン
이홍직,李弘稙
찬미,チャンミ
이용호,李龍鎬
이우성,李宇盛
김병준,金秉俊
김재화,キム・ジェファ
정상은,丁祥恩
한지서,ハン・ジソ
김덕,金悳
김덕주,金徳柱
김덕중,金徳中
김도연,金道然
김도읍,金度邑
김동기,金東基
김동성,金東晟
김동연,金東兗
김동완,金東完
김석규,金奭圭
김석기,金碩基
김선신,金善信
김선영,キム・ソニョン
김성경,キム・ソンギョン
김성이,金聖二
김성진,金成珍
이성경,イ・ソンギョン
이승우,李承佑
이승진,李昇眞
이엘리야,イ・エリヤ
이현주,イ・ヒョンジュ
이형걸,李炯杰
이현주,イ・ヒョンジュ
이혜상,イ・ヘサン
이혜인,イ・ヘイン
이종임,李鍾姙
이도경,イ・ドギョン
옥조남,玉朝南
왕상은,王相殷
이경심,イ・ギョンシム
이남두,李南斗
임희춘,イム・ヒチュン
전석홍,全錫洪
전오승,全吾承
전호진,チョン・ホジン
정두수,鄭斗守
정우혁,チョン・ウヒョク
정형수,チョン・ヒョンス
조경숙,チョ・ギョンスク
솔지,ホ・ソルジ
김선재,金善渽
김시언,キム・シオン
김우경,金遇敬
김정현,キム・ジョンヒョン
나석호,羅碩昊
김택형,金擇亨
남궁석,南宮晳
송우현,宋祐泫
양문희,楊文熙
어준선,魚浚善
엄영달,厳永達
엄정주,厳廷柱
연제원,延済源
연주흠,延周欽
염길정,廉吉正
오유방,呉有邦
옥만호,玉満鎬
박성호,パク・ソンホ
박원빈,朴源彬
박종환,パク・チョンファン
박찬호,朴燦灝
반형식,潘亨植
방미,バンミ
방용석,方鏞錫
방일홍,方一弘
백금녀,白金女
백남훈,白南薫
백승홍,白承弘
변정일,辺精一
원윤종,ウォン・ユンジョン
안성준,安成浚
김호정,キム・ホジョン
안종범,安鐘範
김호중,キム・ホジュン
조상우,曺尙佑
김홍용,金洪鏞
이재홍,李在洪
연운경,ヨン・ウンギョン
염용석,ヨム・ヨンソク
이재황,イ・ジェファン
오승아,オ・セミ
조지환,チョ・ジファン
조충현,チョ・チュンヒョン
황성진,ファン・ソンジン
지민,ジミン
왕수영,王秀英
원근희,ウォン・グニ
윤덕용,ユン・ドギョン
윤연선,ユン・ヨンソン
팽정광,彭正光
황엽,黄燁
하지영,ハ・ジヨン
조승희,チョ・スンヒ
혜정,ヘジョン
변종봉,卞鍾捧
서동진,徐東辰
선병렬,宣炳烈
설두하,薛枓廈
설인수,薛仁洙
신세영,申世影
심국무,沈国茂
김대욱,金大旭
김성원,キム・ソンウォン
김건희,金健熙
박수영,パク・スヨン
방순희,方順熙
이승협,イ・スンヒョプ
이지현,李志賢
이지훈,李ジフン
이지훈,イ・ジフン
이종성,李鍾声
이태림,イ・テリム
이하원,イ・ハウォン
민경욱,閔庚旭
장태유,チャン・テユ
조현우,趙炫又
김찬영,金燦栄
장혁진,チャン・ヒョクジン
정다운,鄭株后
류재형,柳才馨
정종환,鄭鍾煥
애슐리,アシュリー
김홍선,キム・ホンソン
임지연,イム・ジヨン
한지상,ハン・ジサン
강신효,カン・シニョ
김민수,金珉秀
김상겸,金相謙
이해준,イ・ヘジュン
강재준,カン・ジェジュン
박상영,朴相泳
방태현,ハン・スーファン
변지현,ピョン・ジヒョン
홍성용,洪成溶
황윤호,黄潤琥
황장수,黄壮秀
이진호,李陳鎬
이창섭,チャンソプ
박지혜,ジヘ・パク
서효원,徐孝元
전지희,田志希
임은주,任恩珠
임지섭,林知燮
임지훈,イム・ジフン
이은서,イ・ウンソ
이재한,イ・ジェハン
이제니,ジェニー・リー
이종열,李鍾烈
이종왕,李鍾旺
이주연,イ・ジュヨン
이주영,イ・ジュヨン
조철구,趙澈九
조현도,チョ・ヒョンド
조홍래,趙洪来
조흥만,曺興萬
차수명,車秀明
채영석,蔡映錫
채영철,蔡榮喆
천명기,千命基
천병규,千炳圭
천영성,千永星
高은별,コ・ウンビョル
최병모,チェ・ビョンモ
김산호,キム・サンホ
김상곤,金相坤
김상년,金尚年
김상우,金翔宇
박선우,パク・ソヌ
방문규,方文圭
사공일,司空壹
안재홍,アン・ジェホン
윤찬영,ユン・チャニョン
신종훈,申宗勲
강기영,カン・ギヨン
김선영,キム・ソニョン
방현주,方賢珠
이병헌,イ・ビョンホン (映画監督)
정진,チョン・ジン
주형환,周亨煥
홍화리,ホン・ファリ
이주일 (군인),李周一
손 현미,孫賢美
최석영,崔碩栄
박 길순,朴吉淳
조성규,チョ・ソンギュ
류준열,リュ・ジュンヨル
고경태,髙慶汰
백은혜,ペク・ウネ
손승원,ソン・スンウォン
송상은,ソン・サンウン
남상국,南相國
이판열,李判烈
조휘준,チョ・フィジュン
조희성,曺熙星
이한상,李漢相
고예림,コ・イェリム
이혜리,イ・ヘリ
이혜정,イ・ヘジョン
한옥신,韓沃申
한원석,韓元碩
함종한,咸鍾漢
허경만,許京萬
허남훈,許南薫
현경자,玄慶子
현기순,玄己順
현승일,玄勝一
현정주,玄正柱
홍병철,洪炳喆
황병우,黄昞禹
황의성,黄義成
한홍순,韓弘淳
황상규,黄尚奎
안창림,安昌林
최성석,崔成石
최세경,崔世卿
최순주,崔淳周
최용순,チェ・ヨンスン
최은석,チェ・ウンソク
최재구,崔載九
최재욱,崔在旭
최정기,崔貞基
최치환,崔致煥
최태호,崔泰浩
추석양,チュ・ソギャン
한건수,韓建洙
한병채,韓柄寀
임병욱,林秉昱
오현미,オ・ヒョンミ
지석훈,池碩訓
황춘수,黄春秀
선우일란,鮮于一蘭
안의섭,安義燮
우상전,ウ・サンジョン
임창욱,林昌郁
최호중,崔浩中
나윤권,ナ・ユングォン
황해,ファン・ヘ
조원석,趙元石
이현승,イ・ヒョンスン
이찬,イ・チャン
나혜국,羅慧国
이철수,李喆守
박해준,パク・ヘジュン
설경동,薛卿東
양이원영,梁李媛瑛
이학균,李学均
장석희,張錫熙
최민철,チェ・ミンチョル
피우진,皮宇鎮
최창봉,崔彰鳳
호준석,扈准錫
이미향,李美香
김갑수,金甲洙
서지수,ジス
이준,李鐏
차도진,チャ・ドジン
판유걸,パン・ユゴル
최원제,崔元済
임장수,イム・ジャンス
박철승,朴哲承
안희연,ハニ
나해령,ヘリョン
현성,シム・ヒョンソン
김남훈,金楠勳
노수광,盧寿匡
헌터리아,ハンターリア
한승현,ハン・スンヒョン
민상연,閔詳然
정동현,チョン・ドンヒョン
조성환,チョ・サングワン
조용호,趙龍浩
감강찬,アレックス・カム・カンチャン
김승환,キム・スンファン
이주승,イ・ジュスン
이형석,李烱錫
함병선,咸炳善
박현선,パク・ヒュンスン
김동길,キム・ドンギル
지성호,池成浩
맹승렬,孟承烈
고규필,コ・ギュピル
권영민,権寧ミン
김경욱,キム・ギョンウク
김창주,キム・チャンジュ
김영후,キム・ヨンフ
권하늘,権ハヌル
김희훈,金煕勲
공승연,コン・スンヨン
김기종,金基宗
금동현,クム・ドンヒョン
길해연,キル・ヘヨン
한준희,ハン・チュンヒ
최성민,ソンミン
하혜진,ハ・ヘジン
이주용,李周勇
육명심,陸明心
이유미,イ・ユミ
양윤호,ヤン・ユンホ
전윤수,チョン・ユンス
김율호,キム・ユロ
문창극,文昌克
변희용,卞熙瑢
염동연,廉東淵
정윤선,チョン・ユンソン
장기용,チャン・ギヨン
정희태,チョン・ヒテ
지은성,チ・ウンソン
이태환,イ・テファン
최남현,チェ・ナミョン
켄,ケン
한재영,ハン・ジェヨン
한희,ハンヒ
이병천,李柄天
장경순,張坰淳
진유현,陳裕弦
김민혁,金敏爀
김영찬,金英讃
이수경,イ・スギョン
이웅모,李雄模
한문철,韓文哲
임지영,イム・ジヨン
이재원,李在原
이현경,李賢暻
전인지,田仁智
김대익,金大益
임대규,イム・デギュ
임성근,林聖根
임수정,イム・スジョン
지복영,池福栄
지연해,池蓮海
진미령,チン・ミリョン
진시몬,チン・シモン
박연미,パク・ヨンミ
김선영,金善栄
김재현,キム・ジェヒョン
박성일,パク・ソンイル
윤현상,ユン・ヒョンサン
금잔디,クム・ジャンディ
손석우,孫夕友
박지은,パク・ジウン
유성연,柳盛淵
김수지 (아나운서),キム・スジ
나진구,羅鎮求
마흥식,マ・フンシク
문명화,ムン・ミョンファ
문지인,ムン・ジイン
박상옥,朴商玉
박하준,パク・ハジュン
이민지,イ・ミンジ
김강현,キム・ガンヒョン
김상태,金相泰
김현수,キム・ヒョンス
송가연,ソン・ガヨン
신동미,シン・ドンミ
안광한,安光漢
이덕건,イ・ドッコン
이해우,イ・ヘウ
지연수,ジ・ヨンス
최별이,チェ・ビョルイ
이준식,李俊植
이수영,李寿栄
하재훈,河在勲
신경림,辛瓊林
신기철,申琦澈
신도환,辛道煥
김지원,金知元
한현준,韓顯濬
이상호,李相昊
황희찬,ファン・ヒチャン
샘 킴,サム・キム (料理人)
뷔,V
김민상,キム・ミンサン
서현,徐顕
신철,シン・チョル
신태환,申泰煥
우병우,禹柄宇
우태운,ウ・テウン
이영준,イ・ヨンジュン
안진휘,アン・ジンフィ
김원준,キム・ウォンジュン
기민수,キ・ミンス
김범수,金範洙
표승주,ピョ・スンジュ
홍성담,洪成潭
남인순,南仁順
남윤정,ナム・ユンジョン
남정희,ナム・ジャング・ヒー
김세영,キム・セイヨン
이윤정,イ・ユンジョン
정현민,チョン・ヒョンミン
조이현,曺永佑
고병익,高柄翊
전영은,ジョン・ヨンウン (陸上選手)
로이 최,ロイ・チョイ
김상만,キム・サンマン
민성욱,ミン・ソンオク
송요셉,ソン・ヨセプ
신재하,シン・ジェハ
양준모,ヤン・ジュンモ
강신효,カン・シニョ
황수미,黄澄
이시원,イ・シウォン
김혜정,金惠貞
문별,ムンビョル
소희정,ソ・ヒジョン
조승연,チョ・スンヨン
강동원,カン・ドンウォン
조성현,チョ・ソンヒョン
좌준협,左峻協
김슬기,キム・スルギ
김희호,金熙虎
김 효민,金孝玟
