Douglas Adams,더글러스 애덤스
Leroy Cronin,Leroy Cronin
Sarah Leonard,세라 레너드
Matt Jones,맷 존스
Matt Charman,맷 차먼
Marcus D'Amico,마커스 디미코
Lone Pigeon,론 피전
Lord John Roxton,존 록스턴 경
Matt Jones,맷 존스
Mark Wolfson,마크 울프슨
Margaret Bennett,마거릿 베넷
Matt Wilkinson,맷 윌킨슨
Martin C. Strong,마틴 C. 스트롱
Martin Boyle,마틴 보일
Lesley McKenna,레슬리 매케나
Margaret Ng,응오이이
Leslie Ash,레슬리 애시
Leslie Benzies,레슬리 벤지스
Martin Jacques,마틴 작스
Martin Hughes-Games,마틴 휴스게임스
Michael Fourman,마이클 포먼
Maria Fowler,마리아 파울러
Maria Charles,마리아 찰스
Louise Kirkby Lunn,루이즈 커비 런
Marianne Elliott,마리안 엘리엇
Lucy Bronze,루시 브론즈
Lucy Dahl,루시 달
Lucian Msamati,루시안 므사마티
Matthew Needham,매슈 니덤
Matthew Walker,매슈 워커
Martin Savage,마틴 새비지
Lucy Noel-Buxton,루시 노엘벅스턴
Lucy Rose,루시 로즈
Lucy Liemann,루시 리만
Marjorie Yates,마저리 예이츠
Marion Bailey,매리언 베일리
Michael Jolley,마이클 졸리
Mark Ashton,마크 애슈턴
Michael Levitt,마이클 레빗
Mark Benton,마크 벤턴
Michael John Foster,마이클 존 포스터
Martin Uden,마틴 유덴
Martina Emanuel,마티나 에마누엘
Luisa Bradshaw-White,루이사 브래드쇼 화이트
Mark Carlisle,마크 칼라일
Max Clifford,맥스 클리퍼드
Maurice Leyland,모리스 레이랜드
Michael O'Hanlon,마이클 오핸런
Michael Nardone,마이클 나르돈
"Ralph Percy, 12th Duke of Northumberland",제12대 노섬벌랜드 공작 랠프 퍼시
Mary Garman,메리 가먼
Miles Jacobson,마일스 제이콥슨
Miles Jupp,마일스 접
Michael Morris,마이클 모리스
Mary Hogg,메리 호그
Miles Richardson,마일스 리처드슨
Milo Yiannopoulos,마일로 야노풀로스
Mary Lucas,메리 루커스
Miriam Batten,미리엄 배튼
Miriam Bannister,미리엄 배니스터
Mary Linley Taylor,메리 린리 테일러
Mark Ebanks,마크 이뱅크스
MistaJam,미스타잼
Miriam Gross,미리엄 그로스
Molly Smitten-Downes,몰리 스미튼-다운스
Mary Stockley,메리 스톡리
Mem Ferda,멤 퍼다
Matilda Wormwood,마틸다 웜우드
Mollie Maureen,몰리 모린
Nick Higgs,닉 힉스
Michael Socha,마이클 소샤
Michael Troughton,마이클 트라우턴
Melanie Johnson,멜러니 존슨
Monster Bobby,몬스터 보비
Melanie Kilburn,멜러니 킬번
Melissa Stribling,멀리사 스트리블링
Menhaj Huda,메냐 후다
Paddie Bell,패디 벨
Melanie Sykes,멜러니 사이크스
Melanie Walters,멜러니 월터스
Nicky Clark,니키 클라크
Paddy Tipping,패디 티핑
Nick Wilton,닉 윌턴
Mervyn Storey,머빈 스토리
Michelle Hardwick,미셸 하드윅
Nicola Bryant,니컬라 브라이언트
Mosunmola Abudu,모순몰라 아부두
Michael ffolkes,마이클 포크스
Michaela Breeze,미케일라 브리즈
Pamela Greer,패멀라 그리어
Pat Heywood,팻 헤이우드
Nicola Duffett,니콜라 더프트
Michele Austin,미셸 오스틴
Nicola Stephenson,니콜라 스티븐슨
Michelle O'Neill,미셸 오닐
Nigel Griffiths,나이절 그리피스
Nicolas Walter,니컬러스 월터
Mickey Harte,미키 하트
Nigel Lindsay,나이젤 린제이
Patricia Hornsby-Smith,퍼트리샤 혼즈비스미스
Naomi Ryan,나오미 라이언
Nancy Carroll,낸시 캐롤
Michael Carter,마이클 카터
Nick Knight,닉 나이트
Naomi Alderman,나오미 앨더만
Miguel Sapochnik,미겔 서포크닉
Natalie Anderson,내털리 앤더슨
Natalie Bennett,내털리 베넷
Nimra Bucha,님라 부차
Natasha Williams,나타샤 윌리엄스
Noele Gordon,노엘 고든
Nathalie Emmanuel,내털리 이매뉴얼
Noma Dumezweni,노마 듀메즈웨니
Paul Ritter,폴 리터
Paul Ready,폴 준비
Naughty Boy,너티 보이
Patsy Rodenburg,Patsy Rodenburg
Neil Barrett,닐 바렛
"Michael Eden, 7th Baron Henley",제7대 헨리 남작 마이클 이든
Norman Forbes-Robertson,노먼 포브스로버트슨
Mike O'Brien,마이크 오브라이언
Norman McCabe,노먼 매케이브
Neil Fisher,닐 피셔
Norman Drew,노먼 드루
Norman Pentland,노먼 펜틀런드
Norman Jones,노먼 존스
Paul Smith,폴 스미스 (음악가)
Paul Brightwell,폴 브라이트웰
Paul Chan Mo-po,찬모보
O. T. Fagbenle,O. T. 패그벤레이
Paul Clarvis,폴 클라비스
Peter J. Bentley,피터 J. 벤틀리
Paul Davies,폴 데이비스
Olive Morris,올리브 모리스
Oliver Dimsdale,올리버 딤즈데일
Paul Dummett,폴 더멧
Paul Du Noyer,폴 두 노이어
Oliver Maltman,올리버 몰트먼
Paul Fletcher,폴 플레처
Nicholas Briggs,니콜라스 브릭스
Nicholas Budgen,Nicholas Budgen
Peter Macdonald,피터 맥도널드
Peter McColgan,피터 매콜건
Paul Fox,폴 폭스
Oliver Stark,올리버 스타크
Peter Litchfield,피터 리치필드
Nicholas Hughes,니컬러스 휴스
Northern Irish,북아일랜드인
Oliver Wrong,올리버 롱
Percy Buck,퍼시 벅
Paul Halley,폴 핼리
Olivia Grant,올리비아 그랜트
Nicholas Fairbairn,니컬러스 페어베언
Nicholas Orme,니컬러스 옴
Olivia Colman,올리비아 콜먼
Olive Gray,올리브 그레이
Nicholas Gleaves,니컬러스 글리브스
Paul Higgins,폴 히긴스
Olly Alexander,올리 알렉산더
Percy Hurd,퍼시 허드
Nicholas Pinnock,니컬러스 피넉
Nicholas Phipps,니컬러스 핍스
Nicholas Wade,니컬러스 웨이드
Nick Bourne,닉 본
Nick Blood,닉 블러드
Peter Parker,피터 파커
Percy Sherwood,퍼시 셔우드
Paul King,폴 킹
Peter Nugent,피터 뉴전트
Paul Marc Davis,폴 마크 데이비스
Peter Safran,피터 새프런
Owain Fôn Williams,오웨인 폰 윌리엄스
Paul Mattick,폴 매틱
Phoebe Fox,피비 폭스
Peter Saville,피터 새빌
Phyllis Harding,필리스 하딩
Peter Shore,피터 쇼어
Daniel Renton Skinner,다니엘 렌튼 스키너
Peter Baynham,피터 베이넘
Peter Baldwin,피터 볼드윈
Ren Harvieu,렌 하뷰
Polly Parsons,폴리 파슨스
Peter Trudgill,피터 트러드길
Rhys Evans,리스 에번스
Riann Steele,리안 스틸
Rez Kempton,레즈 켐프턴
Rick Parry,릭 패리
Quentin Willson,퀜틴 윌슨
Peter Cartwright,피터 카트라이트
R. Williams Parry,로버트 윌리엄스 패리
R. O. Morris,R. O. 모리스
R. Kent Hughes,R. 켄트 휴그스
Phil Gould,필 굴드
Rachel Sermanni,레이철 세르마니
Rachel Shenton,레이첼 셴튼
Rachel Johnson,레이철 존슨
Rachel Whetstone,레이첼 웨트스톤
Peter Craze,피터 크레이즈
Richard Blade,리처드 블레이드
Phil Gartside,필 가트사이드
Peter Dean,피터 딘
Ralph Bates,랠프 베이츠
Ralph Paget,파제트
Robert Arkwright,로버트 아크라이트
Phil Lester,필 레스터
Richard Clark,리처드 클라크
"Randolph Stewart, 12th Earl of Galloway",제12대 갤러웨이 백작 랜돌프 스튜어트
Ranking Roger,랭킹 로저
Raquel Cassidy,라켈 캐시디
"Randolph Stewart, 13th Earl of Galloway",제13대 갤러웨이 백작 랜돌프 스튜어트
"Robert Balfour, 3rd Earl of Balfour",제3대 밸푸어 백작 로버트 밸푸어
Rasmus Hardiker,래즈머스 하디커
Richard Durden,리처드 더든
Philip Craig,필립 크레이그
Peter Harness,피터 하니스
Ray Donn,레이 돈
Richard Harris,리처드 해리스
Robert Watson,로버트 왓슨
Robert Ward,로버트 워드
Richard Harris,리처드 해리스
Robin Chichester-Clark,로빈 치체스터클라크
Robin Cormack,로빈 코맥
Robin Hunter,로빈 헌터
Robert Haldane,로버트 할데인
Robin Ince,로빈 잉스
Rebecca Lowe,레베카 로우
Rebecca Night,리베카 나이트
Rosie Day,로지 데이
Richard Lambert,리처드 램버트
Robert Irving,로버트 어빙
Robin Kinross,로빈 킨로스
Rebecca Evans,리베카 에번스
Richard Marlow,리처드 말로
Reece Shearsmith,리스 쉬어스미스
Robert Leighton,로버트 레이턴
Robert Lindsay,로버트 린지
Rowena Wallace,로웨나 월리스
Rowly Dennis,롤리 데니스
Rod Hull,로드 헐
Roderick Williams,로더릭 윌리엄스
Richard Needham,리처드 니덤
Rod Richards,로드 리처즈
Roderick Cook,로더릭 쿡
Robert McLellan,로버트 매클렐런
Richard Pyros,리처드 파이러스
Rodrigo Moynihan,로드리고 모이니핸
Robert Napper,로버트 내퍼
Roger Jenkins,로저 젱킨스
Richard Slaney,리처드 슬레이니
Richard Short,리처드 쇼트
Samantha Giles,서맨사 자일스
Robert Parry,로버트 패리
Richard Rogers,리차드 로저스
Robert Roberts,로버트 로버츠
Sameer Soni,사미르 소니
Samantha Spiro,서맨사 스파이로
Roy Smiles,로이 스마일스
Samrat Chakrabarti,샘랫 차크라바티
Samson Abramsky,샘슨 에이브럼스키
Samuel Anderson,새뮤얼 앤더슨
Shazad Latif,샤자드 라티프
Shaygan Kheradpir,샤이건 케드라드필
Roger Thomas,로저 토머스
Sheila Raynor,쉬러 레이너
Roz Savage,로즈 새비지
Sam Clucas,샘 클루커스
Roland Pertwee,롤런드 퍼트위
Richard Waring,리처드 워링
"Roland Cubitt, 3rd Baron Ashcombe",제3대 애슈컴 남작 롤런드 큐빗
Roy Skelton,로이 스켈턴
Rokhsaneh Ghawam-Shahidi,록시 샤히디
Sonia Orwell,소니아 오웰
Sheila Reid,실라 리드
Ron Cook,론 쿡
Rolando Aarons,롤랜도 에런스
Sonnie Hale,소니 헤일
Sophia Di Martino,소피아 디마티노
Sandy Douglas,샌디 더글러스
Ron Henry,론 헨리
Shona McGarty,쇼나 맥가티
Sandy McDonald,샌디 맥도널드
Sophie Kennedy Clark,소피 케네디 클라크
Rupert Wingfield-Hayes,루퍼트 윙필드-헤이스
Shobu Kapoor,쇼부 카푸르
Sian Brooke,샨 브룩
Sophie Lowe,소피 로
Sara Maitland,세라 메이틀런드
Sophie Stewart,소피 스튜어트
Spencer Wilding,스펜서 와일딩
Sarah-Jane Crawford,세라제인 크로포드
Sarah-Jane Varley,세라제인 발리
"Sidney Bernstein, Baron Bernstein",시드니 번스타인
Rusty Goffe,러스티 고프
Simon Anholt,사이먼 앤홀트 (Simon Anholt)
Sarah Coakley,사라 코클리
Sarah Gavron,세라 개브런
Russell Slade,러셀 슬레이드
Sim Cain,심 케인
Sarah Harrison,사라 해리슨
Sarah Phelps,세라 펠프스
Simon Blackwell,사이먼 블랙웰
Sarah Marshall,사라 마셜
Sarah Mullally,새라 멀럴리
Sarah Niles,세라 나일스
Ryan Fredericks,라이언 프레데릭스
Ryan Gauld,라이언 골드
Sarah Woodward,사라 우드워드
Sarmed al-Samarrai,루이스 알사마리
Ronald Tree,로널드 트리
Stanley Johnson,스탠리 존슨
Simon Francis,사이먼 프란시스
Satya Bhabha,사티아 바바
Simon Farnaby,사이먼 파너비
Simon Kassianides,사이먼 카시아니데스
S. J. Clarkson,S. J. 클라크슨
Simon Furman,사이먼 퍼먼
Stanley Milburn,스탠리 밀번
Simon Hamilton,사이먼 해밀턴
Sasha Jackson,사샤 잭슨
Simon J. Smith,사이먼 J. 스미스
Scott Cleverdon,스콧 클리버든
Sacha Parkinson,사샤 파킨슨
Saido Berahino,사이도 베라히뇨
Simon May,사이먼 메이
Rosalind Richards,로절린드 리처즈
Rosalind Brett,로절린드 브렛
Rosalind Mitchison,로절린드 미치슨
Simon Keswick,사이먼 케직
Simon Lindley,사이먼 린들리
Rosalind Knight,로잘린 나이트
Rosalind Lloyd,로절린드 로이드
Rosalind March,로절린드 마치
Simon Lack,사이먼 랙
Sally Douglas,샐리 더글러스
Saira Choudhry,사이라 채드후리
Sally Matthews,샐리 매슈스
Simon Paisley Day,사이먼 페이즐리 데이
Simon Nye,사이먼 나이
Sally Ann Triplett,샐리 앤 트리플릿
Simon Spurrier,사이먼 스퍼리어
Simon Rusk,사이먼 러스크
Steve Rider,스티브 라이더
Sam Beazley,샘 비즐리
Simon Quarterman,사이몬 쿼터맨
Steve Pemberton,스티브 펨버턴
Simon Sinek,사이먼 시넥
Sean Brosnan,숀 브로스넌
Simon Rogers,사이먼 로저스
Sam Foster,샘 포스터
Sinclair Ferguson,싱클레어 퍼거슨
Sean Lakeman,숀 레이크먼
Steve Truglia,Steve Truglia
Sam Crane,샘 크레인
Sinead Michael,시네이드 마이클
Stephen Hillier,스티븐 힐리 어
Sam Lakeman,샘 레이크먼
Sam Morsy,샘 모시
Stephen Lander,스티븐 랜더
Steve Lansdown,스티븐 랜스다운
Sean Tse,셰자창
Stephen Walters,스티븐 월터스
Steven Robertson,스티븐 로버트슨
Stephen Parry,스티븐 페리
Stephen Ladyman,스티븐 레이디먼
TJ Hassan,TJ 하산
TJ Ramini,T.J. 라미니
Sexton Blake,섹스턴 블레이크
Tara Sharma,타라 샤르마
Tanya Burr,타냐 버
Stewart Milne,스튜어트 밀른
Sharon Duncan-Brewster,샤론 덩컨브루스터
Steuart Bedford,스튜어트 베드퍼드
Sharon D. Clarke,샤론 D. 클라크
"Shaun Bailey, Baron Bailey of Paddington",숀 베일리
Stephen Webster,스티븐 웹스터
Stephen Whittaker,스티븐 휘테커
Tendayi Darikwa,텐다이 다리콰
Steve Cook,스티브 쿡
Shaun Wallace,숀 월리스
Tommy Elphick,타미 엘픽
Steve Huison,스티브 휴슨
Thorsten Kaye,토르스텐 카이에
Vicky Pattison,비키 패티슨
Sunetra Sarker,수네트라 사커
Steve Mackey,스티브 매키
Tim Downie,팀 다우니
Victor McGuire,빅터 맥과이어
Susan Penhaligon,수잔 펜할리곤
Tim Lebbon,팀 레본
Tess Daly,테스 달리
Victoria Alcock,빅토리아 엘콕
Susanna White,수재나 화이트
Tony Barrow,토니 배로
Thea Gilmore,시아 길모어
Thea Sharrock,테아 샤록
Susie Dent,수지 덴트
Victoria Sackville-West,빅토리아 색빌웨스트
Suzanne Lee,수산나 리
Tessa Kennedy,테사 케네디
Viktoria Modesta Moskalova,빅토리아 모데스타
Suzanne Shaw,수잔느 쇼
Suzanne Charlton,수잰 찰턴
Theresa Wiseman,테리사 와이즈먼
Thomas Bateman,토머스 베이트먼
Thomas Beccon,토마스 베콘
Tim Turner,팀 터너
Tony Hinnigan,토니 히니건
Sylvia Coleridge,실비아 콜러리지
Vivien Greene,비비언 그린
Timothy Wood,티머시 우드
Sylvia Heal,실비아 힐
Tiwa Savage,티와 세비지
Ting-Ting Hu,후팅팅
Toby Spence,토비 스펜스
Tom Attenborough,톤 애튼버러
Tracy-Ann Oberman,트레이시앤 오버먼
Tracy Ifeachor,트레이시 이페아초
Tom Chatfield,톰 채트필드
William Bloom,윌리엄 블룸
Trevor Baxter,트레버 백스터
Thomas Kwok,궉빅공
Thomas Jex-Blake,토머스 젝스블레이크
Tom Cullen,톰 컬런
Trevor Beattie,Trevor Beattie
Trevor Cooper,트레버 쿠퍼
Tom Goodman-Hill,톰 굿맨힐
William Campbell,윌리엄 캠벨
Tristram Shapeero,트리스트럼 샤페로
William Vale,윌리엄 베일
Thomas Sexton,토머스 섹스턴
Twinnie Lee Moore,트위니리 무어
Ty Glaser,타이 글래저
William Davies,윌리엄 데이비스
"William Ward, 3rd Earl of Dudley",제3대 더들리 백작 윌리엄 워드
Tom Lockyer,톰 로키어
Tom MacRae,톰 맥레이
Tom McCabe,톰 매케이브
Tom McInnes,톰 매키니스
Arthur Weasley,아서 위즐리
William Frederick Haynes Smith,윌리엄 헤인스스미스
Tom O'Connor,톰 오코너
Tyrone Cash,타이론 캐시
Tom Rennie,톰 레니
Tom Scott,톰 스콧
Tom Shankland,톰 섕클랜드
Valentine Pelka,밸런타인 펠카
Tom Vaughan,톰 보간
Tom Rosenthal,톰 로즌솔
William Henry Harris,윌리엄 헨리 해리스
Vera Day,베라 데이
Tom Watson,톰 왓슨
Wintergreen,윈터그린
Yasmin Bannerman,야스민 배너먼
Zacharias Smith,재커라이어스 스미스
Wynne Evans,윈 에번스
Yasmin,야스민
Dele Alli,데일 앨리
Yishan Li,이산 리
Josh Pritchard,조시 프리처드
Will Wyatt,윌 와이엇
Willard Wigan,윌라드 위간
Zeke Rowe,지크 로
William Lewis,윌리엄 루이스 (언론인)
Harry Arter,해리 아터
Zena Walker,지나 워커
Zawe Ashton,자위 애슈턴
Zhang Tielin,장톄린
John Lennon,존 레넌
Kevin Stewart,케빈 스튜어트
Sam McBratney,샘 맥브래트니
Zoë Henry,조이 헨리
Ben O'Connor,벤 오코너
Michael Breen,마이클 브린
Tom Wade,톰 웨이드
Zoë Lister,조이 리스터
Alfred Ashford,알프레드 애쉬포드
Laura Main,로라 메인
Norman Stronge,노먼 스트런지
Roxanne Tong,통록만
Roy Kent,로이 켄트
Darren Bazeley,대런 베이즐리
Mark Strickson,마크 스트릭슨
Luke Newberry,루크 뉴베리
Ford Kiernan,포드 키에넌
Oliver Phelps,올리버 펠프스
David Canter,데이비드 캔터
Ella Henderson,엘라 헨더슨
Ilse Hellman,일제 헬만
Lucy Boynton,루시 보인턴
James Sirius Potter,제임스 시리어스 포터
Jim Rodgers,짐 로저스
Charles Dirac,찰스 디랙
Rodney Berman,로드니 버먼
Lisa Gormley,리사 곰리
Paul Raines,폴 레인스
Victoria Atkin,빅토리아 앳킨
Harry Hadden-Paton,해리 해든페이턴
Jonathan Woodhouse,조너선 우드하우스
Aidan Reynolds,에이든 레이놀즈
John Newman,존 뉴먼
Edward Higginbottom,에드워드 히긴보텀
Nicholas Jones,니컬러스 존스
Marlene McKinnon,말린 매키넌
Nicholas C. Handy,니컬러스 C. 핸디
Pevita Pearce,페비타 피어스
Tony Keswick,토니 케직
Michael Green,마이클 그린
Mark Horton,마크 호튼
John Nolan,존 놀란
Michael Hoskin,마이클 호스킨
James Bridie,제임스 브라이디
Ernie Macmillan,어니 맥밀런
Elizabeth Keith,엘리자베스 키스
Prince Odysseus-Kimon of Greece and Denmark,그리스와 덴마크의 왕자 오디세아스키몬
Jordan Pickford,조던 픽퍼드
Amelia Brightman,어밀리아 브라이트먼
Duke Dumont,듀크 두몽트
Tom Flanagan,톰 플래너건
Jennifer Smith,제니퍼 스미스
Jamie Braddock,제이미 브래덕
Mabel Suffield,메이블 서필드
Philippa Scott,필리파 스콧
Rolf Scamander,롤프 스커맨더
Julian Ovenden,줄리언 오븐든
Peter Russell,피터 러셀
Lily James,릴리 제임스
Tom Bateman,톰 베이트먼
Katie Kirk,케이티 커크
Arlissa,아를리사
Alan-Peter Gadiot,피터 개디오
Gerry Gow,게리 고우
Michael Hector,마이클 헥터
Terry Boot,테리 부트
Joanna Vanderham,조애나 밴더햄
Fred Weasley,프레드 위즐리
George Weasley,조지 위즐리
Izzy Brown,아이제이아 브라운
Michael Richardson,마이클 리차드슨
Kay Tuckey,케이 터키
Alan Paris,앨런 패리스
Cameron MacRitchie,캐머런 맥리치
Jordan Duckitt,조던 더킷
Marcus Brody,마커스 브로디
Dave McCabe,데이브 매케이브
Christopher Simpson,크리스토퍼 심슨
Jodie Taylor,조디 테일러
Harry Panayiotou,해리 파나요투
Malcolm Allen,맬컴 앨런
Jill Ellis,질 엘리스
John McGinn,존 맥긴
Foxes,폭시스
Leah McFall,레아 맥폴
Simon Elwes,사이먼 엘위스
Henry Arthur Pears Fisher,헨리 아서 피어스 피셔
W. D. Davies,W. D. 데이비스
Lachlan Mackinnon,라클런 매키넌
Chuba Akpom,추바 아크폼
Madeline Duggan,매들린 더건
Liam O'Neil,리암 오닐
Kedar Williams-Stirling,키더 윌리엄스스털링
Joseph Gatt,조지프 갯
Joan Rodgers,조앤 로저스
Juliet Nicolson,줄리엣 니컬슨
Vernon Dursley,버넌 더즐리
Peter Diamond,피터 다이아몬드
Masahiro Hirakubo,마사히로 히라쿠보
Alex Crockford,알렉스 크록포드
Isaac Hayden,아이작 하이든
J. B. Torrance,제임스 B. 토렌스
James Strong,제임스 스트롱
Ian Hogg,이언 호그
Christopher Benstead,크리스토퍼 벤스테드
Derek W. Robinson,데릭 W. 로빈슨
Tyias Browning,타이어스 브라우닝
Tim Owen,팀 오언
Dan Smith,댄 스미스
Zoe Sugg,조이 서그
Route 94,루트 94
Stuart McQuarrie,스튜어트 맥쿼리
Frank Martin,프랭크 마틴
Alan D. Martin,앨런 D. 마틴
Sharon Rooney,샤론 루니
Andrew Robertson,앤드루 로버트슨
John Graham Wallace,존 월리스
Nathan Sykes,네이선 사이크스
Will Sharpe,윌 샤프
George Ezra,조지 에즈라
Rosamund Musgrave,로저먼드 머스그레이브
Gerald James,제럴드 제임스
Wilfred Knox,윌프레드 녹스
Nicholas Witchell,니콜라스 윗첼
Dominic Sherwood,도미닉 셔우드
Christina Chong,크리스티나 청
David Banks,데이비드 뱅크스
Marc Stears,마크 스티어스
Abigail Thaw,애비게일 소
Barnaby Thompson,바너비 톰슨
Miranda Fricker,미란다 프리커
Nicholas Bennett,니컬러스 베넷
"Wilfrid Ashley, 1st Baron Mount Temple",제1대 마운트 템플 남작 윌프리드 애슐리
Lisa Vanderpump,리사 밴더펌프
Mark Lennox-Boyd,마크 레녹스보이드
Alex McCrindle,앨릭스 매크린들
Andrew Parker,앤드루 파커
Simon Templeman,사이먼 템플먼
Harrison Reed,해리슨 리드
Freddie Popplewell,프레디 포플웰
Dominic Parsons,돔 파슨스
Hannah New,해나 뉴
Jonah Walker-Smith,조나 워커스미스
Ryan McLaughlin,라이언 매클로플린
Jonny Coyne,조니 코인
Luke McCullough,루크 매컬로
Robin Douglas-Home,로빈 더글러스홈
Patrick Roberts,패트릭 로버츠
Nicky Henson,니키 헨슨
Olivia Cooke,올리비아 쿡
John Scott Martin,존 스콧 마틴
John Coulson,존 콜슨
Mickey Sumner,미키 섬너
Edith Humphrey,이디스 험프리
Paul Shelley,폴 셸리
Peter Cathcart Wason,피터 웨이슨
Julian Farino,줄리안 파리노
Nick Pope,닉 포프
Nabil Elouahabi,나빌 엘루아하비
Bernard van Cutsem,버나드 반 커셈
John T. Lewis,존 T. 루이스
Prince George of Wales,케임브리지 공자 조지
James Acaster,제임스 에커스터
Kay Tremblay,케이 트렘블레이
Josie Lawrence,조시 로런스
Martyn Hill,마틴 힐
Mark Donovan,마크 도너번
Romesh Ranganathan,로메시 랑가나탄
Jack Donnelly,잭 도넬리
Henry Keswick,헨리 케직
Joan Clarke,조안 클라크
Richard Buckingham,리처드 버킹엄
Michael Berry Jr.,마이클 베리 주니어
Jemma Wakeman,제마 웨이크먼
Dan Pearson,댄 피어슨(가든 디자이너)
Shereen El Feki,Shereen El Feki
Trevor Nelson,트레버 넬슨
Katarina Barley,카타리나 발리
Steven Price,스티븐 프라이스
Tempa T,템파 티
Hannah Peel,해나 필
James Norton,제임스 노턴
Jamie N Commons,제이미 N 코먼스
Daniel M. Wolpert,다니엘 월퍼트
Sam Smith,샘 스미스
Bridget,브리짓
Yasmine Akram,야스민 아크람
Lewis Baker,루이스 베이커
Luke Pearson,루크 피어슨
Shaq Coulthirst,샤킬 쿨허스트
Joe Walker,조 워커
Sampha,샘파
Frank Blevins,프랭크 블레빈스
Máiréad Carlin,머레이드 칼린
Patricia Plunkett,퍼트리샤 플렁킷
Wilkinson,윌킨슨
Kent Paul,켄트 폴
Maccer,매커
Alexina Graham,알렉시나 그레이엄
Tyler Blackett,타일러 블랙켓
Malaika Firth,말라이카 퍼스
Katherine Waterston,캐서린 워터스턴
Jasmine Thompson,재스민 톰프슨
Guinevere Sinclair,귀니비어 싱클레어
Harry Anderson,해리 앤더슨
Karl Slym,칼 슬림
Elizabeth Henstridge,엘리자베스 헨스트리지
Ella Eyre,엘라 에어
Lionel Oakley,라이어널 오클리
Jack Aitken,한세용
FKA twigs,FKA 트위그스
Rita Taketsuru,다케쓰루 리타
Jason Cummings,제이슨 커밍스
Paul Clement,폴 클레멘트
Nick Jennings,닉 제닝스
Paul Hardwick,폴 하드윅
Ann Howard,앤 하워드
Sam Bailey,샘 베일리
Gwilym Lee,귈림 리
Carl Duering,칼 듀링
Lucy Crowe,루시 크로
Herbert J. Ellis,허버트 J. 엘리스
Elinor Bellingham-Smith,엘리너 벨링엄스미스
Adam King,애덤 킹
Lee Quigley,리 퀴글리
Jack Grealish,잭 그릴리쉬
Hilary Lofting,힐러리 로프팅
Shannon,샤넌
Willie Christie,윌리 크리스티
Sarah-Jayne Blakemore,사라-제인 블랙모어(Sarah-Jayne Blakemore)
Perrie Louise Edwards,페리 에드워즈
Jess Glynne,제스 글린
Nicholas Young,니컬러스 영
Lawrence Holofcener,로런스 홀러프세너
Clara Paget,클래라 패짓
Ben Lloyd-Hughes,벤 로이드휴스
Hilary Bonner,힐러리 보너
Sam Adekugbe,샘 아데쿠그베
Jack Barmby,잭 밤비
Rosalind Bailey,로절린드 베일리
Andy Puddicombe,Andy Puddicombe
Thomas Beattie,토마스 비티
Paul Frew,폴 프루
Christine Adams,크리스틴 애덤스
Ivan Foxwell,아이번 폭스웰
Anastasia Taylor-Lind,아나스타샤 테일러-린드(Anastasia Taylor-Lind)
Donald Brook,도널드 브룩
Marcus Bettinelli,마커스 베티넬리
Lucinda Gane,루신다 게인
Nicholas Underhill,니컬러스 언더힐
Mark Forsyth,마크 포시스
Will Gilbey,윌 길비
Gary Turner,게리 터너
Rakie Ayola,라키 아욜라
Pat Gorman,팻 고먼
Kurtis March,커티스 마치
Remie Streete,레미 스트리트
Tom Harper,톰 하퍼
Kristyn Getty,크리스틴 게티
Tom Brooke,톰 브룩
Beate Hermelin,베아테 헤르멜린
Jessica Fox,제시카 폭스
Richie Campbell,리치 캠벨
Olivia Chaney,올리비아 체니
Pollyanna Woodward,폴리애나 우드워드
Marika Hackman,마리카 해크만
Richard Reid,리처드 리드
Jeremy Till,제레미 틸
Judith Scott,주디스 스콧
Chiké Okonkwo,치케 오콘쿠오
Emily Dale,에밀리 데일
Mark Bevir,마크 베버
Big Narstie,빅 나스티
Bo Poraj,보 포라지
David Bradby,데이비드 브래드비
Phoebe Waller-Bridge,피비 월러브리지
Verb T,버브 티
Aiysha Hart,아이샤 하트
Donald Macleod,도널드 매클라우드
Reham Khan,레함 칸
Robin Burgess,로빈 버지스
Emma Slater,에마 슬레이터
Kelly Hunter,켈리 헌터
Alastair Miles,앨러스터 마일스
Jeremy Brudenell,제러미 브루드넬
Jackie Smith-Wood,재키 스미스우드
Charlotte Crosby,샬럿 크로즈비
Emily Burns,에밀리 번스
Malcolm Terris,맬컴 테리스
Charlotte Johnson Wahl,샬럿 존슨 월
Naive John,나이브 존
John Ironside,존 아이언사이드
Emerald Fennell,에머럴드 피넬
Mark Warburton,마크 워버턴
Daniel Vivian,다니엘 비비안
Ashley Hicks,애슐리 힉스
Angela Down,앤절라 다운
Lauren Goodger,로런 구저
Joel Fry,조엘 프라이
Michael Feast,마이클 피스트
Daisy Ridley,데이지 리들리
James Loveridge,제임스 러브릿지
Solly March,솔리 마치
Faye Marsay,페이 마세이
Darq E Freaker,다크 E 프리커
Tom Lawrence,톰 로렌스
Matt Grimes,맷 그라임스
Miranda Krestovnikoff,미란다 크레스토브니코프
Will Heard,윌 허드
Matthew Pennington,매슈 페닝턴
Shift K3Y,시프트 키
Matty Healy,매튜 힐리
Sam McQueen,샘 매퀸
Hannah John-Kamen,해나 존카먼
Shakka,샤카
Beness Aijo,아이조 베네스
Ayesha Gwilt,아이샤 귈트
Sasha Keable,사샤 키블
Cornell John,코넬 존
Holly Earl,홀리 얼
Alexander Cameron,알렉산더 캐머런
Siobhan Williams,시오반 윌리엄스
