Lionel Messi,リオネル・メッシ
Enrico Alfonso,エンリコ・アルフォンソ
Sergio Campana (pilota automobilistico),セルジオ・カムパーナ
Igor Cassina,イゴル・カッシーナ
Daniele Portanova,ダニエレ・ポルタノーヴァ
Tiberio Guarente,ティベリオ・グアレンテ
Roberto Vitiello,ロベルト・ヴィティエッロ
Michel Fabrizio,ミッシェル・ファブリツィオ
Milly D'Abbraccio,ミリー・ダブラッチオ
Luigi Serafini (artista),ルイジ・セラフィーニ
Giulio Einaudi,ジュリオ・エイナウディ
Niccolò Canepa,ニッコロ・カネパ
Filippo Maniero,フィリッポ・マニエーロ
Luca Ariatti,ルカ・アリアッティ
Claudio Magris,クラウディオ・マグリス
Rosalinda Celentano,ロザリンダ・チェレンターノ
Delia Boccardo,デリア・ボッカルド
Fabrizio Lai,ファブリツィオ・ライ
Alessandro Maestri,アレッサンドロ・マエストリ
Giovanni Messe,ジョヴァンニ・メッセ
Fabio Pecchia,ファビオ・ペッキア
Daniele Arrigoni,ダニエレ・アッリゴーニ
Marco Pantani,マルコ・パンターニ
Gianluca Pegolo,ジャンルカ・ペーゴロ
Ylenia Scapin,イレニア・スカピン
Sergio Gonella,セルジオ・ゴネーラ
Edoardo Molinari,エドアルド・モリナリ
Alessandro Gassmann,アレッサンドロ・ガスマン
Luigi De Canio,ルイジ・デ・カーニオ
Gualtiero Jacopetti,グァルティエロ・ヤコペッティ
Luigi Radice,ルイージ・ラディーチェ
Giuseppe Zappella,ジュゼッペ・ザッペッラ
Rocky Mattioli,ロッキー・マッチョーリ
Sergio Tacchini,セルジオ・タッキーニ
Eddy Baggio,エディ・バッジョ
Vito Mannone,ヴィト・マンノーネ
Salvatore Fresi,サルヴァトーレ・フレージ
Elsa Morante,エルサ・モランテ
Vincenzo Italiano,ヴィンチェンツォ・イタリアーノ
Diego Tardelli,ジエゴ・タルデッリ・マルチンス
Susanna Agnelli,スザンナ・アニェッリ
Natalia Ginzburg,ナタリア・ギンズブルグ
Riccardo Muti,リッカルド・ムーティ
Gigi Riva,ルイジ・リーヴァ
Sergio Floccari,セルジオ・フロッカリ
Celso Costantini,チェルソ・コスタンティーニ
Fulco Ruffo di Calabria,フルコ・ルッフォ・ディ・カラブリア
Michele Piccirillo (pugile),ミケーレ・ピッチリーロ
Roberto Malone,ロベルト・マローン
Vittorio Jano,ヴィットリオ・ヤーノ
Giovanni Giorgi (fisico),ジョヴァンニ・ジョルジ
Raffaele Palladino,ラッファエレ・パッラディーノ
Massimo Scali,マッシモ・スカリ
Pietro Fumasoni Biondi,ピエトロ・フマゾーニ・ビオンディ
Ugo Betti,ウーゴ・ベッティ
Perin del Vaga,ペリーノ・デル・ヴァーガ
Fernando Altimani,フェルナンド・アルティマーニ
Riccardo Ghione,リカルド・ギオーネ
Claudio Rivalta,クラウディオ・リバルタ
Alberto Di Chiara,アルベルト・ディ・キアーラ
Gabriele Perico,ガブリエレ・ペリコ
Claudio Terzi,クラウディオ・テルツィ
Michele Sindona,ミケーレ・シンドーナ
Vittorio Gui,ヴィットリオ・グイ
Willie Moretti,ウィリー・モレッティ
Giuliano Vangi,ジュリアーノ・ヴァンジ
Sesto Bruscantini,セスト・ブルスカンティーニ
Paulo André Cren Benini,パウロ・アンドレ・クレン・ベニーニ
Filippo Galli (calciatore),フィリッポ・ガッリ
Fabio Galante,ファビオ・ガランテ
Carlo Di Palma,カルロ・ディ・パルマ
Federico Peluso,フェデリコ・ペルーゾ
Mario Martone,マリオ・マルトーネ
Roberto Faenza,ロベルト・ファエンツァ
Sergio Battistini,セルジオ・バティスティーニ
Camillo de Nardis,カミッロ・デ・ナルディス
Stefania Casini,ステファニア・カッシーニ
Cesare Fiorio,チェーザレ・フィオリオ
John Elkann,ジョン・エルカーン
Giuseppe Patanè,ジュゼッペ・パターネ
Marcellino Lucchi,マルセリーノ・ルッキ
Ferdinando Terruzzi,フェルディナンド・テッルッツィ
Paola Pezzo,パオラ・ペッツォ
Cristian Savani,クリスチャン・サバーニ
Stelvio Cipriani,ステルヴィオ・チプリアーニ
Giulietto Chiesa,ジュリエット・キエザ
Raffaele Cutolo,ラファエレ・クートロ
Thomas Biagi,トーマス・ビアッジ
Guido Marilungo,グイド・マリルンゴ
Marcello Vittorini,マルチェッロ・ヴィットリーニ
Manuel Belleri,マヌエル・ベレッリ
Alessandra Mussolini,アレッサンドラ・ムッソリーニ
Costanza II di Sicilia,コンスタンサ・デ・シシリア
Dacia Maraini,ダーチャ・マライーニ
Maria Pia di Savoia (1934),マリーア・ピア・ディ・サヴォイア・(1934-)
Ronnie Quintarelli,ロニー・クインタレッリ
Giovanni Paolo Pannini,ジョバンニ・パオロ・パンニーニ
Gianandrea Gavazzeni,ジャナンドレア・ガヴァッツェーニ
Daniel Zampieri,ダニエル・ザンピエリ
Stefano Pioli,ステファノ・ピオリ
Francesco Lodi,フランチェスコ・ローディ
Gigliola Frazzoni,ジリオーラ・フラッツォーニ
Bruno Rossi,ブルーノ・ロッシ
Elisa Togut,エリーザ・トグット
Maria Tipo,マリア・ティーポ
Sacha Modolo,サーシャ・モドロ
Cigoli (pittore),チーゴリ
Giuseppe Anedda,ジュゼッペ・アネダ
Gennaro Delvecchio,ジェンナーロ・デルヴェッキオ
Giacobbe Fragomeni,ジャコーベ・フラゴメーニ
Mario Lanzi,マリオ・ランツィ
Tonino Valerii,トニーノ・ヴァレリ
Carlo Vanzina,カルロ・ヴァンツィーナ
Enrico Pieranunzi,エンリコ・ピエラヌンツィ
Enrique Mateos,エンリケ・マテオス
Elia Legati,エリア・レガーティ
Luis Bacalov,ルイス・バカロフ
Franco Basaglia,フランコ・バザリア
Vincenzo Fiorillo,ヴィンチェンツォ・フィオリッロ
Rolando Panerai,ロランド・パネライ
Giovanni Pettenella,ジョヴァンニ・ペッテネッラ
Alberto Sughi,アルベルト・スギ
Claudia Mori,クラウディア・モーリ
Vicky Piria,ヴィッキー・ピリア
Tania Cagnotto,タニア・カニョット
Riz Ortolani,リズ・オルトラーニ
Lea Massari,レア・マッサリ
Spinello Aretino,スピネロ・アレティーノ
Stefano Battaglia,ステファノ・バターリア
Mauro Fiore,マウロ・フィオーレ
Aldo de Nigris,アルド・デ・ニグリス
Joe Gallo,ジョーイ・ギャロ
Daniel Oss,ダニエル・オス
Rocco Papaleo,ロッコ・パパレオ
Franco Bottari,フランコ・ボッターリ
Salvatore Samperi,サルヴァトーレ・サンペリ
Nino Frank,ニーノ・フランク
Celestina Casapietra,チェレスティーナ・カサピエトラ
Cristiana Capotondi,クリスティーナ・カポトンディ
Umberto Nobile,ウンベルト・ノビレ
Flavio Roma,フラヴィオ・ローマ
Gioconda Belli,ジョコンダ・ベッリ
Aitana Sánchez-Gijón,アイタナ・サンチェス＝ギヨン
Giuseppe Colucci (calciatore),ジュゼッペ・コルッチ
Renata Borgatti,レナータ・ボルガッティ
Elia Viviani,エリア・ヴィヴィアーニ
Giorgio Ghisi,ジョルジョ・ギージ
Piero Ferrari,ピエロ・ラルディ・フェラーリ
Giovacchino Forzano,ジョヴァッキーノ・フォルツァーノ
Marcello Fondato,マルチェロ・フォンダート
Eleonora Lo Bianco,エレオノーラ・ロビアンコ
Davide Ballardini,ダヴィデ・バッラルディーニ
Paola Cardullo,パオラ・カルドゥッロ
Anna Cappellini,アンナ・カッペリーニ
Arrigo Sacchi,アリゴ・サッキ
Goffredo Unger,フレディー・アンガー
Giovanni Parisi,ジョバンニ・パリージ
Fernando Orsi,フェルナンド・オルシ
Andrea Ballerini,アンドレア・バレリーニ
Giorgio Federico Ghedini,ジョルジョ・フェデリコ・ゲディーニ
Simon Rodia,サイモン・ロディア
Niccolò Antonelli,ニッコロ・アントネッリ
Lanfranco Dettori,ランフランコ・デットーリ
Ezio Gianola,エツィオ・ジャノーラ
Luca Fusi,ルカ・フージ
Romano Fenati,ロマーノ・フェナティ
Emanuele Birarelli,エマヌエーレ・ビラレッリ
Walter Novellino,ワルテル・ノヴェッリーノ
Federico Balzaretti,フェデリコ・バルザレッティ
Walter Zenga,ワルテル・ゼンガ
Gianni Raimondi,ジャンニ・ライモンディ
Marco Pisano,マルコ・ピサーノ
Sebastiano Siviglia,セバスティアーノ・シヴィーリア
Angelo Peruzzi,アンジェロ・ペルッツィ
Mario Draghi,マリオ・ドラギ
Francesco Bolzoni,フランチェスコ・ボルゾーニ
Giacomo Ricci (pilota automobilistico),ジャコモ・リッチ
Sandro Cois,サンドロ・コイス
Daniele Conti,ダニエレ・コンティ
Graziano Rossi (motociclista),グラツィアーノ・ロッシ
Roberto Donadoni,ロベルト・ドナドーニ
Umberto Giordano,ウンベルト・ジョルダーノ
Alessandro Baricco,アレッサンドロ・バリッコ
Salvatore Schillaci,サルヴァトーレ・スキラッチ
Lisandro López (calciatore 1983),リサンドロ・ロペス
Davide Santon,ダビデ・サントン
Roberto Rosetti,ロベルト・ロセッティ
Francesco Pisano,フランチェスコ・ピサーノ
Nicola Pozzi,ニコラ・ポッツィ
Cristian Pasquato,クリスティアン・パスクアート
Serse Cosmi,セルセ・コズミ
Leandro Greco,レアンドロ・グレコ
Gianni Bruno,ジャンニ・ブルーノ
Fabio Aru,ファビオ・アル
Luca Rigoni (calciatore),ルカ・リゴーニ
Luca Guadagnino,ルカ・グァダニーノ
Giannino Castiglioni,ジャンニーノ・カスティリョーニ
Matteo Sereni,マッテオ・セレーニ
Renato Zaccarelli,レナート・ザッカレッリ
Ilario Castagner,イラーリオ・カスタニェール
Gaetano Arturo Crocco,ガエターノ・アルトゥーロ・クロッコ
Mario Perniola,マリオ・ペルニオーラ
Filippino Lippi,フィリッピーノ・リッピ
Silvio Piola,シルヴィオ・ピオラ
Fortunato Depero,フォルトゥナート・デペーロ
Lorenzo Savadori,ロレンツォ・サヴァドーリ
Giuseppe Genco Russo,ジョゼッペ・ジェンコ・ルッソ
Raffaele Pettazzoni,ラッファエーレ・ペッタッツォーニ
Emiliano Bonazzoli,エミリアーノ・ボナッツォーリ
Walter Villa,ウォルター・ヴィラ
Mauro Cetto,マウロ・セット
Emilio Pericoli,エミリオ・ペリコーリ
Cesare Maldini,チェーザレ・マルディーニ
Dino De Laurentiis,ディノ・デ・ラウレンティス
Paolo Bettini,パオロ・ベッティーニ
Simone Barone,シモーネ・バローネ
Franco Rossi (regista),フランコ・ロッシ
Giuseppe Enrici,ジュゼッペ・エンリーチ
Andrea Occhipinti,アンドレア・オキピンティ
Roberto Ravaglia,ロベルト・ラヴァーリア
Vincenzo Montella,ヴィンチェンツォ・モンテッラ
Vittorio Emanuele Orlando,ヴィットーリオ・エマヌエーレ・オルランド
Roberto Abbondanzieri,ロベルト・アボンダンシェリ
Massimo Moratti,マッシモ・モラッティ
Mauro Bergamasco,マウロ・ベルガマスコ
Salvatore Sirigu,サルヴァトーレ・シリグ
Sergio Porrini,セルジオ・ポリーニ
Jean Dotto,ジャン・ドット
Raúl Pateras Pescara,ラウル・パテラス・ペスカラ
Salvatore Lo Piccolo,サルヴァトーレ・ロ・ピッコロ
Pier Silvio Berlusconi,ピエル・シルヴィオ・ベルルスコーニ
Carlo Mazzone,カルロ・マッツォーネ
Fabrizio Di Mauro,ファブリツィオ・ディ・マウロ
Costantino Rocca,コスタンティノ・ロッカ
Enrico Mainardi,エンリコ・マイナルディ
Enrico Lorenzetti,エンリコ・ロレンツェッティ
Flavio Bucci,フラヴィオ・ブッチ
Rossano Brazzi,ロッサノ・ブラッツィ
Mario Brega,マリオ・ブレガ
Goffredo Parise,ゴッフレード・パリーゼ
Enrico Rava,エンリコ・ラヴァ
Maurizio Margaglio,マウリツィオ・マルガリオ
Ennio De Concini,エンニオ・デ・コンチーニ
Enrico Guazzoni,エンリコ・ガッツォーニ
Enrico Intra,エンリーコ・イントラ
Dante Ferretti,ダンテ・フェレッティ
Matteo Garrone,マッテオ・ガローネ
Carlo Aymonino,カルロ・アイモニーノ
Emanuele Terranova,エマヌエレ・テッラノーヴァ
Valerio Agnoli,ヴァレリオ・アニョーリ
Igor Protti,イゴール・プロッティ
Severino Gazzelloni,セヴェリーノ・ガッゼローニ
Fabrizio Ravanelli,ファブリッツィオ・ラバネッリ
Gaetano Scirea,ガエターノ・シレア
Carlo Ponti,カルロ・ポンティ
Pierre Cardin,ピエール・カルダン
Leonardo Benvenuti,レオ・ベンヴェヌーティ
Carlo Chiti,カルロ・キティ
Nino Sanzogno,ニーノ・サンツォーニョ
Roberto Fiore (politico),ロベルト・フィオレ
Luca Mazzanti,ルカ・マッツァンティ
Cosimo Aldo Cannone,コジモ・カンノーネ
Andrea Piccini,アンドレア・ピッチーニ
Renato Bruson,レナート・ブルゾン
Corrado Böhm,コラド・ベーム
Carlo Rustichelli,カルロ・ルスティケッリ
Carlo Rovelli,カルロ・ロヴェッリ
Cristiano Salerno,クリスティアーノ・サレルノ
Cristiano Del Grosso,クリスティアーノ・デル・グロッソ
Daniele Vantaggiato,ダニエレ・ヴァンタッジャート
Valeria Parrella,ヴァレリア・パッレッラ
Daniele Padelli,ダニエレ・パデッリ
Francesco Libetta,フランチェスコ・リベッタ
Fabrizio Guidi,ファブリツィオ・グイディ
Marco Rossi (calciatore 1987),マルコ・ロッシ・(1987年生のサッカー選手)
Franco Chioccioli,フランコ・キオッチョーリ
Giorgio Morandi,ジョルジョ・モランディ
Abdon Pamich,アブドン・パミッチ
Cristiano Lucarelli,クリスティアーノ・ルカレッリ
Ivan Basso,イヴァン・バッソ
Luca Antonini (calciatore),ルカ・アントニーニ
Toni Negri,アントニオ・ネグリ
Palmiro Togliatti,パルミーロ・トリアッティ
Giovanni Martinelli (tenore),ジョヴァンニ・マルティネッリ
Guido Masetti,グイード・マゼッティ
Alessio Boni,アレッシオ・ボーニ
Robert Miles,ロバート・マイルズ
Luciano Spalletti,ルチアーノ・スパレッティ
Angelo Palombo,アンジェロ・パロンボ
Dario Hübner,ダリオ・ヒュブナー
Alessandro Pistone,アレッサンドロ・ピストーネ
Valentina Diouf,ヴァレンティーナ・ディウフ
Milena Miconi,ミレーナ・ミコーニ
Pietro Frua,ピエトロ・フルア
Nicola Legrottaglie,ニコラ・レグロッターリエ
John Aloisi,ジョン・アロイージ
Carlo Ubbiali,カルロ・ウビアリ
Paola Cortellesi,パオラ・コルテッレージ
Franco Nero,フランコ・ネロ
Cristian Brocchi,クリスティアン・ブロッキ
Giorgio Agamben,ジョルジョ・アガンベン
Giovanni Marchese (calciatore),ジョヴァンニ・マルケーゼ
Andrea Silenzi,アンドレア・シレンツィ
Enzo Sacchi,エンツォ・サッキ
Enzo Traverso,エンツォ・トラヴェルソ
Roberto Cacciapaglia,ロベルト・カッチャパーリア
Fernando Germani,フェルナンド・ジェルマーニ
Giorgio Abetti,ジョルジオ・アベッティ
Claudio Scimone,クラウディオ・シモーネ
Simonetta Stefanelli,シモネッタ・ステファネッリ
Virginio Ferrari,バージニオ・フェラーリ
Giancarlo De Carlo,ジャンカルロ・デ・カルロ
Giuseppe Rotunno,ジュゼッペ・ロトゥンノ
Joseph Stella,ジョセフ・ステラ
Giuseppe Ungaretti,ジュゼッペ・ウンガレッティ
Rolando Bianchi,ロランド・ビアンキ
Joel McHale,ジョエル・マクヘイル
Carlo Maria Viganò,カルロ・マリア・ビガノ
Umberto Masetti,ウンベルト・マセッティ
Paolo Cannavaro,パオロ・カンナヴァーロ
Antonella Interlenghi,アントネラ・インテルレンギ
Pasqualino De Santis,パスクァリーノ・デ・サンティス
Giuseppe Vasi,ジュゼッペ・ヴァシ
Gabriele Santini,ガブリエーレ・サンティーニ
Gianluca Festa,ジャンルカ・フェスタ
Antonio Casale,アントニオ・カサール
Clara Petrella,クララ・ペトレッラ
Francesca Ferretti,フランチェスカ・フェレッティ
Giuseppe Gentile,ジュゼッペ・ジェンティーレ
Ferruccio Lamborghini,フェルッチオ・ランボルギーニ
Andrea Dossena,アンドレア・ドッセーナ
Paolo Borsellino,パオロ・ボルセリーノ
Emilio Colombo,エミリオ・コロンボ
Maxi López,マクシミリアーノ・ロペス
Salvatore Riina,サルヴァトーレ・リイナ
Michele Navarra,ミケーレ・ナヴァーラ
Valerio Mastandrea,ヴァレリオ・マスタンドレア
Marco Parolo,マルコ・パローロ
Luca Caldirola,ルカ・カルディローラ
Oliviero De Fabritiis,オリヴィエーロ・デ・ファブリティース
Fabio Armiliato,ファビオ・アルミリアート
Fernando Previtali,フェルナンド・プレヴィターリ
Vincenzo Nibali,ヴィンチェンツォ・ニバリ
Giuseppe Di Stefano,ジュゼッペ・ディ・ステファーノ
Tinto Brass,ティント・ブラス
Mark Bresciano,マーク・ブレッシアーノ
Salvatore Adamo,サルヴァトール・アダモ
Javier Pinola,ハビエル・ピノラ
Giorgio Vanzetta,ジョルジョ・ヴァンツェッタ
Lucio Fontana,ルーチョ・フォンタナ
Alessandro Gamberini,アレッサンドロ・ガンベリーニ
Bartolomeo Ammannati,バルトロメオ・アンマナーティ
Rosso Fiorentino,ロッソ・フィオレンティーノ
Alessandro Petacchi,アレサンドロ・ペタッキ
Marco Tardelli,マルコ・タルデッリ
Ottavio Cinquanta,オッタビオ・チンクアンタ
Nini Rosso,ニニ・ロッソ
Dante Giacosa,ダンテ・ジアコーサ
Antonio Guarnieri,アントニオ・グァルニエリ
Stefano Colantuono,ステファノ・コラントゥオーノ
Daniele Gatti,ダニエレ・ガッティ
Daniele Ratto,ダニエーレ・ラット
Donatella Damiani,ドナティラ・ダミアーニ
Daniele Vargas,ダニエレ・ヴァルガス
Carlo Levi,カルロ・レーヴィ
Curzio Malaparte,クルツィオ・マラパルテ
Giorgio Moroder,ジョルジオ・モロダー
Angelo Ogbonna,アンジェロ・オグボンナ
Franco Alfano (compositore),フランコ・アルファーノ
Cesare Benedetti (ciclista),チェーザレ・ベネデッティ
Alfredo Milani,アルフレッド・ミラーニ
Alessandro Tuia,アレッサンドロ・トゥーイア
Eros Poli,エロス・ポーリ
Franco Giorgetti,フランコ・ジョルジェッティ
Francesco Molinari Pradelli,フランチェスコ・モリナーリ＝プラデッリ
Diego Alves,ジエゴ・アウベス・カレイラ
Mario Del Monaco,マリオ・デル・モナコ
Mauro Tassotti,マウロ・タソッティ
Enzo Bearzot,エンツォ・ベアルツォット
Emiliano Moretti,エミリアーノ・モレッティ
Cristiano Zanetti,クリスティアーノ・ザネッティ
Felice Gimondi,フェリーチェ・ジモンディ
Gianluca Pagliuca,ジャンルカ・パリュウカ
Michele Serena,ミケーレ・セレナ
Kevin Ceccon,ケヴィン・チェッコン
Vincenzo Zappalà,ヴィンチェンツォ・ザッパラ
Piero De Bernardi,ピエロ・デ・ベルナルディ
Giorgio Carbone,ジョルジョ1世
Franco Ferrara,フランコ・フェラーラ
Ettore Giannini,エットーレ・ジャンニーニ
Giovanni Cobolli Gigli,ジョヴァンニ・コボッリ・ジッリ
Luciano Favero,ルチアーノ・ファヴェーロ
Pier Luigi Nervi,ピエール・ルイージ・ネルヴィ
Ivanoe Bonomi,イヴァノエ・ボノーミ
Ciro Ferrara,チロ・フェラーラ
Luigi Di Biagio,ルイジ・ディ・ビアジョ
Franco Corelli,フランコ・コレッリ
Andrés D'Alessandro,アンドレス・ダレッサンドロ
Cristian Zenoni,クリスティアン・ゼノーニ
Franco Brusati,フランコ・ブルザーティ
Damiano Caruso,ダミアーノ・カルーゾ
Pierfrancesco Chili,ピエールフランチェスコ・キリ
Manuele Boaro,マヌエーレ・ボアロ
Fabrizio Pirovano,ファブリツィオ・ピロバーノ
Riccardo Carapellese,リッカルド・カラペッレーゼ
Sergio Amidei,セルジオ・アミデイ
Luca Lanotte,ルカ・ラノッテ
Mario Bellini,マリオ・ベリーニ
Marco Stroppa,マルコ・ストロッパ
Sergio Volpi,セルジオ・ヴォルピ
Francesco Durante,フランチェスコ・ドゥランテ
Cristian Molinaro,クリスティアン・モリナーロ
Andrea Ranocchia,アンドレア・ラノッキア
Cristian Rodríguez,クリスティアン・ロドリゲス
Ettore Bugatti,エットーレ・ブガッティ
Simone Inzaghi,シモーネ・インザーギ
Sandro Mazzola,サンドロ・マッツォーラ
Salvatore Bocchetti,サルヴァトーレ・ボッケッティ
Manlio Brosio,マンリオ・ブロジオ
Renato Ruggiero,レナート・ルジェロ
Salvatore Antibo,サルヴァトーレ・アンティボ
Federico Tesio,フェデリコ・テシオ
Devis Mangia,デーヴィス・マンジャ
Mariella Devia,マリエッラ・デヴィーア
Cesare Cardini,シーザー・カルディーニ
Davide Cimolai,ダヴィデ・チモライ
Piero Bellugi,ピエロ・ベルージ
Alberto Malesani,アルベルト・マレザーニ
Stefano Lucchini,ステファノ・ルッキーニ
Julián Leal,フリアン・レアル
Luigi Pasinetti,ルイジ・パシネッティ
Luca Zingaretti,ルカ・ジンガレッティ
Mariano Piccoli,マリアーノ・ピッコリ
Nicola Rizzoli,ニコラ・リッツォーリ
Giovanni Pisano,ジョヴァンニ・ピサーノ
Luigi Luca Cavalli-Sforza,ルイジ・ルーカ・カヴァッリ＝スフォルツァ
Giancarlo Giannini,ジャンカルロ・ジャンニーニ
Nicola Abbagnano,ニコラ・アバニャーノ
Simone Bolelli,シモーネ・ボレッリ
Angelo Schiavio,アンジェロ・スキアビオ
Claudio Gentile,クラウディオ・ジェンティーレ
Claudio Bisio,クラウディオ・ビジオ
Giovanni Francini,ジョヴァンニ・フランチーニ
Francesco Molinari,フランチェスコ・モリナリ
Fabio Felline,ファビオ・フェリーネ
Juan Pablo Francia,ファン・パブロ・フランシア
Stefano Eranio,ステファノ・エラーニオ
Giuseppe Beghetto,ジュゼッペ・ベゲット
Fëdor Fëdorovič Šaljapin,フェオドール・シャリアピン・ジュニア
Nuccio Bertone,ヌッチオ・ベルトーネ
Alessandro Florenzi,アレッサンドロ・フロレンツィ
Federico Giunti,フェデリコ・ジュンティ
Andrea Bargnani,アンドレア・バルニャーニ
Ciriaco De Mita,チリアーコ・デ・ミータ
Paolo De Ceglie,パオロ・デ・チェリエ
Giorgetto Giugiaro,ジョルジェット・ジウジアーロ
Valerio Fiori,ヴァレリオ・フィオーリ
Cristian Daniel Ledesma,クリスティアン・ダニエル・レデスマ
Mariano Rumor,マリアーノ・ルモール
Bernardo Provenzano,ベルナルド・プロベンツァーノ
Federico Barocci,フェデリコ・バロッチ
Alberto Zaccheroni,アルベルト・ザッケローニ
Marco Donadel,マルコ・ドナデル
Demetrio Stratos,デメトリオ・ストラトス
Alberto Erede,アルベルト・エレーデ
Massimo Vanni,マッシモ・ヴァンニ
Léon Camille Marius Croizat,レオン・クロワザ
Massimo Mauro,マッシモ・マウロ
Luigi Federzoni,ルイージ・フェデルツォーニ
Paolo Pileri,パオロ・ピレリ
Eva Lechner,エヴァ・レヒナー
Marco Villa,マルコ・ヴィッラ
Mario Ghella,マリオ・ゲッラ
Massimo Codol,マッシモ・コドル
Pete Rugolo,ピート・ルゴロ
Marcello Piacentini,マルチェッロ・ピアチェンティーニ
Fausto Gresini,ファウスト・グレシーニ
Marcel Bich,マルセル・ビック
Marco Capuano,マルコ・カプアーノ
Angelo Carbone,アンジェロ・カルボーネ
Gianluca Caprari,ジャンルカ・カプラーリ
Massimiliano Cappioli,マッシミリアーノ・カッピオーリ
Gino Cappello,ジーノ・カッペッロ
Franca Squarciapino,フランカ・スカルシャピノ
Mario Lega,マリオ・レガ
Ettore Bastianini,エットーレ・バスティアニーニ
Fabrizio Crestani,ファブリツィオ・クレスターニ
Gino Bechi,ジーノ・ベーキ
Roland Thöni,ローランド・トエニ
Alan Sorrenti,アラン・ソレンティ
Frank Sivero,フランク・シベロ
Francesco Morini,フランチェスコ・モリーニ
Facundo Píriz,ファクンド・ピリス
Mario Prada,マリオ・プラダ
Vanessa Giunchi,ヴァネッサ・ジュンキ
Andrea Griminelli,アンドレア・グリミネッリ
Benito Carbone,ベニート・カルボーネ
Caterina Bosetti,カテリーナ・ボゼッティ
Gianmarco Tamberi,ジャンマルコ・タンベリ
Giuseppe Marotta (dirigente sportivo),ジュゼッペ・マロッタ
Mino Raiola,ミノ・ライオラ
Andrea Mei (calciatore),アンドレア・メーイ
Tommaso Benvenuti,トンマーゾ・ベンヴェヌーティ
Ezio Greggio,エッジオ・グレッジオ
Francesco Alberoni,フランチェスコ・アルベローニ
Franco Bonisolli,フランコ・ボニゾッリ
Mario Bortolazzi,マリオ・ボルトラッツィ
Alessandro Vallebona,アレッサンドロ・ヴァッレボーナ
Daniele Carnasciali,ダニエレ・カルラッシャーリ
Giancarlo Ferretti,ジャンカルロ・フェレッティ
Massimo Brambilla,マッシモ・ブランビッラ
Lorenzo Insigne,ロレンツォ・インシーニェ
Roberto De Zerbi,ロベルト・デ・ゼルビ
Vincenzo Grifo,ヴィンチェンツォ・グリフォ
Mauricio Pereyra,マウリシオ・ペレイラ・(サッカー選手)
Aimone di Savoia-Aosta (1967),アイモーネ・ディ・サヴォイア＝アオスタ・(1967-)
Fabri Fibra,ファブリ・フィブラ
Raphaela Folie,ラファエラ・フォリエ
Alex Liddi,アレックス・リッディ
Arturo Basile,アルトゥーロ・バジーレ
Paul Bonifacio Parkinson,ポール・ボニファシオ・パーキンソン
Sante Gaiardoni,サンテ・ガイアルドーニ
Fulvio Lucisano,フルヴィオ・ルチザーノ
Sergio Givone,セルジョ・ジヴォーネ
Pier Paolo Bianchi,ピエール・パオロ・ビアンキ
Tonino Delli Colli,トニーノ・デリ・コリ
Matteo Bobbi,マッテオ・ボッビ
Nicole Della Monica,ニコーレ・デラ・モニカ
Vittorio Ambrosio,ヴィットーリオ・アンブロジオ
Giuliano Carmignola,ジュリアーノ・カルミニョーラ
Tullio Regge,トゥーリオ・レッジェ
Luca Marin,ルカ・マリン
Michela Cerruti,ミケーラ・セルッティ
Renzo Rossellini,レンツォ・ロッセリーニ
Roberto Muzzi,ロベルト・ムッツィ
Fausto Romitelli,ファウスト・ロミテッリ
Baldassarre Negroni,バルダッサーレ・ネグローニ
Alberto Castagnetti,アルベルト・カスタニェッティ
Francesco Della Rocca,フランチェスコ・デッラ・ロッカ
Marco Aurelio Fontana,マルコ・アウレリオ・フォンターナ
Fabrizio Cacciatore,ファブリツィオ・カッチャトーレ
Denis Godeas,デニス・ゴデアス
Antonio Rozzi,アントニオ・ロッツィ
Giorgia Gueglio,ジョルジア・ゲグリオ
Marco Fabbri,マルコ・ファッブリ
Andrea Caldarelli,アンドレア・カルダレッリ
Giuseppe Mario Bellanca,ジュセッペ・ベランカ
Luigi Scattini,ルイジ・スカッティーニ
Nino Benvenuti,ニノ・ベンベヌチ
Matías Vecino,マティアス・ベシーノ
Pasquale Fornara,パスクアーレ・フォルナーラ
Pasquale Festa Campanile,パスクァーレ・フェスタ・カンパニーレ
Alan Marangoni,アラン・マランゴーニ
Ezio Loik,エツィオ・ロイク
Roberto Innocenti,ロベルト・インノチェンティ
Gaetano Kanizsa,ガエタノ・カニッツァ
Emmanuel Cascione,エンマヌエル・カッショーネ
Fernando Mencherini,フェルナンド・メンケリーニ
Gavino Ledda,ガヴィーノ・レッダ
Giorgio Ferroni,ジョルジョ・フェローニ
Luigi Cagni (allenatore),ルイジ・カーニ
Francesco Benussi,フランチェスコ・ベヌッシ
Beatrice Adelizzi,ベアトリーチェ・アデリッツィ
Moris Carrozzieri,モリス・カロッツィエーリ
Gianluca Musacci,ジャンルカ・ムサッチ
Giancarlo Corradini,ジャンカルロ・コッラディーニ
Alessandro Calori,アレッサンドロ・カローリ
Romolo Valli,ロモロ・ヴァリ
Massimo Freccia,マッシモ・フレッチャ
Edi Orioli,エディ・オリオリ
Andrea Bertolacci,アンドレア・ベルトラッチ
Ferruccio Valcareggi,フェッルッチョ・ヴァルカレッジ
Pierfrancesco Pavoni,ピエールフランチェスコ・パボーニ
Elio Verde,エリオ・ヴェルデ
