Lionel Messi,리오넬 메시
Leopoldo Savona,레오폴도 사보나
Benedicta Boccoli,베네딕타 보콜리
Antonio Ingroia,안토니오 인그로이아
Massimo Briaschi,마시모 브리아스키
Pasquale Catalano,파스퀘일 카탈라노
Liliana Segre,릴리아나 세그레
Ennio Falco,엔니오 팔코
Giuseppe Casari,주세페 카사리
Mikelangelo Loconte,미켈란젤로 로콩테
Filippo Bottino,필리포 보티노
Piersanti Mattarella,피에르산티 마타렐라
Alberto Frison,알베르토 프리손
Alan Marangoni,앨런 마랑고니
Massimo Caprara,마시모 카프라라
Antonio Rozzi,안토니오 로치
Anna Dello Russo,안나 델로 루소
Emmanuel Cascione,엠마누엘 카시오네
Tullio Odorizzi,툴리오 오도리치
Rômulo Souza Orestes Caldeira,호물루 소우자 오레스테스 칼데라
Andrea Benelli,안드레아 베넬리
Giorgio La Malfa,조르조 라말파
Renzo Morigi,렌초 모리지
Salvatore Burrai,살바토레 부라이
Mauro Picone,마우로 피코네
Livia Giampalmo,리비아 잠팔모
Ugo Sasso,우고 삭소
Paolo Castellini,파올로 카스텔리니
Andrea Catellani,안드레아 카텔라니
Fabrizio Cacciatore,파브리치오 카치아토레
Roberto Colombo,로베르토 콜롬보
Gregorio Paltrinieri,그레고리오 팔트리니에리
Pietro Grasso,피에트로 그라소
Diego Polenta,디에고 폴렌타
Luca Di Fulvio,루카 디풀비오
Ezio Gamba,에치오 감바
Riccardo Cazzola,리카르도 카촐라
Lucia Peretti,루차 페레티
Giuseppe Sabadini,주세페 사바디니
Patrizio Sala,파트리초 살라
Giuseppe Viani,주세페 비아니
Giorgio Puia,조르조 푸이아
Fabio Rossitto,파비오 로시토
Giovanni Varglien,조반니 발리엔
Alejandro Giammattei,알레한드로 잠마테이
Daniele Paponi,다니엘레 파포니
Renato Baldini,레나토 발디니
Lucidio Sentimenti,루치디오 센티멘티
Liassine Cadamuro,리아신 카다무로벤타이바
Luciano Martino,루치아노 마르티노
Michele Soavi,미셸 소아비
Dario Compiani,다리오 콤피아니
Giancarlo Corradini,잔카를로 코라디니
Renato Chiantoni,레나토 키안토니
Vito Frazzi,비토 프라치
Andrea Consigli,안드레아 콘실리
Diego Alonso,디에고 알론소
Lionello Venturi,리오넬로 벤투리
Silvio Gava,실비오 가바
Rino Di Silvestro,리노 디실베스트로
Emiliano Alfaro,에밀리아노 알파로
Alex Cordaz,알렉스 코르다츠
Pierluigi Cera,피엘루이지 체라
Paolo Conti,파올로 콘티
George Hilton,조지 힐튼
Giuseppe Moro,주세페 모로
Vittorino Colombo,비토리노 콜롬보
Gerti Drassl,제르티 드라슬
Giacomo Albanese,자코모 알바네세
Roberto Colaninno,로베르토 콜라닌노
Nicolò Cherubin,니콜로 체루빈
Giacomo Mari,자코모 마리
Amleto Frignani,암레토 프리냐니
Luigi Simoni,루이지 시모니
Luciano Chiarugi,루차노 키아루지
Carlo Orlandi,카를로 오를란디
Margherita Granbassi,마르게리타 그란바시
Achille Piccini,아킬레 피치니
Gian Domenico Borasio,잔 도메니코 보라시오
Rosetta Tofano,로세타 토파노
Gianfranco Baldanello,잔프랑코 발다넬로
Alojz Rebula,알로이스 레불라
Renato Brunetta,레나토 브루네타
Mario Magnozzi,마리오 마뇨치
Roberto Nobile,로베르토노 빌레
Giangiacomo Guelfi,잔자코모 구엘피
Gianni Buffardi,잔니 부파르디
Fabio Sciacca,파비오 시아카
Yuri Confortola,유리 콘포르톨라
Fausto Brizzi,파우스토 브리찌
Maurizio Carnino,마우리치오 카르니노
Christian Stuani,크리스티안 스투아니
Attilio Giovannini,아틸리오 조반니니
Geppi Cucciari,제피 쿠차리
Luigi Cingolani,루이지 싱골라니
Lia Di Leo,리아 디 레오
Giorgio Avola,조르조 아볼라
Aldo Vergano,알도 베르가노
Loretta Napoleoni,로레타 나폴리오니
Gigi Ballista,지지 벨리스타
Marco Cappato,마르코 카파토
Massimo Volta,마시모 볼타
Luigi Samele,루이지 사멜레
Gino Rossetti,지노 로세티
Marco Risi,마르코 리시
Marco Serafini,마르코 세라피니
Toni Bertorelli,토니 버토렐리
Italo Viglianesi,이탈로 빌리아네시
Gian Piero Ventura,잔 피에로 벤투라
Arturo Labriola,아르투로 라브리올라
Mattia Mustacchio,마티아 무스타키오
Tazio Secchiaroli,타치오 세키아롤리
Giorgio Lamberti,조르조 람베르티
Giorgio Ferrara,조르지오 페라라
Mario Amendola,마리오 아멘돌라
Irene Pivetti,이레네 피베티
Benedetto Della Vedova,베네데토 델라베도바
Damiano Pippi,다미아노 피피
Nuto Revelli,누토 레벨리
Antonio Spallino,안토니오 스팔리노
Marco Formentini,마르코 포르멘티니
Alessia Marcuzzi,알레시아 마르쿠치
Mario Genta,마리오 젠타
Simone Vagnozzi,시모네 바뇨치
Giovanni Brusca,조반니 브루스카
Berel Lazar,베를 라자르
Maya Sansa,마야 산사
Comunardo Niccolai,코무나르도 니콜라이
Giorgia Palmas,조르지아 팔마스
Osvaldo Fattori,오스발도 파토리
Cornelio Fabro,코르넬리오 파브로
Alessio Figalli,알레시오 피갈리
Alfio Quarteroni,알피오 콰르테로니
Luigi Ciotti,루이지 초티
Gianni Munari,잔니 무나리
Massimo Gaudioso,마시모 가우디오소
Renato Villalta,레나토 빌랄타
Girolamo Giovinazzo,지롤라모 조비나초
Giuseppe Scurto,주세페 스쿠르토
Giovanni Zenatello,조반니 체나텔로
Giulio Ricciarelli,줄리오 리차렐리
Virgilio Felice Levratto,비르질리오 레브라토
Giuliano Sarti,줄리아노 사르티
Irene Vecchi,이레네 베키
Andrea De Nicolao,안드레아 데니콜라오
Mauro Numa,마우로 누마
Giulio Battiferri,줄리오 바티페리
Riccardo Schicchi,리카르도 스키키
Augusto Černigoj,아우구스트 체르니고이
Marco D'Alessandro,마르코 달레산드로
Zeffiro Furiassi,체피로 푸리아시
Silvio Longobucco,실비오 론고부코
Giovanna Casolla,조반나 카솔라
Rosanna Fratello,로산나 프라텔로
Silvia Fontana,실비아 폰타나
Enzo Moavero Milanesi,엔초 모아베로 밀라네시
Marina Lotar,마리나 헤드만
Giuliano Urbani,줄리아노 우르바니
Michaela Biancofiore,미카엘라 비안코피오레
Fiorella Mannoia,피오렐라 만노이아
Giuseppe Wilson,주세페 윌슨
Andrea Giani,안드레아 자니
Marco Giampaolo,마르코 잠파올로
Paride Tumburus,파리데 툼부루스
Davide Moro,다비데 모로
Bruno Cabrerizo,브루누 카브레리주
Mostro di Firenze,피렌체의 괴물
Sergio Gori,세르조 고리
Marco Belpoliti,마르코 벨폴리티
Franco Cristaldi,프랑코 크리스탈디
Giuseppe Spataro,주세페 스파타로
Selen,셀렌
Pierino Gabetti,피에리노 가베티
Nerio Bernardi,네리오 베르나르디
Neffa,네파
Pietro Scalia,피에트로 스칼리아
Matteo Rubin,마테오 루빈
Gillo Dorfles,질로 도르플레스
Carlo Galli,카를로 갈리
Roberto Cravero,로베르토 크라베로
Antonietta Stella,안토니에타 스텔라
Staffan de Mistura,스타판 데미스투라
Teobaldo Depetrini,테오발도 데페트리니
Ilaria Salvatori,일라리아 살바토리
Pino Maddaloni,주세페 마달로니
Giorgio Ghezzi,조르조 게치
Jeff Blynn,제프 브린
Piero Campelli,피에로 캄펠리
Carlo Pinsoglio,카를로 핀솔리오
Valentino Degani,발렌티노 데가니
Enrico Rivolta,엔리코 리볼타
Michele Camporese,미첼레 캄포레세
Andrea Meneghin,안드레아 메네긴
Silvia Mezzanotte,실비아 메짜 놋트
Daniele Zoratto,다니엘레 초라토
Annibale Frossi,안니발레 프로시
Giulio De Vita,줄리오 데 비타
Dino Ciani,디노 치아니
Benedetto Santapaola,베네데토 산타파올라
Ignacio Scocco,디오스 스코코
Riccardo Calimani,리카르도 칼리마니
Adriano Olivetti,아드리아노 올리베티
Daniele Gastaldello,다니엘레 가스탈델로
Luigi Barlassina,루이지 바를라시나
Vincenzo Amato,빈센조 아마토
Nello Musumeci,넬로 무수메치
Siro Marcellini,시로 마르첼리니
Daniele Capelli,다니엘레 카펠리
Roberto Giolito,로베르토 지올리토
Alberto Rabagliati,알베르토 라발리아티
Sofia Goggia,소피아 고자
Fabrizio Della Fiori,파브리치오 델라피오리
Adolfo Urso,아돌포 우르소
America Olivo,아메리카 올리보
Giovanni Lista,조반니 리스타
Luca Dotto,루카 도토
Giulio Migliaccio,줄리오 밀리아초
Abate Faria,파리아 신부
Marco Carraretto,마르코 카라레토
Lucia Bosetti,루차 보세티
Andrea Belicchi,안드레아 벨리키
Alessandra Bianchi,알레산드라 비앙키
Giuseppe Tatarella,주세페 타타렐라
Angelo Barbagallo,안젤로 바바갈로
Stefano Sollima,스테파노 솔리마
Alberta Ferretti,알베르타 페레티
Giuseppe Blanc,주세페 블란크
Edoardo Ballerini,에도아르도 발레리니
Alex Baresi,알렉스 바레시
Antonia Liskova,안토니아 리슈코바
Giuseppe Zanotti,쥬세페 자노티
Pinot Gallizio,주세페 피노-갈라지오
Angelo Ephrikian,안젤로 에프리키안
Edoardo Reja,에도아르도 레야
Diego Hernán Valeri,디에고 Valeri
Giuseppe Della Valle,주세페 델라 발레
Riccardo Saponara,리카르도 사포나라
Teresa Saponangelo,테레사 사포난젤로
Gianluca Litteri,잔루카 리테리
Anna Maria Tarantola,안나 마리아 타란톨라
Aldo Borgonzoni,알도 보르곤초니
Annalisa,안나리사
Clemente Mimun,클레멘테 미문
Stefano Gobbi,스테파노 곱비
Aldo Bufi Landi,알도 부피 란디
Uberto Pasolini,우베르토 파솔리니
Guglielmo Epifani,굴리엘모 에피파니
Cesare Natali,체사레 나탈리
Guido Bertolaso,귀도 베르톨라소
Tullio Carminati,털리오 카미나티
Guido Crosetto,기도 크로세토
Carlo Malinconico,카를로 말린코니코
Aldo Ermano,알도 에르마노
Antonio Latella,안토니오 레이텔라
Andrea Lazzari,안드레아 라차리
Renato Fasano,레나토 파사노
Aldo Masullo,알도 마술로
Donato Marra,도나토 마라
Davide Moscardelli,다비데 모스카르델리
Vanessa Gravina,바네사 그라비나
Alvinio Misciano,알비니오 미시아노
Adriano Pappalardo,아드리아누 파파달도
Piera Degli Esposti,피에라 델리 에스포스티
Barbara Alberti,바바라 알베르티
Vito Ciancimino,비토 찬치미노
Marco Minniti,마르코 민니티
Italo Bocchino,이탈로 보키노
Jo Prestia,조 프레스티아
Donatella Finocchiaro,도나텔라 피노키아로
Katia Bellillo,카티아 벨릴로
Vittoria Lepanto,비토리아 레판토
Amerigo Fontani,아메리코 폰타니
Matteo Setti,마테오 세티
Amedeo Trilli,아메데오 트릴리
Achille Bassi,아킬레 바시
Achille Majeroni,아킬 마제로니
Achille Marazza,아킬레 마라차
Achille Canna,아킬레 칸나
Achille Corona,아킬레 코로나
Olga Villi,올가 빌리
Ginevra Bompiani,지네브라 봄피아니
Achille Gaggia,아킬레 가자
Alessandra Facchinetti,알레산드라 파키네티
Alessandra Costanzo,알레산드라 코스탄조
Alessandra Celletti,알레산드라 첼레티
Achille Varzi,아킬레 바르치
Achille Russo,아킬레 루소
Achille Rossi,아킬레 로시
Jože Pirjevec,요제 피리에베츠
Achille Cutrera,아킬레 쿠트레라
Achille D'Aniello,아킬레 다니엘로
Andrea Bruschi,안드레아 브루 치
Fabrizio Rongione,파브리치오 론조네
Andrea Benetti,안드레아 베네티
Achille Rigamonti,아킬레 리가몬티
Andrea Bosca,안드레아 보스카
Ada Natali,아다 나탈리
Alessandra Viero,알레산드라 비에로
Carla Accardi,카를라 아카르디
Sergio Gobbi,세르지오 고비
Alessandro Baracchini,알레산드로 바라키니
Carlo Acutis,카를로 아쿠티스
Luca de Meo,루카 데 메오
Andrea Crosariol,안드레아 크로사리올
Adriana Libretti,아드리 아나리브레티
Alessandro Calza,알레산드로 칼자
Adriana Russo,아드리 아나루소
Adriano Buzzati Traverso,아드리아노 부차티트라베르소
Sebastián Cristóforo,세바스티안 크리스토포로
Grazia Maria Pinto,그라치아 마리아 핀토
Chiara Francini,끼아라 프란시니
Stefano Gentile,스테파노 젠틸레
Ettore Maria Margadonna,에토레 마르가돈나
Andrea Molesini,안드레아 몰레시니
Chiara Caselli,키아라 카셀리
Alessandro Fabbri,알레산드로 파브리
Marco Brambilla,마르코 브람빌라
Andrea Purgatori,안드레아 푸르가토리
Corrado Cagli,코라도 칼리
Corrado Tumiati,코라도 투미아티
Alessandro Genovesi,알레산드로 제노 베시
Marco Tarchi,마르코 타르키
Marco Messeri,마르코 메세리
Andrea Scanzi,안드레아 스칸치
Andrea Saccaggi,안드레아 사카지
Andrea Salerno,안드레아 살레르노
Daniel Riolo,다니엘 리올로
Cristina Acidini,크리스티나 아치디니
Andrea Tidona,안드레아 티도나
Armando Pizzinato,아르만도 피치나토
Dino Abbrescia,디노 아브레시아
Mario Giro,마리오 지로
Alessandro Sallusti,알레산드로 살루스티
Ermanno Ioriatti,에르만노 이오리아티
Alessandro Tersigni,알레산드로 테르시니
Angela Melillo,안젤라 멜릴로
Alessia Barela,알레시아 바렐라
Carmo Dalla Vecchia,카르무 달라베시아
Alessandro Vocalelli,알레산드로 보칼렐리
Angela Luce,안젤라 루체
Maurizio Micheli,마우리치오 미켈리
Eleonora Abbagnato,엘레오노라 아바냐토
Angelica Ippolito,안젤리카 이폴리토
Masolino D'Amico,마솔리노 다미코
Alberto Cairo,알베르토 카이로
Alberto Bertuzzi,알베르토 베르투치
Elisa Cegani,엘리사 체가니
Alfonsina Pieri,알폰시나 피에리
Alberto D'Aguanno,알베르토 다관노
Monica Scattini,모니카 스카티니
Luana Piovani,루아나 피오바니
Alan Ruiz,알란 루이스
Michela Rocco di Torrepadula,미켈라 로코
Esmeralda Calabria,에스메랄다 칼라브리아
Erminio Sipari,에르미니오 시파리
Nathalie Moellhausen,나탈리 모엘하우젠
Fabio Paratici,파비오 파라티치
Nina Soldano,니나 솔다도
Angelo Pasquini,안젤로 파스퀴니
Angelo Pezzana,안젤로 페차나
Alfredo Biondi,알프레도 비온디
Orlando Corradi,올랜도 코라디
Alberto Matano,알베르토 마타노
Alberto Marietta,알베르토 마리에타
Fabrizia Sacchi,파브리치아 사키
Paolo Bonaiuti,파올로 보나이우티
Fanfulla,판풀라
Paolo Guzzanti,파올로 구찬티
Alberto Simonini,알베르토 시모니니
Alberto Pirelli,알베르토 피렐리
Fulvio Tessitore,풀비오 테시토레
Angelo Sorino,안젤로 소리노
Anita Kravos,아니타 크라보스
Filippo Grandi,필리포 그란디
Anna Foglietta,안나 폴리에타
Alberto Terrani,알베르토 테라니
Francesca Testasecca,프란체스카 테스타세카
Nino Bertasio,니노 베르타시오
Anna Miserocchi,안나 미세로키
Domenico Maietta,도메니코 마이에타
Anna Cinzia Bonfrisco,안나 친치아 본프리스코
Anna Favella,안나 파벨라
Alberto Vianini,알베르토 비아니니
Anna Lina Alberti,안나 리나 알베르티
Regina Bianchi,레지나 비앙키
Anna Rita Del Piano,안나 리타 델 피아노
Renato Montalbano,레나토 몬탈바노
Renato Scarpa,레나토 스카 파
Richard Benedict,리처드 베네딕트
Francesco Giro,프란체스코 지로
Bruno Praticò,브루노 프라티코
Annagrazia Calabria,안나그라치아 칼라브리아
Annibale Bizzelli,안니발레 비첼리
Annibale Brasola,안니발레 브라솔라
Franco Ferrarotti,프랑코 페라로티
Roberta Torre,로베르타 토레
Bruno Villabruna,브루노 빌라브루나
Fulvio Roiter,풀비오 로이테르
Bruno Zuculini,브루노 수쿨리니
Arsenio Frugoni,아르세니오 푸르고니
Salvatore Argento,살바토레 아르젠토
Gabriele Dell'Otto,가브리엘레 델오토
Rosanna Carteri,로산나 카르테리
Galileo Chini,갈릴레오 키니
Filippo Boniperti,필리포 보니페르티
Antonella Casu,안토넬라 카수
Gabriele Basilico,가브리엘레 바실리코
Wilma Goich,윌마 고이크
Camilla Diana,카밀라 다이애나
Gastón Silva,가스톤 실바
Camillo Ripamonti,카밀로 리파몬티
Candida Morvillo,칸디다 모르빌로
Cesare Mirabelli,체사레 미라벨리
Cesare Pisoni,체사레 피소니
Gianni Romoli,지아니 로밀리
Gianluigi Braschi,잔루이지 브라스키
Antonello Morroni,안토넬로 모로니
Checco Zalone,케코 찰로네
Gilberto Benetton,길베르토 베네톤
Cesare Veneziani,체사레 베네치아니
Cesare Vivaldi,체사레 비발디
Cesare Viviani,체사레 비비아니
Cesare Volpato,체사레 볼파토
Attilio Bolzoni,아틸리오 볼조니
Carlo Anti,카를로 안티
Attilio da Empoli,아틸리오 다엠폴리
Chiara Frugoni,키아라 프루고니
Augusto Cavadi,아우구스토 카바디
Attilio Pratella,아틸리오 프라텔라
Augusto Rangone,아우구스토 랑고네
Carlo Arnaudi,카를로 아르나우디
Giovanni Becatti,조반니 베카티
Augusto Zucchi,아구스토 주치
Cinico Angelini,치니코 안젤리니
Christiane Filangieri,크리스티안 필리건에리
Antonio Campo Dall'Orto,안토니오 캄포 달오르토
Carlo Dell'Aringa,카를로 델라린가
Daniele Pecci,다니엘레 페치
Clara Moroni,클라라 모로니
Antonio Cifariello,안토니오 치파리엘로
Aurora Ruffino,아우로라 루피노
Claudia Pandolfi,클라우디아 판돌피
Barbara Mussio,바르바라 무시오
Barbara Cupisti,바바라 커피스티
Claudia Zanella,클라우디아 자넬라
Claudia Potenza,클라우디아 포텐차
Barbara Bonansea,바르바라 보난세아
Barbara Tabita,바바라 타비타
Barbara Palombelli,바르바라 팔롬벨리
Danilo D'Ambrosio,다닐로 담브로시오
Beatrice Lorenzin,베아트리체 로렌친
Antonio Maria La Pergola,안토니오 마리오 라페르골라
Antonio Maccanico,안토니오 마카니코
Claudio Cupellini,클라우디오 쿠펠리니
Claudio Ermelli,클라우디오 에르멜리
Carlo Masi,카를로 마시
Benedetto Casillo,베네데토 카실로
Daria Bignardi,다리아 비냐르디
Claudio Gioè,클라우디오 조에
Bella Starace Sainati,벨라 스타라체 사이나티
Benedetta Mazzini,베네데타 마치니
Dario Buzzolan,다리오 부조란
Dario Cantarelli,다리오 칸타렐리
Dario Antoniozzi,다리오 안토니오치
Dario Ballantini,다리오 발란티니
Dario Bandiera,다리오 반데라
Claudio Moneta,클라우디오 모네타
Claudio Rinaldi,클라우디오 리날디
Claudio Pasqualin,클라우디오 파스콸린
Beppe Convertini,베페 콘베르티니
Carlo Pelanda,카를로 펠란다
Claudio Zuliani,클라우디오 출리아니
Bernardino Nogara,베르나르디노 노가라
David Parenzo,다비드 파렌초
Clelia Matania,클레리아 마타냐
Umberto Merlin,움베르토 메를린
Clemente Rebora,클레멘테 레보라
Carlo Sbordone,카를로 스보르도네
Concita De Gregorio,콘치타 데그레고리오
Bernardo Mattarella,베르나르도 마타렐라
Antonio Pierfederici,안토니오 피에르페데리치
Davide Devenuto,다비데 데베누토
Davide Iacopini,다비데 이아코피니
Colapesce,콜라페셰
Sarah Felberbaum,세라 펠버바움
Biagio Pelligra,비아지오 펠리그라
Carlo Verdelli,카를로 베르델리
Concetto Marchesi,콘체토 마르케시
Davide Rondoni,다비데 론도니
Bianca Pitzorno,비안카 피초르노
Antonio Santori,안토니오 산토리
Cloe Elmo,클로에 엘모
Bice Biagi,비체 비아지
Carlo Virzì,카를로 비르치
Corrado Michelozzi,코라도 미켈로치
Bindo Maserati,빈도 마세라티
Davide Garbolino,데이비드 가르 볼 리노
Davide Gavazzi,다비데 가바치
Dea Garbaccio,데아 가르바초
Debora Serracchiani,데보라 세라키아니
Bice Valori,비체 발로리
Corrado Racca,코라도 라카
Cosetta Greco,코세타 그레코
Cosima Coppola,코시마 코폴라
Brigitta Boccoli,브리지타 보콜리
Carmen Scivittaro,카르멘 시비타로
Carmine Di Giandomenico,카르미네 디잔도메니코
Armando Angelini,아르만도 안젤리니
Costanza Caracciolo,코스탄자 카라치올로
Armando Falconi,아르만도 팔코니
Cecilia Dazzi,체칠리아 다치
Dimartino,디마르티노
Armando Migliari,아르만도 밀리아리
Bruno Carotenuto,브루노 카로테누토
Cristina Grado,크리스티나 그라도
Bruno Campanella,브루노 캄파넬라
Cesara Buonamici,체사라 부오나미치
Bruno Corazzari,브루노 코라자리
Dino Sarti,디노 사르티
Dalmazio Masini,달마치오 마시니
Bruno Contrada,브루노 콘트라다
Dino Ziglio,디노 칠리오
Dria Paola,드리아 파올라
Dora Calindri,도라 칼린드리
Daniela Conti,다니엘라 콘티
Divino Otelma,디비노 오텔마
Enrico Crispolti,엔리코 크리스폴티
Dušan Jelinčič,두샨 옐린치치
Bruno Mellano,브루노 멜라노
Daniela Goggi,다니엘라 고지
Enrico Deaglio,엔리코 데알리오
Daniela Virgilio,다니엘라 비질 리오
Edmondo Cirielli,에드몬도 치리엘리
Enrico Gasbarra,엔리코 가스바라
Fabio De Luigi,파비오 드 루이지
Fabio Gallia,파비오 갈리아
Flora Carabella,플로라 카라벨라
Fabio Massimo Cacciatori,파비오 마시모 카치아토리
Edoardo Pesce,에도아르도 페셰
Edoardo Stoppa,에도아르도 스토파
Enrico Magenes,엔리코 마제네스
Enrico Mentana,엔리코 멘타나
Enrico Mutti,엔리코 무티
Fabio Morrone,파비오 모로네
Franca Scagnetti,프란카 스카그네티
Edy Vessel,에디 베셀
Franca Tamantini,프란카 타만티니
Fabio Ravezzani,파비오 라베차니
Francesca Chillemi,프란체스카 킬레미
Egidio Sterpa,에지디오 스테르파
Francesca Inaudi,프란체스카 이나우디
Enrico Piaggio,엔리코 피아조
Francesca Salvalajo,프란체스카 살발라요
Elena Fabrizi,엘레나 파브리치
Fabrizio Cicchitto,파브리치오 치키토
Dominik Fischnaller,도미니크 피슈날러
Elena Barolo,엘레나 바롤로
Fabrizio Corona,파브리지오 코로나
Enrico Viarisio,엔리코 비아리시오
Francesco Facchinetti,프란체스코 파키네티
Francesca Vettori,프란체스카 베토리
Elena Cotta,엘레나 코타
Fabrizio Saccomanni,파브리치오 사코만니
Fabrizio Rondolino,파브리치오 론돌리노
Fabrizio Gifuni,파브리치오 지푸니
Francesco Belsito,프란체스코 벨시토
Eleonora Pedron,엘레오노라 페드론
Elenoire Casalegno,엘레노이레 카살레뇨
Enzo Cerusico,엔조 세루시코
Elido Fazi,엘리도 파치
Fausto Cigliano,파우스토 칠리아노
Enzo Monteleone,엔조 몬텔레오네
Fatima Trotta,파티마 트로타
Fausto Pepe,파우스토 페페
Francesco Giavazzi,프란체스코 자바치
Enzo Salvi,엔조 살비
Francesco Carnelutti,프란세스코 카르넬루티
Fausto Guerzoni,포스토 구에르조니
Francesco Magnanelli,프란체스코 마냐넬리
Federica Dassù,페데리카 다수
Elio De Capitani,엘리오 드 카피타니
Federica Nargi,페데리코 나르기
Federica Panicucci,페데리카 파니쿠치
Federica Pontremoli,페데리카 폰트레몰리
Federica Sciarelli,페데리카 시아렐리
Frank Matano,프랑크 마타노
Elisa Isoardi,엘리사 이소아르디
Federica Mogherini,페데리카 모게리니
Elisabetta Gardini,엘리사베타 가르디니
Federica Vincenti,페데리카 빈첸티
Erasmo Recami,에라스모 레카미
Elisabetta Pozzi,엘리사베타 포치
Elisabetta Terabust,엘리사베타 테라부스트
Gabriele Paonessa,가브리엘레 파오네사
Elisabetta Gregoraci,엘리사벳타 그레고리라시
Francesco Musotto,프란체스코 무소토
Elsa Merlini,엘사 메를리니
Ernesto Bonino,에르네스토 보니노
Emanuela Rossi,에마누엘라 로시
Emanuela Pacotto,에마누엘라 파코토
Elémire Zolla,엘레미레 촐라
Gaetano Barbareschi,가에타노 바르바레스키
Gabriella Pession,가브리엘라 페션
Ernesto Mahieux,에르네스토 마히스
Gabriella Giammanco,가브리엘라 잠만코
Eros Galbiati,에로스 갈리아티
Ernesto Maserati,에르네스토 마세라티
Federico Vespa,페데리코 베스파
Emanuele Fiano,에마누엘레 피아노
Gaetano Dentamaro,가에타노 덴타마로
Felice Mariani,펠리체 마리아니
Francesco Scianna,프란체스코 시안나
Felice Evacuo,펠리체 에바쿠오
Gaetano Quagliariello,가데타노 콸리아리엘로
Gaetano Giuliano,가에타노 줄리아노
Francesco Signori,프란체스코 시뇨리
Esterino Montino,에스테리노 몬티노
Gaetano Gifuni,가에타노 지푸니
Gaetano Miccichè,가에타노 미치케
Gaia Bolognesi,가이아 볼로네시
Emilio De Marchi,에밀리오 드 마치
Ettore de Conciliis,에토레 데콘칠리스
Ettore Maserati,에토레 마세라티
Galatea Ranzi,갈라테아 란치
Emilio Veratti,에밀리오 베라티
Franco Coop,프랑코 코프
Emma Morano,엠마 모라노
Emilio Sereni,에밀리오 세레니
Franco Calamandrei,프랑코 칼라만드레이
Gea Riva,제아 리바
Ferruccio de Bortoli,페루초 데보르톨리
Filippo Candio,필리포 칸디오
Emma Danieli,엠마 다니엘리
Enrica Fico,엔리카 안토니오니
Gennaro Cassiani,젠나로 카시아니
Franco Giacobini,프랑코 지아코비니
Gennaro Nunziante,젠나로 눈치안테
Geno Pampaloni,제노 팜팔로니
Enrica Pintore,엔리카 핀토레
Gerardo Bianco,제라르도 비앙코
Georgia Luzi,조지아 루지
Ezio Carabella,에치오 카라벨라
Filippo Scicchitano,필리포 스 치치 타노
Germana Pasquero,제르마나 파스케로
Ghemon,게몬
Fabio Beltram,파비오 벨트람
Fiorentino Sullo,피오렌티노 술로
Franco Piersanti,프랑코 피어산티
Germano Bellavia,제르마노 벨라비아
Ezio Vigorelli,에치오 비고렐리
Franco Pastorino,프랑코 파스토리노
Gianguido Baldi,잔귀도 발디
Giorgio Lupano,조르지오 루파노
Gianfranco Rosi,잔프랑코 로시
Gianluca Iacono,지안루카 라코노
Gianluca Buonanno,잔루카 부오난노
Fiorella Mari,피오렐라 마리
Gianluca Coci,잔루카 코치
Gianluca Maria Tavarelli,지안루카 마리아 타바렐리
Gherardo Gossi,게라르도 고시
Flavio Cattaneo,플라 비오 카타 네오
Gianluca Sansone,지안루카 산소네
Gianmarco Tognazzi,지안마르코 토나치
Gianluigi Paragone,잔루이지 파라고네
Franco Sportelli,프랑코 스포르텔리
Giacomo Ferrari,자코모 페라리
Gisella Monaldi,지셀라 모날디
Franco Urru,프랑코 우루
Giacomo Mancini,자코모 만치니
Gianna Gancia,잔나 간차
Franz Di Cioccio,프란츠 디 시오치오
Giacomo Sedati,자코모 세다티
Giorgio Prosperi,조르조 프로스페리
Giulia Gatto-Monticone,줄리아 가토몬티코네
Giorgio Squinzi,조르조 스퀸치
Giulia Elettra Gorietti,줄리아 엘레트라 고리에티
Giorgio Seveso,조르조 세베소
Gianni Cuperlo,잔니 쿠페를로
Gianni Dal Maso,잔니 달마소
Gianni De Magistris,잔니 데마지스트리스
Giulia Lazzarini,줄리아 라차리니
Fulvio Mingozzi,풀비오 민고지
Furio Meniconi,푸리오 메니코니
Giampaolo Calanchini,잠파올로 칼란키니
Giampiero Mughini,잠피에로 무기니
Gabriele Calindri,가브리엘레 칼린드리
Giovanna Botteri,조반나 보테리
Giampiero Boneschi,잠피에로 보네스키
Giovanni Alberti,조반니 알베르티
Gian Filippo Corticelli,지안 필리포 코르티 첼리
Giampiero Ingrassia,잠피에로 인그라시아
Giulio Donnini,줄리오 돈니니
Giulio Bedeschi,줄리오 베데스키
Giuseppe Pierozzi,주세페 피에로치
Giuseppe Pignatone,주세페 피냐토네
Giuseppe Porelli,주세페 포렐리
Gian Francesco Giudice,기안 쥬디스 (Gian Giudice)
Gianvito Misuraca,잔비토 미수라카
Giuseppe Romita,주세페 로미타
Giancarlo Basili,지안카를로 바실리
Giovanni Battista Bertone,조반니 바티스타 베르토네
Gigi Sammarchi,지지 삼마르키
Giancarlo Giammetti,잔카를로 잠메티
Gigino Battisti,지지노 바티시
Giuseppe Scopelliti,주세페 스코펠리티
Giovanni Bianconi,조반니 비안코니
Giancarlo Flati,Giancarlo Flati
Giuseppe Averardi,주세페 아베라르디
Giancarlo Ligabue,잔카를로 리가부에
Gilda Giuliani,길다 줄리아니
