大圍站,大囲駅
南京红山森林动物园,紅山森林動物園
中车南京浦镇车辆,中国中車南京浦鎮車輛
天水圍游泳池,天水囲遊泳池
太和镇·(广州市),太和鎮
石藥集團,石薬集団
天水圍公園,天水囲公園
大塘街道·(广州市),大塘街道
十里河站·(北京市),十里河駅
石榴庄站,石榴荘駅
石家庄铁道大学,石家荘鉄道大学
屯門新市鎮,屯門ニュータウン
上海当代艺术博物馆,上海当代美術博物館
建设街道·(广州市),建設街道
北岛·(西沙群岛),ノース島・(西沙諸島)
北京街道·(广州市),北京街道
农林街道,農林街道
华乐街道,華楽街道
沙坪坝站,沙坪垻駅
市中心站·(香港),市中心駅
通让铁路,通譲線
中国美术馆站,中国美術館駅
国家重点学科,国家重点学科
南翔饅頭店,南翔饅頭店
中华人民共和国国防动员法,国防動員法
深圳新鹏城足球俱乐部,四川九牛足球倶楽部
水门机场,水門飛行場
水师营街道,水師営
顺驰桥站,順馳橋駅
四川轻化工大学,四川軽化工大学
昆明地铁6号线,昆明軌道交通6号線
临汾尧都机场,臨汾喬李空港
北京地铁7号线,北京地下鉄7号線
北京地铁19号线,北京地下鉄19号線
广州地铁9号线,広州地下鉄9号線
广州地铁7号线,広州地下鉄7号線
留园,留園
韶山南站,韶山南駅
山西菜,山西料理
什刹海站,什刹海駅
裸官,裸官
南昌西站,南昌西駅
暮云街道,暮雲街道
將軍澳隧道,将軍澳トンネル
小号手·(品牌),トランペッター・(企業)
真光女書院,真光女書院
乡镇企业,郷鎮
上海无轨电车,上海トロリーバス
西塱站,西ロウ駅
西钓鱼台站,西釣魚台駅
太子道,太子道・(香港)
辽阳站,遼陽駅
辽中站,遼中駅
丽香铁路,麗香線
中国科学院大学,中国科学院大学
辽宁工程技术大学,遼寧工程技術大学
济南无轨电车,済南トロリーバス
海麗邨,海麗邨
六榕街道,六榕街道
光塔街道,光塔街道
石圍角邨,石囲角邨
嫩林铁路,嫩林線
新城市廣場,ニュータウンプラザ
民工,民工
澳門培正中學,マカオ培正中学
人事档案,檔案
蒲黄榆站,蒲黄楡駅
人民街道·(广州市),人民街道
西门口站·(广州),西門口駅・(広州市)
中国科学院新疆天文台,新疆天文台
新疆体育中心,新疆体育中心
北京朝阳站,北京朝陽駅
西塔街,西塔・(瀋陽市)
中央企业,中央企業
南山寺·(漳州),南山寺・(漳州市)
双古堆遗址,双古堆漢簡
東涌灣,東涌湾
厦门北站,廈門北駅
襄渝铁路,襄渝線
北大嶼山公路,北ランタオ公路
字林大楼,ノースチャイナ・デイリー・ニューズビル
南华大学·(湖南),南華大学・(中国)
青岛北站,青島北駅
青年路站·(北京市),青年路駅・(北京市)
青海民族大学,青海民族大学
青龙桥西站,青龍橋西駅
亚星客车,揚州亜星
怡和街,怡和街
宜昌东站,宜昌東駅
湘南學院,湘南学院
湘潭大学,湘潭大学
南陽郡,南陽郡
973计划,973計画
中華人民共和國物權法,中華人民共和国物権法
同和街道·(广州市),同和街道
嘉禾街道·(广州市),嘉禾街道
均禾街道,均禾街道
华东师范大学第二附属中学,華東師範大学第二附属中学
泥洼站,泥窪駅
金普站,普湾駅
宁波工程学院,寧波工程学院
东湖公园·(深圳市),東湖公園
沧州雄狮足球俱乐部,石家荘永昌足球倶楽部
东湖,東湖
东山街道·(广州市),東山街道
中南民族大学,中南民族大学
海怡半島站,海怡半島駅
广济南路站,広済南路駅
华南农业大学,華南農業大学
亚龙湾,亜龍湾
北京地铁燕房线,北京地下鉄燕房線
港青基信書院,港青基信書院
雅鲁河,雅魯河
创维集团,スカイワース
海天中轉大樓,スカイピア
京溪街道,京渓街道
粤语,粤語
畹町镇,畹町鎮
中國吸菸問題,中華人民共和国の喫煙
中国人民武装警察部队雪豹突击队,雪豹突撃隊
抢夺罪,ひったくり
学则路站,学則路駅
望京站·(铁路),望京駅・(中国国鉄)
潯峰崗站,潯峰崗駅
许昌东站,許昌東駅
南京五台山体育中心,南京五台山体育センター
港灣數字,港湾数字
远洋国际中心站,遠洋国際中心駅
元和郡县志,元和郡県志
员村站,員村駅
有道,有道・(ポータルサイト)
澶州,澶州
北江区,北江区
齐齐哈尔南站,チチハル南駅
中车戚墅堰机车,中国中車戚墅堰機車
千岛湖事件,千島湖事件
乔家大院,喬家大院
潜江站,潜江駅
中國旺旺,中国旺旺
威红铁路,威紅線
窩打老道,ウォータールー・ロード・(香港)
武九铁路,武九線
津山铁路,津山線・(中国)
常州大学,常州大学
碧塔海,碧塔海
扬州大学,揚州大学
烟台大学,煙台大学
杨箕站,楊箕駅
阳安铁路,陽安線
黃埔站·(香港),黄埔駅・(香港)
屈地街,屈地街
南方科技大學,南方科技大学
东北电力大学,東北電力大学
青田石,青田石
置地廣塲,ザ・ランドマーク
衛奕信徑,ウィルソン・トレイル
亚洲沃德兰游乐园,ワンダーランド・アミューズメント・パーク
卧龙寺,臥竜寺
长春大房身机场,長春大房身国際空港
黃竹坑站,黄竹坑駅
巫峡,巫峡
祁華路站,祁華路駅
青岛农业大学,青島農業大学
上海市青浦监狱,上海青浦刑務所
奇虎360,奇虎360
铜车马,銅車馬
青岛滨海学院,青島濱海学院
音悦Tai,音悦Tai
营口东站,営口東駅
南湖·(长春),南湖公園・(長春市)
長山群島,長山群島
长城航空·(宁波),長城航空・(寧波)
中国光大集团,中国光大グループ
宣城郡,宣城郡
熙州·(北宋),熙州・(甘粛省)
濮阳郡,濮陽郡
濠州,濠州
狼孟县,狼孟県
片仔癀,片仔癀
牂州,牂州
渔山列岛,漁山列島
雲麓站,雲麓駅
云南中医药大学,雲南中医薬大学
云台山,雲台山・(河南省)
滇缅铁路,滇緬線
裕彤体育场,裕彤国際体育中心
西明寺·(西安),西明寺・(西安市)
西康铁路,西康線
红寺堡区,紅寺堡区
成都地铁3号线,成都地下鉄3号線
前锋区,前鋒区
白云鄂博矿区,バヤンオボー鉱区
大瓦窑站,大瓦窯駅
长安铃木,長安スズキ
大井站,大井駅・(北京市)
大庆站,大慶駅・(黒龍江省)
慈寿寺站,慈寿寺駅
张郭庄站,張郭荘駅
辽宁师范大学附属中学,遼寧師範大学附属中学
园博园站·(北京市),園博園駅・(北京市)
郭庄子站·(北京市),郭荘子駅
氹仔客運碼頭,タイパ・フェリーターミナル
幕府山,幕府山
翟州,禧州
竟陵郡,竟陵郡
笼州,籠州
中国地图出版集团,中国地図出版社
内蒙古东四盟市,東四盟
筠州·(唐朝),筠州
端州·(古代),端州
阅江楼·(南京),閲江楼
圓洲角,圓洲角
屿东城站,嶼東城駅
通北县,通北県
遂州,遂州
邕州,邕州
宪州,憲州
尹湾汉墓简牍,尹湾漢簡
岷州,岷州
屯州,屯州
山东工业大学,山東工業大学
元朗平原,元朗平原
徐家汇藏书楼,徐家匯蔵書楼
珠江路站·(南京地铁),珠江路駅・(南京市)
中兴站·(凤城市),中興駅・(遼寧省)
惠州·(北宋),恵州
德州扒鸡,徳州扒鶏
麥理浩徑,マクリホース・トレイル
章武郡,章武郡
离山县,離山県
枣庄站,棗荘駅
樟木头站,樟木頭駅
张掖站,張掖駅
肇东站,肇東駅
广西人民出版社,広西人民出版社
廓州·(北周),廓州
博格达山,ボゴダ山
沈吉铁路,瀋吉線
2022年亞洲運動會,2022年アジア競技大会
中国（珠海）国际打印耗材展览会,RemaxAsia・Expo
泉州站,泉州駅
旺角電腦中心,旺角電脳中心
施州,施州
文楼村,文楼村
新城郡·(曹魏),新城郡・(湖北省)
新野郡,新野郡
於潜县,於潜県
昆明世界园艺博览园,昆明世界園芸博覧園
新巴郡,新巴郡
船政學堂,船政学堂
女皇銀禧紀念盃,クイーンズシルヴァージュビリーカップ
曲阜东站,曲阜東駅
渣打銀行大廈·(香港),スタンダードチャータード銀行ビル
德蘭中學,セントテレサ中学校
醉翁亭,醉翁亭
左江,左江
国家体育总局,国家体育総局
藏传佛教活佛转世管理办法,国家宗教事務局令第5号
国家中医药管理局,国家中医薬管理局
国家国防科技工业局,国家国防科技工業局
国家海洋局,国家海洋局
睦州·(浙江省),睦州・(浙江省)
益阳奥林匹克公园,益陽オリンピック・スポーツセンター・スタジアム
中国科学院水生生物研究所,武漢水生生物研究所
武汉体育学院,武漢体育学院
武汉长江大桥,武漢長江大橋
武汉音乐学院,武漢音楽学院
何文田站,何文田駅
隰州·(隋朝),隰州
雅州,雅州
雋州,雋州
闽州,閩州
雷州·(古代),雷州
潮州·(古代),潮州
澄城郡,澄城郡
鄱阳郡,鄱陽郡
里耶秦简,里耶秦簡
重庆市人民大礼堂,人民大礼堂
鄯州,鄯州
鄂州·(古代),鄂州
放鹤亭·(徐州),放鶴亭・(徐州市)
中华人民共和国国防部部长,中華人民共和国国防部部長
戎州,戎州
乌石镇·(湘潭县),烏石鎮
振州,振州
鄜州,鄜州
慈州·(唐朝),慈州・(唐)
郯县,郯県
亳州·(古代),亳州
仁州,仁州
临平区,臨平区
晋原郡,晋原郡
居住证制度,暫住制度
魏州,魏州
鹿回头,鹿回頭公園
鸿胪井,鴻臚井
鲁州·(隋朝),魯州
高阳郡·(东汉),高陽郡・(中国)
鳳凰山漢墓簡牘,江陵鳳凰山漢簡
高凉郡·(东汉),高涼郡
桂州,桂州
高平郡·(西晉),高平郡・(西晋)
石油路站,石油路駅
高唐州,高唐州
浙江农林大学,浙江農林大学
浙江理工大学,浙江理工大学
郑州东站,鄭州東駅
中南财经政法大学,中南財経政法大学
满洲里站,満洲里駅
凤上铁路,鳳上線
弘州,弘州
甘肃人民出版社,甘粛人民出版社
盐州·(陕西省),塩州
电子工业出版社,電子工業出版社
留县,留県
班氏县,班氏県
略阳郡,略陽郡
天榮站,天栄駅
侯馬盟書,侯馬盟書
晋康郡·(东晋),晋康郡
普救寺,普救寺
佛山西站,仏山西駅
霍尔果斯市,コルガス市
芝州·(唐朝),芝州
莫州,莫州
荣宝斋,栄宝斎
莎泉县,莎泉県
莫西县,莫西県
芳州,芳州
顺圣县,順聖県
青龙寺·(西安市),青龍寺・(西安市)
韶州,韶州
面的,麺的
昆山站,崑山駅
乌将铁路,烏準線
漢中郡,漢中郡
则天庙,則天廟
清昭陵,昭陵・(清)
沟海铁路,溝海線
一塌糊涂BBS,一塌糊塗BBS
西山會議,西山会議派
2006年世界棒球經典賽中華台北代表隊,2006・ワールド・ベースボール・クラシック・チャイニーズタイペイ代表
双流体育中心,双流体育中心
万达广场·(中国),万達広場
唐山站,唐山駅
进贤县,進賢県
安邑縣,安邑県・(塩湖区)
三沙永兴机场,永興島空港
罗县,羅県
老舍茶馆,老舎茶館
香港仔魚類批發市場,香港仔魚類卸売市場
顿丘郡,頓丘郡
大坪站,大坪駅
大学城站·(重庆市),大学城駅・(重慶市)
小什字站,小什字駅
较场口站,較場口駅
K561/562次列车,T261/262次列車
T47/48次列车,T47/48次列車
Z117/118次列车,Z117/118次列車
Z264/265、Z266/263次列车,Z264/265・Z266/263次列車
T17/18次列车,T17/18次列車
三星镇·(金堂县),三星鎮・(金堂県)
顯徑站,顕径駅
耀州·(唐朝),耀州・(陝西省)
绣州,繡州
美原县,美原県
D313/314次列车,東方・(列車)
361度,361度
36氪,36Kr
4652/4653、4654/4651次列车,4652/4653・4654/4651次列車
洋州,洋州
洛达庙遗址,洛達廟遺跡
三林站,三林駅
洺州,メイ州
三林东站,三林東駅
呷哺呷哺,呷哺呷哺
洪化县,洪化県
萬泉縣,万泉県
洪济桥·(南浔镇),洪済橋
剧阳县,劇陽県
勤州,勤州
黄明·(1957年),黄明
北京航空航天大学出版社,北京航空航天大学出版社
龚州,龔州
龙州·(四川),竜州・(四川省)
胡杨河市,胡楊河市
兰陵郡,蘭陵郡
华中科技大学出版社,華中科技大学出版社
十大名寺,十大名寺
渭州·(北魏),渭州
海上世界,海上世界
深州·(古代),深州
济南外国语学校,済南外国語学校
香港公共房屋,香港の公営住宅
上禅堂,上禅堂
三河岛,三河島・(天津市)
南锣鼓巷,南鑼鼓巷
Z211/212次列车,Z63/64次列車
Z69/70次列车,新疆旅遊号
T8701/8702次列车,T8701/8702次列車
Z40/41、Z42/39次列车,Z40/41・Z42/39次列車
落馬洲花園,落馬洲公園
虔州,虔州
蒙州·(唐朝),蒙州・(広西)
蒲州·(北周),蒲州・(山西省)
虢州,虢州
蓬州,蓬州
蔡州·(隋朝),蔡州・(河南省)
麟州·(开元),麟州・(神木市)
謝朓樓,謝朓楼
三锹乡,三鍬郷
永平郡,永平郡
殷州·(隋朝),殷州・(河南省)
江南機器製造總局,江南機器製造総局
武英殿,武英殿
黄州·(隋朝),黄州・(古代)
黎州·(北周),黎州・(四川省)
蒙古語族群,モンゴル系民族
龙湾,竜湾
黃埔海軍學校,黄埔海軍学校
三竈島萬人墳,三竃島
三祖寺,三祖寺
和谐3C型电力机车,中国国鉄HXD3C型電気機関車
上虎牙岛,北小島・(沖縄県石垣市久場島付近)
牛角沱站,牛角沱駅
Z17/18次列车,Z1/2次列車
2022年冬季残疾人奥林匹克运动会,2022年北京パラリンピック
薄熙来事件,薄熙来事件
1955年12月14日日食,1955年12月14日の日食
赤背北岛,北小島・(沖縄県石垣市大正島付近)
淯州·(淯陽郡),淯州
上河口站,上河口駅
D19/20次列车,Z19/20次列車
Z9/10次列车,Z9/10次列車
D23/24次列车,Z23/24次列車
海山县,海山県
海之韵公园,海之韻公園
原州·(北魏),原州
台州·(武德),台州・(浙江省)
上海东方汇理银行大楼,旧インドシナ銀行上海支店ビル
广仁王庙,広仁王廟
2003年西北大学反日风波,西安留学生寸劇事件
诸县,諸県
譯林出版社,訳林出版社
豳州·(西魏),豳州
江汉道,江漢道
沅州,沅州
泉州县,泉州県
汲郡,汲郡
中国人民解放军国防大学军事文化学院,中国人民解放軍国防大学軍事文化学院
K9795/9796次列车,K9795/9796次列車
K9797/9798次列车,K9797/9798次列車
K27/28次列车,K27/28次列車
K23/24次列车,K23/24次列車
商州·(北周),商州
同州,同州
善會·(慈善團體),善堂
三阳路站,三陽路駅
K19/20次列车,ボストーク・(列車)
Hao123,Hao123
海平县·(南梁),海平県
海州·(东魏),海州・(江蘇省)
D1/2次列车,T1/2次列車
K7023/7024次列车,K7023/7024次列車
北京地铁SFM05型电动车组,北京地下鉄SFM05型電車
三山五园,三山五園
K3/4次列车,K3/4次列車
上海人民公园,人民公園・(上海)
上海中医药大学,上海中医薬大学
上海交通大学安泰经济与管理学院,上海交通大学・安泰経済与管理学院
上封寺,上封寺
上海大场机场,上海大場空港
上海国际礼拜堂,上海国際礼拝堂
梧州·(古代),梧州
桓都县,桓都県
梁水郡,梁水郡
中国—巴西关系,中国とブラジルの関係
梅坎铁路,梅坎線
梓州,梓州
梅地亞中心,北京メディアセンター
横州·(唐朝),横州
西和县第一中学,西和県第一中学
亚洲公路14号线,アジアハイウェイ14号線
石桥铺站,石橋鋪駅
两路口站,両路口駅
一德路站,一徳路駅
一面山站,一面山駅
蜀道,蜀道の険
衢州·(古代),衢州
襄城郡·(隋朝),襄城郡
东来顺,東来順
一步跨,一歩跨
中和镇·(浏阳市),中和鎮・(瀏陽市)
万柳车辆段,万柳車両基地
万山站,万山駅
东陆路站,東陸路駅
万利·(黎树),大慶・(黎樹)
万乐站,万楽駅
下马塘站,下馬塘駅
大东海,大東海
云南陆军讲武堂,雲南陸軍講武堂
恩光堂,恩光堂・(成都市)
中国围棋棋王戰,棋王戦・(中国)
中国围棋甲级联赛,中国囲棋甲級リーグ戦
壁州,壁州
中国共产党第十三届中央委员会第四次全体会议,中国共産党第十三期中央委員会第四回全体会議
东湖站·(广州),東湖駅・(広州市)
中国股票市场,中国株
东华理工大学,東華理工大学
东北林业大学,東北林業大学
七千人大会,七千人大会
七号街站,七号街駅
中国四大名园,中国四大名園
七塔寺,七塔寺
中国人民解放军陆军第七十七集团军,第13集団軍
中流砥柱,中流砥柱
长沙航空职业技术学院,長沙航空職業技術学院
上海游泳馆站,上海遊泳館駅
上海街,上海街
太极宫,太極宮
中国2010年上海世界博览会日本产业馆,日本産業館
中国中央电视台中视购物频道,CCTV-中視購物
中国中央电视台国防军事频道,CCTV-7
重庆中国三峡博物馆,重慶中国三峡博物館
会议中心站·(大连市),会議中心駅・(大連市)
东湖塘镇,東湖塘鎮・(寧郷市)
中南林业科技大学,中南林業科技大学
中华门站,中華門駅
中卫站,中衛駅
中华圣公会救主堂,中華聖公会救主座堂
东兰路站,東蘭路駅
东中街站,東中街駅
东风11G型柴油机车,中国国鉄東風11G型ディーゼル機関車
东风乡·(炎陵县),東風郷・(炎陵県)
三家店站,三家店駅
中国戏曲学院,中国戯曲学院
中国国家铁道试验中心（东郊分院）,中国国家鉄道試験中心
万宝镇·(娄底市),万宝鎮
中日经济高层对话,日中経済ハイレベル対話
中日關於全面推進戰略互惠關係的聯合聲明,戦略的互恵関係
中街站,中街駅
中国光大银行,中国光大銀行
南京传媒学院,南京伝媒学院
中国共产党代表团梅园新村纪念馆,梅園新村紀念館
中国共产党山东省委员会,中国共産党山東省委員会
中国人民解放军上将,上将・(中国人民解放軍)
中华人民共和国人事部,中華人民共和国人事部
中华人民共和国军事,中華人民共和国武装力量
中华人民共和国信息产业部,中華人民共和国情報産業部
中华人民共和国农垦部,中華人民共和国農墾部
金鑫街站,金鑫街駅
中国国际动漫节,中国国際動漫節
中国少年儿童出版社,中国少年児童出版社
中国地理学会·(北京),中国地理学会・(北京)
中国菜,中華料理
中华人民共和国劳动和社会保障部,中華人民共和国労働社会保障部
丰沙铁路,豊沙線
李克强政府,李克強内閣
中华人民共和国刑法,中華人民共和国刑法
中华人民共和国农牧渔业部,中華人民共和国農牧漁業部
龍星戰·(中國),竜星戦・(中国)
中国铁道科学研究院,中国鉄道科学研究院
三墩镇·(杭州市),三墩鎮・(杭州市)
伊林站,伊林駅
七莘路站,七莘路駅
宁浦郡,寧浦郡
七连屿,七連嶼
东瓯,東甌
东平山站,東平山駅
东川铁路,東川線
中国电建,中国電力建設
乌有之乡,烏有之郷
乌拉盖河,ウルゲン川
东富站,東富駅
中國夢,中国の夢
国家会展中心（上海）,国家会展中心・(上海)
仁寿寺·(佛山),仁寿寺
仁丽铁路,仁麗線
中国电影股份,中国電影
中央大街,中央大街
中央门街道,中央門街道
中央大街站·(沈阳市),中央大街駅・(瀋陽市)
丹水池站,丹水池駅・(武漢地下鉄)
丰州·(内蒙古自治区),豊州・(内モンゴル自治区)
丰广站,豊広駅
丰双铁路,豊双線
乌拉部故城,烏拉部故城
乐坪街道,楽坪街道
乐安江,楽安河
中华人民共和国外交部驻香港特别行政区特派员公署,外交部駐香港特派員公署
临江门站,臨江門駅
中寨镇·(新晃县),中寨鎮
中华人民共和国铁路事故列表,中華人民共和国の鉄道事故
中国超级计算机,中国のスーパーコンピュータ
中国铁路乌鲁木齐局集团,中国鉄路ウルムチ局集団有限公司
中国航天科工集团,中国航天科工集団
丹大城际铁路,丹大都市間鉄道
丹州,丹州
临湖禅院,臨湖禅院
人民出版社,人民出版社
人和镇·(广州市),人和鎮
京张城际铁路,京張都市間鉄道
京信通信,京信通信
丹口镇,丹口鎮
仙林中心站,仙林中心駅
会子,会子
义安郡,義安郡
伽藍七堂,七堂伽藍
人民北路站,人民北路駅
人民邮电出版社,人民郵電出版社
人民教育出版社,人民教育出版社
乌尤寺,烏尤寺
九章群礁,ユニオン堆
云锦路站·(上海市),雲錦路駅・(上海市)
云锦路站·(南京地铁),雲錦路駅・(南京市)
云门山大觉禅寺,雲門寺・(広東省)
南昆客运专线,南昆旅客専用線
倪家桥站,倪家橋駅
佛山地铁3号线,仏山地下鉄3号線
佛山地铁2号线,仏山地下鉄2号線
九一三事件,林彪事件
九·一八历史博物馆,九・一八歴史博物館
修水,修水
侯古堆一号墓,侯古堆1号墓
仙林站,仙林駅
体育西路站,体育西路駅
体育中心站·(广州地铁),体育中心駅・(広州市)
体育场站·(西安),体育場駅
何叔衡故居,何叔衡故居
仙霞古道,仙霞古道
仙鹤门站,仙鶴門駅
丽水学院,麗水学院
丽江站,麗江駅
义乌国际商贸城,義烏国際商貿城
介州,介州
兴化禅寺,興化禅寺
云麓宫,雲麓宮
五团镇,五団鎮
保工街站,保工街駅
二台子站,二台子駅
保安州·(元朝),保安州・(河北省)
佛图关站,仏図関駅
二七路站,二七路駅
云居山,雲居山
云峰北街站,雲峰北街駅
偃师商城遗址,偃師商城遺跡
重庆工商大学站,五公里駅
九台站,九台駅
儒林镇·(城步苗族自治县),儒林鎮
伊加铁路,伊加線
于洪广场站,于洪広場駅
佳富铁路,佳富線
从化温泉,従化温泉
净业寺·(终南山),浄業寺
五方礁,ジャクソン礁
六盘水站,六盤水駅
六福集團,六福集団
净土寺·(应县),浄土寺・(山西省)
光孝寺·(莆田),光孝寺・(莆田市)
光明路站,光明路駅
光孝寺·(泰州),光孝寺・(泰州市)
亚沟站,亜溝駅
亚复站,亜復駅
兰蓉乡,蘭蓉郷
交通学院站,交通学院駅
凭祥站,憑祥駅
五常站·(哈尔滨市),五常駅
六间房,6.cn
六顶山古墓群,六頂山古墓群
兰州轨道交通,蘭州軌道交通
兰亭集势,LightInTheBox
兰棱站,蘭棱駅
兰州轨道交通1号线,蘭州軌道交通1号線
中国铁路兰州局集团,中国鉄路蘭州局集団有限公司
兰中城际铁路,蘭中都市間鉄道
凤凰街道·(南京市),鳳凰街道・(南京市)
凉伞镇,涼傘鎮
关东局,関東局
勒加洲,勒加洲
交通传习所,交通伝習所
兆丰路站,兆豊路駅
八·一八松花江沉船事故,八・一八松花江客船沈没事故
兩彈一星,両弾一星
凤凰光学,鳳凰光学
五里河公园,五里河公園
中国女子围棋甲级联赛,中国女子囲棋甲級リーグ戦
克拉玛依油田,カラマイ油田
中车北京二七机车,北京二七軌道交通装備
凤凰城站·(辽宁省),鳳凰城駅
凤凰县沱江大桥垮塌事故,沱江大橋
关于建国以来党的若干历史问题的决议,建国以来の党の若干の歴史問題についての決議
关口街道,関口街道
刘台子遗址,劉台子遺跡
刘家河站,劉家河駅
关村坝站,関村壩駅
关门山·(本溪),関門山・(本渓市)
包山楚簡,包山楚簡
化城寺,化城寺
包西铁路,包西線
兴国禅寺,興国寺・(千仏山)
九龙山站·(河北省),九龍山駅・(河北省)
刘雷,劉雷
凤鸣镇·(内江市),鳳鳴郷・(内江市)
凤鸣乡·(宣汉县),鳳鳴郷・(宣漢県)
凤鸣乡·(雅安市),鳳鳴郷・(雅安市)
北京语言大学出版社,北京語言大学出版社
北京第一实验小学,北京第一実験小学校
北京服装学院,北京服装学院
北京市新闻媒体列表,北京の報道メディアの一覧
兴安岭站,興安嶺駅
刘少奇故居,劉少奇故居
十方堂,十方堂
前门区,前門区
前門大街,前門大街
升仙湖站,昇仙湖駅
五龙背站,五龍背駅
兴工街道·(大连市),興工街道
兴工街站,興工街駅
兴庆宫,興慶宮
华亭寺,華亭寺
华侨路街道,華僑路街道
北京大学出版社,北京大学出版社
北京地下直径线,北京地下直径線
南市区·(上海市),南市区・(上海市)
十三号街站,十三号街駅
前抚铁路,前撫線
北京西郊機場,北京西郊空港
医大一院站,医大一院駅
医大二院站·(哈尔滨),医大二院駅
北华大学,北華大学
兴隆街道·(南京市),興隆街道
八里岗遗址,八里崗遺跡
华清宫遗址,華清宮
华数集团,華数集団
华西坝站,華西壩駅
北京路站·(广州),北京路駅
内人党事件,内モンゴル人民革命党粛清事件
北京道1號,1ペキンロード
台州列岛,台州列島
南市场站,南市場駅
南州·(黔中道),南州
南广铁路,南広線
北京铁路西北环线,北京北西環状線
通州北关站,通州北関駅
北京铁路管理学校,北京鉄道管理学校
南日镇,南日島
华东师范大学出版社,華東師範大学出版社
利济北路站,利済北路駅
千佛崖石窟·(南京),棲霞山石窟
历经铺街道,歴経鋪街道
北大街站,北大街駅
台湾银行大楼·(上海),台湾銀行上海支店ビル
原平站,原平駅
南方报业传媒集团,南方報業伝媒集団
劳动公园·(大连),労働公園
华夏中路站,華夏中路駅
厦门翔安国际机场,廈門翔安国際空港
动力区,動力区
北京市第五十五中学,北京市第五十五中学
南京地铁3号线,南京地下鉄3号線
南京地铁5号线,南京地下鉄5号線
南京地铁4号线,南京地下鉄4号線
南京地铁9号线,南京地下鉄9号線
南京地铁S5号线,寧揚城際軌道交通
南京地铁14号线,南京地下鉄14号線
南京地铁7号线,南京地下鉄7号線
南京地铁8号线,南京地下鉄8号線
南京地铁12号线,南京地下鉄12号線
吉舒站,吉舒駅
吉首大学,吉首大学
南沙客运港站,南沙客運港駅
双凫铺镇,双鳧鋪鎮
南汾州,汾州・(隋)
双江乡·(娄底市),双江郷
双江口镇,双江口鎮
吴郡,呉郡
南苑街道·(南京市),南苑街道
吴家屯站,呉家屯駅
双沙铁路,双沙線
同德街道,同徳街道
叶赤铁路,葉赤線
叶集区,葉集区
同福西站,同福西駅
同济大学第一附属中学,同済大学第一附属中学
吉舒铁路,吉舒線
南芬站,南芬駅
南苑航空学校,南苑航空学校
南翔站·(京沪铁路),南翔駅・(中国国鉄)
双闸街道,双閘街道
反黨小說《劉志丹》案,反党小説劉志丹事件
南昌地铁3号线,南昌地下鉄3号線
中国铁路南昌局集团,中国鉄路南昌局集団有限公司
厦门地铁,廈門軌道交通
厦门高崎站,廈門高崎駅
友谊路站·(武汉地铁),友誼路駅・(武漢市)
南京中医药大学,南京中医薬大学
励志社旧址,励志社
南京地铁13号线,南京地下鉄13号線
南京地铁11号线,南京地下鉄11号線
北黑铁路,北黒線
北戴河办公制度,北戴河会議
南禪寺·(無錫),南禅寺・(無錫市)
北林站,北林駅
北极村,北極村
合肥南站,合肥南駅
吉兰泰盐湖,ジランタイ塩湖
合肥轨道交通1号线,合肥軌道交通1号線
合肥轨道交通2号线,合肥軌道交通2号線
双屿港,双嶼
南仓站·(天津市),南倉駅・(天津市)
南京栖霞山长江大桥,南京棲霞山長江大橋
南台寺,南台寺・(湖南省)
南坪站,南坪駅
吉林动画学院,吉林動画学院
吉林北站,吉林北駅
南稍门站,南稍門駅
南通文庙,南通文廟
后封台站,後封台駅
吉林站,吉林駅
吐鲁番站,トルファン駅
南宁东站,南寧東駅
中国铁路南宁局集团,中国鉄路南寧局集団有限公司
南宋御街,南宋御街
南宁轨道交通,南寧軌道交通
南安郡·(东汉),南安郡
宋六陵,南宋の六陵
南定州,鬱州
南京都市圈,南京都市圏
南京田家炳高级中学,南京市田家炳高級中等学校
南麂列岛,南麂島
双桂堂,双桂堂
吉珲客运专线,吉琿旅客専用線
北盛镇,北盛鎮
双桥站·(中国铁路),双橋駅・(中国国鉄)
南豫州·(刘宋),南豫州
卧里屯站,臥里屯駅
南大寺站,南大寺駅
南大仙林校区站,南大仙林校区駅
南锣鼓巷站,南鑼鼓巷駅
地藏寺·(福州市),地蔵寺・(福州市)
南阳站·(河南省),南陽駅
南防铁路,南防線
中国铁路呼和浩特局集团,中国鉄路フフホト局集団有限公司
和凤镇,和鳳鎮
和兴路站,和興路駅
启工街站,啓工街駅
后母戊鼎,后母戊鼎
古城车辆段,古城車両基地
四川金强蓝鲸篮球俱乐部,四川金強藍鯨籃球倶楽部
四川长江职业学院,四川長江職業学院
坳上镇·(靖州县),坳上鎮
长沙市周南中学,長沙市周南中学
喻家坳乡,喩家坳郷
嘉峪关站,嘉峪関駅
嘉兴大学,嘉興学院
嘉兴圣母显灵堂,嘉興天主教堂
四惠车辆段,四恵車両基地
四川农业大学,四川農業大学
周家站,周家駅
哈密站,ハミ駅
哈大铁路,哈大線
哈佳铁路,哈佳線
哈克站,哈克駅
咸阳文庙,咸陽文廟
周河遗址,周河遺跡
周水子站,周水子駅
四号街站,四号街駅
四公里站,四公里駅
四台子站,四台子駅
卫星广场站,衛星広場駅
均州城,均州
坊州,坊州
地藏寺·(长春),地蔵寺・(長春市)
大埠桥街道,大埠橋街道
大堡子镇·(靖州县),大堡子鎮
大堰村站,大堰村駅
大屯站,大屯駅
