Tokyo,東京
Irisuna Jima,入砂島
Iriomote Jima,西表島
Iō Zen,医王山
Inubori Bana,犬堀鼻
Ino Se,猪ノ瀬
Inamuraga Saki,稲村ヶ崎
Inami,印南町
Imadomari,今泊
Ikuchi Jima,生口島
Ikino Shima,壱岐島
Ikei Shima,伊計島
Ikeda,池田町
Iizuna Yama,飯縄山
Iiyama,飯山
Iijima,飯島
Gusuku-yama,城山
Iide San,飯豊山
Iheya-shima,伊平屋島
Ieshima Shotō,家島諸島
Hyō Ko,瓢湖
Hiyajō,ヒヤジョウ
Hotaka Yama,武尊山
Origami Bana,折紙鼻
Fukaji Shima,外地島
Hōdatsu Zan,宝達山
Hisaka Jima,久賀島
Hisai-motomachi,久居元町
Hirao,平尾
Hirado Shima,平戸島
Hinokage,日之影町
Himimachi,比美町
Higashi,粟国村
Hidega Saki,火出崎
Katsuren-heshikiya,勝連平敷屋
Heichi Jima,平市島
Henza Jima,平安座島
Hegura Jima,舳倉島
Hedo Misaki,辺戸岬
Heda,戸田
Hatsujō,波津城
Hashirajima,柱島
Hashira Jima,柱島
Hashiragadake Hana,柱ヶ岳鼻
Hanamure Yama,花牟礼山
Hamahiga Shima,浜比嘉島
Haku San,はくさん
Hakata-ekimae,博多駅前
Hagachi Zaki,波勝崎
Hato Misaki,波戸岬
Gyodo Zaki,行当岬
Gushichan,具志頭
Gotō Rettō,五島列島
Gongen Bana,権現鼻
Gomadan Zan,護摩壇山
Goken Zan,五剣山
Gokanoshō,ごかのしょう
Ginoza,宜野座
Gishi,宜次
Geruma Jima,慶留間島
Genkai Jima,げんかいじま
Garan Dake,伽藍岳
Kamoda Misaki,蒲生田岬
Gaja-shima,臥蛇島
Futtsu Misaki,フッツミサキ
Futenma,普天間
Futamata Shima,ふたまたしま
Futama Jima,二間島
Futago San,両子山
Futago Jima,フタゴジマ
Fushiki-minatomachi,伏木港湊町
Zamami,座間味
Furukawa,飛騨市
Funa Jima,船島
Fukushima Gata,福島潟
Fukumitsu,福光
Tōyō,東陽
Fuden Saki,筆ん崎
Eshiro Yama,えしろやま
Edateku Jima,枝手久島
Deba Jima,出羽島
Daitō Shotō,大東諸島
Daishi Zaki,大師崎
Daisen Zan,大川山
Daikon Jima,大根島
Datefu Zaki,ダテフザキ
Chōjaga Saki,ちょうじゃがさき
Chōjaga Hana,長者鼻
Chiwakachō,チワカチョウ
Chiringa Shima,知林ヶ島
Chino Saki,乳ノ崎
China,知名
Noto Jima,能登島
Abu,阿武町
Yamashita Ike,山下池
Ie,伊江村
Tokyo National Museum,東京国立博物館
Tamagawa Noge Park,野毛公園
Kinkaku-ji,金閣寺
Kiyomizu-dera,清水寺
Kasumigaura,かすみがうら市
Kamisu,神栖
Minamiashigara,南足柄
Kashiba,香芝
Musashimurayama,武蔵村山
Higashiyamato,東村山
Misato,三郷
Suzu,珠洲
Kasuga,春日市
Iheya,伊平屋
Kunigami,国頭村
Uruma,うるま市
Sanmu,山武
Tamura,田村
Kumano,熊野市
Nasukarasuyama,那須烏山
Komagane,駒ヶ根市
Isumi,いすみ
Yachiyo,八千代
Tomisato,富里市
Ōshū,奧州
Omaezaki,御前崎
Nikaho,にかほ
Daisen,大仙市
Oga,男鹿
Tsugaru,つがる
Aisai,あいさいし
Motosu,本巣
Sado,佐渡
Tainai,胎内
Abura Saki,油崎
Takada-matsubara Kōen,高田松原公園
Fukuyoshi Danchi,ふくよしだんち
Suzukake Danchi,すずかけだんち
Matsushima,松島
Ō Hama,大浜
Kurumi Hama,クルミハマ
Marukibashi,まるきばし
Ōmori Yama Kōen,大森山公園
Shiohiki Gata,シオヒキガタ
Yabase Undō Kōen,ヤバセウンドウコウエン
Me Gata,女潟
Kenritsu Koizumi Gata Kōen,県立小泉潟公園
O Gata,おがた
Senshū Kōen,せんしゅうこうえん
Hitotsumori Kōen,ヒトツモリコウエン
Tegatayama Danchi,手形山団地
Ōtaki Yama Shizen Kōen,大滝山自然公園
Koshiasobishita Nagane Kōen,コシアソビシタナガネコウエン
Ichikawa Suisan Kakō Danchi,イチカワスイサンカコウダンチ
Tagadai Danchi,多賀台団地
Momoishi Kōgyō Danchi,百石工業団地
Kikyōno Kōgyō Danchi,ききょうのこうぎょうだんち
Ichō Kōen,イチョウコウエン
Yamagata Kaikon,やまがたかいこん
Kita Inter Kōgyō Danchi,きたいんたーこうぎょうだんち
Nanbu Yama Kenkō Undō Kōen,なんぶやまけんこううんどうこうえん
Tatenodai Danchi,タテノダイダンチ
Tateno Kōen,たてのこうえん
Hibarino Kōen,ヒバリノコウエン
Jizōtai Kōgyō Danchi,ジゾウタイコウギョウダンチ
Onsen Kōen,おんせんこうえん
Arao Ko,あらおこ
Naruko Kōen,鳴子公園
Minamihara Kaitaku,ミナミハラカイタク
Maemori Kaikon,前森開墾
Keiryū Kōen,けいりゅうこうえん
Arao Kohan Kōen,あらおこはんこうえん
Hikarigaoka Danchi,ヒカリガオカダンチ
Akita Kōgyō Danchi,秋田工業団地
Yuzhno-Kurilsk Mendeleyevo Airport,メンデレーエフ空港
Yamoto kaihin ryokuchi,やもとかいひんりょくち
Saigyō Modoshi no Matsu,サイギョウモドシノマツ
Burevestnik Airport,ブレヴェスニク空港
Rishiri Town,利尻町
Hanano Ko,ハナノコ
Nijino Ko,ニジノコ
Shwōadaira Danchi,ショウワダイラダンチ
Rokuman Tai,ロクマンタイ
Senjōjiki,千畳敷
Ōtakayama Sōgō Kōen,オオタカヤマソウゴウコウエン
Inakadate,田舎舘
Daibutsu Kōen,大仏公園
Shiro Iwa Shinrin Kōen,シロイワシンリンコウエン
Shigabō Shinrin Kōen,シガボウシンリンコウエン
Toyama Danchi,とやまだんち
Ikeda,池田
Umeda,梅田
Ide,井出
Torikai,鳥飼
Tashima,田島
Arae,荒江
Fukushige,福重
Nata,奈多
Kasumigaoka,香住ケ丘
Chihaya,千早
Hiemachi,比恵町
Nagatoro,長瀞
Izumizaki,泉崎
Sakamotomachi-ayugaeri-ni,坂本町鮎帰に
Sakamotomachi-ayugaeri-ho,サカモトマチアユガエリホ
Mae-kō,まえこう
Mae-otsu,まえおつ
Mae-hei,万江丙
Sakamotomachi-fukami-ro,坂本町深水ろ
Sakamotomachi-ayugaeri-ha,坂本町鮎帰は
Sakamotomachi-ayugaeri-i,さかもとまちあゆがえりい
Sakamotomachi-ayugaeri-ro,坂本町鮎帰ろ
Yamada-kō,山田甲
Yamada-bo,山田戊
Kō,甲
Yunokawa Kaitaku,湯野川開拓
Niida Chiku Kōgyō Danchi,二井田地区工業団地
Tatsumi Danchi,たつみ団地
Natane Yama Undō Kōen,長根山運動公園
Futatsuyama Sōgō Kōen,フタツヤマソウゴウコウエン
Keijō Kōen,ケイジョウコウエン
Takadate Kōen,高館公園
Tateishi Kaitaku,建石開拓
Kikugaoka Undō Kōen,きくがおかうんどうこうえん
Yogoshiyama Morikōen,よごしやまもりこうえん
Kujino Hama,久慈ノ浜
Gappo Kōen,がっぽこうえん
Katashina,片品村
Hakuba,白馬村
Isen,伊仙
Fukuoka Castle ruins,福岡城
Kinukasayama Kōen,衣笠山公園
Hayama-sakurayama Danchi,葉山桜山団地
Nangō Kaminoyama Kōen,南郷上ノ山公園
Kamakura Zushi Highland,鎌倉逗子ハイランド
Kamakura Chūō Kōen,鎌倉中央公園
Ōnamino Ike,大浪池
Misasa,三朝
Oshino,忍野村
Fujikura Danchi,フジクラダンチ
Uchinotai Saikōchi,ウチノタイサイコウチ
Sakuranbo Danchi,さくらんぼ団地
Chausuyama Kōen,ちゃうすやまこうえん
Ōwani Ajara Kōen,おおわにあじゃらこうえん
Nagabashiri Fūketsu Kōzan Shokubutsu Gunraku,ナガバシリフウケツコウザンショクブツグンラク
Ōmori Jūtaku,大森住宅
Nagamori Jūtaku,ナガモリジュウタク
Shiroyama Kōen,しろやまこうえん
Keio University,慶應義塾大学
International Stadium Yokohama,横浜国際総合競技場
Aoba Ko,あおばこ
Inokashira Kōen,いのかしらこうえん
Hatsudai,初台
Tsugaru Nakasato Shizen Kansatsu Kyōikurin,ツガルナカサトシゼンカンサツキョウイクリン
Ōsawanai Tameike Kōen,オオサワナイタメイケコウエン
Kawakura Kaitaku,かわくらかいたく
Takagi Danchi,たかぎだんち
Hanawa Tsutsumi Hanashōbu Gunraku,はなわつつみはなしょうぶぐんらく
Hanamaki Daiichi Kōgyō Danchi,ハナマキダイイチコウギョウダンチ
Hasnamaki Daini Kōgyō Danchi,花巻第二工業団地
Hijōno Undō Kōen,ヒジョウノウンドウコウエン
Kita Kōgyō Danchi,きたこうぎょうだんち
Kitakami Kōgyō Danchi,北上工業団地
Gotōno Kōgyō Danchi,後藤野工業団地
Matoba,的場
Hanamaki Kōiki Kōen,はなまきこういきこうえん
Rikujō Jieitai Hirosaki Enshūjō,りくじょうじえいたいひろさきえんしゅうじょう
Iwaki San Sōgō Kōen,いわきさんそうごうこうえん
Suzuka Circuit,鈴鹿サーキット
Furusato Hamanasu Kōen,ふるさとはまなすこうえん
Satsukigaoka Danchi,サツキガオカダンチ
Shimin no Mori Kōen,市民の森公園
Kanaya Kōgyō Danchi,金矢工業団地
Minami Sōgō Undō Kōen,みなみそうごううんどうこうえん
Ogawara Ko Kōen,小川原湖公園
Jūni Ko,ジュウニコ
Nakano Umi,ナカノウミ
Mayoga Tai Shizen Kyūyō Rin,マヨガタイシゼンキュウヨウリン
Nogiwa Ko,のぎわこ
Nogiwa Kōen,ノギワコウエン
Tamamatsudai,たままつだい
Nanbu Kōgyō Danchi,南部工業団地
Sōgō Ryūtsū Danchi,総合流通団地
Hiraoka Danchi,ひらおかだんち
Aomori Shi Seibu Kōgyō Danchi,アオモリシセイブコウギョウダンチ
Rikujō Jieitai Kotani Enshūjō,リクジョウジエイタイコタニエンシュウジョウ
Terayashiki Tai,てらやしきたい
Ō Tai,おおたい
Shimoshita Tai,しもしたたい
Oinonagane,狼野長根
Shimoyu-heisei Ko,シモユヘイセイコ
Gōshizawa Kinen Kōen,ごうしざわきねんこうえん
Lion Iwa Kōen,ライオンイワコウエン
Mae Gata,前潟
Ushiro Kata,後潟
Kawabe Kōgyō Danchi,かわべこうぎょうだんち
Kitamiya Danchi,キタミヤダンチ
Otomachi Danchi,音町団地
Kikuchi Kōen,菊池公園
Hayama Danchi,ハヤマダンチ
Asahi Danchi,アサヒダンチ
Shichijōmachi Kōgyō Danchi,シチジョウマチコウギョウダンチ
Abumida Jūtaku,あぶみだじゅうたく
Tabaruzaka New Town,田原坂ニュータウン
Tsuru Danchi,つるだんち
Shirakawadai Danchi,しらかわだいだんち
Shimizugaoka Danchi,しみずがおかだんち
Kitaoka Shizen Kōen,きたおかしぜんこうえん
Kumamotojō Kōen,クマモトジョウコウエン
Suizenji-ezuko Kōen,スイゼンジエヅココウエン
Kumamotoshi Dōshokubutsuen,くまもとしどうしょくぶつえん
Kumamoto Sōgō Kōgyō Danchi,クマモトソウゴウコウギョウダンチ
Nakatsugi Danchi,なかつぎだんち
Iage Danchi,井揚団地
Kogashimo Danchi,古閑下団地
Kitanomaru Kōen,北の丸公園
Ueno Onshi Kōen,上野恩賜公園
Tokyo Disney Land,東京ディズニーランド
Iwatsuki Bunka Kōen,岩槻文化公園
Kawadōri Kōen,川通公園
Minuma Shizen Kōen,見沼自然公園
Akigase Kōen,アキガセコウエン
Sakurasō Kōen,桜草公園
Minamiurawa Danchi,南浦和団地
Toyofuku Danchi,豊福団地
Ryōnakama Danchi,両仲間団地
Uchiurayama Kenmin no Mori,内浦山県民の森
Musashigaoka Danchi,武蔵ヶ丘団地
Suginamiki Kōen,すぎなみきこうえん
Hikari Danchi,ひかりだんち
Shinohara Enchi,篠原園地
Yokohama Dōbutsu no Mori Kōen,ヨコハマドウブツノモリコウエン
Kodomo Shizen Kōen,こどもしぜんこうえん
Fueda Kōen,笛田公園
Yokohama Shizen Kansatsu no Mori,横浜自然観察の森
Maioka Kōen,まいおかこうえん
Harajuku Danchi,はらじゅくだんち
Chūshō Kigyō Kōgyō Danchi,中小企業工業団地
Koraki Kōen,くらきこうえん
Tomioka Sōgō Kōen,とみおかそうごうこうえん
Nagahama Kōen,ナガハマコウエン
Kanazawa Shizen Kōen,金沢自然公園
Nojima Kōen,のじまこうえん
Kanazawa Kōgyō Danchi,かなざわこうぎょうだんち
Umino Kōen,海の公園
Negishi Shinrin Kōen,根岸森林公園
Yamate Kōen,やまてこうえん
Yokohamakō Symbol Tower,横浜港シンボルタワー
Yamashita Kōen,やましたこうえん
Honmoku Shimin Kōen,ホンモクシミンコウエン
Honmoku Sanchō Kōen,ホンモクサンチョウコウエン
Hodogaya Kōen,ホドガヤコウエン
Yokohamashi Jidō Yūenchi,よこはましじどうゆうえんち
Mitsuzawa Kōen,三ツ沢公園
Kishine Kōen,キシネコウエン
Shimin Fureai Kōen,市民ふれあい公園
Futtsu Minato Kōen,富津みなと公園
Futtsu Kōen,富津公園
Shimizugaoka Kōen,シミズガオカコウエン
Nogeyama Kōen,のげやまこうえん
Rinkō Park,りんこうぱーく
Tokiwa Kōen,ときわこうえん
Sodegaura Kaihin Kōen,そでがうらかいひんこうえん
Sodegaura Kōen,そでがうらこうえん
Jagatani Kōen,じゃがたにこうえん
Nukamine Danchi,糠峯団地
Meishihama Kōgyō Danchi,メイシハマコウギョウダンチ
Mizunokita Kōgyō Danchi,みずのきたこうぎょうだんち
Takahama Kōgyō Danchi,高浜工業団地
Futamado Danchi,二間戸団地
Shimin no Mori,シミンノモリ
Ōsaki Kōen,オオサキコウエン
Saiko-dōman Green Park,彩湖道満グリーンパーク
Aokimachi Kōen,青木町公園
Green Center Kōen,グリーンセンター公園
Uchimaki Kōgyō Danchi,内牧工業団地
Jōgashima Kōen,ジョウガシマコウエン
Nagai Uminote Kōen,ながいうみのてこうえん
Kannonzaki Kōen,カンノンザキコウエン
Iriyamazu Kōen,不入斗公園
Ōyama Zaki,オオヤマザキ
Hiyoshigaoka Danchi,ヒヨシガオカダンチ
Akebono Danchi,あけぼの団地
Kumamoto Chūkaku Kōgyō Danchi,熊本中核工業団地
Kurumagaeri Bokuya,クルマガエリボクヤ
Nishinokubo Kōen,西の久保公園
Hirose Kōen,広瀬公園
Namikigaoka Danchi,なみきがおかだんち
Yoshimuta Kōgen Kankō Nonbirimura,よしむたこうげんかんこうのんびりむら
Tenjin Hara,テンジンハラ
Kumamoto-minami Kōgyō Danchi,くまもとみなみこうぎょうだんち
Ōya Nohara,オオヤノハラ
Rikujō Jieitai Ōya Nohara Enshūjō,リクジョウジエイタイオオヤノハラエンシュウジョウ
Hanashi Hara,放原
Higotai Kōen,ひごたいこうえん
Sakuragaoka Danchi,さくらがおかだんち
Ushibuka Kōen,うしぶか公園
Fujikyū Highland,富士急ハイランド
Motoyoyogichō,元代々木町
Toyone,豊根村
Tsushima,対馬市
Kashiko Island,賢島
Aka,赤
Kenebetsu,こうくうじえいたいけねべつひこうじょう
Mishimamura Satsuma Iojima,さつまいおうじまひこうじょう
Ryugasaki,リュウガサキヒコウジョウ
Sakae Kōgyō Danchi,栄工業団地
Sakae Onsen Danchi,栄温泉団地
Kōshi Kōgyō Danchi,こうしこうぎょうだんち
Honbetsu Kasen Ryokuchi,本別河川緑地
Honbetsu Kōen,ほんべつこうえん
Yoshitsune Kōen,よしつねこうえん
Satomigaoka Kōen,里見が丘公園
Shimotobushi,しもとぶし
Wakaba Kōen,わかば公園
Nijūisseikino Mori,２１世紀の森
Chimikeppu Yachō Kōen,チミケップ野鳥公園
Kashiwagaoka Kōen,かしわがおかこうえん
Asahigaoka Kōen,あさひがおかこうえん
Fureai Park,フレアイパーク
Kiyose,清瀬
Makubetsu Smile Park,マクベツスマイルパーク
Donguri Kōen,どんぐり公園
Tokachi Ecology Park,十勝エコロジーパーク
Kiyomigaoka Kōen,清見ヶ丘公園
Ikigaino Oka,いきがいのおか
Apoi Sanroku Shizen Kōen,アポイ山麓自然公園
Jōba Kōen,じょうばこうえん
Sarabetsu Country Park,サラベツカントリーパーク
Akenogaoka Kōen,あけのがおかこうえん
Nagawa,長和町
Nabeta Danchi,鍋田団地
Kodainomori,古代の森
Tsuru Danchi,つるだんち
Mitake,三岳
Komagaoka Kōen,コマガオカコウエン
Chanai Gen’ya,茶内原野
Meiji Kōen,明治公園
Konan,コナン
Nenohi Kōen,ネノヒコウエン
Ayamegahara,あやめがはら
Yushima,油子間
Shiobukima,潮吹間
Zenibako,ゼニバコ
Miyazono Kōen,みやぞのこうえん
Kohoku,こほく
Beppo Kōen,ベッポコウエン
Shinrin Kōen,シンリンコウエン
Beppo Shagekijō,ベッポシャゲキジョウ
Bon’onneushi,ボンオンネウシ
Kushiro-shibecha Ryokuchi,クシロシベチャリョクチ
Tsurugadai Kōen,つるがだいこうえん
Hokkaidō Kyōiku Daigaku,ほっかいどうきょういくだいがく
Yanagimachi Kōen,ヤナギマチコウエン
Tarō Ko,たろうこ
Jirō Ko,次郎湖
Penketō,ぺんけとー
Kushishiro Kōgyō Danchi,釧白工業団地
Kushiroshi Tanchōzuru Shizen Kōen,くしろしたんちょうづるしぜんこうえん
Yamahana Kōen,やまはなこうえん
Shunkushitakara Ko,シュンクシタカラコ
Techno Resesarch Park,テクノリサーチパーク
Aso Farm Land,阿蘇ファームランド
Nomigane Kōen,野見金公園
Bunka no Mori,ぶんかのもり
Ōtaki Kenmin no Mori,大多喜県民の森
Dōtei Ko,どうていこ
Lake Woods Himeharu no Sato,レイクウッズヒメハルノサト
Mobara Kōgyō Danchi,モバラコウギョウダンチ
Chōsei no Mori Kōen,チョウセイノモリコウエン
Mobara Kōen,モバラコウエン
Chōnan Kōgyō Danchi,長南工業団地
Hamajuku Danchi,浜宿団地
Dōmeki Kōen,ドウメキコウエン
Toriko Kōgyō Danchi,鳥子工業団地
Kawahara Danchi,カワハラダンチ
Nishiawakura,西粟倉村
Utsukushigaoka-nishi Kōen,うつくしがおかにしこうえん
Kiyota-minami Kōen,キヨタミナミコウエン
Tamagawa Daishibashi Ryokuchi,タマガワダイシバシリョクチ
Tsukisamu Kōen,月寒公園
Nishioka Kōen,にしおかこうえん
Rikujō Jieitai Makomanai Chūtonchi Shagekijō,りくじょうじえいたいまこまないちゅうとんちしゃげきじょう
Nakajima Kōen,なかじまこうえん
Ōdōri Kōen,おおどおりこうえん
Asahiyama Kinen Kōen,あさひやまきねんこうえん
Bankei Shimin no Mori,バンケイシミンノモリ
Maruyama Kōen,マルヤマコウエン
Sōen Fureai Kōen,桑園ふれあい公園
Hiraoka Kōen,平岡公園
Koshimizu Gensei Kaen,こしみずげんせいかえん
Okhotsk Kōen,おほーつくこうえん
Lakeside Park,レイクサイドパーク
Notoro Kōgyō Danchi,ノトロコウギョウダンチ
Tondennomori Kōen,とんでんのもりこうえん
Kitami High Tech Park,きたみはいてくぱーく
Nokkeushi Kōen,ノッケウシコウエン
Kaoryanse Kōen,カオリャンセコウエン
Tokiwa Kōen,常盤公園
Mokkō Danchi,木工団地
Tōryō Kōen,東陵公園
Miyama Kōen,美山公園
Midorigaoka Kōen,緑ヶ丘公園
Bifuka Island,びふかあいらんど
Fūreppu Gen’ya,ふうれっぷげんや
Otoshibe Gen’ya,おとしべげんや
Otchishi Gen’ya,おっちしげんや
Rucharu Hara,るちゃるはら
Chūsei Shiseki Kōen,中世史跡公園
Sakuragaoka Kōen,さくらがおかこうえん
Nozomigaoka Shinrin Kōen,ノゾミガオカシンリンコウエン
Yumenomori Kōen,ユメノモリコウエン
Maruyama Kōen,マルヤマコウエン
Sōgenno Mori,ソウゲンノモリ
Inase Leisure Land,イナセレジャーランド
Tomariba,とまりば
Rausu Ko,ラウスコ
Chinishibetsu Ko,知西別湖
Shari Chōmin Kōen,斜里町民公園
Ikushina Gensei Kaen,イクシナゲンセイカエン
Toyoni Ko,とよにこ
Shakunage Kōen,しゃくなげこうえん
Maruyama Kōen,マルヤマコウエン
Daimaruyama Shinrin Kōen,ダイマルヤマシンリンコウエン
Seaside Park Hiroo,シーサイドパークヒロオ
Futago Yama,双子山
Hakodate Football Park,はこだてふっとぼーるぱーく
Hakodate Rinkū Kōgyō Danchi,はこだてりんくうこうぎょうだんち
Hakodate Kōen,函館公園
Motomachi Kōen,元町公園
Chiyogadai Kōen,千代台公園
Ōkawa Kōen,オオカワコウエン
Shōwa Kōen,ショウワコウエン
Dōnan Shikinomori Kōen,ドウナンシキノモリコウエン
Urarokushibetsu,ウラロクシベツ
Shiroishi Kōen,白石公園
Nesaki Kōen,根崎公園
Hakodateshi Shimin no Mori,ハコダテシシミンノモリ
Shikabe Kōen,しかべこうえん
Rikujō Jieitai Komagatake Enshūjō,りくじょうじえいたいこまがたけえんしゅうじょう
Ōnuma Kōen,オオヌマコウエン
Hokkō Kōen,ほっこうこうえん
Uenkotan,ウエンコタン
Miyanomori Kōen,みやのもりこうえん
Kazenooka Kōen,風の丘公園
Unimaru Kōen,うにまる公園
Tamaura-kaitaku,球浦開拓
Hikatadomari,ひかたどまり
Ō Ma,おおま
Tengaimata,テンガイマタ
Nakazaki Danchi,ナカザキダンチ
Shinryoku Kōen,しんりょくこうえん
Heiwa (Minami-ku),平和
Nanotsu,那の津
Riyaushi Ko,りやうしこ
Ginga Kōen,ぎんがこうえん
Kunneppu Saishuen,くんねっぷさいしゅえん
Recreation Kōen,レクリェーション公園
Nupukano Sato,ぬぷかのさと
Hikarigaoka Kōen,光が丘公園
Rishirichō Shinrin Kōen,利尻町森林公園
Rishirichō Undō Kōen,利尻町運動公園
Memenai,メメナイ
Noshappu Kōen,ノシャップ公園
Wakkanai Kōen,ワッカナイコウエン
Sōya Fureai Kōen,宗谷ふれあい公園
Numakawa Minori Kōen,ぬまかわみのりこうえん
Kabutonuma Kōen,兜沼公園
Moiwa Sports World,もいわすぽーつわーるど
Kitami Kōgyō Danchi,キタミコウギョウダンチ
Flower Paradise,フラワーパラダイス
Minamioka Shinrin Kōen,南丘森林公園
Nakanoshima Kōen,なかのしまこうえん
Mori to Ki no Sato,森と木の里
Tokoro Shinrin Kōen,ところ森林公園
Asahi Kōen,旭公園
Onneyuonsen Tsutsuji Kōen,おんねゆおんせんつつじこうえん
Taiyōnooka Engaru Kōen,太陽の丘えんがる公園
Maruseppu Ikoino Mori,マルセップイコイノモリ
Jōsui-dōri,浄水通
Chikkō-honmachi,築港本町
Izaki Basin,伊崎船だまり
Hakozaki Basin,箱崎船だまり
Meinohama Basin,姪浜船だまり
Nata Basin,奈多船だまり
Nata Fishing Port,奈多漁港
Jigyō-chūō Park,地行中央公園
Port Green Area of Fukuhama 1-chōme,港湾緑地福浜一丁目
Momochi-chūō Park,百道中央公園
Muromi Park,室見公園
Nishijin-kita 1st Green Space,西新北1号緑地
Suijō Kōen,水上公園
Sohara Kōen,祖原公園
Nagahama Basin,長浜船だまり
Aratsu Park,荒津公園
Kotabe Chūō Park,小田部中央公園
Kashii-hama-nishi kōen,香椎浜西公園
Jino Hae,ジノハエ
Okino Hae,沖ノ碆
Oni Iwa,オニイワ
Inui Zaki,いぬいざき
Kaminari Iwa,雷岩
Sawara Ne,鰆根
Kita Misaki,キタミサキ
Hira Ne,ヒラネ
Ōtaka Ne,オオタカネ
Tate Yama,タテヤマ
Higashi Yama,ヒガシヤマ
Yamazakino Hana,やまざきのはな
Sekimon Zaki,セキモンザキ
Harino Iwa,針ノ岩
Sakaiga Dake,堺ヶ岳
Sakai Zaki,サカイザキ
Naga Iwa,長岩
Chibusa Yama,乳房山
Sankaku Iwa,三角岩
Higashi Zaki,ひがしざき
Kensaki Yama,けんさきやま
Megane Iwa,眼鏡岩
Shihon Iwa,四本岩
Hokake Iwa,ホカケイワ
Samega Saki,さめがさき
Naka Misaki,ナカミサキ
Urataka Ne,ウラタカネ
Hōrai Jima,ホウライジマ
Heisuke Yama,平助山
Ko Fuji,コフジ
Minami Zaki,南崎
Katsuotori Shima,鰹鳥島
Maru Jima,丸島
Tōfuishi Hana,豆腐石鼻
Sasayo Ne,ササヨネ
Ura Ne,うらね
Daibutsu Hana,だいぶつはな
Hira Ne,ひらね
Kannagi Iwa,カンナギ岩
Hokake Iwa,ホカケイワ
Kominato Hana,こみなとはな
Ko Ne,小根
Kuwaki Hana,桑木鼻
Kita Ne,キタネ
Yūkichi Hana,勇吉鼻
Nihon Iwa,二本岩
Sanbon Iwa,三本岩
Takizawa Hana,たきさわはな
Kitatori Shima,キタトリシマ
Rōsoku Iwa,ローソク岩
Dobu Iso,ドブイソ
Nishino Ne,西之根
Nabe Iwa,なべいわ
Sazae Hana,サザエハナ
Tori Shima,とりしま
Kado Iwa,角岩
Heso Iwa,へそいわ
Yagi Shima,やぎしま
Iwashi Ne,イワシネ
Akakuzure Hana,アカクズレハナ
Tori Shima,トリシマ
Maguro Ne,鮪根
Torii Saki,鳥居崎
Shihon Iwa,シホンイワ
Gagyū Kaku,がぎゅうかく
Yatsumoridaira Yama,ヤツモリダイラヤマ
Ōmori Yama,おおもりやま
Sasanagane Yama,ササナガネヤマ
Kiritachi Yama,きりたちやま
Nabekoshi Yama,鍋越山
Tenaga Yama,手長山
Motoyoshichō-takaoka,本吉町高岡
Jōbon San,ジョウボンサン
Ogatsuchō-tachihama,雄勝町立浜
Ogatsuchō-wakehama,オガツチョウワケハマ
Urashuku,ウラシュク
Maki Yama,牧山
Hikari Yama,ヒカリヤマ
Tomi Yama,とみやま
Bangamori Yama,ばんがもりやま
Niō Jima,ニオウジマ
Nihon Iwa,二本岩
Kanaimi Saki,カナイミサキ
Mikaeri Yama,見返山
Hakidashi Hana,ハキダシハナ
Hitomaru Jima,ヒトマルジマ
Sujiiwa Misaki,筋岩岬
Uo Iwa,魚岩
Hyōtan Jima,ひょうたんじま
Tatsumi Jima,タツミジマ
Tatsumi Zaki,巽崎
Kominato Misaki,コミナトミサキ
Yagyū San,野羊山
Tako Iwa,タコイワ
Chūō Zan,チュウオウザン
Yoake Yama,夜明山
Mikazuki Yama,三日月山
Kannuki Jima,閂島
Taka Yama,高山
Minami Zaki,南崎
Nakadōri Jima,中通島
Nishino Iwa,西之岩
Eboshi Iwa,烏帽子岩
Naga Saki,長崎
Kuwanoki Yama,桑ノ木山
Meshimori Yama,メシモリヤマ
Kameno Kubi,カメノクビ
Tori Yama,トリヤマ
Futami Iwa,ふたみいわ
Futamata Misaki,ふたまたみさき
Neko Iwa,ねこいわ
Ichino Iwa,一ノ岩
Nino Iwa,二ノ岩
Sanno Iwa,さんのいわ
Gono Iwa,ゴノイワ
Shino Iwa,シノイワ
Nakano Shima,なかのしま
Sasayo Shima,笹魚島
Tori Shima,トリシマ
Ō Yama,大山
Tatami Iwa,たたみいわ
Megane Iwa,メガネイワ
Tori Shima,鳥島
Byōbu Yama,ビョウブヤマ
Ushiro Jima,ウシロジマ
Mae Jima,まえじま
Ōshiba Yama,オオシバヤマ
Kamimitsuzawa,上満沢
Kokūzō Dake,虚空蔵岳
Yamanobe,山辺町
Zaō San,蔵王山
Kuki Iwa,クキイワ
Hira Jima,ヒラジマ
Hoya Ishi,ほやいし
Hoyaishi Misaki,ホヤ石岬
Senjō Hama,千畳浜
Hatsumatsumae,ハツマツマエ
Tomisato,トミサト
Ōkakari Ishi,大カカリ石
Kokakari Ishi,小カカリ石
Yamaga Misaki,やまがみさき
Seijirōuta Misaki,セイジロウウタミサキ
Kuzure Misaki,クズレ岬
Kyūjima Iwa,球島岩
Benten Misaki,弁天岬
Miyatsu,みやつ
Takinoma Misaki,滝ノ潤岬
Poro Jima,ポロジマ
Nakahama Misaki,ナカハマ岬
Yuno Misaki,ゆのみさき
Katsuma Misaki,勝澗岬
Kawashira Misaki,蚊柱岬
Anama Misaki,あなまみさき
Byōbudate Iwa,屏風立岩
Hokkoku Misaki,ほっこくみさき
Nabetsuri Iwa,なべつりいわ
