セッシュウ,셋슈,sesshuu,sessyu
トウソー,토소,tousō,toso
ユウビンジギョウ,우편사업,yuubinjigyou,upyeonsaeob
ナミエマチ,나미에정,namiemachi,namiejeong
ヤマダマチ,야마다정,yamadamachi,yamadajeong
サッショウセン,삿쇼선,sasshousen,sassyoseon
バクフ,막부,bakufu,magbu
トウキョウトチョウ,도쿄도청,toukyoutochou,dokyodoceong
ミッドタウン・タワー,미드타운 타워,middotaun・tawā,mideutaun taweo
ローレルショウ,로렐상,rōrerushou,rorelsang
カスガマチ,하루히정,kasugamachi,haruhijeong
フタバマチ,후타바정,futabamachi,hutabajeong
トミオカマチ,도미오카정,tomiokamachi,domiokajeong
ウクマチ,우쿠정,ukumachi,ukujeong
ハンバツ,번벌,hanbatsu,beonbeol
チアン,지안,chian,jian
テンチ,덴지,tenchi,denji
ハマナコ,하마나호,hamanako,hamanaho
カルピス,칼피스,karupisu,kalpiseu
シンジコ,신지호,shinjiko,sinjiho
シャッカンホウ,척관법,shakkanhou,ceoggwanbeob
カシオペア,카시오페이아,kashiopea,kasiopeia
キタグンマグン,기타군마군,kitagunmagun,gitagunmagun
サバグン,사와군,sabagun,sawagun
オウラグン,오라군,ouragun,oragun
タノグン,다노군,tanogun,danogun
リカガクケンキュウショ,이화학연구소,rikagakukenkyuusho,ihwahagyeonguso
サシマグン,사시마군,sashimagun,sasimagun
クリサワマチ,구리사와정,kurisawamachi,gurisawajeong
アワグン,아와군,awagun,awagun
サンブグン,산부군,sanbugun,sanbugun
ダイカンヤママチ,다이칸야마,daikanyamamachi,daikanyama
カンザキマチ,고자키정,kanzakimachi,gojakijeong
イルマグン,이루마군,irumagun,irumagun
スッタニパータ,숫타니파타,suttanipāta,sustanipata
ヒガシホンガンジ,히가시혼간지,higashihonganji,higasihonganji
ジュラクダイ,주라쿠다이,jurakudai,jurakudai
ソガシ,소가씨,sogashi,sogassi
ウシロウショクジョ,견우직녀,ushiroushokujo,gyeonujignyeo
クラレ,쿠라레,kurare,kurare
ジンジャホンチョウ,신사본청,jinjahonchou,sinsabonceong
カイキョウセン,가이쿄선,kaikyousen,gaikyoseon
カスミガウラ,가스미가우라호,kasumigaura,gaseumigauraho
ホンジョウハン,혼조번,honjouhan,honjobeon
サガラグン,소라쿠군,sagaragun,sorakugun
ヨシオカマチ,요시오카정,yoshiokamachi,yosiokajeong
ニシカモグン,니시카모군,nishikamogun,nisikamogun
ハズマチ,하즈정,hazumachi,hajeujeong
トウヨウブンコ,도요문고,touyoubunko,doyomungo
ウチウラワン,우치우라만,uchiurawan,uciuraman
テンヤス,덴난,tenyasu,dennan
ウケタマワワ,조와,uketamawawa,jowa
サダカン,조간,sadakan,jogan
ハナトユメ,하나토유메,hanatoyume,hanatoyume
ヤマガタハン,야마가타번,yamagatahan,yamagatabeon
ニッポンコクサイショウ,일본국제상,nipponkokusaishou,ilbongugjesang
タワラモトマチ,다와라모토정,tawaramotomachi,dawaramotojeong
タカモリマチ,다카모리정,takamorimachi,dakamorijeong
ダイオサムマチ,다이키정,daiosamumachi,daikijeong
ノギマチ,노기정,nogimachi,nogijeong
シミズマチ,시미즈정,shimizumachi,simijeujeong
チョウナンマチ,조난정,chounanmachi,jonanjeong
ハツモウデ,하쓰모데,hatsumoude,hasseumode
ワコール,와코루,wakōru,wakoru
ジョウカマチ,조카마치,joukamachi,jokamaci
ヤマトグン,야마토군,yamatogun,yamatogun
イマバリハン,이마바리번,imabarihan,imabaribeon
オガハチコ,오가와라호,ogahachiko,ogawaraho
ウルフルズ,우루후루즈,urufuruzu,uruhurujeu
キタソウマグン,기타소마군,kitasoumagun,gitasomagun
テンドウハン,덴도번,tendouhan,dendobeon
エレクトーン,일렉톤,erekutōn,ilregton
ヨネザワハン,요네자와번,yonezawahan,yonejawabeon
クセグン,구세군,kusegun,gusegun
カンラグン,간라군,kanragun,ganragun
ナカウミ,나카우미호,nakaumi,nakaumiho
トネグン,도네군,tonegun,donegun
ユウキグン,유키군,yuukigun,yukigun
ソウショクケイ,초식계,soushokukei,cosiggye
ヨシノグン,요시노군,yoshinogun,yosinogun
リフマチ,리후정,rifumachi,rihujeong
イデマチ,이데정,idemachi,idejeong
シロサトマチ,시로사토정,shirosatomachi,sirosatojeong
カミナガレマチ,간나정,kaminagaremachi,gannajeong
シモイチマチ,시모이치정,shimoichimachi,simoicijeong
キホウマチ,기호정,kihoumachi,gihojeong
フソウマチ,후소정,fusoumachi,husojeong
ガンコウジ,간고지,gankouji,gangoji
サンギョウギジュツソウゴウケンキュウジョ,산업기술총합연구소,sangyougijutsusougoukenkyuujo,saneobgisulconghabyeonguso
コクダカ,석고,kokudaka,seoggo
フクシマハン,후쿠시마번,fukushimahan,hukusimabeon
シラヌイ,시라누이,shiranui,siranui
ヒライズミマチ,히라이즈미정,hiraizumimachi,hiraijeumijeong
ワシミヤマチ,와시미야정,washimiyamachi,wasimiyajeong
サクラハン,사쿠라번,sakurahan,sakurabeon
ヨサグン,요사군,yosagun,yosagun
バンタンセン,반탄선,bantansen,bantanseon
ツヅキグン,쓰즈키군,tsudzukigun,sseujeukigun
イナシキグン,이나시키군,inashikigun,inasikigun
ナカコマグン,나카코마군,nakakomagun,nakakomagun
ミナミサクグン,미나미사쿠군,minamisakugun,minamisakugun
ヒガシイバラキグン,히가시이바라키군,higashiibarakigun,higasiibarakigun
ハンワセン,한와선,hanwasen,hanwaseon
フナイグン,후나이군,funaigun,hunaigun
カミセキマチ,가미노세키정,kamisekimachi,gaminosekijeong
オオハルマチ,오하루정,ooharumachi,oharujeong
ウジタワラマチ,우지타와라정,ujitawaramachi,ujitawarajeong
タケトヨマチ,다케토요정,taketoyomachi,daketoyojeong
キョウタンバマチ,교탄바정,kyoutanbamachi,gyotanbajeong
セイカマチ,세이카정,seikamachi,seikajeong
ユラマチ,유라정,yuramachi,yurajeong
メイワマチ,메이와정,meiwamachi,meiwajeong
アイカワマチ,아이카와정,aikawamachi,aikawajeong
ヨサノマチ,요사노정,yosanomachi,yosanojeong
ヨコシバヒカリマチ,요코시바히카리정,yokoshibahikarimachi,yokosibahikarijeong
オボン,오본,obon,obon
タガタグン,다가타군,tagatagun,dagatagun
シンオンセンマチ,신온센정,shinonsenmachi,sinonsenjeong
ニッポンザイダン,일본재단,nipponzaidan,ilbonjaedan
ジダイサイ,지다이마쓰리,jidaisai,jidaimasseuri
ミッチェル,미첼,mitcheru,micel
ソウゴウシャリョウセイサクショ,종합차량제작소,sougousharyouseisakusho,jonghabcaryangjejagso
ジョウドシンシュウ,정토진종,joudoshinshuu,jeongtojinjong
チイサキキョウダイカイ,작은형제회,chiisakikyoudaikai,jageunhyeongjehoe
ナンキンマチ,난킨마치,nankinmachi,nankinmaci
カワチマチ,가와치정,kawachimachi,gawacijeong
オオノマチ,오노정,oonomachi,onojeong
アナンマチ,아난정,ananmachi,ananjeong
シラコマチ,시라코정,shirakomachi,sirakojeong
ハイバラグン,하이바라군,haibaragun,haibaragun
ノセマチ,노세정,nosemachi,nosejeong
ナスグン,나스군,nasugun,naseugun
トネマチ,도네정,tonemachi,donejeong
サカイマチ,사카이정,sakaimachi,sakaijeong
シラカワマチ,시라카와정,shirakawamachi,sirakawajeong
ナガノハラマチ,나가노하라정,naganoharamachi,naganoharajeong
イバラキマチ,이바라키정,ibarakimachi,ibarakijeong
コンゴウブジ,곤고부지,kongoubuji,gongobuji
カサギマチ,가사기정,kasagimachi,gasagijeong
ヒガシアヅママチ,히가시아가쓰마정,higashiadzumamachi,higasiagasseumajeong
ミニストップ,미니스톱,minisutoppu,miniseutob
フラノセン,후라노선,furanosen,huranoseon
サイハクグン,사이하쿠군,saihakugun,saihakugun
アヤミヤコ,사이쿄,ayamiyako,saikyo
エンリャクジ,엔랴쿠지,enryakuji,enryakuji
モウリシ,모리씨,mourishi,morissi
イナマチ,이나정,inamachi,inajeong
サミー,사미,samī,sami
クミヤママチ,구미야마정,kumiyamamachi,gumiyamajeong
シオヤマチ,시오야정,shioyamachi,sioyajeong
チョウセイグン,조세이군,chouseigun,joseigun
サマニグン,사마니군,samanigun,samanigun
イマガネマチ,이마카네정,imaganemachi,imakanejeong
タカグン,다카군,takagun,dakagun
イヨマツヤマハン,마쓰야마번,iyomatsuyamahan,masseuyamabeon
アコウグン,아코군,akougun,akogun
イボグン,이보군,ibogun,ibogun
キタサイタマグン,기타사이타마군,kitasaitamagun,gitasaitamagun
ホイグン,호이군,hoigun,hoigun
フジグン,후지군,fujigun,hujigun
ゴディバ,고디바,godiba,godiba
フランポネ,프랑포네,furanpone,peurangpone
ジョウザイハン,조자이번,jouzaihan,jojaibeon
カワベグン,가와베군,kawabegun,gawabegun
サヨウグン,사요군,sayougun,sayogun
カコグン,가코군,kakogun,gakogun
カンザキグン,간자키군,kanzakigun,ganjakigun
キタマツウラグン,기타마쓰우라군,kitamatsuuragun,gitamasseuuragun
ユナシハマチョウ,유리하마정,yunashihamachou,yurihamajeong
カワモトマチ,가와모토정,kawamotomachi,gawamotojeong
ナンブマチ,난부정,nanbumachi,nanbujeong
スイゼンジシゲルオモムキエン,스이젠지조주엔,suizenjishigeruomomukien,seuijenjijojuen
ナンゼンジ,난젠지,nanzenji,nanjenji
サクセス,석세스,sakusesu,seogseseu
シバタハン,시바타번,shibatahan,sibatabeon
カミグン,가미군,kamigun,gamigun
オオガワラマチ,오가와라정,oogawaramachi,ogawarajeong
ジンセキグン,진세키군,jinsekigun,jinsekigun
アクミグン,아쿠미군,akumigun,akumigun
ニシムラヤマグン,니시무라야마군,nishimurayamagun,nisimurayamagun
オオサカヘイヤ,오사카평야,oosakaheiya,osakapyeongya
ホンダ・レーシング,혼다 레이싱,honda・rēshingu,honda reising
キタカンバラグン,기타칸바라군,kitakanbaragun,gitakanbaragun
イググン,이구군,igugun,igugun
ヤマガタグン,야마가타군,yamagatagun,yamagatagun
イシカワグン,이시카와군,ishikawagun,isikawagun
ヒガシムラヤマグン,히가시무라야마군,higashimurayamagun,higasimurayamagun
ニシオキタマグン,니시오키타마군,nishiokitamagun,nisiokitamagun
トヨダグン,도요타군,toyodagun,doyotagun
ヒガシオキタマグン,히가시오키타마군,higashiokitamagun,higasiokitamagun
カガミノマチ,가가미노정,kagaminomachi,gagaminojeong
ヤカゲマチ,야카게정,yakagemachi,yakagejeong
ハヤシママチ,하야시마정,hayashimamachi,hayasimajeong
ワキグン,와케군,wakigun,wakegun
ウエマキマチ,간마키정,uemakimachi,ganmakijeong
イワフネマチ,이와후네정,iwafunemachi,iwahunejeong
ニュウゼンマチ,뉴젠정,nyuuzenmachi,nyujenjeong
ヤマナカコ,야마나카호,yamanakako,yamanakaho
カワベマチ,가와베정,kawabemachi,gawabejeong
イタクラマチ,이타쿠라정,itakuramachi,itakurajeong
タガワグン,다가와군,tagawagun,dagawagun
ウタヅマチ,우타즈정,utadzumachi,utajeujeong
ツノマチ,쓰노정,tsunomachi,sseunojeong
オオツマチ,오즈정,ootsumachi,ojeujeong
ナンカンマチ,난칸정,nankanmachi,nankanjeong
ミナミマツウラグン,미나미마쓰우라군,minamimatsuuragun,minamimasseuuragun
ギョクトウマチ,교쿠토정,gyokutoumachi,gyokutojeong
キョウトグン,미야코군,kyoutogun,miyakogun
オンガグン,온가군,ongagun,ongagun
ヒガシソノギグン,히가시소노기군,higashisonogigun,higasisonogigun
アミマチ,아미정,amimachi,amijeong
キホクマチ,기호쿠정,kihokumachi,gihokujeong
ソウジャ,소자,souja,soja
カワヅマチ,가와즈정,kawadzumachi,gawajeujeong
トミカマチ,도미카정,tomikamachi,domikajeong
ナガスマチ,나가스정,nagasumachi,nagaseujeong
キクヨウマチ,기쿠요정,kikuyoumachi,gikuyojeong
ワスイマチ,나고미정,wasuimachi,nagomijeong
メイトウグン,묘도군,meitougun,myodogun
トサマチ,도사정,tosamachi,dosajeong
ミマグン,미마군,mimagun,mimagun
ポルノグラフィティ,포르노그라피티,porunogurafiti,poreunogeurapiti
ヤクルト,야쿠르트,yakuruto,yakureuteu
トミカ,토미카,tomika,tomika
チレキ,지랴쿠,chireki,jiryaku
オガワマチ,오가와정,ogawamachi,ogawajeong
ニシアザイマチ,니시아자이정,nishiazaimachi,nisiajaijeong
コホクマチ,고호쿠정,kohokumachi,gohokujeong
タカツキマチ,다카쓰키정,takatsukimachi,dakasseukijeong
トラヒメマチ,도라히메정,torahimemachi,dorahimejeong
タナグラマチ,다나구라정,tanaguramachi,danagurajeong
モガミグン,모가미군,mogamigun,mogamigun
ソウマグン,소마군,soumagun,somagun
オオヌマグン,오누마군,oonumagun,onumagun
カワヌマグン,가와누마군,kawanumagun,gawanumagun
ダテグン,다테군,dategun,dategun
ミナミアイヅグン,미나미아이즈군,minamiaidzugun,minamiaijeugun
ナカウオヌマグン,나카우오누마군,nakauonumagun,nakauonumagun
ニシカンバラグン,니시칸바라군,nishikanbaragun,nisikanbaragun
ヒガシカンバラグン,히가시칸바라군,higashikanbaragun,higasikanbaragun
タノエマチ,다가미정,tanoemachi,dagamijeong
タイシマチ,다이시정,taishimachi,daisijeong
カミゴオリマチ,가미고리정,kamigoorimachi,gamigorijeong
ニシホウマチ,니시카타정,nishihoumachi,nisikatajeong
ミナミイズマチ,미나미이즈정,minamiizumachi,minamiijeujeong
イナミマチ,이나미정,inamimachi,inamijeong
ヨシノマチ,요시노정,yoshinomachi,yosinojeong
カワニシマチ,가와니시정,kawanishimachi,gawanisijeong
カミカワマチ,가미카와정,kamikawamachi,gamikawajeong
キョナンマチ,교난정,kyonanmachi,gyonanjeong
カガミマチ,가미정,kagamimachi,gamijeong
チナマチ,지나정,chinamachi,jinajeong
オオサキマチ,오사키정,oosakimachi,osakijeong
ガモウグン,가모군,gamougun,gamogun
ミナミチタマチ,미나미치타정,minamichitamachi,minamicitajeong
タマムラマチ,다마무라정,tamamuramachi,damamurajeong
ワヅカマチ,와즈카정,wadzukamachi,wajeukajeong
アンドマチ,안도정,andomachi,andojeong
イチカワマチ,이치카와정,ichikawamachi,icikawajeong
カラー,카라,karā,kara
キタカタマチ,기타가타정,kitakatamachi,gitagatajeong
シバヤママチ,시바야마정,shibayamamachi,sibayamajeong
サクホマチ,사쿠호정,sakuhomachi,sakuhojeong
ワタライマチ,와타라이정,wataraimachi,wataraijeong
イカグン,이카군,ikagun,ikagun
ヒガシアザイグン,히가시아자이군,higashiazaigun,higasiajaigun
ナンバミヤコ,나니와쿄,nanbamiyako,naniwakyo
ハマナグン,하마나군,hamanagun,hamanagun
タキグン,다키군,takigun,dakigun
アグイマチ,아구이정,aguimachi,aguijeong
シモヘイグン,시모헤이군,shimoheigun,simoheigun
アダチグン,아다치군,adachigun,adacigun
ニシツガルグン,니시쓰가루군,nishitsugarugun,nisisseugarugun
カワイマチ,가와이정,kawaimachi,gawaijeong
シキグン,시키군,shikigun,sikigun
ミカタグン,미카타군,mikatagun,mikatagun
カミイナグン,가미이나군,kamiinagun,gamiinagun
キタアダチグン,기타아다치군,kitaadachigun,gitaadacigun
サトショウマチ,사토쇼정,satoshoumachi,satosyojeong
ギオン,기온,gion,gion
ハトヤママチ,하토야마정,hatoyamamachi,hatoyamajeong
ニトロプラス,니트로플러스,nitoropurasu,niteuropeulreoseu
カミミノチグン,가미미노치군,kamiminochigun,gamiminocigun
エビス,에비스,ebisu,ebiseu
カリワグン,가리와군,kariwagun,gariwagun
カミタカイグン,가미타카이군,kamitakaigun,gamitakaigun
ヒガシチクマグン,히가시치쿠마군,higashichikumagun,higasicikumagun
ヨウロウグン,요로군,yourougun,yorogun
イワフネグン,이와후네군,iwafunegun,iwahunegun
キタアズミグン,기타아즈미군,kitaazumigun,gitaajeumigun
アニメイト,애니메이트,animeito,aenimeiteu
エチゴナガオカハン,나가오카번,echigonagaokahan,nagaokabeon
タカマチ,다카정,takamachi,dakajeong
セラグン,세라군,seragun,seragun
ハクセンシャ,하쿠센샤,hakusensha,hakusensya
カサマツマチ,가사마쓰정,kasamatsumachi,gasamasseujeong
カンナミマチ,간나미정,kannamimachi,gannamijeong
カンラマチ,간라정,kanramachi,ganrajeong
ナガラマチ,나가라정,nagaramachi,nagarajeong
ハガマチ,하가정,hagamachi,hagajeong
キョウヒトシキョウ,구니쿄,kyouhitoshikyou,gunikyo
ハリママチ,하리마정,harimamachi,harimajeong
トヤマハン,도야마번,toyamahan,doyamabeon
リュウオウマチ,류오정,ryuuoumachi,ryuojeong
サテライト,사테라이트,sateraito,sateraiteu
オバマハン,오바마번,obamahan,obamabeon
タムラグン,다무라군,tamuragun,damuragun
イワセグン,이와세군,iwasegun,iwasegun
ソープランド,소프랜드,sōpurando,sopeuraendeu
ニシシラカワグン,니시시라카와군,nishishirakawagun,nisisirakawagun
ヒガシタガワグン,히가시타가와군,higashitagawagun,higasitagawagun
ミナミアキタグン,미나미아키타군,minamiakitagun,minamiakitagun
メイセイグン,묘자이군,meiseigun,myojaigun
キソサキマチ,기소사키정,kisosakimachi,gisosakijeong
ニシカツラマチ,니시카쓰라정,nishikatsuramachi,nisikasseurajeong
サイダイジ,사이다이지,saidaiji,saidaiji
タキマチ,다키정,takimachi,dakijeong
カワジママチ,가와지마정,kawajimamachi,gawajimajeong
ニシイズマチ,니시이즈정,nishiizumachi,nisiijeujeong
オオグチマチ,오구치정,ooguchimachi,ogucijeong
マツザキマチ,마쓰자키정,matsuzakimachi,masseujakijeong
カニエマチ,가니에정,kaniemachi,ganiejeong
キノモトマチ,기노모토정,kinomotomachi,ginomotojeong
コザカイマチ,고자카이정,kozakaimachi,gojakaijeong
カジカザワマチ,가지카자와정,kajikazawamachi,gajikajawajeong
キリモン,기리몬,kirimon,girimon
ミナミツガルグン,미나미쓰가루군,minamitsugarugun,minamisseugarugun
キタツガルグン,기타쓰가루군,kitatsugarugun,gitasseugarugun
ヒガシシラカワグン,히가시시라카와군,higashishirakawagun,higasisirakawagun
ヤマモトグン,야마모토군,yamamotogun,yamamotogun
ワクヤマチ,와쿠야정,wakuyamachi,wakuyajeong
カガワグン,가가와군,kagawagun,gagawagun
イタノグン,이타노군,itanogun,itanogun
キダグン,기타군,kidagun,gitagun
アヤカワマチ,아야가와정,ayakawamachi,ayagawajeong
ワガグン,와가군,wagagun,wagagun
ポケモン,포켓몬,pokemon,pokesmon
ナギマチ,나기정,nagimachi,nagijeong
ミサキマチ,미사키정,misakimachi,misakijeong
ヒノマチ,히노정,hinomachi,hinojeong
ニシソノキグン,니시소노기군,nishisonokigun,nisisonogigun
ワキマチ,와케정,wakimachi,wakejeong
クメナンマチ,구메난정,kumenanmachi,gumenanjeong
ワカサマチ,와카사정,wakasamachi,wakasajeong
イビガワマチ,이비가와정,ibigawamachi,ibigawajeong
トウインマチ,도인정,touinmachi,doinjeong
ノウビヘイヤ,노비평야,noubiheiya,nobipyeongya
カワネホンマチ,가와네혼정,kawanehonmachi,gawanehonjeong
ヒガシツガルグン,히가시쓰가루군,higashitsugarugun,higasisseugarugun
チャタンマチ,자탄정,chatanmachi,jatanjeong
フジカワマチ,후지카와정,fujikawamachi,hujikawajeong
オオシマグン,오시마군,ooshimagun,osimagun
クマゲグン,구마게군,kumagegun,gumagegun
ヒノグン,히노군,hinogun,hinogun
フジサワマチ,후지사와정,fujisawamachi,hujisawajeong
コウフマチ,고후정,koufumachi,gohujeong
ヤスダマチ,야스다정,yasudamachi,yaseudajeong
ミナミイセマチ,미나미이세정,minamiisemachi,minamiisejeong
ミンシャトウ,민사당,minshatou,minsadang
ヤスヒラマチ,아비라정,yasuhiramachi,abirajeong
カミノクニマチ,가미노쿠니정,kaminokunimachi,gaminokunijeong
オトベマチ,오토베정,otobemachi,otobejeong
カホグン,가호군,kahogun,gahogun
ミナミナカグン,미나미나카군,minaminakagun,minaminakagun
オガツグン,오가치군,ogatsugun,ogacigun
セトウチマチ,세토우치정,setouchimachi,setoucijeong
コウミマチ,고우미정,koumimachi,goumijeong
シモスワマチ,시모스와정,shimosuwamachi,simoseuwajeong
オクイズモマチ,오쿠이즈모정,okuizumomachi,okuijeumojeong
キビチュウオウマチ,기비추오정,kibichuuoumachi,gibicuojeong
ショウオウマチ,쇼오정,shououmachi,syoojeong
チズマチ,지즈정,chizumachi,jijeujeong
コモノマチ,고모노정,komonomachi,gomonojeong
モスバーガー,모스버거,mosubāgā,moseubeogeo
フジミマチ,후지미정,fujimimachi,hujimijeong
ミヨタマチ,미요타정,miyotamachi,miyotajeong
ダジョウダイジン,태정대신,dajoudaijin,taejeongdaesin
ダイゴジ,다이고지,daigoji,daigoji
フクシママチ,후쿠시마정,fukushimamachi,hukusimajeong
アツサブマチ,앗사부정,atsusabumachi,assabujeong
アツママチ,아쓰마정,atsumamachi,asseumajeong
ニツキマチ,니키정,nitsukimachi,nikijeong
オシャマンベマチ,오샤만베정,oshamanbemachi,osyamanbejeong
モリマチ,모리정,morimachi,morijeong
キョウワマチ,교와정,kyouwamachi,gyowajeong
ヒダカマチ,히다카정,hidakamachi,hidakajeong
キョウゴクマチ,교고쿠정,kyougokumachi,gyogokujeong
ノジリマチ,노지리정,nojirimachi,nojirijeong
ショウワチョウ,쇼와정,shouwachou,syowajeong
ユザワマチ,유자와정,yuzawamachi,yujawajeong
ギナンマチ,기난정,ginanmachi,ginanjeong
ワノウチマチ,와노우치정,wanouchimachi,wanoucijeong
カミイチマチ,가미이치정,kamiichimachi,gamiicijeong
キヨシカゴマチ,세이로정,kiyoshikagomachi,seirojeong
イビグン,이비군,ibigun,ibigun
ツナンマチ,쓰난정,tsunanmachi,sseunanjeong
トヨウラマチ,도요우라정,toyouramachi,doyourajeong
シリウチマチ,시리우치정,shiriuchimachi,siriucijeong
サルガク,사루가쿠,sarugaku,sarugaku
キコナイマチ,기코나이정,kikonaimachi,gikonaijeong
トヨノマチ,도요노정,toyonomachi,doyonojeong
ムギマチ,무기정,mugimachi,mugijeong
ジンセキタカハルマチ,진세키코겐정,jinsekitakaharumachi,jinsekikogenjeong
ニシモロカタグン,니시모로카타군,nishimorokatagun,nisimorokatagun
ナラセン,나라선,narasen,naraseon
キリハナアキラ,동화장,kirihanaakira,donghwajang
ヤマノウチマチ,야마노우치정,yamanouchimachi,yamanoucijeong
ナガイズミマチ,나가이즈미정,nagaizumimachi,nagaijeumijeong
カモトグン,가모토군,kamotogun,gamotogun
ソオグン,소오군,soogun,soogun
キモツキグン,기모쓰키군,kimotsukigun,gimosseukigun
キクチグン,기쿠치군,kikuchigun,gikucigun
ハヤミグン,하야미군,hayamigun,hayamigun
イズミグン,이즈미군,izumigun,ijeumigun
カゴシマグン,가고시마군,kagoshimagun,gagosimagun
シモマシキグン,시모마시키군,shimomashikigun,simomasikigun
ヒガシマツウラグン,히가시마쓰우라군,higashimatsuuragun,higasimasseuuragun
ニセコマチ,니세코정,nisekomachi,nisekojeong
アキオオタマチ,아키오타정,akiootamachi,akiotajeong
イズモザキマチ,이즈모자키정,izumozakimachi,ijeumojakijeong
ニュウグン,뉴군,nyuugun,nyugun
ミノブマチ,미노부정,minobumachi,minobujeong
アガマチ,아가정,agamachi,agajeong
クッチャンマチ,굿찬정,kutchanmachi,guscanjeong
ニタグン,니타군,nitagun,nitagun
シャコタンマチ,샤코탄정,shakotanmachi,syakotanjeong
ハヤカワマチ,하야카와정,hayakawamachi,hayakawajeong
ビラトリマチ,비라토리정,biratorimachi,biratorijeong
ヒガシサカエマチ,도에이정,higashisakaemachi,doeijeong
ナラハマチ,나라하정,narahamachi,narahajeong
イワウチマチ,이와나이정,iwauchimachi,iwanaijeong
ダイナゴン,대납언,dainagon,daenabeon
コウラマチ,고라정,kouramachi,gorajeong
キノミノマチ,기미노정,kinominomachi,giminojeong
ミブマチ,미부정,mibumachi,mibujeong
スミタマチ,스미타정,sumitamachi,seumitajeong
シラタカマチ,시라타카정,shiratakamachi,siratakajeong
モロヤママチ,모로야마정,moroyamamachi,moroyamajeong
コウノマチ,히로노정,kounomachi,hironojeong
ビホロマチ,비호로정,bihoromachi,bihorojeong
タカイチグン,다카이치군,takaichigun,dakaicigun
オオダイマチ,오다이정,oodaimachi,odaijeong
ホウキマチ,호키정,houkimachi,hokijeong
シカママチ,시카마정,shikamamachi,sikamajeong
カチウラグン,가쓰우라군,kachiuragun,gasseuuragun
キタヒロシママチ,기타히로시마정,kitahiroshimamachi,gitahirosimajeong
イマダチグン,이마다테군,imadachigun,imadategun
オオシママチ,오시마정,ooshimamachi,osimajeong
アヤウタグン,아야우타군,ayautagun,ayautagun
ナカニイカワグン,나카니카와군,nakaniikawagun,nakanikawagun
モトスグン,모토스군,motosugun,motoseugun
テシオマチ,데시오정,teshiomachi,desiojeong
トママエマチ,도마마에정,tomamaemachi,domamaejeong
リシリフジマチ,리시리후지정,rishirifujimachi,risirihujijeong
リシリマチ,리시리정,rishirimachi,risirijeong
ランコシマチ,란코시정,rankoshimachi,rankosijeong
ナイエマチ,나이에정,naiemachi,naiejeong
ミナミホロマチ,난포로정,minamihoromachi,nanporojeong
アイベツマチ,아이베쓰정,aibetsumachi,aibesseujeong
カシマグン,가시마군,kashimagun,gasimagun
カイソウグン,가이소군,kaisougun,gaisogun
ノミグン,노미군,nomigun,nomigun
キタカツラギグン,기타카쓰라기군,kitakatsuragigun,gitakasseuragigun
オオトリタマグン,호스군,ootoritamagun,hoseugun
ダイアンジ,다이안지,daianji,daianji
キタサトマチ,기타고정,kitasatomachi,gitagojeong
ヤヒコセン,야히코선,yahikosen,yahikoseon
シモタカイグン,시모타카이군,shimotakaigun,simotakaigun
ハクイグン,하쿠이군,hakuigun,hakuigun
ヤマベグン,야마베군,yamabegun,yamabegun
カホクグン,가호쿠군,kahokugun,gahokugun
レイホクマチ,레이호쿠정,reihokumachi,reihokujeong
タラギマチ,다라기정,taragimachi,daragijeong
ツナギマチ,쓰나기정,tsunagimachi,sseunagijeong
コウサマチ,고사정,kousamachi,gosajeong
ニシキマチ,니시키정,nishikimachi,nisikijeong
ワタライグン,와타라이군,wataraigun,wataraigun
イヌカミグン,이누카미군,inukamigun,inukamigun
ヒカワマチ,히카와정,hikawamachi,hikawajeong
ヒノデマチ,히지정,hinodemachi,hijijeong
アサギリマチ,아사기리정,asagirimachi,asagirijeong
ユノマエマチ,유노마에정,yunomaemachi,yunomaejeong
カシママチ,가시마정,kashimamachi,gasimajeong
ナイカクジョウホウチョウサシツ,내각정보조사실,naikakujouhouchousashitsu,naegagjeongbojosasil
サヨウマチ,사요정,sayoumachi,sayojeong
ノベトオル,엔쿄,nobetooru,enkyo
ミナミオグニマチ,미나미오구니정,minamiogunimachi,minamiogunijeong
アシキタマチ,아시키타정,ashikitamachi,asikitajeong
コトウラマチ,고토우라정,kotouramachi,gotourajeong
シバタマチ,시바타정,shibatamachi,sibatajeong
シャフト,샤프트,shafuto,syapeuteu
ニチナンマチ,니치난정,nichinanmachi,nicinanjeong
カミスナガワマチ,가미스나가와정,kamisunagawamachi,gamiseunagawajeong
フチュウマチ,후추정,fuchuumachi,hucujeong
タカライタルシミズマチ,호다쓰시미즈정,takaraitarushimizumachi,hodasseusimijeujeong
クマノマチ,구마노정,kumanomachi,gumanojeong
カントウヘイヤ,간토평야,kantouheiya,gantopyeongya
グスク,구스쿠,gusuku,guseuku
イホクグン,아시키타군,ihokugun,asikitagun
ガモウマチ,가모정,gamoumachi,gamojeong
カジキマチ,가지키정,kajikimachi,gajikijeong
キシマグン,기시마군,kishimagun,gisimagun
ナンゴウマチ,난고정,nangoumachi,nangojeong
オモテサンドウ,오모테산도,omotesandou,omotesando
アイヅ,아이즈,aidzu,aijeu
ミナミアイヅマチ,미나미아이즈정,minamiaidzumachi,minamiaijeujeong
ヤマモトマチ,야마모토정,yamamotomachi,yamamotojeong
ヤブキマチ,야부키정,yabukimachi,yabukijeong
