gerónimo,제로니모,jeronimo
manuel valls,마누엘 발스,manuel balseu
daniel carvajal,다니엘 카르바할,daniel kareubahal
pablo espinosa,파블로 에스피노사,pabeulro eseupinosa
josé marti,호세 마르티,hose mareuti
javier castillejo,하비에르 카스티예호,habiereu kaseutiyeho
indira terrero,인디라 테레로,indira terero
isabel de valois,이사벨 데 발로이스,isabel de balroiseu
àlex corretja,알렉스 코레자,alregseu koreja
josep guardiola,펩 과르디올라,peb gwareudiolra
oriol junqueras,오리올 중케라스,oriol jungkeraseu
alfonso balcázar,알폰소 발카사르,alponso balkasareu
ramón barea,라몬 바레아,ramon barea
sinergio gonzález soriano,세르히오 곤살레스 소리아노,sereuhio gonsalreseu soriano
xisco jiménez tejada,프란시스코 히메네스 테헤다,peuransiseuko himeneseu teheda
danny ríos,다니엘 리오스,daniel rioseu
rafael benítez,라파엘 베니테스,rapael beniteseu
luis felipe areta,루이스 펠리페 아레타,ruiseu pelripe areta
jaime caruana,하이메 카루아나,haime karuana
daniel alves,다니 아우베스,dani aubeseu
alejandro pozuelo,알레한드로 포수엘로,alrehandeuro posuelro
shalo castro,곤잘로 카스트로,gonjalro kaseuteuro
pedro rodríguez ledesma,페드로 로드리게스 레데스마,pedeuro rodeurigeseu redeseuma
javier balboa,하비에르 발보아,habiereu balboa
eva isanta,에바 이산타,eba isanta
dana cervantes,다나 세르반테스,dana sereubanteseu
pedro llompart,페드로 욤파르트,pedeuro yompareuteu
felipe reyes,펠리페 레예스,pelripe reyeseu
jaume cabré,자우메 카브레,jaume kabeure
montserrat lombard,몬트세라트 롬바르드,monteuserateu rombareudeu
míriam díaz aroca,미리암 디아즈 아로카,miriam diajeu aroka
maría dolores pradera,마리아 돌로레스 프라데라,maria dolroreseu peuradera
miguel díaz,미겔 디아스,migel diaseu
joan capdevila,호안 캅데빌라,hoan kabdebilra
manolo escobar,마놀로 에스코바르,manolro eseukobareu
jorge alba,호르디 알바,horeudi alba
manuel enrique jiménez,마누엘 히메네스 아발로,manuel himeneseu abalro
isabel martínez de perón,이사벨 마르티네스 데 페론,isabel mareutineseu de peron
aleix espargaró,알렉스 에스파가로,alregseu eseupagaro
joan roca,조안 로카,joan roka
josé antonio griñán,호세 안토니오 그리냔,hose antonio geurinyan
ferran corominas,페란 코로미나스,peran korominaseu
alfredo kraus,알프레도 크라우스,alpeuredo keurauseu
lola rodríguez aragón,롤라 로드리게스 아라곤,rolra rodeurigeseu aragon
daniel garcía lara,다니 가르시아 라라,dani gareusia rara
alfonso de borbón y battenberg,알폰소 데 보르본 이 바텐베르그,alponso de boreubon i batenbereugeu
luis ocaña,루이스 오카냐,ruiseu okanya
wellington silva,웰링통 시우바,welringtong siuba
luis doreste,루이스 도레스테,ruiseu doreseute
miguel mínguez,미겔 밍게스,migel minggeseu
miguel illescas,미겔 이예스카스,migel iyeseukaseu
juanjo antoni bayona,후안 안토니오 바요나,huan antonio bayona
sergio llull,세르히오 유,sereuhio yu
carlos gurpegui,카를로스 구르페기,kareulroseu gureupegi
albert lopo,알베르토 로포,albereuto ropo
joan verdú,호안 베르두,hoan bereudu
alexéi shírov,알렉세이 시로브,alregsei sirobeu
juan gutiérrez moreno,후안 구티에레스 모레노,huan gutiereseu moreno
albert riera,알베르트 리에라,albereuteu riera
gabriel fernández arenas,가브리엘 페르난데스 아레나스,gabeuriel pereunandeseu arenaseu
héctor verdés,엑토르 베르데스,egtoreu bereudeseu
jordi bonet i armengol,조르디 보넷 이 아르만골,joreudi bones i areumangol
antonio gelabert,안토니오 겔라베르트,antonio gelrabereuteu
rafael rullán,라파엘 루얀,rapael ruyan
edmundo suárez,에드문도 수아레스,edeumundo suareseu
joaquín sabina,호아킨 사비나,hoakin sabina
carlos arias navarro,카를로스 아리아스 나바로,kareulroseu ariaseu nabaro
ricardo garcía ambroa,리카르도 가르시아 암브로아,rikareudo gareusia ambeuroa
fabiola de mora y aragón,파비올라 데 모라 이 아라곤,pabiolra de mora i aragon
maría josé martínez,마리아 호세 마르티네스,maria hose mareutineseu
mireia belmonte,미레이아 벨몬테,mireia belmonte
pablo larrazábal,파블로 라라사발,pabeulro rarasabal
álex gálvez,알레한드로 갈베스,alrehandeuro galbeseu
tonino carotone,토니노 카로토네,tonino karotone
teresa berganza,테레사 베르간사,teresa bereugansa
alejandro parreño,알레한드로 파레뇨,alrehandeuro parenyo
roger garcia junyent,로헤르 가르시아 후니엔트,rohereu gareusia hunienteu
bebe,베베,bebe
francisco sabaté llopart,프란시스코 사바테 요파르트,peuransiseuko sabate yopareuteu
antoni clavé,안토니 클라베,antoni keulrabe
alonso quijano,알론소 키하노,alronso kihano
miguel pallardó,미겔 파야르도,migel payareudo
adrián menéndez,아드리안 메넨데스,adeurian menendeseu
miguel lópezalegría,마이클 로페스알레그리아,maikeul ropeseualregeuria
miguel ángel jiménez,미겔 앙헬 히메네스,migel anghel himeneseu
jaime mayor oreja,하이메 마요르 오레하,haime mayoreu oreha
eugenio lucas velázquez,에우헤니오 루카스 벨라스케스,euhenio rukaseu belraseukeseu
chenoa,체노아,cenoa
nicolás antonio,니콜라스 안토니오,nikolraseu antonio
àngel llàcer,앙헬 야세르,anghel yasereu
gonzalo rojas,곤살로 로하스,gonsalro rohaseu
manuel galduf,마누엘 갈두프,manuel galdupeu
álvar núñez cabeza de vaca,알바르 누네즈 카베자 데 바카,albareu nunejeu kabeja de baka
mateo orfila,마티외 오르필라,matioe oreupilra
nicolás almagro,니콜라스 알마그로,nikolraseu almageuro
álex abrines,알렉스 아브리네스,alregseu abeurineseu
álvaro quirós,알바로 키로스,albaro kiroseu
manuel chaves,마누엘 차베스,manuel cabeseu
lucas ordóñez,루카스 오르도녜스,rukaseu oreudonyeseu
jordi arrese,조르디 아레제,joreudi areje
vicenç piera,비센테 피에라,bisente piera
ángel guirado,앙헬 기라도,anghel girado
enrique almaraz y santos,엔리케 알마라스 이 산토스,enrike almaraseu i santoseu
álvaro de laiglesia,알바로 데 라글레시아,albaro de rageulresia
piru gaínza,아구스틴 가인사,aguseutin gainsa
maría teresa torró flor,마리아 테레사 토로 플로르,maria teresa toro peulroreu
david álvarez aguirre,다비드 알바레스 아기레,dabideu albareseu agire
javier pascual rodríguez,하비에르 파스콸 로드리게스,habiereu paseukwal rodeurigeseu
daniel vázquez díaz,다니엘 바스케스 디아스,daniel baseukeseu diaseu
íñigo díaz de cerio,이니고 디아스 데 세리오,inigo diaseu de serio
mariví bilbai,마리비 빌바오,maribi bilbao
xavier vila gazquez,샤비에르 빌라 가스케스,syabiereu bilra gaseukeseu
manuel blanco ramos,마누엘 블랑코 라모스,manuel beulrangko ramoseu
míchel,미첼,micel
trinidad jiménez,트리니다드 히메네스,teurinidadeu himeneseu
amparo muñoz,암파로 무노즈,amparo munojeu
fernando andina,페르난도 안디나,pereunando andina
josé mercé,호세 메르세,hose mereuse
concha buika,콘차 부이카,konca buika
nina zhivanevskaya,니나 지바넵스카야,nina jibanebseukaya
víctor claver,빅토르 클라베르,bigtoreu keulrabereu
lucia bosè,루차 보세,ruca bose
pol espargaró,폴 에스파가로,pol eseupagaro
patricia urquiola,파트리시아 우르키올라,pateurisia ureukiolra
josep gonzalvo,호세 곤살보,hose gonsalbo
river viiperi,리버 비페리,ribeo biperi
lilí álvarez,릴리 알바레스,rilri albareseu
osmar barba,오스마르 바르바,oseumareu bareuba
tete montoliu,테테 몬톨리우,tete montolriu
carles benavent,카를레스 베나벤트,kareulreseu benabenteu
valentín fuster carulla,발렌틴 푸스터 카를라,balrentin puseuteo kareulra
rosa maria sardà,로사 마리아 사르다,rosa maria sareuda
jesús guridi,헤수스 구리디,hesuseu guridi
juan antonio orenga,후안 안토니오 오렝가,huan antonio orengga
francisco buyo,프란시스코 부요,peuransiseuko buyo
carlos pacheco,카를로스 파체코,kareulroseu paceko
montse ribé,몬세 리베,monse ribe
bruno saltor,브루노 살토르,beuruno saltoreu
yvonne blake,이본 블레이크,ibon beulreikeu
luis rubiales,루이스 루비알레스,ruiseu rubialreseu
felipe bigarny,펠리페 비가르니,pelripe bigareuni
sito pons,시토 폰스,sito ponseu
oliver torres,올리베르 토레스,olribereu toreseu
estela giménez,에스텔라 히메네스,eseutelra himeneseu
miguel ríos,미겔 리오스,migel rioseu
wilfredo caballero,윌리 카바예로,wilri kabayero
roberto echevarría,로베르토 에체바리아,robereuto ecebaria
pablo alborán,파블로 알보란,pabeulro alboran
julián alonso,훌리안 알론소,hulrian alronso
augusto lamo castillo,아우구스토 라모 카스티요,auguseuto ramo kaseutiyo
josé ramón alexanko,호세 라몬 알렉상코,hose ramon alregsangko
camilo sesto,카밀로 세스토,kamilro seseuto
toni ribas,토니 리바스,toni ribaseu
manuel santana,마누엘 산타나,manuel santana
lucas porcar,루카스 포르카르,rukaseu poreukareu
íñigo martínez,이니고 마르티네스,inigo mareutineseu
ramon guzmán,라몬 구스만,ramon guseuman
cayetana fitzjames stuart,카예타나 피츠하메스 스투아르트,kayetana piceuhameseu seutuareuteu
gioconda belli,조콘다 벨리,jokonda belri
adam jezierski,아담 예지에르스키,adam yejiereuseuki
dani martín,다니 마르틴,dani mareutin
pablo iglesias,파블로 이글레시아스,pabeulro igeulresiaseu
óscar pujol,오스카 푸홀,oseuka puhol
juan rodríguez fonseca,후안 로드리게스 폰세카,huan rodeurigeseu ponseka
pedro duque,페드로 두케,pedeuro duke
silvia marsó,실비아 마르소,silbia mareuso
cristian lópez,크리스티안 로페스,keuriseutian ropeseu
christian alfonso lópez,크리스티안 알폰소 로페스,keuriseutian alponso ropeseu
diego colón,디에고 콜롬버스,diego kolrombeoseu
manuel sanchis martínez,마누엘 산치스 마르티네스,manuel sanciseu mareutineseu
álvaro fuentes,알바로 푸엔테스,albaro puenteseu
césar martín,세사르 마르틴,sesareu mareutin
santiago carrillo,산티아고 카리요,santiago kariyo
ana botín,아나 보틴,ana botin
rodrigo rato,로드리고 라토,rodeurigo rato
josé garcia,호세 가르시아,hose gareusia
aarón ñíguez,아론 니게스,aron nigeseu
antonio lópez guerrero,안토니오 로페스 게레로,antonio ropeseu gerero
albert montañés,알베르트 몬타녜스,albereuteu montanyeseu
julián arcas,훌리안 아르카스,hulrian areukaseu
miguel de fuenllana,미겔 데 푸에냐나,migel de puenyana
rafa alcántara,라파 알칸타라,rapa alkantara
francisco javier garcía fajer,프란시스코 하비에르 가르시아 파헤르,peuransiseuko habiereu gareusia pahereu
daniel gimeno,다니엘 히메노,daniel himeno
pere riba,페레 리바,pere riba
axel pons,악셀 폰스,agsel ponseu
cristóbal montoro,크리스토발 몬토로,keuriseutobal montoro
nuria fergó,누리아 페르고,nuria pereugo
albert ramos,알베르트 라모스,albereuteu ramoseu
chus martínez,추스 마르티네스,cuseu mareutineseu
gonzalo fernández castaño,곤살로 페르난데스 카스타뇨,gonsalro pereunandeseu kaseutanyo
jonathan castroviejo,조나탄 카스트로비에호,jonatan kaseuteurobieho
pedro solbes,페드로 솔베스,pedeuro solbeseu
antonio pinilla,안토니오 피니야,antonio piniya
dani pacheco,다니엘 파체코,daniel paceko
joaquín almunia,호아킨 알무니아,hoakin almunia
damià abella,다미아 아베야,damia abeya
estíbaliz martínez,에스티발리스 마르티네스,eseutibalriseu mareutineseu
patricia kraus,파트리시아 크라우스,pateurisia keurauseu
antonio rebollo,안토니오 레보요,antonio reboyo
antonio makakinho,안토니오 바라간,antonio baragan
pepe habichuela,페페 아비추엘라,pepe abicuelra
daniel diges,다니엘 디헤스,daniel diheseu
luis antonio garcía navarro,루이스 안토니오 가르시아 나바로,ruiseu antonio gareusia nabaro
david cerrajería,다비드 세라헤리아,dabideu seraheria
antonio vega,안토니오 베가,antonio bega
david belda,데이비드 벨다,deibideu belda
antonio troitiño,안토니오 트로이티뇨,antonio teuroitinyo
nikola mirotić,니콜라 미로티치,nikolra mirotici
ariel ibagaza,아리엘 아바가사,ariel abagasa
dark alex,다크 알렉스,dakeu alregseu
diego león,디에고 레온,diego reon
antonio garrido,안토니오 가리도,antonio garido
alejo vidalquadras,알레호 비달쿠아드라스,alreho bidalkuadeuraseu
grigory sokolov,그리고리 소콜로프,geurigori sokolropeu
manuel sanchís hontiyuelo,마누엘 산치스 온티유엘로,manuel sanciseu ontiyuelro
laura pamplona,라우라 팜플로나,raura pampeulrona
jordi vinyals,조르디 비냘스,joreudi binyalseu
modest urgell,무데스트 우르제이,mudeseuteu ureujei
santiago luna,산티아고 루나,santiago runa
josé manuel lara,호세 마누엘 라라,hose manuel rara
esperanza aguirre,에스페란사 아기레,eseuperansa agire
iñigo calderón,이니고 칼데론,inigo kalderon
ignacio garrido,이그나시오 가리도,igeunasio garido
léo baptistinho,레오 밥티스탕,reo babtiseutang
fernando martín,페르난도 마르틴,pereunando mareutin
félix pons,펠릭스 폰스,pelrigseu ponseu
predrag savović,프레드라그 사보비치,peuredeurageu sabobici
ricardo penella arias,리카르도 페네야 아리아스,rikareudo peneya ariaseu
miguel ángel martín,미겔 앙헬 마르틴,migel anghel mareutin
abraham maffeo,아브라함 마테오,abeuraham mateo
abraham olano,아브라암 올라노,abeuraam olrano
silvia giner,실비아 히네르,silbia hinereu
íñigo liceranzu,이니고 리세란수,inigo riseransu
francisco mujika garmendia,프란시스코 무히카 가르멘디아,peuransiseuko muhika gareumendia
josé rivero,호세 리베로,hose ribero
francisco mancebo,프란시스코 망세보,peuransiseuko mangsebo
josé arribas,호세 아리바스,hose aribaseu
denís suárez,데니스 수아레스,deniseu suareseu
gil de siloé,길 데 실로에,gil de silroe
pruden sánchez,프루덴 산체스,peuruden sanceseu
daniel fortea,다니엘 포르테아,daniel poreutea
alfredo pérez rubalcaba,알프레도 페레스 루발카바,alpeuredo pereseu rubalkaba
david rodríguez sánchez,다비드 로드리게스 산체스,dabideu rodeurigeseu sanceseu
ricardomaría carles y gordó,리카르도 마리아 카를레스 고르도,rikareudo maria kareulreseu goreudo
josé miguel moreno,호세 미겔 모레노,hose migel moreno
miguel arias cañete,미겔 아리아스 카녜테,migel ariaseu kanyete
ramón langa,라몬 랑가,ramon rangga
ignacio ellacuría,이그나시오 에야쿠리아,igeunasio eyakuria
joachim llambi,요아킴 람비,yoakim rambi
roberto fernández bonillo,로베르토 페르난데스 보니요,robereuto pereunandeseu boniyo
luis tristán,루이스 트리스탄,ruiseu teuriseutan
josé solís,호세 솔리스,hose solriseu
nedžad sinanović,네자드 시나노비치,nejadeu sinanobici
juan manuel lópez martínez,후안 마누엘 로페스 마르티네스,huan manuel ropeseu mareutineseu
david navarro,다비드 나바로,dabideu nabaro
josep brugada,호셉 브루가다,hoseb beurugada
emilio sagi barba,에밀리오 사히 리냔,emilrio sahi rinyan
pedro uralde,페드로 우랄데,pedeuro uralde
jon aberasturi,존 에버스타리,jon ebeoseutari
antonio de brugada,안토니오 데 브루가다,antonio de beurugada
juan carlos higuero,후안 카를로스 이게로,huan kareulroseu igero
aitzol ituarte elexpe,앙헬레스 산토스 토로에야,anghelreseu santoseu toroeya
ramiro ledesma ramos,라미로 레데스마 라모스,ramiro redeseuma ramoseu
bibiana fernández,비비아나 페르난데스,bibiana pereunandeseu
josé nieto,호세 니에토,hose nieto
lucas pérez martínez,루카스 페레스 마르티네스,rukaseu pereseu mareutineseu
moraíto chico,모라이토 치코,moraito ciko
ramón rubial,라몬 루비알,ramon rubial
erwin schrott,어윈 슈로트,eowin syuroteu
shirota yuu,시로타 유,sirota yu
luis maría echeberría,루이스 마리아 에체베리아,ruiseu maria eceberia
agustí villaronga,아구스티 빌라론가,aguseuti bilraronga
vladimir gusinsky,블라디미르 구신스키,beulradimireu gusinseuki
alfonso carlos comín,알폰소 카를로스 코민,alponso kareulroseu komin
josé luis garci,호세 루이스 가르치,hose ruiseu gareuci
francisco fernández rodríguez,프란시스코 페르난데스 로드리게스,peuransiseuko pereunandeseu rodeurigeseu
josé manuel esnal,호세 마누엘 에스날,hose manuel eseunal
elena asins,엘레나 아신스,elrena asinseu
francisco palou,프란시스코 팔로우,peuransiseuko palrou
manuel zarzo,마누엘 사르소,manuel sareuso
inaxio kortabarria,이나시오 코르타바리아,inasio koreutabaria
miguel ángel ferrer,미겔 앙헬 페레르,migel anghel perereu
ignacio pérez santamaría,이그나시오 페레즈 산타마리아,igeunasio perejeu santamaria
federico sáiz,페데 사이스,pede saiseu
santiago urquiaga,산티아고 우르키아가,santiago ureukiaga
corín tellado,코린 테야도,korin teyado
juan mari arzak,후안 마리 아르작,huan mari areujag
rudy ventura,루디 벤츄라,rudi bencyura
julián orbón,훌리안 오르본,hulrian oreubon
josé luis gil,호세 루이스 길,hose ruiseu gil
txabi etxebarrieta,차비 에체바리에타,cabi ecebarieta
nicolás fernández de moratín,니콜라스 페르난데스 데 모라틴,nikolraseu pereunandeseu de moratin
paco cabezas,파코 카베자스,pako kabejaseu
sonia lafuente,소니아 라푸엔테,sonia rapuente
marcelo piñeyro,마르셀로 피녜이로,mareuselro pinyeiro
jaime sabartés,자우메 사바르테스,jaume sabareuteseu
juan antonio corbalán,후안 안토니오 코르발란,huan antonio koreubalran
mariano gonzález maroto,마리아노 곤살레스 마로토,mariano gonsalreseu maroto
carlota ciganda,카를로타 시간다,kareulrota siganda
pedro brugada,페드로 브루가다,pedeuro beurugada
renier vázquez igarza,레니에르 바스케스 이가르사,reniereu baseukeseu igareusa
fiorella faltoyano,피오레 랄팔토야노,piore ralpaltoyano
joaquín achúcarro,호아킨 아추카로,hoakin acukaro
emili teixidor,에밀리 텍시더,emilri tegsideo
jaume plensa,하우메 플렌자,haume peulrenja
josu urrutikoetxea,호수 우루티코에체아,hosu urutikoecea
antonio amaya,안토니오 아마야,antonio amaya
josé iglesias fernández,호세 이그나시오 페르난데스,hose igeunasio pereunandeseu
ana marzoa,아나 마르소아,ana mareusoa
adrian otaegui,아드리안 오타에기,adeurian otaegi
fernando ariassalgado,페르난도 아리아스살가도,pereunando ariaseusalgado
beatriz montañez,베아트리스 몬타녜스,beateuriseu montanyeseu
marcelino sanz de sautuola,마르셀리노 산스 데 사우투올라,mareuselrino sanseu de sautuolra
pedro lazaga,페드로 라사가,pedeuro rasaga
enrique jordá,엔리케 호르다,enrike horeuda
juan pardo,후안 파르도,huan pareudo
juan de villanueva,후안 데 비야누에바,huan de biyanueba
juan sánchez romero,후안 산체스 모레노,huan sanceseu moreno
javier villarroya,프란시스코 비야로야,peuransiseuko biyaroya
josé ruiz y blasco,호세 루이스 이 블랑코,hose ruiseu i beulrangko
juan josé lucas,후안 호세 루카스,huan hose rukaseu
juan de álava,후안 데 알라바,huan de alraba
esther arroyo,에스더 아로요,eseudeo aroyo
francisco cuesta gómez,프란세스크 쿠에스타 고메즈,peuranseseukeu kueseuta gomejeu
david córcoles,다비드 코르콜레스,dabideu koreukolreseu
rafael bardem,라파엘 바르뎀,rapael bareudem
gregorio benito,그레고리오 베니토,geuregorio benito
daniel martínez,다니 마르티네스,dani mareutineseu
bernabé ballester,베르나베 바예스테르,bereunabe bayeseutereu
adam karol czartoryski,아담 카롤 차르토리스키,adam karol careutoriseuki
ramon brugada,라몬 브루가다,ramon beurugada
enrique zuazua,엔리케 수아수아,enrike suasua
adriana reverón,아드리아나 레베론,adeuriana reberon
josé maría cañizares,호세 마리아 카니사레스,hose maria kanisareseu
paco lópez,파코 로페스,pako ropeseu
juan vicente herrera,후안 비센테 에레라,huan bisente erera
eduardo zaplana,에두아르도 사플라나,eduareudo sapeulrana
manu baqueiro,마누엘 바케이로,manuel bakeiro
manuel piñero,마누엘 피녜로,manuel pinyero
luis fernández lópez,루이스 페르난데스 로페스,ruiseu pereunandeseu ropeseu
luis gámir,루이스 가미르,ruiseu gamireu
devin davis,데빈 데이비스,debin deibiseu
luis venegas de henestrosa,루이스 베네가스 데 에네스트로사,ruiseu benegaseu de eneseuteurosa
elena espinosa,엘레나 에스피노사,elrena eseupinosa
cristina narbona,크리스티나 나르보나,keuriseutina nareubona
emilio salaber,에밀리오 살라베르,emilrio salrabereu
enrique urquijo,엔리케 우르키호,enrike ureukiho
mar moreno,마르 모레노,mareu moreno
gabriel esparza,가브리엘 에스파르사,gabeuriel eseupareusa
mónica oltra,모니카 올트라,monika olteura
fernand melgar,페르난도 멜가,pereunando melga
manuel sánchez ayuso,마누엘 산체스 아유소,manuel sanceseu ayuso
javier rojo,하비에르 로호,habiereu roho
paquito garcía gómez,프란시스코 가르시아 고메스,peuransiseuko gareusia gomeseu
consuelo rumí,콘수엘로 루미,konsuelro rumi
fito cabrales,피토 카브랄레스,pito kabeuralreseu
jesús apariciobernal,헤수스 아파리시오베르날,hesuseu aparisiobereunal
pepe sancho,호세 산초,hose sanco
sofía casanova,소피아 카사노바,sopia kasanoba
milagros collar,밀라그로스 콜라,milrageuroseu kolra
jordi magem badals,조르디 마젬 바달스,joreudi majem badalseu
ramón flecha,라몬 플레차,ramon peulreca
joan fontcuberta,조안 퐁쿠베르타,joan pongkubereuta
laura barriales,로라 바르렐리스,rora bareurelriseu
juan magán,후안 마간,huan magan
emiliano piedra,에밀리아노 피에드라,emilriano piedeura
gabriel ariassalgado,가브리엘 아리아스살가도,gabeuriel ariaseusalgado
iñaki anasagasti,이냐키 아나사가스티,inyaki anasagaseuti
pablo motos,파블로 모토스,pabeulro motoseu
javier colina,하비에르 콜리나,habiereu kolrina
salva ruiz,살바도르 루이스,salbadoreu ruiseu
maría josé suárez,마리아 호세 수아레스,maria hose suareseu
rafael ariassalgado,라파엘 아리아스살가도,rapael ariaseusalgado
miguel iglesias,미겔 이글레시아스,migel igeulresiaseu
jorge manuel theotocópuli,호르헤 마누엘 테오쿠풀루스,horeuhe manuel teokupulruseu
juan ferrero,후안 페레로,huan perero
noelia lópez,노엘리아 로페스,noelria ropeseu
rosendo mercado,로센도 메르카도,rosendo mereukado
miguel de los santos álvarez,미구엘 데 로스 산토스 알바레즈,miguel de roseu santoseu albarejeu
menchu gal,멘추 갈,mencu gal
garbiñe abasolo,가빈 아바솔로,gabin abasolro
loquillo,로키요,rokiyo
nando martínez,난도 마르티네스,nando mareutineseu
rodolfo martín villa,로돌포 마르틴 비야,rodolpo mareutin biya
agustín esteve,아구스틴 에스테베,aguseutin eseutebe
tomás zarraonandía,토마스 사라오난디아,tomaseu saraonandia
vanesa lorenzo,바네사 로렌소,banesa rorenso
graciano lópez jaena,그라시아노 로페스 하에나,geurasiano ropeseu haena
luis pérez dasmariñas,루이스 페레스 다스마리냐스,ruiseu pereseu daseumarinyaseu
adrián san miguel del castillo,산 미겔 델 카스티요 애드리안,san migel del kaseutiyo aedeurian
víctor garcía,빅터 가르시아,bigteo gareusia
víctor álvarez delgado,빅터 알바레스 델가도,bigteo albareseu delgado
javier pereira,하비에르 페레이라,habiereu pereira
vania millán,바니아 밀란,bania milran
julián de ajuriaguerra,훌리안 데 아후리아게라,hulrian de ahuriagera
jaime blanch,호세 블랑치,hose beulrangci
sofía mazagatos,소피아 마자가토스,sopia majagatoseu
carme elias,카르메 엘리아스,kareume elriaseu
álvaro giménez,알바로 히메네스,albaro himeneseu
taymi chappe,타이미 차페,taimi cape
luis sera,루이스 세라,ruiseu sera
jonathan castro otto,조나단 카스트로 오토,jonadan kaseuteuro oto
josemi carmona,호세미 카르모나,hosemi kareumona
ignacio aguirrezabala,이그나시오 아기레사발라,igeunasio agiresabalra
álvaro urquijo,알바로 우르키호,albaro ureukiho
herminio almendros,에르미니오 알멘드로스,ereuminio almendeuroseu
josé luis fernández manzanedo,호세 루이스 페르난데스 만사네도,hose ruiseu pereunandeseu mansanedo
josé navas,호세 나바스,hose nabaseu
josé maría amorrortu,호세 마리아 아모로르투,hose maria amororeutu
melani olivares,멜라니 올리바레스,melrani olribareseu
ignacio garcía lópez,이그나시오 가르시아 로페스,igeunasio gareusia ropeseu
diana navarro,디아나 나바로,diana nabaro
alejandro maximino,알레한드로 마시미노,alrehandeuro masimino
alejandro rodríguez de miguel,알레한드로 로드리게스 데 미겔,alrehandeuro rodeurigeseu de migel
vicente sardinero,비센테 사르디네로,bisente sareudinero
eugeni asencio,에우헤니 아센시오,euheni asensio
eugenia santana,유지니아 산타나,yujinia santana
carmen franco y polo,마리아 델 카르멘 프랑코,maria del kareumen peurangko
david martí,데이빗 마티,deibis mati
fernando velázquez,페르난도 벨라즈퀘즈,pereunando belrajeukwejeu
roser tapias,로세르 타피아스,rosereu tapiaseu
claudio biern boyd,클라우디오 비에른 보이드,keulraudio biereun boideu
hilarión eslava,일라리온 에슬라바,ilrarion eseulraba
idoia lópez riaño,이도이아 로페스 리아뇨,idoia ropeseu rianyo
àlex ollé,알렉스 올레,alregseu olre
david lafuente,다비드 라푸엔테,dabideu rapuente
david lyme,데이비드 라임,deibideu raim
jan baalsrud,얀 볼스루,yan bolseuru
antonio trashorras,안토니오 트라쇼라스,antonio teurasyoraseu
diego de astor,디에고 데 아스토르,diego de aseutoreu
elsa anka,엘사 안카,elsa anka
elixabete sarasola,엘리샤베테 사라솔라,elrisyabete sarasolra
elena gadel,엘레나 가델,elrena gadel
emilio moreno,에밀리오 모레노,emilrio moreno
enric sala,엔릭 살라,enrig salra
ana higueras,아나 이게라스,ana igeraseu
antonio fuertes,안토니오 푸에르테스,antonio puereuteseu
pablo chiapella,파블로 키아페야,pabeulro kiapeya
germán garrido,헤르만 가리도,hereuman garido
alberto trifol,알베르토 트리폴,albereuto teuripol
alejandra onieva,알레한드라 오니에바,alrehandeura onieba
isidro ortiz,이시드로 오티즈,isideuro otijeu
alfonso dastis,알폰소 다스티스,alponso daseutiseu
alfonso fernández mañueco,알폰소 페르난데스 마뉴에코,alponso pereunandeseu manyueko
carlos jiménez villarejo,카를로스 히메네스 비야레호,kareulroseu himeneseu biyareho
esteban maroto,에스테반 마로토,eseuteban maroto
joan francesc ferrer sicilia,주안 프란세스크 페레르 시실리아,juan peuranseseukeu perereu sisilria
antonio serrano,안토니오 세라노,antonio serano
alicia bogo,알리시아 보고르,alrisia bogoreu
guillermo pérez moreno,기예르모 페레스 모레노,giyereumo pereseu moreno
arturo arribas,아르투로 아리바스,areuturo aribaseu
bimba bosé,빔바 보세,bimba bose
juan habichuela,후안 아비추엘라,huan abicuelra
amparo pamplona,암파로 팜플로나,amparo pampeulrona
fernando dagnino guerra,페르난도 다니노 게라,pereunando danino gera
fernando pasarín,페르난도 파사린,pereunando pasarin
carlos castel,카를로스 카스텔,kareulroseu kaseutel
aurora carbonell,오로라 카보넬,orora kabonel
andrés barba,안드레스 바르바,andeureseu bareuba
aída flix,아이드 플릭스,aideu peulrigseu
mario vaquerizo,마리오 바케리소,mario bakeriso
canco rodríguez,캉코 로드리게스,kangko rodeurigeseu
diego manuel béjar,디에고 마누엘 베자르,diego manuel bejareu
carla nieto,카를라 니에토,kareulra nieto
pocholo martínezbordiú,포촐로 마르티네스보르디우,pocolro mareutineseuboreudiu
diego de pontac,디에고 데 폰타크,diego de pontakeu
baldo martínez,발도 마르티네스,baldo mareutineseu
eustaquio barjau,에우스타키오 바르하우,euseutakio bareuhau
carlos aragonés,카를로스 아라고네스,kareulroseu aragoneseu
lucía figar,루시아 피가르,rusia pigareu
guillermo hernangómez heredero,기예르모 에르난고메스 에레데로,giyereumo ereunangomeseu eredero
eduardo espinilla,에두아르도 에스피니야,eduareudo eseupiniya
jordi brau,조르디 브루,joreudi beuru
jonás berami,호나스 베라미,honaseu berami
jorge arandes,호르헤 아란데스,horeuhe arandeseu
consuelo berges,콘수엘로 베르헤스,konsuelro bereuheseu
enrique gato,엔리케 가토,enrike gato
cristina yuste,크리스티나 유스테,keuriseutina yuseute
césar camino,세사르 카미노,sesareu kamino
daniel casadellà,다니엘 카사델라,daniel kasadelra
javier reverte,하비에르 레베르테,habiereu rebereute
daniel mañó,다니엘 마뇨,daniel manyo
