нюша,뉴샤,nyusya
валерий приёмыхов,발레리 프리이어코브,balreri peuriieokobeu
пётр семак,표트르 세마크,pyoteureu semakeu
елена фомина,옐레나 포미나,yelrena pomina
игорь тихомиров,이고리 티호미로프,igori tihomiropeu
любовь тихомирова,류보비 티호미로바,ryubobi tihomiroba
александр числов,알렉산드르 치슬로프,alregsandeureu ciseulropeu
алина сергеева,알리나 세르게이바,alrina sereugeiba
сергей соседов,세르게이 소세도프,sereugei sosedopeu
ольга фонда,올가 폰다,olga ponda
константин чуйченко,콘스탄틴 추이첸코,konseutantin cuicenko
марьяна спивак,마리야나 스피바크,mariyana seupibakeu
эльвира тодуа,옐비라 토두아,yelbira todua
ревекка фрумкина,레베카 프룸키나,rebeka peurumkina
олег фомин,올렉 포민,olreg pomin
сергей чонишвили,세르게이 초니시빌리,sereugei conisibilri
алексей георгиевич чумаков,알렉세이 추마 코프,alregsei cuma kopeu
владимир толоконников,블라디미르 토로코니코프,beulradimireu torokonikopeu
лилия михайловна толмачёва,릴리아 톨마 체바,rilria tolma ceba
пётр фёдоров,표트르 표도로프,pyoteureu pyodoropeu
олег фёдоров,올리거 페도로,olrigeo pedoro
ирина токмакова,이리나 토크마코바,irina tokeumakoba
радий хабиров,라디 하비로프,radi habiropeu
галина стаханова,갈리나 스타하노바,galrina seutahanoba
алиса хазанова,알리사 카자노바,alrisa kajanoba
роза хайруллина,로자 하이룰리나,roja hairulrina
илья шакунов,일리야 샤쿠노프,ilriya syakunopeu
мария шалаева,마리야 샬라예바,mariya syalrayeba
александр торшин,알렉산드르 토르신,alregsandeureu toreusin
гарик харламов,가리크 카라모프,garikeu karamopeu
ирина ильинична тонева,이리나 토 네바,irina to neba
зинаида шарко,지나이다 샤르코,jinaida syareuko
иван стебунов,이반 스테브노프,iban seutebeunopeu
максим топилин,막심 토필린,magsim topilrin
евгений симонов,예브게니 시모노프,yebeugeni simonopeu
анатолий торкунов,아나톨리 토르쿠노프,anatolri toreukunopeu
андрей харитонов,안드레이 하리토노프,andeurei haritonopeu
евгений стычкин,예브게니 스턱킨,yebeugeni seuteogkin
маргарита симоньян,마르가리타 시모냔,mareugarita simonyan
яна троянова,야나 트로야노바,yana teuroyanoba
анна хилькевич,안나 킬케비치,anna kilkebici
денис шведов,데니스 시베도프,deniseu sibedopeu
екатерина скулкина,예카테리나 스쿨키나,yekaterina seukulkina
александр стриженов,알렉산드르 스트리제노프,alregsandeureu seuteurijenopeu
любовь стриженова,류보비 스트리제노바,ryubobi seuteurijenoba
марианна стриженова,마리안나 스트리제노바,marianna seuteurijenoba
екатерина стриженова,예카테리나 스트리제노바,yekaterina seuteurijenoba
леонид шварцман,레오니트 시바르츠만,reoniteu sibareuceuman
сергей супонев,세르게이 수포네프,sereugei suponepeu
ольга тумайкина,올가 투마이키나,olga tumaikina
александр тютин,알렉산드르 타이틴,alregsandeureu taitin
ольга сутулова,올가 수투로바,olga suturoba
максим суханов,막심 수하노프,magsim suhanopeu
руслан цаликов,루슬란 찰리코프,ruseulran calrikopeu
ксения суркова,크세니야 수코바,keuseniya sukoba
нина усатова,니나 우사토바,nina usatoba
ольга ульянова,올가 울리야노바,olga ulriyanoba
светлана устинова,스페틀라나 유스티노바,seupeteulrana yuseutinoba
никита хрущёв,니키타 흐루쇼프,nikita heurusyopeu
андрей игоревич смоляков,안드레이 스모 야코프,andeurei seumo yakopeu
альберт тавхелидзе,알베르트 타브헬리제,albereuteu tabeuhelrije
антон олегович табаков,안톤 타바 코프,anton taba kopeu
александра олеговна табакова,알렉산드라 타바 코바,alregsandeura taba koba
ян цапник,얀 트삽닉,yan teusabnig
юрий цурило,유리 트리로,yuri teuriro
виктор суходрев,빅토르 수호드레프,bigtoreu suhodeurepeu
андрей чадов,안드레이 차도프,andeurei cadopeu
виктор федотов,빅토르 페도토프,bigtoreu pedotopeu
ярослав чеважевский,야로슬라브 체바제프스키,yaroseulrabeu cebajepeuseuki
андрей федорцов,안드레이 페도르츠프,andeurei pedoreuceupeu
марина гавриловна федункив,마리나 페드 커브,marina pedeu keobeu
вячеслав шпорт,뱌체슬라프 시포르트,byaceseulrapeu siporeuteu
евгений ташков,예브게니 타시코프,yebeugeni tasikopeu
георгий тараторкин,게오르기 타라토르킨,georeugi taratoreukin
екатерина шпица,카테리나 시피차,katerina sipica
владас ласицкас,블라다스 라시츠카스,beulradaseu rasiceukaseu
наталья фатеева,나탈리아 파테에바,natalria pateeba
маргарита шубина,마가리타 슈비나,magarita syubina
мария шукшина,마리아 슈크시나,maria syukeusina
хельга филиппова,헬가 필리포바,helga pilripoba
антонина шуранова,안토니나 슈라노바,antonina syuranoba
георгий юнгвальдхилькевич,게오르기 윤그발트힐케비치,georeugi yungeubalteuhilkebici
павел чинарёв,파벨 차이나우프,pabel cainaupeu
анна чиповская,안나 치폽스카야,anna cipobseukaya
екатерина козырева,예카테리나 코지레바,yekaterina kojireba
владимир якушев,블라디미르 야쿠셰프,beulradimireu yakusyepeu
анна яновская,안나 야노브스카야,anna yanobeuseukaya
максим орешкин,막심 오레시킨,magsim oresikin
этери тутберидзе,에테리 투트베리제,eteri tuteuberije
гордей горшков,고르데이 고르시코프,goreudei goreusikopeu
александр яценко,알렉산드르 야첸코,alregsandeureu yacenko
игорь ясулович,이고리 야술로비치,igori yasulrobici
андрей васильев,안드레이 바실리예프,andeurei basilriyepeu
николай дуров,니콜라이 두로프,nikolrai duropeu
андрей северный,안드레이 세버니,andeurei sebeoni
александр аршинов,알렉산드르 아르시노프,alregsandeureu areusinopeu
анна требунская,안나 트레분스카야,anna teurebunseukaya
олег артемьев,올렉 아르테몌프,olreg areutemyepeu
антон заболотный,안톤 자볼로트니,anton jabolroteuni
александр фёдоров,알렉산드르 표도로프,alregsandeureu pyodoropeu
сергей чемезов,세르게이 체메조프,sereugei cemejopeu
артём чигвинцев,아르템 치그빈테프,areutem cigeubintepeu
ирина шарипова,이리나 샤리포바,irina syaripoba
евгения любич,제니아 루빅,jenia rubig
юлия самойлова,율리야 사모일로바,yulriya samoilroba
иван новосельцев,이반 노보셀체프,iban noboselcepeu
хабибулло абдусаматов,하비불로 압두사마토프,habibulro abdusamatopeu
татьяна усова,타티야나 우소바,tatiyana usoba
ирина полякова,이리나 폴랴코바,irina polryakoba
алексей щиголев,알렉세이 쉬골레프,alregsei swigolrepeu
дарья попова,다리야 포포바,dariya popoba
далер кузяев,달레르 쿠자예프,dalrereu kujayepeu
ксения кахнович,크세니야 카흐노비치,keuseniya kaheunobici
валентина восток,발렌티나 보스토크,balrentina boseutokeu
валентина ивахненко,발렌티나 이바흐넨코,balrentina ibaheunenko
евгений иванов,예브게니 이바노프,yebeugeni ibanopeu
виктор коул,빅터 콜,bigteo kol
гарий гаврилов,가리 가브릴로프,gari gabeurilropeu
игорь дементьев,이고리 데멘티예프,igori dementiyepeu
виктор доценко,빅토르도 츠코,bigtoreudo ceuko
юрий газинский,유리 가진스키,yuri gajinseuki
даниэл кузьмин,다니엘 쿠즈민,daniel kujeumin
владимир комаров,블라디미르 코마로프,beulradimireu komaropeu
елена ливанова,옐레나 리바노바,yelrena ribanoba
юрий лодыгин,유리 로디긴,yuri rodigin
владимир лаптев,블라디미르 랍테프,beulradimireu rabtepeu
михаил коляда,미하일 콜야다,mihail kolyada
полина максимова,폴리나 막시모바,polrina magsimoba
александр головин,알렉산드르 골로빈,alregsandeureu golrobin
анна уколова,안나 우쿨로바,anna ukulroba
алёна фалалеева,알료나 팔랄레예바,alryona palralreyeba
светлана крючкова,스베트라나 크리우치코바,seubeteurana keuriucikoba
роман васьянов,로만 바시야노프,roman basiyanopeu
олеся железняк,올레샤 젤레즈냐크,olresya jelrejeunyakeu
эдвард сноуден,에드워드 스노든,edeuweodeu seunodeun
константин фам,콘스탄틴 패밀리,konseutantin paemilri
варвара флинк,바르바라 플린크,bareubara peulrinkeu
валерий фальков,발레리 팔코프,balreri palkopeu
макар запорожский,마카르 자포로스키,makareu japoroseuki
святослав подгаевский,스브야토슬라브 포드가에브스키,seubeuyatoseulrabeu podeugaebeuseuki
лев шеврин,레프 셰브린,repeu syebeurin
маргарита мамун,마가리타 마문,magarita mamun
андрей карлов,안드레이 카를로프,andeurei kareulropeu
сокити нисияма,니시야마 소키치,nisiyama sokici
павел могилевец,파벨 모길레베츠,pabel mogilrebeceu
евгения медведева,에브게니야 메드베데바,ebeugeniya medeubedeba
анатолий ведерников,아나톨리 베데르니코프,anatolri bedereunikopeu
екатерина рыболовлева,예카테리나 리볼로블레바,yekaterina ribolrobeulreba
александр бычков,알렉산더 비치코프,alregsandeo bicikopeu
алексей миранчук,알렉세이 미란추크,alregsei mirancukeu
прохор шаляпин,프로코르 샬리아핀,peurokoreu syalriapin
николай олюнин,니콜라이 올류닌,nikolrai olryunin
александра колясева,알렉산드라 콜랴세바,alregsandeura kolryaseba
сергей аксёнов,세르게이 악쇼노프,sereugei agsyonopeu
мигран арутюнян,미흐란 하루튜냔,miheuran harutyunyan
трегубов михайлович,니키타 트레구보프,nikita teuregubopeu
наталья поклонская,나탈리아 포클론스카야,natalria pokeulronseukaya
михаил котюков,미하일 코튜코프,mihail kotyukopeu
ангелина туренко,안겔리나 투렌코,angelrina turenko
василий ладюк,바실리 라디욱,basilri radiug
елена петрова,엘레나 페트로바,elrena peteuroba
надежда сергеева,나데즈다 세르게예바,nadejeuda sereugeyeba
натали джоя,나탈리 지오이아,natalri jioia
михаил попков,미하일 폽코프,mihail pobkopeu
айо бенес,아이조 베네스,aijo beneseu
пётр павленский,표트르 파블렌스키,pyoteureu pabeulrenseuki
александр бородай,알렉산드르 보로다이,alregsandeureu borodai
иван касперский,이반 카스퍼스키,iban kaseupeoseuki
лайла третиков,라일라 트레티코프,railra teuretikopeu
абдулрашид садулаев,아브둘라시트 사둘라예프,abeudulrasiteu sadulrayepeu
елена шульман,옐레나 슐만,yelrena syulman
виталик бутерин,비탈리크 부테린,bitalrikeu buterin
елена шарапова,옐레나 샤라포바,yelrena syarapoba
юрий шарапов,유리 샤라포프,yuri syarapopeu
паулина андреева,파울리나 안드레예바,paulrina andeureyeba
андрей рублёв,안드레이 루블료프,andeurei rubeulryopeu
тимур сафин,티무르 사핀,timureu sapin
виктор хориняк,빅토르 호리냑,bigtoreu horinyag
юлия ахмедова,율리야 아흐메도바,yulriya aheumedoba
евгений рукавицын,예브게니 루카비친,yebeugeni rukabicin
надежда сысоева,나데즈다 시소예바,nadejeuda sisoyeba
елена борщёва,옐레나 보르시요바,yelrena boreusiyoba
владислав артемьев,블라디슬라프 아르테미예프,beulradiseulrapeu areutemiyepeu
алекс озеров,알렉스 오제로프,alregseu ojeropeu
саша лусс,사샤 루스,sasya ruseu
денис пушилин,데니스 푸쉴린,deniseu puswilrin
дмитрий исхакович мустафин,드미트리 이스하코비치 무스타핀,deumiteuri iseuhakobici museutapin
екатерина григорьева,케이트 그리고리예바,keiteu geurigoriyeba
аслан карацев,아슬란 카라체프,aseulran karacepeu
сергей дудаков,세르게이 두다코프,sereugei dudakopeu
ильзат ахметов,일자트 아흐메토프,iljateu aheumetopeu
алёна шишкова,알레나 쉬스코바,alrena swiseukoba
александра бортич,알렉산드라 보르티치,alregsandeura boreutici
кирилл алексеенко,키릴 알렉센코,kiril alregsenko
давит чакветадзе,다비트 차크베타제,dabiteu cakeubetaje
илья щербинин,일리아 스케르빈,ilria seukereubin
юлия рыжанова,율리야 리자노바,yulriya rijanoba
катерина тихонова,카테리나 티호노바,katerina tihonoba
владимир спиридонович путин,블라디미르 스피리도노비치 푸틴,beulradimireu seupiridonobici putin
мария путина,마리야 푸티나,mariya putina
зеленская эмильевна,엘레나 젤렌스카야,elrena jelrenseukaya
богданов иванович,빅토로 보그다노프,bigtoro bogeudanopeu
антон чупков,안톤 춥코프,anton cubkopeu
олег навальный,올레크 나발니,olrekeu nabalni
кристина пименова,크리스티나 피메노바,keuriseutina pimenoba
екатерина аввакумова,예카테리나 아바쿠모바,yekaterina abakumoba
сергей бида,세르게이 비다,sereugei bida
хасан халмурзаев,하산 할무르자예프,hasan halmureujayepeu
абдулманап нурмагомедов,아브둘마나프 누르마고메도프,abeudulmanapeu nureumagomedopeu
екатерина семенчук,예카테리나 세멘트츄크,yekaterina sementeucyukeu
гаэль ондуа,가엘 온두아,gael ondua
леонид полищук,레오니트 폴리슈크,reoniteu polrisyukeu
александр светаков,알렉산드르 스베타코프,alregsandeureu seubetakopeu
гордей колесов,고르데이 콜레소브,goreudei kolresobeu
иван жвакин,이반 즈바킨,iban jeubakin
инга лепс,잉가 랩스,ingga raebseu
станислав соловкин,스타니슬라프 솔롭킨,seutaniseulrapeu solrobkin
зинаида белых,지나이다 벨리흐,jinaida belriheu
денис вороненков,데니스 보로넨코프,deniseu boronenkopeu
вита сидоркина,비타 시도르키나,bita sidoreukina
валерия кауфман,발레리 카우프만,balreri kaupeuman
мария воронцова,마리야 보론초바,mariya boroncoba
эмилия слабунова,예밀리야 슬라부노바,yemilriya seulrabunoba
илья беляков,일리야 벨랴코프,ilriya belryakopeu
гузель яхина,구젤 야히나,gujel yahina
кристиан костов,크리스티안 코스토프,keuriseutian koseutopeu
владислав мирзоев,블라디슬라프 미르조예프,beulradiseulrapeu mireujoyepeu
вячеслав чепурченко,뱌체슬라프 체푸르첸코,byaceseulrapeu cepureucenko
соня белоусова,소냐 벨로우소바,sonya belrousoba
дмитрий страхов,드미트리 스트라호프,deumiteuri seuteurahopeu
азамат мусагалиев,아자마트 무사갈리예프,ajamateu musagalriyepeu
даниил воробьёв,다니엘 보로로비요프,daniel bororobiyopeu
даниил медведев,다닐 메드베데프,danil medeubedepeu
геннадий черкасов,겐나디 체르카소프,gennadi cereukasopeu
фёдор успенский,표도르 우스펜스키,pyodoreu useupenseuki
евгений пригожин,예브게니 프리고진,yebeugeni peurigojin
михаил сергачёв,미하일 세르가초프,mihail sereugacopeu
алексей петрухин,알렉세이 페트루킨,alregsei peteurukin
юлия павлова,리야 파블로바,riya pabeulroba
дмитрий попко,드미트리 폽코,deumiteuri pobko
юлдус бахтиозина,율두스 박시지나,yulduseu bagsijina
юлия топольницкая,율리야 토폴니츠카야,yulriya topolniceukaya
александра поспелова,알렉산드라 포스펠로바,alregsandeura poseupelroba
егор рыков,예고르 리코프,yegoreu rikopeu
елена летучая,엘레나 레트차야,elrena reteucaya
илья найшуллер,일리야 나이슐레르,ilriya naisyulrereu
даша чаруша,다샤 차루샤,dasya carusya
зелимхан хаджиев,젤림한 하지예프,jelrimhan hajiyepeu
сергей фургал,세르게이 푸르갈,sereugei pureugal
ильдар дадин,일다르 다딘,ildareu dadin
игорь коробов,이고리 코로보프,igori korobopeu
кирилл шамалов,키릴 샤말로프,kiril syamalropeu
ирина горбачёва,이리나 고르바초바,irina goreubacoba
татьяна митюшина,타냐 미투시나,tanya mitusina
валерий шикшин,발레리 식신,balreri sigsin
светлана французова,스베틀라나 프란추조바,seubeteulrana peurancujoba
заурбек сидаков,자우르베크 시다코프,jaureubekeu sidakopeu
антон миранчук,안톤 미란추크,anton mirancukeu
леонид марголин,레오니드 마골린,reonideu magolrin
нателла крапивина,나텔라 크라피비나,natelra keurapibina
вера константиновна панфилова,베라 판필 로바,bera panpil roba
алина загитова,알리나 자기토바,alrina jagitoba
тамерлан башаев,타메를란 바샤예프,tamereulran basyayepeu
дмитрий шишкин,드미트리 쉬스킨,deumiteuri swiseukin
максим голополосов,막심 골로폴로소프,magsim golropolrosopeu
иван янковский,이반 얀콥스키,iban yankobseuki
павел сиваков,파벨 시바코프,pabel sibakopeu
александр большунов,알렉산드르 볼슈노프,alregsandeureu bolsyunopeu
зиничев николаевич,예브게니 지니체프,yebeugeni jinicepeu
илья мэддисон,일리야 매디슨,ilriya maediseun
александр стародубец,알렉산드르 스타로두베츠,alregsandeureu seutarodubeceu
анастасия решетова,아나스타샤 레시토바,anaseutasya resitoba
роман евгеньев,로만 예브게니예프,roman yebeugeniyepeu
олег матыцин,올레크 마티친,olrekeu maticin
борис чернышов,보리스 체르니쇼프,boriseu cereunisyopeu
юрий хованский,유리 호반스키,yuri hobanseuki
карпова алексеевна,나데즈다 카르포바,nadejeuda kareupoba
екатерина александровская,예카테리나 알렉산드롭스카야,yekaterina alregsandeurobseukaya
кристина грикайте,크리스 그리카이테,keuriseu geurikaite
рада аджубей,라다 아주베이,rada ajubei
антон алиханов,안톤 알리하노프,anton alrihanopeu
анна зак,안나 자크,anna jakeu
митя алешковский,드미트리 알레시콥스키,deumiteuri alresikobseuki
ангелина данилова,안젤리나 다닐로바,anjelrina danilroba
виктория абрамченко,빅토리야 아브람첸코,bigtoriya abeuramcenko
илья прусикин,일리야 프루시킨,ilriya peurusikin
дмитрий уткин,드미트리 웃킨,deumiteuri uskin
павел грудинин,파벨 그루디닌,pabel geurudinin
заур угуев,자우르 우구예프,jaureu uguyepeu
артем аншелес,아르 템샬레,areu temsyalre
геннадий жидко,겐나디 짓코,gennadi jisko
анна щербакова,안나 셰르바코바,anna syereubakoba
екатерина самсонов,예카테리나 삼소노프,yekaterina samsonopeu
эльдар джарахов,옐다르 자라호프,yeldareu jarahopeu
юрий шефлер,유리 셰플레르,yuri syepeulrereu
денис кензо,데니스 켄조,deniseu kenjo
евгений бондаренко,예브게니 본다렌코,yebeugeni bondarenko
георгий албуров,게오르기 알부로프,georeugi alburopeu
фархад фаткуллин,파르하트 팟쿨린,pareuhateu paskulrin
надиршах хачилаев,나디르 하칠라예프,nadireu hacilrayepeu
егор клинаев,에고 클리네프,ego keulrinepeu
нина добрушина,니나 도브루시나,nina dobeurusina
мария бутина,마리야 부티나,mariya butina
константин килимник,콘스탄틴 킬림니크,konseutantin kilrimnikeu
алёна косторная,알료나 코스토르나야,alryona koseutoreunaya
александра трусова,알렉산드라 트루소바,alregsandeura teurusoba
валерия шкирандо,발레리야 시키란도,balreriya sikirando
юрий ковалёв,유리 코발료프,yuri kobalryopeu
данила поперечный,다닐라 포페레치니,danilra poperecini
николай платошкин,니콜라이 플라토시킨,nikolrai peulratosikin
анна корнильева,안나 코닐리에바,anna konilrieba
илья кувшинов,일리아 쿠프시노프,ilria kupeusinopeu
варвара грачёва,바르바라 그라초바,bareubara geuracoba
юлия навальная,율리야 나발나야,yulriya nabalnaya
леонид пасечник,레오니드 파세츠니크,reonideu paseceunikeu
севак ханагян,세바크 카나갼,sebakeu kanagyan
артур найфонов,아르투르 나이포노프,areutureu naiponopeu
пётр ян,페트르 얀,peteureu yan
дмитрий горбунов,드미트리 고르부노프,deumiteuri goreubunopeu
михаил тихонов,미하일 티호노프,mihail tihonopeu
ирина горячева,이리나 고랴체바,irina goryaceba
александра бойкова,알렉산드라 보이코바,alregsandeura boikoba
дмитрий козловский,드미트리 코즐롭스키,deumiteuri kojeulrobseuki
марина могилко,마리나 모길코,marina mogilko
елена хусяйнова,옐레나 후샤이노바,yelrena husyainoba
анна сорокина,안나 소로킨,anna sorokin
алексей агеев,알렉세이 에이에프,alregsei eiepeu
гевонд андреасян,게본트 안드레아시안,gebonteu andeureasian
сергей походаев,세르게이 포코도브,sereugei pokodobeu
валентин садики,발렌틴 사디키,balrentin sadiki
дмитрий ендальцев,드미트리 엔달트세프,deumiteuri endalteusepeu
игорь хрипунов,이고르 크리푸노프,igoreu keuripunopeu
кристина пакарина,크리스티나 파카리나,keuriseutina pakarina
клим поплавский,클림 포플라프스키,keulrim popeulrapeuseuki
валерия дмитриева,발레리아 드미트리에바,balreria deumiteurieba
сергей романович,세르게이 브리야코비치,sereugei beuriyakobici
антон борматов,안톤 보마토프,anton bomatopeu
алексис рабен,알렉시스 라벤,alregsiseu raben
виктор хоркин,빅토르 코르킨,bigtoreu koreukin
артём аксёненко,아르툠 악세넨코,areutyom agsenenko
валерий федорович,발레리 페도로비치,balreri pedorobici
антонина дубинина,안토니나 두비니나,antonina dubinina
моргенштерн,모르겐시테른,moreugensitereun
блиновская олеговна,옐레나 블리놉스카야,yelrena beulrinobseukaya
андрей золотарёв,안드레이 졸로타레프,andeurei jolrotarepeu
олег маловичко,올렉 말로비치코,olreg malrobiciko
алексей текслер,알렉세이 텍슬레르,alregsei tegseulrereu
яна кошкина,야나 코시키나,yana kosikina
иван голунов,이반 골루노프,iban golrunopeu
ида галич,이다 갈리치,ida galrici
александр мишкин,알렉산드르 미시킨,alregsandeureu misikin
ирина чипиженко,이리나 치티첸코,irina citicenko
камила валиева,카밀라 발리예바,kamilra balriyeba
махмудали калиматов,마흐무트알리 칼리마토프,maheumuteualri kalrimatopeu
иван жданов,이반 즈다노프,iban jeudanopeu
грета ониогу,그레타 오니우고우,geureta oniugou
сидоркова антоновна,이리나 시도르코바,irina sidoreukoba
иван куляк,이반 쿨리악,iban kulriag
софья таюрская,소피야 타유르스카야,sopiya tayureuseukaya
ольга любимова,올가 류비모바,olga ryubimoba
николай зиновьев,니콜라이 지노비에프,nikolrai jinobiepeu
михаил виктор,미하일 빅터,mihail bigteo
максут шадаев,막수트 샤다예프,magsuteu syadayepeu
антон котяков,안톤 코탸코프,anton kotyakopeu
майя хромых,마야 크로미크,maya keuromikeu
сергей евдокимов,세르게이 예브도키모프,sereugei yebeudokimopeu
диана пожарская,다이아나 포자스카야,daiana pojaseukaya
андрей курпатов,안드레이 쿠르파토프,andeurei kureupatopeu
митрошина александровна,알렉산드라 미트로시나,alregsandeura miteurosina
олег верходанов,올레크 베르호다노프,olrekeu bereuhodanopeu
елена осипова,옐레나 오시포바,yelrena osipoba
альберт батыргазиев,알베르트 바티르가지예프,albereuteu batireugajiyepeu
стася милославская,스타샤 밀로슬랍스카야,seutasya milroseulrabseukaya
дора,도라,dora
алибек качмазов,알리베크 카치마조프,alribekeu kacimajopeu
виктор началов,빅토르 나찰로프,bigtoreu nacalropeu
сергей годин,세르게이 고딘,sereugei godin
павел боголюбов,파벨 보골류보프,pabel bogolryubopeu
светлана кривоногих,스베틀라나 크리보노기흐,seubeteulrana keuribonogiheu
екатерина мизулина,예카테리나 미줄리나,yekaterina mijulrina
валериан русанов,발레리안 루사노프,balrerian rusanopeu
мария певчих,마리야 펩치흐,mariya pebciheu
илья драгунов,일자아 드라아구우노프,iljaa deuraaguunopeu
вероника жилина,베로니카 질리나,beronika jilrina
мария львовабелова,마리야 리보바벨로바,mariya ribobabelroba
анастасия гасанова,아나스타시야 가사노바,anaseutasiya gasanoba
дарья навальная,다리야 나발나야,dariya nabalnaya
арсен захарян,아르센 자하랸,areusen jaharyan
александр александров,알렉산드르 알렉산드로프,alregsandeureu alregsandeuropeu
роман маякин,로만 마야킨,roman mayakin
нина ракова,니나 라코바,nina rakoba
анастасия лютова,아나스타샤 류토바,anaseutasya ryutoba
максим ступин,막심 스투핀,magsim seutupin
владимир курт,블라디미르 쿠르트,beulradimireu kureuteu
михаил данилюк,미하일 다닐류크,mihail danilryukeu
андрей палий,안드레이 팔리지,andeurei palriji
андрей колесников,안드레이 콜레스니코프,andeurei kolreseunikopeu
олег митяев,올렉 미티아예프,olreg mitiayepeu
марина овсянникова,마리나 옵샨니코바,marina obsyannikoba
сухарев владимирович,세르게이 수카레프,sereugei sukarepeu
мордвичев николаевич,안드레이 모르드비초프,andeurei moreudeubicopeu
оксана баулина,옥사나 보울리나,ogsana boulrina
владимир александрович глазунов,블라디미르 알렉산드로비치 글라주노프,beulradimireu alregsandeurobici geulrajunopeu
руслан левиев,루슬란 레비예프,ruseulran rebiyepeu
руслан шаведдинов,루슬란 샤베디노프,ruseulran syabedinopeu
алексей борисович журавлёв,알렉세이 보리소비치 주라블료프,alregsei borisobici jurabeulryopeu
куприн валериевич,안톤 쿠프린,anton kupeurin
анастасия креслина,아나스타샤 크레슬리나,anaseutasya keureseulrina
егор просвирнин,예고르 프로스비르닌,yegoreu peuroseubireunin
валерий ковалёв,발레리 코발료프,balreri kobalryopeu
захар навальный,자하르 나발니,jahareu nabalni
пётр щеглов,표트르 셰글로프,pyoteureu syegeulropeu
дарья дугина,다리야 두기나,dariya dugina
ольга колобова,올가 콜로보바,olga kolroboba
вероника пригожина,베로니카 프리고지나,beronika peurigojina
виолетта пригожина,비올레타 프리고지나,biolreta peurigojina
полина пригожина,폴리나 프리고지나,polrina peurigojina
любовь пригожина,류보프 프리고지나,ryubopeu peurigojina
павел пригожин,파벨 프리고진,pabel peurigojin
денис никитин,데니스 니키틴,deniseu nikitin
абу нурадин рустамов,아부 누라딘 루스타모프,abu nuradin ruseutamopeu
сергей горячев,세르게이 고랴체프,sereugei goryacepeu
екатерина дунцова,예카테리나 둔초바,yekaterina duncoba
евгений штефан,예브게니 슈테판,yebeugeni syutepan
валерий чекалов,발레리 체칼로프,balreri cekalropeu
вера алдонина,베라 알도니나,bera aldonina
анатолий навальный,아나톨리 나발니,anatolri nabalni
людмила навальная,류드빌라 나발나야,ryudeubilra nabalnaya
андрей морозов,안드레이 모로조프,andeurei morojopeu
владимир,블라디미르,beulradimireu
российскоэстонские отношения,에스토니아러시아 관계,eseutoniareosia gwangye
германороссийские отношения,독일러시아 관계,dogilreosia gwangye
российскотурецкие отношения,러시아터키 관계,reosiateoki gwangye
российскогреческие отношения,그리스러시아 관계,geuriseureosia gwangye
краснодарский край,크라스노다르 지방,keuraseunodareu jibang
алтайский край,알타이 지방,altai jibang
приморский край,프리모르스키 지방,peurimoreuseuki jibang
красноярский край,크라스노야르스크 지방,keuraseunoyareuseukeu jibang
забайкальский край,자바이칼 지방,jabaikal jibang
вытегра,비테그라,bitegeura
центральный стадион,예카테린부르크 중앙경기장,yekaterinbureukeu junganggyeonggijang
ставропольский край,스타브로폴 지방,seutabeuropol jibang
эвенки,예벤키족,yebenkijog
хабаровский край,하바롭스크 지방,habarobseukeu jibang
пермский край,페름 지방,pereum jibang
вконтакте,브이콘탁트,beuikontagteu
российскокитайские отношения,러시아중화인민공화국 관계,reosiajunghwainmingonghwagug gwangye
российскоисландские отношения,러시아아이슬란드 관계,reosiaaiseulrandeu gwangye
российсковенгерские отношения,러시아헝가리 관계,reosiaheonggari gwangye
российскоирландские отношения,러시아아일랜드 관계,reosiaailraendeu gwangye
камчатский край,캄차카 지방,kamcaka jibang
террористический акт в беслане,베슬란 학교 인질 사태,beseulran haggyo injil satae
мерькова,메르코바,mereukoba
государственный эрмитаж,예르미타시 미술관,yereumitasi misulgwan
российскоюгоосетинские отношения,남오세티야러시아 관계,namosetiyareosia gwangye
временное правительство россии,러시아 임시 정부,reosia imsi jeongbu
российскофинляндские отношения,러시아핀란드 관계,reosiapinrandeu gwangye
солнечногорск,솔네츠노고르스크,solneceunogoreuseukeu
сретенск,스레텐스크,seuretenseukeu
российскопольские отношения,러시아폴란드 관계,reosiapolrandeu gwangye
яблоко,야블로코,yabeulroko
сланцы,슬란치,seulranci
таштагол,타시타골,tasitagol
данков,단코프,dankopeu
долгопрудный,돌로고프룬디,dolrogopeurundi
троицк,트로이츠크,teuroiceukeu
российскокубинские отношения,러시아쿠바 관계,reosiakuba gwangye
ессентуки,예센투키,yesentuki
кольская сверхглубокая скважина,콜라 초깊이 시추공,kolra cogipi sicugong
чаплыгин,차플리긴,capeulrigin
российскоавстрийские отношения,러시아오스트리아 관계,reosiaoseuteuria gwangye
националбольшевистская партия,민족 볼셰비키당,minjog bolsyebikidang
зуевка,주옙카,juyebka
сбер,스베르방크,seubereubangkeu
орочи,오로치족,orocijog
якуты,야쿠트족,yakuteujog
московский международный деловой центр,모스크바 국제 비즈니스 센터,moseukeuba gugje bijeuniseu senteo
иркутский государственный лингвистический университет,이르쿠츠크 국립 언어 대학교,ireukuceukeu gugrib eoneo daehaggyo
московская консерватория,모스크바 음악원,moseukeuba eumagweon
албанороссийские отношения,러시아알바니아 관계,reosiaalbania gwangye
киселёвск,키세리보스크,kiseriboseukeu
