глюкоза,ɡlʲukoza
барсово,barsovo
рощинский,roɕːinskʲij
углеуральский,uɡlʲeuralʲskʲij
широковский,ʂirokovskʲij
сараны,saranɨ
рябово,rʲabovo
афанасьево,afanasʲevo
дергачи,dʲerɡat͡ɕʲi
вишневогорск,vʲiʂnevoɡorsk
арсеньево,arsʲenevo
павловка,pavlovka
зауральский,zauralʲskʲij
екатериновка,jekatʲerʲinovka
ишеевка,iʂeevka
эггелла,eɡɡella
гамчен,ɡamt͡ɕʲen
воямпольский,voampolʲskʲij
близнец,blʲiznet͡s
еловский,jelovskʲij
лукино,lukʲino
выездное,vɨezdnoe
гидроторф,ɡidrotorf
мухтолово,muxtolovo
устьцильма,ustʲt͡silʲma
аркуль,arkulʲ
юргамыш,jurɡamɨʂ
джебарикихая,d͡ʒebarʲikʲixaa
чуфарово,t͡ɕʲufarovo
ашукино,aʂukʲino
балахнинский,balaxninskʲij
атагай,ataɡaj
леутонгей,lʲeutonɡej
алексеевск,alʲeksʲeevsk
иттифак,ittʲifak
белоомут,bʲeloomut
белореченский,bʲelorʲet͡ɕʲenskʲij
мамедкала,mamʲedkala
встречный,vstrʲet͡ɕʲnɨj
халаца,xalat͡sa
тауншиц,taunʂit͡s
хохлово,xoxlovo
отдельный,otdʲelʲnɨj
даниловка,danilovka
демьяново,dʲemʲanovo
даровской,darovskoj
духовницкое,duxovnit͡skoe
форносово,fornosovo
дмитриевка,dmʲitrʲievka
мокроус,mokrous
итатский,itatskʲij
валькумей,valʲkumʲej
янталь,jantalʲ
ишня,iʂna
ижморский,iʒmorskʲij
юрья,jurʲa
кратово,kratovo
краснозатонский,krasnozatonskʲij
кантемировка,kantʲemʲirovka
каз,kaz
колобово,kolobovo
константиновский,konstantʲinovskʲij
квиток,kvʲitok
куркино,kurkʲino
кузино,kuzʲino
крапивинский,krapʲivʲinskʲij
лесогорск,lʲesoɡorsk
лух,lux
луговский,luɡovskʲij
нерль,nerlʲ
демиркапу,dʲemʲirkapu
краснокаменка,krasnokamʲenka
медведицкий,mʲedvʲedʲit͡skʲij
мелехово,mʲelʲexovo
мишеронский,mʲiʂeronskʲij
мишелёвка,mʲiʂelʲovka
молодёжный,molodʲoʒnɨj
никологоры,nikoloɡorɨ
почтовое,pot͡ɕʲtovoe
понизовка,ponizovka
виноградное,vʲinoɡradnoe
санаторное,sanatornoe
береговое,bʲerʲeɡovoe
новониколаевский,novonikolaevskʲij
нижнеивкино,niʒneivkʲino
новобирюсинский,novobʲirʲusʲinskʲij
новобурейский,novoburʲejskʲij
новоивановское,novoivanovskoe
новогуровский,novoɡurovskʲij
заозёрное,zaozʲornoe
щебетовка,ɕːebʲetovka
парковое,parkovoe
курпаты,kurpatɨ
подосиновец,podosʲinovʲet͡s
поречьерыбное,porʲet͡ɕʲerɨbnoe
мордово,mordovo
мучкапский,mut͡ɕʲkapskʲij
нагорск,naɡorsk
мстёра,mstʲora
мурыгино,murɨɡino
опарино,oparʲino
оричи,orʲit͡ɕʲi
вилино,vʲilʲino
палкино,palkʲino
красногородск,krasnoɡorodsk
плюсса,plʲussa
варнавино,varnavʲino
пречистое,prʲet͡ɕʲistoe
новорайчихинск,novorajt͡ɕʲixʲinsk
кунья,kuna
заплюсье,zaplʲusʲe
каменск,kamʲensk
седкыркещ,sʲedkɨrkʲeɕː
локня,lokna
санчурск,sant͡ɕʲursk
россельхозбанк,rossʲelʲxozbank
пестяки,pʲestʲakʲi
пинюг,pʲinuɡ
пижанка,pʲiʒanka
пятницкое,pʲatnit͡skoe
ильинскоехованское,ilʲinskoexovanskoe
радищев,radʲiɕːev
решетниково,rʲeʂetnikovo
городищи,ɡorodʲiɕːi
ржавки,rʒavkʲi
ржакса,rʒaksa
рязановский,rʲazanovskʲij
рудногорск,rudnoɡorsk
идрица,idrʲit͡sa
кожым,koʒɨm
снегири,sneɡirʲi
славный,slavnɨj
скоропусковский,skoropuskovskʲij
семибратово,sʲemʲibratovo
суна,suna
ставрово,stavrovo
столбовая,stolbovaa
свердловский,svʲerdlovskʲij
светлополянск,svʲetlopolʲansk
тайтурка,tajturka
инжавино,inʒavʲino
сазоново,sazonovo
рудничный,rudnit͡ɕʲnɨj
себрово,sʲebrovo
умёт,umʲot
ук,uk
вахруши,vaxruʂi
уваровка,uvarovka
тисуль,tʲisulʲ
токарёвка,tokarʲovka
токур,tokur
тельма,tʲelʲma
темиртау,tʲemʲirtau
уразово,urazovo
тужа,tuʒa
тёплое,tʲoploe
экимчан,ekʲimt͡ɕʲan
чернышковский,t͡ɕʲernɨʂkovskʲij
чистоозёрное,t͡ɕʲistoozʲornoe
шиткино,ʂitkʲino
шестаково,ʂestakovo
загорянский,zaɡorʲanskʲij
зеленоградский,zʲelʲenoɡradskʲij
шумский,ʂumskʲij
жилёво,ʒilʲovo
черкизово,t͡ɕʲerkʲizovo
звёздный,zvʲozdnɨj
атиг,atʲiɡ
верхчебула,vʲerxt͡ɕʲebula
вербилки,vʲerbʲilkʲi
витимский,vʲitʲimskʲij
верхошижемье,vʲerxoʂiʒemʲe
вольгинский,volʲɡinskʲij
видим,vʲidʲim
анюйский,anujskʲij
александроневский,alʲeksandronevskʲij
аксубаево,aksubaevo
аксёновозиловское,aksʲonovozʲilovskoe
анджиевский,and͡ʒievskʲij
ачит,at͡ɕʲit
ачису,at͡ɕʲisu
бавтугай,bavtuɡaj
андра,andra
башмаково,baʂmakovo
арчиб,art͡ɕʲib
ближнепесочное,blʲiʒnepʲesot͡ɕʲnoe
арья,arʲa
балахта,balaxta
балашейка,balaʂejka
боброво,bobrovo
беково,bʲekovo
беличан,bʲelʲit͡ɕʲan
большегривское,bolʲʂeɡrʲivskoe
бурхала,burxala
бутово,butovo
бутурлино,buturlʲino
вахтан,vaxtan
вача,vat͡ɕʲa
вектор,vʲektor
верхозим,vʲerxozʲim
верховье,vʲerxovʲe
валентиновка,valʲentʲinovka
верхнейвинский,vʲerxnejvʲinskʲij
высокий,vɨsokʲij
высокогорный,vɨsokoɡornɨj
глазуновка,ɡlazunovka
дебин,dʲebʲin
змиёвка,zmʲiovka
виллози,vʲillozʲi
всеволодовильва,vsʲevolodovʲilʲva
вильда,vʲilʲda
виля,vʲilʲa
галимый,ɡalʲimɨj
гусьжелезный,ɡusʲʒelʲeznɨj
гремячево,ɡrʲemʲat͡ɕʲevo
давенда,davʲenda
дальний,dalʲnij
голынки,ɡolɨnkʲi
даргавс,darɡavs
дзуарикау,dzuarʲikau
горячегорск,ɡorʲat͡ɕʲeɡorsk
золотореченск,zolotorʲet͡ɕʲensk
горшечное,ɡorʂet͡ɕʲnoe
горьковское,ɡorʲkovskoe
досчатое,dost͡ɕʲatoe
дорогино,doroɡino
грозныйсити,ɡroznɨjsʲitʲi
дрожжино,droʒʒino
евлашево,jevlaʂevo
жадовка,ʒadovka
делянкир,dʲelʲankʲir
дружинино,druʒinino
дровяная,drovʲanaa
елецкий,jelʲet͡skʲij
жирекен,ʒirʲekʲen
елатьма,jelatʲma
еланьколеновский,jelanʲkolʲenovskʲij
дубки,dubkʲi
междусопочный,mʲeʒdusopot͡ɕʲnɨj
заиграево,zaiɡraevo
дукат,dukat
думиничи,dumʲinit͡ɕʲi
золотухино,zolotuxʲino
ермишь,jermʲiʂʲː
измайлово,izmajlovo
ерзовка,jerzovka
завидово,zavʲidovo
золотарёвка,zolotarʲovka
изоплит,izoplʲit
ирша,irʂa
затеречный,zatʲerʲet͡ɕʲnɨj
иванино,ivanino
зеленогорье,zʲelʲenoɡorʲe
калино,kalʲino
ильиногорск,ilʲinoɡorsk
изъяю,izʲjau
исса,issa
зеленоборск,zʲelʲenoborsk
игнатовка,iɡnatovka
каменоломни,kamʲenolomni
иннополис,innopolʲis
кардымово,kardɨmovo
иолго,iolɡo
ключевский,klʲut͡ɕʲevskʲij
калангуй,kalanɡuj
кличка,klʲit͡ɕʲka
касторное,kastornoe
кирейково,kʲirʲejkovo
колышлей,kolɨʂlʲej
ко,ko
колпна,kolpna
ковернино,kovʲernino
кодар,kodar
кваркуш,kvarkuʂ
корфовский,korfovskʲij
козулька,kozulʲka
кокуй,kokuj
конышёвка,konɨʂovka
коренево,korʲenevo
кропачёво,kropat͡ɕʲovo
крутинка,krutʲinka
кошурниково,koʂurnikovo
кшенский,kʂenskʲij
ксеньевка,ksʲenevka
куминский,kumʲinskʲij
кяхулай,kʲaxulaj
кузоватово,kuzovatovo
кудрово,kudrovo
ламутский,lamutskʲij
кунгуртуг,kunɡurtuɡ
ламанон,lamanon
тимофеевич,tʲimofʲeevʲit͡ɕʲ
юшенков,juʂenkov
асгатовна,asɡatovna
деанна,dʲeanna
нолан,nolan
фазу,fazu
алиева,alʲieva
вальтерович,valʲtʲerovʲit͡ɕʲ
аркадьевич,arkadʲevʲit͡ɕʲ
эдуардовна,eduardovna
бабурова,baburova
пухов,puxov
вячеславович,vʲat͡ɕʲeslavovʲit͡ɕʲ
моисеевич,moisʲeevʲit͡ɕʲ
гвинджия,ɡvʲind͡ʒia
мустафаевич,mustafaevʲit͡ɕʲ
солдатов,soldatov
стоянов,stoanov
вадимович,vadʲimovʲit͡ɕʲ
леопольдович,lʲeopolʲdovʲit͡ɕʲ
корнеевна,korneevna
корчагин,kort͡ɕʲaɡin
шихова,ʂixova
гарриевич,ɡarrʲievʲit͡ɕʲ
степанович,stʲepanovʲit͡ɕʲ
бажина,baʒina
андронов,andronov
теодорович,tʲeodorovʲit͡ɕʲ
гринин,ɡrʲinin
петтай,pʲettaj
тимков,tʲimkov
кац,kat͡s
арепина,arʲepʲina
клеймёнов,klʲejmʲonov
крэйвенохотник,krejvʲenoxotnik
томашевский,tomaʂevskʲij
розенбаум,rozʲenbaum
андрюшина,andrʲuʂina
крутских,krutskʲix
буслов,buslov
дыховичный,dɨxovʲit͡ɕʲnɨj
батурина,baturʲina
георгиевна,ɡeorɡievna
галковский,ɡalkovskʲij
донатович,donatovʲit͡ɕʲ
филиппович,fʲilʲippovʲit͡ɕʲ
максимовна,maksʲimovna
артавазд,artavazd
пелешян,pʲelʲeʂan
гантимурова,ɡantʲimurova
кузьмич,kuzʲmʲit͡ɕʲ
тигран,tʲiɡran
арнольдович,arnolʲdovʲit͡ɕʲ
ладыженская,ladɨʒenskaa
семёнович,sʲemʲonovʲit͡ɕʲ
эрнест,ernest
винберг,vʲinbʲerɡ
багрянцева,baɡrʲant͡seva
бургазлиев,burɡazlʲiev
шмелёва,ʂmʲelʲova
никонцев,nikont͡sev
ермакова,jermakova
медведцева,mʲedvʲedt͡seva
шеин,ʂein
неманья,nemana
пейчинович,pʲejt͡ɕʲinovʲit͡ɕʲ
бесков,bʲeskov
червякова,t͡ɕʲervʲakova
дремин,drʲemʲin
сидихин,sʲidʲixʲin
гриценко,ɡrʲit͡senko
карлович,karlovʲit͡ɕʲ
сванидзе,svanidzʲe
перминова,pʲermʲinova
соловьёва,solovʲova
ваксберг,vaksbʲerɡ
шипилова,ʂipʲilova
харитонович,xarʲitonovʲit͡ɕʲ
лугин,luɡin
искандеровна,iskandʲerovna
крицкий,krʲit͡skʲij
воронцевич,voront͡sevʲit͡ɕʲ
мегре,mʲeɡrʲe
поликарпова,polʲikarpova
домников,domnikov
галицкий,ɡalʲit͡skʲij
бондарь,bondarʲ
ашмарин,aʂmarʲin
трэвис,trevʲis
хансен,xansʲen
брагин,braɡin
евгеньевич,jevɡenevʲit͡ɕʲ
сайнхо,sajnxo
намчылак,namt͡ɕʲɨlak
лаюшкин,lauʂkʲin
сюткин,sʲutkʲin
голицын,ɡolʲit͡sɨn
бурлаков,burlakov
голоцуцков,ɡolot͡sut͡skov
максимович,maksʲimovʲit͡ɕʲ
мальков,malʲkov
петерис,pʲetʲerʲis
скудра,skudra
вержбицкий,vʲerʒbʲit͡skʲij
бурчалкин,burt͡ɕʲalkʲin
кареева,karʲeeva
родштейн,rodʂtʲejn
галиев,ɡalʲiev
уральцева,uralʲt͡seva
близнова,blʲiznova
истомин,istomʲin
долгорукова,dolɡorukova
элем,elʲem
рыбкина,rɨbkʲina
агурбаш,aɡurbaʂ
юсупович,jusupovʲit͡ɕʲ
локтев,loktʲev
дайнеко,dajneko
сень,sʲenʲ
бурлацкий,burlat͡skʲij
круг,kruɡ
фаритович,farʲitovʲit͡ɕʲ
антоник,antonik
каллош,kalloʂ
буданов,budanov
гвазава,ɡvazava
станиславович,stanislavovʲit͡ɕʲ
гнеденко,ɡnedʲenko
вяльцев,vʲalʲt͡sev
никитич,nikʲitʲit͡ɕʲ
викентьевич,vʲikʲentʲevʲit͡ɕʲ
денисюк,dʲenisʲuk
оганес,oɡanes
гоарян,ɡoarʲan
корикова,korʲikova
ваганова,vaɡanova
трошин,troʂin
гоша,ɡoʂa
куценко,kut͡senko
имранович,imranovʲit͡ɕʲ
чирикова,t͡ɕʲirʲikova
тина,tʲina
канделаки,kandʲelakʲi
кирьяков,kʲirʲakov
артюхин,artʲuxʲin
леваев,lʲevaev
сенкевич,sʲenkʲevʲit͡ɕʲ
панцов,pant͡sov
баскаков,baskakov
шпак,ʂpak
рагулин,raɡulʲin
бухариевич,buxarʲievʲit͡ɕʲ
бараев,baraev
ширяев,ʂirʲaev
михельсон,mʲixʲelʲson
козьмич,kozʲmʲit͡ɕʲ
ваганович,vaɡanovʲit͡ɕʲ
петросян,pʲetrosʲan
джонс,d͡ʒons
криштоп,krʲiʂtop
бакулин,bakulʲin
юнусбек,junusbʲek
евкуров,jevkurov
хан,xan
амисулашвили,amʲisulaʂvʲilʲi
судьбин,sudʲbʲin
морис,morʲis
лапидус,lapʲidus
аскольдов,askolʲdov
максимовская,maksʲimovskaa
арбатов,arbatov
гурий,ɡurʲij
марчук,mart͡ɕʲuk
эргартович,erɡartovʲit͡ɕʲ
базаревич,bazarʲevʲit͡ɕʲ
назаренко,nazarʲenko
темникова,tʲemnikova
кульков,kulʲkov
будыко,budɨko
бехтерева,bʲextʲerʲeva
германович,ɡermanovʲit͡ɕʲ
резник,rʲeznik
десятников,dʲesʲatnikov
укк,ukk
муравьёва,muravʲova
броневой,bronevoj
миткова,mʲitkova
парфёнов,parfʲonov
устюгов,ustʲuɡov
остроумова,ostroumova
заворотнюк,zavorotnuk
шагалова,ʂaɡalova
николаенко,nikolaenko
ервандович,jervandovʲit͡ɕʲ
меткина,mʲetkʲina
арбенина,arbʲenina
затулин,zatulʲin
кот,kot
аранович,aranovʲit͡ɕʲ
гусман,ɡusman
солонин,solonin
бовин,bovʲin
гаев,ɡaev
афонин,afonin
яковенко,jakovʲenko
балл,ball
пичул,pʲit͡ɕʲul
шарипович,ʂarʲipovʲit͡ɕʲ
лерика,lʲerʲika
хаджимурзаевич,xad͡ʒimurzaevʲit͡ɕʲ
богораз,boɡoraz
эйженович,ejʒenovʲit͡ɕʲ
филиппов,fʲilʲippov
седов,sʲedov
тодоровский,todorovskʲij
дуркин,durkʲin
чичерина,t͡ɕʲit͡ɕʲerʲina
баренблатт,barʲenblatt
голованова,ɡolovanova
деникина,dʲenikʲina
вассерман,vassʲerman
махмут,maxmut
ахметович,axmʲetovʲit͡ɕʲ
гареев,ɡarʲeev
богословский,boɡoslovskʲij
миансарова,mʲiansarova
чекасин,t͡ɕʲekasʲin
эфрос,efros
логинов,loɡinov
алипов,alʲipov
баландин,balandʲin
турсунович,tursunovʲit͡ɕʲ
янин,janin
гацкан,ɡat͡skan
власенко,vlasʲenko
ансар,ansar
максутович,maksutovʲit͡ɕʲ
аюпов,aupov
антуфьев,antufʲev
ястржембский,jastrʒembskʲij
кипелов,kʲipʲelov
ачалов,at͡ɕʲalov
седакова,sʲedakova
новикова,novʲikova
певцов,pʲevt͡sov
васильевна,vasʲilʲevna
вылегжанин,vɨlʲeɡʒanin
филозов,fʲilozov
галибин,ɡalʲibʲin
валерьянович,valʲerʲanovʲit͡ɕʲ
бабаевский,babaevskʲij
чичваркин,t͡ɕʲit͡ɕʲvarkʲin
скокова,skokova
болтянская,boltʲanskaa
левина,lʲevʲina
васюкова,vasʲukova
судакова,sudakova
граве,ɡravʲe
галит,ɡalʲit
гутман,ɡutman
тумаркин,tumarkʲin
вайншток,vajnʂtok
возовиков,vozovʲikov
агафонова,aɡafonova
адян,adʲan
агранович,aɡranovʲit͡ɕʲ
кутафин,kutafʲin
ашлапов,aʂlapov
бабаков,babakov
войнов,vojnov
гарин,ɡarʲin
петр,pʲetr
олев,olʲev
шмильевич,ʂmʲilʲevʲit͡ɕʲ
айзеншпис,ajzʲenʂpʲis
шукриевич,ʂukrʲievʲit͡ɕʲ
ромина,romʲina
габдуллина,ɡabdullʲina
нюта,nuta
байдавлетова,bajdavlʲetova
арканов,arkanov
хромачёва,xromat͡ɕʲova
луара,luara
ширшов,ʂirʂov
балакирев,balakʲirʲev
георгиев,ɡeorɡiev
громогласова,ɡromoɡlasova
геннадиевич,ɡennadʲievʲit͡ɕʲ
смеян,smʲean
римович,rʲimovʲit͡ɕʲ
кети,kʲetʲi
топурия,topurʲia
сельянов,sʲelʲanov
бочарников,bot͡ɕʲarnikov
герштейн,ɡerʂtʲejn
весник,vʲesnik
лунев,lunev
аликин,alʲikʲin
алимова,alʲimova
алмазов,almazov
мыльников,mɨlʲnikov
гарибов,ɡarʲibov
крысанова,krɨsanova
амиров,amʲirov
аманова,amanova
амалия,amalʲia
мордвинова,mordvʲinova
аляутдинов,alʲautdʲinov
ермаков,jermakov
калягин,kalʲaɡin
ананских,ananskʲix
басинский,basʲinskʲij
рима,rʲima
баталова,batalova
белопольский,bʲelopolʲskʲij
андоленко,andolʲenko
баталина,batalʲina
влади,vladʲi
лучко,lut͡ɕʲko
аникеев,anikʲeev
аникушин,anikuʂin
щелканова,ɕːelkanova
шустиков,ʂustʲikov
вырыпаев,vɨrɨpaev
бибик,bʲibʲik
виктюк,vʲiktʲuk
антропов,antropov
садальский,sadalʲskʲij
гнилова,ɡnilova
хаким,xakʲim
хомерики,xomʲerʲikʲi
семанова,sʲemanova
юхтин,juxtʲin
корнелюк,kornelʲuk
безбородов,bʲezborodov
белозёров,bʲelozʲorov
арефьев,arʲefʲev
ерванд,jervand
арзуманян,arzumanan
белоногов,bʲelonoɡov
марио,marʲio
фернандес,fʲernandʲes
аронова,aronova
микаел,mʲikael
бикбаев,bʲikbaev
архипов,arxʲipov
вавилова,vavʲilova
ларионович,larʲionovʲit͡ɕʲ
аполлосович,apollosovʲit͡ɕʲ
аршинова,arʂinova
асильдаров,asʲilʲdarov
бичуков,bʲit͡ɕʲukov
благоволин,blaɡovolʲin
шандор,ʂandor
беркеши,bʲerkʲeʂi
березуцкая,bʲerʲezut͡skaa
валуцкий,valut͡skʲij
богатырёв,boɡatɨrʲov
варнава,varnava
варламов,varlamov
гартунг,ɡartunɡ
варпаховская,varpaxovskaa
дурова,durova
богдасаров,boɡdasarov
варчук,vart͡ɕʲuk
гузеева,ɡuzʲeeva
евдокия,jevdokʲia
германова,ɡermanova
соломонович,solomonovʲit͡ɕʲ
бордовских,bordovskʲix
давлетьяров,davlʲetʲarov
велединский,vʲelʲedʲinskʲij
вележева,vʲelʲeʒeva
езерский,jezʲerskʲij
елагин,jelaɡin
великанова,vʲelʲikanova
багров,baɡrov
глебов,ɡlʲebov
веремеенко,vʲerʲemʲeenko
филимонович,fʲilʲimonovʲit͡ɕʲ
вепрев,vʲeprʲev
вербицкая,vʲerbʲit͡skaa
дворжецкий,dvorʒet͡skʲij
ветров,vʲetrov
бородулин,borodulʲin
дворжецкая,dvorʒet͡skaa
дегтярёва,dʲeɡtʲarʲova
ботян,botʲan
бочанов,bot͡ɕʲanov
гогаева,ɡoɡaeva
вешняков,vʲeʂnakov
мизгирёв,mʲizɡirʲov
дедов,dʲedov
демчог,dʲemt͡ɕʲoɡ
дерябкин,dʲerʲabkʲin
витковский,vʲitkovskʲij
джанибекян,d͡ʒanibʲekʲan
воденников,vodʲennikov
водолацкий,vodolat͡skʲij
гончаров,ɡont͡ɕʲarov
мадлен,madlʲen
джабраилова,d͡ʒabrailova
букавшин,bukavʂin
возианов,vozʲianov
буйнов,bujnov
жигунов,ʒiɡunov
дибцева,dʲibt͡seva
дивов,dʲivov
дибров,dʲibrov
димидко,dʲimʲidko
лаленкова,lalʲenkova
воробей,vorobʲej
буратаева,burataeva
добродеев,dobrodʲeev
волкострелов,volkostrʲelov
буряк,burʲak
воронец,voronet͡s
вольнов,volʲnov
буркин,burkʲin
буров,burov
доренко,dorʲenko
долгушин,dolɡuʂin
долуханова,doluxanova
горшенин,ɡorʂenin
валерьевич,valʲerʲevʲit͡ɕʲ
теона,tʲeona
дольникова,dolʲnikova
бутенко,butʲenko
бутусов,butusov
гребнев,ɡrʲebnev
выходцева,vɨxodt͡seva
выхухолев,vɨxuxolʲev
воропаев,voropaev
грешневиков,ɡrʲeʂnevʲikov
быстрова,bɨstrova
бюшгенс,bʲuʂɡens
бякова,bʲakova
дубынин,dubɨnin
газаров,ɡazarov
гришечкин,ɡrʲiʂet͡ɕʲkʲin
быстрицкий,bɨstrʲit͡skʲij
григорян,ɡrʲiɡorʲan
дулерайн,dulʲerajn
дубравин,dubravʲin
самвел,samvʲel
коршунов,korʂunov
комаровский,komarovskʲij
золотовицкий,zolotovʲit͡skʲij
игнатович,iɡnatovʲit͡ɕʲ
кондратенко,kondratʲenko
кармалита,karmalʲita
кондрашов,kondraʂov
зыгарь,zɨɡarʲ
зубов,zubov
софико,sofʲiko
шеварднадзе,ʂevardnadzʲe
хлебников,xlʲebnikov
конюхова,konuxova
кутиков,kutʲikov
иванец,ivanet͡s
копашов,kopaʂov
кучкин,kut͡ɕʲkʲin
кашинцев,kaʂint͡sev
квинихидзе,kvʲinixʲidzʲe
крашенинников,kraʂeninnikov
корнилов,kornilov
ивасишина,ivasʲiʂina
кухарчук,kuxart͡ɕʲuk
лавёров,lavʲorov
качан,kat͡ɕʲan
иванченко,ivant͡ɕʲenko
игнатенко,iɡnatʲenko
ашот,aʂot
кещян,kʲeɕːan
краснопольский,krasnopolʲskʲij
красовицкий,krasovʲit͡skʲij
крискевич,krʲiskʲevʲit͡ɕʲ
кривченко,krʲivt͡ɕʲenko
ланда,landa
ларионова,larʲionova
ласкари,laskarʲi
кронберг,kronbʲerɡ
ильяшенко,ilʲaʂenko
аметхан,amʲetxan
ирсон,irson
кудикова,kudʲikova
майорова,majorova
кищенко,kʲiɕːenko
ромуальд,romualʲd
наум,naum
клейман,klʲejman
макаровец,makarovʲet͡s
макарский,makarskʲij
клюка,klʲuka
кудрявцев,kudrʲavt͡sev
леньков,lʲenʲkov
изольда,izolʲda
ишханишвили,iʂxaniʂvʲilʲi
максаковаигенбергс,maksakovaiɡenbʲerɡs
ливнев,lʲivnev
кобяков,kobʲakov
добрянская,dobrʲanskaa
мальгина,malʲɡina
ковнир,kovnir
уршула,urʂula
магдалена,maɡdalʲena
малка,malka
амаду,amadu
мамадаков,mamadakov
нигматуллина,niɡmatullʲina
малявина,malʲavʲina
козаков,kozakov
лобков,lobkov
козенко,kozʲenko
калиничев,kalʲinit͡ɕʲev
логинова,loɡinova
миндадзе,mʲindadzʲe
литвишко,lʲitvʲiʂko
пахомов,paxomov
лобан,loban
лопатин,lopatʲin
колган,kolɡan
коломейцев,kolomʲejt͡sev
каморзин,kamorzʲin
лукьянова,lukʲanova
михеева,mʲixʲeeva
мокрицкий,mokrʲit͡skʲij
лютаева,lʲutaeva
анджей,and͡ʒej
петрас,pʲetras
матвейчук,matvʲejt͡ɕʲuk
матецкий,matʲet͡skʲij
монин,monin
мацкявичюс,mat͡skʲavʲit͡ɕʲus
нилов,nilov
машковцев,maʂkovt͡sev
медынич,mʲedɨnit͡ɕʲ
ноткин,notkʲin
пьяных,pʲanɨx
пичугин,pʲit͡ɕʲuɡin
моховиков,moxovʲikov
норкин,norkʲin
пилявская,pʲilʲavskaa
райков,rajkov
межулис,mʲeʒulʲis
расторгуев,rastorɡuev
мулерман,mulʲerman
письмиченко,pʲisʲmʲit͡ɕʲenko
носик,nosʲik
обухов,obuxov
райфикешт,rajfʲikʲeʂt
ракшина,rakʂina
менглет,mʲenɡlʲet
меликян,mʲelʲikʲan
рашкин,raʂkʲin
менакер,mʲenakʲer
раднэр,radner
рахманова,raxmanova
максович,maksovʲit͡ɕʲ
милиндер,mʲilʲindʲer
покровская,pokrovskaa
политковский,polʲitkovskʲij
орлова,orlova
назарова,nazarova
юлианович,julʲianovʲit͡ɕʲ
рокецкий,rokʲet͡skʲij
полока,poloka
глебович,ɡlʲebovʲit͡ɕʲ
осокин,osokʲin
дюша,dʲuʂa
сапронов,sapronov
никифорович,nikʲiforovʲit͡ɕʲ
ёла,jola
санько,sanʲko
незлобин,nezlobʲin
ошурков,oʂurkov
арташес,artaʂes
саркисян,sarkʲisʲan
неверов,nevʲerov
отрадная,otradnaa
павленкова,pavlʲenkova
сахаров,saxarov
попцов,popt͡sov
свердлов,svʲerdlov
непобедимый,nepobʲedʲimɨj
непринцев,neprʲint͡sev
севрюгин,sʲevrʲuɡin
сегал,sʲeɡal
нигатив,niɡatʲiv
рутберг,rutbʲerɡ
руминов,rumʲinov
несмелов,nesmʲelov
панков,pankov
семенихина,sʲemʲenixʲina
панченко,pant͡ɕʲenko
рыбин,rɨbʲin
люциан,lʲut͡sian
солженицына,solʒenit͡sɨna
саблин,sablʲin
прошкин,proʂkʲin
проскурин,proskurʲin
савенко,savʲenko
сидоров,sʲidorov
прохорова,proxorova
прыгунов,prɨɡunov
иннокентьевна,innokʲentʲevna
пузанов,puzanov
садилова,sadʲilova
хабаров,xabarov
тихоновецкий,tʲixonovʲet͡skʲij
синельщикова,sʲinelʲɕːikova
тишков,tʲiʂkov
тишман,tʲiʂman
настасья,nastasʲa
самбурская,samburskaa
наибович,naibovʲit͡ɕʲ
самойленко,samojlʲenko
степченко,stʲept͡ɕʲenko
халилов,xalʲilov
скоч,skot͡ɕʲ
игнатьевич,iɡnatʲevʲit͡ɕʲ
третьякова,trʲetʲakova
трибунцев,trʲibunt͡sev
аяновна,aanovna
расимович,rasʲimovʲit͡ɕʲ
шарафутдинов,ʂarafutdʲinov
хван,xvan
судаков,sudakov
сударенков,sudarʲenkov
снежкин,sneʒkʲin
туркова,turkova
труфанов,trufanov
алика,alʲika
смехова,smʲexova
туманов,tumanov
шатилова,ʂatʲilova
смирновамарцинкевич,smʲirnovamart͡sinkʲevʲit͡ɕʲ
турчак,turt͡ɕʲak
хомский,xomskʲij
хоружий,xoruʒij
леонардович,lʲeonardovʲit͡ɕʲ
табагари,tabaɡarʲi
швец,ʂvʲet͡s
угаров,uɡarov
угольников,uɡolʲnikov
хаджисмелович,xad͡ʒismʲelovʲit͡ɕʲ
юшкин,juʂkʲin
шелест,ʂelʲest
хучбаров,xut͡ɕʲbarov
табанина,tabanina
вика,vʲika
цыганова,t͡sɨɡanova
сангаджи,sanɡad͡ʒi
тарбаев,tarbaev
тейх,tʲejx
ухналёв,uxnalʲov
штиль,ʂtʲilʲ
шляппо,ʂlʲappo
яровая,jarovaa
федосеевашукшина,fʲedosʲeevaʂukʂina
шнайдер,ʂnajdʲer
шнырёв,ʂnɨrʲov
титаренко,tʲitarʲenko
терехов,tʲerʲexov
филиппенко,fʲilʲippʲenko
шувалова,ʂuvalova
мучник,mut͡ɕʲnik
шуралёв,ʂuralʲov
пьерович,pʲerovʲit͡ɕʲ
флярковский,flʲarkovskʲij
чиндяйкин,t͡ɕʲindʲajkʲin
франгулян,franɡulʲan
щукина,ɕːukʲina
филоненко,fʲilonenko
члиянц,t͡ɕʲlʲiant͡s
цезаревна,t͡sezarʲevna
куличкова,kulʲit͡ɕʲkova
алёша,alʲoʂa
фомкин,fomkʲin
чумакова,t͡ɕʲumakova
чуприков,t͡ɕʲuprʲikov
андреевна,andrʲeevna
