andrzej,andʐɛj
jakubik,jakubik
heyduk,xɛjduk
nogal,nɔɡal
bożena,bɔʐɛna
stachura,staxura
zamilski,zamilskʲi
cofalik,t͡sɔfalik
kurzaj,kuʐaj
studniak,studɲak
cecylia,t͡sɛt͡sɨlja
walewska,valɛfska
kazejak,kazɛjak
kalczyńska,kalt͡ʂɨɲska
żak,ʐak
bazyli,bazɨli
samojlik,samɔjlik
radwan,radvan
fuliński,fuliɲskʲi
boratyński,bɔratɨɲskʲi
chrościcki,xrɔɕt͡ɕit͡skʲi
gertruda,ɡɛrtruda
kilosówna,kʲilɔsuvna
bodo,bɔdɔ
kox,kɔx
barszczewska,barʂt͡ʂɛfska
policht,pɔlixt
jemielniak,jɛmjɛlɲak
biskupski,biskupskʲi
szermentowski,ʂɛrmɛntɔfskʲi
pławski,pwafskʲi
siastacz,ɕastat͡ʂ
stokłosa,stɔkwɔsa
pacek,pat͡sɛk
bogumił,bɔɡumiw
ogrodnik,ɔɡrɔdɲik
kolasińska,kɔlaɕiɲska
chrostowska,xrɔstɔfska
skoczyńska,skɔt͡ʂɨɲska
winiarska,viɲarska
szczotka,ʂt͡ʂɔtka
fabian,fabjan
drzyzga,dʐɨzɡa
szudrowicz,ʂudrɔvit͡ʂ
faustyna,fafstɨna
morzycka,mɔʐɨt͡ska
maserak,masɛrak
müldner,müldnɛr
kruk,kruk
rena,rɛna
rolska,rɔlska
klawe,klavɛ
lipszyc,lipʂɨt͡s
barącz,barɔnt͡ʂ
bratkowski,bratkɔfskʲi
tymański,tɨmaɲskʲi
niesiołowski,ɲɛɕɔwɔfskʲi
woyciechowski,vɔjt͡ɕɛxɔfskʲi
vetulani,vɛtulaɲi
gutt,ɡutt
karczewski,kart͡ʂɛfskʲi
smoluchowski,smɔluxɔfskʲi
barwiński,barviɲskʲi
kotas,kɔtas
tyszkiewicz,tɨʂkʲɛvit͡ʂ
teofil,tɛɔfil
simchowicz,ɕimxɔvit͡ʂ
marchewka,marxɛfka
bulik,bulik
dedek,dɛdɛk
adamczuk,adamt͡ʂuk
arceusz,art͡sɛfʂ
borkowy,bɔrkɔvɨ
grodzki,ɡrɔd͡skʲi
tenenbaum,tɛnɛnbavm
cęckiewicz,t͡sɛnt͡skʲɛvit͡ʂ
witka,vitka
kowner,kɔvnɛr
krzemieński,kʂɛmjɛɲskʲi
bruszewski,bruʂɛfskʲi
birek,birɛk
wardejn,vardɛjn
dziembowski,d͡ʑɛmbɔfskʲi
czarzasty,t͡ʂaʐastɨ
górka,ɡurka
duryasz,durjaʂ
kowalowski,kɔvalɔfskʲi
junosza,junɔʂa
mecwaldowski,mɛt͡sfaldɔfskʲi
chmielewski,xmjɛlɛfskʲi
yared,jarɛt
shegumo,sxɛɡumɔ
rydet,rɨdɛt
szymborski,ʂɨmbɔrskʲi
waglewski,vaɡlɛfskʲi
chajzer,xajzɛr
garbacz,ɡarbat͡ʂ
świtała,ɕfitawa
baka,baka
blumenfeld,blumɛnfɛlt
leńczyk,lɛɲt͡ʂɨk
blinstrub,blinstrup
mach,max
aniela,aɲɛla
zagórska,zaɡurska
sitarski,ɕitarskʲi
płoszajski,pwɔʂajskʲi
pawlicki,pavlit͡skʲi
wasiak,vaɕak
dźwigała,d͡ʑviɡawa
gryziński,ɡrɨʑiɲskʲi
budka,butka
moszkowicz,mɔʂkɔvit͡ʂ
piernik,pjɛrɲik
anastasija,anastaɕija
wychodcewa,vɨxɔtt͡sɛva
łukaszewski,wukaʂɛfskʲi
petrycki,pɛtrɨt͡skʲi
kulka,kulka
wiślicki,viɕlit͡skʲi
sell,sɛll
purchla,purxla
kuna,kuna
leszczyna,lɛʂt͡ʂɨna
bogusławski,bɔɡuswafskʲi
bukowska,bukɔfska
niedziela,ɲɛd͡ʑɛla
fatyga,fatɨɡa
piłsudska,piwsutska
czaputowicz,t͡ʂaputɔvit͡ʂ
janicka,jaɲit͡ska
borcuch,bɔrt͡sux
aleksandrowiczkrasko,alɛksandrɔvit͡ʂkraskɔ
tęgowski,tɛŋɡɔfskʲi
erwin,ɛrvin
czerwenka,t͡ʂɛrvɛnka
maj,maj
zalasiewicz,zalaɕɛvit͡ʂ
pomiankowski,pɔmjankɔfskʲi
miłowski,miwɔfskʲi
razowski,razɔfskʲi
żardecki,ʐardɛt͡skʲi
garścia,ɡarɕt͡ɕa
borkowski,bɔrkɔfskʲi
mika,mika
dzięgielewski,d͡ʑɛŋɡʲɛlɛfskʲi
porazińska,pɔraʑiɲska
dylewska,dɨlɛfska
dzik,d͡ʑik
wronecka,vrɔnɛt͡ska
grabiec,ɡrabjɛt͡s
gondowicz,ɡɔndɔvit͡ʂ
chabior,xabjɔr
gudejko,ɡudɛjkɔ
kajetan,kajɛtan
kajetanowicz,kajɛtanɔvit͡ʂ
grusznic,ɡruʂɲit͡s
umecka,umɛt͡ska
kalibabka,kalibapka
szeremeta,ʂɛrɛmɛta
komasa,kɔmasa
schneider,sxnɛjdɛr
mańka,maɲka
kozdryk,kɔzdrɨk
arno,arnɔ
włodarski,vwɔdarskʲi
panek,panɛk
starmach,starmax
altenburg,altɛnburk
reykowski,rɛjkɔfskʲi
regulski,rɛɡulskʲi
pomianowski,pɔmjanɔfskʲi
gniewkowska,ɡɲɛfkɔfska
bargiełowska,barɡʲɛwɔfska
łaska,waska
łaniewska,waɲɛfska
paskuda,paskuda
stołyhwo,stɔwɨxfɔ
kołeczek,kɔwɛt͡ʂɛk
groniec,ɡrɔɲɛt͡s
duriasz,durjaʂ
bujwidowa,bujvidɔva
zadura,zadura
wierchowicz,vjɛrxɔvit͡ʂ
browicz,brɔvit͡ʂ
herrmann,xɛrrmann
wituch,vitux
laura,lavra
łącz,wɔnt͡ʂ
zdzitowiecki,zd͡ʑitɔvjɛt͡skʲi
lechosław,lɛxɔswaf
marszałek,marʂawɛk
jeka,jɛka
żołnierowicz,ʐɔwɲɛrɔvit͡ʂ
ślesicki,ɕlɛɕit͡skʲi
leja,lɛja
wichrowska,vixrɔfska
koc,kɔt͡s
stużyńskabrauer,stuʐɨɲskabravɛr
turczeniewicz,turt͡ʂɛɲɛvit͡ʂ
kopron,kɔprɔn
margaret,marɡarɛt
schlauch,sxlafx
ligocki,liɡɔt͡skʲi
pękala,pɛŋkala
chochlew,xɔxlɛf
hetman,xɛtman
dulębianka,dulɛmbjanka
dorociński,dɔrɔt͡ɕiɲskʲi
kierwiński,kʲɛrviɲskʲi
kukucz,kukut͡ʂ
piechotka,pjɛxɔtka
maciejowska,mat͡ɕɛjɔfska
perchuć,pɛrxut͡ɕ
bełc,bɛwt͡s
turzyma,tuʐɨma
masecki,masɛt͡skʲi
stec,stɛt͡s
konarzewski,kɔnaʐɛfskʲi
breitenwald,brɛjtɛnvalt
martel,martɛl
pieczyński,pjɛt͡ʂɨɲskʲi
berek,bɛrɛk
szczerbiński,ʂt͡ʂɛrbiɲskʲi
bocianiak,bɔt͡ɕaɲak
konarski,kɔnarskʲi
siemion,ɕɛmjɔn
kowalik,kɔvalik
czyż,t͡ʂɨʂ
kwieciński,kfjɛt͡ɕiɲskʲi
milo,milɔ
kurtis,kurtis
pietrzak,pjɛtʂak
dzięcioł,d͡ʑɛnt͡ɕɔw
gliński,ɡliɲskʲi
graf,ɡraf
marianna,marjanna
hofmański,xɔfmaɲskʲi
jurgielewicz,jurɡʲɛlɛvit͡ʂ
miłogost,miwɔɡɔst
reczek,rɛt͡ʂɛk
modest,mɔdɛst
saniternik,saɲitɛrɲik
krzywkowska,kʂɨfkɔfska
kuszyńska,kuʂɨɲska
muskała,muskawa
morański,mɔraɲskʲi
dobecka,dɔbɛt͡ska
bitner,bitnɛr
malikowska,malikɔfska
poznański,pɔznaɲskʲi
nika,ɲika
strzemińska,stʂɛmiɲska
słaby,swabɨ
olaf,ɔlaf
deriglasoff,dɛriɡlasɔff
wejman,vɛjman
mincer,mint͡sɛr
oliwia,ɔlivja
jabłońska,jabwɔɲska
olsen,ɔlsɛn
chojnowski,xɔjnɔfskʲi
vega,vɛɡa
kałuża,kawuʐa
wojtusiak,vɔjtuɕak
trzebuchowska,tʂɛbuxɔfska
ifi,ifi
ude,udɛ
wereśniak,vɛrɛɕɲak
lićwinko,lit͡ɕfinkɔ
zgorzelski,zɡɔʐɛlskʲi
nireńska,ɲirɛɲska
bluszcz,bluʂt͡ʂ
chapko,xapkɔ
szymkiewicz,ʂɨmkʲɛvit͡ʂ
bernas,bɛrnas
żuchowski,ʐuxɔfskʲi
załmen,zawmɛn
gradowski,ɡradɔfskʲi
puszkarski,puʂkarskʲi
stippa,stippa
ciołkosz,t͡ɕɔwkɔʂ
mohr,mɔxr
omelko,ɔmɛlkɔ
wiśniowski,viɕɲɔfskʲi
starczewski,start͡ʂɛfskʲi
buszek,buʂɛk
zawierucha,zavjɛruxa
kantereit,kantɛrɛjt
kowalkiewicz,kɔvalkʲɛvit͡ʂ
roland,rɔlant
sztompke,ʂtɔmpkɛ
szałamacha,ʂawamaxa
philippe,pxilippɛ
oktawia,ɔktavja
nowacka,nɔvat͡ska
pezet,pɛzɛt
nagielski,naɡʲɛlskʲi
kciuk,kt͡ɕuk
słomiński,swɔmiɲskʲi
ciechanowski,t͡ɕɛxanɔfskʲi
raczkowski,rat͡ʂkɔfskʲi
ziętek,ʑɛntɛk
swoboda,sfɔbɔda
sofia,sɔfja
ennaoui,ɛnnaɔvi
fischbach,fisxbax
rossolińskiliebe,rɔssɔliɲskʲiljɛbɛ
mareczko,marɛt͡ʂkɔ
coganianu,t͡sɔɡaɲanu
szyszkowski,ʂɨʂkɔfskʲi
kiedrzynek,kʲɛdʐɨnɛk
poljański,pɔljaɲskʲi
caleb,t͡salɛp
stanko,stankɔ
smołowik,smɔwɔvik
brożyna,brɔʐɨna
stosz,stɔʂ
paluta,paluta
bladyniec,bladɨɲɛt͡s
leśnodorski,lɛɕnɔdɔrskʲi
wichłacz,vixwat͡ʂ
szwacz,ʂfat͡ʂ
małecki,mawɛt͡skʲi
świrski,ɕfirskʲi
milenia,milɛɲa
fiedler,fjɛdlɛr
lewandowska,lɛvandɔfska
bociek,bɔt͡ɕɛk
plichta,plixta
owsian,ɔfɕan
chroscicki,xrɔst͡ɕit͡skʲi
majchrzak,majxʂak
grajber,ɡrajbɛr
motyka,mɔtɨka
kubicka,kubit͡ska
franieczek,fraɲɛt͡ʂɛk
gradek,ɡradɛk
rzymkowski,ʐɨmkɔfskʲi
kornaś,kɔrnaɕ
szczepaniak,ʂt͡ʂɛpaɲak
sobotka,sɔbɔtka
niewiadoma,ɲɛvjadɔma
żemło,ʐɛmwɔ
pluciński,plut͡ɕiɲskʲi
kuciapski,kut͡ɕapskʲi
mirosława,mirɔswava
garlicka,ɡarlit͡ska
jałoszyński,jawɔʂɨɲskʲi
jóźwik,juʑvik
zeman,zɛman
safran,safran
ruta,ruta
lucyna,lut͡sɨna
szklener,ʂklɛnɛr
kolanowska,kɔlanɔfska
banaszek,banaʂɛk
kornhauserduda,kɔrnxafsɛrduda
szadziewski,ʂad͡ʑɛfskʲi
giłka,ɡʲiwka
krzemiński,kʂɛmiɲskʲi
czepiela,t͡ʂɛpjɛla
kaźmierski,kaʑmjɛrskʲi
krzemińska,kʂɛmiɲska
węgrzynowicz,vɛŋɡʐɨnɔvit͡ʂ
dominiak,dɔmiɲak
zakrzewska,zakʂɛfska
stpiczyńska,stpit͡ʂɨɲska
kornhauser,kɔrnxafsɛr
michalak,mixalak
majchrowicz,majxrɔvit͡ʂ
albin,albin
quiz,qujs
gawkowski,ɡafkɔfskʲi
stękała,stɛŋkawa
moś,mɔɕ
sajdak,sajdak
ozdoba,ɔzdɔba
szwedo,ʂfɛdɔ
safirsztajn,safirʂtajn
rak,rak
françoise,frant͡şɔjsɛ
grzeszczuk,ɡʐɛʂt͡ʂuk
pęk,pɛŋk
szłapka,ʂwapka
lubnauer,lubnavɛr
eder,ɛdɛr
czarnecki,t͡ʂarnɛt͡skʲi
nehring,nɛxrink
smoczyńska,smɔt͡ʂɨɲska
stawińska,staviɲska
rachoń,raxɔɲ
siedlecka,ɕɛdlɛt͡ska
czerwińska,t͡ʂɛrviɲska
czarnek,t͡ʂarnɛk
altman,altman
pereira,pɛrɛjra
lejczyk,lɛjt͡ʂɨk
skrzydlewski,skʂɨdlɛfskʲi
sontag,sɔntak
książek,kɕɔ̃ʐɛk
cichocki,t͡ɕixɔt͡skʲi
olszański,ɔlʂaɲskʲi
niedziałek,ɲɛd͡ʑawɛk
tobiasz,tɔbjaʂ
bernat,bɛrnat
szmygin,ʂmɨɡʲin
moczydłowska,mɔt͡ʂɨdwɔfska
piwczyński,pift͡ʂɨɲskʲi
śmiszek,ɕmiʂɛk
wieczorek,vjɛt͡ʂɔrɛk
orłowski,ɔrwɔfskʲi
lemieszewski,lɛmjɛʂɛfskʲi
vladimir,vladimir
yaroshenko,jarɔsxɛnkɔ
czuper,t͡ʂupɛr
stanislaw,staɲislaf
knapowski,knapɔfskʲi
wichman,vixman
gromee,ɡrɔmɛɛ
popiel,pɔpjɛl
wawrzyk,vavʐɨk
sajnok,sajnɔk
józwowicz,juzvɔvit͡ʂ
rudyk,rudɨk
kobiela,kɔbjɛla
maciejuk,mat͡ɕɛjuk
żudziewicz,ʐud͡ʑɛvit͡ʂ
sochowicz,sɔxɔvit͡ʂ
żurowski,ʐurɔfskʲi
szeląg,ʂɛlɔŋk
wojewódzka,vɔjɛvud͡ska
poleski,pɔlɛskʲi
rosenblum,rɔsɛnblum
müller,müllɛr
spalik,spalik
pacut,pat͡sut
ucherska,uxɛrska
kajrowicz,kajrɔvit͡ʂ
wieniawa,vjɛɲava
łukaszewska,wukaʂɛfska
alagierska,alaɡʲɛrska
śmidowski,ɕmidɔfskʲi
kościński,kɔɕt͡ɕiɲskʲi
daszkiewicz,daʂkʲɛvit͡ʂ
bil,bil
kołodziejski,kɔwɔd͡ʑɛjskʲi
gniatkowski,ɡɲatkɔfskʲi
henryka,xɛnrɨka
małdyk,mawdɨk
rdest,rdɛst
słojewska,swɔjɛfska
ritter,rittɛr
dziurda,d͡ʑurda
misiek,miɕɛk
sutryk,sutrɨk
marlena,marlɛna
milwiw,milvif
głąbówna,ɡwɔmbuvna
kaźmierska,kaʑmjɛrska
tekieli,tɛkʲɛli
roksana,rɔksana
węgiel,vɛŋɡʲɛl
skoczek,skɔt͡ʂɛk
błażej,bwaʐɛj
dulkiewicz,dulkʲɛvit͡ʂ
różańska,ruʐaɲska
szymczykiewicz,ʂɨmt͡ʂɨkʲɛvit͡ʂ
chabel,xabɛl
geringer,ɡɛrinɡɛr
oedenberg,ɔɛdɛnbɛrk
biejat,bjɛjat
kotula,kɔtula
nesteruk,nɛstɛruk
tandyrak,tandɨrak
budkiewicz,butkʲɛvit͡ʂ
mentzen,mɛntzɛn
kami,kami
bokun,bɔkun
buława,buwava
wiankowska,vjankɔfska
kowalskaleszczyńska,kɔvalskalɛʂt͡ʂɨɲska
meronk,mɛrɔnk
żuk,ʐuk
łobacz,wɔbat͡ʂ
eliza,ɛliza
rycembel,rɨt͡sɛmbɛl
belczyński,bɛlt͡ʂɨɲskʲi
jama,jama
glapiński,ɡlapiɲskʲi
mosberg,mɔsbɛrk
romana,rɔmana
pachucka,paxut͡ska
wędzikowska,vɛnd͡ʑikɔfska
dipont,dipɔnt
nikola,ɲikɔla
karczewska,kart͡ʂɛfska
sławiński,swaviɲskʲi
bielawska,bjɛlafska
chyczewska,xɨt͡ʂɛfska
treter,trɛtɛr
musiałowski,muɕawɔfskʲi
cybiński,t͡sɨbiɲskʲi
mieszalski,mjɛʂalskʲi
niemyt,ɲɛmɨt
muller,mullɛr
drzymalska,dʐɨmalska
voitila,vɔjtila
kapciński,kapt͡ɕiɲskʲi
waszkiewicz,vaʂkʲɛvit͡ʂ
szczepan,ʂt͡ʂɛpan
siekierka,ɕɛkʲɛrka
frejlak,frɛjlak
jancewicz,jant͡sɛvit͡ʂ
lotka,lɔtka
lenhardt,lɛnxartt
dorożyński,dɔrɔʐɨɲskʲi
sierzputowski,ɕɛʂputɔfskʲi
łasowski,wasɔfskʲi
dela,dɛla
kosturkiewicz,kɔsturkʲɛvit͡ʂ
kulec,kulɛt͡s
jaroszyński,jarɔʂɨɲskʲi
frąckiewicz,frɔnt͡skʲɛvit͡ʂ
papa,papa
rostkowska,rɔstkɔfska
bieniuk,bjɛɲuk
kuszlik,kuʂlik
pacholec,paxɔlɛt͡s
łysiak,wɨɕak
byczkowska,bɨt͡ʂkɔfska
buczyńska,but͡ʂɨɲska
frajczyk,frajt͡ʂɨk
żebrowska,ʐɛbrɔfska
wiśnicki,viɕɲit͡skʲi
topajew,tɔpajɛf
marissa,marissa
pruban,pruban
ścigalska,ɕt͡ɕiɡalska
bandurska,bandurska
trill,trill
pem,pɛm
leskowicz,lɛskɔvit͡ʂ
czarnecka,t͡ʂarnɛt͡ska
zemła,zɛmwa
maher,maxɛr
hlima,xlima
urzędowska,uʐɛndɔfska
sygut,sɨɡut
stalmierska,stalmjɛrska
cięciara,t͡ɕɛnt͡ɕara
swarzędz,sfaʐɛnd͡s
pobiedziska,pɔbjɛd͡ʑiska
kluczbork,klut͡ʂbɔrk
autosan,aftɔsan
śródmieście,ɕrudmjɛɕt͡ɕɛ
bemowo,bɛmɔvɔ
chodzież,xɔd͡ʑɛʂ
orlica,ɔrlit͡sa
małopolska,mawɔpɔlska
murowana,murɔvana
goślina,ɡɔɕlina
mosina,mɔɕina
luboń,lubɔɲ
konin,kɔɲin
wąchock,vɔnxɔt͡sk
kościan,kɔɕt͡ɕan
września,vʐɛɕɲa
szamotuły,ʂamɔtuwɨ
biedrusko,bjɛdruskɔ
suchy,suxɨ
kórnik,kurɲik
jarocin,jarɔt͡ɕin
operacja,ɔpɛrat͡sja
wschodniokarpacka,fsxɔdɲɔkarpat͡ska
pułtusk,puwtusk
szczebrzeszyn,ʂt͡ʂɛbʐɛʂɨn
środa,ɕrɔda
wielkopolska,vjɛlkɔpɔlska
golińsk,ɡɔliɲsk
biskupiec,biskupjɛt͡s
pogorzela,pɔɡɔʐɛla
dębno,dɛmbnɔ
kutno,kutnɔ
zielonka,ʑɛlɔnka
spisz,spiʂ
żuromin,ʐurɔmin
żmigród,ʐmiɡrut
ziębice,ʑɛmbit͡sɛ
żelechów,ʐɛlɛxuf
biała,bjawa
podlaska,pɔdlaska
żychlin,ʐɨxlin
pieszyce,pjɛʂɨt͡sɛ
murcki,murt͡skʲi
radziwiłłowie,rad͡ʑiviwwɔvjɛ
gostyń,ɡɔstɨɲ
znicz,zɲit͡ʂ
tuszyn,tuʂɨn
lwówek,lvuvɛk
śląski,ɕlɔ̃skʲi
beskidy,bɛskʲidɨ
stoczek,stɔt͡ʂɛk
łukowski,wukɔfskʲi
kamienna,kamjɛnna
pyrzyce,pɨʐɨt͡sɛ
air,ajr
brzeski,bʐɛskʲi
myszyniec,mɨʂɨɲɛt͡s
pińczów,piɲt͡ʂuf
opatów,ɔpatuf
nowa,nɔva
warka,varka
strzegom,stʂɛɡɔm
polkowice,pɔlkɔvit͡sɛ
płońsk,pwɔɲsk
złocieniec,zwɔt͡ɕɛɲɛt͡s
złote,zwɔtɛ
tarasy,tarasɨ
kargowa,karɡɔva
oxford,ɔxfɔrt
tower,tɔvɛr
ząbkowice,zɔmpkɔvit͡sɛ
ząbki,zɔmpkʲi
stok,stɔk
złotów,zwɔtuf
krzyżowa,kʂɨʐɔva
kłodzko,kwɔd͡skɔ
międzychód,mjɛnd͡zɨxut
polsat,pɔlsat
jedwabne,jɛdvabnɛ
euroregion,ɛvrɔrɛɡʲjɔn
silesia,ɕilɛɕa
krosnowice,krɔsnɔvit͡sɛ
pleszew,plɛʂɛf
kędzierzyńskokozielski,kɛnd͡ʑɛʐɨɲskɔkɔʑɛlskʲi
będzin,bɛnd͡ʑin
staniszów,staɲiʂuf
ładzin,wad͡ʑin
stryków,strɨkuf
banie,baɲɛ
gęsiówka,ɡɛ̃ɕufka
lubań,lubaɲ
gołuchów,ɡɔwuxuf
jarszewko,jarʂɛfkɔ
bogatynia,bɔɡatɨɲa
przygodzice,pʂɨɡɔd͡ʑit͡sɛ
amica,amit͡sa
wronki,vrɔnkʲi
warsaw,varsaf
łęki,wɛŋkʲi
małe,mawɛ
mszczonów,mʂt͡ʂɔnuf
chojnów,xɔjnuf
gromada,ɡrɔmada
odry,ɔdrɨ
cieszeniewo,t͡ɕɛʂɛɲɛvɔ
niedzica,ɲɛd͡ʑit͡sa
osie,ɔɕɛ
sulików,sulikuf
cieszyński,t͡ɕɛʂɨɲskʲi
żoliborz,ʐɔlibɔʂ
pogezania,pɔɡɛzaɲa
radzymin,rad͡zɨmin
tomaszowski,tɔmaʂɔfskʲi
darłowo,darwɔvɔ
roś,rɔɕ
karpacz,karpat͡ʂ
brańsk,braɲsk
frombork,frɔmbɔrk
wodzisław,vɔd͡ʑiswaf
rzeplin,ʐɛplin
pomerania,pɔmɛraɲa
kiwity,kʲivitɨ
fürstengrube,fürstɛnɡrubɛ
mysłakowice,mɨswakɔvit͡sɛ
gubin,ɡubin
uniejów,uɲɛjuf
lusówko,lusufkɔ
lesko,lɛskɔ
sękowa,sɛŋkɔva
jastarnia,jastarɲa
trzcińskozdrój,tʂt͡ɕiɲskɔzdruj
resko,rɛskɔ
bisztynek,biʂtɨnɛk
dziwna,d͡ʑivna
włoszczowa,vwɔʂt͡ʂɔva
riese,rjɛsɛ
łęknica,wɛŋkɲit͡sa
balice,balit͡sɛ
biłgoraj,biwɡɔraj
jordanów,jɔrdanuf
soldau,sɔldaf
sępólno,sɛmpulnɔ
krajeńskie,krajɛɲskʲɛ
morąg,mɔrɔŋk
serock,sɛrɔt͡sk
anwil,anvil
oleśnica,ɔlɛɕɲit͡sa
siedlce,ɕɛdlt͡sɛ
cichociemni,t͡ɕixɔt͡ɕɛmɲi
łask,wask
nidzica,ɲid͡ʑit͡sa
kożuchów,kɔʐuxuf
trzciel,tʂt͡ɕɛl
myślenice,mɨɕlɛɲit͡sɛ
mogilno,mɔɡʲilnɔ
wrzeszcz,vʐɛʂt͡ʂ
limanowa,limanɔva
aleksandrów,alɛksandruf
kujawski,kujafskʲi
szczodre,ʂt͡ʂɔdrɛ
wieruszów,vjɛruʂuf
łęczyca,wɛnt͡ʂɨt͡sa
wielka,vjɛlka
racza,rat͡ʂa
trzebiatów,tʂɛbjatuf
lipno,lipnɔ
miechów,mjɛxuf
żnin,ʐɲin
śnieżka,ɕɲɛʂka
ryn,rɨn
suchowola,suxɔvɔla
zaniemyśl,zaɲɛmɨɕl
rypin,rɨpin
kwidzyn,kfid͡zɨn
międzyzdroje,mjɛnd͡zɨzdrɔjɛ
kaszuby,kaʂubɨ
policja,pɔlit͡sja
niwica,ɲivit͡sa
ćmielów,t͡ɕmjɛluf
radymno,radɨmnɔ
ropczyce,rɔpt͡ʂɨt͡sɛ
wysokie,vɨsɔkʲɛ
mazowieckie,mazɔvjɛt͡skʲɛ
grajewo,ɡrajɛvɔ
łagów,waɡuf
bolimów,bɔlimuf
żary,ʐarɨ
zawiercie,zavjɛrt͡ɕɛ
czersk,t͡ʂɛrsk
ozorków,ɔzɔrkuf
instytut,instɨtut
adama,adama
mickiewicza,mit͡skʲɛvit͡ʂa
giecz,ɡʲɛt͡ʂ
łańcut,waɲt͡sut
łeba,wɛba
brody,brɔdɨ
łodwigowo,wɔdviɡɔvɔ
michniów,mixɲuf
krzemieniec,kʂɛmjɛɲɛt͡s
trawniki,travɲikʲi
łobżenica,wɔbʐɛɲit͡sa
puck,put͡sk
łubnice,wubɲit͡sɛ
rail,rajl
baltica,baltit͡sa
workcamp,vɔrkt͡samp
koźle,kɔʑlɛ
wińsko,viɲskɔ
szczyrk,ʂt͡ʂɨrk
pomezania,pɔmɛzaɲa
garwolin,ɡarvɔlin
beskid,bɛskʲit
biernatka,bjɛrnatka
kolno,kɔlnɔ
krasnystaw,krasnɨstaf
prostki,prɔstkʲi
kamień,kamjɛɲ
wojnowo,vɔjnɔvɔ
istebna,istɛbna
bolesławiec,bɔlɛswavjɛt͡s
kozy,kɔzɨ
sól,sul
pabianice,pabjaɲit͡sɛ
stettiner,stɛttinɛr
oderwerke,ɔdɛrvɛrkɛ
sieniawa,ɕɛɲava
iwkowa,ifkɔva
myślibórz,mɨɕlibuʂ
stęszew,stɛ̃ʂɛf
osieczna,ɔɕɛt͡ʂna
oborniki,ɔbɔrɲikʲi
słupca,swupt͡sa
ogrodzieniec,ɔɡrɔd͡ʑɛɲɛt͡s
kozłowo,kɔzwɔvɔ
golczewo,ɡɔlt͡ʂɛvɔ
łąka,wɔŋka
prudnicka,prudɲit͡ska
płośnica,pwɔɕɲit͡sa
kartuzy,kartuzɨ
choszczno,xɔʂt͡ʂnɔ
rajcza,rajt͡ʂa
międzyrzecz,mjɛnd͡zɨʐɛt͡ʂ
kępno,kɛmpnɔ
biały,bjawɨ
dunajec,dunajɛt͡s
pomorski,pɔmɔrskʲi
pieńsk,pjɛɲsk
krasiejów,kraɕɛjuf
pstrążna,pstrɔ̃ʐna
człuchów,t͡ʂwuxuf
wolbórz,vɔlbuʂ
ostrzeszów,ɔstʂɛʂuf
kielcza,kʲɛlt͡ʂa
sławno,swavnɔ
skarżyskokamienna,skaʐ̇ɨskɔkamjɛnna
złotoryja,zwɔtɔrɨja
mazowsze,mazɔfʂɛ
białogard,bjawɔɡart
świdnik,ɕfidɲik
nowe,nɔvɛ
świecie,ɕfjɛt͡ɕɛ
godkowo,ɡɔtkɔvɔ
goleszów,ɡɔlɛʂuf
szprotawa,ʂprɔtava
świdnica,ɕfidɲit͡sa
świdwin,ɕfidvin
święciechowa,ɕfjɛnt͡ɕɛxɔva
dorohusk,dɔrɔxusk
barciany,bart͡ɕanɨ
ślęża,ɕlɛ̃ʐa
śmigiel,ɕmiɡʲɛl
świebodzice,ɕfjɛbɔd͡ʑit͡sɛ
świebodzin,ɕfjɛbɔd͡ʑin
mińsk,miɲsk
jaćwież,jat͡ɕfjɛʂ
kruszwica,kruʂfit͡sa
kliszów,kliʂuf
karpniki,karpɲikʲi
ziemia,ʑɛmja
lubuska,lubuska
świętoszów,ɕfjɛntɔʂuf
chlewiska,xlɛviska
mielnik,mjɛlɲik
akademia,akadɛmja
zamojska,zamɔjska
chojnice,xɔjɲit͡sɛ
asseco,assɛt͡sɔ
gryfice,ɡrɨfit͡sɛ
sucha,suxa
beskidzka,bɛskʲid͡ska
piaseczno,pjasɛt͡ʂnɔ
ciechanów,t͡ɕɛxanuf
otwock,ɔtfɔt͡sk
babimost,babimɔst
zbąszyń,zbɔ̃ʂɨɲ
zbąszynek,zbɔ̃ʂɨnɛk
cartoon,t͡sartɔɔn
network,nɛtfɔrk
barlinek,barlinɛk
lubaczów,lubat͡ʂuf
barczewo,bart͡ʂɛvɔ
baranów,baranuf
łubniany,wubɲanɨ
trzebieszewo,tʂɛbjɛʂɛvɔ
wołomin,vɔwɔmin
sieradz,ɕɛrad͡s
burmistrz,burmistʂ
miasto,mjastɔ
lubawskie,lubafskʲɛ
pisarzowice,pisaʐɔvit͡sɛ
odolanów,ɔdɔlanuf
zduny,zdunɨ
zduńska,zduɲska
bogacica,bɔɡat͡ɕit͡sa
uniechów,uɲɛxuf
mazury,mazurɨ
sokółka,sɔkuwka
węgorzewo,vɛŋɡɔʐɛvɔ
szklarska,ʂklarska
poręba,pɔrɛmba
bartoszyce,bartɔʂɨt͡sɛ
podlasie,pɔdlaɕɛ
sejny,sɛjnɨ
krosno,krɔsnɔ
gryfino,ɡrɨfinɔ
włodawa,vwɔdava
knyszyn,knɨʂɨn
lidzbark,lid͡zbark
warmiński,varmiɲskʲi
stalowa,stalɔva
rudna,rudna
