イチロー,it͡ɕiɾoː
ソシュウコクサイキンユウチュウシン,soɕɯːkokɯsaikʲiĩjɯːt͡ɕɯːɕiŋ
マーナサローワルコ,maːnasaɾoːɰaɾɯko
ヘイラクケン,heːɾakɯkeŋ
ソトナダ,sotonada
テンダン,tendaɴ
トコウセキ,tokoɯsekʲi
タイラハルカケン,taiɾahaɾɯkakeŋ
ボタンコウ,botaŋkoɯ
センコウシャ,seŋkoɯɕa
タイワンカイキョウ,taiɰaŋkaikʲoɯ
チュウカジンミンキョウワコクシホウブ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯɕihoɯbɯ
ジンミンカイホウグンチュウホンコンブタイ,d͡ʑimmʲiŋkaihoɯɡɯnt͡ɕɯːhoŋkombɯtai
チュウカジンミンキョウワコクザイセイブ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯzaiseːbɯ
チュウカジンミンキョウワコクコウツウウンユブ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯkoɯt͡sɯːɯɯ̃jɯbɯ
タテハジメケン,tatehaʑimekeŋ
バヤンカラサンミャク,bajaŋkaɾasammʲakɯ
ホントウ,hontoɯ
レイミゾ,ɖeːmʲizo
タマキダマジホウ,tamakʲidamaʑihoɯ
チュウゴクシンブンシャ,t͡ɕɯːɡokɯɕimbɯɯ̃ɕa
ヤスシアタリケン,jasɯɕiataɾʲikeŋ
タマブツジ,tamabɯt͡sɯʑi
キリカシワケン,kʲiɾʲikaɕiɰakeŋ
ムラサキカナヤマ,mɯɾasakʲikanajama
チシキセイネン,t͡ɕiɕikʲiseːneŋ
ケイヤスシシェゾクジチケン,keːjasɯɕiɕezokɯʑit͡ɕikeŋ
ヒガシヤマケン,çiɡaɕijamakeŋ
トミヒラケン,tomʲiçiɾakeŋ
ペキンチカテツ,pekʲint͡ɕikatet͡sɯ
ニョウヒケン,ɲoɯçikeŋ
ヤスシススムケン,jasɯɕisɯsɯmɯkeŋ
ナンキンジョウヤク,naŋkʲind͡ʑoɯjakɯ
カサミアキラケン,kasamʲiakʲiɾakeŋ
オルドスコウゲン,oɾɯdosɯkoɯɡeŋ
シロツムリヤマイセキ,ɕiɾot͡sɯmɯɾʲijamaisekʲi
タンラサンミャク,tanɖasammʲakɯ
シャンハイイカダイガク,ɕaãhaiːkadaiɡakɯ
チュウカジンミンキョウワコクホウ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯhoɯ
チュウカジンミンキョウワコクコッカヒョウジュン,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯkokkaçoɯʑɯɴ
ジチハタ,d͡ʑit͡ɕihata
ニオオトリケン,ɲioːtoɾʲikeŋ
イサゴタイタリチュウタマキセン,isaɡotaitaɾʲit͡ɕɯːtamakʲiseŋ
シュウシゲツボ,ɕɯːɕiɡet͡sɯbo
シシサン,ɕiɕisaɴ
カブシュウテレビトウ,kabɯɕɯːteɾebʲitoɯ
サッカーホンコンダイヒョウ,sakkaːhoŋkondaiçoɯ
リュウトウ,ɖʲɯːtoɯ
デプンテラ,depɯnteɾa
カスミウラケン,kasɯmʲiɯɾakeŋ
イオリヤマ,ioɾʲijama
アルホルチンハタ,aɾɯhoɾɯt͡ɕiĩhata
アラトゥルクケン,aɾatɯɾɯkɯkeŋ
ヨシミラクヒサシソウトクオオハシ,joɕimʲiɾakɯçisaɕisoɯtokɯoːhaɕi
フウシビョウ,ɸɯːɕibʲoɯ
ジウンサン,d͡ʑiɯɯ̃saɴ
ラークシャスタールコ,ɖaːkɯɕasɯtaːɾɯko
クムタグサバク,kɯmɯtaɡɯsabakɯ
ホンコンコロシアム,hoŋkoŋkoɾoɕiamɯ
コクムイイン,kokɯmɯiːŋ
キミナミチベットゾクジチシュウ,kʲimʲinamʲit͡ɕibettozokɯʑit͡ɕiɕɯː
コウシュウアシダマクラブ,koɯɕɯːaɕidamakɯɾabɯ
ペキンコッカスイエイセンター,pekʲiŋkokkasɯieːsentaː
シーアンジケン,ɕiːand͡ʑikeŋ
サワクラケン,saɰakɯɾakeŋ
ムスタグアタサン,mɯsɯtaɡɯatasaɴ
キムホウコウクウ,kʲimɯhoɯkoɯkɯː
カバケン,kabakeŋ
ツヨシサッケン,t͡sɯjoɕisakkeŋ
ホッカイコウエン,hokkaikoɯeŋ
イサゴヨウケン,isaɡojoɯkeŋ
タクラマカンサバク,takɯɾamakaãsabakɯ
チュウゴクチュウテツ,t͡ɕɯːɡokɯt͡ɕɯːtet͡sɯ
トクテンバクフ,tokɯtembakɯɸɯ
ハナツヨシキタ,hanat͡sɯjoɕikʲita
ルンツェケン,ɖɯnt͡sekeŋ
タカシナカ,takaɕinaka
サッカーチュウカジンミンキョウワコクダイヒョウ,sakkaːt͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯdaiçoɯ
リクリョウケン,ɖʲikɯɾʲoɯkeŋ
スメラギジンショイン,sɯmeɾaɡʲiʑiĩɕoiŋ
ダイコモフクテラ,daikomoɸɯkɯteɾa
タイワンキョミンライオウタイリクツウコウショウ,taiɰaŋkʲomʲinɖaioɯtaiɾʲikɯt͡sɯːkoɯɕoɯ
リンクフドウサントウシシンタクキキン,ɖʲiŋkɯɸɯdoɯsantoɯɕiɕintakɯkʲikʲiŋ
チュウオウビジュツガクイン,t͡ɕɯːoɯbʲiʑɯt͡sɯɡakɯiŋ
ホンコンシュウシンホウイン,hoŋkoõɕɯːɕiĩhoɯiŋ
ミナトテツバス,mʲinatotet͡sɯbasɯ
モチオットセキ,mot͡ɕiottosekʲi
コウソヒュージホース,koɯsoçɯːʑihoːsɯ
コッカチシキサンケンキョク,kokkat͡ɕiɕikʲisaŋkeŋkʲokɯ
チュウカジンミンキョウワコクコッカカンコウキョク,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯkokkakaŋkoɯkʲokɯ
タマエタワー,tamaetaɰaː
ガビサン,ɡabʲisaɴ
ホンコントクベツギョウセイクザイセイツカサツカサチョウ,hoŋkontokɯbet͡sɯɡʲoɯseːkɯzaiseːt͡sɯkasat͡sɯkasat͡ɕoɯ
ミツタカテラ,mʲit͡sɯtakateɾa
セナドヒロバ,senadoçiɾoba
ソウハヤシジ,soɯhajaɕiʑi
マカオトクベツギョウセイクキホンホウ,makaotokɯbet͡sɯɡʲoɯseːkɯkʲihoõhoɯ
フフホトクロバアシダマクラブ,ɸɯɸɯhotokɯɾobaːɕidamakɯɾabɯ
カイドウベンゴトショ,kaidoɯbeŋɡotoɕo
ペキンジンワアシダマクラブ,pekʲind͡ʑiĩɰaːɕidamakɯɾabɯ
オオニシリョカクセンヨウセン,oːɲiɕiɾʲokakɯseẽjoɯseŋ
ハンギンハタ,haŋɡʲiĩhata
ウシトウカク,ɯɕitoɯkakɯ
チュウゴクジョシバスケットボールリーグ,t͡ɕɯːɡokɯʑoɕibasɯkettoboːɾɯɾʲiːɡɯ
タマダケン,tamadakeŋ
ゴウフクリョカクセンヨウセン,ɡoɯɸɯkɯɾʲokakɯseẽjoɯseŋ
ホッカイカンタイ,hokkaikantai
ダイヤスシケン,daijasɯɕikeŋ
ペキンデンカゲガクイン,pekʲindeŋkaɡeɡakɯiŋ
ニェモケン,ɲemokeŋ
エイシンケン,eːɕiŋkeŋ
アズマリョウケン,azɯmaɾʲoɯkeŋ
バンヤマガタ,baãjamaɡata
タイラアキラケン,taiɾaːkʲiɾakeŋ
チャルチャンケン,t͡ɕaɾɯt͡ɕaŋkeŋ
タイゴケン,taiɡokeŋ
キリイオリケン,kʲiɾʲiːoɾʲikeŋ
チベットレキ,t͡ɕibettoɾekʲi
シンワチュウシン,ɕiĩɰat͡ɕɯːɕiŋ
ホンコンサードディビジョンリーグ,hoŋkoõsaːdodibʲiʑonɖʲiːɡɯ
ニワトリヒガシケン,ɲiɰatoɾʲiçiɡaɕikeŋ
ヒサヨシケン,çisajoɕikeŋ
ブカングリーンランドセンター,bɯkaŋɡɯɾʲiːnɖandosentaː
タイワンカイキョウトンネル,taiɰaŋkaikʲoɯtonneɾɯ
リュウモンセックツ,ɖʲɯːmoõsekkɯt͡sɯ
ハイイズミケン,haiːzɯmʲikeŋ
アキラケイケン,akʲiɾakeːkeŋ
カイキョウセキ,kaikʲoɯsekʲi
サンスメラギケン,saãsɯmeɾaɡʲikeŋ
ツァンダケン,t͡sandakeŋ
ザッタケン,d͡zattakeŋ
シンヨウチカテツ,ɕiĩjoɯt͡ɕikatet͡sɯ
コングールサン,koŋɡɯːɾɯsaɴ
チュウシンコクサイシュウセイデンロセイゾウユウゲンコウシ,t͡ɕɯːɕiŋkokɯsaiɕɯːseːdenɖoseːzoɯjɯːɡeŋkoɯɕi
ヤスシミナミケン,jasɯɕimʲinamʲikeŋ
タケグスクケン,takeɡɯsɯkɯkeŋ
ラクミナミケン,ɖakɯmʲinamʲikeŋ
トラロウセキ,toɾaɾoɯsekʲi
ドウジンドウ,doɯʑindoɯ
ススムシアマセン,sɯsɯmɯɕiamaseŋ
マグラサンセン,maɡɯɾasaãseŋ
ミナトジマセン,mʲinatoʑimaseŋ
ペーゾク,peːzokɯ
ハヤシシセキ,hajaɕiɕisekʲi
カモシュウ,kamoɕɯː
マンシュウミンゾク,maãɕɯːmʲind͡zokɯ
スミスイ,sɯmʲisɯi
ホンコンシニアシールド,hoŋkoõɕiɲiaɕiːɾɯdo
チュウカジンミンキョウワコクカガクギジュツブ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯkaɡakɯɡʲiʑɯt͡sɯbɯ
オオアシセッコク,oːaɕisekkokɯ
イシブリョカクセンヨウセン,iɕibɯɾʲokakɯseẽjoɯseŋ
ナムツォ,namɯt͡so
ラカンジ,ɖakand͡ʑi
アムネマチン,amɯnemat͡ɕiŋ
ハクサビーチ,hakɯsabʲiːt͡ɕi
チュウカジンミンキョウワコクシュセキ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯɕɯsekʲi
タイゾク,taizokɯ
メンパゾク,mempazokɯ
キョウイシリョカクセンヨウセン,kʲoɯiɕiɾʲokakɯseẽjoɯseŋ
チュウゴクチュウシャカブシュウデンリョクキシャ,t͡ɕɯːɡokɯt͡ɕɯːɕakabɯɕɯːdenɖʲokɯkʲiɕa
ソウオウダイ,soɯoɯdai
ケンアマジミチ,keẽamaʑimʲit͡ɕi
ヒガシトルキスタン,çiɡaɕitoɾɯkʲisɯtaɴ
ミナミビトウセンエキ,mʲinamʲibʲitoɯseẽekʲi
シャンハイビジュツエイガセイサクショ,ɕaãhaibʲiʑɯt͡sɯeːɡaseːsakɯɕo
チュウゴクジンミンカイホウグンソウサンボウブ,t͡ɕɯːɡokɯʑimmʲiŋkaihoɯɡɯɯ̃soɯsamboɯbɯ
コッカサイコウカガクギジュツショウ,kokkasaikoɯkaɡakɯɡʲiʑɯt͡sɯɕoɯ
ナカヤマコウエン,nakajamakoɯeŋ
シャンハイメディアグループ,ɕaãhaimediaɡɯɾɯːpɯ
チュウゴクジシンキョク,t͡ɕɯːɡokɯʑiɕiŋkʲokɯ
コウソエツタチキアキシャ,koɯsoet͡sɯtat͡ɕikʲiakʲiɕa
セキテイビョウ,sekʲiteːbʲoɯ
ワゾク,ɰazokɯ
ガトラゾウリュウ,ɡatoɾazoɯɾʲɯː
メトロジェット,metoɾoʑetto
チュウゴクエイガ,t͡ɕɯːɡokɯeːɡa
ナカヤマショクブツエン,nakajamaɕokɯbɯt͡sɯeŋ
ヒガシテツセン,çiɡaɕitet͡sɯseŋ
ニシテツセン,ɲiɕitet͡sɯseŋ
ヒロヤスシケン,çiɾojasɯɕikeŋ
ショウキチカイゾクジチシュウ,ɕoɯkʲit͡ɕikaizokɯʑit͡ɕiɕɯː
エジンハタ,eʑiĩhata
シャンハイデンキ,ɕaãhaideŋkʲi
リンプンケン,ɖʲimpɯŋkeŋ
トクトケン,tokɯtokeŋ
フトヤスシケン,ɸɯtojasɯɕikeŋ
コウシュウチカテツ,koɯɕɯːt͡ɕikatet͡sɯ
ジュンガリア,d͡ʑɯŋɡaɾʲia
アオギリヤマ,aoɡʲiɾʲijama
ホウコケン,hoɯkokeŋ
サイゴウケン,saiɡoɯkeŋ
ガリュウタイイクチュウシン,ɡaɾʲɯːtaiːkɯt͡ɕɯːɕiŋ
シオヅケン,ɕiozɯkeŋ
ミナミアキラケン,mʲinamʲiakʲiɾakeŋ
ジョウカキケン,d͡ʑoɯkakʲikeŋ
コウシュウコクサイジョシオープン,koɯɕɯːkokɯsaiʑoɕioːpɯɴ
ナツメツヨシケン,nat͡sɯmet͡sɯjoɕikeŋ
アモイコウクウ,amoikoɯkɯː
ヒヤマガタ,çijamaɡata
シンコウケン,ɕiŋkoɯkeŋ
キョクヒケン,kʲokɯçikeŋ
ベニカワハニゾクイゾクジチシュウ,beɲikaɰahaɲizokɯizokɯʑit͡ɕiɕɯː
トクヒロシタイゾクチンポーゾクジチシュウ,tokɯçiɾoɕitaizokɯt͡ɕimpoːzokɯʑit͡ɕiɕɯː
ニレシャケン,ɲiɾeɕakeŋ
タイユキサンミャク,taijɯkʲisammʲakɯ
ブンヤマチワンゾクミャオゾクジチシュウ,bɯɯ̃jamat͡ɕiɰand͡zokɯmʲaozokɯʑit͡ɕiɕɯː
ダイリペーゾクジチシュウ,daiɾʲipeːzokɯʑit͡ɕiɕɯː
アガリエ,aɡaɾʲie
トウキョウガイ,toɯkʲoɯɡai
ヤスシナミキドウコウツウ,jasɯɕinamʲikʲidoɯkoɯt͡sɯː
スワエユウイゾクジチシュウ,sɯɰaejɯːizokɯʑit͡ɕiɕɯː
ホウオウケン,hoɯoɯkeŋ
ナンキンガイコクゴガッコウ,naŋkʲiŋɡaikokɯɡoɡakkoɯ
リョウヤマイゾクジチシュウ,ɖʲoɯjamaizokɯʑit͡ɕiɕɯː
オソレグスクケン,osoɾeɡɯsɯkɯkeŋ
ニッペイイゾクタイゾクジチケン,ɲippeːːzokɯtaizokɯʑit͡ɕikeŋ
レティンテラ,ɖetinteɾa
オンセンケン,oõseŋkeŋ
プイゾク,pɯizokɯ
ナガエショウガクイン,naɡaeɕoɯɡakɯiŋ
ショウガギュウニュウプリン,ɕoɯɡaɡʲɯːɲɯːpɯɾʲiŋ
ホンコンデンカゲヒョウロンガッカイダイススム,hoŋkondeŋkaɡeçoɯɾoŋɡakkaidaisɯsɯmɯ
チュウゴクカガクインコッカテンモンダイ,t͡ɕɯːɡokɯkaɡakɯiŋkokkatemmondai
チュウゴクコウテイイン,t͡ɕɯːɡokɯkoɯteːːɴ
タイエケン,taiekeŋ
チュスムケン,t͡ɕɯsɯmɯkeŋ
ヒラエケン,çiɾaekeŋ
サンセイコウクウ,saãseːkoɯkɯː
ツバサグスクケン,t͡sɯbasaɡɯsɯkɯkeŋ
カホクヘイゲン,kahokɯheːɡeŋ
タイヤスケン,taijasɯkeŋ
ジョウシケン,d͡ʑoɯɕikeŋ
ウルムチチカテツ,ɯɾɯmɯt͡ɕit͡ɕikatet͡sɯ
シンバルグミギハタ,ɕimbaɾɯɡɯmʲiɡʲihata
チュウゴクナンポウコウクウ,t͡ɕɯːɡokɯnampoɯkoɯkɯː
ソコウトウ,sokoɯtoɯ
ダイトウコクサイハツデン,daitoɯkokɯsaihat͡sɯdeŋ
ツカネシュウ,t͡sɯkaneɕɯː
ギユウグンシンコウキョク,ɡʲijɯːɡɯɯ̃ɕiŋkoɯkʲokɯ
ヒコクケン,çikokɯkeŋ
ナイマンハタ,naimaãhata
チュウゴクジンミンカイホウグンチュウホンコンブタイビル,t͡ɕɯːɡokɯʑimmʲiŋkaihoɯɡɯnt͡ɕɯːhoŋkombɯtaibʲiɾɯ
チュウオウセイフチュウホンコンレンラクベンオオヤケシツ,t͡ɕɯːoɯseːɸɯt͡ɕɯːhoŋkonɖenɖakɯbeẽoːjakeɕit͡sɯ
クイフクフカリョカクセンヨウセン,kɯiɸɯkɯɸɯkaɾʲokakɯseẽjoɯseŋ
モチトケン,mot͡ɕitokeŋ
ベイエキケン,beːekʲikeŋ
アカギケン,akaɡʲikeŋ
ダイキョウヤスミネサンミャク,daikʲoɯjasɯmʲinesammʲakɯ
カイナンコウクウ,kainaŋkoɯkɯː
オウドコウゲン,oɯdokoɯɡeŋ
サンインケン,saãiŋkeŋ
ファーウェイ,ɸaːɰeː
チュウゴクトウホウコウクウ,t͡ɕɯːɡokɯtoɯhoɯkoɯkɯː
テイジョリョカクセンヨウセン,teːʑoɾʲokakɯseẽjoɯseŋ
サイホウリョカクセンヨウセン,saihoɯɾʲokakɯseẽjoɯseŋ
キタニワダイミヤコマモルフ,kʲitaɲiɰadaimʲijakomamoɾɯɸɯ
パミールコウゲン,pamʲiːɾɯkoɯɡeŋ
アバケン,abakeŋ
ゲルツェケン,ɡeɾɯt͡sekeŋ
ペキンシュトコウクウ,pekʲiĩɕɯtokoɯkɯː
セイトウリョウ,seːtoɯɾʲoɯ
ヒガシウジムチンハタ,çiɡaɕiɯʑimɯt͡ɕiĩhata
ツキダン,t͡sɯkʲidaɴ
ペキンチカテツシュトキジョウセン,pekʲint͡ɕikatet͡sɯɕɯtokʲiʑoɯseŋ
アルチンサンミャク,aɾɯt͡ɕiĩsammʲakɯ
ツネリョウケン,t͡sɯneɾʲoɯkeŋ
レンタイラケン,ɖentaiɾakeŋ
リーゾク,ɖʲiːzokɯ
アバグハタ,abaɡɯhata
ザユルケン,d͡zajɯɾɯkeŋ
チンタオビール,t͡ɕintaobʲiːɾɯ
シャンハイゲットー,ɕaãhaiɡettoː
マカオヘンカン,makaoheŋkaɴ
ヤナギコウ,janaɡʲikoɯ
サイコウジンミンホウイン,saikoɯʑimmʲiĩhoɯiŋ
チャハルウヨクゴハタ,t͡ɕahaɾɯːjokɯɡohata
ヒガシダイラシュウ,çiɡaɕidaiɾaɕɯː
ハコタニセキ,hakotaɲisekʲi
チュウゴクチュウシャチョウシュンキドウキャクシャ,t͡ɕɯːɡokɯt͡ɕɯːɕat͡ɕoɯɕɯŋkʲidoɯkʲakɯɕa
リョウホウシンガッコウ,ɖʲoɯhoɯɕiŋɡakkoɯ
シズミテラ,ɕizɯmʲiteɾa
エイヨシミケン,eːjoɕimʲikeŋ
アオイミナミケン,aoimʲinamʲikeŋ
タイラヨウケン,taiɾajoɯkeŋ
フミナリケン,ɸɯmʲinaɾʲikeŋ
タイジュンケン,taiʑɯŋkeŋ
チョウシロチョウセンゾクジチケン,t͡ɕoɯɕiɾot͡ɕoɯsend͡zokɯʑit͡ɕikeŋ
コウフトシオウヒ,koɯɸɯtoɕioɯçi
ヒロシシンケン,çiɾoɕiɕiŋkeŋ
チュウゴクキョウサントウチュウオウイインカイソウショキ,t͡ɕɯːɡokɯkʲoɯsantoɯt͡ɕɯːoɯiːŋkaisoɯɕokʲi
ナガエセンター,naɡaesentaː
コウシュウトウ,koɯɕɯːtoɯ
トゥゾク,tɯzokɯ
タケヒロリョカクセンヨウセン,takeçiɾoɾʲokakɯseẽjoɯseŋ
チュウゴクナンポウカルスト,t͡ɕɯːɡokɯnampoɯkaɾɯsɯto
コヤスシアタマセンエキ,kojasɯɕiatamaseẽekʲi
コウシュウワンカイジョウオオハシ,koɯɕɯːɰaŋkaiʑoɯoːhaɕi
チュウゴクコッカコウテンキョク,t͡ɕɯːɡokɯkokkakoɯteŋkʲokɯ
チュウカジンミンキョウワコクコウギョウジョウホウカブ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯkoɯɡʲoɯʑoɯhoɯkabɯ
チュウカジンミンキョウワコクジンリキシゲンシャカイホショウブ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯʑinɖʲikʲiɕiɡeẽɕakaihoɕoɯbɯ
テイシュウチカテツ,teːɕɯːt͡ɕikatet͡sɯ
ポベーダヤマ,pobeːdajama
ウルムチケン,ɯɾɯmɯt͡ɕikeŋ
サラールゾク,saɾaːɾɯzokɯ
トウモンシュウ,toɯmoõɕɯː
トウカイダイキョウ,toɯkaidaikʲoɯ
プランケン,pɯɾaŋkeŋ
ホウジョウケン,hoɯʑoɯkeŋ
アナビョウ,anabʲoɯ
コンアキラバスバクハジケン,koõakʲiɾabasɯbakɯhaʑikeŋ
ワンフウチン,ɰaãɸɯːt͡ɕiŋ
ペキンセイネンホウ,pekʲiĩseːneẽhoɯ
カイナンチベットゾクジチシュウ,kainant͡ɕibettozokɯʑit͡ɕiɕɯː
キンケイススム,kʲiŋkeːsɯsɯmɯ
オウダンサンミャク,oɯdaãsammʲakɯ
トミハルサンキョズ,tomʲihaɾɯsaŋkʲozɯ
ダイショウミガクガタナ,daiɕoɯmʲiɡakɯɡatana
カントンレパーズ,kantonɖepaːzɯ
イサゴタ,isaɡota
ホンコンコクサイクウコウシンコウツウシステム,hoŋkoŋkokɯsaikɯːkoɯɕiŋkoɯt͡sɯːɕisɯtemɯ
ハヤシムラタニ,hajaɕimɯɾataɲi
ヒガシハナモンカイドウ,çiɡaɕihanamoŋkaidoɯ
カナンエレファンツ,kanaãeɾeɸant͡sɯ
シャンハイレッドイーグルス,ɕaãhaiɾeddoiːɡɯɾɯsɯ
イシイカイドウ,iɕiːkaidoɯ
ローツェ,ɖoːt͡se
ロプノール,ɖopɯnoːɾɯ
サケイズミエイセイハッシャセンター,sakeːzɯmʲieːseːhaɕɕasentaː
アマミナミチベットゾクジチシュウ,amamʲinamʲit͡ɕibettozokɯʑit͡ɕiɕɯː
トモエバヤオゾクジチケン,tomoebajaozokɯʑit͡ɕikeŋ
ミズユタカダム,mʲizɯjɯtakadamɯ
ダイチントウテッタイサクセン,dait͡ɕintoɯtettaisakɯseŋ
カミギョウリュウセンフ,kamʲiɡʲoɯɾʲɯːseẽɸɯ
モトケイコタンコウ,motokeːkotaŋkoɯ
ペキンガイレイハイドウ,pekʲiŋɡaiɾeːhaidoɯ
ナガエジツギョウ,naɡaeʑit͡sɯɡʲoɯ
ナカハラカイセン,nakahaɾakaiseŋ
キタカイキセン,kʲitakaikʲiseŋ
ヤルカンドケン,jaɾɯkandokeŋ
ジョウガケイカク,d͡ʑoɯɡakeːkakɯ
チュウゴクコッカダイゲキイン,t͡ɕɯːɡokɯkokkadaiɡekʲiːŋ
ユカゲケン,jɯkaɡekeŋ
テンセント,teẽsento
チュウゴクキョウイクデンシダイ,t͡ɕɯːɡokɯkʲoɯikɯdeẽɕidai
マンカキギョウ,maŋkakʲiɡʲoɯ
カタハジメケン,katahaʑimekeŋ
シズラクケン,ɕizɯɾakɯkeŋ
ミナミガワケン,mʲinamʲiɡaɰakeŋ
シャンハイソウゴウシスウ,ɕaãhaisoɯɡoɯɕisɯː
フトビケン,ɸɯtobʲikeŋ
イオリサンカイギ,ioɾʲisaŋkaiɡʲi
ドウスズメダイ,doɯsɯzɯmedai
ホクトエイセイシルベコウケイトウ,hokɯtoeːseːɕiɾɯbekoɯkeːtoɯ
テンガイウミカク,teŋɡaiɯmʲikakɯ
ホウオウテラ,hoɯoɯteɾa
シタイフ,ɕitaiɸɯ
ワゴウセキ,ɰaɡoɯsekʲi
タマエシンジョウシンコウツウシステムセン,tamaeɕind͡ʑoɯɕiŋkoɯt͡sɯːɕisɯtemɯseŋ
フノタニケン,ɸɯnotaɲikeŋ
チベットコウゲン,t͡ɕibettokoɯɡeŋ
シゲルタイジ,ɕiɡeɾɯtaiʑi
フツオカケン,ɸɯt͡sɯokakeŋ
ホトケツボケン,hotoket͡sɯbokeŋ
ブルチンケン,bɯɾɯt͡ɕiŋkeŋ
ブルルトカイケン,bɯɾɯɾɯtokaikeŋ
ヒラキシンモウ,çiɾakʲiɕimmoɯ
ビルケン,bʲiɾɯkeŋ
エンツウジ,ent͡sɯːʑi
シャンハイディズニーランド,ɕaãhaidizɯɲiːɾando
ペキンオリンピアンズ,pekʲiĩoɾʲimpʲiand͡zɯ
ダイカラスシュウ,daikaɾasɯɕɯː
クーラカンリ,kɯːɾakanɖʲi
バスケットボールチュウカジンミンキョウワコクダイヒョウ,basɯkettoboːɾɯt͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯdaiçoɯ
ノルブリンカ,noɾɯbɯɾʲiŋka
タイレンカンテイガクイン,taiɾeŋkanteːɡakɯiŋ
タムロモンタイイクカイアシダマタイ,tamɯɾomontaiːkɯkaiaɕidamatai
アロンハタ,aɾoõhata
チュウゴクギンレン,t͡ɕɯːɡokɯɡʲinɖeŋ
フッケンドロウ,ɸɯkkendoɾoɯ
セイメイブシ,seːmeːbɯɕi
フクシュウチカテツ,ɸɯkɯɕɯːt͡ɕikatet͡sɯ
テイヤスケン,teːjasɯkeŋ
タムロアキラケン,tamɯɾoakʲiɾakeŋ
イェンギサールケン,jeŋɡʲisaːɾɯkeŋ
ノベアタリチョウセンゾクジチシュウ,nobeataɾʲit͡ɕoɯsend͡zokɯʑit͡ɕiɕɯː
ムラサキカナヤマテンモンダイ,mɯɾasakʲikanajamatemmondai
ハタミネサンミャク,hatamʲinesammʲakɯ
カイゾク,kaizokɯ
シャンハイコウクウ,ɕaãhaikoɯkɯː
ヤオゾク,jaozokɯ
ホウオウエイシ,hoɯoɯeːɕi
チュウカジンミンキョウワコクシンケイショ,t͡ɕɯːkaʑimmʲiŋkʲoɯɰakokɯɕiŋkeːɕo
ブツメツキゲン,bɯt͡sɯmet͡sɯkʲiɡeŋ
チュシュルケン,t͡ɕɯɕɯɾɯkeŋ
ハマウミケン,hamaɯmʲikeŋ
コクムインタイワンジムベンオオヤケシツ,kokɯmɯintaiɰand͡ʑimɯbeẽoːjakeɕit͡sɯ
タカシケイオオハシ,takaɕikeːoːhaɕi
ポスカムケン,posɯkamɯkeŋ
キダイケン,kʲidaikeŋ
ウミニシモンゴルゾクチベットゾクジチシュウ,ɯmʲiɲiɕimoŋɡoɾɯzokɯt͡ɕibettozokɯʑit͡ɕiɕɯː
ドルビルジンケン,doɾɯbʲiɾɯʑiŋkeŋ
コクトカイケン,kokɯtokaikeŋ
ロプノールケン,ɖopɯnoːɾɯkeŋ
エイワケン,eːɰakeŋ
リュウヤスシケン,ɖʲɯːjasɯɕikeŋ
レンザンチワンゾクヤオゾクジチケン,ɖend͡zant͡ɕiɰand͡zokɯjaozokɯʑit͡ɕikeŋ
マヤマケン,majamakeŋ
ジャライドハタ,d͡ʑaɾaidohata
キョウワケン,kʲoɯɰakeŋ
ホルチンウヨクチュウハタ,hoɾɯt͡ɕiĩɯjokɯt͡ɕɯːhata
チュウゴクショクヒン,t͡ɕɯːɡokɯɕokɯçiŋ
ツツミアタマコウテツ,t͡sɯt͡sɯmʲiatamakoɯtet͡sɯ
チャルクリクケン,t͡ɕaɾɯkɯɾʲikɯkeŋ
ブグルケン,bɯɡɯɾɯkeŋ
チャガントカイケン,t͡ɕaɡantokaikeŋ
カルギリクケン,kaɾɯɡʲiɾʲikɯkeŋ
ピチャンケン,pʲit͡ɕaŋkeŋ
カズシズケン,kazɯɕizɯkeŋ
シェンザケン,ɕend͡zakeŋ
ラリケン,ɖaɾʲikeŋ
コロウショ,koɾoɯɕo
ホショードケン,hoɕoːdokeŋ
シャンハイサルハナアシダマクラブ,ɕaãhaisaɾɯhanaːɕidamakɯɾabɯ
リュウサトケン,ɖʲɯːsatokeŋ
アジアタイヘイヨウウチュウキョウリョクキコウ,aʑiataiheːjoɯːt͡ɕɯːkʲoɯɾʲokɯkʲikoɯ
オモネイクオウジ,omoneːkɯoɯʑi
アシュウデンシ,aɕɯːdeẽɕi
リウォチェケン,ɖʲiɰot͡ɕekeŋ
ソクケン,sokɯkeŋ
ティンリケン,tinɖʲikeŋ
ミンツトムケン,mʲint͡sɯtomɯkeŋ
チュウゴクコクサイホウソウ,t͡ɕɯːɡokɯkokɯsaihoɯsoɯ
