gerónimo,제로니모,jeronimo
jalón,할론,halron
nogales,노갈레스,nogalreseu
chamberí,참베리,camberi
centro,센트로,senteuro
hortaleza,오르탈레사,oreutalresa
iberia,이베리아,iberia
express,익스프레스,igseupeureseu
pestiño,페스티뇨,peseutinyo
alginet,알히네트,alhineteu
barcelonés,더비,deobi
botín,보틴,botin
volotea,볼로테아,bolrotea
mirandilla,미란디야,mirandiya
estradiote,스트라디오트,seuteuradioteu
arganzuela,아르간수엘라,areugansuelra
retiro,레티로,retiro
puente,누에보,nuebo
viejo,다리,dari
domain,도메인,domein
hack,핵,haeg
moncloaaravaca,몽클로아아라바카,mongkeulroaarabaka
irizar,이리사르,irisareu
tata,타타,tata
hispano,이스파노,iseupano
federación,페데라시온,pederasion
primavera,프리마베라,peurimabera
sound,사운드,saundeu
prado,프라도,peurado
moratalaz,모라탈라스,moratalraseu
renfe,렌페,renpe
mercurysteam,머큐리스팀,meokyuriseutim
nacionalcatolicismo,국민가톨릭,gugmingatolrig
montilivi,몬틸리비,montilribi
radio,라디오,radio
exterior,엑스테리오르,egseuterioreu
calçot,칼소트,kalsoteu
botillo,보텔루,botelru
ñora,뇨라고추,nyoragocu
atocha,아토차,atoca
meridiano,본초,bonco
cero,자오선,jaoseon
telediario,텔레디아리오,telrediario
pichela,탱커드,taengkeodeu
ipurúa,이푸루아,ipurua
stradivarius,스트라디바리우스,seuteuradibariuseu
zarangollo,사랑고요,saranggoyo
avril,아브릴,abeuril
casino,카지노,kajino
internacional,인터내셔널,inteonaesyeoneol
trashumancia,이목,imog
nervión,네르비온,nereubion
cumbre,이베리아,iberia
ibérica,정상회담,jeongsanghoedam
almagra,문화,munhwa
guiri,기리,giri
campeones,캄페오네스,kampeoneseu
hipódromo,이포드로모,ipodeuromo
igalia,이갈리아,igalria
betis,베티스,betiseu
banco,산탄데르,santandereu
pringá,프링가,peuringga
primera,프리메라,peurimera
femenina,페메니나,pemenina
españauruguay,관계,gwangye
caracoles,카라콜레스,karakolreseu
academia,왕립,wangrib
astore,아스토레,aseutore
museum,호르헤,horeuhe
podemos,포데모스,podemoseu
rosellón,루시용,rusiyong
intempo,인템포,intempo
mormedi,모르메디,moreumedi
airbus,에어버스,eeobeoseu
defence,디펜스,dipenseu
and,앤드,aendeu
space,스페이스,seupeiseu
españaguineabisáu,관계,gwangye
unidas,연합,yeonhab
torrero,토레로,torero
level,레벨,rebel
cruyff,크라위프,keurawipeu
operación,아누비스,anubiseu
anubis,작전,jagjeon
extinction,멸종에의,myeoljongeyi
rebellion,반란,banran
segunda,세군다,segunda
tercera,테르세라,tereusera
team,팀,tim
heretics,헤레틱스,heretigseu
koi,코이,koi
dominika,도미니카,dominika
zarazúa,사라수아,sarasua
capetillo,카페티요,kapetiyo
tania,타니아,tania
sage,세이지,seiji
tirado,티아도,tiado
samadhi,사마디,samadi
zendejas,센데하스,sendehaseu
navidad,나비다드,nabidadeu
colombia,콜롬보,kolrombo
erubey,에루베이,erubei
cabuto,카부토,kabuto
rio,리오,rio
boullosa,부로사,burosa
leonora,리어노라,rieonora
carrington,캐링턴,kaeringteon
mariana,마리아나,mariana
levy,레비,rebi
hayden,아이덴,aiden
wright,리그트,rigeuteu
yadhira,야드히라,yadeuhira
amado,아마도,amado
nervo,네르보,nereubo
anda,안다,anda
ilan,일란,ilran
stavans,스타반스,seutabanseu
ramiro,라미로,ramiro
lhasa,라싸,rassa
sela,셀라,selra
lobos,로보스,roboseu
loera,로에라,roera
graciela,그레이시엘라,geureisielra
ledo,레도,redo
adela,애들,aedeul
jaydy,하이디,haidi
alamán,알라만,alraman
brontis,브론티스,beurontiseu
jodorowsky,조도로브스키,jodorobeuseuki
weber,웨버,webeo
mollie,몰리,molri
steimer,스타이머,seutaimeo
robinson,로빈손,robinson
tejeda,테헤다,teheda
bolado,볼라도,bolrado
eraclio,에라클리오,erakeulrio
monsiváis,몬시바스,monsibaseu
adrian,아드리안,adeurian
hong,홍,hong
becerra,베체라,becera
christopher,크리스토페르,keuriseutopereu
von,본,bon
uckermann,우케르만,ukereuman
khotan,코탄,kotan
agustin,아구스틴,aguseutin
édgar,에드가,edeuga
zurita,취리타,cwirita
aristegui,아리스테기,ariseutegi
nájera,나헤라,nahera
angelina,앙헬리나,anghelrina
beloff,벨로프,belropeu
durazo,두라소,duraso
adame,아다메,adame
gilberto,힐베르토,hilbereuto
owen,오웬,owen
fábregas,파브레가스,pabeuregaseu
rené,레네,rene
rebetez,레베테스,rebeteseu
erick,에리크,erikeu
pradere,프라데레,peuradere
érik,에리크,erikeu
dante,단테,dante
rannauro,라나우로,ranauro
chespirito,체스피리토,ceseupirito
bodet,보데트,bodeteu
nettel,네텔,netel
huijara,후자라,hujara
lama,라마,rama
abed,아베드,abedeu
superbarrio,수페르바리오,supereubario
lisset,리셋,rises
moctezuma,목테수마,mogtesuma
ada,멕시코,megsiko
carrera,카레라,karera
charreton,차레톤,careton
torrea,토레아,torea
margolles,마르고예스,mareugoyeseu
lisette,리세테,risete
morelos,모렐로스,morelroseu
moraga,모라가,moraga
almada,알마다,almada
villela,빌라,bilra
otto,오토,oto
sirgo,시르고,sireugo
i,이베리오,iberio
mayagoitia,마야고이티아,mayagoitia
altair,알타이르,altaireu
victor,빅토르,bigtoreu
rabanales,라바날레스,rabanalreseu
tablada,타블라다,tabeulrada
gattorno,개토르노,gaetoreuno
eimbcke,에임케,eimke
refino,루피노,rupino
tamal,타마요,tamayo
lubezkii,루베스키,rubeseuki
palazuelos,팔라수엘로스,palrasuelroseu
rob,롭,rob
moran,모란,moran
cedillo,세디요,sediyo
gavaldón,가발돈,gabaldon
bender,벤더,bendeo
bending,벤딩,bending
karen,카렌,karen
sentíes,센티에스,sentieseu
josefina,조세피나,josepina
echánove,에카노브,ekanobeu
siller,시예르,siyereu
columba,콜럼바,kolreomba
homero,오메로,omero
aridjis,아리지스,arijiseu
iliana,일리아나,ilriana
damián,다미안,damian
kobeh,코베,kobe
gónzalez,곤살레스,gonsalreseu
celaya,셀라야,selraya
sasha,사샤,sasya
montenegro,몬테네그로,montenegeuro
sharis,샤리스,syariseu
cid,시드,sideu
sylvia,실비아,silbia
pasquel,파스켈,paseukel
cosío,코시오,kosio
yhency,옌시,yensi
brazobán,브라소반,beurasoban
reséndez,센데스,sendeseu
cerón,셀롱,selrong
vale,발레,balre
enrigue,엔리게,enrige
kalimba,칼림바,kalrimba
marichal,마리찰,marical
tarso,타르소,tareuso
olmedo,올메도,olmedo
abundis,아분디스,abundiseu
cardoso,카르도소,kareudoso
donald,도널드,doneoldeu
reed,리드,rideu
diez,디에즈,diejeu
barroso,바로소,baroso
mijares,미하레스,mihareseu
arath,아라스,araseu
plá,플라,peulra
vibe,바이브,baibeu
espectrito,에스펙트리토,eseupegteurito
jáquez,하케스,hakeseu
aníbal,아니발,anibal
zurdo,수르도,sureudo
montez,몬테스,monteseu
ocaranza,오카란사,okaransa
lauro,라우로,rauro
pamela,파멜라,pamelra
tajonar,타호나르,tahonareu
sobero,소베로,sobero
porras,포라스,poraseu
embil,엠빌,embil
benjamín,벤야민,benyamin
cann,칸,kan
germán,헤르만,hereuman
durán,두란,duran
lilia,릴리아,rilria
chavez,차베스,cabeseu
casal,카잘,kajal
ildefonso,일데폰소,ildeponso
guajardo,과하르도,gwahareudo
roel,로엘,roel
guízar,기사르,gisareu
sheinbaum,쉰바움,swinbaum
charlyn,샤를린,syareulrin
prats,프라츠,peuraceu
idolo,알마스,almaseu
horacio,오라시오,orasio
piña,피냐,pinya
capistrán,카피스트란,kapiseuteuran
cisneros,시스네로스,siseuneroseu
speitzer,스파이체르,seupaicereu
yunes,유네스,yuneseu
marroquín,마로킨,marokin
bekhor,벡허,begheo
castillejos,카스티예호스,kaseutiyehoseu
samantha,사만타,samanta
bricio,브리시오,beurisio
kenti,켄티,kenti
lazareno,라사레노,rasareno
kristoff,크리스토프,keuriseutopeu
raczynski,라신스키,rasinseuki
quico,키코,kiko
parkita,파르키타,pareukita
malgesto,말헤스토,malheseuto
alanpeter,피터,piteo
reyesvarela,레예스바렐라,reyeseubarelra
valadez,발라데스,balradeseu
destenave,데스테나베,deseutenabe
lyn,린,rin
may,메이,mei
jonás,호나스,honaseu
valeria,발레리아,balreria
luiselli,루이셀리,ruiselri
rubí,루비,rubi
sandoval,산도발,sandobal
cazaubon,카사우본,kasaubon
couturier,쿠투리에,kuturie
sebastian,세바스티안,sebaseutian
roman,로만,roman
mancera,만세라,mansera
dagoberto,다고베토,dagobeto
gama,가마,gama
fayad,파야드,payadeu
valtierra,발티에라,baltiera
acevedo,에이스베도,eiseubedo
viridiana,비리디아나,biridiana
alatriste,알라트리스테,alrateuriseute
urzúa,우르수아,ureusua
macías,마시아스,masiaseu
pellicer,펠리서,pelriseo
renée,레네,rene
prudencio,프루덴시오,peurudensio
cruzalta,크루살타,keurusalta
cessa,세사,sesa
tolentino,톨렌티노,tolrentino
reyli,레일리,reilri
hofmann,오프만,opeuman
videgaray,비데가라이,bidegarai
caso,카소,kaso
balbi,발비,balbi
noé,노에,noe
ophelia,오필리아,opilria
chapa,차파,capa
gonzalez,곤살레스,gonsalreseu
sarahí,사라이,sarai
castán,캐스탄,kaeseutan
gaby,가비,gabi
bayardo,슐로세,syulrose
garciarulfo,가르시아룰포,gareusiarulpo
luciana,루시아나,rusiana
silveyra,실비아,silbia
yuya,유야,yuya
marcela,마르셀라,mareuselra
guirado,귀라도,gwirado
rubiales,루비알레스,rubialreseu
azarcoya,아자르코야,ajareukoya
schneider,슈나이더,syunaideo
riestra,리에스트라,rieseuteura
long,롱,rong
cassandra,카산드라,kasandeura
ciangherotti,치아첼로티,ciacelroti
yuriy,유리,yuri
khovanskiy,호반스키,hobanseuki
flavino,플라비노,peulrabino
arizmendi,아리스멘디,ariseumendi
alex,알렉스,alregseu
olivas,올리바스,olribaseu
viramontes,비라몬테스,biramonteseu
palafox,팔라폭스,palrapogseu
deneva,데네바,deneba
cagigas,카히가스,kahigaseu
pablos,파블로스,pabeulroseu
gastón,가스톤,gaseuton
pavlovich,파블로비치,pabeulrobici
katty,카티,kati
egelhaaf,에겔하프,egelhapeu
rodlo,로드로,rodeuro
tuco,투코,tuko
raul,라울,raul
inglis,잉글리스,inggeulriseu
vilchis,빌키스,bilkiseu
constandse,콘스탄드세,konseutandeuse
busto,부스토,buseuto
lizbeth,리즈베스,rijeubeseu
ovalle,오바예,obaye
analiz,아날리스,analriseu
sanchez,산체스,sanceseu
santoyo,산토요,santoyo
lanz,란스,ranseu
veronica,베로니카,beronika
falcón,팔콘,palkon
randy,란디,randi
arozarena,아로사레나,arosarena
ferral,페랄,peral
gigi,지기,jigi
saul,사울,saul
leyva,레이바,reiba
ortizgris,오르티즈그리스,oreutijeugeuriseu
jaidy,하이디,haidi
ferrat,페라트,perateu
jaziz,쟈지즈,jyajijeu
krafft,크라프트,keurapeuteu
hernandez,에르난데스,ereunandeseu
desirée,데시레,desire
almeida,알메이다,almeida
ezban,에즈반,ejeuban
peniley,페닐레이,penilrei
lex,렉스,regseu
sombra,솜브라,sombeura
kuri,쿠리,kuri
jonsson,존슨,jonseun
nicolasa,니콜라사,nikolrasa
monasterio,모나스테리오,monaseuterio
hoze,호에,hoe
meléndez,멜렌데스,melrendeseu
garcia,가르시아,gareusia
rebeil,리베일,ribeil
castañeda,카스타네다,kaseutaneda
miriana,미리아나,miriana
moro,모로,moro
esquerra,에스퀘라,eseukwera
rocha,로차,roca
minter,민터,minteo
volkóva,볼코바,bolkoba
hurtado,우르타도,ureutado
majo,마호,maho
hiromi,히로미,hiromi
kamata,카마타,kamata
giuseppe,주세페,jusepe
gamba,감바,gamba
brand,브랜드,beuraendeu
neoburgo,아나,ana
enric,비베스,bibeseu
naroa,나로아,naroa
agirre,아기레,agire
balder,볼더,boldeo
mauleón,마울레온,maulreon
austria,아우스트리아,auseuteuria
almendros,알멘드로스,almendeuroseu
valls,발스,balseu
marti,마르티,mareuti
indira,인디라,indira
valois,발로이스,balroiseu
àlex,알렉스,alregseu
corretja,코레자,koreja
junqueras,중케라스,jungkeraseu
barea,바레아,barea
sinergio,세르히오,sereuhio
danny,다니엘,daniel
areta,아레타,areta
caruana,카루아나,karuana
pozuelo,포수엘로,posuelro
shalo,곤잘로,gonjalro
ledesma,레데스마,redeseuma
isanta,이산타,isanta
dana,다나,dana
llompart,욤파르트,yompareuteu
cabré,카브레,kabeure
lombard,롬바르드,rombareudeu
míriam,미리암,miriam
aroca,아로카,aroka
pradera,프라데라,peuradera
capdevila,캅데빌라,kabdebilra
escobar,에스코바르,eseukobareu
perón,페론,peron
espargaró,에스파가로,eseupagaro
griñán,그리냔,geurinyan
kraus,크라우스,keurauseu
battenberg,바텐베르그,batenbereugeu
ocaña,오카냐,okanya
wellington,웰링통,welringtong
doreste,도레스테,doreseute
illescas,이예스카스,iyeseukaseu
llull,유,yu
gurpegui,구르페기,gureupegi
alexéi,알렉세이,alregsei
shírov,시로브,sirobeu
riera,리에라,riera
arenas,아레나스,arenaseu
verdés,베르데스,bereudeseu
armengol,아르만골,areumangol
gelabert,겔라베르트,gelrabereuteu
rullán,루얀,ruyan
edmundo,에드문도,edeumundo
sabina,사비나,sabina
ambroa,암브로아,ambeuroa
fabiola,파비올라,pabiolra
mireia,미레이아,mireia
larrazábal,라라사발,rarasabal
tonino,토니노,tonino
carotone,카로토네,karotone
berganza,베르간사,bereugansa
parreño,파레뇨,parenyo
bebe,베베,bebe
sabaté,사바테,sabate
llopart,요파르트,yopareuteu
clavé,클라베,keulrabe
quijano,키하노,kihano
pallardó,파야르도,payareudo
menéndez,메넨데스,menendeseu
lópezalegría,로페스알레그리아,ropeseualregeuria
oreja,오레하,oreha
chenoa,체노아,cenoa
llàcer,야세르,yasereu
galduf,갈두프,galdupeu
álvar,알바르,albareu
cabeza,카베자,kabeja
vaca,바카,baka
orfila,오르필라,oreupilra
almagro,알마그로,almageuro
abrines,아브리네스,abeurineseu
quirós,키로스,kiroseu
chaves,차베스,cabeseu
ordóñez,오르도녜스,oreudonyeseu
arrese,아레제,areje
vicenç,비센테,bisente
almaraz,알마라스,almaraseu
laiglesia,라글레시아,rageulresia
gaínza,가인사,gainsa
torró,토로,toro
mariví,마리비,maribi
bilbai,빌바오,bilbao
vila,빌라,bilra
gazquez,가스케스,gaseukeseu
trinidad,트리니다드,teurinidadeu
andina,안디나,andina
mercé,메르세,mereuse
buika,부이카,buika
nina,니나,nina
zhivanevskaya,지바넵스카야,jibanebseukaya
claver,클라베르,keulrabereu
lucia,루차,ruca
bosè,보세,bose
river,리버,ribeo
viiperi,비페리,biperi
lilí,릴리,rilri
barba,바르바,bareuba
tete,테테,tete
montoliu,몬톨리우,montolriu
benavent,베나벤트,benabenteu
orenga,오렝가,orengga
montse,몬세,monse
ribé,리베,ribe
saltor,살토르,saltoreu
yvonne,이본,ibon
blake,블레이크,beulreikeu
bigarny,비가르니,bigareuni
sito,시토,sito
pons,폰스,ponseu
oliver,올리베르,olribereu
wilfredo,윌리,wilri
alborán,알보란,alboran
augusto,아우구스토,auguseuto
lamo,라모,ramo
alexanko,알렉상코,alregsangko
sesto,세스토,seseuto
porcar,포르카르,poreukareu
ramon,라몬,ramon
fitzjames,피츠하메스,piceuhameseu
stuart,스투아르트,seutuareuteu
gioconda,조콘다,jokonda
belli,벨리,belri
jezierski,예지에르스키,yejiereuseuki
duque,두케,duke
marsó,마르소,mareuso
colón,콜롬버스,kolrombeoseu
sanchis,산치스,sanciseu
rato,라토,rato
montañés,몬타녜스,montanyeseu
arcas,아르카스,areukaseu
fuenllana,푸에냐나,puenyana
fajer,파헤르,pahereu
riba,리바,riba
axel,악셀,agsel
montoro,몬토로,montoro
fergó,페르고,pereugo
castroviejo,카스트로비에호,kaseuteurobieho
solbes,솔베스,solbeseu
pinilla,피니야,piniya
damià,다미아,damia
abella,아베야,abeya
estíbaliz,에스티발리스,eseutibalriseu
rebollo,레보요,reboyo
makakinho,바라간,baragan
habichuela,아비추엘라,abicuelra
diges,디헤스,diheseu
cerrajería,세라헤리아,seraheria
belda,벨다,belda
troitiño,트로이티뇨,teuroitinyo
nikola,니콜라,nikolra
mirotić,미로티치,mirotici
ariel,아리엘,ariel
ibagaza,아바가사,abagasa
dark,다크,dakeu
vidalquadras,비달쿠아드라스,bidalkuadeuraseu
grigory,그리고리,geurigori
vinyals,비냘스,binyalseu
modest,무데스트,mudeseuteu
urgell,우르제이,ureujei
esperanza,에스페란사,eseuperansa
baptistinho,밥티스탕,babtiseutang
predrag,프레드라그,peuredeurageu
savović,사보비치,sabobici
olano,올라노,olrano
giner,히네르,hinereu
liceranzu,리세란수,riseransu
mujika,무히카,muhika
garmendia,가르멘디아,gareumendia
mancebo,망세보,mangsebo
arribas,아리바스,aribaseu
siloé,실로에,silroe
pruden,프루덴,peuruden
fortea,포르테아,poreutea
rubalcaba,루발카바,rubalkaba
ricardomaría,리카르도,rikareudo
gordó,고르도,goreudo
cañete,카녜테,kanyete
langa,랑가,rangga
ellacuría,에야쿠리아,eyakuria
joachim,요아킴,yoakim
llambi,람비,rambi
bonillo,보니요,boniyo
nedžad,네자드,nejadeu
sinanović,시나노비치,sinanobici
brugada,브루가다,beurugada
sagi,사히,sahi
aberasturi,에버스타리,ebeoseutari
higuero,이게로,igero
aitzol,앙헬레스,anghelreseu
ituarte,산토스,santoseu
elexpe,토로에야,toroeya
bibiana,비비아나,bibiana
moraíto,모라이토,moraito
chico,치코,ciko
rubial,루비알,rubial
erwin,어윈,eowin
schrott,슈로트,syuroteu
yuu,유,yu
echeberría,에체베리아,eceberia
agustí,아구스티,aguseuti
villaronga,빌라론가,bilraronga
vladimir,블라디미르,beulradimireu
gusinsky,구신스키,gusinseuki
comín,코민,komin
garci,가르치,gareuci
esnal,에스날,eseunal
asins,아신스,asinseu
palou,팔로우,palrou
zarzo,사르소,sareuso
inaxio,이나시오,inasio
sáiz,사이스,saiseu
corín,코린,korin
tellado,테야도,teyado
arzak,아르작,areujag
ventura,벤츄라,bencyura
orbón,오르본,oreubon
txabi,차비,cabi
etxebarrieta,에체바리에타,ecebarieta
moratín,모라틴,moratin
cabezas,카베자스,kabejaseu
sonia,소니아,sonia
lafuente,라푸엔테,rapuente
piñeyro,피녜이로,pinyeiro
sabartés,사바르테스,sabareuteseu
corbalán,코르발란,koreubalran
maroto,마로토,maroto
ciganda,시간다,siganda
renier,레니에르,reniereu
igarza,이가르사,igareusa
fiorella,피오레,piore
faltoyano,랄팔토야노,ralpaltoyano
achúcarro,아추카로,acukaro
emili,에밀리,emilri
teixidor,텍시더,tegsideo
plensa,플렌자,peulrenja
urrutikoetxea,우루티코에체아,urutikoecea
marzoa,마르소아,mareusoa
otaegui,오타에기,otaegi
ariassalgado,아리아스살가도,ariaseusalgado
montañez,몬타녜스,montanyeseu
sautuola,사우투올라,sautuolra
lazaga,라사가,rasaga
jordá,호르다,horeuda
villanueva,비야누에바,biyanueba
villarroya,비야로야,biyaroya
arroyo,아로요,aroyo
córcoles,코르콜레스,koreukolreseu
bernabé,베르나베,bereunabe
ballester,바예스테르,bayeseutereu
czartoryski,차르토리스키,careutoriseuki
zuazua,수아수아,suasua
reverón,레베론,reberon
zaplana,사플라나,sapeulrana
baqueiro,바케이로,bakeiro
piñero,피녜로,pinyero
gámir,가미르,gamireu
devin,데빈,debin
davis,데이비스,deibiseu
henestrosa,에네스트로사,eneseuteurosa
narbona,나르보나,nareubona
salaber,살라베르,salrabereu
urquijo,우르키호,ureukiho
esparza,에스파르사,eseupareusa
oltra,올트라,olteura
fernand,페르난도,pereunando
melgar,멜가,melga
ayuso,아유소,ayuso
paquito,프란시스코,peuransiseuko
rumí,루미,rumi
fito,피토,pito
apariciobernal,아파리시오베르날,aparisiobereunal
casanova,카사노바,kasanoba
milagros,밀라그로스,milrageuroseu
magem,마젬,majem
badals,바달스,badalseu
flecha,플레차,peulreca
fontcuberta,퐁쿠베르타,pongkubereuta
barriales,바르렐리스,bareurelriseu
magán,마간,magan
piedra,피에드라,piedeura
anasagasti,아나사가스티,anasagaseuti
motos,모토스,motoseu
colina,콜리나,kolrina
theotocópuli,테오쿠풀루스,teokupulruseu
noelia,노엘리아,noelria
mercado,메르카도,mereukado
menchu,멘추,mencu
gal,갈,gal
abasolo,아바솔로,abasolro
loquillo,로키요,rokiyo
zarraonandía,사라오난디아,saraonandia
vanesa,바네사,banesa
graciano,그라시아노,geurasiano
jaena,하에나,haena
dasmariñas,다스마리냐스,daseumarinyaseu
pereira,페레이라,pereira
vania,바니아,bania
ajuriaguerra,아후리아게라,ahuriagera
blanch,블랑치,beulrangci
mazagatos,마자가토스,majagatoseu
elias,엘리아스,elriaseu
chappe,차페,cape
sera,세라,sera
josemi,호세미,hosemi
carmona,카르모나,kareumona
aguirrezabala,아기레사발라,agiresabalra
herminio,에르미니오,ereuminio
manzanedo,만사네도,mansanedo
melani,멜라니,melrani
maximino,마시미노,masimino
eugeni,에우헤니,euheni
asencio,아센시오,asensio
roser,로세르,rosereu
tapias,타피아스,tapiaseu
biern,비에른,biereun
boyd,보이드,boideu
hilarión,일라리온,ilrarion
eslava,에슬라바,eseulraba
idoia,이도이아,idoia
riaño,리아뇨,rianyo
ollé,올레,olre
lyme,라임,raim
jan,얀,yan
baalsrud,볼스루,bolseuru
trashorras,트라쇼라스,teurasyoraseu
astor,아스토르,aseutoreu
anka,안카,anka
elixabete,엘리샤베테,elrisyabete
sarasola,사라솔라,sarasolra
gadel,가델,gadel
sala,살라,salra
higueras,이게라스,igeraseu
fuertes,푸에르테스,puereuteseu
chiapella,키아페야,kiapeya
trifol,트리폴,teuripol
onieva,오니에바,onieba
dastis,다스티스,daseutiseu
mañueco,마뉴에코,manyueko
villarejo,비야레호,biyareho
francesc,프란세스크,peuranseseukeu
sicilia,시실리아,sisilria
bogo,보고르,bogoreu
bimba,빔바,bimba
dagnino,다니노,danino
castel,카스텔,kaseutel
aurora,오로라,orora
carbonell,카보넬,kabonel
flix,플릭스,peulrigseu
vaquerizo,바케리소,bakeriso
canco,캉코,kangko
béjar,베자르,bejareu
pocholo,포촐로,pocolro
martínezbordiú,마르티네스보르디우,mareutineseuboreudiu
pontac,폰타크,pontakeu
baldo,발도,baldo
eustaquio,에우스타키오,euseutakio
barjau,바르하우,bareuhau
figar,피가르,pigareu
heredero,에레데로,eredero
espinilla,에스피니야,eseupiniya
brau,브루,beuru
berami,베라미,berami
arandes,아란데스,arandeseu
gato,가토,gato
camino,까미노,ggamino
casadellà,카사델라,kasadelra
reverte,레베르테,rebereute
mañó,마뇨,manyo
corbi,과포,gwapo
jerónimo,헤로니모,heronimo
churriguera,추리게라,curigera
delhy,델리,delri
cabrero,카브레로,kabeurero
rallo,라요,rayo
juanra,후안라,huanra
cáseda,카세다,kaseda
morgades,모르가데스,moreugadeseu
sempson,셈슨,semseun
hacha,하차,haca
mila,밀라,milra
ximénez,시메네스,simeneseu
marián,마리안,marian
nani,나니,nani
solans,솔란스,solranseu
hernanz,에르난데스,ereunandeseu
posteguillo,포스테기요,poseutegiyo
garicano,가리카노,garikano
urgel,우르겔,ureugel
teófilo,테피필,tepipil
garabato,가라바토,garabato
urbán,우르반,ureuban
vincente,비센테,bisente
gomez,고메스,gomeseu
sonsoles,손솔레스,sonsolreseu
vilalta,빌랄타,bilralta
solá,솔라,solra
natalie,나탈리에,natalrie
korneitsik,코르네이치크,koreuneicikeu
seseña,세세냐,sesenya
carreño,카레뇨,karenyo
busta,부스타,buseuta
morgade,모르가데,moreugade
bloyd,블로이드,beulroideu
labrador,라브라도,rabeurado
cavadas,카바다스,kabadaseu
imaz,이마스,imaseu
bardisa,바르디사,bareudisa
altarriba,알타리바,altariba
riqueni,리케니,rikeni
ferreñac,페레냐크,perenyakeu
rebeca,레베카,rebeka
tarragó,타라고,tarago
ariadne,아드리아네,adeuriane
artiles,아르틸레스,areutilreseu
angelat,안젤라,anjelra
amodeo,아모데오,amodeo
meritxell,메리첼,mericel
batet,바테트,bateteu
núria,누리아,nuria
miramón,미라몬,miramon
tomas,토마스,tomaseu
marin,마린,marin
iztueta,이즈투에타,ijeutueta
parís,파리스,pariseu
lois,로이스,roiseu
antonino,안톨리,antolri
posada,포사다,posada
planas,플라나스,peulranaseu
genovés,헤노베스,henobeseu
monti,몬티,monti
castiñeiras,카스티네이라스,kaseutineiraseu
casademunt,카자데문,kajademun
llasera,야세라,yasera
hoyo,오요,oyo
amechazurra,아메차수라,amecasura
secanilla,세카니야,sekaniya
aurelia,아우렐리아,aurelria
lumbreras,룸브레라스,rumbeureraseu
ziaurriz,시아우리스,siauriseu
ultzurrun,데,de
etxarte,울추룬,ulcurun
eustakio,에우스타키오,euseutakio
mendizabal,멘디사발,mendisabal
abe,아베,abe
rábade,라바데,rabade
ixiar,익시아,igsia
rozas,로자스,rojaseu
elizalde,엘리잘데,elrijalde
amador,아마도르,amadoreu
alviz,알비스,albiseu
portugués,포르투게스,poreutugeseu
sobrinas,소브리노,sobeurino
monné,모네,mone
jesus,헤수스,hesuseu
garcíaberdoy,가르시아베르도이,gareusiabereudoi
virginia,비르히니아,bireuhinia
torrecilla,토레시야,toresiya
kyko,키코,kiko
nortes,북부,bugbu
rosillo,로시요,rosiyo
humanes,우마네스,umaneseu
montávez,몬타베스,montabeseu
boré,보레,bore
trepat,트레파트,teurepateu
cebreiro,세브레이로,sebeureiro
hipólito,이폴리토,ipolrito
juancho,후안,huan
arróspide,아로스피데,aroseupide
quiñones,키뇨네스,kinyoneseu
matamoros,마타모로스,matamoroseu
brian,브라이언,beuraieon
cross,크로스,keuroseu
prades,프라데스,peuradeseu
tamara,타마라,tamara
gorro,고로,goro
badosa,바도사,badosa
metón,메톤,meton
cárcel,카르셀,kareusel
orti,오르티,oreuti
larrea,라레아,rarea
alvar,알바르,albareu
gordejuela,고르데후엘라,goreudehuelra
aleña,알레냐,alrenya
nogueras,노게라스,nogeraseu
augustín,아우구스틴,auguseutin
esparbé,에스파르베,eseupareube
alcayde,알카이데,alkaide
jose,디에고,diego
peruano,페나스,penaseu
sorogoyen,소로고옌,sorogoyen
dalmau,달마우,dalmau
barberán,바르베란,bareuberan
vilella,빌레야,bilreya
sans,산스,sanseu
rebeka,레베카,rebeka
masarova,마사로바,masaroba
beteta,베테타,beteta
catherina,캐서린,kaeseorin
parres,파레스,pareseu
azcoitia,아스코이티아,aseukoitia
caruncho,카룬초,karunco
antelo,안텔로,antelro
cholo,콜로,kolro
moratalla,모라탈라,moratalra
himar,이마르,imareu
javián,하비안,habian
tarrasón,타라손,tarason
pina,피나,pina
arregui,아레기,aregi
trecet,트레세트,teureseteu
falomir,팔로미르,palromireu
faus,파우스,pauseu
vernon,버넌,beoneon
cansino,칸시노,kansino
menayo,메나요,menayo
sagardoy,세가르도이,segareudoi
caldentey,칼덴테이,kaldentei
patri,파트리시아,pateurisia
guijarro,기하로,giharo
gamero,가메로,gamero
illana,이야나,iyana
vicenta,비센타,bisenta
escrivà,에스크리바,eseukeuriba
ema,에마,ema
stokholma,스토콜마,seutokolma
olabarri,올라바리,olrabari
llarena,야레나,yarena
gibert,히베르트,hibereuteu
katarina,카타르나,katareuna
barquin,바르킨,bareukin
arasanz,아란사스,aransaseu
bucșa,북샤,bugsya
jarilloherrero,하리요에레로,hariyoerero
érika,에리카,erika
kidd,키드,kideu
keo,케오,keo
bernardeau,베르나르데아우,bereunareudeau
aleixandri,알레샨드리,alresyandeuri
adrià,아드리아,adeuria
arnaus,아르나우스,areunauseu
ranz,란스,ranseu
monen,모넨,monen
andrew,앤드류,aendeuryu
pinder,파인더,paindeo
albares,알바레스,albareseu
olona,올로나,olrona
choclán,초클란,cokeulran
vicens,비센스,bisenseu
coll,콜,kol
