françois,프랑수아,peurangsua
cazot,카조,kajo
mamy,마미,mami
fourdrain,푸르드랭,pureudeuraeng
trélat,트렐라,teurelra
nathaniel,나타니엘,nataniel
méchaly,메샬리,mesyalri
dorgelès,도르줄레스,doreujulreseu
laumon,로몽,romong
ériq,에릭,erig
nourissier,누리시에,nurisie
isaac,이자크,ijakeu
arman,아르망,areumang
caillavet,카야베,kayabe
rippert,리페르,ripereu
defois,드푸아,deupua
hyacinthe,이아생트,iasaengteu
jadin,자댕,jadaeng
oleg,올렉,olreg
chaissac,셰사크,syesakeu
dupouy,뒤푸이,dwipui
lefranc,후작,hujag
pompignan,르프랑,reupeurang
hectorirénée,엑토르,egtoreu
sevin,세뱅,sebaeng
maurin,모랭,moraeng
neuville,뇌빌,noebil
zitrone,지트론,jiteuron
vidalies,비달리스,bidalriseu
alicarte,알리카르트,alrikareuteu
meyer,메예르,meyereu
guffroy,귀프루아,gwipeurua
hesse,에스,eseu
pignol,피뇰,pinyol
trinquet,트링케,teuringke
tapponnier,타포니에,taponie
gaudé,고데,gode
clergue,클레르그,keulrereugeu
cressoy,크레수아,keuresua
domat,도마,doma
aubin,오뱅,obaeng
boudard,부다르,budareu
veillot,베요,beyo
farid,파리드,parideu
druillet,드뤼예,deurwiye
diémer,디에메르,diemereu
nicolastoussaint,니콜라투생,nikolratusaeng
charlet,샤를레,syareulre
dusautoir,뒤소투아르,dwisotuareu
sinibaldi,시니발디,sinibaldi
chamarat,샤마라,syamara
noudelmann,누델만,nudelman
finet,피네,pine
paulmarie,폴마리,polmari
coûteaux,쿠토,kuto
regamey,레가메,regame
révy,레비,rebi
portoriche,포르토리슈,poreutorisyu
beaufret,보프레,bopeure
chauvel,쇼벨,syobel
ingmar,앵마르,aengmareu
lazar,라자르,rajareu
canelle,카넬,kanel
gardent,가르당,gareudang
sébillot,세비요,sebiyo
boogaerts,보가르츠,bogareuceu
wespiser,웨스피제,weseupije
d'aguesseau,다게소,dageso
missoffe,미소프,misopeu
beau,보,bo
damourette,다무레트,damureteu
jeandavid,장다비드,jangdabideu
ciot,시오,sio
malaury,말로리,malrori
klosé,클로제,keulroje
traian,트라이안,teuraian
vuia,부이아,buia
schnepp,슈네프,syunepeu
mosjoukine,모즈주힌,mojeujuhin
berthillot,베르티요,bereutiyo
despierre,데피에르,depiereu
libérati,리베라티,riberati
golse,골즈,goljeu
faizant,페장,pejang
jeannicolas,장니콜라,jangnikolra
corvisart,코르비사르,koreubisareu
labourie,라부리,raburi
flavien,파비앵,pabiaeng
hugonin,위고냉,wigonaeng
coignard,쿠아냐르,kuanyareu
pagny,파니,pani
peck,페크,pekeu
gondet,공데,gongde
cavalier,카발리에,kabalrie
levet,르베,reube
garvarentz,가바렌츠,gabarenceu
soupe,수프,supeu
guybet,기베,gibe
besard,베사르,besareu
raynaud,레노,reno
charrat,샤라,syara
miermont,미르몽,mireumong
suhubiette,쉬위비에트,swiwibieteu
vuillemin,뷔유맹,bwiyumaeng
fritsch,프리치,peurici
cambadélis,캉바델리스,kangbadelriseu
berestycki,베레스티키,bereseutiki
cazalé,카잘레,kajalre
corbin,코르뱅,koreubaeng
moinaux,무아노,muano
téry,테리,teri
gautrand,고트랑,goteurang
golvin,골뱅,golbaeng
guiomar,기오마르,giomareu
nicolet,니콜렛,nikolres
cáterin,카테린,katerin
tritz,트리츠,teuriceu
kantorow,캉토로프,kangtoropeu
herbulot,에르뷜로,ereubwilro
jeanfrédéric,장프레데리크,jangpeurederikeu
edelmann,에델만,edelman
jeanjulien,장쥘리앵,jangjwilriaeng
wallemme,왈렘,walrem
castaner,카스타네르,kaseutanereu
houlet,울레,ulre
dumortier,뒤모르티에,dwimoreutie
varin,바랭,baraeng
broussais,브루세,beuruse
hachette,아셰트,asyeteu
couzinet,쿠지네,kujine
demaison,드메종,deumejong
annegaëlle,안가엘,angael
sidot,시도,sido
julienne,쥘리엔,jwilrien
giletti,질레티,jilreti
fourniersarlovèze,푸르니에사를로베즈,pureuniesareulrobejeu
tournadre,투르나드르,tureunadeureu
bony,보니,boni
pinault,피노,pino
périer,페리에,perie
chambas,샹바,syangba
norguet,노르게,noreuge
lavergne,라베르뉴,rabereunyu
laoust,라우스트,rauseuteu
jarraud,자로,jaro
bizot,비조,bijo
coron,코롱,korong
jeanrodolphe,장로돌프,jangrodolpeu
perronet,페로네,perone
ollélaprune,올레라프륀,olrerapeurwin
nicholas,니컬러스,nikeolreoseu
rogers,로저스,rojeoseu
ploué,플루에,peulrue
jouffroy,주프루아,jupeurua
bollack,볼라크,bolrakeu
louisalbert,루이알베르,ruialbereu
bourgaultducoudray,부르고뒤쿠드레,bureugodwikudeure
faivrepierret,페브르피에레,pebeureupiere
boussard,부사르,busareu
darcos,다르코스,dareukoseu
bechmann,베크만,bekeuman
hubeau,위보,wibo
nadège,나데주,nadeju
bobillierchaumont,보빌리에,bobilrie
leduc,르뒤크,reudwikeu
koelinleenhoff,린호프,rinhopeu
goimard,구아마르,guamareu
padou,파두,padu
menthéour,망테우르,mangteureu
prouff,프루프,peurupeu
rivier,리비에,ribie
toja,토자,toja
montaut,몽토,mongto
léonard,레오나르,reonareu
limosin,리무쟁,rimujaeng
aussaresses,오사레스,osareseu
boivineau,부아비노,buabino
vautrin,보트랭,boteuraeng
tulard,튈라르,twilrareu
héral,에랄,eral
bloche,블로쉬,beulroswi
capellani,카펠라니,kapelrani
xercès,그제르세스,geujereuseseu
léonfrançois,레옹,reong
comerre,코메르,komereu
yor,요르,yoreu
topinard,토피나르,topinareu
freiss,프리스,peuriseu
mokobé,모코베,mokobe
paolo,파올로,paolro
barzman,바즈먼,bajeumeon
rouet,루에,rue
savy,사비,sabi
mariegeneviève,마리준비에브,marijunbiebeu
mariemadeleine,마리마들렌,marimadeulren
fellous,펠러스,pelreoseu
rivera,리베라,ribera
temam,테맘,temam
lagerfelt,라거펠트,rageopelteu
henneberg,엔베르그,enbereugeu
recouderc,르쿠르데르크,reukureudereukeu
vaillant,바양,bayang
berhault,베로,bero
mercedes,메르세데스,mereusedeseu
millon,미용,miyong
sainéan,셔이네아누,syeoineanu
nadezhda,나데즈다,nadejeuda
teffi,테피,tepi
gayrard,게라르,gerareu
lalanne,랄란,ralran
martel,마르텔,mareutel
mauricejeanfernandalexis,모리스,moriseu
pourchet,푸르셰,pureusye
arambourg,아랑부르,arangbureu
ramoin,라무앵,ramuaeng
cambry,캉브리,kangbeuri
daroux,다루,daru
gneto,녜토,nyeto
siramana,시라마나,siramana
rim'k,림크,rimkeu
autain,오탱,otaeng
milowanoff,밀로바노프,milrobanopeu
bacot,바코,bako
joffrey,조프레,jopeure
lauvergne,로베르뉴,robereunyu
huchon,위숑,wisyong
confiant,콩피앙,kongpiang
wagneau,와뇨,wanyo
eloi,엘루아,elrua
mace,마세,mase
pouchet,푸셰,pusye
chaigneau,셰뇨,syenyo
étaix,에택스,etaegseu
olive,올리브,olribeu
arasse,아라스,araseu
polac,폴라크,polrakeu
duvaucel,뒤보셀,dwibosel
volodymyr,볼로디미르,bolrodimireu
koubiïovitch,쿠비요비치,kubiyobici
jomy,조미,jomi
bajolet,바졸레,bajolre
sérandour,세랑두르,serangdureu
téligny,텔리니,telrini
laplace,라플라스,rapeulraseu
legris,르그리,reugeuri
malberg,말베르,malbereu
zargo,자르고,jareugo
herbault,에르보,ereubo
louisisidore,루이이지도르,ruiijidoreu
duperrey,뒤페레,dwipere
mimi,미미,mimi
coutelier,쿠틀리에,kuteulrie
lavignac,라비냐크,rabinyakeu
guillaumemarieromain,기욤마리로맹,giyommariromaeng
sourrieu,수리외,surioe
mijanou,미자누,mijanu
snégaroff,스네가로프,seunegaropeu
d'antigny,당티니,dangtini
dantès,당테스,dangteseu
pradel,프라델,peuradel
altariba,알타리바,altariba
madinier,마디니에,madinie
gaume,가메메,gameme
lazaridès,라자리데스,rajarideseu
volodine,볼로딘,bolrodin
brouquierreddé,브루키에,beurukie
laudenbach,로덴바흐,rodenbaheu
alainmichel,알랭미셸,alraengmisyel
natasha,나타샤,natasya
parry,패리,paeri
saillard,사야르,sayareu
moriergenoud,모리에르제노드,moriereujenodeu
tesson,테송,tesong
pouquet,푸케,puke
exodus,엑소더스,egsodeoseu
gaudemet,고드메,godeume
lyre,리라,rira
claveyrolat,클라베롤라,keulraberolra
bourgeat,부르자,bureuja
viviant,비비앙,bibiang
loisel,루아젤,ruajel
gayssot,게소,geso
balbir,발비르,balbireu
gascar,가스카르,gaseukareu
troubetzkoy,트루베츠코이,teurubeceukoi
asse,아스,aseu
algerino,알제리노,aljerino
siné,시네,sine
jourda,주르다,jureuda
jacquinot,자키노,jakino
piocelle,피오셀,piosel
henricardinjeanbaptiste,앙리카르댕장바티스트,angrikareudaengjangbatiseuteu
gwendoline,귄들린,gwindeulrin
meslin,메슬랭,meseulraeng
massimi,마시미,masimi
laigle,레글,regeul
luchaire,뤼셰르,rwisyereu
kelly,켈리,kelri
virlouvet,비를루베,bireulrube
loufrani,루프라니,rupeurani
pincemaille,팽스마유,paengseumayu
sigisbert,시지스베르,sijiseubereu
aithadi,에타디,etadi
gosse,고스,goseu
puydebois,퓌드부아,pwideubua
delplace,델플라스,delpeulraseu
soriba,소리바,soriba
kouyaté,쿠야테,kuyate
lordon,로르동,roreudong
jouffre,주프르,jupeureu
tall,탈,tal
lachelier,라슐리에,rasyulrie
marquay,마르케,mareuke
auvray,오브레,obeure
clérice,클레리스,keulreriseu
deville,드빌,deubil
villefort,빌포르,bilporeu
mariehélène,마리엘렌,marielren
amiable,아미아블,amiabeul
dorothée,도로테,dorote
letessier,르테시에,reutesie
tourane,투란,turan
henique,에니크,enikeu
genevard,준바르,junbareu
lapasset,라파세,rapase
mickael,미카엘,mikael
hanany,아나니,anani
piton,피통,pitong
delberghe,델베르게,delbereuge
perrot,페로,pero
d'ablancourt,다블랑쿠르,dabeulrangkureu
verlet,베를레,bereulre
tracy,트레이시,teureisi
bond,본드,bondeu
samassa,사마사,samasa
brunhes,브륀,beurwin
séguy,세기,segi
madouas,마두아스,maduaseu
mason,메이슨,meiseun
labisse,라비스,rabiseu
falguière,팔기에르,palgiereu
waldemar,발데마어,baldemaeo
haffkine,하프킨,hapeukin
ryssen,리상,risang
alberternest,알베르에르네스트,albereuereuneseuteu
thiébaud,티에보,tiebo
major,마조르,majoreu
carignon,카리뇽,karinyong
lièvremont,리에브르몽,riebeureumong
yrétha,이레타,ireta
silété,실레테,silrete
molé,몰레,molre
pomeau,포모,pomo
mechler,메클레르,mekeulrereu
golon,골롱,golrong
galthié,갈티에,galtie
gernelle,제르넬,jereunel
sembat,상바,sangba
cerdal,세르달,sereudal
dussopt,뒤솝트,dwisobteu
cadamurobentaïba,카다무로벤타이바,kadamurobentaiba
jarjayes,자르제,jareuje
guichard,기샤르,gisyareu
ajinça,아쟁사,ajaengsa
louisadolphe,루이아돌프,ruiadolpeu
gidoin,지두앵,jiduaeng
bonfillon,봉피용,bongpiyong
alquié,알키에,alkie
agathon,아가통,agatong
hennique,앙니크,angnikeu
capet,카페,kape
cocard,코카르,kokareu
courtine,쿠르틴,kureutin
ritter,리테르,ritereu
gaby,가비,gabi
baron,당글라르,danggeulrareu
danglars,남작,namjag
brémont,브레몽,beuremong
buzyn,뷔쟁,bwijaeng
bénassyquéré,베나시케레,benasikere
chapron,샤프롱,syapeurong
picq,피크,pikeu
huchard,위샤르,wisyareu
augarde,오가르드,ogareudeu
kamini,카미니,kamini
lecaron,르카롱,reukarong
préget,프레제,peureje
pierron,피에롱,pierong
bardèche,바르데슈,bareudesyu
souret,수레,sure
clancier,클랑시에,keulrangsie
neveu,느뵈,neuboe
sée,세,se
bléger,블레제,beulreje
rabuel,라뷔엘,rabwiel
rondeau,롱도,rongdo
coccinelle,꼬시넬,ggosinel
romagnan,로마냥,romanyang
lacouture,라쿠튀르,rakutwireu
leymarie,레마리,remari
dagron,다그롱,dageurong
clariond,클라리옹,keulrariong
delanne,들란,deulran
westberg,웨스트버그,weseuteubeogeu
soumet,수메,sume
cau,코,ko
caussade,코사드,kosadeu
curnonsky,퀴르농스키,kwireunongseuki
baratier,바라티에,baratie
rodríguez,로드리게스,rodeurigeseu
laffillé,라필레,rapilre
accardo,아카르도,akareudo
chertok,셰르토크,syereutokeu
quesne,켄,ken
charpin,샤르팽,syareupaeng
josephmichel,조제프미셸,jojepeumisyel
malek,말레크,malrekeu
chebel,슈벨,syubel
blottière,블로티에르,beulrotiereu
fornetti,포르네티,poreuneti
alauzet,알로제,alroje
bénédet,베네데,benede
bournazel,부르나젤,bureunajel
brussolo,브뤼솔로,beurwisolro
laroche,라로쉬,raroswi
brossat,브로사,beurosa
bosquet,보스케,boseuke
bonfand,봉팡,bongpang
kammerer,카메레르,kamerereu
yvart,이바르,ibareu
norblin,노르블랭,noreubeulraeng
maistre,메스트르,meseuteureu
chamfort,샹포르,syangporeu
chapel,샤펠,syapel
deloeuil,들뢰유,deulroeyu
cazin,카쟁,kajaeng
garaud,가로,garo
bouraoui,부라우이,buraui
gava,가바,gaba
abellio,아벨리오,abelrio
devaquet,드바케,deubake
n'dour,은두르,eundureu
fromion,프로미옹,peuromiong
dorémieux,도레미외,doremioe
pigaut,피고,pigo
bacquier,바키에,bakie
ricciotti,리치오티,ricioti
rénier,레니에,renie
benedetto,베네데토,benedeto
galli,갈리,galri
houziaux,우지오,ujio
houpert,우페르,upereu
duphly,뒤플리,dwipeulri
caussé,코세,kose
courbis,쿠르비스,kureubiseu
layrac,레라크,rerakeu
yakhouba,야쿠바,yakuba
marleix,마를레,mareulre
varanda,바란다,baranda
yachvili,야슈빌리,yasyubilri
nadaud,나도,nado
sinterniklaas,신터니클라스,sinteonikeulraseu
massoni,마소니,masoni
tcherny,초르니,coreuni
kocon,코콩,kokong
onésime,오네짐,onejim
philonenko,필로넨코,pilronenko
orsoni,오르소니,oreusoni
joubertbonnaire,주베르보네르,jubereubonereu
adamfontaine,아당퐁텐,adangpongten
auban,오방,obang
ennjimi,엔지미,enjimi
sublet,서블렛,seobeulres
hadaoui,하다오위,hadaowi
araud,아로,aro
ballière,발리에르,balriereu
allier,알리에,alrie
achillejoseph,아실조제프,asiljojepeu
bernot,베르노,bereuno
delamare,들라마르,deulramareu
cléophas,클레오파스,keulreopaseu
percheron,페르슈롱,pereusyurong
renéboisneuf,르네부아뇌프,reunebuanoepeu
rollat,롤라,rolra
urbain,위르뱅,wireubaeng
vigier,비지에,bijie
schnapp,슈나프,syunapeu
arène,아렌,aren
clarac,클라라크,keulrarakeu
zabulon,자뷜롱,jabwilrong
adolphevictor,아돌프빅토르,adolpeubigtoreu
geoffroydechaume,조프루아드숌,jopeuruadeusyom
besredka,베즈레드카,bejeuredeuka
paroche,파로슈,parosyu
grognier,그로니에,geuronie
bompard,봉파르,bongpareu
boyon,부아용,buayong
jossinet,조시네,josine
devoise,드부아즈,deubuajeu
doncieux,동시외,dongsioe
debanne,드반,deuban
delpérier,델페리에,delperie
defaux,드포,deupo
ali,알리,alri
baddou,바두,badu
alibi,알리비,alribi
montana,몽타나,mongtana
djouhri,주리,juri
hoschedé,오슈데,osyude
sicé,시세,sise
delvau,델보,delbo
saunierseïté,소니에세이테,sonieseite
zeniter,제니테르,jenitereu
lucile,뤼실,rwisil
lefevre,르페브르,reupebeureu
alka,알카,alka
dubief,뒤비에프,dwibiepeu
alix,알릭스,alrigseu
alphonseamédée,알퐁스아메데,alpongseuamede
cordonnier,코르도니에,koreudonie
cassar,카사르,kasareu
aloïs,알로이스,alroiseu
vasatko,바샤트코,basyateuko
hériat,에리아,eria
defrasse,드프라스,deupeuraseu
badin,바댕,badaeng
nozal,노잘,nojal
pougatchev,푸가치요프,pugaciyopeu
ponsard,퐁사르,pongsareu
bercoff,베르코프,bereukopeu
rignault,리뇨,rinyo
amar,아마르,amareu
krzysztof,크시슈토프,keusisyutopeu
pomian,포미안,pomian
chauviré,쇼비레,syobire
andréa,앙드레아,angdeurea
parisy,파리지,pariji
tarta,타르타,tareuta
berthomieu,베르토미외,bereutomioe
beucler,뵈클레르,boekeulrereu
humbert,험버트,heombeoteu
feix,페,pe
franquerie,프랑크리,peurangkeuri
dumilatre,뒤밀라트르,dwimilrateureu
belhocine,벨로신,belrosin
tavan,타방,tabang
chardar,샤르다르,syareudareu
bachelay,바슐레,basyulre
hénon,에농,enong
lamineguèye,기예,giye
sthers,스테르스,seutereuseu
baby,바비,babi
valentine,발랑틴,balrangtin
fárová,파로바,paroba
gourvennec,구르베네크,gureubenekeu
corap,코라프,korapeu
annecharles,안샤를,ansyareul
hérisson,에리송,erisong
moï,모이,moi
goléa,골레아,golrea
anneclaire,안클레르,ankeulrereu
coudray,쿠드레,kudeure
herth,에르트,ereuteu
garapon,가라퐁,garapong
fraigneau,프레뇨,peurenyo
sarn,사른,sareun
peysson,페송,pesong
tsamere,차메르,camereu
loysel,루아젤,ruajel
vernet,베르네,bereune
teyssier,테시에,tesie
gounelle,구넬,gunel
giroux,지루,jiru
arnold,아르놀,areunol
migus,미귀스,migwiseu
hugon,위공,wigong
blateau,블라토,beulrato
bouton,부통,butong
arno,아노,ano
cost,코스트,koseuteu
delbée,델베,delbe
fagotlargeault,파고라르조,pagorareujo
boudié,부디에,budie
reboulot,르불로,reubulro
girouard,지루아르,jiruareu
lompret,롱프레,rongpeure
lallemand,랄망,ralmang
luguet,뤼게,rwige
lefaur,르포르,reuporeu
lebon,르봉,reubong
midy,미디,midi
tronche,트롱슈,teurongsyu
aïda,아이다,aida
touihri,투이리,tuiri
saout,사우,sau
boutique,부티크,butikeu
d'agata,다가타,dagata
artus,아르투,areutu
penguern,팡게른,panggereun
roumanoff,루마노프,rumanopeu
attilio,아틸리오,atilrio
moretti,모레티,moreti
mouëzyéon,무에지에옹,muejieong
rossigneux,로시뇨,rosinyo
morizet,모리제,morije
courmont,쿠르몽,kureumong
audric,오브리크,obeurikeu
chapus,샤퓌,syapwi
augustejoseph,오귀스트조제프,ogwiseuteujojepeu
berval,베르발,bereubal
ducaux,뒤코,dwiko
pergament,페르가망,pereugamang
augusteolympe,오귀스트올랭프,ogwiseuteuolraengpeu
hériot,에리오,erio
pulvar,퓔바르,pwilbareu
massigli,마시글리,masigeulri
mazué,마쥐에,majwie
fornia,포르니아,poreunia
brodier,브로디에,beurodie
trigano,트리가노,teurigano
katya,카탸,katya
lycheva,리초바,ricoba
matiakh,마티아크,matiakeu
séguillon,세기용,segiyong
carletti,카를레티,kareulreti
benjaminoctave,뱅자맹옥타브,baengjamaengogtabeu
rolandgosselin,롤랑고슬랭,rolranggoseulraeng
vallini,발리니,balrini
nadjari,나자리,najari
velter,벨테르,beltereu
guérard,게라르,gerareu
lepère,르페르,reupereu
darroze,다로즈,darojeu
morlino,모를리노,moreulrino
minier,미니에,minie
minet,미네,mine
chagot,샤고,syago
beauvilliers,보빌리에르,bobilriereu
jammot,자모,jamo
pariset,파리제,parije
pache,파슈,pasyu
pinton,팽통,paengtong
dellac,델라크,delrakeu
dauga,도가,doga
forgeard,포르자르,poreujareu
duteurtre,뒤퇴르트르,dwitoereuteureu
poirette,푸아레트,puareteu
frachon,프라숑,peurasyong
vaquerin,바크랭,bakeuraeng
dupac,뒤파크,dwipakeu
poulain,풀랭,pulraeng
toupet,투페,tupe
yvert,이베르,ibereu
landier,랑디에,rangdie
saugey,소제,soje
sichère,시셰르,sisyereu
ducol,뒤콜,dwikol
aurlus,오를뤼스,oreulrwiseu
mabélé,마벨레,mabelre
trapenard,트라프나르,teurapeunareu
cosson,코송,kosong
binard,비나르,binareu
aurélia,오렐리아,orelria
tomasini,토마시니,tomasini
aurita,오리타,orita
truel,트뤼엘,teurwiel
blistène,블리스텐,beulriseuten
moynot,무아노,muano
blaquart,블라카르,beulrakareu
pabois,파부아,pabua
cagnac,카냐크,kanyakeu
boucault,부코,buko
cazeau,카조,kajo
boche,보슈,bosyu
charlan,샤를랑,syareulrang
bourreau,부로,buro
mauduit,모뒤,modwi
cussol,퀴솔,kwisol
dhéran,데랑,derang
belin,벨랭,belraeng
badré,바드레,badeure
landrieu,랑드리외,rangdeurioe
bardou,바르두,bareudu
cabana,카바나,kabana
alaphilippe,알라필리프,alrapilripeu
gabay,가베,gabe
bert,베르,bereu
grasset,그라세,geurase
chamoux,샤무,syamu
combal,콩발,kongbal
gauducheau,고뒤쇼,godwisyo
eschassériaux,에샤세리오,esyaserio
bégué,베게,bege
blaisot,블레조,beulrejo
héline,엘린,elrin
jouffrault,주프로,jupeuro
jouffray,주프레,jupeure
gardelle,가르델,gareudel
gérondeau,제롱도,jerongdo
guérini,게리니,gerini
perfetti,페르페티,pereupeti
marbo,마르보,mareubo
jourdy,주르디,jureudi
larrouturou,라루튀루,rarutwiru
lamarchevadel,라마르슈바델,ramareusyubadel
matignon,마티뇽,matinyong
launois,로누아,ronua
cannelle,카넬,kanel
carrécassaigne,카레카세뉴,karekasenyu
jambet,장베,jangbe
ivaldi,이발디,ibaldi
lude,뤼드,rwideu
savary,사바리,sabari
rehlinger,레링거,reringgeo
brifaut,브리포,beuripo
peythieu,페티외,petioe
delga,델가,delga
sadron,사드롱,sadeurong
debbasch,드바슈,deubasyu
dechantre,드샹트르,deusyangteureu
carmen,카르멘,kareumen
hérincq,에랭크,eraengkeu
bono,보노,bono
barbot,바르보,bareubo
dublanche,뒤블랑슈,dwibeulrangsyu
diament,디아망,diamang
héritier,에리티에,eritie
mécary,메카리,mekari
trédaniel,트레다니엘,teuredaniel
bourguignon,부르기뇽,bureuginyong
matthieussent,마티외상,matioesang
lecordier,르코르디에,reukoreudie
eschard,에샤르,esyareu
ceylac,셀라크,selrakeu
davenier,다베니에,dabenie
ludot,뤼도,rwido
gonnard,고나르,gonareu
hosmalin,호스마린,hoseumarin
matausch,마토슈,matosyu
larrère,라레르,rarereu
gozlan,고즐란,gojeulran
gave,가브,gabeu
bontzolakis,본졸라키스,bonjolrakiseu
devot,드보,deubo
debrandt,데브란트,debeuranteu
deysine,데진,dejin
choël,초엘,coel
gir,지르,jireu
troallic,트로알리크,teuroalrikeu
bouteloup,부틀루,buteulru
cathy,캐시,kaesi
lobé,구에타,gueta
bourseiller,부르세예,bureuseye
babonneau,바보노,babono
lysès,리제스,rijeseu
andrieu,앙드리외,angdeurioe
cessieux,세시외,sesioe
berthier,베르티에,bereutie
coulloud,쿨루,kulru
boulouque,불루크,bulrukeu
christelle,크리스텔,keuriseutel
reboul,레볼,rebol
thévenin,테브냉,tebeunaeng
delmotte,델모트,delmoteu
dabitch,다비치,dabici
minoret,미노레,minore
delaume,들롬,deulrom
dechavanne,드샤반,deusyaban
askolovitch,아스콜로비치,aseukolrobici
deylaud,델로,delro
baland,발랑,balrang
lépidis,레피디스,repidiseu
dussart,뒤사르,dwisareu
christel,크리스텔,keuriseutel
mouchard,무샤르,musyareu
hondelatte,옹들라트,ongdeulrateu
boissol,부아솔,buasol
grébert,그레베르,geurebereu
fasquelle,파스켈,paseukel
bébéar,베베아르,bebeareu
califano,칼리파노,kalripano
lamaison,라메종,ramejong
izard,이자르,ijareu
béritdébat,베리데바,berideba
chamboissier,샹부아지에,syangbuajie
brosset,브로세,beurose
combaz,콩바즈,kongbajeu
nikos,니코스,nikoseu
aliagas,알리아가스,alriagaseu
malavoy,말라부아,malrabua
dourthe,두르트,dureuteu
pacaud,파코,pako
tillinac,틸리나크,tilrinakeu
lefeuvre,르푀브르,reupoebeureu
ruggia,뤼지아,rwijia
mendaille,망다유,mangdayu
estier,에스티에,eseutie
baudin,보댕,bodaeng
poulou,풀루,pulru
delouche,들루슈,deulrusyu
chrystelle,크리스텔,keuriseutel
labaude,라보드,rabodeu
geffré,제프레,jepeure
riolo,리올로,riolro
pappas,파파스,papaseu
spagnou,스파뉴,seupanyu
barrièredesseigne,바리에르드세뉴,bariereudeusenyu
gibault,지보,jibo
corine,코린,korin
marienneau,마리노,marino
génia,제니아,jenia
jeancolas,장콜라,jangkolra
maurier,모리에르,moriereu
licari,리카리,rikari
gansard,강사르,gangsareu
dacla,다클라,dakeulra
nouvian,누비앙,nubiang
volle,볼,bol
cyprienne,시프리엔,sipeurien
dubernet,뒤베르네,dwibereune
cyriac,사이리악,sairiag
claudeannick,클로드아니크,keulrodeuanikeu
daurat,도라,dora
mérelle,메렐,merel
motchane,모찬,mocan
mussard,뮈사르,mwisareu
migaud,미고,migo
hérin,에랭,eraeng
daphné,다프네,dapeune
bürki,뷔르키,bwireuki
roulier,룰리에,rulrie
dalloz,달로즈,dalrojeu
polin,폴랭,polraeng
roustan,루스탕,ruseutang
pierrebrossolette,피에르브로솔레트,piereubeurosolreteu
merville,메르빌,mereubil
coulon,쿨롱,kulrong
n'gapeth,은가페트,eungapeteu
alzina,알지나,aljina
rebboah,레보아,reboa
edme,에드메,edeume
boursault,부르소,bureuso
lissenko,리센코,risenko
ribout,리부,ribu
djédjé,데자리,dejari
apali,아팔리,apalri
ménibus,메니뷔스,menibwiseu
sérillon,세리용,seriyong
hornus,오르뉘스,oreunwiseu
edmondrené,에드몽르네,edeumongreune
labande,라방드,rabangdeu
aulanier,올라니에,olranie
bedel,베델,bedel
marsais,마르세,mareuse
arribagé,아리바제,aribaje
soulette,술레트,sulreteu
alphandéry,알팡데리,alpangderi
dodin,도댕,dodaeng
blanchardlaville,블랑샤르라빌,beulrangsyareurabil
coster,코스테르,koseutereu
érignac,에리냐크,erinyakeu
lecompére,르콩페르,reukongpereu
robo,로보,robo
desbonnet,데보네,debone
cabrera,카브레라,kabeurera
claudy,클로디,keulrodi
siar,시아르,siareu
deborah,드보라,deubora
chapatte,샤파트,syapateu
douay,두에,due
chou,추,cu
cascarino,카스카리노,kaseukarino
collot,콜로,kolro
janicaud,자니코,janiko
baupin,보팽,bopaeng
comtet,콩테,kongte
brogniart,브로니아르,beuroniareu
edmée,에드메,edeume
delebecque,들르베크,deulreubekeu
rizet,리제,rije
bardet,바르데,bareude
pestre,페스트르,peseuteureu
edwy,에두이,edui
plenel,플레넬,peulrenel
avice,아비스,abiseu
faustine,포스틴,poseutin
bollaert,볼라르트,bolrareuteu
fauve,포브,pobeu
hautot,오토,oto
béchard,베샤르,besyareu
jouanne,주안,juan
fañch,팡슈,pangsyu
broudic,브루디그,beurudigeu
federica,페데리카,pederika
ferdinandcamille,카미유,kamiyu
bilalian,빌랄리앙,bilralriang
valadié,발라디에,balradie
masseglia,마셀리아,maselria
barbedienne,바르베디엔,bareubedien
estelle,에스텔,eseutel
bourgine,부르진,bureujin
espé,에스페,eseupe
williencourt,윌리앵쿠르,wilriaengkureu
lacorne,라코른,rakoreun
blanck,블랑크,beulrangkeu
frenck,프랑크,peurangkeu
dosseh,도세,dose
elvire,엘비르,elbireu
pousséo,푸세오,puseo
doug,두그,dugeu
headline,에들린,edeulrin
bouchut,부쉬,buswi
poite,푸아트,puateu
dove,도브,dobeu
attia,아티아,atia
prévot,프레보,peurebo
houdet,우데,ude
colberti,콜베르티,kolbereuti
dramane,드라만,deuraman
sémonin,세모냉,semonaeng
tacito,타시토,tasito
touron,투롱,turong
tournaire,투르네르,tureunereu
ebodé,에보데,ebode
baylet,벨레,belre
secka,세카,seka
maubert,모베르,mobereu
meirieu,메리외,merioe
pierrat,피에트,pieteu
jacomy,제이콥,jeikob
scotto,스코토,seukoto
lehideux,르이되,reuidoe
rival,리발,ribal
fiammetta,피아메타,piameta
saccomano,사코마노,sakomano
françoisfrédéric,프랑수아프레데리크,peurangsuapeurederikeu
flavie,플라비,peulrabi
flament,플라망,peulramang
silvain,실뱅,silbaeng
regnier,레니에,renie
euphémie,외페미,oepemi
cosse,코스,koseu
mignon,미뇽,minyong
pireyre,피레르,pirereu
banier,바니에,banie
enora,에노라,enora
malagré,말라그레,malrageure
urien,위리앵,wiriaeng
