álvaro,阿尔瓦罗
agag,阿加戈
fal,法尔
goiti,戈伊蒂
massiel,马西尔
halffter,哈尔夫特
sasturáin,萨斯图赖因
montaña,蒙塔尼亚
lasa,拉萨
larrocha,拉罗佳
chaplin,卓别林
victorio,维多利奥
bosque,博斯克
arnelas,阿内拉斯
guindos,金多斯
zoé,佐依
zambrano,赞布拉诺
salomé,莎乐美
azahara,阿萨阿拉
casimiro,卡西米罗
edmundo,艾蒙度
quini,昆尼
évole,埃沃勒
isaki,艾萨基
lacuesta,拉丘斯塔
verdaguer,贝尔达格尔桑塔洛
zubiri,祖比里
cambó,坎波
garcíaberlanga,加西亚
atanes,阿塔内什
montsalvatge,蒙特萨尔瓦吉
pastora,芭丝多拉
pous,普斯
xisco,希斯科
ambroa,安布罗阿
julià,朱利亚
guillamon,吉拉蒙
belén,贝伦
aquaviva,阿奎维瓦
clavé,克莱夫
croix,克罗伊
nicholas,尼古拉斯
wiseman,怀斯曼
sánchezguerra,桑切斯
cámara,加马拉
agirretxe,阿吉里克塞
junyent,祖耶特
fesser,费塞尔
hernando,埃尔南多
concepcion,康塞普西翁
picciotto,皮丘朵
amaia,阿马娅
malena,玛伦娜
alterio,艾戴里欧
glory,格洛丽
alozie,阿洛齐
isbert,伊斯贝特
bournonville,布农维尔
quijano,吉诃德
chenoa,切诺阿
mascolell,马斯科莱尔
piru,奥古斯丁
sadurní,萨杜尔尼
giulio,朱利奥
alberoni,阿尔贝罗尼
recha,瑞查
azcárate,阿斯卡拉特
cantó,康铎
núria,诺莉亚
espert,艾丝佩特
armas,阿玛斯
johann,约翰
mühlegg,穆尔
barinaga,巴利纳加
josu,若苏厄
iriondo,伊里翁多
goya,戈雅
yanes,亚内兹
basté,巴斯特
arroyo,阿罗约
pedrolo,佩德罗洛
castaños,卡斯塔尼奥斯
orfila,奥菲拉
fele,费莱
peleteirocompaoré,佩莱泰罗
onésimo,奥内西莫
raimon,莱蒙
darryl,达瑞尔
middleton,米德尔顿
torrejón,托雷洪
huidobro,惠多布罗
federica,费德里卡
frühbeck,弗吕贝克
noroña,格瓦拉
miguelanxo,梅柯兰多
badenes,巴德尼斯
melvin,梅尔文
burgess,伯吉斯
mariví,马里维
bilbai,比巴
sambrell,桑布雷尔
rich,里奇
cabarrús,塔利安
yon,荣
echanove,查诺华
niurka,尼卡
etura,埃图拉
indalecio,因达列西奥
saiz,赛兹
rita,丽塔
barberá,巴尔贝拉
amparo,安帕罗
chester,却斯特
himes,海姆斯
chaves,查韦斯
gárate,加拉特
pina,皮纳
belloch,贝略奇
yago,亚戈
lamela,拉梅拉
pajín,帕金
remedios,雷梅迪奥斯
baby,巴比
piedrahita,佩德拉希塔
sert,塞特
siarhei,西亚尔海
rutenka,鲁坦卡
casaldáliga,卡萨尔达利加
salustiano,索罗坦尼欧
olózaga,奥罗扎嘉
pomar,波马尔
leguina,莱吉那
micky,米奇
assumpta,雅逊塔
miren,米伦
ibarguren,巴古伦
lilí,莉莉
arzu,阿祖
iraragorri,伊拉拉戈里
liniers,利涅
montse,蒙特塞
ribé,里伯
caffarel,卡法雷尔
burillo,布里约
arrondo,阿隆多
ariadna,阿里亚德娜
falcones,法康尼斯
najwa,纳瓦
nimri,尼姆利
missiego,米西哥
yvonne,伊冯娜
loles,洛莱斯
agrelo,阿格雷洛马丁内斯
reig,雷格
pla,普拉
elisa,埃莉萨
montés,蒙特斯
soledad,索莱达
urretaviscaya,乌雷卡维斯塔亚
pemán,佩曼
bermúdez,贝穆德斯
saltor,沙托
casquero,卡斯克罗
aracil,阿拉西尔
juanito,胡安尼托
oiarzabal,奥亚萨巴尔
alexanko,亚利桑科
bosè,波塞
escolar,埃斯科拉尔
valérie,瓦莱丽
tasso,塔索
laforet,拉弗雷特
zoco,左左
wilfredo,威利
pirri,皮里
ardavín,阿尔达芬
junkera,容克拉
urruticoechea,乌鲁蒂科埃切亚
óñez,欧涅兹
loyola,洛约拉
touriño,托里尼奥
isabella,伊莎贝拉
colbran,柯布兰
salvatpapasseit,萨尔瓦特帕帕塞特
cassou,卡苏
trini,特里尼
raphael,拉斐尔
igartiburu,伊加蒂布鲁
satrústegui,萨特鲁斯特基
liddell,利德尔
bernardino,贝尔纳迪诺
donoso,多诺索
gaos,高丝
aranburu,阿兰布鲁
franko,弗兰科
pessarrodona,佩萨罗多纳
i,伊
artigues,阿蒂格斯
comesaña,科梅萨尼亚
maíllo,梅约
fallarás,法拉拉斯
mañá,马尼亚
pako,帕科
ayestarán,阿耶斯特兰
garci,贾尔西
andina,安迪娜
trias,特里亚斯
sagra,萨格拉
évora,埃弗拉
padrós,帕德罗斯
neville,内维尔
tomatito,番茄
emilia,埃米莉亚
jung,容
o'donojú,奥多诺胡
hipólito,伊波利托
anchía,安恰亚
olsen,奥尔森
puigcorbé,普科贝
borrachero,博拉切罗
arzuaga,阿苏亚加
li,李
artetxe,亚特斯
karra,卡拉
elejalde,埃雷贾德
rial,里亚尔
riudavets,里路德阿伯特
kiti,基蒂
mánver,曼维尔
lobo,罗伯
loriga,罗里加
regino,雷吉诺
viladomat,维拉多马特
tejero,特赫罗
gonzalvo,冈萨尔沃
verbeke,贝尔韦克
corbacho,科尔瓦乔
àngels,安赫斯
suñol,索诺尔
sobera,索伯拉
cipriano,西普里亚诺
guridi,古里迪
jovellanos,霍维利亚诺斯
arza,阿尔扎
rupérez,鲁佩雷斯
magro,马格罗
daisy,戴西
clos,克洛斯
barral,巴拉尔
charo,夏罗
o'donnell,奥唐内尔
colomo,科洛莫
marcano,马卡诺
forqué,弗桂
chaperojackson,查佩罗杰克逊
silke,西尔克
marsó,马索
marilia,玛丽亚
herrada,赫拉达
echegui,埃切吉
lamo,拉莫
marull,玛茹尔
martirio,马蒂里奥
melanie,梅兰尼亚
larroca,拉罗卡
jovellar,霍维利亚尔
sempere,森佩雷
larreta,拉雷塔
monteys,蒙特斯
montalà,蒙塔拉
dominguín,多明金
paquita,帕基塔
gago,加戈
parrondo,帕伦多
sánchezgijón,桑切斯希洪
pier,皮埃尔
luigi,路易吉
cherubino,凯鲁比诺
guasch,瓜施
elorrieta,埃罗列塔
oona,奥娜
urretabizkaia,里塔比兹卡娅
fèlix,费利克斯
iratxe,伊拉切
aurora,奥罗拉
arly,雅莉
jover,裘佛
eve,伊芙
gordon,高登
migueli,米盖利
celades,塞拉德斯
tirso,蒂尔索
severino,塞韦里诺
reija,雷哈
ñuflo,纽弗洛
izagirre,伊萨吉雷
asensi,阿森西
borromeo,博罗梅奥阿雷塞
jeanette,珍妮特
llunas,鲁纳斯
fresnadillo,弗雷斯纳迪罗
osoro,奥索罗
líster,李斯特
igoa,伊戈亚
cuatrecasas,夸特雷卡萨斯
quejido,奎吉多
chendo,琴多
sanchis,桑奇斯
yarovenko,亚罗温科
gamoneda,加莫内达
portolá,波托拉
bisbal,比兹伯
resines,雷西恩斯
yolanthe,约兰特
sneijdercabau,斯奈德卡鲍
intxausti,因绍斯特
gravina,格拉维纳
mayáns,梅安斯
daudén,道登
ungría,乌戈里亚
marcó,马科
pont,蓬特
cayetano,卡耶塔诺
cornet,科尔内
nariño,纳里尼奥
homar,霍马
yohana,尤汉娜
duch,杜奇
guillot,吉略特
canamasas,卡纳马萨斯
pinilla,皮尼利亚
vitores,维多利亚
calderé,卡尔德雷
laureano,劳里亚诺
sanabria,萨纳布里亚
pello,佩洛
narcís,纳尔西斯
palomino,帕诺米诺
arrabal,阿拉巴尔
llaudet,劳德特
rivelles,里弗尔斯
rebollo,雷波洛
nieves,涅韦斯
gyenes,吉尼斯
poncela,彭塞腊
imperio,因佩里奥
argentina,阿尔真蒂纳
barta,巴尔塔
barri,巴里
polvorosa,波沃罗萨
lasso,拉索
terol,特罗尔
ruizgallardón,路易兹伽利亚尔东
mabel,玛宝
periko,佩里科
balagueró,巴拿盖鲁
bassols,巴索尔斯
alqurtubi,古图比
sven,斯帆
hassel,哈塞尔
clotet,克洛特
bertín,贝尔廷
osborne,奥斯本
botto,博托
makakinho,巴拉甘
nerea,内雷亚
cebrián,塞夫里安
derik,德里克
osede,奥塞德
llopis,略普斯
webó,韦博
orlandi,奥兰迪
grandizo,格兰迪佐
munis,穆尼斯
azara,阿萨拉
cerda,塞尔达
lorys,洛莉丝
diges,迪格斯
mencos,门科斯
cerro,塞罗
grande,格兰德
bernabéu,伯纳乌
carasso,卡拉素
civera,西维拉
bodegas,波德加斯
wagener,瓦格纳
agramonte,阿格拉蒙特
hoyo,德尔奥约
poey,波埃
aribau,阿里包
usun,优素
yoon,约
èric,埃里克
bertran,贝特朗
borbalán,波尔巴兰
generelo,杰纳雷洛
carballeira,卡巴莱拉
belda,贝尔达
pernía,佩尔尼亚
manuela,曼奴拉
buenamente,布埃纳芬特
encina,恩西纳
delfí,德尔菲
geli,格利
august,奥古斯托
font,丰特
thomas,托马斯
christiansen,克里斯腾森
ricardomaría,里卡多
gordó,戈多
caamaño,卡马尼奥
paulista,保利斯塔
piquer,皮奎尔
bohigas,博希加斯
amigo,阿米果
ferlosio,费尔洛西奥
baptistinho,巴普蒂斯唐
fuente,弗恩特
furiase,弗里亚斯
ribero,里贝罗
agirregomezkorta,阿格里戈梅兹科塔
jaenada,海纳达
orbaiz,奥尔拜斯
carlin,卡林
topete,托佩特
acebillo,阿塞比洛
álzaga,阿尔萨加
romeva,洛梅瓦
mancebo,曼塞沃
enrich,恩里奇
etxeandía,埃特塞安迪亚
eneko,伊利高
arieta,阿利达
cerdà,塞达
liceranzu,里斯兰祖
hortega,霍尔特加
matheu,马修
bonechea,博内奇亚
lakabeg,拉卡贝格
ribair,里巴伊尔
rodríguezzz,罗德里格斯
perla,佩拉
cristal,克里斯塔
adánez,阿达内兹
guarnido,瓜尔尼多
uralde,乌拉特
estebaranz,埃斯特瓦兰斯
maxi,马克西
josefa,约瑟法
miaja,玛雅加
mirambell,米兰贝尔
nemesi,尼米西
oste,奥斯特
indra,因德拉
bagus,巴古斯
ade,艾德
chandra,钱德拉
gemma,赫玛
mengual,门瓜尔
sáiz,沙尔斯
guerín,格林
isacio,伊萨西奥
calleja,卡列哈
buchs,布克斯
bergamín,波尔加明
alejo,阿雷胡
sauras,苏拉斯
maestrojuán,马埃斯特罗胡安
saravia,萨拉维亚
ammann,阿曼
iosu,赫苏斯
olalla,奥拉利亚
cugat,库加
blahnik,伯拉尼克
abén,阿本
humeya,胡梅亚
gai,盖伊
assulin,阿苏林
gisbert,吉斯伯特
barrón,巴伦
veneno,韦内诺
revuelta,瑞威尔塔
rabal,拉霸
hedilla,埃迪利亚
redondo,雷东多
goded,戈代德
corrochano,科罗查诺
joachim,约阿希姆
llambi,拉姆比
cabrol,卡夫罗尔
mulvoy,穆尔沃伊
ten,滕
farruco,法鲁科
ilie,伊利耶
brechner,布列许尼尔
sagnier,萨尼耶
ito,伊东
túñez,图涅斯
azorín,阿索林
baquerizo,巴克里索
unax,尤纳克斯
pichi,皮奇
sarachu,萨拉彻
pellejero,佩莱杰罗
aberasturi,阿贝拉斯图里
thaïs,泰伊丝
blume,布卢梅
morey,莫雷
moar,莫亚
joseph,约瑟夫
ben,本
gikatilla,吉卡蒂拉
carril,卡里尔
montolio,蒙托利奥
almirall,阿尔米拉尔和洛泽尔
elkerem,埃勒克雷姆
nayim,纳伊姆
bódalo,波达洛
agustí,阿古斯迪
villaronga,比利亚龙加
gopegui,戈佩圭
higuero,伊格罗
bunbury,班伯里
collar,蒙特鲁维奥
vigalondo,维格伦多
neve,内维
baños,巴纽斯
cuca,库卡
gamarra,加马拉
evangelista,埃万赫利斯塔
cabezas,卡贝萨斯
zoido,佐伊多
rosmarbà,罗斯马尔巴
mirtha,米萨
legrand,莱格兰
incontrada,因孔特雷拉
olabe,奥拉贝
patino,帕蒂诺
fraile,弗赖尔
galiardo,加利亚尔多
lobeira,洛韦拉
aristarain,阿道尔夫
juanfran,胡安弗兰
vilallonga,维拉龙卡
galo,加洛
querejeta,格蕾赫塔
aguirresarobe,亚古列赛洛
cevallos,塞瓦洛斯
rivilla,里维拉
aurèlia,奥瑞里亚
lafuente,拉弗恩特
alemayehu,阿埃莱马耶乌
bezabeh,贝萨韦
erwin,埃尔文
schrott,施罗特
txabi,克萨比
etxebarrieta,克塞巴里塔
ladrillero,拉德里罗
portocarrero,波托卡雷罗门多萨
inguanzo,因关索
femenía,费文尼亚
arizmendiarrieta,阿里斯门迪亚列塔
amézola,阿梅佐拉
aspizúa,阿斯皮祖阿
meller,梅勒
neuman,纽曼
carrión,卡里翁
lapetra,拉佩特拉
alkiza,阿尔基萨
escuredo,埃斯库雷多
coll,科尔
larena,拉雷纳
nomar,诺马
zarzo,萨尔佐
nasser,纳塞尔
saleh,萨利赫
fiorella,菲奥雷利亚
faltoyano,法尔托亚诺
asins,阿辛斯
mamen,马门
perera,彭利拿
kira,基拉
laurentius,劳伦提乌斯
hispanus,伊斯帕努斯
habsburglothringen,哈布斯堡洛林
wenceslao,文策斯劳
flórez,弗洛雷斯
juanmi,胡安米
grosso,格罗索
clapés,克拉佩斯
bermudo,贝尔蒙多
kilian,基里安
jornet,霍尔内特
elosegi,埃洛塞吉
viyuela,维拉
antonia,安东尼亚
valladares,巴拉德雷斯
oristrell,欧瑞斯崔
carlota,卡洛塔
ciganda,希甘达
marzoa,玛祖阿
forn,福尔
mariola,马里奥拉
hugué,修葛
ufarte,乌法特
bolo,博洛
dauder,道德尔
niño,尼尼奥
sunyer,逊尼尔
ferrerdalmau,费雷尔达尔玛乌
freysse,费斯
emili,埃米利
teixidor,特西多尔
bittor,比托尔
leo,利奥
harlem,哈莱姆
lazaga,拉萨加
piñeyro,俾涅罗
ovidi,奥维迪
montllor,蒙特洛
martínezlázaro,马丁内斯拉萨罗
corredor,科里多尔
peret,佩雷特
klimovsky,克利莫夫斯基
montaner,蒙塔纳尔
urtubi,乌尔图比
kutschmann,库奇曼
luppi,路皮
falero,费瑞罗
benlliure,本利乌雷
karlos,卡洛斯
arguiñano,阿吉尼亚诺
estibariz,埃斯蒂巴里斯
couder,考德尔
aranoa,阿拉诺亚
plensa,普朗萨
muntadas,蒙达达斯
farruquito,法鲁基托
kent,肯特
delio,迪利欧
areces,阿雷塞斯
pichot,皮乔特
madoz,马多斯
guardans,瓜达斯
albor,阿尔伯
degetau,德各陶
fusi,富西
rudi,鲁迪
uriarte,乌里亚特
arminio,阿米尼奥
serrador,瑟拉多
xipaguazin,西帕瓜津
imbroda,英布罗达
larrañaga,拉兰加
engonga,恩贡加
seguí,塞古
baldoví,巴尔多维
natalio,纳塔利奥
poquet,波奎特
balmes,巴尔梅斯
ramallo,拉马洛
jamal,贾迈勒
zougam,祖盖姆
gay,盖伊
fortunio,福图尼奥
bonanova,博纳诺瓦
casariego,卡萨里亚戈
urrialde,伊图尔迪
ablanedo,阿布拉内多
goenaga,格娜加
valiño,瓦里尼奥
larrea,拉雷亚
pachín,帕钦
mitxelena,米切莱纳
canalejas,卡纳莱哈斯
gaspart,加斯帕特
urko,乌尔科
lamuño,拉穆尼奥
richard,理查德
tintín,廷廷
foxá,福萨
marsillach,马西拉克
gotzon,戈特松
garate,加拉特
achero,阿切罗
mañas,马尼亚斯
oier,奥伊尔
cortez,科尔特斯
urbizu,乌比祖
galartza,加拉尔察
aureli,奥雷利
altimira,阿尔蒂米拉
talavante,塔拉万特
fabri,法布里
mercero,梅塞罗
lópezbravo,洛佩斯布拉沃
sobremonte,索布雷蒙特
cayetana,卡雅塔娜
terremoto,特雷莫塔
munt,蒙特
ataúlfo,阿塔乌尔弗
argenta,阿根塔
bassave,巴萨夫
chábeli,查贝尔利
parralo,帕拉洛
lamata,拉玛塔
salisachs,萨利萨克斯
ekiza,埃基萨
mella,梅拉
claude,克劳德
ruizpicasso,毕加索
lapiedra,莱皮卓
lapeña,拉佩尼亚
gérard,杰拉德
maesso,马埃索
nausicaa,娜乌西卡
bonnín,波宁
nadiuska,娜柳丝卡
cuadri,库德里
escribá,埃斯克里瓦
batllori,巴特洛里
roy,罗伊
alsina,艾西纳
martiño,马丁
montxo,蒙索
haze,阿泽
garcíapage,加西亚帕赫
ruizgiménez,鲁伊斯吉门尼斯
txirrita,奇里塔
baqueiro,巴奎罗
vicenç,维森克
foix,富瓦
nancho,南乔
rastrojo,拉斯特罗霍
calparsoro,卡尔帕索罗
cajés,卡塞斯
brondo,布隆多
puntí,庞蒂
vara,巴拉
peiró,佩洛
grau,格劳
santolaria,桑多拉里亚
merlo,梅尔罗
o'dogherty,欧多赫德
pecker,佩克
alberca,阿尔贝卡
castón,卡斯顿
morao,莫劳
viza,维扎
plans,普兰斯
macià,玛施亚
alavedra,阿拉韦德拉
casasnovas,卡萨斯诺瓦斯
nieve,尼威
pintado,平塔多
bauzá,鲍萨
melgar,梅尔加
benach,贝纳奇
tamar,塔马
novas,诺瓦斯
latorre,拉托雷
albelo,阿尔贝洛
laxe,拉谢
guinjoan,吉恩乔安
mirta,米尔塔
díazbalart,迪亚兹巴拉特
marián,玛丽安
rigol,里戈尔
isasiisasmendi,伊沙希伊萨斯门迪
punset,蓬塞特
esteve,艾丝蒂芙
trevín,特雷文
morral,莫拉尔
eceiza,埃塞扎
creeft,克里夫特
telleria,特列里亚
bonald,博纳尔德
huerga,莫龙
rovira,罗维拉
beleta,贝雷塔
rafaelillo,拉法埃利洛
harkaitz,哈凯兹
sabatés,萨巴特
merche,梅切
courtois,科特瓦伊斯
rapsusklei,拉普苏斯克莱
puigcercós,普伊赫塞科斯
tous,托斯
nieremberg,尼雷贝格
rim,里姆
turki,图尔克基
uxía,乌西亚
gracita,格拉西塔
restaino,雷斯泰诺
cantelmostuart,坎特尔默斯图亚特
joxe,若克斯
saliente,塞伦特
ferreiro,费雷罗
piedra,彼德拉
bes,贝斯
comas,科马丝
barriales,巴莉娅蕾丝
estadella,埃斯塔德拉
viloca,维洛卡
theotocópuli,赛欧托克普利
folch,弗尔奇
otxoa,奥特沙
fullola,弗欧拉
olañeta,奥拉尼塔
marian,玛丽安
zapico,萨皮科
bullejos,布耶赫斯
garcimore,加尔西莫尔
garikoitz,加里科兹
herrero,埃雷罗
santpere,桑特佩
gonzaga,贡扎加
ballesta,巴勒斯塔
canterac,坎特拉克
dragó,德拉戈
arzalluz,阿扎鲁兹
aldama,阿尔达马
arbex,阿贝斯
delgrás,德尔格拉斯
ramoncín,雷蒙钦
montal,蒙达尔
blázquez,巴拉兹奎兹
fuertes,富尔特斯
cansado,坎萨多
fernándezcuesta,斐迪南库埃斯塔
prudenci,普鲁登西
bertrana,贝特拉纳
las,拉斯
grecas,格雷卡斯
boronat,邦朗德
guillaume,纪尧姆
melun,默伦
gurfi,古尔弗
constantino,康斯坦丁诺
osel,奥瑟
coque,科克
malla,马拉
loquillo,洛基略
bordalás,博尔达拉斯
pajaro,帕亚罗
sunrise,松里泽
vico,维科
saintmarcq,圣马克
ramis,拉米斯
yoel,罗德里格斯
lisardo,利萨尔多
guarinos,瓜里诺斯
ascaso,阿卡索
canut,卡努特
barcina,巴尔西纳
estarreado,埃斯塔里多
febles,费布勒斯
llimona,利莫纳
sazatornil,萨萨托尼尔
mohammed,穆罕默德
mizzian,米齐安
bordonado,波多纳多
perico,佩里科
da,达
sarasketa,萨拉斯科塔
jackie,杰基
raynal,雷纳尔
gatell,嘉泰儿
duato,鲁阿铎
ronquillo,龙基略
berger,贝嘉
wensell,温德尔
mestres,梅斯特雷斯
dasmariñas,达斯马里尼亚斯
galarza,加拉扎
morante,莫兰特
blanch,布兰奇
fandiño,凡迪尼奥
armiñán,阿米尼昂
jan,贾恩
gurruchaga,古鲁加加
desirée,德西雷
ndjambo,恩迪亚姆博
maestro,马埃斯特罗
reverendo,雷韦伦多
gallas,加利亚斯
oli,奥利
zóbel,索贝尔
cosculluela,寇斯库勒埃拉
alfred,阿尔弗雷德
lucchetti,卢凯蒂
lucio,卢西奥
balda,巴尔达
mazagatos,马萨加托斯
vania,瓦尼亚
monner,莫尔纳
eufrasio,欧弗拉西奥
hazas,哈扎斯
pepa,佩帕
sera,塞拉
rodríguezvigil,罗德里格斯比希尔
amigó,阿米戈
olías,奥利亚斯
zouhair,祖海尔
feddal,费达勒
torregrossa,托雷格罗萨
olgoso,奥尔戈索
sertucha,塞尔图查
sabido,萨比多
góngora,贡戈拉
plano,普拉诺
pachi,帕奇
guedes,圭德斯
natalya,娜塔莉亚
vetlitskaya,维特利茨卡娅
roscio,罗西奥
melani,梅拉尼
chiqui,奇奎
elgezábal,埃尔格萨巴尔
gómezacebo,萨克森科堡哥达
casanova,卡萨诺瓦
lima,利马
leon,莱昂
larraz,拉拉兹
antonius,安东尼乌斯
andreas,安德肋
goyeneche,戈耶内甚
souto,索托
asiaín,阿西恩
bousoño,包索纽
daoiz,道伊茨
albareda,阿尔巴雷达
aréizaga,阿瑞萨加
ortuño,奥图诺
ryp,雷普
escámez,埃斯卡梅斯
sid,西德
buale,布阿勒
junio,胡尼奥
aniorte,阿尼奥尔特
zabálburu,萨巴尔比鲁
endika,恩迪卡
guarrotxena,瓜罗特克纳
spottorno,斯波托尔诺
santafé,圣塔菲
estíbaliz,埃斯蒂巴利斯
janer,加纳
maika,马伊卡
makovski,马科夫斯基
ponte,旁特
forges,福尔热
roures,罗尔斯
caba,卡巴
fernándezromán,罗曼
garai,加赖
fabià,法比亚
puigserver,普伊格
erentxun,埃伦逊
casamajor,卡萨梅杰
ansola,安苏拉
condés,康德斯
esparza,埃斯帕萨
fergus,费格斯
riordan,莱尔顿
biern,比恩
boyd,博伊德
viagas,比亚加斯
chiapella,奇阿佩拉
bellamarie,贝拉
caballer,卡瓦列尔
sandaza,桑达扎
buesa,布塞
olegar,欧勒贾
fedoro,费多罗
ollé,奥尔
camino,卡米诺
entrecanales,恩特雷卡纳莱斯
galobart,加罗巴特
toño,安东尼奥
dyango,迪扬戈
abradelo,阿布拉德洛
zori,佐里
aauri,奥莉
bokesa,波克沙
gubern,古伯恩
paquito,弗朗西斯科
paso,帕索
catalá,卡塔拉
pitarch,皮塔奇
aguas,阿瓜斯
santas,圣塔斯
vílchez,比尔切斯
portabella,波塔贝拉
brines,布里内斯
joana,琼娜
begara,贝加拉
tagüeña,塔格涅
almudéver,阿尔穆德维尔
kirkpatrick,柯克帕特里克
abadie,阿巴迪
delfín,德芬
gallastegui,加利亚斯特吉
etelvino,埃特尔维诺
ribó,里沃
azpiri,阿苏皮里
cabello,卡贝约
bogo,博戈
cremonte,克里蒙特
rozas,罗扎斯
cortina,科尔蒂纳
racionero,拉西奥内罗
bauzà,鲍萨
balagué,巴拉圭
caicedo,凯塞多
xuclà,许克拉
longoria,朗格利亚
bellmunt,贝尔蒙
morphy,莫菲伯爵
rafaela,拉斐拉
agacino,阿加奇诺
sarsanedas,萨萨内达斯
concostrina,康措斯特里纳
pagans,帕甘斯
egas,埃加斯
yerbabuena,耶拍贝恩娜
fernandez,费尔南德茨
simó,西蒙卡斯特隆
rujas,鲁哈斯
dueso,杜维索
ros,罗斯
angelino,安赫利诺
ezequiel,埃塞基耶尔
montalt,蒙塔尔
francina,弗朗西娜
armengol,阿门戈尔
risueño,里苏尼奥
ezquerra,埃斯克拉
ágata,阿加塔
lys,利斯
gertrúdix,赫尔德鲁迪克斯
megías,麦基亚斯
dechent,德陈特
carleth,卡莱斯
keys,凯斯
trashorras,特拉索拉斯
fely,费利
riay,里亚伊
tatary,塔塔里
castel,卡斯特
leyba,莱巴
pombo,庞博
cesáreo,塞萨雷奥
colau,科洛
chunchuna,春春纳
villafañe,维拉法涅
garitano,加里塔诺
juanra,胡安拉
naveira,纳韦拉
concepción,康塞普西翁
dancausa,丹科萨
antonino,安东尼奥
orejudo,奥莱胡多
bieito,比埃托
olcina,奥尔西纳
vacas,瓦卡斯
conxita,孔奇塔
tapias,塔皮亚斯
chamarro,查马罗
garcíapelayo,加西亚佩拉约
ravelo,拉维洛
jusepe,约瑟普
massanet,马斯奈
hoz,洛佩兹
torrebejano,托雷维哈诺
faerna,法尔纳
mangrané,曼格拉内
cels,塞尔斯
piñol,皮诺尔
cólera,科莱拉
anka,安卡
casablanca,卡萨布兰卡
aja,阿贾
arancha,阿兰查
sant,桑特
selvas,塞尔瓦斯
reiguera,雷格拉
regueiro,雷格罗
casaña,卡萨尼亚
albella,阿尔贝拉
corsellas,科塞拉斯
betancor,贝坦科尔
cullen,库伦
chavarrías,查瓦里亚斯
morais,莫莱斯
drove,德罗夫
hache,阿切
onieva,奥涅瓦
ortizechague,奥尔蒂斯埃奇格
trifol,特里福尔
garisa,加里萨
buruaga,布卢加
ouviña,乌维纳
torresblanco,托雷斯布兰科
elio,埃利奥
berhanyer,贝汉耶
cansino,坎西诺
galia,加利亚
dvorak,多沃拉克
dafauce,达法斯
levis,李维斯
rossell,罗塞尔
sagredo,萨格雷多
santonja,桑托亚
estébanez,埃斯特巴内斯
matilla,马蒂拉
chulin,竹琳
chusa,丘萨
barbero,巴贝罗
cuetos,奎托斯
mínguez,明戈斯
elisenda,艾莉森达
aguete,阿格特
goyanes,戈雅尼斯
groizard,格罗扎德
laguna,拉古娜
gato,高德
encarna,恩卡纳
audí,欧吉
fina,菲娜
linder,林德
benavent,贝纳芬特
alcides,阿尔西德斯
aritmendi,阿里特门迪
higueras,伊格拉斯
macho,马乔
hermann,赫尔曼
tertsch,特施
fernándezcuenca,费尔南德斯昆卡
boyero,博耶罗
hiba,伊巴
abouk,阿布克
cihangir,奇汉吉尔
gaffari,加法里
escribano,埃斯克里巴诺
cortázar,科塔萨尔
colomé,科洛梅
pieltáin,彼尔塔因
marichal,马里查
winthuysen,皮内达
tielve,提尔弗
ysbert,斯伯特
grases,格拉斯
elipe,埃利普
garcíaescámez,埃斯卡梅兹
grao,格劳
pedreño,佩德雷妮诺
casadellà,卡萨德拉
vermut,贝尔穆德
ignatius,伊格内修斯
farray,弗莱奇
espartaco,埃斯帕塔科
santoni,桑托尼
inma,茵玛
larrabeiti,拉拉贝蒂
ruizjarabo,鲁伊斯贾拉博
desola,德索拉
cánovas,卡诺瓦斯
freijeiro,弗雷吉罗
feito,费托
broncano,布朗卡诺
bona,博纳
carmina,卡米娜
tenaille,特纳耶
planell,普兰内尔
lapausa,拉帕萨
venancio,韦南西奥
kremel,克雷姆尔
azaústre,阿佐斯特雷
cubero,丘比罗
brau,布劳
megan,梅根
bosqued,博斯克德
joe,乔
crepúsculo,克雷普斯库洛
quintillà,金蒂利亚
jaroslaw,亚罗斯拉夫
bielski,别尔斯基
jusid,贾西德
madaula,马道拉
ambrossi,安布罗西
dotú,杜图
fedra,费德拉
coma,科马
coronas,科罗纳斯
albizu,阿尔维苏
mendo,门多
chinarro,齐纳罗
batlle,巴特列
josele,约瑟
ebony,爱波妮
clark,克拉克
lasaosa,内彻尔
espinilla,埃斯皮尼利亚
reynals,雷纳尔斯
olayo,奥拉约
martínezmonje,马丁内斯蒙赫
restoy,雷斯托伊
iraburu,伊拉布鲁
margallo,马加洛
jo,乔
baptista,巴普蒂斯塔
bellsolell,贝尔索莱尔
sayagués,萨亚格斯
valdelomar,巴尔德洛马尔
perezagua,佩雷萨瓜
rallo,拉罗
val,瓦尔
nuet,普尼埃
piñer,皮涅尔
ibón,伊本
maggie,玛姬
civantos,齐凡多斯
austri,奥斯特里
prendes,普伦德斯
hussein,胡森
matji,马特希
orjas,奥里亚斯
sobredo,索布雷多
ginachero,吉纳切罗
santugini,桑图吉尼
tallafé,塔利亚费
sarriá,萨里亚
javierre,哈维尔
sánchezcuenca,桑切斯昆卡
mimí,米米
vilas,比拉斯
sillero,西列罗
glez,格莱兹
dibildos,迪比尔多斯
fradejas,弗拉德哈斯
galiana,加利亚纳
verdegay,贝尔德盖
mariam,玛丽亚姆
adriansens,阿德里安森斯
antúnez,安图尼斯
