нюша,뉴샤,nyusha,nyusya
дубцова,소바,dubcova,soba
дунаевский,나이예프스키,dunaevskiy,naiyepeuseuki
валерьевна,그로무스키,valerevna,geuromuseuki
громушкина,나,gromushkina,na
грушин,그루신,grushin,geurusin
гаспарян,가스파랸,gasparyan,gaseuparyan
дунаевская,두나에프스카야,dunaevskaya,dunaepeuseukaya
лада,라다,lada,rada
дэнс,댄스,dens,daenseu
вдовин,브도빈,vdovin,beudobin
болотова,볼로토바,bolotova,bolrotoba
гуриев,구리예프,guriev,guriyepeu
дёмочка,됴모치카,dyomochka,dyomocika
вертков,베르트코프,vertkov,bereuteukopeu
болтнев,볼트네프,boltnev,bolteunepeu
болтнева,볼트네바,boltneva,bolteuneba
аристарх,아리스타르흐,aristarh,ariseutareuheu
венес,베네스,venes,beneseu
екамасова,예카마소바,ekamasova,yekamasoba
бондарко,본다르코,bondarko,bondareuko
верник,베르니크,vernik,bereunikeu
епифанцев,예피판체프,epifancev,yepipancepeu
еприкян,예프리캰,eprikyan,yepeurikyan
глинников,글린코코프,glinnikov,geulrinkokopeu
жукова,주코바,zhukova,jukoba
двигубская,드비굽스카야,dvigubskaya,deubigubseukaya
исьянов,이시아노브,isyanov,isianobeu
глушенко,글루셴코,glushenko,geulrusyenko
константинов,콘스탄티노프,konstantinov,konseutantinopeu
сати,사티,sati,sati
казанова,카자노바,kazanova,kajanoba
катанян,카타냔,katanyan,katanyan
зоя,조야,zoya,joya
кайдановская,카다노브스카야,kaydanovskaya,kadanobeuseukaya
зайцев,자이섹프,zaycev,jaisegpeu
коренев,코레네프,korenev,korenepeu
эдгард,예드가르트,edgard,yedeugareuteu
запашный,자파시니,zapashnyy,japasini
отари,오타리,otari,otari
квантришвили,크반트리슈빌리,kvantrishvili,keubanteurisyubilri
захарий,자하르,zahariy,jahareu
калашов,칼라쇼프,kalashov,kalrasyopeu
зацепин,잣세핀,zacepin,jassepin
равшана,랍샤나,ravshana,rabsyana
куркова,쿠르코바,kurkova,kureukoba
куличков,쿠리쵸브,kulichkov,kuricyobeu
зверев,슈베르브,zverev,syubereubeu
корчевников,코르체브니코프,korchevnikov,koreucebeunikopeu
киселёв,키셀료프,kiselyov,kiselryopeu
зеленский,젤렌스키,zelenskiy,jelrenseuki
кутепова,쿠테포바,kutepova,kutepoba
капков,캅코프,kapkov,kabkopeu
карамурза,카라무르자,karamurza,karamureuja
каниди,카니디,kanidi,kanidi
канторов,칸토로프,kantorov,kantoropeu
камша,캄샤,kamsha,kamsya
костюшкин,코스튜시킨,kostyushkin,koseutyusikin
земляникин,제믈랴니킨,zemlyanikin,jemeulryanikin
кухарешин,쿠하레신,kuhareshin,kuharesin
костин,코스틴,kostin,koseutin
лавроваглинка,라브로바글린카,lavrovaglinka,rabeurobageulrinka
карасёв,카라쇼프,karasyov,karasyopeu
косых,피에스트락,kosyh,pieseuteurag
косяков,코샤코프,kosyakov,kosyakopeu
клявер,클라이버,klyaver,keulraibeo
кнорре,크노레,knorre,keunore
олеговна,코발,olegovna,kobal
ладынин,라디닌,ladynin,radinin
ланская,란스카야,lanskaya,ranseukaya
лена,엘레나,lena,elrena
князева,키야제바,knyazeva,kiyajeba
лядова,랴도바,lyadova,ryadoba
маврина,마브리나,mavrina,mabeurina
лёвкин,레프킨,lyovkin,repeukin
лина,리나,lina,rina
кричман,크리취만,krichman,keuricwiman
левтова,레브토바,levtova,rebeutoba
михайлович,레,mihaylovich,re
лемох,모크,lemoh,mokeu
мазепин,마제핀,mazepin,majepin
лика,리카,lika,rika
кремер,크레메르,kremer,keuremereu
леонидов,레오니도프,leonidov,reonidopeu
майданов,마이다노프,maydanov,maidanopeu
брайан,브라이언,brayan,beuraieon
идову,이도우,idovu,idou
крюков,크류코프,kryukov,keuryukopeu
ильин,일린,ilin,ilrin
крылова,로바,krylova,roba
металлиди,메탈리디,metallidi,metalridi
лисовский,리솝스키,lisovskiy,risobseuki
маликова,말리코바,malikova,malrikoba
липницкая,리프니츠카야,lipnickaya,ripeuniceukaya
лихачёв,리카쵸프,lihachyov,rikacyopeu
максакова,막사코바,maksakova,magsakoba
мизулина,미줄리나,mizulina,mijulrina
колокольников,콜로콜니코프,kolokolnikov,kolrokolnikopeu
лисовец,리스보벳,lisovec,riseubobes
литвинович,리트비노비치,litvinovich,riteubinobici
лидия,리디야,lidiya,ridiya
милюзина,밀유지나,milyuzina,milyujina
милонов,밀로노프,milonov,milronopeu
малеванная,말레반나야,malevannaya,malrebannaya
агния,아그니야,agniya,ageuniya
всеволод,프세볼로트,vsevolod,peusebolroteu
шиловский,실롭스키,shilovskiy,silrobseuki
пересильд,페레실트,peresild,peresilteu
пегова,페고바,pegova,pegoba
михайлова,미카일로바,mihaylova,mikailroba
михайловская,미하일로브스카야,mihaylovskaya,mihailrobeuseukaya
гришина,그리시나,grishina,geurisina
сергеевна,미칼,sergeevna,mikal
михальчик,치크,mihalchik,cikeu
мишустин,미슈스틴,mishustin,misyuseutin
вячеславовна,페로,vyacheslavovna,pero
перова,바,perova,ba
пустовойтова,푸스토보이토바,pustovoytova,puseutoboitoba
маркина,마르키나,markina,mareukina
радугин,라두긴,radugin,radugin
песков,페스코프,peskov,peseukopeu
лионелла,리오넬라,lionella,rionelra
пырьева,스트리제노바,pyreva,seuteurijenoba
петренко,페트렌코,petrenko,peteurenko
пушкина,푸시키나,pushkina,pusikina
маршев,마르셰프,marshev,mareusyepeu
печерникова,페치니코바,pechernikova,pecinikoba
пехтин,페흐틴,pehtin,peheutin
игоревич,마트,igorevich,mateu
носов,노소프,nosov,nosopeu
плетнёв,플레트네프,pletnyov,peulreteunepeu
пирогов,키릴,pirogov,kiril
альфредович,피로고프,alfredovich,pirogopeu
мау,마우,mau,mau
ребров,레브로프,rebrov,rebeuropeu
писаренко,피사렌코,pisarenko,pisarenko
мороз,모로스,moroz,moroseu
оборин,오보린,oborin,oborin
оболдина,스트렐코바오볼디나,oboldina,seuteurelkobaoboldina
карен,카렌,karen,karen
ревва,레바,revva,reba
плучек,플루체크,pluchek,peulrucekeu
машная,마슈나야,mashnaya,masyunaya
окуневская,오쿠넵스카야,okunevskaya,okunebseukaya
повереннова,포베렌노바,poverennova,poberennoba
муромов,무로모프,muromov,muromopeu
розанова,노바,rozanova,noba
погодін,올레,pogodin,olre
георгійович,포고딘,georgiyovich,pogodin
рифтин,립틴,riftin,ribtin
погудин,뽀구진,pogudin,bbogujin
меняйло,메냐일로,menyaylo,menyailro
агата,아가테,agata,agate
муцениеце,무체니에체,muceniece,muceniece
плотников,플로트니코프,plotnikov,peulroteunikopeu
нинель,니넬,ninel,ninel
мышкова,미시코바,myshkova,misikoba
подкаминская,포드카민스카야,podkaminskaya,podeukaminseukaya
регина,레지나,regina,rejina
мянник,미얀크,myannik,miyankeu
сайко,사이코,sayko,saiko
алексеевна,멜니,alekseevna,melni
мельникова,코바,melnikova,koba
гела,겔라,gela,gelra
месхи,메스키,meshi,meseuki
месхиев,메스히예프,meshiev,meseuhiyepeu
рубцова,루츠소바,rubcova,ruceusoba
половцев,폴롭체프,polovcev,polrobcepeu
понасенков,포나센코프,ponasenkov,ponasenkopeu
ева,에바,eva,eba
польна,폴리나,polna,polrina
ротенберг,로텐베르크,rotenberg,rotenbereukeu
полунин,폴루닌,polunin,polrunin
всеволодовна,사네,vsevolodovna,sane
санаева,예바,sanaeva,yeba
рудова,루도바,rudova,rudoba
пономарёв,포노마료프,ponomaryov,ponomaryopeu
падучева,파두체바,paducheva,paduceba
рыбаков,리바코프,rybakov,ribakopeu
панов,파노프,panov,panopeu
парийский,파리스키,pariyskiy,pariseuki
рябков,럅코프,ryabkov,ryabkopeu
паршин,파신,parshin,pasin
савельев,사벨리예프,savelev,sabelriyepeu
почекин,포체킨,pochekin,pocekin
терёшина,테레시나,teryoshina,teresina
свиридова,스비리도바,sviridova,seubiridoba
пригожин,프리고진,prigozhin,peurigojin
семёнов,세묘노프,semyonov,semyonopeu
сагалова,사갈로바,sagalova,sagalroba
приёмыхов,프리이어코브,priyomyhov,peuriieokobeu
фомина,포미나,fomina,pomina
тихомиров,티호미로프,tihomirov,tihomiropeu
тихомирова,티호미로바,tihomirova,tihomiroba
числов,치슬로프,chislov,ciseulropeu
сергеева,세르게이바,sergeeva,sereugeiba
соседов,소세도프,sosedov,sosedopeu
фонда,폰다,fonda,ponda
чуйченко,추이첸코,chuychenko,cuicenko
марьяна,마리야나,maryana,mariyana
спивак,스피바크,spivak,seupibakeu
тодуа,토두아,todua,todua
ревекка,레베카,revekka,rebeka
фрумкина,프룸키나,frumkina,peurumkina
чонишвили,초니시빌리,chonishvili,conisibilri
георгиевич,추마,georgievich,cuma
чумаков,코프,chumakov,kopeu
толоконников,토로코니코프,tolokonnikov,torokonikopeu
михайловна,톨마,mihaylovna,tolma
толмачёва,체바,tolmachyova,ceba
токмакова,토크마코바,tokmakova,tokeumakoba
радий,라디,radiy,radi
хабиров,하비로프,habirov,habiropeu
стаханова,스타하노바,stahanova,seutahanoba
хазанова,카자노바,hazanova,kajanoba
роза,로자,roza,roja
хайруллина,하이룰리나,hayrullina,hairulrina
шакунов,샤쿠노프,shakunov,syakunopeu
шалаева,샬라예바,shalaeva,syalrayeba
торшин,토르신,torshin,toreusin
харламов,카라모프,harlamov,karamopeu
ильинична,토,ilinichna,to
тонева,네바,toneva,neba
зинаида,지나이다,zinaida,jinaida
шарко,샤르코,sharko,syareuko
стебунов,스테브노프,stebunov,seutebeunopeu
топилин,토필린,topilin,topilrin
симонов,시모노프,simonov,simonopeu
торкунов,토르쿠노프,torkunov,toreukunopeu
стычкин,스턱킨,stychkin,seuteogkin
симоньян,시모냔,simonyan,simonyan
троянова,트로야노바,troyanova,teuroyanoba
хилькевич,킬케비치,hilkevich,kilkebici
скулкина,스쿨키나,skulkina,seukulkina
стриженова,스트리제노바,strizhenova,seuteurijenoba
марианна,마리안나,marianna,marianna
шварцман,시바르츠만,shvarcman,sibareuceuman
супонев,수포네프,suponev,suponepeu
тумайкина,투마이키나,tumaykina,tumaikina
тютин,타이틴,tyutin,taitin
сутулова,수투로바,sutulova,suturoba
суханов,수하노프,suhanov,suhanopeu
цаликов,찰리코프,calikov,calrikopeu
суркова,수코바,surkova,sukoba
усатова,우사토바,usatova,usatoba
ульянова,울리야노바,ulyanova,ulriyanoba
устинова,유스티노바,ustinova,yuseutinoba
смоляков,야코프,smolyakov,yakopeu
альберт,알베르트,albert,albereuteu
тавхелидзе,타브헬리제,tavhelidze,tabeuhelrije
олегович,타바,olegovich,taba
табакова,코바,tabakova,koba
ян,얀,yan,yan
цапник,트삽닉,capnik,teusabnig
цурило,트리로,curilo,teuriro
суходрев,수호드레프,suhodrev,suhodeurepeu
федотов,페도토프,fedotov,pedotopeu
чеважевский,체바제프스키,chevazhevskiy,cebajepeuseuki
федорцов,페도르츠프,fedorcov,pedoreuceupeu
гавриловна,페드,gavrilovna,pedeu
федункив,커브,fedunkiv,keobeu
шпорт,시포르트,shport,siporeuteu
ташков,타시코프,tashkov,tasikopeu
тараторкин,타라토르킨,taratorkin,taratoreukin
шпица,시피차,shpica,sipica
владас,블라다스,vladas,beulradaseu
ласицкас,라시츠카스,lasickas,rasiceukaseu
фатеева,파테에바,fateeva,pateeba
шубина,슈비나,shubina,syubina
шукшина,슈크시나,shukshina,syukeusina
хельга,헬가,helga,helga
филиппова,필리포바,filippova,pilripoba
шуранова,슈라노바,shuranova,syuranoba
юнгвальдхилькевич,윤그발트힐케비치,yungvaldhilkevich,yungeubalteuhilkebici
чинарёв,차이나우프,chinaryov,cainaupeu
чиповская,치폽스카야,chipovskaya,cipobseukaya
козырева,코지레바,kozyreva,kojireba
якушев,야쿠셰프,yakushev,yakusyepeu
яновская,야노브스카야,yanovskaya,yanobeuseukaya
орешкин,오레시킨,oreshkin,oresikin
этери,에테리,eteri,eteri
тутберидзе,투트베리제,tutberidze,tuteuberije
гордей,고르데이,gordey,goreudei
горшков,고르시코프,gorshkov,goreusikopeu
яценко,야첸코,yacenko,yacenko
ясулович,야술로비치,yasulovich,yasulrobici
северный,세버니,severnyy,sebeoni
аршинов,아르시노프,arshinov,areusinopeu
требунская,트레분스카야,trebunskaya,teurebunseukaya
заболотный,자볼로트니,zabolotnyy,jabolroteuni
чемезов,체메조프,chemezov,cemejopeu
чигвинцев,치그빈테프,chigvincev,cigeubintepeu
шарипова,샤리포바,sharipova,syaripoba
любич,루빅,lyubich,rubig
самойлова,사모일로바,samoylova,samoilroba
новосельцев,노보셀체프,novoselcev,noboselcepeu
хабибулло,하비불로,habibullo,habibulro
абдусаматов,압두사마토프,abdusamatov,abdusamatopeu
полякова,폴랴코바,polyakova,polryakoba
щиголев,쉬골레프,shchigolev,swigolrepeu
попова,포포바,popova,popoba
далер,달레르,daler,dalrereu
кузяев,쿠자예프,kuzyaev,kujayepeu
кахнович,카흐노비치,kahnovich,kaheunobici
восток,보스토크,vostok,boseutokeu
ивахненко,이바흐넨코,ivahnenko,ibaheunenko
коул,콜,koul,kol
гарий,가리,gariy,gari
дементьев,데멘티예프,dementev,dementiyepeu
доценко,츠코,docenko,ceuko
газинский,가진스키,gazinskiy,gajinseuki
даниэл,다니엘,daniel,daniel
кузьмин,쿠즈민,kuzmin,kujeumin
комаров,코마로프,komarov,komaropeu
ливанова,리바노바,livanova,ribanoba
лодыгин,로디긴,lodygin,rodigin
лаптев,랍테프,laptev,rabtepeu
коляда,콜야다,kolyada,kolyada
максимова,막시모바,maksimova,magsimoba
головин,골로빈,golovin,golrobin
уколова,우쿨로바,ukolova,ukulroba
фалалеева,팔랄레예바,falaleeva,palralreyeba
крючкова,크리우치코바,kryuchkova,keuriucikoba
васьянов,바시야노프,vasyanov,basiyanopeu
железняк,젤레즈냐크,zheleznyak,jelrejeunyakeu
эдвард,에드워드,edvard,edeuweodeu
сноуден,스노든,snouden,seunodeun
фам,패밀리,fam,paemilri
варвара,바르바라,varvara,bareubara
флинк,플린크,flink,peulrinkeu
фальков,팔코프,falkov,palkopeu
макар,마카르,makar,makareu
запорожский,자포로스키,zaporozhskiy,japoroseuki
подгаевский,포드가에브스키,podgaevskiy,podeugaebeuseuki
шеврин,셰브린,shevrin,syebeurin
мамун,마문,mamun,mamun
карлов,카를로프,karlov,kareulropeu
сокити,니시야마,sokiti,nisiyama
нисияма,소키치,nisiyama,sokici
могилевец,모길레베츠,mogilevec,mogilrebeceu
рыболовлева,리볼로블레바,rybolovleva,ribolrobeulreba
бычков,비치코프,bychkov,bicikopeu
миранчук,미란추크,miranchuk,mirancukeu
прохор,프로코르,prohor,peurokoreu
шаляпин,샬리아핀,shalyapin,syalriapin
олюнин,올류닌,olyunin,olryunin
колясева,콜랴세바,kolyaseva,kolryaseba
аксёнов,악쇼노프,aksyonov,agsyonopeu
мигран,미흐란,migran,miheuran
арутюнян,하루튜냔,arutyunyan,harutyunyan
трегубов,니키타,tregubov,nikita
поклонская,포클론스카야,poklonskaya,pokeulronseukaya
котюков,코튜코프,kotyukov,kotyukopeu
туренко,투렌코,turenko,turenko
ладюк,라디욱,ladyuk,radiug
натали,나탈리,natali,natalri
джоя,지오이아,dzhoya,jioia
попков,폽코프,popkov,pobkopeu
айо,아이조,ayo,aijo
бенес,베네스,benes,beneseu
павленский,파블렌스키,pavlenskiy,pabeulrenseuki
бородай,보로다이,boroday,borodai
лайла,라일라,layla,railra
третиков,트레티코프,tretikov,teuretikopeu
абдулрашид,아브둘라시트,abdulrashid,abeudulrasiteu
шульман,슐만,shulman,syulman
виталик,비탈리크,vitalik,bitalrikeu
бутерин,부테린,buterin,buterin
шарапов,샤라포프,sharapov,syarapopeu
паулина,파울리나,paulina,paulrina
рублёв,루블료프,rublyov,rubeulryopeu
хориняк,호리냑,horinyak,horinyag
рукавицын,루카비친,rukavicyn,rukabicin
сысоева,시소예바,sysoeva,sisoyeba
борщёва,보르시요바,borshchyova,boreusiyoba
алекс,알렉스,aleks,alregseu
саша,사샤,sasha,sasya
лусс,루스,luss,ruseu
пушилин,푸쉴린,pushilin,puswilrin
исхакович,이스하코비치,ishakovich,iseuhakobici
мустафин,무스타핀,mustafin,museutapin
григорьева,그리고리예바,grigoreva,geurigoriyeba
аслан,아슬란,aslan,aseulran
карацев,카라체프,karacev,karacepeu
дудаков,두다코프,dudakov,dudakopeu
ильзат,일자트,ilzat,iljateu
ахметов,아흐메토프,ahmetov,aheumetopeu
шишкова,쉬스코바,shishkova,swiseukoba
бортич,보르티치,bortich,boreutici
алексеенко,알렉센코,alekseenko,alregsenko
давит,다비트,davit,dabiteu
чакветадзе,차크베타제,chakvetadze,cakeubetaje
щербинин,스케르빈,shcherbinin,seukereubin
рыжанова,리자노바,ryzhanova,rijanoba
катерина,카테리나,katerina,katerina
тихонова,티호노바,tihonova,tihonoba
спиридонович,스피리도노비치,spiridonovich,seupiridonobici
зеленская,엘레나,zelenskaya,elrena
эмильевна,젤렌스카야,emilevna,jelrenseukaya
богданов,빅토로,bogdanov,bigtoro
чупков,춥코프,chupkov,cubkopeu
пименова,피메노바,pimenova,pimenoba
аввакумова,아바쿠모바,avvakumova,abakumoba
бида,비다,bida,bida
халмурзаев,할무르자예프,halmurzaev,halmureujayepeu
абдулманап,아브둘마나프,abdulmanap,abeudulmanapeu
семенчук,세멘트츄크,semenchuk,sementeucyukeu
гаэль,가엘,gael,gael
ондуа,온두아,ondua,ondua
светаков,스베타코프,svetakov,seubetakopeu
колесов,콜레소브,kolesov,kolresobeu
жвакин,즈바킨,zhvakin,jeubakin
соловкин,솔롭킨,solovkin,solrobkin
вороненков,보로넨코프,voronenkov,boronenkopeu
вита,비타,vita,bita
сидоркина,시도르키나,sidorkina,sidoreukina
кауфман,카우프만,kaufman,kaupeuman
воронцова,보론초바,voroncova,boroncoba
эмилия,예밀리야,emiliya,yemilriya
слабунова,슬라부노바,slabunova,seulrabunoba
беляков,벨랴코프,belyakov,belryakopeu
гузель,구젤,guzel,gujel
яхина,야히나,yahina,yahina
кристиан,크리스티안,kristian,keuriseutian
костов,코스토프,kostov,koseutopeu
мирзоев,미르조예프,mirzoev,mireujoyepeu
чепурченко,체푸르첸코,chepurchenko,cepureucenko
соня,소냐,sonya,sonya
страхов,스트라호프,strahov,seuteurahopeu
азамат,아자마트,azamat,ajamateu
мусагалиев,무사갈리예프,musagaliev,musagalriyepeu
черкасов,체르카소프,cherkasov,cereukasopeu
сергачёв,세르가초프,sergachyov,sereugacopeu
петрухин,페트루킨,petruhin,peteurukin
павлова,파블로바,pavlova,pabeulroba
попко,폽코,popko,pobko
юлдус,율두스,yuldus,yulduseu
бахтиозина,박시지나,bahtiozina,bagsijina
топольницкая,토폴니츠카야,topolnickaya,topolniceukaya
поспелова,포스펠로바,pospelova,poseupelroba
рыков,리코프,rykov,rikopeu
летучая,레트차야,letuchaya,reteucaya
найшуллер,나이슐레르,nayshuller,naisyulrereu
даша,다샤,dasha,dasya
чаруша,차루샤,charusha,carusya
зелимхан,젤림한,zelimhan,jelrimhan
хаджиев,하지예프,hadzhiev,hajiyepeu
фургал,푸르갈,furgal,pureugal
ильдар,일다르,ildar,ildareu
дадин,다딘,dadin,dadin
коробов,코로보프,korobov,korobopeu
шамалов,샤말로프,shamalov,syamalropeu
горбачёва,고르바초바,gorbachyova,goreubacoba
митюшина,미투시나,mityushina,mitusina
шикшин,식신,shikshin,sigsin
французова,프란추조바,francuzova,peurancujoba
сидаков,시다코프,sidakov,sidakopeu
марголин,마골린,margolin,magolrin
нателла,나텔라,natella,natelra
крапивина,크라피비나,krapivina,keurapibina
константиновна,판필,konstantinovna,panpil
панфилова,로바,panfilova,roba
загитова,자기토바,zagitova,jagitoba
тамерлан,타메를란,tamerlan,tamereulran
башаев,바샤예프,bashaev,basyayepeu
голополосов,골로폴로소프,golopolosov,golropolrosopeu
большунов,볼슈노프,bolshunov,bolsyunopeu
зиничев,예브게니,zinichev,yebeugeni
мэддисон,매디슨,meddison,maediseun
стародубец,스타로두베츠,starodubec,seutarodubeceu
решетова,레시토바,reshetova,resitoba
евгеньев,예브게니예프,evgenev,yebeugeniyepeu
матыцин,마티친,matycin,maticin
карпова,나데즈다,karpova,nadejeuda
александровская,알렉산드롭스카야,aleksandrovskaya,alregsandeurobseukaya
грикайте,그리카이테,grikayte,geurikaite
рада,라다,rada,rada
алиханов,알리하노프,alihanov,alrihanopeu
зак,자크,zak,jakeu
алешковский,알레시콥스키,aleshkovskiy,alresikobseuki
абрамченко,아브람첸코,abramchenko,abeuramcenko
прусикин,프루시킨,prusikin,peurusikin
уткин,웃킨,utkin,uskin
грудинин,그루디닌,grudinin,geurudinin
заур,자우르,zaur,jaureu
угуев,우구예프,uguev,uguyepeu
артем,아르,artem,areu
аншелес,템샬레,ansheles,temsyalre
жидко,짓코,zhidko,jisko
щербакова,셰르바코바,shcherbakova,syereubakoba
самсонов,삼소노프,samsonov,samsonopeu
эльдар,옐다르,eldar,yeldareu
джарахов,자라호프,dzharahov,jarahopeu
шефлер,셰플레르,shefler,syepeulrereu
кензо,켄조,kenzo,kenjo
албуров,알부로프,alburov,alburopeu
фархад,파르하트,farhad,pareuhateu
фаткуллин,팟쿨린,fatkullin,paskulrin
надиршах,나디르,nadirshah,nadireu
хачилаев,하칠라예프,hachilaev,hacilrayepeu
клинаев,클리네프,klinaev,keulrinepeu
добрушина,도브루시나,dobrushina,dobeurusina
бутина,부티나,butina,butina
килимник,킬림니크,kilimnik,kilrimnikeu
косторная,코스토르나야,kostornaya,koseutoreunaya
трусова,트루소바,trusova,teurusoba
шкирандо,시키란도,shkirando,sikirando
поперечный,포페레치니,poperechnyy,poperecini
платошкин,플라토시킨,platoshkin,peulratosikin
корнильева,코닐리에바,kornileva,konilrieba
кувшинов,쿠프시노프,kuvshinov,kupeusinopeu
грачёва,그라초바,grachyova,geuracoba
навальная,나발나야,navalnaya,nabalnaya
пасечник,파세츠니크,pasechnik,paseceunikeu
севак,세바크,sevak,sebakeu
ханагян,카나갼,hanagyan,kanagyan
найфонов,나이포노프,nayfonov,naiponopeu
горбунов,고르부노프,gorbunov,goreubunopeu
горячева,고랴체바,goryacheva,goryaceba
бойкова,보이코바,boykova,boikoba
могилко,모길코,mogilko,mogilko
хусяйнова,후샤이노바,husyaynova,husyainoba
сорокина,소로킨,sorokina,sorokin
агеев,에이에프,ageev,eiepeu
гевонд,게본트,gevond,gebonteu
андреасян,안드레아시안,andreasyan,andeureasian
походаев,포코도브,pohodaev,pokodobeu
садики,사디키,sadiki,sadiki
ендальцев,엔달트세프,endalcev,endalteusepeu
хрипунов,크리푸노프,hripunov,keuripunopeu
пакарина,파카리나,pakarina,pakarina
клим,클림,klim,keulrim
поплавский,포플라프스키,poplavskiy,popeulrapeuseuki
романович,브리야코비치,romanovich,beuriyakobici
борматов,보마토프,bormatov,bomatopeu
алексис,알렉시스,aleksis,alregsiseu
рабен,라벤,raben,raben
хоркин,코르킨,horkin,koreukin
аксёненко,악세넨코,aksyonenko,agsenenko
федорович,페도로비치,fedorovich,pedorobici
дубинина,두비니나,dubinina,dubinina
моргенштерн,모르겐시테른,morgenshtern,moreugensitereun
блиновская,옐레나,blinovskaya,yelrena
золотарёв,졸로타레프,zolotaryov,jolrotarepeu
маловичко,말로비치코,malovichko,malrobiciko
текслер,텍슬레르,teksler,tegseulrereu
кошкина,코시키나,koshkina,kosikina
голунов,골루노프,golunov,golrunopeu
ида,이다,ida,ida
мишкин,미시킨,mishkin,misikin
чипиженко,치티첸코,chipizhenko,citicenko
камила,카밀라,kamila,kamilra
валиева,발리예바,valieva,balriyeba
махмудали,마흐무트알리,mahmudali,maheumuteualri
калиматов,칼리마토프,kalimatov,kalrimatopeu
жданов,즈다노프,zhdanov,jeudanopeu
грета,그레타,greta,geureta
ониогу,오니우고우,oniogu,oniugou
сидоркова,이리나,sidorkova,irina
антоновна,시도르코바,antonovna,sidoreukoba
куляк,쿨리악,kulyak,kulriag
таюрская,타유르스카야,tayurskaya,tayureuseukaya
любимова,류비모바,lyubimova,ryubimoba
зиновьев,지노비에프,zinovev,jinobiepeu
максут,막수트,maksut,magsuteu
шадаев,샤다예프,shadaev,syadayepeu
котяков,코탸코프,kotyakov,kotyakopeu
хромых,크로미크,hromyh,keuromikeu
евдокимов,예브도키모프,evdokimov,yebeudokimopeu
пожарская,포자스카야,pozharskaya,pojaseukaya
курпатов,쿠르파토프,kurpatov,kureupatopeu
митрошина,알렉산드라,mitroshina,alregsandeura
верходанов,베르호다노프,verhodanov,bereuhodanopeu
осипова,오시포바,osipova,osipoba
батыргазиев,바티르가지예프,batyrgaziev,batireugajiyepeu
стася,스타샤,stasya,seutasya
милославская,밀로슬랍스카야,miloslavskaya,milroseulrabseukaya
дора,도라,dora,dora
алибек,알리베크,alibek,alribekeu
качмазов,카치마조프,kachmazov,kacimajopeu
началов,나찰로프,nachalov,nacalropeu
годин,고딘,godin,godin
кривоногих,크리보노기흐,krivonogih,keuribonogiheu
валериан,발레리안,valerian,balrerian
русанов,루사노프,rusanov,rusanopeu
певчих,펩치흐,pevchih,pebciheu
драгунов,드라아구우노프,dragunov,deuraaguunopeu
вероника,베로니카,veronika,beronika
жилина,질리나,zhilina,jilrina
львовабелова,리보바벨로바,lvovabelova,ribobabelroba
гасанова,가사노바,gasanova,gasanoba
захарян,자하랸,zaharyan,jaharyan
маякин,마야킨,mayakin,mayakin
ракова,라코바,rakova,rakoba
лютова,류토바,lyutova,ryutoba
ступин,스투핀,stupin,seutupin
курт,쿠르트,kurt,kureuteu
данилюк,다닐류크,danilyuk,danilryukeu
палий,팔리지,paliy,palriji
колесников,콜레스니코프,kolesnikov,kolreseunikopeu
митяев,미티아예프,mityaev,mitiayepeu
овсянникова,옵샨니코바,ovsyannikova,obsyannikoba
сухарев,세르게이,suharev,sereugei
мордвичев,안드레이,mordvichev,andeurei
баулина,보울리나,baulina,boulrina
глазунов,글라주노프,glazunov,geulrajunopeu
левиев,레비예프,leviev,rebiyepeu
шаведдинов,샤베디노프,shaveddinov,syabedinopeu
журавлёв,주라블료프,zhuravlyov,jurabeulryopeu
куприн,안톤,kuprin,anton
валериевич,쿠프린,valerievich,kupeurin
креслина,크레슬리나,kreslina,keureseulrina
просвирнин,프로스비르닌,prosvirnin,peuroseubireunin
щеглов,셰글로프,shcheglov,syegeulropeu
дугина,두기나,dugina,dugina
колобова,콜로보바,kolobova,kolroboba
пригожина,프리고지나,prigozhina,peurigojina
виолетта,비올레타,violetta,biolreta
никитин,니키틴,nikitin,nikitin
абу,아부,abu,abu
нурадин,누라딘,nuradin,nuradin
рустамов,루스타모프,rustamov,ruseutamopeu
горячев,고랴체프,goryachev,goryacepeu
дунцова,둔초바,duncova,duncoba
штефан,슈테판,shtefan,syutepan
чекалов,체칼로프,chekalov,cekalropeu
алдонина,알도니나,aldonina,aldonina
российскоэстонские,에스토니아러시아,rossiyskoestonskie,eseutoniareosia
германороссийские,독일러시아,germanorossiyskie,dogilreosia
российскотурецкие,러시아터키,rossiyskotureckie,reosiateoki
российскогреческие,그리스러시아,rossiyskogrecheskie,geuriseureosia
краснодарский,크라스노다르,krasnodarskiy,keuraseunodareu
алтайский,알타이,altayskiy,altai
приморский,프리모르스키,primorskiy,peurimoreuseuki
красноярский,크라스노야르스크,krasnoyarskiy,keuraseunoyareuseukeu
забайкальский,자바이칼,zabaykalskiy,jabaikal
вытегра,비테그라,vytegra,bitegeura
центральный,예카테린부르크,centralnyy,yekaterinbureukeu
стадион,중앙경기장,stadion,junganggyeonggijang
ставропольский,스타브로폴,stavropolskiy,seutabeuropol
эвенки,예벤키족,evenki,yebenkijog
хабаровский,하바롭스크,habarovskiy,habarobseukeu
пермский,페름,permskiy,pereum
вконтакте,브이콘탁트,vkontakte,beuikontagteu
