krzysztof,克日什托夫
birkholc,比尔克霍尔茨
iskowicz,伊斯克维茨
proć,普罗奇
jurek,尤里克
bogajewicz,博加耶维茨
chmielowski,赫梅洛夫斯基
isaak,伊萨克
lenczowski,兰泽斯基
gustaw,古斯塔夫
herlinggrudziński,赫林格鲁津斯基
icchak,伊扎克
cukierman,祖克曼
gajcy,加伊齐
matyjaszek,马蒂亚谢克
błęckakolska,布文茨卡科尔斯卡
deląg,德朗柯
żurawlew,茹拉夫莱夫
andrejew,安德烈耶夫
krahelska,克拉赫尔斯卡
chruściński,克鲁斯辛斯基
uklański,乌兰斯基
sawczuk,萨夫丘克
kamler,卡姆勒
lutkiewicz,卢特凯维奇
gwido,圭多
langer,朗格尔
zawieyski,扎维耶斯基
jablonski,贾布隆斯基
cygan,西根
hollender,霍伦德
iwaszkiewiczrudoszański,伊瓦什凯维奇鲁多斯扎尼斯基
afanasjew,阿法纳斯杰夫
górska,古尔斯卡
hoppen,霍彭
korowicz,克洛维奇
łukomska,乌科姆斯卡
bielska,别尔斯卡
brzoza,布若扎
cękalski,切卡尔斯基
berthold,贝特霍尔德
stein,史坦
legutko,勒古科
karina,卡琳娜
szafrańska,萨夫兰斯卡
sarah,萨拉
pitkowski,皮特科夫斯基
maryańska,玛莉安斯卡
ihor,伊戈尔
ševčenko,舍甫琴科
ines,伊内斯
cudna,库德纳
kołbasiuk,科尔巴苏克
szylling,西勒宁
langner,朗纳
piskor,匹斯考
czeszejkosochacki,切谢伊科索哈茨基
żymełka,日梅乌卡
cieplucha,西普鲁查
seweryna,塞韦瑞娜
broniszówna,布罗尼舒娜
wadim,瓦迪姆
brodski,布罗德斯基
buchowski,布霍夫斯基
beatrycze,亚拉冈的伊莎贝拉
boscamplasopolski,博斯卡姆普拉索波尔斯基
naftali,纳夫塔利
botwin,博特温
branicki,布拉尼茨基
prószyński,普罗申斯基
lejzor,伊利亚
szrajbman,什拉杰布曼
jurij,尤里
szatałow,沙塔洛夫
pantaleon,潘塔莱昂
szyndler,辛德勒
szalawski,萨拉夫斯基
dżigan,吉甘
szmigielówna,斯米吉洛娜
walicki,瓦利奇
jungowska,朱隆高斯卡
baumgart,鲍姆加尔特维坦
kudelski,库德尔斯基
herman,赫尔曼
lieberman,列贝尔曼
molęda,莫伦达
iwo,伊沃
byczewski,比切夫斯基
janowska,贾诺斯卡
pełka,克拉科夫主教佩乌卡
jastrun,雅斯特伦
sażycz,萨希奇
poniatowski,波尼亚托夫斯基
st,圣
ala,阿拉
gertner,格特纳
janotha,亚诺萨
wrocławski,弗罗茨瓦夫斯基
pomian,波米安
wisłocki,维斯沃基
szymkowiak,希姆科维亚克
rudnicki,鲁德尼茨基
pański,潘斯基
kersten,克斯滕
pisar,皮萨尔
kita,基塔
paczkowski,帕兹科夫斯基
szacki,萨基
młodożeniec,莫洛多尼采克
hyła,海拉
kwapiński,克瓦平斯基
stanisławski,斯坦尼斯瓦夫斯基
kłoczowski,克沃茨基
starzak,斯塔扎克
wołłejko,沃乌韦科
iwański,伊万斯基
broniewska,布罗涅夫斯卡
weronika,维罗妮卡
rosati,罗萨蒂
dałkowska,达乌科夫斯卡
boberek,波贝雷克
nieniewski,涅涅夫斯基
jankiel,扬凯尔
wiernik,维尔尼克
brzeżańska,布热赞斯卡
leszczyńska,莱什琴斯卡
piskorski,皮斯科尔斯基
warchulska,瓦丘尔斯卡
łochowska,洛克维斯卡
żółkowska,佐尔科夫斯卡
tazbir,塔兹比尔
piechociński,皮耶霍钦斯基
kotulanka,科图兰卡
dąbal,冬巴尔
jeljaszewicz,杰尔贾斯朱维奇
szczypińska,什奇平斯卡
szymczewska,希姆切夫斯卡
wagner,瓦格纳
aldona,阿尔多纳
wos,沃斯
wyka,维卡
brystiger,布莱斯泰格
borejsza,波列伊沙
krukówna,克鲁科纳
etel,埃特尔
domaradzki,多马拉兹斯基
waloszek,瓦洛塞克
boguski,博古斯基
alexandra,亚历山德拉
nice,尼斯
flisykowski,弗里斯科维斯基
dumała,杜马拉
ziemiałkowski,齐米亚寇斯基
pietrzak,彼恰克
zającówna,扎永楚夫娜
ziętek,兹代克
zięciowska,泽西沃斯卡
cała,卡拉
biernat,比尔纳特
polk,波尔克
idźkowski,伊兹科夫斯基
targowski,塔戈夫斯基
markowski,马尔科夫斯基
galla,盖拉
słobodnik,斯沃博德尼克
czartoryska,恰尔托雷斯卡
sokorski,索科尔斯基
kuryluk,库雷卢克
szenwald,申瓦尔德
kunert,库纳特
pieczyński,皮克齐因斯基
kaszlinska,卡什琳斯卡娅
ziemski,杰姆斯基
bruski,布鲁斯基
barcikowski,巴尔奇科夫斯基
strug,斯特鲁格
troński,特隆斯基
kujawa,库贾瓦
wawrzyk,沃瑞兹克
popowska,波波夫斯卡
szejna,舍伊纳
cymmerman,菜梅曼
kaczor,卡采索
romantowska,罗曼拖拉斯卡
gornostaj,戈尔诺斯塔伊
piwarski,皮瓦尔斯基
kalata,卡拉塔
todorczuk,托多丘克佩尔丘奇
smolańczuk,斯莫兰楚克
zakrzewski,扎科泽夫斯基
vetulani,维图拉尼
zembaty,泽巴蒂
globisz,古罗比斯基
prich,普利希
reiff,里夫
wapiński,沃平斯基
korbońska,科邦斯卡
ka,卡
ihnatowicz,伊纳托维奇
danilewicz,丹尼莱维茨
radzio,瑞茨欧
kuropatwiński,库罗帕特温斯基
bartelski,巴特尔斯基
marzyński,马尔钦斯基
gondek,贡德克
grünberg,格林贝格
labuda,拉巴达
podhorodecki,波德赫罗德茨基
moczygemba,莫奇根巴
łabędź,拉培兹
barański,巴拉恩斯基
dubois,杜博伊斯
jędryka,耶德里卡
wawrzecki,瓦兹卡奇
bromski,博朗姆斯基
mackiewicz,麦基维奇
obertyn,奥别尔京
nałęcki,纳莱茨基
kydryński,基德林斯基
andrysiak,安德里斯亚克
miedzatomaszewski,梅扎托马谢夫斯基
stachowiak,斯塔霍维亚克
kiedrzyński,基耶真斯基
kopeć,科佩奇
ciężki,切斯基
horwitz,瓦雷基
ładoś,瓦多什
flukowski,弗鲁科夫斯基
priwieziencew,普里维耶泽切夫
rogacewicz,罗加塞维茨
sylwester,塞尔韦斯特
struszyński,斯特鲁申斯基
gietner,盖特纳
brodzki,布罗兹基
popławska,波夫斯卡
niklińska,尼克林斯卡
śliwiak,希利维亚克
rocki,洛基
kazanecki,卡扎涅吉
gajewski,加耶夫斯基
micuta,米祖塔
sulimierski,苏利米尔斯基
sulimirski,苏利米尔斯基
marczewska,玛索丝嘉
karolak,卡罗拉克
kamusella,卡穆塞拉
okołowicz,奥科沃维奇
bieńkowski,比恩科夫斯基
kościukiewicz,科希丘凯维奇
lesiewicz,列谢维奇
schütz,许兹
sapryk,萨普里克
baranowski,巴拉诺夫斯基
dzierżykrajmorawski,齐尔日克拉伊莫拉夫斯基
bartyzel,巴特佐
wojciechowska,沃伊切霍斯卡
winiarska,温尼亚斯卡
bąbiński,邦宾斯基
ziarnik,扎尔尼克
giersz,盖尔斯
wyszyńska,维申斯卡
bikont,比孔特
wilczyńskaszalawska,维尔琴斯卡萨劳斯卡
kidawabłońska,基达瓦布翁斯卡
zadara,扎达拉
czapliński,恰普林斯基
szpak,舒巴克
wisniowski,维斯尼奥斯
kozaczuk,科萨丘克
abradab,阿布拉达布
klimaszewski,克里曼斯谢夫斯基
wejtko,韦特科
wiszniewski,威斯妮斯基
bossak,波萨克
ciepielewska,齐皮勒夫斯卡
zbrojewicz,兹布罗邹维奇
mühlstein,穆赫尔斯泰因
spieralski,斯皮拉尔斯基
baniecka,班尼叶卡
barlicki,巴尔利茨基
jordan,乔丹
soliman,索利曼
bryg,布赖格
kirkorkiedroniowa,格拉布斯卡
leśniowska,莱斯妮奥斯卡
hutyra,胡提拉
osman,欧斯曼
achmatowicz,阿奇玛托维奇
chudy,楚迪
wielomski,维洛姆斯基
domalik,多马利克
krylik,克里克
mitzner,米兹纳
grembowicz,格伦博维奇
halicki,哈利茨基
janusiak,贾努西亚克
dłuska,杜斯卡
dobiesław,杜别斯瓦
tomecki,托梅茨基
dubrawska,杜布拉夫斯卡
nogal,诺加尔
młodnicki,莫德尼基
kotkowski,科他科斯基
woronowicz,沃诺维茨
herbst,赫布斯特
hegel,黑格尔
haupe,霍普
asja,阿斯娅
łamtiugina,拉姆蒂乌吉娜
apostolakis,阿波斯托拉基斯
ochalik,奥查利克
fajlhauer,法伊尔豪尔
poniedzielski,波尼德斯基
sass,萨斯
pecślesicka,佩奇莱斯莱卡
kaczorowska,卡克佐罗斯卡
kobus,科布斯扎沃伊斯卡
kalczyńska,卡尔钦斯卡
suchora,萨奇沃拉
pilaszewska,皮拉谢夫斯卡
żulewska,茹乌列夫斯卡
porczyk,波尔奇克
such,沙赫
brygida,布吕吉达
turowska,图洛夫斯卡
oberc,奥伯克
powierza,波维莎
studniak,斯图德尼亚克
wendzikowska,温兹科沃斯卡
cyprian,西普里安
odorkiewicz,奥多尔基耶维奇
zalewska,扎列夫斯卡
drojewski,德罗耶夫斯基
hanaoka,花冈
kuczeriszka,库切里什卡
bodo,博多
kox,考克斯
miecugow,米库久夫
warchoł,沃霍尔
czykier,茨基尔
bogumił,博格米尔
godfrejów,戈弗雷乔
chrzanowska,赫扎诺夫斯基
skoczyńska,斯戈贞斯加
kinderkiss,金德基斯
audykowska,奥迪科夫斯卡
leśnodorski,列斯诺多尔斯基
jakubowski,雅库博夫斯基
wyrodek,维罗德克
pender,潘德
jakubik,雅库比克
kuzykflorczak,库兹克弗洛尔扎克
siastacz,西亚斯塔茨
odija,奥迪亚
ogrodnik,奥格罗德尼克
telega,特莱加
łętowska,桑托夫斯卡
donatan,多娜坦
perl,佩尔
leitgeber,莱特盖贝尔
andrzejczak,安杰伊恰克
naruszewicz,纳鲁谢维奇
terakowska,特雷科斯卡
rena,雷娜
rolska,罗尔斯卡
michałek,米哈莱克
górski,戈尔斯基
duszeńko,杜申科
wabich,瓦比希
kajdański,卡伊丹斯基
telus,泰卢斯
ząbecki,赞别斯基
piwowarski,皮沃瓦斯基
cieszyński,切申斯基
lipko,利普科
maserak,马塞拉克
kaźmierczak,卡兹米尔查克
wilkanowicz,维尔卡诺维奇
karczewski,卡尔切夫斯基
stefania,斯蒂芬妮娅
wilczyńska,维尔钦斯基
chęciński,趣肯斯金
barwiński,巴尔维斯基
dziki,德齐基
nawrocki,纳夫罗茨基
petru,彼得鲁
kuźnik,库茨尼克
lenartowicz,莱纳托维奇
obłoza,奥布洛萨
kierocińska,凯罗钦斯卡
mrozowski,罗佐斯基
borkowy,博科维
dedek,戴德克
petkiewicz,佩特凯维奇
tadek,塔德克
birek,博雷克
kozłowicz,科兹洛维奇
marzecki,马热茨基
duryasz,杜里亚斯
mandes,曼德斯
salmonowicz,萨尔莫诺维奇
grochowski,格罗霍夫斯基
sosnowski,索斯诺夫斯基
bradecki,布拉德基
chomicki,霍米茨基
krzemiński,克热明斯基
tyndyk,泰迪克
steciuk,斯蒂乔克
mecwaldowski,麦克瓦尔达斯基
machnicki,马赫尼基
paszkowski,帕斯科夫斯基
tytus,蒂图斯
woyciechowski,沃伊切霍夫斯基
sadurski,萨杜尔斯基
niderhaus,尼德豪斯
szymborski,申博尔斯基
okoń,奥孔
apostolakisgluziński,阿波斯托拉基斯格卢津斯基
chajzer,查泽尔
frankiewicz,弗朗基维茨
pawlicki,鲍里克基
heromiński,海罗明斯基
garlicki,加里克奇
budka,布德卡
hercok,赫尔柯克
nowakowska,诺瓦科沃斯卡
płoszajski,普洛萨伊斯基
palkowski,帕勒科斯基
ilona,伊洛娜
kuśmierska,库希梅尔斯卡
kucińska,库钦斯卡
bartyla,巴尔蒂拉
suszyński,苏辛斯基
wittmichałowski,威特米查罗斯基
smoleński,斯莫伦斯基
górak,格拉克
wasiak,瓦斯亚克
jankrzysztof,扬克日什托夫
popek,波普克
fornalczyk,福纳尔科齐克
horzonkówna,霍尔佐内克约凯尔
wszołkówna,维索科沃娜
sell,塞尔
czarzasty,沙扎斯蒂
kuna,库纳
stankowski,斯坦科夫斯基
teleżyńska,德蕾欣丝卡
potoroczyn,波托罗钦
browkin,布罗夫金
borcuch,鲍勒祖赫
kuźniar,库兹尼亚尔
gadomski,加多姆斯基
sturlis,斯图利斯
bończyk,邦奇克
braciak,布雷西亚克
różalski,罗扎尔斯基
kaspszyk,卡斯普契克
czaputowicz,恰普托维奇
kamień,卡米恩
król,克洛尔
piłsudska,比瑟斯加
haecker,海克
baumann,鲍曼
różańska,罗萨斯卡
matysiak,马蒂萨克
paszkowska,帕斯科夫斯卡
kopczyński,科普琴斯基
koprowicz,科普若瓦兹
jagna,亚格娜
janicka,亚尼茨卡
szydłowski,塞德洛斯基
antoniszczak,安东尼什扎克
lusiński,卢森斯基
popiwczak,波皮夫恰克
purchla,佩夏拉
aleksandrowiczkrasko,克拉斯科
kamieński,卡缅斯基
sasin,萨辛
złotowska,兹沃托夫斯卡
zeus,泽乌斯
garbacz,加巴兹
falkowski,法尔科夫斯基
kluś,克卢希
kruszyńskagust,克鲁申斯卡古斯特
holoubek,霍卢贝克
grabiec,格拉别茨
blumenfeld,布卢曼菲尔德
borowczak,博罗夫恰克
gałła,加拉
dominik,多米尼克
trzepiecińska,特热比辛斯卡
wieczorkowski,维科佐科夫斯基
tesarz,特萨利兹
tombiński,托姆宾斯基
fraszyńska,弗拉申斯卡
ogar,奥加尔希尔
frumka,弗鲁穆卡
płotnicka,普沃特尼卡
umecka,乌梅卡
komasa,科马萨
jowita,约威塔
budnik,布德尼克
pogrebińska,波格瑞宾斯卡
ardanowski,阿达诺夫斯基
kalina,卡琳娜
kulczycki,库尔奇奇
kurczab,库尔查布
anderman,安德曼
cisek,奇塞克
durczok,杜尔佐克
lipiarska,利皮阿尔斯卡帕乌卡
kozdryk,科兹德里克
mulak,穆拉克
kamilla,卡米拉
baar,巴尔
prochyra,普罗奇拉
chapko,查普科
dafne,达芙妮
porcari,波尔卡里
duriasz,杜里亚斯
rubach,茹巴奇
goldszmit,戈尔兹米特
pęk,佩克
płażewski,普拉泽夫斯基
gorczyca,戈奇卡
klaudiusz,克劳迪斯
kaufmann,考夫曼
groniec,格罗涅茨
grzybowska,葛兹波丝卡
zadura,扎杜拉
słupecki,斯卢佩奇
gniewkowska,格尼夫克斯加
wituch,威图奇
paskuda,帕斯库达
pełczyńskanałęcz,佩乌琴斯卡纳文奇
łaska,莱丝卡
zass,扎斯
kofta,科夫塔
zitzman,兹茨曼
jeżewska,耶韦斯卡
domańska,多曼斯卡
fabicka,法比卡
banaszyk,巴纳什日科
jamrozek,亚姆罗泽克
jechiel,希尔
tkacz,特卡兹
orleańska,奥尔良斯卡
żamojda,扎莫伊达
kreftbaka,克雷夫特
kudelska,库德斯卡
kostanecki,科斯坦涅斯基
turczeniewicz,图尔岑涅维奇
stużyńskabrauer,斯图津斯卡
tochowicz,托霍维茨
gierat,杰拉特
dracz,德拉克兹
dzierma,齐尔玛
hetman,海特曼
góralczyk,格洛茨克
kiwerski,基维尔斯基
maciejowska,麦克西乔斯卡
mamona,马莫纳
godlewski,戈德列夫斯基
pakulnis,帕库尔尼斯
chochlew,乔克赫威
budkowski,布德科夫斯基
czarnik,恰尼克
zduń,兹登
dorociński,多洛辛斯基
daniec,达涅克
rożniatowska,罗日尼亚托夫斯卡
hycnar,海纳尔
auerbach,奥尔巴赫
skonieczny,斯科涅奇尼
wakuliński,瓦库林斯基
masecki,马塞茨基
perchuć,佩丘奇
zimnoch,齐姆诺赫
sitek,斯泰克
stec,斯特克
przybyłek,普日贝韦克
laco,拉佐
adamík,阿达米克
laura,劳拉
łącz,洛兹
perski,帕斯基
piechal,皮哈尔
dyblik,德布里克
kruk,克鲁克
barbasiewicz,巴尔巴谢维奇
milowicz,米洛维茨
berek,贝雷克
bocianiak,博恰尼亚克
lechosław,莱霍斯拉夫
marszałek,马尔萨雷克
dutkiewicz,杜特科维奇
piela,皮埃拉
rolnicki,罗尼基
marina,玛丽娜
łuczenkoszczęsna,卢申科
sieczkowski,谢奇科夫斯基
miłogost,米沃戈斯特
reczek,雷切克
kalita,卡利塔
grzegorzek,格泽戈泽克
jakus,贾库斯
orłoś,奥罗什
pieprzyca,皮耶普莱兹卡
mojżesz,莫舍
merin,梅林
modest,莫迪斯特
pikuła,皮库拉
saniternik,萨尼特尼克
dryl,德里尔
kwiatkowska,克维亚特科夫斯卡
kuszyńska,库兹涅斯卡
michalak,米哈拉克
krzywkowska,克日夫科斯卡
natan,纳坦
bitner,比特纳
szumowski,舒莫夫斯基
monique,莫妮克
stalens,斯泰伦斯
aleksiunmądrzak,阿列克逊
malikowska,马利克瓦思佳
dandourian,丹杜里安
sierocki,谢罗基
nieradkiewicz,涅拉德基耶维茨
marzec,马热茨
morański,莫兰斯基
sawicka,萨威卡
banasiuk,巴纳斯乌克
kuta,库塔
boratyńska,博拉蒂什卡
ciunelis,丘内利斯
vega,维加
osęka,奥盛嘉
mularuk,穆拉鲁克
miriam,米里亚姆
aleksandrowicz,亚历山德罗维奇
skiba,斯基巴
burczyk,布尔奇克
kijowicz,基约维奇
cicha,槭哈
haniszewski,哈尼斯泽斯基
szwedes,斯威德斯
wojtowicz,沃伊托维奇
galia,加利亚
lasota,拉索塔
zychowicz,柴霍维茨
łossowski,洛索夫斯基
trzcińska,什钦斯卡
chorążycki,霍兰日茨基
nowisz,诺维什
sadowski,萨多夫斯基
wipler,维普勒
petry,佩特里
bryl,布雷尔
szałamacha,萨拉马沙
zawierucha,札维卢卡
kaliszekwąsik,卡里泽科
szczesny,什切斯尼
jacenty,亚岑蒂
jędrusik,延德鲁西克
wilczak,维尔恰克
kantereit,坎特莱特
pezet,佩泽
zarębska,萨雷布斯卡
bajtlik,巴特利克
helik,赫利克
bałtroczyk,巴特洛奇克
pajor,帕约尔
klimkiewicz,克里木克维茨
kowalkiewicz,科瓦基维奇
philippe,菲利普
dzięcioł,德兹索
kaczkowski,卡茨科夫斯基
hofmański,霍夫曼斯基
makarczyński,马卡尔钦斯基
tybura,迪布拉
kiedrzynek,基尔兹涅克
dark,达克
pyś,皮斯
coganianu,科加尼亚努
hołdys,霍迪斯
nagielski,纳吉尔斯基
knapik,拿碧美亚莎
raczkowski,拉茨科夫斯基
janoszek,加诺塞克
lewandowska,莱万多斯卡
koj,科伊
załmen,扎尔曼
gradowski,格拉多夫斯基
fischbach,菲施巴赫
mayer,梅耶
buzun,布尊
szymańczyk,希曼齐科
staroń,斯塔龙
narel,纳雷尔
próchniak,普罗奇尼亚克
smołowik,斯莫沃维克
duniczniwińska,杜尼兹尼文斯卡
plichta,珀莉丝塔
sandra,桑德拉
kubicka,库比奇卡
pomirowski,波米罗夫斯基
sykutjeżyna,塞库特杰日娜
chorzelski,赫雪勒斯基
pietryja,皮特里亚
safran,姗福瑞
kalicka,卡利茨卡
zeman,泽曼
bochat,博哈特
fido,菲多
okniński,奥克宁斯基
babatunde,达巴
aiyegbusi,卡托
prekerowa,普列克罗娃
trzebuchowska,特泽布霍夫斯卡
słonina,斯沃尼纳
cleo,克莱奥
stramowski,斯特拉莫夫斯基
jonasz,乔纳斯
stelmaszyk,施戴尔马什克
skórewicz,斯库热维奇
buksa,布克萨
szyszkowski,斯兹科瓦斯基
żal,扎尔
rossolińskiliebe,罗索林斯基利贝
natasha,娜塔莎
żernickagoetz,泽尼克格茨
strumiłło,斯特鲁米洛
maksym,马克西姆
spodyriew,斯波迪雷维
marczak,马塞萨克
turzyński,图任斯基
gonciarz,冈西亚兹
siwińska,西文斯卡
koc,科克
buda,布达
przybyłowicz,普日贝沃维奇
poulakowski,保拉科夫斯基
karasiński,卡拉辛斯基
sekulski,塞库尔斯基
mastalski,马斯塔尔斯基
wojtasik,沃伊塔西克
sujecka,苏耶茨卡
franieczek,弗兰涅切克
rosołowski,罗索洛夫斯基
staszko,斯塔斯科
emilewicz,埃米莱维奇
smoczyńska,斯莫琴斯卡
kurkowska,库尔科夫斯卡
winnicki,温尼克
erika,艾丽嘉
karkuszewska,考奇兹朱思
maciek,马克西恩
szczerbowski,泽尔波基斯
reca,雷卡
radzimir,拉齐米尔
czaplińska,乔兹洛斯瓦
michalina,米卡丽娜
olszańska,欧赞思佳
stawińska,斯塔文斯卡
wasilewska,瓦西勒斯加
graza,格拉萨
buras,布拉斯
zajadło,扎贾杜
krompiec,克罗姆贝克
czarnek,恰尔内克
hedwig,海德维格
góralski,戈拉尔斯基
szpetmański,斯佩特曼斯基
żudziewicz,苏德兹维奇
celt,凯尔特
dopieralski,道普莱亚斯基
mazurek,马祖雷克
moś,莫希
andré,安德烈
dej,德伊
majecki,马耶茨基
skwarczek,斯克沃泽克
ciborowski,齐博罗夫斯基
oświeciński,奥斯维辛斯基
olejniczak,奥列杰尼扎克
rozmys,罗兹米斯
ciupa,丘帕
gromee,格罗米
wołejko,沃列科
kałuża,卡卢扎
kobiela,科别拉
bielenia,比莱尼亚
włosok,沃洛索克
wodzicki,沃季基
wolsztyński,沃尔什滕斯基
uszacka,乌萨卡
szmygin,什梅金
jędrzej,耶德杰伊
taranek,塔拉内克
bereznowska,别列兹诺斯卡
roxana,罗克萨娜
kołumbajew,科勒姆巴耶夫
wałaszek,瓦拉塞克
zamecka,扎梅卡
gorzechowska,戈热霍夫斯卡
lemieszewski,雷米泽斯基
sochowicz,索乔维奇
kaleta,卡莱塔
stanislaw,斯塔尼斯瓦夫
knapowski,克纳波夫斯基
żuchowska,茹诃夫斯卡
stryjek,斯特里耶克
kühl,库尔
marzena,马泽娜
diakun,迪亚昆
eva,伊娃
kotchever,科切弗
puchacz,波查茨
paszek,帕谢克
rosinski,罗辛斯基
miazek,米亚斯基
żukowski,佐柯斯基
różański,鲁然斯基
szczepaniak,什泽帕尼亚克
kamińska,卡米斯卡
domalewski,多马列夫斯基
gorol,戈罗尔
dębska,德布斯卡
lewan,勒万
szumski,舒姆斯基
wieniawa,维尼瓦
kinski,金斯基
zamojska,扎莫伊斯卡
kajrowicz,卡伊罗维奇
goszczyńska,戈斯琴斯卡
dąbczyńska,达布琴斯卡
ucherska,乌切尔斯卡
gosia,戈西亚
rdest,路德斯特
marlena,玛琳娜
milwiw,米尔维
zamachowska,亚雷茨卡
pogorzelski,波戈热尔斯基
malisz,马利兹
stułkowski,斯图乌科夫斯基
kocwa,科茨瓦
stasielak,斯塔西拉克
dzięgielewski,吉耶列夫斯基
benedyczak,本内迪扎克
patrzałek,帕特扎莱克
bortniczuk,博尔特尼丘克
ostrowska,奥斯特罗斯卡
breszka,布雷斯卡
słojewska,斯洛耶夫斯卡
dulkiewicz,杜尔凯维奇
honiok,翰尼欧克
bogusz,波古斯
lukasz,武卡什
kuczynski,库琴斯基
wolanin,沃拉宁
tomaszewska,托马谢夫斯卡
glamowski,格拉莫夫斯基
humaj,胡玛
jablonska,贾布伦斯卡
okroj,奥克罗伊
skibicki,斯基比茨基
maik,迈克
mentzen,门岑
yermak,耶尔马克
meronk,米隆克
bułka,布尔卡
eliza,伊丽莎
rycembel,雷切姆贝尔
gałązka,加旺斯卡
kaźmierska,卡兹米尔卡
chroboczek,霍罗布克
tuduj,图杜吉
riad,里亚德
haidar,海达尔
galbas,加尔巴斯
kornelia,科内利亚
machłajewski,马赫拉杰夫斯基
dziambor,齐博尔
białek,比亚莱克
konieczny,科涅茨尼
mandola,曼多拉
karbownik,卡博尼克
ratajczyk,拉塔伊恰克
rozwandowicz,罗兹旺多维奇
czarlewski,查勒夫斯基
berkowicz,贝科维奇
puszczyńska,普兹钦斯卡
kozber,科兹伯
włodarski,沃达尔斯基
reikowski,雷科夫斯基
białowąs,比亚拉沃斯
konarska,科纳尔斯卡
szemplińska,申普林斯卡
malaszczak,马拉斯卡克
kosakowski,科萨科夫斯基
masterson,马斯特森
bab,巴布
golba,戈尔巴
muller,马勒
łukaszewiczchantry,钱特里
kozubski,科祖布斯基
wędzikowska,温兹科沃斯卡
chyczewska,奇切夫斯卡
dipont,狄蓬
cholerek,乔莱克
krat,卡特
staniec,斯塔涅克
gurłacz,古拉克斯
bacia,巴西亚
górka,戈尔卡
frejlak,弗雷拉克
łasowski,拉索夫斯基
niemyt,涅米特
dziuba,德兹巴
kulec,库莱克
kasha,卡莎
lotka,洛特卡
jeremy,杰瑞米
sochan,索汗
drzymalska,兹马尔斯卡
sibilski,西比尔斯基
krzemieniecki,克泽米涅尼基
rychłowski,雷赫沃夫斯基
żytecki,伊泰基
bart,巴特
voitila,沃伊特拉
redzisz,雷吉兹
masoja,马索亚
falkowska,法尔科夫斯卡
kubka,库布卡
kozberżarów,科兹伯
dela,代拉
oliwia,奥利维亚
bieniuk,比尼乌克
sara,莎拉
kondek,康德克
byczkowska,比茨科斯卡
pisarek,皮萨列克
knothe,克诺泰
ewald,埃瓦尔德
placzynska,普拉钦斯卡
topajew,托帕朱
wiktorowski,维克托罗夫斯基
frajczyk,弗莱奇克
buczyńska,布琴斯卡
żebrowska,热布罗斯卡
wiśnicki,维希尼茨基
trill,特里尔
pem,佩姆
stajkow,斯塔科夫
jarecki,亚雷茨基
smolar,斯莫拉
leskowicz,莱斯科维奇
jankowska,詹科斯卡
marissa,玛丽莎
ścigalska,西格尔斯卡
stalmierska,斯塔米尔斯卡
cięciara,奇西亚拉
bandurska,班杜尔斯卡
domański,多曼斯基
urzędowska,乌任多夫斯卡
owińska,欧维因斯卡
spisz,什皮斯
płośnica,普沃希尼察
drelów,德雷卢夫
gleźnowo,格列兹诺沃
duszniki,杜什尼基乡
świątki,希维翁特基
podągi,波东吉
dorohusk,多罗胡斯克
świecko,希维克
świekatowo,斯维卡托沃
świętoszów,斯威陶佐夫
głusk,格武斯克乡
żółkiewka,茹乌凯夫卡乡
pawiak,帕夫亚克
gęsiówka,鹅街监狱
matczyn,马特岑
przytyk,普拉佐图克
flis,木材漂流
frombork,弗龙堡乡
kaźmierz,卡伊梅日乡
bezledy,贝兹莱德
radziwiłłowie,拉齐维乌家族
żarnowiec,札尔诺维茨
jabłoń,雅布翁
gołuchów,戈武胡夫乡
ryczywół,里齐武夫乡
krzyżowa,克莱稍村
konotop,科诺托普
zabór,扎布尔乡
balice,巴利切
kuślin,库希林乡
rewal,里沃
cieszeniewo,切谢涅沃
grzędy,康雷德斯瓦尔道
winnica,温尼察
górale,波兰高原民族
frysztak,弗里史塔克
bolimów,博利穆夫
łomazy,沃玛兹
policja,波兰警察
stolpersteine,绊脚石
brody,布罗迪
trawniki,特拉夫尼基
riese,巨人计划
wrzeszcz,泽兹斯卡兹
hostynne,霍司廷
puńsk,普恩斯克
bystra,比斯特扎尼
szumsk,舒木斯克
pustków,普斯特科夫
kosakowo,科萨科沃乡
łagów,拉戈夫
chałupki,查乌普基
brenna,布伦纳乡
bądków,班德库夫
jasienica,亚西尼卡
małaszewicze,马拉舍维奇
głuchów,格武库夫
jedlnia,耶得尼亚
śródka,希罗德卡
stadion,元帅约瑟夫
cracovii,毕苏斯基体育馆
ceranów,切拉努夫乡
burmistrz,市长
dołhobyczów,多乌霍贝丘夫
markowa,马尔克瓦
międzygórze,济西热
bogusze,博古舍
łomna,沃姆纳
podlasie,波德拉西亚
bolesławice,博莱斯瓦维采
lutowiska,卢托维斯卡
orlen,奥伦
stąporków,斯他朴古夫
turoń,图龙
kunowice,库诺威
arkadia,韦斯特菲尔德阿卡迪亚购物中心
kruszyniany,克鲁日尼亚尼
bohoniki,伯赫尼基
siennica,希耶尼卡乡
iłowoosada,伊沃沃
potulice,博图里采
czarnowąsy,恰尔诺翁瑟
swobnica,斯否布尼察
woźnawieś,沃兹纳维斯
borówno,波卢夫诺
konarzewo,柯纳泽沃
lipowina,利波绷纳
sołtys,自治市镇官
sulejówek,苏雷欧维克
communio,共融
arłamów,阿瓦莫夫
zdziebórz,兹捷布什
