セッシュウ,셋슈,sesshuu,sessyu
テラコヤ,데라코야,terakoya,derakoya
タコマチ,다코정,takomachi,dakojeong
マナヅルマチ,마나즈루정,manadzurumachi,manajeurujeong
コウザグン,고자군,kouzagun,gojagun
マツダマチ,마쓰다정,matsudamachi,masseudajeong
ヨシダマチ,요시다정,yoshidamachi,yosidajeong
ニッポンミンシュトウ,일본민주당,nipponminshutou,ilbonminjudang
ケンダマ,켄다마,kendama,kendama
カンリョウ,간레이,kanryou,ganrei
ナギナタジュツ,나기나타술,naginatajutsu,naginatasul
テンリュウテラ,덴류지,tenryuutera,denryuji
カイセイマチ,가이세이정,kaiseimachi,gaiseijeong
アシガラカミグン,아시가라카미군,ashigarakamigun,asigarakamigun
シンヒダカマチ,신히다카정,shinhidakamachi,sinhidakajeong
ニコン,니콘,nikon,nikon
ナカトンベツマチ,나카톤베쓰정,nakatonbetsumachi,nakatonbesseujeong
カガミモチ,가가미모치,kagamimochi,gagamimoci
トウワマチ,도와정,touwamachi,dowajeong
カンパク,관백,kanpaku,gwanbaeg
テンピョウ,덴표,tenpyou,denpyo
ホンベツマチ,혼베쓰정,honbetsumachi,honbesseujeong
ビフカマチ,비후카정,bifukamachi,bihukajeong
メムロマチ,메무로정,memuromachi,memurojeong
マクベツマチ,마쿠베쓰정,makubetsumachi,makubesseujeong
ヒロオマチ,히로오정,hiroomachi,hiroojeong
トヨトミマチ,도요토미정,toyotomimachi,doyotomijeong
ケンブチマチ,겐부치정,kenbuchimachi,genbucijeong
エサシマチ,에사시정,esashimachi,esasijeong
トヨコロマチ,도요코로정,toyokoromachi,doyokorojeong
ヤマゴエグン,야마코시군,yamagoegun,yamakosigun
オトフケマチ,오토후케정,otofukemachi,otohukejeong
スルガワン,스루가만,surugawan,seurugaman
オキナワプレート,오키나와판,okinawapurēto,okinawapan
マーベラス,마벨러스,māberasu,mabelreoseu
スパイク,스파이크,supaiku,seupaikeu
ショウネンガホウシャ,쇼넨가호샤,shounengahousha,syonengahosya
ノーマッド,노마드,nōmaddo,nomadeu
ソゴウ,소고,sogou,sogo
ニッポンジンロン,일본인론,nipponjinron,ilboninron
フォスターデンキ,포스텍스,fosutādenki,poseutegseu
スーパーフラット,슈퍼플랫,sūpāfuratto,syupeopeulraes
ニホンコウクウキョウカイ,일본항공협회,nihonkoukuukyoukai,ilbonhanggonghyeobhoe
キョウイクママ,교육마마,kyouikumama,gyoyugmama
ミナミカントウ,미나미칸토,minamikantou,minamikanto
インディーズゼロ,인디즈제로,indīzuzero,indijeujero
サガハン,사가번,sagahan,sagabeon
メディアワークス,미디어웍스,mediawākusu,midieoweogseu
グレッゾ,그레조,gurezzo,geurejo
ノガミマチ,노카미정,nogamimachi,nokamijeong
ブレインズ,브레인즈,bureinzu,beureinjeu
ベース,베이스,bēsu,beiseu
ロクロクビ,로쿠로쿠비,rokurokubi,rokurokubi
コトヒラマチ,고토히라정,kotohiramachi,gotohirajeong
モトスコ,모토스호,motosuko,motoseuho
カスミガセキ,가스미가세키,kasumigaseki,gaseumigaseki
ツアー,투어,tsuā,tueo
オブ,오브,obu,obeu
ドーモクン,도모쿤,dōmokun,domokun
エバラグン,에바라군,ebaragun,ebaragun
レブンマチ,레분정,rebunmachi,rebunjeong
カイシャク,가이샤쿠,kaishaku,gaisyaku
キーエンス,키엔스,kīensu,kienseu
ニッポンミンシュセイネンドウメイ,일본민주청년동맹,nipponminshuseinendoumei,ilbonminjuceongnyeondongmaeng
エツゼンマチ,에치젠정,etsuzenmachi,ecijenjeong
キンキュウジシンソクホウ,긴급지진속보,kinkyuujishinsokuhou,gingeubjijinsogbo
トキナー,토키나,tokinā,tokina
ミレニアム,밀레니엄,mireniamu,milrenieom
ナカジマヒコウキ,나카지마비행기회사,nakajimahikouki,nakajimabihaenggihoesa
アオキシワタルテラ,세이간토지,aokishiwatarutera,seigantoji
テクノソフト,테크노소프트,tekunosofuto,tekeunosopeuteu
サオリマチ,사오리정,saorimachi,saorijeong
サヤマチ,사야정,sayamachi,sayajeong
オオナルトキョウ,오나루토교,oonarutokyou,onarutogyo
スキップ,스킵,sukippu,seukib
オンキヨーホームエンターテイメント,온쿄,onkiyōhōmuentāteimento,onkyo
カロウ,가로,karou,garo
フレンチ,프렌치,furenchi,peurenci
キス,키스,kisu,kiseu
ナギソマチ,나기소정,nagisomachi,nagisojeong
ケイシチョウ,경시청,keishichou,gyeongsiceong
ダイヒ,대비,daihi,daebi
ナカトミマチ,나카토미정,nakatomimachi,nakatomijeong
トコロマチ,도코로정,tokoromachi,dokorojeong
ショウエン,장원,shouen,jangweon
ナンチョウ,남조,nanchou,namjo
コウシツテンパン,황실전범,koushitsutenpan,hwangsiljeonbeom
アキラヤスシ,쇼타이,akirayasushi,syotai
サダモト,조겐,sadamoto,jogen
ヨドバシマチ,요도바시정,yodobashimachi,yodobasijeong
ヤマカワマチ,야마카와정,yamakawamachi,yamakawajeong
ミソギ,미소기,misogi,misogi
ファンタジア,판타지아,fantajia,pantajia
ミカサ,미카사,mikasa,mikasa
デンエンチョウフ,덴엔초후,denenchoufu,denencohu
ミスミグループホンシャ,미스미,misumigurūpuhonsha,miseumi
ナガハママチ,나가하마정,nagahamamachi,nagahamajeong
ニッポンユウセン,일본우선,nipponyuusen,ilbonuseon
サントリーフーズ,산토리푸즈,santorīfūzu,santoripujeu
カブシキガイシャ,주식회사,kabushikigaisha,jusighoesa
チヂミケイエン,슛케이엔,chidjimikeien,syuskeien
フタバシャ,후타바샤,futabasha,hutabasya
アイコクコウトウ,애국공당,aikokukoutou,aeguggongdang
スティング,스팅,sutingu,seuting
セイサクケンキュウダイガクインダイガク,정책연구대학원대학,seisakukenkyuudaigakuindaigaku,jeongcaegyeongudaehagweondaehag
ソウゴウケンキュウダイガクインダイガク,종합연구대학원대학,sougoukenkyuudaigakuindaigaku,jonghabyeongudaehagweondaehag
アスカキヨシゴハラレイ,아스카키요미하라령,asukakiyoshigohararei,aseukakiyomihararyeong
エイヘイジマチ,에이헤이지정,eiheijimachi,eiheijijeong
ダイマル,다이마루,daimaru,daimaru
コクドチリイン,국토지리원,kokudochiriin,gugtojiriweon
シンジョウマチ,신조정,shinjoumachi,sinjojeong
オヤコドンブリ,오야코동,oyakodonburi,oyakodong
ダマアキラゼン,묵조선,damaakirazen,mugjoseon
ドウガコウボウ,동화공방,dougakoubou,donghwagongbang
フチュウヤド,후추슈쿠,fuchuuyado,hucusyuku
サイホウジ,사이호지,saihouji,saihoji
ハカイカツドウボウシホウ,파괴활동방지법,hakaikatsudouboushihou,pagoehwaldongbangjibeob
コクサイコウリュウキキン,국제교류기금,kokusaikouryuukikin,gugjegyoryugigeum
ナカツハン,나카쓰번,nakatsuhan,nakasseubeon
ユークス,유크스,yūkusu,yukeuseu
カイロソフト,카이로소프트,kairosofuto,kairosopeuteu
カクレキリシタン,가쿠레키리시탄,kakurekirishitan,gakurekirisitan
キッコーマン,깃코만,kikkōman,giskoman
キリンカップサッカー,기린컵,kirinkappusakkā,girinkeob
ゴコクジ,고코쿠지,gokokuji,gokokuji
ケイオウセン,게이오선,keiousen,geioseon
サンインドウ,산인도,sanindou,sanindo
ハママツハン,하마마쓰번,hamamatsuhan,hamamasseubeon
フナイハン,후나이번,funaihan,hunaibeon
ウトハン,우토번,utohan,utobeon
ダイショウジハン,다이쇼지번,daishoujihan,daisyojibeon
オオタキハン,오타키번,ootakihan,otakibeon
フクエハン,후쿠에번,fukuehan,hukuebeon
ヒラドハン,히라도번,hiradohan,hiradobeon
ビッチュウマツヤマハン,마쓰야마번,bitchuumatsuyamahan,masseuyamabeon
カノウハン,가노번,kanouhan,ganobeon
カケガワハン,가케가와번,kakegawahan,gakegawabeon
カサマハン,가사마번,kasamahan,gasamabeon
カワゴエハン,가와고에번,kawagoehan,gawagoebeon
コロモハン,고로모번,koromohan,goromobeon
キツキハン,기쓰키번,kitsukihan,gisseukibeon
キシワダハン,기시와다번,kishiwadahan,gisiwadabeon
モリハン,모리번,morihan,moribeon
ヒトヨシハン,히토요시번,hitoyoshihan,hitoyosibeon
スンプハン,슨푸번,sunpuhan,seunpubeon
タハラハン,다하라번,taharahan,daharabeon
タカナベハン,다카나베번,takanabehan,dakanabebeon
セッショウセキ,살생석,sesshouseki,salsaengseog
ムレマチ,무레정,muremachi,murejeong
ハダカマツリ,하다카마쓰리,hadakamatsuri,hadakamasseuri
ニッコウセン,닛코선,nikkousen,niskoseon
ヨシミレキ,가랴쿠,yoshimireki,garyaku
カンタモツ,고호,kantamotsu,goho
ブンセイ,분세이,bunsei,bunsei
テンゲン,덴겐,tengen,dengen
ノベケイ,엔쿄,nobekei,enkyo
エイカン,에이간,eikan,eigan
ウケタマワタイラ,조헤이,uketamawataira,johei
ゲンロク,겐로쿠,genroku,genroku
エイノベ,에이엔,einobe,eien
ブンカメ,분키,bunkame,bunki
ナガホ,조호,nagaho,joho
セイコヨミ,쇼랴쿠,seikoyomi,syoryaku
テンケイ,덴교,tenkei,dengyo
テンノベ,덴엔,tennobe,denen
エイヒトシ,에이닌,eihitoshi,einin
テンロク,덴로쿠,tenroku,denroku
ヒロチョウ,고초,hirochou,goco
エンチョウ,엔초,enchou,enco
タミヤ,타미야,tamiya,tamiya
トウヤコ,도야호,touyako,doyaho
パンクラス,판크라스,pankurasu,pankeuraseu
ナカミチ,나카미치,nakamichi,nakamici
トドウフケンドウ,도도부현도,todoufukendou,dodobuhyeondo
オカベマチ,오카베정,okabemachi,okabejeong
マンネンジナカネ,만년자명종,mannenjinakane,mannyeonjamyeongjong
モトトク,겐토쿠,mototoku,gentoku
ヨシミモト,가겐,yoshimimoto,gagen
タカラオサム,호지,takaraosamu,hoji
イヌイハジメ,겐겐,inuihajime,gengen
トクシマハン,도쿠시마번,tokushimahan,dokusimabeon
フクトクオカノジョウ,후쿠토쿠오카노바,fukutokuokanojou,hukutokuokanoba
タテバヤシハン,다테바야시번,tatebayashihan,datebayasibeon
ヤナカワハン,야나가와번,yanakawahan,yanagawabeon
ブシ,무사,bushi,musa
シンシントウ,신진당,shinshintou,sinjindang
オウザ,왕좌전,ouza,wangjwajeon
ハクホウドウ,하쿠호도,hakuhoudou,hakuhodo
ローソン,로손,rōson,roson
アルファドリーム,알파드림,arufadorīmu,alpadeurim
オダワラヤド,오다와라슈쿠,odawarayado,odawarasyuku
ニッポンガ,일본화,nipponga,ilbonhwa
セイヨシミ,쇼카,seiyoshimi,syoka
テントク,덴토쿠,tentoku,dentoku
オリックス,오릭스,orikkusu,origseu
バファローズ,버펄로스,bafarōzu,beopeolroseu
チュウソンジ,주손지,chuusonji,jusonji
キングレコード,킹레코드,kingurekōdo,kingrekodeu
ケイチョウ,게이초,keichou,geico
サロマコ,사로마호,saromako,saromaho
クッシャロコ,굿샤로호,kussharoko,gussyaroho
ジトウ,지두,jitou,jidu
クニガミグン,구니가미군,kunigamigun,gunigamigun
ゴウキカイ,아이키카이,goukikai,aikikai
コウフクジツゲントウ,행복실현당,koufukujitsugentou,haengbogsilhyeondang
セイサクカガクケンキュウジョ,정책과학연구소,seisakukagakukenkyuujo,jeongcaeggwahagyeonguso
オガツマチ,오가쓰정,ogatsumachi,ogasseujeong
オオツヤド,오쓰슈쿠,ootsuyado,osseusyuku
オオイソヤド,오이소슈쿠,ooisoyado,oisosyuku
モルテン,몰텐,moruten,molten
フジサワヤド,후지사와슈쿠,fujisawayado,hujisawasyuku
トウキュウ,도큐,toukyuu,dokyu
キカンカヘンデンシャ,궤간가변열차,kikankahendensha,gwegangabyeonyeolca
コクスイシュギ,국수주의,kokusuishugi,gugsujuyi
ヨコスカセン,요코스카선,yokosukasen,yokoseukaseon
オオテマチ,오테마치,ootemachi,otemaci
ニシウミミチ,사이카이도,nishiumimichi,saikaido
ラブデリック,러브데릭,rabuderikku,reobeuderig
ジャパンディスプレイ,재팬디스플레이,japandisupurei,jaepaendiseupeulrei
シナツルセン,힌카쿠선,shinatsurusen,hinkakuseon
シモツマチ,시모쓰정,shimotsumachi,simosseujeong
ビクセン,빅센,bikusen,bigsen
プラチナゲームズ,플래티넘게임즈,purachinagēmuzu,peulraetineomgeimjeu
ハナマチ,하나마치,hanamachi,hanamaci
コウリュウジ,고류지,kouryuuji,goryuji
ハートビート,하트비트,hātobīto,hateubiteu
エンベツマチ,엔베쓰정,enbetsumachi,enbesseujeong
タカラトミー,다카라토미,takaratomī,dakaratomi
ツバメ,쓰바메,tsubame,sseubame
ホンダギケンコウギョウフットボールクラブ,혼다,hondagikenkougyoufuttobōrukurabu,honda
レンゴウセキグン,연합적군,rengousekigun,yeonhabjeoggun
イセキノウキ,이세키,isekinouki,iseki
ハッスル,허슬,hassuru,heoseul
チンジュフショウグン,진수부장군,chinjufushougun,jinsubujanggun
ヒガシヤマミチ,도산도,higashiyamamichi,dosando
ヒットメーカー,히트메이커,hittomēkā,hiteumeikeo
イトウエン,이토엔,itouen,itoen
タキノマチ,다키노정,takinomachi,dakinojeong
コッカイギジドウ,국회의사당,kokkaigijidou,gughoeyisadang
トウノショウマチ,도노쇼정,tounoshoumachi,donosyojeong
クシモトマチ,구시모토정,kushimotomachi,gusimotojeong
ハヤママチ,하야마정,hayamamachi,hayamajeong
サムカワマチ,사무카와정,samukawamachi,samukawajeong
カミザトマチ,가미사토정,kamizatomachi,gamisatojeong
ナガトロマチ,나가토로정,nagatoromachi,nagatorojeong
サントリー,산토리,santorī,santori
ヨコゼマチ,요코제정,yokozemachi,yokojejeong
ナカイマチ,나카이정,nakaimachi,nakaijeong
ラジョウモン,라조몬,rajoumon,rajomon
ジャレコ,자레코,jareko,jareko
オウジマチ,오지정,oujimachi,ojijeong
テンピョウタカラジ,덴표호지,tenpyoutakaraji,denpyohoji
タカサキセン,다카사키선,takasakisen,dakasakiseon
ナチカツウラマチ,나치카쓰우라정,nachikatsuuramachi,nacikasseuurajeong
タガマチ,다가정,tagamachi,dagajeong
シタラマチ,시타라정,shitaramachi,sitarajeong
ミストウォーカー,미스트워커,misutowōkā,miseuteuweokeo
スギトマチ,스기토정,sugitomachi,seugitojeong
ミナノマチ,미나노정,minanomachi,minanojeong
マクウチ,마쿠우치,makuuchi,makuuci
オガノマチ,오가노정,oganomachi,oganojeong
ヒダカカワマチ,히다카가와정,hidakakawamachi,hidakagawajeong
カンコウ,간코,kankou,ganko
クエスト,퀘스트,kuesuto,kweseuteu
カラスマチ,가라스정,karasumachi,garaseujeong
カステラホンケフクスナヤ,후쿠사야,kasuterahonkefukusunaya,hukusaya
ダイアタリロ,오헤치,daiatariro,oheci
タカオカマチ,다카오카정,takaokamachi,dakaokajeong
ニホンキイン,일본기원,nihonkiin,ilbongiweon
ホクトセイ,호쿠토세이,hokutosei,hokutosei
クボタマチ,구보타정,kubotamachi,gubotajeong
フジシママチ,후지시마정,fujishimamachi,hujisimajeong
コウダマチ,고타정,koudamachi,gotajeong
ユアサマチ,유아사정,yuasamachi,yuasajeong
ミナベマチ,미나베정,minabemachi,minabejeong
アリタカワマチ,아리다가와정,aritakawamachi,aridagawajeong
カワゴエマチ,가와고에정,kawagoemachi,gawagoejeong
タルイマチ,다루이정,taruimachi,daruijeong
トヨヤママチ,도요야마정,toyoyamamachi,doyoyamajeong
ミナカミマチ,미나카미정,minakamimachi,minakamijeong
シオヤグン,시오야군,shioyagun,sioyagun
オオタキマチ,오타키정,ootakimachi,otakijeong
テンレキ,덴랴쿠,tenreki,denryaku
カミツガグン,가미쓰가군,kamitsugagun,gamisseugagun
イネマチ,이네정,inemachi,inejeong
カツラギマチ,가쓰라기정,katsuragimachi,gasseuragijeong
コクフ,국부,kokufu,gugbu
カンペイ,간표,kanpei,ganpyo
ヒガシアジアハンニチブソウセンセン,동아시아반일무장전선,higashiajiahannichibusousensen,dongasiabanilmujangjeonseon
カクノダテマチ,가쿠노다테정,kakunodatemachi,gakunodatejeong
アドバンテスト,아드반테스트,adobantesuto,adeubanteseuteu
ミヤジママチ,미야지마정,miyajimamachi,miyajimajeong
コウムコシュウライエコトバ,몽고습래회사,koumukoshuuraiekotoba,monggoseubraehoesa
フトコロトクドウ,회덕당,futokorotokudou,hoedeogdang
カブキザ,가부키자,kabukiza,gabukija
オサワマチ,나가와정,osawamachi,nagawajeong
ダイゴマチ,다이고정,daigomachi,daigojeong
アイショウマチ,아이쇼정,aishoumachi,aisyojeong
ヘグリマチ,헤구리정,hegurimachi,hegurijeong
コウリョウマチ,고료정,kouryoumachi,goryojeong
スサミマチ,스사미정,susamimachi,seusamijeong
マシコマチ,마시코정,mashikomachi,masikojeong
コザガワマチ,고자가와정,kozagawamachi,gojagawajeong
シモニタマチ,시모니타정,shimonitamachi,simonitajeong
タテシナマチ,다테시나정,tateshinamachi,datesinajeong
カミトミダマチ,가미톤다정,kamitomidamachi,gamitondajeong
タカノマチ,고야정,takanomachi,goyajeong
マツブシマチ,마쓰부시정,matsubushimachi,masseubusijeong
ナメカワマチ,나메가와정,namekawamachi,namegawajeong
タジリマチ,다지리정,tajirimachi,dajirijeong
ミノワマチ,미노와정,minowamachi,minowajeong
タダオカマチ,다다오카정,tadaokamachi,dadaokajeong
ワカミヤマチ,와카미야정,wakamiyamachi,wakamiyajeong
マンガタイショウ,만화대상,mangataishou,manhwadaesang
ナンセイマチ,난세이정,nanseimachi,nanseijeong
マナブテンソク,가쿠텐소쿠,manabutensoku,gakutensoku
シャカイミンシュレンゴウ,사회민주연합,shakaiminshurengou,sahoeminjuyeonhab
キソマチ,기소정,kisomachi,gisojeong
タツノマチ,다쓰노정,tatsunomachi,dasseunojeong
ミナミエツゼンマチ,미나미에치젠정,minamietsuzenmachi,minamiecijenjeong
ムラタマチ,무라타정,muratamachi,muratajeong
ヨウノマチ,히로노정,younomachi,hironojeong
ユウサマチ,유자정,yuusamachi,yujajeong
ナカドマリマチ,나카도마리정,nakadomarimachi,nakadomarijeong
タンバグン,니와군,tanbagun,niwagun
ソトヶハマチョウ,소토가하마정,sotoヶhamachou,sotogahamajeong
オオワニマチ,오와니정,oowanimachi,owanijeong
カホクマチ,가호쿠정,kahokumachi,gahokujeong
ヤマベマチ,야마노베정,yamabemachi,yamanobejeong
ザオウマチ,자오정,zaoumachi,jaojeong
モガミマチ,모가미정,mogamimachi,mogamijeong
アジヶサワマチ,아지가사와정,ajiヶsawamachi,ajigasawajeong
フカウラマチ,후카우라정,fukauramachi,hukaurajeong
イタヤナギマチ,이타야나기정,itayanagimachi,itayanagijeong
カワマタマチ,가와마타정,kawamatamachi,gawamatajeong
クマトリマチ,구마토리정,kumatorimachi,gumatorijeong
シマモトマチ,시마모토정,shimamotomachi,simamotojeong
カワキタマチ,가와키타정,kawakitamachi,gawakitajeong
オオイシダマチ,오이시다정,ooishidamachi,oisidajeong
フナガタマチ,후나가타정,funagatamachi,hunagatajeong
ミナミカワチグン,미나미카와치군,minamikawachigun,minamikawacigun
ヤヨイマチ,야요이정,yayoimachi,yayoijeong
ニッケンセッケイ,닛켄셋케,nikkensekkei,niskenseske
シモカマガリマチ,시모카마가리정,shimokamagarimachi,simokamagarijeong
ヨリキ,요리키,yoriki,yoriki
カイタマチ,가이타정,kaitamachi,gaitajeong
チュウザンマチ,나카야마정,chuuzanmachi,nakayamajeong
イイデマチ,이데정,iidemachi,idejeong
ハママツマチ,하마마쓰초,hamamatsumachi,hamamasseuco
ワオウジ,린노지,waouji,rinnoji
シズクイシマチ,시즈쿠이시정,shizukuishimachi,sijeukuisijeong
サカキマチ,사카키정,sakakimachi,sakakijeong
ショウナイマチ,쇼나이정,shounaimachi,syonaijeong
フジサキマチ,후지사키정,fujisakimachi,hujisakijeong
タキノウエマチ,다키노우에정,takinouemachi,dakinouejeong
ヨイチマチ,요이치정,yoichimachi,yoicijeong
オコッペマチ,오콧페정,okoppemachi,okospejeong
タカハママチ,다카하마정,takahamamachi,dakahamajeong
アズシママチ,쇼도시마정,azushimamachi,syodosimajeong
マツシママチ,마쓰시마정,matsushimamachi,masseusimajeong
オイラセマチ,오이라세정,oirasemachi,oirasejeong
タゴマチ,닷코정,tagomachi,daskojeong
マギ,마지리,magi,majiri
イカホマチ,이카호정,ikahomachi,ikahojeong
ココロザシコウカイ,지공회,kokorozashikoukai,jigonghoe
イイシグン,이시군,iishigun,isigun
アナミズマチ,아나미즈정,anamizumachi,anamijeujeong
オオアライマチ,오아라이정,ooaraimachi,oaraijeong
アマルメマチ,아마루메정,amarumemachi,amarumejeong
オブセマチ,오부세정,obusemachi,obusejeong
ハシカミマチ,하시카미정,hashikamimachi,hasikamijeong
キソグン,기소군,kisogun,gisogun
タカスマチ,다카스정,takasumachi,dakaseujeong
トウベツマチ,도베쓰정,toubetsumachi,dobesseujeong
コダイラマチ,오비라정,kodairamachi,obirajeong
マムロガワマチ,마무로가와정,mamurogawamachi,mamurogawajeong
アブマチ,아부정,abumachi,abujeong
シナノマチ,시나노정,shinanomachi,sinanojeong
トノショウマチ,도노쇼정,tonoshoumachi,donosyojeong
セラマチ,세라정,seramachi,serajeong
ヒキガワマチ,히키가와정,hikigawamachi,hikigawajeong
アカユマチ,아카유정,akayumachi,akayujeong
リクグンコウクウシカンガッコウ,육군항공사관학교,rikugunkoukuushikangakkou,yuggunhanggongsagwanhaggyo
オチャノミズ,오차노미즈,ochanomizu,ocanomijeu
カンエイジ,간에이지,kaneiji,ganeiji
エンガルマチ,엔가루정,engarumachi,engarujeong
ユウベツマチ,유베쓰정,yuubetsumachi,yubesseujeong
シラオイマチ,시라오이정,shiraoimachi,siraoijeong
カノアシグン,가노아시군,kanoashigun,ganoasigun
チュウノトマチ,나카노토정,chuunotomachi,nakanotojeong
シカマチ,시카정,shikamachi,sikajeong
ノトマチ,노토정,notomachi,notojeong
マツノマチ,마쓰노정,matsunomachi,masseunojeong
カミイタマチ,가미이타정,kamiitamachi,gamiitajeong
ナオシママチ,나오시마정,naoshimamachi,naosimajeong
ミズマキマチ,미즈마키정,mizumakimachi,mijeumakijeong
ニッサン,닛산,nissan,nissan
シーマ,시마,shīma,sima
ニチカンキョウドウセンゲン,한일공동선언,nichikankyoudousengen,hanilgongdongseoneon
アラシヤマ,아라시야마,arashiyama,arasiyama
ヒラタマチ,히라타정,hiratamachi,hiratajeong
ジユウトウ,자유당,jiyuutou,jayudang
シナガワヤド,시나가와슈쿠,shinagawayado,sinagawasyuku
カワサキヤド,가와사키슈쿠,kawasakiyado,gawasakisyuku
タタラセイテツ,타타라,tataraseitetsu,tatara
ハグロマチ,하구로정,haguromachi,hagurojeong
トベマチ,도베정,tobemachi,dobejeong
アマギマチ,아마기정,amagimachi,amagijeong
ナカトサマチ,나카토사정,nakatosamachi,nakatosajeong
アリアケ,아리아케,ariake,ariake
アリカ,아리카,arika,arika
ニッポンアート,아트,nipponāto,ateu
シアター,시어터,shiatā,sieoteo
ギルド,길드,girudo,gildeu
アルテピアッツァ,아르테피아자,arutepiattsa,areutepiaja
ホクリクドウ,호쿠리쿠도,hokurikudou,hokurikudo
カナタケマチ,긴정,kanatakemachi,ginjeong
クニドミマチ,구니토미정,kunidomimachi,gunitomijeong
キモツキマチ,기모쓰키정,kimotsukimachi,gimosseukijeong
キジョウマチ,기조정,kijoumachi,gijojeong
ヤクシママチ,야쿠시마정,yakushimamachi,yakusimajeong
イタノマチ,이타노정,itanomachi,itanojeong
カミヤママチ,가미야마정,kamiyamamachi,gamiyamajeong
ミナミタネマチ,미나미타네정,minamitanemachi,minamitanejeong
サイジョウハン,사이조번,saijouhan,saijobeon
ヤシロチョウ,야시로정,yashirochou,yasirojeong
カンダジンボウマチ,간다진보초,kandajinboumachi,gandajinboco
ナガサキマチ,나가사키정,nagasakimachi,nagasakijeong
リョウテイ,료테이,ryoutei,ryotei
ササマチ,사자정,sasamachi,sajajeong
アヤチョウ,아야정,ayachou,ayajeong
ナガシママチ,나가시마정,nagashimamachi,nagasimajeong
ユウミズマチ,유스이정,yuumizumachi,yuseuijeong
ウエジママチ,가미지마정,uejimamachi,gamijimajeong
トクシュイアンシセツキョウカイ,특수위안시설협회,tokushuianshisetsukyoukai,teugsuwiansiseolhyeobhoe
イセタン,이세탄,isetan,isetan
ミヤキマチ,미야키정,miyakimachi,miyakijeong
クロシオマチ,구로시오정,kuroshiomachi,gurosiojeong
キタジママチ,기타지마정,kitajimamachi,gitajimajeong
モトミヤマチ,혼구정,motomiyamachi,hongujeong
ホウキジ,호키지,houkiji,hokiji
ハサミマチ,하사미정,hasamimachi,hasamijeong
サカマチ,사카정,sakamachi,sakajeong
オニキタマチ,기호쿠정,onikitamachi,gihokujeong
トクノシママチ,도쿠노시마정,tokunoshimamachi,dokunosimajeong
クワナハン,구와나번,kuwanahan,guwanabeon
ニホンバシカブトマチ,니혼바시카부토정,nihonbashikabutomachi,nihonbasikabutojeong
ジュウケンドウ,총검도,juukendou,conggeomdo
ジンギカン,신기관,jingikan,singigwan
ヒライズミ,히라이즈미,hiraizumi,hiraijeumi
セタカマチ,세타카정,setakamachi,setakajeong
トーセ,토세,tōse,tose
アサヒタケシ,아사히다케,asahitakeshi,asahidake
カミオカマチ,가미오카정,kamiokamachi,gamiokajeong
カノセマチ,가노세정,kanosemachi,ganosejeong
マツヤママチ,마쓰야마정,matsuyamamachi,masseuyamajeong
カンゼオンジ,간제온지,kanzeonji,ganjeonji
カイグンヘイガッコウ,해군병학교,kaigunheigakkou,haegunbyeonghaggyo
シマバラワン,시마바라만,shimabarawan,simabaraman
ウダイジン,우대신,udaijin,udaesin
ミナミマチ,미나미정,minamimachi,minamijeong
クマコウゲンマチ,구마코겐정,kumakougenmachi,gumakogenjeong
ヨナバルマチ,요나바루정,yonabarumachi,yonabarujeong
イタバシヤド,이타바시슈쿠,itabashiyado,itabasisyuku
ココロザシソチカイ,지수회,kokorozashisochikai,jisuhoe
シンブツシュウゴウ,신불습합,shinbutsushuugou,sinbulseubhab
シオダマチ,시오타정,shiodamachi,siotajeong
シンニンシキ,친임식,shinninshiki,cinimsig
カツヌママチ,가쓰누마정,katsunumamachi,gasseunumajeong
シュントウ,춘계생활투쟁,shuntou,cungyesaenghwaltujaeng
トウアプラン,토아플랜,touapuran,toapeulraen
ソウドオリ,소츠,soudoori,soceu
ボウノツマチ,보노쓰정,bounotsumachi,bonosseujeong
キケンジョウホウ,여행경보,kikenjouhou,yeohaenggyeongbo
アジアドウ,아지아도,ajiadou,ajiado
グラントウキョウ,그랜도쿄,gurantoukyou,geuraendokyo
ジョウホウホンブ,정보본부,jouhouhonbu,jeongbobonbu
コロモガエ,코로모가에,koromogae,koromogae
ミズグチマチ,미나쿠치정,mizuguchimachi,minakucijeong
ギャロップ,갸롯푸,gyaroppu,gyarospu
アートランド,아트랜드,ātorando,ateuraendeu
サンデンシ,선소프트,sandenshi,seonsopeuteu
クガマチ,구가정,kugamachi,gugajeong
コウガマチ,고카정,kougamachi,gokajeong
クシビキマチ,구시비키정,kushibikimachi,gusibikijeong
クサツヤド,구사쓰슈쿠,kusatsuyado,gusasseusyuku
セタグン,세타군,setagun,setagun
マツシタソンジュク,쇼카손주쿠,matsushitasonjuku,syokasonjuku
ヨウスコウプレート,양쯔판,yousukoupurēto,yangjjeupan
ナカヘチマチ,나카헤치정,nakahechimachi,nakahecijeong
トウジョウマチ,도조정,toujoumachi,dojojeong
エヌディーキューブ,엔디큐브,enudīkyūbu,endikyubeu
クナイマチ,미야우치정,kunaimachi,miyaucijeong
コウナンマチ,고난정,kounanmachi,gonanjeong
カンコクダケ,가라쿠니다케,kankokudake,garakunidake
ミヤノエツヤド,미야노코시주쿠,miyanoetsuyado,miyanokosijuku
ナライヤド,나라이주쿠,naraiyado,naraijuku
フジミ,후지미,fujimi,hujimi
ニッポンユウセンタイショウ,일본유선대상,nipponyuusentaishou,ilbonyuseondaesang
