hebe,ɛbɛ
jucurutu,ʒukuɾutu
florânia,floɾaniɐ
cruzeta,kɾuzɛtɐ
canguaretama,kɐnɡɐɾɛtɐmɐ
tanguá,tɐnɡa
jaguariaíva,ʒɐɡɐɾiaj́vɐ
guaraniaçu,ɡɐɾɐniɐsu
parazinho,pɐɾɐzino
guamaré,ɡɐmɐɾe
mamborê,mɐmboɾe
maripá,mɐɾipa
janiópolis,ʒɐniɔpoliʃ
marquinho,mɐɾkʷino
cruzmaltina,kɾuʒmɐltinɐ
sertanópolis,sɛɾtɐnɔpoliʃ
faxinal,fɐksinɐl
ibaiti,ibajti
carlópolis,kɐɾlɔpoliʃ
cruzaltense,kɾuzɐltɛnsɛ
jacutinga,ʒɐkutinɡɐ
carapebus,kɐɾɐpɛbuʃ
cambuci,kɐmbuzi
aperibé,ɐpɛɾibe
agrestina,ɐɡʁɛʃtinɐ
borrazópolis,boʁɐzɔpoliʃ
lunardelli,lunɐɾdɛlli
guairaçá,ɡajɾɐsa
arapuã,ɐɾɐpuɐ̃
galinhos,ɡɐlinoʃ
carnaubais,kɐɾnawbajʃ
urucuia,uɾukujɐ
verdelândia,vɛɾdɛlandiɐ
urucânia,uɾukaniɐ
peabiru,pɛɐbiɾu
mandaguari,mɐndɐɡɐɾi
lidianópolis,lidiɐnɔpoliʃ
sapopema,sɐpopɛmɐ
assaí,ɐʃsaj́
brf,bɾf
tomazina,tomɐzinɐ
ibiporã,ibipoɾɐ̃
tamarana,tɐmɐɾɐnɐ
corbélia,koɾbeliɐ
juranda,ʒuɾɐndɐ
miracema,miɾɐzɛmɐ
venturosa,vɛntuɾozɐ
itapissuma,itɐpiʃsumɐ
japi,ʒɐpi
tupanatinga,tupɐnɐtinɡɐ
ibimirim,ibimiɾĩ
nazareno,nɐzɐɾɛno
canavieira,kɐnɐviɛjɾɐ
vanini,vɐnini
ibema,ibɛmɐ
ubaporanga,ubɐpoɾɐnɡɐ
benevides,bɛnɛvidɛʃ
muaná,muɐna
anajás,ɐnɐʒaʃ
vieiras,viɛjɾɐʃ
turvolândia,tuɾvolandiɐ
tumiritinga,tumiɾitinɡɐ
sobrália,sobʁaliɐ
bannach,bɐnnɐk
moeda,mowɛdɐ
acará,ɐkɐɾa
itaquiraí,itɐkʷiɾaj́
jaraguari,ʒɐɾɐɡɐɾi
vigia,viʒiɐ
bagre,bɐɡʁɛ
bituruna,bituɾunɐ
tacuru,tɐkuɾu
jacareacanga,ʒɐkɐɾɛɐkɐnɡɐ
itupiranga,itupiɾɐnɡɐ
jaçanã,ʒɐsɐnɐ̃
guaraciaba,ɡɐɾɐziɐbɐ
extrema,ɛstɾɛmɐ
mantena,mɐntɛnɐ
patu,pɐtu
itambaracá,itɐmbɐɾɐka
lajedo,lɐʒɛdo
goianá,ɡowjɐna
ferreiros,fɛʁɛjɾoʃ
iretama,iɾɛtɐmɐ
lindoeste,lindowɛʃtɛ
congonhinhas,konɡoninɐʃ
sumidouro,sumidowuɾo
macuco,mɐkuko
itaporanga,itɐpoɾɐnɡɐ
lucena,luzɛnɐ
italva,itɐlvɐ
loanda,lowɐndɐ
itacuruba,itɐkuɾubɐ
itaueira,itawɛjɾɐ
luiziana,lujziɐnɐ
quatipuru,kɐtipuɾu
serranos,sɛʁɐnoʃ
miradouro,miɾɐdowuɾo
galileia,ɡɐlilɛjɐ
sapé,sɐpe
pitimbu,pitimbu
silveirânia,silvɛjɾaniɐ
sericita,sɛɾizitɐ
silvianópolis,silviɐnɔpoliʃ
curuá,kuɾua
moju,moʒu
tracuateua,tɾɐkuɐtewɐ
piçarra,pisɐʁɐ
coxixola,koksiksolɐ
altônia,ɐltoniɐ
mocajuba,mokɐʒubɐ
acari,ɐkɐɾi
paud'arco,pawdʼɐɾko
natuba,nɐtubɐ
picuí,pikuj́
itatuba,itɐtubɐ
peixeboi,pɛjksɛbowi
sardoá,sɐɾdowa
ipueira,ipuɛjɾɐ
sarzedo,sɐɾzɛdo
curionópolis,kuɾionɔpoliʃ
tesouro,tɛzowuɾo
igarapéaçu,iɡɐɾɐpeɐsu
medicilândia,mɛdizilandiɐ
ulianópolis,uliɐnɔpoliʃ
sumé,sume
assú,ɐʃsu
sapezal,sɐpɛzɐl
japorã,ʒɐpoɾɐ̃
bujaru,buʒɐɾu
uruará,uɾuɐɾa
muribeca,muɾibɛkɐ
buritinópolis,buɾitinɔpoliʃ
mambaí,mɐmbaj́
irituia,iɾitujɐ
perolândia,pɛɾolandiɐ
sempeixe,sɛmpɛjksɛ
sapucaímirim,sɐpukaj́miɾĩ
piranga,piɾɐnɡɐ
pequeri,pɛkʷɛɾi
sinuca,sinukɐ
encanto,ɛnkɐnto
pavussu,pɐvuʃsu
montalvânia,montɐlvaniɐ
marilac,mɐɾilɐk
oratórios,oɾɐtɔɾioʃ
seritinga,sɛɾitinɡɐ
pirajuba,piɾɐʒubɐ
piranguçu,piɾɐnɡsu
papagaios,pɐpɐɡɐjoʃ
piraúba,piɾaẃbɐ
paulistas,pawliʃtɐʃ
vieirópolis,viɛjɾɔpoliʃ
imaculada,imɐkulɐdɐ
piancó,piɐnkɔ
jerumenha,ʒɛɾumɛnɐ
ibiara,ibiɐɾɐ
desterro,dɛʃtɛʁo
esperantina,ɛʃpɛɾɐntinɐ
jacaraú,ʒɐkɐɾaẃ
cumaru,kumɐɾu
carlinda,kɐɾlindɐ
brasnorte,bɾɐʃnoɾtɛ
torixoréu,toɾiksoɾɛw
taquarussu,tɐkɐɾuʃsu
bataguassu,bɐtɐɡɐʃsu
douradina,dowuɾɐdinɐ
paranatinga,pɐɾɐnɐtinɡɐ
luciara,luziɐɾɐ
colíder,kolidɛɾ
calçado,kɐlsɐdo
juscimeira,ʒuʃsimɛjɾɐ
itaporã,itɐpoɾɐ̃
nioaque,niowɐkʷɛ
deodápolis,dɛodapoliʃ
paranaíta,pɐɾɐnaj́tɐ
nortelândia,noɾtɛlandiɐ
inocência,inozensiɐ
juripiranga,ʒuɾipiɾɐnɡɐ
porteirinha,poɾtɛjɾinɐ
perdões,pɛɾdõj̃ʃ
pocrane,pokʁɐnɛ
pingod'água,pinɡodʼaɡɐ
paineiras,pajnɛjɾɐʃ
pratápolis,pɾɐtapoliʃ
pompéu,pompɛw
cabrobó,kɐbʁobɔ
iguaracy,iɡɐɾɐzj
orocó,oɾokɔ
romaria,ʁomɐɾiɐ
bacuri,bɐkuɾi
rubelita,ʁubɛlitɐ
ritápolis,ʁitapoliʃ
reduto,ʁɛduto
cubati,kubɐti
nazarezinho,nɐzɐɾɛzino
lastro,lɐʃtɾo
manaíra,mɐnaj́ɾɐ
matureia,mɐtuɾɛjɐ
trairão,tɾajɾɐ̃w̃
rurópolis,ʁuɾɔpoliʃ
prainha,pɾajnɐ
congo,konɡo
mãed'água,mɐ̃j̃dʼaɡɐ
marcação,mɐɾkɐsɐ̃w̃
solânea,solanɛɐ
palmeirina,pɐlmɛjɾinɐ
cuitegi,kujtɛʒi
natalândia,nɐtɐlandiɐ
consolação,konsolɐsɐ̃w̃
chácara,kakɐɾɐ
serranópolis,sɛʁɐnɔpoliʃ
guarinos,ɡɐɾinoʃ
aliança,ɐliɐnsɐ
uiraúna,ujɾaẃnɐ
olhosd'água,oloʃdʼaɡɐ
luislândia,lujʃlandiɐ
patis,pɐtiʃ
lassance,lɐʃsɐnsɛ
marilândia,mɐɾilandiɐ
piúma,piẃmɐ
miravânia,miɾɐvaniɐ
novorizonte,novoɾizontɛ
miraí,miɾaj́
mirabela,miɾɐbɛlɐ
muzambinho,muzɐmbino
brasilândia,bɾɐzilandiɐ
rianápolis,ʁiɐnapoliʃ
vicência,vizensiɐ
sossego,soʃsɛɡo
calumbi,kɐlumbi
parnaguá,pɐɾnɐɡa
urupá,uɾupa
anaurilândia,ɐnawɾilandiɐ
vassouras,vɐʃsowuɾɐʃ
itapetim,itɐpɛtĩ
ribeirãozinho,ʁibɛjɾɐ̃w̃zino
itaquitinga,itɐkʷitinɡɐ
araputanga,ɐɾɐputɐnɡɐ
pirapetinga,piɾɐpɛtinɡɐ
queluzito,kʷɛluzito
ninheira,ninɛjɾɐ
araguainha,ɐɾɐɡajnɐ
tabaporã,tɐbɐpoɾɐ̃
cassilândia,kɐʃsilandiɐ
passira,pɐʃsiɾɐ
moreilândia,moɾɛjlandiɐ
pilõezinhos,pilõj̃zinoʃ
igaracy,iɡɐɾɐzj
itanhangá,itɐnɐnɡa
tacaratu,tɐkɐɾɐtu
sertânia,sɛɾtaniɐ
maraial,mɐɾɐjɐl
catende,kɐtɛndɛ
quipapá,kʷipɐpa
puxinanã,puksinɐnɐ̃
jaqueira,ʒɐkʷɛjɾɐ
itapuranga,itɐpuɾɐnɡɐ
mantenópolis,mɐntɛnɔpoliʃ
sooretama,sowoɾɛtɐmɐ
japira,ʒɐpiɾɐ
itaíba,itaj́bɐ
mirandiba,miɾɐndibɐ
paranatama,pɐɾɐnɐtɐmɐ
iati,iɐti
imbaú,imbaẃ
alexandria,ɐlɛksɐndɾiɐ
manhumirim,mɐnumiɾĩ
minduri,minduɾi
moema,mowɛmɐ
matipó,mɐtipɔ
ijaci,iʒɐzi
bonópolis,bonɔpoliʃ
lagamar,lɐɡɐmɐɾ
juatuba,ʒuɐtubɐ
guaranésia,ɡɐɾɐneziɐ
guaraíta,ɡɐɾaj́tɐ
damianópolis,dɐmiɐnɔpoliʃ
porangatu,poɾɐnɡɐtu
canápolis,kɐnapoliʃ
campinorte,kɐmpinoɾtɛ
iaciara,iɐziɐɾɐ
trombas,tɾombɐʃ
mutunópolis,mutunɔpoliʃ
simolândia,simolandiɐ
marzagão,mɐɾzɐɡɐ̃w̃
gurupá,ɡɾupa
curralinho,kuʁɐlino
ivinhema,ivinɛmɐ
itapaci,itɐpɐzi
guiratinga,ɡʷiɾɐtinɡɐ
matinhas,mɐtinɐʃ
tapurah,tɐpuɾɐ
itabirinha,itɐbiɾinɐ
indaiabira,indɐjɐbiɾɐ
douradoquara,dowuɾɐdokɐɾɐ
canutama,kɐnutɐmɐ
camocim,kɐmozĩ
estiva,ɛʃtivɐ
jaguaraçu,ʒɐɡɐɾɐsu
granito,ɡɾɐnito
ibiracatu,ibiɾɐkɐtu
itumirim,itumiɾĩ
rochedo,ʁokɛdo
propriá,pɾopʁia
igaratinga,iɡɐɾɐtinɡɐ
itamogi,itɐmoʒi
guidoval,ɡʷidovɐl
itaguara,itɐɡɐɾɐ
sulina,sulinɐ
inhuma,inumɐ
serrolândia,sɛʁolandiɐ
itaobim,itɐobĩ
eugenópolis,ewʒɛnɔpoliʃ
guiricema,ɡʷiɾizɛmɐ
escada,ɛʃkɐdɐ
parari,pɐɾɐɾi
ipaumirim,ipawmiɾĩ
jatobá,ʒɐtoba
apiacás,ɐpiɐkaʃ
trairi,tɾajɾi
juruaia,ʒuɾuɐjɐ
lamim,lɐmĩ
guardamor,ɡɐɾdɐmoɾ
juramento,ʒuɾɐmɛnto
fervedouro,fɛɾvɛdowuɾo
jampruca,ʒɐmpɾukɐ
iapu,iɐpu
ingaí,inɡaj́
ibiaí,ibiaj́
ilicínea,ilizinɛɐ
ibiraci,ibiɾɐzi
grupiara,ɡɾupiɐɾɐ
marataízes,mɐɾɐtaj́zɛʃ
russas,ʁuʃsɐʃ
igaci,iɡɐzi
japaratinga,ʒɐpɐɾɐtinɡɐ
angico,ɐnʒiko
sucupira,sukupiɾɐ
piritiba,piɾitibɐ
tangará,tɐnɡɐɾa
barcelona,bɐɾsɛlonɐ
ibitirama,ibitiɾɐmɐ
pintadas,pintɐdɐʃ
itiúba,itiẃbɐ
barrocas,bɐʁokɐʃ
jaborandi,ʒɐboɾɐndi
tutóia,tutɔjɐ
guimarânia,ɡʷimɐɾaniɐ
ipaba,ipɐbɐ
ipiaçu,ipiɐsu
guapé,ɡɐpe
guaxupé,ɡɐksupe
inhapim,inɐpĩ
jesuânia,ʒɛzuaniɐ
guaçuí,ɡɐsuj́
passagem,pɐʃsɐʒɛ̃
caracol,kɐɾɐkol
rondolândia,ʁondolandiɐ
icó,ikɔ
jauru,ʒawɾu
alcinópolis,ɐlsinɔpoliʃ
itaúba,itaẃbɐ
logradouro,loɡʁɐdowuɾo
caranaíba,kɐɾɐnaj́bɐ
careaçu,kɐɾɛɐsu
itapecurumirim,itɐpɛkuɾumiɾĩ
cotriguaçu,kotʁiɡɐsu
gurinhatã,ɡɾinɐtɐ̃
aroeiras,ɐɾowɛjɾɐʃ
manaquiri,mɐnɐkʷiɾi
irupi,iɾupi
marcelândia,mɐɾsɛlandiɐ
corguinho,koɾɡʷino
guarará,ɡɐɾɐɾa
itaverava,itɐvɛɾɐvɐ
pains,pajnʃ
florestal,floɾɛʃtɐl
capetinga,kɐpɛtinɡɐ
esmeraldas,ɛʃmɛɾɐldɐʃ
caiana,kɐjɐnɐ
matões,mɐtõj̃ʃ
corrente,koʁɛntɛ
cristal,kɾiʃtɐl
baraúna,bɐɾaẃnɐ
delfinópolis,dɛlfinɔpoliʃ
guajará,ɡɐʒɐɾa
quixelô,kʷiksɛlo
descoberto,dɛʃkobɛɾto
baixio,bajksio
indiaroba,indiɐɾobɐ
esperantinópolis,ɛʃpɛɾɐntinɔpoliʃ
montadas,montɐdɐʃ
maracaju,mɐɾɐkɐʒu
centralina,sɛntɾɐlinɐ
buritis,buɾitiʃ
argirita,ɐɾʒiɾitɐ
buriticupu,buɾitikupu
macambira,mɐkɐmbiɾɐ
carmésia,kɐɾmeziɐ
buritizeiro,buɾitizɛjɾo
caetanópolis,kɐɛtɐnɔpoliʃ
biquinhas,bikʷinɐʃ
congonhal,konɡonɐl
cuparaque,kupɐɾɐkʷɛ
gararu,ɡɐɾɐɾu
japaratuba,ʒɐpɐɾɐtubɐ
malhador,mɐlɐdoɾ
sidrolândia,sidʁolandiɐ
araguaiana,ɐɾɐɡɐjɐnɐ
datas,dɐtɐʃ
divino,divino
coqueiral,kokʷɛjɾɐl
cafarnaum,kɐfɐɾnaw̃
juru,ʒuɾu
alvarães,ɐlvɐɾɐ̃j̃ʃ
assaré,ɐʃsɐɾe
anapurus,ɐnɐpuɾuʃ
palmácia,pɐlmaziɐ
uruoca,uɾuokɐ
itaitinga,itajtinɡɐ
pacoti,pɐkoti
paraipaba,pɐɾajpɐbɐ
jupi,ʒupi
vicentina,vizɛntinɐ
cordislândia,koɾdiʃlandiɐ
zabelê,zɐbɛle
acarape,ɐkɐɾɐpɛ
parnarama,pɐɾnɐɾɐmɐ
belágua,bɛlaɡɐ
buritirana,buɾitiɾɐnɐ
anajatuba,ɐnɐʒɐtubɐ
carira,kɐɾiɾɐ
aricanduva,ɐɾikɐnduvɐ
naviraí,nɐviɾaj́
coxim,koksĩ
arapuá,ɐɾɐpua
cocalinho,kokɐlino
cacimbinhas,kɐzimbinɐʃ
carneiros,kɐɾnɛjɾoʃ
verdejante,vɛɾdɛʒɐntɛ
toritama,toɾitɐmɐ
monteirópolis,montɛjɾɔpoliʃ
boqueirão,bokʷɛjɾɐ̃w̃
cajazeirinhas,kɐʒɐzɛjɾinɐʃ
poção,posɐ̃w̃
pirambu,piɾɐmbu
dormentes,doɾmɛntɛʃ
buíque,buj́kʷɛ
jaguaruana,ʒɐɡɐɾuɐnɐ
itarema,itɐɾɛmɐ
aratuba,ɐɾɐtubɐ
varjão,vɐɾʒɐ̃w̃
panelas,pɐnɛlɐʃ
serrita,sɛʁitɐ
orobó,oɾobɔ
barreira,bɐʁɛjɾɐ
montanha,montɐnɐ
tacaimbó,tɐkajmbɔ
tonantins,tonɐntinʃ
itatira,itɐtiɾɐ
divinésia,divineziɐ
comercinho,komɛɾsino
bugre,buɡʁɛ
cristais,kɾiʃtajʃ
amaralina,ɐmɐɾɐlinɐ
maurilândia,mawɾilandiɐ
pequi,pɛkʷi
mortugaba,moɾtuɡɐbɐ
carutapera,kɐɾutɐpɛɾɐ
roteiro,ʁotɛjɾo
laje,lɐʒɛ
paramirim,pɐɾɐmiɾĩ
doverlândia,dovɛɾlandiɐ
poções,posõj̃ʃ
heliópolis,ɛliɔpoliʃ
edealina,ɛdɛɐlinɐ
palminópolis,pɐlminɔpoliʃ
nhamundá,nɐmunda
camutanga,kɐmutɐnɡɐ
tururu,tuɾuɾu
curuçá,kuɾusa
umbuzeiro,umbuzɛjɾo
pinheiros,pinɛjɾoʃ
pauini,pawini
urandi,uɾɐndi
macururé,mɐkuɾuɾe
jardinópolis,ʒɐɾdinɔpoliʃ
retirolândia,ʁɛtiɾolandiɐ
ermo,ɛɾmo
marema,mɐɾɛmɐ
atalanta,ɐtɐlɐntɐ
macieira,mɐziɛjɾɐ
ceres,sɛɾɛʃ
quixabeira,kʷiksɐbɛjɾɐ
remanso,ʁɛmɐnso
tapauá,tɐpawa
indiara,indiɐɾɐ
jundiá,ʒundia
itiquira,itikʷiɾɐ
arari,ɐɾɐɾi
tauá,tawa
ararendá,ɐɾɐɾɛnda
barroquinha,bɐʁokʷinɐ
imbuia,imbujɐ
itapajé,itɐpɐʒe
branquinha,bɾɐnkʷinɐ
uruburetama,uɾubuɾɛtɐmɐ
fortim,foɾtĩ
baturité,bɐtuɾite
apiacá,ɐpiɐka
maribondo,mɐɾibondo
pojuca,poʒukɐ
varzedo,vɐɾzɛdo
sapeaçu,sɐpɛɐsu
saubara,sawbɐɾɐ
pacajus,pɐkɐʒuʃ
cariré,kɐɾiɾe
ereré,ɛɾɛɾe
sonora,sonoɾɐ
ipirá,ipiɾa
maetinga,mɐɛtinɡɐ
piripá,piɾipa
teofilândia,tɛofilandiɐ
tanquinho,tɐnkʷino
iúna,iẃnɐ
quijingue,kʷiʒinɡʷɛ
caturité,kɐtuɾite
jaramataia,ʒɐɾɐmɐtɐjɐ
juazeirinho,ʒuɐzɛjɾino
pocinhos,pozinoʃ
alcantil,ɐlkɐntil
crateús,kɾɐteẃʃ
altaneira,ɐltɐnɛjɾɐ
matina,mɐtinɐ
inhapi,inɐpi
ibateguara,ibɐtɛɡɐɾɐ
saboeiro,sɐbowɛjɾo
ubajara,ubɐʒɐɾɐ
maiquinique,majkʷinikʷɛ
piatã,piɐtɐ̃
quiterianópolis,kʷitɛɾiɐnɔpoliʃ
ipu,ipu
granjeiro,ɡɾɐnʒɛjɾo
jaguaretama,ʒɐɡɐɾɛtɐmɐ
coreaú,koɾɛaẃ
lamarão,lɐmɐɾɐ̃w̃
niquelândia,nikʷɛlandiɐ
ipixuna,ipiksunɐ
caridade,kɐɾidɐdɛ
edéia,ɛdejɐ
salgadinho,sɐlɡɐdino
casserengue,kɐʃsɛɾɛnɡʷɛ
areia,ɐɾɛjɐ
catingueira,kɐtinɡʷɛjɾɐ
croatá,kɾowɐta
urucará,uɾukɐɾa
paratinga,pɐɾɐtinɡɐ
santaluz,sɐntɐluʒ
pindaí,pindaj́
macarani,mɐkɐɾɐni
morpará,moɾpɐɾa
pindobaçu,pindobɐsu
ecoporanga,ɛkopoɾɐnɡɐ
urucurituba,uɾukuɾitubɐ
itaguaçu,itɐɡɐsu
hidrolina,idʁolinɐ
guarabira,ɡɐɾɐbiɾɐ
nordestina,noɾdɛʃtinɐ
indiana,indiɐnɐ
mucambo,mukɐmbo
iporã,ipoɾɐ̃
ibatiba,ibɐtibɐ
santanópolis,sɐntɐnɔpoliʃ
pedrão,pɛdʁɐ̃w̃
turvelândia,tuɾvɛlandiɐ
itapicuru,itɐpikuɾu
jiquiriçá,ʒikʷiɾisa
jucuruçu,ʒukuɾusu
figueirão,fiɡʷɛjɾɐ̃w̃
porteiras,poɾtɛjɾɐʃ
poranga,poɾɐnɡɐ
moraújo,moɾaẃʒo
caaporã,kɐɐpoɾɐ̃
ouriçangas,owuɾisɐnɡɐʃ
camalaú,kɐmɐlaẃ
tacima,tɐzimɐ
olivedos,olivɛdoʃ
flexeiras,flɛksɛjɾɐʃ
rodelas,ʁodɛlɐʃ
gurjão,ɡɾʒɐ̃w̃
ituaçu,ituɐsu
irajuba,iɾɐʒubɐ
iuiu,iwju
itatim,itɐtĩ
frecheirinha,fɾɛkɛjɾinɐ
alcântaras,ɐlkantɐɾɐʃ
ibaretama,ibɐɾɛtɐmɐ
jucás,ʒukaʃ
iraquara,iɾɐkɐɾɐ
mairi,majɾi
igrapiúna,iɡʁɐpiẃnɐ
caculé,kɐkule
boninal,boninɐl
amaraji,ɐmɐɾɐʒi
buritirama,buɾitiɾɐmɐ
encruzilhada,ɛnkɾuzilɐdɐ
igaporã,iɡɐpoɾɐ̃
massapê,mɐʃsɐpe
cocos,kokoʃ
martinópole,mɐɾtinɔpolɛ
caririaçu,kɐɾiɾiɐsu
penaforte,pɛnɐfoɾtɛ
pereiro,pɛɾɛjɾo
ibicuí,ibikuj́
caetité,kɐɛtite
ipaporanga,ipɐpoɾɐnɡɐ
beberibe,bɛbɛɾibɛ
ibiapina,ibiɐpinɐ
salitre,sɐlitʁɛ
pinheiral,pinɛjɾɐl
coremas,koɾɛmɐʃ
meruoca,mɛɾuokɐ
paramoti,pɐɾɐmoti
quixeré,kʷiksɛɾe
palhano,pɐlɐno
groaíras,ɡɾowaj́ɾɐʃ
ichu,iku
ibititá,ibitita
cravolândia,kɾɐvolandiɐ
maranhãozinho,mɐɾɐnɐ̃w̃zino
altinho,ɐltino
guaiúba,ɡɐjubɐ
pacujá,pɐkuʒa
carnaubal,kɐɾnawbɐl
milhã,milɐ̃
potiretama,potiɾɛtɐmɐ
piraju,piɾɐʒu
gália,ɡaliɐ
piacatu,piɐkɐtu
inajá,inɐʒa
irauçuba,iɾawsubɐ
barro,bɐʁo
campestre,kɐmpɛʃtɾɛ
caturama,kɐtuɾɐmɐ
ibirajuba,ibiɾɐʒubɐ
maraú,mɐɾaẃ
jati,ʒɐti
granja,ɡɾɐnʒɐ
jaguaribara,ʒɐɡɐɾibɐɾɐ
chaval,kɐvɐl
apuiarés,ɐpujɐɾeʃ
pombos,pomboʃ
quadra,kɐdʁɐ
louveira,lowuvɛjɾɐ
guatapará,ɡɐtɐpɐɾa
pereiras,pɛɾɛjɾɐʃ
itanhém,itɐnẽ
craíbas,kɾaj́bɐʃ
canapi,kɐnɐpi
paripueira,pɐɾipuɛjɾɐ
tracunhaém,tɾɐkunɐẽ
pirpirituba,piɾpiɾitubɐ
curralinhos,kuʁɐlinoʃ
geminiano,ʒɛminiɐno
jucati,ʒukɐti
camamu,kɐmɐmu
canas,kɐnɐʃ
potim,potĩ
araruna,ɐɾɐɾunɐ
candeal,kɐndɛɐl
itagimirim,itɐʒimiɾĩ
mariápolis,mɐɾiapoliʃ
chavantes,kɐvɐntɛʃ
araioses,ɐɾɐjozɛʃ
itagi,itɐʒi
quixaba,kʷiksɐbɐ
arame,ɐɾɐmɛ
malta,mɐltɐ
taperoá,tɐpɛɾowa
andorinha,ɐndoɾinɐ
itapé,itɐpe
guajeru,ɡɐʒɛɾu
chorrochó,koʁokɔ
lupércio,lupeɾsio
abaiara,ɐbɐjɐɾɐ
pariconha,pɐɾikonɐ
satuba,sɐtubɐ
tejuçuoca,tɛʒusuokɐ
florestópolis,floɾɛʃtɔpoliʃ
tapejara,tɐpɛʒɐɾɐ
choró,koɾɔ
indianópolis,indiɐnɔpoliʃ
batayporã,bɐtɐjpoɾɐ̃
papanduva,pɐpɐnduvɐ
acaraú,ɐkɐɾaẃ
cristalândia,kɾiʃtɐlandiɐ
wanderlândia,wɐndɛɾlandiɐ
cururupu,kuɾuɾupu
regeneração,ʁɛʒɛnɛɾɐsɐ̃w̃
marcolândia,mɐɾkolandiɐ
inhangapi,inɐnɡɐpi
ibipeba,ibipɛbɐ
guaratinga,ɡɐɾɐtinɡɐ
itabela,itɐbɛlɐ
candiba,kɐndibɐ
ibitiara,ibitiɐɾɐ
ortigueira,oɾtiɡʷɛjɾɐ
piracuruca,piɾɐkuɾukɐ
madeiro,mɐdɛjɾo
palmeirais,pɐlmɛjɾajʃ
jacobina,ʒɐkobinɐ
portelândia,poɾtɛlandiɐ
mulungu,mulunɡ
cravinhos,kɾɐvinoʃ
campinaçu,kɐmpinɐsu
goiatuba,ɡowjɐtubɐ
manari,mɐnɐɾi
guareí,ɡɐɾɛj́
itororó,itoɾoɾɔ
canoinhas,kɐnowinɐʃ
ibicaré,ibikɐɾe
maracajá,mɐɾɐkɐʒa
ilhota,ilotɐ
urca,uɾkɐ
tarrafas,tɐʁɐfɐʃ
manduri,mɐnduɾi
itaberaba,itɐbɛɾɐbɐ
pindoba,pindobɐ
cosmorama,koʃmoɾɐmɐ
martinópolis,mɐɾtinɔpoliʃ
tartarugalzinho,tɐɾtɐɾuɡɐlzino
meleiro,mɛlɛjɾo
arraial,ɐʁɐjɐl
cuité,kujte
mazagão,mɐzɐɡɐ̃w̃
cupira,kupiɾɐ
ouricuri,owuɾikuɾi
turilândia,tuɾilandiɐ
caraíbas,kɐɾaj́bɐʃ
ibiassucê,ibiɐʃsuze
ibipitanga,ibipitɐnɡɐ
irapuã,iɾɐpuɐ̃
areias,ɐɾɛjɐʃ
quatis,kɐtiʃ
miranorte,miɾɐnoɾtɛ
satubinha,sɐtubinɐ
maracaçumé,mɐɾɐkɐsume
paulistana,pawliʃtɐnɐ
palmeirândia,pɐlmɛjɾandiɐ
surubim,suɾubĩ
exu,ɛzu
poxoréu,poksoɾɛw
mombaça,mombɐsɐ
serraria,sɛʁɐɾiɐ
jataúba,ʒɐtaẃbɐ
palmeirópolis,pɐlmɛjɾɔpoliʃ
dueré,duɛɾe
recursolândia,ʁɛkuɾsolandiɐ
tabocão,tɐbokɐ̃w̃
pium,piw̃
itapiratins,itɐpiɾɐtinʃ
canhotinho,kɐnotino
gameleira,ɡɐmɛlɛjɾɐ
solidão,solidɐ̃w̃
fênix,fenis
marilena,mɐɾilɛnɐ
luzilândia,luzilandiɐ
itabi,itɐbi
itaguatins,itɐɡɐtinʃ
capoeiras,kɐpowɛjɾɐʃ
jesuítas,ʒɛzuj́tɐʃ
sandolândia,sɐndolandiɐ
darcinópolis,dɐɾsinɔpoliʃ
sambaíba,sɐmbaj́bɐ
limoeiro,limowɛjɾo
terezinha,tɛɾɛzinɐ
carnaíba,kɐɾnaj́bɐ
machados,mɐkɐdoʃ
currais,kuʁajʃ
betânia,bɛtaniɐ
pindarémirim,pindɐɾemiɾĩ
raposa,ʁɐpozɐ
saloá,sɐlowa
agricolândia,ɐɡʁikolandiɐ
jericó,ʒɛɾikɔ
vertentes,vɛɾtɛntɛʃ
caxingó,kɐksinɡɔ
brejão,bɾɛʒɐ̃w̃
colniza,kolnizɐ
bayeux,bɐjews
tufilândia,tufilandiɐ
curvelândia,kuɾvɛlandiɐ
varjota,vɐɾʒotɐ
penalva,pɛnɐlvɐ
sussuapara,suʃsuɐpɐɾɐ
acauã,ɐkawɐ̃
aroazes,ɐɾowɐzɛʃ
mirinzal,miɾinzɐl
joselândia,ʒozɛlandiɐ
peritoró,pɛɾitoɾɔ
banabuiú,bɐnɐbuju
lorena,loɾɛnɐ
ananás,ɐnɐnaʃ
caém,kɐẽ
icatu,ikɐtu
francinópolis,fɾɐnsinɔpoliʃ
bacabeira,bɐkɐbɛjɾɐ
tamboril,tɐmboɾil
miraíma,miɾaj́mɐ
bequimão,bɛkʷimɐ̃w̃
pimenteiras,pimɛntɛjɾɐʃ
coivaras,kowivɐɾɐʃ
tuparetama,tupɐɾɛtɐmɐ
macaparana,mɐkɐpɐɾɐnɐ
califórnia,kɐlifɔɾniɐ
tuntum,tuntũ
pedreiras,pɛdʁɛjɾɐʃ
umari,umɐɾi
tapira,tɐpiɾɐ
jacundá,ʒɐkunda
guaribas,ɡɐɾibɐʃ
pururuca,puɾuɾukɐ
quintão,kʷintɐ̃w̃
uru,uɾu
campanário,kɐmpɐnaɾio
tremembé,tɾɛmɛmbe
