イチロー,it͡ɕiɾoː
アンジア,and͡ʑia
イージアスカ,iːʑiasɯka
バシュチンスキ,baɕɯt͡ɕiĩsɯkʲi
クウォシンスキ,kɯɰoɕiĩsɯkʲi
モジェスキー,moʑesɯkʲiː
タチアク,tat͡ɕiakɯ
ソシンスカ,soɕiĩsɯka
ピエホフスキー,pʲiehoɸɯsɯkʲiː
クピエック,kɯpʲiekkɯ
プロクサ,pɯɾokɯsa
ポレツキー,poɾet͡sɯkʲiː
フルスチェル,ɸɯɾɯsɯt͡ɕeɾɯ
シュタブラーヴァ,ɕɯtabɯɾaːba
シェイバル,ɕeːbaɾɯ
クラヴィク,kɯɾabʲikɯ
ディガチュ,diɡat͡ɕɯ
ケントシンスキ,kentoɕiĩsɯkʲi
ワデッキ,ɰadekʲkʲi
オレイニチャク,oɾeːɲit͡ɕakɯ
ゴウォンブ,ɡoɰombɯ
シヴェジ,ɕibeʑi
ウォルフィッツ,ɰoɾɯɸʲitt͡sɯ
アクセントヴィチ,akɯsentobʲit͡ɕi
スクシペク,sɯkɯɕipekɯ
クロフスキ,kɯɾoɸɯsɯkʲi
チヒ,t͡ɕiçi
ブク,bɯkɯ
ロボタ,ɖobota
ヴォイチック,boit͡ɕikkɯ
シムラト,ɕimɯɾato
ジョブロ,d͡ʑobɯɾo
アルチシェフスキ,aɾɯt͡ɕiɕeɸɯsɯkʲi
エンゲルキング,eŋɡeɾɯkʲiŋɡɯ
ドルニャク,doɾɯɲakɯ
ボグダン,boɡɯdaɴ
ボルセヴィチ,boɾɯsebʲit͡ɕi
パリコト,paɾʲikoto
シュドリッチ,ɕɯdoɾʲitt͡ɕi
ピカルキヴィッツ,pʲikaɾɯkʲibʲitt͡sɯ
ミフニク,mʲiɸɯɲikɯ
ブルツェンスカ,bɯɾɯt͡seẽsɯka
オハブ,ohabɯ
ウォジ,ɰoʑi
フビヌスキ,ɸɯbʲinɯsɯkʲi
コツロフスキ,kot͡sɯɾoɸɯsɯkʲi
レッペル,ɖeppeɾɯ
ヴィットリン,bʲittoɾʲiŋ
パテルスキ,pateɾɯsɯkʲi
ペテルスブルスキ,peteɾɯsɯbɯɾɯsɯkʲi
スヘティナ,sɯhetina
グレムプ,ɡɯɾemɯpɯ
ロボジンスキ,ɖoboʑiĩsɯkʲi
カドゥウベック,kadɯːbekkɯ
レシミャン,ɖeɕimʲaɴ
コルネル,koɾɯneɾɯ
ヒポリト,çipoɾʲito
ツェギェルスキ,t͡seɡʲeɾɯsɯkʲi
ゾラフスキ,d͡zoɾaɸɯsɯkʲi
ラジヴィオヴィッチ,ɖaʑibʲiobʲitt͡ɕi
ザレンバ,d͡zaɾemba
ハルビンスキ,haɾɯbʲiĩsɯkʲi
ブヤク,bɯjakɯ
フォレムニャク,ɸoɾemɯɲakɯ
モゼレフスキ,mozeɾeɸɯsɯkʲi
バドラ,badoɾa
リストキエヴィチ,ɖʲisɯtokʲiebʲit͡ɕi
オルギエルド,oɾɯɡʲieɾɯdo
フカシェヴィチ,ɸɯkaɕebʲit͡ɕi
ザパシエヴィッツ,d͡zapaɕiebʲitt͡sɯ
トゥヴィム,tɯbʲimɯ
イズラエル,izɯɾaeɾɯ
プウォスキ,pɯɰosɯkʲi
スタシャク,sɯtaɕakɯ
スタニスラウス,sɯtaɲisɯɾaɯsɯ
アダムスキ,adamɯsɯkʲi
ピトロシュコスキー,pʲitoɾoɕɯkosɯkʲiː
グラインスキ,ɡɯɾaiĩsɯkʲi
サスナル,sasɯnaɾɯ
ラコフスキ,ɖakoɸɯsɯkʲi
ワリコフスキ,ɰaɾʲikoɸɯsɯkʲi
ジオベール,d͡ʑiobeːɾɯ
レリガ,ɖeɾʲiɡa
オクリツキ,okɯɾʲit͡sɯkʲi
ムルヂャ,mɯɾɯʑa
ソボレフスキ,soboɾeɸɯsɯkʲi
ギザ,ɡʲiza
ガンチャルチク,ɡant͡ɕaɾɯt͡ɕikɯ
シャハク,ɕahakɯ
ジエヴァノフスキ,d͡ʑiebanoɸɯsɯkʲi
フラ,ɸɯɾa
ヴァセルマン,baseɾɯmaɴ
ペラッツェ,peɾatt͡se
コトンスキ,kotoõsɯkʲi
ブラシンスキ,bɯɾaɕiĩsɯkʲi
コレツキ,koɾet͡sɯkʲi
ジンダム,d͡ʑindamɯ
マシュコヴィツ,maɕɯkobʲit͡sɯ
クシシュコヴィアク,kɯɕiɕɯkobʲiakɯ
ヤヒメツキ,jaçimet͡sɯkʲi
ラウイッツ,ɖaɯitt͡sɯ
シャイナ,ɕaina
ズロトフスキー,d͡zɯɾotoɸɯsɯkʲiː
ミコラ,mʲikoɾa
プラヴィク,pɯɾabʲikɯ
スタルスキ,sɯtaɾɯsɯkʲi
ブラッセ,bɯɾasse
ゴーリンスキ,ɡoːɾʲiĩsɯkʲi
バヨル,bajoɾɯ
ポタジンスキ,potaʑiĩsɯkʲi
ブロンコ,bɯɾoŋko
ナグルスキー,naɡɯɾɯsɯkʲiː
ハンズリク,hand͡zɯɾʲikɯ
ウロベル,ɯɾobeɾɯ
ノソフスカ,nosoɸɯsɯka
ナレパ,naɾepa
フランキエヴィッツ,ɸɯɾaŋkʲiebʲitt͡sɯ
クヴィエチェン,kɯbʲiet͡ɕeŋ
ズルーネス,d͡zɯɾɯːnesɯ
ザビッカス,d͡zabʲikkasɯ
コルベルゲル,koɾɯbeɾɯɡeɾɯ
アガ,aɡa
ザネータ,d͡zaneːta
ヨーナタン,joːnataɴ
アイベシュッツ,aibeɕɯtt͡sɯ
クフチンスキ,kɯɸɯt͡ɕiĩsɯkʲi
ヤシェンスキ,jaɕeẽsɯkʲi
リリック,ɖʲiɾʲikkɯ
グロホウスカ,ɡɯɾohoɯsɯka
グロット,ɡɯɾotto
ルミャネク,ɖɯmʲanekɯ
ヴィルヘルミナ,bʲiɾɯheɾɯmʲina
イヴァノフスカ,ibanoɸɯsɯka
ドゥジマワ,dɯʑimaɰa
リムサ,ɖʲimɯsa
スタニエク,sɯtaɲiekɯ
コビランスキ,kobʲiɾaãsɯkʲi
ブジェンチェク,bɯʑent͡ɕekɯ
フォティガ,ɸotiɡa
リビツキ,ɖʲibʲit͡sɯkʲi
コルベルク,koɾɯbeɾɯkɯ
ラプチェフスカ,ɖapɯt͡ɕeɸɯsɯka
スタロヴィエイスキ,sɯtaɾobʲieːsɯkʲi
ミコワイ,mʲikoɰai
ブガージスキー,bɯɡaːʑisɯkʲiː
マチェレヴィチ,mat͡ɕeɾebʲit͡ɕi
ヴィチュウコフスキ,bʲit͡ɕɯːkoɸɯsɯkʲi
オルカン,oɾɯkaɴ
チェスリク,t͡ɕesɯɾʲikɯ
カヤー,kajaː
ゴロタ,ɡoɾota
プステルニク,pɯsɯteɾɯɲikɯ
ニトラス,ɲitoɾasɯ
シュルキン,ɕɯɾɯkʲiŋ
バナヒェヴィッチ,banaçebʲitt͡ɕi
ステルマホフスキ,sɯteɾɯmahoɸɯsɯkʲi
ジェカノフスキ,d͡ʑekanoɸɯsɯkʲi
ウォムニツキ,ɰomɯɲit͡sɯkʲi
ラギニス,ɖaɡʲiɲisɯ
ピョトロフスキ,pʲotoɾoɸɯsɯkʲi
シマノフスキ,ɕimanoɸɯsɯkʲi
サドコウスカ,sadokoɯsɯka
シランキエウィッツ,ɕiɾaŋkʲieɰitt͡sɯ
ズナニェツキ,d͡zɯnaɲet͡sɯkʲi
ヴォジニャク,boʑiɲakɯ
グルピニスキ,ɡɯɾɯpʲiɲisɯkʲi
ピョンタス,pʲontasɯ
ヴィーラス,bʲiːɾasɯ
ナウコフスカ,naɯkoɸɯsɯka
ポスミシュ,posɯmʲiɕɯ
ティミンスカ,timʲiĩsɯka
バジャク,baʑakɯ
ストリーコフスキ,sɯtoɾʲiːkoɸɯsɯkʲi
ミカルチェク,mʲikaɾɯt͡ɕekɯ
ブジスキ,bɯʑisɯkʲi
チョネク,t͡ɕonekɯ
フェトリンスカ,ɸetoɾʲiĩsɯka
ヴィスニエフスカ,bʲisɯɲieɸɯsɯka
ウシュチキェヴィチ,ɯɕɯt͡ɕikʲebʲit͡ɕi
ヴィドラ,bʲidoɾa
フィドゥシェヴィチ,ɸʲidɯɕebʲit͡ɕi
ゴヴィン,ɡobʲiŋ
カスプロヴィチ,kasɯpɯɾobʲit͡ɕi
マラチョフスキ,maɾat͡ɕoɸɯsɯkʲi
ヴォダ,boda
デマルチク,demaɾɯt͡ɕikɯ
ブチコフスキ,bɯt͡ɕikoɸɯsɯkʲi
ヴィエツキーヴィッチ,bʲiet͡sɯkʲiːbʲitt͡ɕi
ポドレシ,podoɾeɕi
ドミンチク,domʲint͡ɕikɯ
コヴァルチック,kobaɾɯt͡ɕikkɯ
ニエジビエズキ,ɲieʑibʲiezɯkʲi
ユステク,jɯsɯtekɯ
ズボロフスキ,d͡zɯboɾoɸɯsɯkʲi
ナルツィザ,naɾɯt͡siza
ジミホフスカ,d͡ʑimʲihoɸɯsɯka
ピレク,pʲiɾekɯ
クシャクレフスキ,kɯɕakɯɾeɸɯsɯkʲi
ヴァレンティノヴィチ,baɾentinobʲit͡ɕi
コロウィッカ,koɾoɰikka
ズグリンスキー,d͡zɯɡɯɾʲiĩsɯkʲiː
リセク,ɖʲisekɯ
スジニスキ,sɯʑiɲisɯkʲi
アリツィア,aɾʲit͡sia
バックレーダ,bakkɯɾeːda
ジェク,d͡ʑekɯ
マラケ,maɾake
ザニエウスカ,d͡zaɲieɯsɯka
ニコデム,ɲikodemɯ
ヴァリシェフスキー,baɾʲiɕeɸɯsɯkʲiː
パンコフスキ,paŋkoɸɯsɯkʲi
ウイェイスキ,ɯjeːsɯkʲi
ザヤンチュコウスカ,d͡zajant͡ɕɯkoɯsɯka
ミハリク,mʲihaɾʲikɯ
カロラク,kaɾoɾakɯ
ネハマ,nehama
テク,tekɯ
グルツカ,ɡɯɾɯt͡sɯka
ロバク,ɖobakɯ
モジェスカ,moʑesɯka
ミチェルスキ,mʲit͡ɕeɾɯsɯkʲi
パシコフスキ,paɕikoɸɯsɯkʲi
フョドロフ,ɸʲodoɾoɸɯ
スキブニェフスカ,sɯkʲibɯɲeɸɯsɯka
ポズニアック,pozɯɲiakkɯ
チジェフスカ,t͡ɕiʑeɸɯsɯka
マズルキエヴィチ,mazɯɾɯkʲiebʲit͡ɕi
プワジンスキ,pɯɰaʑiĩsɯkʲi
クルエンティ,kɯɾɯenti
ペカルスキ,pekaɾɯsɯkʲi
メルタ,meɾɯta
コンドラト,kondoɾato
ボロフスキ,boɾoɸɯsɯkʲi
シルバーシュタイン,ɕiɾɯbaːɕɯtaiŋ
フォグ,ɸoɡɯ
キシチャク,kʲiɕit͡ɕakɯ
ウルバンスキ,ɯɾɯbaãsɯkʲi
ロキタ,ɖokʲita
ユレク,jɯɾekɯ
ハルプチョフ,haɾɯpɯt͡ɕoɸɯ
ガウロンスカ,ɡaɯɾoõsɯka
ザフファトヴィチ,d͡zaɸɯɸatobʲit͡ɕi
バランスカ,baɾaãsɯka
プトラ,pɯtoɾa
レニツァ,ɖeɲit͡sa
クプチェヴィチ,kɯpɯt͡ɕebʲit͡ɕi
ニエメン,ɲiemeŋ
スクビシェフスキ,sɯkɯbʲiɕeɸɯsɯkʲi
ジロースカ,d͡ʑiɾoːsɯka
ピンハス,pʲiĩhasɯ
ラボン,ɖaboɴ
サヴィドール,sabʲidoːɾɯ
コヴァルスカ,kobaɾɯsɯka
ゴンゴル,ɡoŋɡoɾɯ
ストンマ,sɯtomma
ボヘンスキー,boheẽsɯkʲiː
クラシェフスキ,kɯɾaɕeɸɯsɯkʲi
シェモニャク,ɕemoɲakɯ
ポドルスカ,podoɾɯsɯka
パンキエヴィッチ,paŋkʲiebʲitt͡ɕi
ゲンシツカ,ɡeẽɕit͡sɯka
マクシンスキ,makɯɕiĩsɯkʲi
チャミーク,t͡ɕamʲiːkɯ
ホールドスクロー,hoːɾɯdosɯkɯɾoː
ミールジンスキ,mʲiːɾɯʑiĩsɯkʲi
ジャクボウスキー,d͡ʑakɯboɯsɯkʲiː
スモラシ,sɯmoɾaɕi
パレスター,paɾesɯtaː
ウダルスキ,ɯdaɾɯsɯkʲi
コンツキ,kont͡sɯkʲi
リリアナ,ɖʲiɾʲiana
コモロウスカ,komoɾoɯsɯka
マルツェリーナ,maɾɯt͡seɾʲiːna
ヴォルスチャク,boɾɯsɯt͡ɕakɯ
ドブジンスキー,dobɯʑiĩsɯkʲiː
トローロフスカ,toɾoːɾoɸɯsɯka
シレル,ɕiɾeɾɯ
オスファルト,osɯɸaɾɯto
ラブシチン,ɖabɯɕit͡ɕiŋ
ボルスキ,boɾɯsɯkʲi
ロヴェツキ,ɖobet͡sɯkʲi
ボリチカ,boɾʲit͡ɕika
シュマイジンスキ,ɕɯmaiʑiĩsɯkʲi
アポリナリ,apoɾʲinaɾʲi
ミエルカーツ,mʲieɾɯkaːt͡sɯ
ヤンダ,janda
ヴォジンスカ,boʑiĩsɯka
ツィクラルスキ,t͡sikɯɾaɾɯsɯkʲi
ザーケル,d͡zaːkeɾɯ
シュモウスカ,ɕɯmoɯsɯka
ボルサック,boɾɯsakkɯ
ダグマラ,daɡɯmaɾa
ウォズニアック,ɰozɯɲiakkɯ
スタホフスキ,sɯtahoɸɯsɯkʲi
ステファンスキ,sɯteɸaãsɯkʲi
ツィプリアン,t͡sipɯɾʲiaɴ
デュプリー,djɯpɯɾʲiː
レドゥホフスキ,ɖedɯhoɸɯsɯkʲi
コヴァレフスキ,kobaɾeɸɯsɯkʲi
ペシェク,peɕekɯ
ジャニコースキー,d͡ʑaɲikoːsɯkʲiː
チェリンスカ,t͡ɕeɾʲiĩsɯka
モラフスキ,moɾaɸɯsɯkʲi
カッツェネルソン,katt͡seneɾɯsoɴ
ボルニー,boɾɯɲiː
ブジョゾフスキ,bɯʑozoɸɯsɯkʲi
ロンチェフスキ,ɖont͡ɕeɸɯsɯkʲi
ノヴォシェルスキ,noboɕeɾɯsɯkʲi
ヴィエジュボフスキ,bʲieʑɯboɸɯsɯkʲi
ミルグロム,mʲiɾɯɡɯɾomɯ
ヴォイダ,boida
ムランカ,mɯɾaŋka
ムシンスキ,mɯɕiĩsɯkʲi
スピカルスキ,sɯpʲikaɾɯsɯkʲi
ブラウネック,bɯɾaɯnekkɯ
ステチュコフスカ,sɯtet͡ɕɯkoɸɯsɯka
ゲビルティグ,ɡebʲiɾɯtiɡɯ
コスミナ,kosɯmʲina
コルスキ,koɾɯsɯkʲi
ヴォイダット,boidatto
イウォナ,iɰona
グゾフスカ,ɡɯzoɸɯsɯka
ヤナス,janasɯ
フヴィステク,ɸɯbʲisɯtekɯ
ステンカ,sɯteŋka
トゥヴィア,tɯbʲia
レスニャク,ɖesɯɲakɯ
シマニアク,ɕimaɲiakɯ
シンツェル,ɕint͡seɾɯ
レムキン,ɖemɯkʲiŋ
スティカ,sɯtika
ビオレッタ,bʲioɾetta
ザヴァダ,d͡zabada
ウゴノー,ɯɡonoː
デンビニスキ,dembʲiɲisɯkʲi
コブロ,kobɯɾo
ハルツカ,haɾɯt͡sɯka
オスモルスカ,osɯmoɾɯsɯka
マラフスキ,maɾaɸɯsɯkʲi
イェドルゼイェヴィチ,jedoɾɯzejebʲit͡ɕi
フォイク,ɸoikɯ
アンチツ,ant͡ɕit͡sɯ
サポロフスカ,sapoɾoɸɯsɯka
ヌロフスキ,nɯɾoɸɯsɯkʲi
ブジェフファ,bɯʑeɸɯɸa
キェプラ,kʲepɯɾa
ビアウォストツキ,bʲiaɰosɯtot͡sɯkʲi
ヴィエスチェク,bʲiesɯt͡ɕekɯ
レティンガー,ɖetiŋɡaː
オフマン,oɸɯmaɴ
ギレヴィチュ,ɡʲiɾebʲit͡ɕɯ
グレツキ,ɡɯɾet͡sɯkʲi
ザヴァツカ,d͡zabat͡sɯka
モライコ,moɾaiko
シャロネック,ɕaɾonekkɯ
ツェリンスキ,t͡seɾʲiĩsɯkʲi
シャッテン,ɕatteŋ
スカーベック,sɯkaːbekkɯ
アントチャク,antot͡ɕakɯ
サンドベルク,sandobeɾɯkɯ
バデンスキ,badeẽsɯkʲi
ブワシク,bɯɰaɕikɯ
ダニエレブスキー,daɲieɾebɯsɯkʲiː
ホロウィツィック,hoɾoɰit͡sikkɯ
ティシュナー,tiɕɯnaː
コセドウスキ,kosedoɯsɯkʲi
アルテル,aɾɯteɾɯ
カチズネ,kat͡ɕizɯne
スクトニク,sɯkɯtoɲikɯ
ナジンスキ,naʑiĩsɯkʲi
ユスコヴィアク,jɯsɯkobʲiakɯ
ニコディム,ɲikodimɯ
オニシキェヴィチ,oɲiɕikʲebʲit͡ɕi
グルッバ,ɡɯɾɯbba
ヴォディチコ,bodit͡ɕiko
ミルチャノフスキ,mʲiɾɯt͡ɕanoɸɯsɯkʲi
オレホフスキ,oɾehoɸɯsɯkʲi
クレメル,kɯɾemeɾɯ
ボラズ,boɾazɯ
スタシュク,sɯtaɕɯkɯ
プシボシ,pɯɕiboɕi
マトゥシャク,matɯɕakɯ
サンドミエルスキ,sandomʲieɾɯsɯkʲi
フラシニューク,ɸɯɾaɕiɲɯːkɯ
キシェレフスキ,kʲiɕeɾeɸɯsɯkʲi
ライゼル,ɖaizeɾɯ
ジフリンスキ,d͡ʑiɸɯɾʲiĩsɯkʲi
ディックスタイン,dikkɯsɯtaiŋ
ターナウ,taːnaɯ
ヴォイタス,boitasɯ
セルスキー,seɾɯsɯkʲiː
ヤコブチャク,jakobɯt͡ɕakɯ
テプリッツ,tepɯɾʲitt͡sɯ
トゥロヴィチ,tɯɾobʲit͡ɕi
グラデュス,ɡɯɾadjɯsɯ
シュチグウォ,ɕɯt͡ɕiɡɯɰo
バビュフ,babʲɯɸɯ
レレウェル,ɖeɾeɰeɾɯ
ヤロシェヴィチ,jaɾoɕebʲit͡ɕi
ズドロイェフスキ,d͡zɯdoɾojeɸɯsɯkʲi
グラボフスカ,ɡɯɾaboɸɯsɯka
コズミンスキー,kozɯmʲiĩsɯkʲiː
シュヴィエンチツキ,ɕɯbʲient͡ɕit͡sɯkʲi
マコウスカ,makoɯsɯka
フヴィエルト,ɸɯbʲieɾɯto
コルディレフスキ,koɾɯdiɾeɸɯsɯkʲi
ゴットリブ,ɡottoɾʲibɯ
ゼンジミア,d͡zend͡ʑimʲia
アルタマー,aɾɯtamaː
レシチンスキ,ɖeɕit͡ɕiĩsɯkʲi
パベルスキ,pabeɾɯsɯkʲi
スネー,sɯneː
デムビキ,demɯbʲikʲi
フォルナリク,ɸoɾɯnaɾʲikɯ
ウィルコン,ɰiɾɯkoɴ
オルリッチ,oɾɯɾʲitt͡ɕi
ボレイラ,boɾeːɾa
ロゼヴィチ,ɖozebʲit͡ɕi
グジェゴレク,ɡɯʑeɡoɾekɯ
マーセリ,maːseɾʲi
ネンキ,neŋkʲi
コンドラツキ,kondoɾat͡sɯkʲi
シニャデク,ɕiɲadekɯ
スツケヴェル,sɯt͡sɯkebeɾɯ
ザルスキ,d͡zaɾɯsɯkʲi
ジモフスキ,d͡ʑimoɸɯsɯkʲi
スピサック,sɯpʲisakkɯ
ランコロンスキー,ɖaŋkoɾoõsɯkʲiː
ペチンスキー,pet͡ɕiĩsɯkʲiː
フラニッキ,ɸɯɾaɲikʲkʲi
ペシュコフスキ,peɕɯkoɸɯsɯkʲi
リディギエール,ɖʲidiɡʲieːɾɯ
シャモトゥルスキ,ɕamotɯɾɯsɯkʲi
ゴーシャ,ɡoːɕa
アンジェイエヴィッチ,and͡ʑeːebʲitt͡ɕi
ポプコ,popɯko
バディナ,badina
クライェフスキ,kɯɾajeɸɯsɯkʲi
ギラルスキ,ɡʲiɾaɾɯsɯkʲi
フィリポヴィアク,ɸʲiɾʲipobʲiakɯ
マルキエビッチ,maɾɯkʲiebʲitt͡ɕi
デプトゥワ,depɯtɯɰa
マキオダ,makʲioda
カチマルチク,kat͡ɕimaɾɯt͡ɕikɯ
ワティゾネク,ɰatizonekɯ
シュラヘトコ,ɕɯɾahetoko
トヴィアンスキ,tobʲiaãsɯkʲi
ヤガチャク,jaɡat͡ɕakɯ
ファジェク,ɸaʑekɯ
ブワシュチャク,bɯɰaɕɯt͡ɕakɯ
アスニク,asɯɲikɯ
ジウォンスキー,d͡ʑiɰoõsɯkʲiː
ジュペック,d͡ʑɯpekkɯ
ペルコフスキ,peɾɯkoɸɯsɯkʲi
グラジンスキー,ɡɯɾaʑiĩsɯkʲiː
ツィヴィア,t͡sibʲia
ルベトキン,ɖɯbetokʲiŋ
オラムス,oɾamɯsɯ
アロイジ,aɾoiʑi
オルシュリク,oɾɯɕɯɾʲikɯ
アンジェイエフスキー,and͡ʑeːeɸɯsɯkʲiː
ワディシュ,ɰadiɕɯ
クシェシミル,kɯɕeɕimʲiɾɯ
デプスキ,depɯsɯkʲi
バツレフスキ,bat͡sɯɾeɸɯsɯkʲi
フェレンツィ,ɸeɾent͡si
ポミャン,pomʲaɴ
ゾリンスカ,d͡zoɾʲiĩsɯka
オパニア,opaɲia
ザリツカヤ,d͡zaɾʲit͡sɯkaja
カミエンスカ,kamʲieẽsɯka
ローベル,ɖoːbeɾɯ
クナピック,kɯnapʲikkɯ
フラッコウィアック,ɸɯɾakkoɰiakkɯ
ランコシュ,ɖaŋkoɕɯ
スカルモフスキ,sɯkaɾɯmoɸɯsɯkʲi
コハノフスキ,kohanoɸɯsɯkʲi
トラバ,toɾaba
ウェグトゥコ,ɰeɡɯtɯko
イヴァンスキ,ibaãsɯkʲi
ジェブロフスキ,d͡ʑebɯɾoɸɯsɯkʲi
フレヴィチ,ɸɯɾebʲit͡ɕi
パハウコ,pahaɯko
マリヤンスカ,maɾʲijaãsɯka
ヴォレイコ,boɾeːko
ピサール,pʲisaːɾɯ
ヴォイティロ,boitiɾo
ドバ,doba
モンザン,mond͡zaɴ
アフィグドール,aɸʲiɡɯdoːɾɯ
チョク,t͡ɕokɯ
スルキェヴィチ,sɯɾɯkʲebʲit͡ɕi
クデルスキ,kɯdeɾɯsɯkʲi
マハリツァ,mahaɾʲit͡sa
アブラモヴィチ,abɯɾamobʲit͡ɕi
ラースカ,ɖaːsɯka
ゼイトリン,d͡zeːtoɾʲiŋ
ミョドヴィチ,mʲodobʲit͡ɕi
ズナミエロフスキ,d͡zɯnamʲieɾoɸɯsɯkʲi
フィロソフォフ,ɸʲiɾosoɸoɸɯ
シムチェフスカ,ɕimɯt͡ɕeɸɯsɯka
ソハ,soha
トラッチ,toɾatt͡ɕi
パレチニ,paɾet͡ɕiɲi
ワス,ɰasɯ
グロンブチェフスキー,ɡɯɾombɯt͡ɕeɸɯsɯkʲiː
ファビツキ,ɸabʲit͡sɯkʲi
スィギェティンスキ,siɡʲetiĩsɯkʲi
フィディック,ɸʲidikkɯ
グジボフスカ,ɡɯʑiboɸɯsɯka
コステンコ,kosɯteŋko
アイゼンベルガー,aizembeɾɯɡaː
ダウコフスカ,daɯkoɸɯsɯka
マルコフスキー,maɾɯkoɸɯsɯkʲiː
ドウズキ,doɯzɯkʲi
ムラルチク,mɯɾaɾɯt͡ɕikɯ
ダンバル,dambaɾɯ
ザモイスキ,d͡zamoisɯkʲi
クプチュク,kɯpɯt͡ɕɯkɯ
スモリク,sɯmoɾʲikɯ
ザソフスキ,d͡zasoɸɯsɯkʲi
スジック,sɯʑikkɯ
アントキービック,antokʲiːbʲikkɯ
ハラシュモーヴィチ,haɾaɕɯmoːbʲit͡ɕi
グジェラク,ɡɯʑeɾakɯ
ビエガス,bʲieɡasɯ
バンカ,baŋka
クサヴェリ,kɯsabeɾʲi
ボグスキー,boɡɯsɯkʲiː
ゴルノスタジ,ɡoɾɯnosɯtaʑi
レヴォニェフスキ,ɖeboɲeɸɯsɯkʲi
パトリチャ,patoɾʲit͡ɕa
マリジェフスカ,maɾʲiʑeɸɯsɯka
アニア,aɲia
イェジック,jeʑikkɯ
ブロナルスキ,bɯɾonaɾɯsɯkʲi
ロマントフスカ,ɖomantoɸɯsɯka
クレフニオフスカ,kɯɾeɸɯɲioɸɯsɯka
コツィアン,kot͡siaɴ
エフィミエンコ,eɸʲimʲieŋko
ステルラン,sɯteɾɯɾaɴ
ジェチョフスカ,d͡ʑet͡ɕoɸɯsɯka
ダミエッキ,damʲiekʲkʲi
クルコフスキ,kɯɾɯkoɸɯsɯkʲi
シュチェバンスキ,ɕɯt͡ɕebaãsɯkʲi
ドダ,doda
カラソフスキ,kaɾasoɸɯsɯkʲi
キェニェーヴィチ,kʲeɲeːbʲit͡ɕi
ベレッチ,beɾett͡ɕi
スタシス,sɯtaɕisɯ
エイドリゲヴィチウス,eːdoɾʲiɡebʲit͡ɕiɯsɯ
クリストリープ,kɯɾʲisɯtoɾʲiːpɯ
カリシャー,kaɾʲiɕaː
ブチェク,bɯt͡ɕekɯ
ナドルスキ,nadoɾɯsɯkʲi
ルキンスキー,ɖɯkʲiĩsɯkʲiː
セロチンスカ,seɾot͡ɕiĩsɯka
カスプシコフスキ,kasɯpɯɕikoɸɯsɯkʲi
クウォチュコフスキ,kɯɰot͡ɕɯkoɸɯsɯkʲi
カルピニュク,kaɾɯpʲiɲɯkɯ
グトウスキー,ɡɯtoɯsɯkʲiː
コントリム,kontoɾʲimɯ
ドロシェフスキ,doɾoɕeɸɯsɯkʲi
ブーザ,bɯːza
ピレイチク,pʲiɾeːt͡ɕikɯ
サヴァ,saba
トンメー,tommeː
ネレベッカ,neɾebekka
ジャッキウ,d͡ʑakʲkʲiɯ
カンティ,kanti
クビツキ,kɯbʲit͡sɯkʲi
ヴェーラ,beːɾa
クリジャノフスカヤ,kɯɾʲiʑanoɸɯsɯkaja
レンチェフスキ,ɖent͡ɕeɸɯsɯkʲi
ギエルシャウ,ɡʲieɾɯɕaɯ
クジェヴィナ,kɯʑebʲina
フランチャク,ɸɯɾant͡ɕakɯ
ペテルスキ,peteɾɯsɯkʲi
ミヒニエヴィチ,mʲiçiɲiebʲit͡ɕi
コトラスカ,kotoɾasɯka
ヴォリンスキ,boɾʲiĩsɯkʲi
ピエトシク,pʲietoɕikɯ
スタニシェフスカ,sɯtaɲiɕeɸɯsɯka
リーベルト,ɖʲiːbeɾɯto
モジル,moʑiɾɯ
マッキーウィックツ,makʲkʲiːɰikkɯt͡sɯ
マステルナク,masɯteɾɯnakɯ
バウカ,baɯka
コルボンスキ,koɾɯboõsɯkʲi
コネチュニ,konet͡ɕɯɲi
ペルチンスキ,peɾɯt͡ɕiĩsɯkʲi
ブロドカ,bɯɾodoka
カズロ,kazɯɾo
ムクレヴィチ,mɯkɯɾebʲit͡ɕi
スルリット,sɯɾɯɾʲitto
チョロシンスカ,t͡ɕoɾoɕiĩsɯka
モニゲッティ,moɲiɡetti
リジア,ɖʲiʑia
ブラニツェ,bɯɾaɲit͡se
ホラク,hoɾakɯ
ヴィスネル,bʲisɯneɾɯ
ミンキェヴィチ,mʲiŋkʲebʲit͡ɕi
トレプチンスキー,toɾepɯt͡ɕiĩsɯkʲiː
ゴレニフスキー,ɡoɾeɲiɸɯsɯkʲiː
トミツキ,tomʲit͡sɯkʲi
チンスキ,t͡ɕiĩsɯkʲi
シサック,ɕisakkɯ
ヴィテク,bʲitekɯ
オウロン,oɯɾoɴ
ザブロースキー,d͡zabɯɾoːsɯkʲiː
ウィルチンスキー,ɰiɾɯt͡ɕiĩsɯkʲiː
ペテルスカ,peteɾɯsɯka
ジャシウキエヴィッチ,d͡ʑaɕiɯkʲiebʲitt͡ɕi
ブジゾ,bɯʑizo
スタム,sɯtamɯ
ボサク,bosakɯ
ディガシンスキ,diɡaɕiĩsɯkʲi
チェハノヴィエツキ,t͡ɕehanobʲiet͡sɯkʲi
ヒニズドフスキー,çiɲizɯdoɸɯsɯkʲiː
プロビエシュ,pɯɾobʲieɕɯ
